
[00:00:00.000 --> 00:00:02.560]   [silence]
[00:08:41.720 --> 00:08:43.280]   I didn't write the paper,
[00:08:43.280 --> 00:08:48.280]   "Dietary Alteration of Omega-3 and Omega-6 Fatty Acids
[00:08:48.280 --> 00:08:50.440]   for Headache Reductions in Adults with Migraine."
[00:08:50.440 --> 00:08:52.940]   And this was a randomized control trial.
[00:08:52.940 --> 00:08:54.280]   Randomized control trials involve
[00:08:54.280 --> 00:08:56.040]   having people be in one condition,
[00:08:56.040 --> 00:08:56.920]   where they do one thing,
[00:08:56.920 --> 00:08:59.880]   and then they get swapped randomly into another condition.
[00:08:59.880 --> 00:09:02.040]   So they serve as their own internal control,
[00:09:02.040 --> 00:09:04.040]   and that controls for all sorts of things
[00:09:04.040 --> 00:09:07.120]   like differences in sex, differences in age,
[00:09:07.120 --> 00:09:08.820]   differences in health background,
[00:09:08.820 --> 00:09:12.280]   and any number of other variables as best as one can.
[00:09:12.280 --> 00:09:15.460]   In this study, they had people either ingest a diet
[00:09:15.460 --> 00:09:20.460]   that had increased omega-3s, so increased EPA and DHA,
[00:09:20.460 --> 00:09:24.760]   or increased EPA and DHA
[00:09:24.760 --> 00:09:27.680]   and reduced amounts of linoleic acid, okay?
[00:09:27.680 --> 00:09:30.540]   So that's going to reduce omega-6s.
[00:09:30.540 --> 00:09:34.560]   Or a control diet in which they had people taking,
[00:09:34.560 --> 00:09:37.240]   well, it's essentially the average intake of omega-3s
[00:09:37.240 --> 00:09:38.360]   and omega-6s.
[00:09:38.360 --> 00:09:39.800]   And you can probably already guess
[00:09:39.800 --> 00:09:42.360]   what the general results of this study are going to be.
[00:09:42.360 --> 00:09:43.680]   The general results were
[00:09:43.680 --> 00:09:46.260]   that there were reductions in headaches, okay?
[00:09:46.260 --> 00:09:47.520]   The really cool thing is,
[00:09:47.520 --> 00:09:50.520]   is it was a massive reduction in headache, okay?
[00:09:50.520 --> 00:09:53.600]   They refer to it as a robust reduction in headache,
[00:09:53.600 --> 00:09:55.680]   in particular for the subjects
[00:09:55.680 --> 00:09:57.280]   that increased their omega-3s
[00:09:57.280 --> 00:09:59.840]   and reduced the amount of linoleic acid that they took.
[00:09:59.840 --> 00:10:01.880]   The other thing that I really like about this study
[00:10:01.880 --> 00:10:03.040]   is that while they don't know
[00:10:03.040 --> 00:10:05.800]   the exact underlying mechanism for the effect,
[00:10:05.800 --> 00:10:10.000]   they did spend some time delineating what it is
[00:10:10.000 --> 00:10:12.160]   that the omega-3 and omega-6 fatty acids
[00:10:12.160 --> 00:10:15.400]   are likely doing to either offset or exacerbate headache.
[00:10:15.400 --> 00:10:17.440]   Now, I didn't say that omega-6 fatty acids
[00:10:17.440 --> 00:10:18.840]   exacerbate headache,
[00:10:18.840 --> 00:10:21.800]   but it does seem that people who ingest more linoleic acid
[00:10:21.800 --> 00:10:25.400]   and omega-6 are experiencing more inflammation.
[00:10:25.400 --> 00:10:28.800]   And that is evident in a bunch of different conditions.
[00:10:28.800 --> 00:10:32.120]   One, for instance, is increases in things like CGRP.
[00:10:32.120 --> 00:10:33.640]   CGRP is a molecule
[00:10:33.640 --> 00:10:35.800]   that's associated with a calcium signaling pathway.
[00:10:35.800 --> 00:10:37.600]   It's involved in vasodilation,
[00:10:37.600 --> 00:10:39.960]   the expansion of the blood vessels and capillaries.
[00:10:39.960 --> 00:10:42.960]   And that's known, as I mentioned earlier,
[00:10:42.960 --> 00:10:45.760]   to exacerbate certain forms of headache, okay?
[00:10:45.760 --> 00:10:46.920]   There are also forms of headache
[00:10:46.920 --> 00:10:48.480]   that can be caused by vasoconstriction.
[00:10:48.480 --> 00:10:50.220]   We'll talk about one very dramatic example,
[00:10:50.220 --> 00:10:51.940]   perhaps, as we get toward the end.
[00:10:51.940 --> 00:10:53.520]   It's a very uncommon example,
[00:10:53.520 --> 00:10:56.440]   but it's called thunderclap headache.
[00:10:56.440 --> 00:10:58.840]   And trust me, you do not want a thunderclap headache.
[00:10:58.840 --> 00:11:01.480]   In any case, in this paper,
[00:11:01.480 --> 00:11:04.700]   they didn't study mechanism directly,
[00:11:04.700 --> 00:11:08.560]   but they're resting on this known analgesic, anti-pain,
[00:11:08.560 --> 00:11:10.880]   as well as known anti-inflammatory pathways
[00:11:10.880 --> 00:11:12.960]   related to increasing omega-3 intake,
[00:11:12.960 --> 00:11:16.120]   and simultaneously resting on the idea,
[00:11:16.120 --> 00:11:19.160]   or I think we now can say conclusion,
[00:11:19.160 --> 00:11:23.640]   that omega-6 fatty acids, in particular linoleic acid,
[00:11:23.640 --> 00:11:25.480]   can increase inflammation
[00:11:25.480 --> 00:11:28.920]   by way of increasing things like CGRP, vasodilation,
[00:11:28.920 --> 00:11:30.840]   and some other pathways
[00:11:30.840 --> 00:11:34.120]   related to the so-called inflammatory cytokine pathways.
[00:11:34.120 --> 00:11:36.000]   And there's a whole discussion nowadays
[00:11:36.000 --> 00:11:37.600]   of what's called the inflammatome.
[00:11:37.600 --> 00:11:39.880]   So the basic takeaway is that
[00:11:39.880 --> 00:11:42.400]   if you are interested in reducing headache,
[00:11:42.400 --> 00:11:43.760]   it may be beneficial,
[00:11:43.760 --> 00:11:45.400]   at least according to these two studies,
[00:11:45.400 --> 00:11:47.240]   and another one I'll talk about in a moment,
[00:11:47.240 --> 00:11:49.880]   to increase amounts of omega-3 fatty acids.
[00:11:49.880 --> 00:11:50.700]   And that can be done, again,
[00:11:50.700 --> 00:11:52.640]   through the ingestion of foods.
[00:11:52.640 --> 00:11:54.960]   Although, based on the dosages
[00:11:54.960 --> 00:11:57.120]   that we'll talk about in a moment,
[00:11:57.120 --> 00:11:58.640]   increasing omega-3 fatty acids
[00:11:58.640 --> 00:12:00.280]   by taking liquid form fish oil,
[00:12:00.280 --> 00:12:02.840]   which is perhaps the most cost-effective way
[00:12:02.840 --> 00:12:04.480]   to supplement omega-3s,
[00:12:04.480 --> 00:12:07.280]   or capsules, which is perhaps the most efficient way
[00:12:07.280 --> 00:12:08.840]   to supplement omega-3s,
[00:12:08.840 --> 00:12:13.240]   will lead to a level of one gram or more of EPA per day.
[00:12:13.240 --> 00:12:15.880]   Again, that's the EPA form in particular.
[00:12:15.880 --> 00:12:18.520]   So if you're, for instance, taking supplemental fish oil,
[00:12:18.520 --> 00:12:20.240]   or you're getting your omega-3s from food,
[00:12:20.240 --> 00:12:24.740]   and you're getting what you determine to be 2,000 milligrams
[00:12:24.740 --> 00:12:27.440]   or two grams per day of omega-3s,
[00:12:27.440 --> 00:12:30.520]   keep in mind that's going to include EPA and DHA.
[00:12:30.520 --> 00:12:33.720]   And it does seem that getting above one gram per day
[00:12:33.720 --> 00:12:35.880]   of EPA omega-3 fatty acids,
[00:12:35.880 --> 00:12:38.400]   either through food or supplements or both,
[00:12:38.400 --> 00:12:40.320]   is going to be the critical threshold
[00:12:40.320 --> 00:12:43.320]   for reductions in the frequency and intensity of headaches
[00:12:43.320 --> 00:12:46.720]   that include both tension headaches and migraine headaches.
[00:12:46.720 --> 00:12:48.400]   Now, some people will find, actually,
[00:12:48.400 --> 00:12:52.040]   that ingesting far more omega-3 fatty acids,
[00:12:52.040 --> 00:12:53.980]   generally through supplementation, but again,
[00:12:53.980 --> 00:12:56.260]   can be accomplished through foods as well,
[00:12:56.260 --> 00:12:59.360]   can also be beneficial for other things such as mood.
[00:12:59.360 --> 00:13:00.920]   And indeed, there's a whole literature related
[00:13:00.920 --> 00:13:04.640]   to effects of ingesting one to three grams,
[00:13:04.640 --> 00:13:07.400]   again, three grams per day of EPA.
[00:13:07.400 --> 00:13:11.240]   So that's going to require quite a high intake of omega-3s
[00:13:11.240 --> 00:13:13.120]   in whatever form or supplement you decide
[00:13:13.120 --> 00:13:14.800]   to take those into your body.
[00:13:14.800 --> 00:13:17.160]   But that can improve mood and so forth.
[00:13:17.160 --> 00:13:20.720]   The basic range that I was able to find in the meta-analysis,
[00:13:20.720 --> 00:13:23.680]   so meta-analyses are where a researcher will look
[00:13:23.680 --> 00:13:25.280]   at the results of a bunch of different studies
[00:13:25.280 --> 00:13:26.760]   focused on the same thing,
[00:13:26.760 --> 00:13:29.320]   look at the different strength of those studies.
[00:13:29.320 --> 00:13:32.120]   They'll do all sorts of cool statistical gymnastics,
[00:13:32.120 --> 00:13:34.320]   like remove the most potent study,
[00:13:34.320 --> 00:13:35.940]   the one that had the greatest effect,
[00:13:35.940 --> 00:13:37.620]   and see whether or not there's still an effect
[00:13:37.620 --> 00:13:38.760]   of some treatment.
[00:13:38.760 --> 00:13:43.000]   Or for instance, they will swap in and out different studies
[00:13:43.000 --> 00:13:44.920]   and different combinations to see whether or not
[00:13:44.920 --> 00:13:47.240]   any one study is really leading to the conclusion
[00:13:47.240 --> 00:13:48.920]   that a given treatment does something.
[00:13:48.920 --> 00:13:51.980]   In any case, in the meta-analyses of omega-3 fatty acids
[00:13:51.980 --> 00:13:52.880]   for the treatment of headache,
[00:13:52.880 --> 00:13:55.560]   and that includes all the different kinds of headache,
[00:13:55.560 --> 00:13:58.600]   they found in exploring a huge range
[00:13:58.600 --> 00:14:01.560]   of omega-3 supplementation ranging from 200 milligrams
[00:14:01.560 --> 00:14:03.880]   all the way up to 2,000 milligrams per day,
[00:14:03.880 --> 00:14:08.540]   it really was at the one gram or higher dosage per day
[00:14:08.540 --> 00:14:10.180]   where the significant impact
[00:14:10.180 --> 00:14:13.120]   in reducing headache frequency and intensity was found.
[00:14:13.120 --> 00:14:15.560]   And just very briefly, earlier I mentioned
[00:14:15.560 --> 00:14:18.320]   that not only has omega-3 fatty acid supplementation
[00:14:18.320 --> 00:14:20.920]   been shown to be effective in reducing the frequency
[00:14:20.920 --> 00:14:23.120]   and intensity of headache in tension type
[00:14:23.120 --> 00:14:24.780]   and migraine type headache,
[00:14:24.780 --> 00:14:28.000]   but it's also been shown to improve outcomes
[00:14:28.000 --> 00:14:30.780]   for premenstrual syndrome related headaches.
[00:14:30.780 --> 00:14:32.520]   These are what we referred to earlier
[00:14:32.520 --> 00:14:34.200]   as hormone-based headaches.
[00:14:34.200 --> 00:14:37.680]   Again, the low estrogen, low progesterone
[00:14:37.680 --> 00:14:40.360]   associated with certain phases of the menstrual cycle
[00:14:40.360 --> 00:14:42.280]   as well as other phases of the menstrual cycle
[00:14:42.280 --> 00:14:43.800]   are often associated with headache.
[00:14:43.800 --> 00:14:47.480]   In a study entitled "Effect of Omega-3 Fatty Acids
[00:14:47.480 --> 00:14:49.600]   on Premenstrual Syndrome, a Systematic Review
[00:14:49.600 --> 00:14:52.280]   and Again, Meta-Analysis," what they found,
[00:14:52.280 --> 00:14:54.040]   and here I'm paraphrasing the conclusion,
[00:14:54.040 --> 00:14:57.520]   was that omega-3 fatty acids could, yes,
[00:14:57.520 --> 00:15:01.260]   effectively reduce the severity of PMS symptoms.
[00:15:01.260 --> 00:15:03.720]   And one of the symptoms in particular that they found
[00:15:03.720 --> 00:15:06.600]   that was reduced was the pain-related symptoms
[00:15:06.600 --> 00:15:08.120]   associated with headache.
[00:15:08.120 --> 00:15:10.040]   And they actually had some very nice hypotheses
[00:15:10.040 --> 00:15:13.040]   as to why that likely would be.
[00:15:13.040 --> 00:15:16.080]   And in fact, point out that in earlier studies,
[00:15:16.080 --> 00:15:18.600]   omega-3 fatty acids have actually been considered
[00:15:18.600 --> 00:15:22.440]   as non-steroidal anti-inflammatory drugs in some cases.
[00:15:22.440 --> 00:15:24.820]   And indeed, there are prescription forms
[00:15:24.820 --> 00:15:26.460]   of omega-3 fatty acids.
[00:15:26.460 --> 00:15:28.200]   And I highlight that not because I think people need
[00:15:28.200 --> 00:15:30.080]   to run out and get the prescription form
