
[00:00:00.000 --> 00:00:04.000]   (music)
[00:09:35.000 --> 00:09:40.000]   He's not a tyrant that we can't leave.
[00:09:40.000 --> 00:09:47.000]   He's a treasure that we won't leave, and therefore he gets way more glory that way.
[00:09:47.000 --> 00:09:54.000]   than if he operated by coercion that we had to fulfill against our delights.
[00:09:54.000 --> 00:10:01.000]   No, God would not get more glory from a tireless slave labor force.
[00:10:01.000 --> 00:10:03.000]   He gets more glory.
[00:10:03.000 --> 00:10:09.000]   He gets glory by being so beautiful in his character and in his ways
[00:10:09.000 --> 00:10:14.000]   that we are bound to him not because we are held in jail,
[00:10:14.000 --> 00:10:18.000]   but because we are held by joy.
[00:10:18.000 --> 00:10:22.000]   Amen. That is a beautiful word. Thank you, Pastor John.
[00:10:22.000 --> 00:10:24.000]   And thank you for joining us today.
[00:10:24.000 --> 00:10:27.000]   If you have not subscribed to Ask Pastor John,
[00:10:27.000 --> 00:10:30.000]   consider doing so in your favorite podcast app in YouTube or in Spotify.
[00:10:30.000 --> 00:10:33.000]   And for our episode archive or to submit a question of your own,
[00:10:33.000 --> 00:10:38.000]   go to DesiringGod.org/AskPastorJohn.
[00:10:38.000 --> 00:10:42.000]   Well, how do we put off vengeance and retribution
[00:10:42.000 --> 00:10:45.000]   and getting even with those who have sinned against us?
[00:10:45.000 --> 00:10:50.000]   In other words, how do we keep our sanity in a world that will hurt us deeply?
[00:10:50.000 --> 00:10:54.000]   Pastor John has an important word for us next time to answer this very question.
[00:10:54.000 --> 00:10:56.000]   That's up next. I'm your host, Tony Reinke.
[00:10:56.000 --> 00:10:58.000]   We'll see you back here on Wednesday.
[00:10:58.000 --> 00:11:02.000]   [no audio]
[00:11:02.000 --> 00:11:05.000]   [no audio]
[00:11:05.000 --> 00:11:15.000]   [BLANK_AUDIO]

