
[00:00:00.000 --> 00:00:06.000]   Welcome back everyone.
[00:09:32.160 --> 00:09:34.840]   with Roberta and Elektra especially.
[00:09:34.840 --> 00:09:39.320]   First, the original BERT paper is admirably detailed,
[00:09:39.320 --> 00:09:42.080]   but it's still very partial in terms of
[00:09:42.080 --> 00:09:44.280]   ablation studies and studies of how to
[00:09:44.280 --> 00:09:46.600]   effectively optimize the model.
[00:09:46.600 --> 00:09:49.160]   That means that we might not be looking at
[00:09:49.160 --> 00:09:51.560]   the very best BERT that we could possibly
[00:09:51.560 --> 00:09:54.600]   have if we explored more widely.
[00:09:54.600 --> 00:09:58.120]   Devlin et al also observe a downside.
[00:09:58.120 --> 00:10:00.400]   They say the first downside is that we're creating
[00:10:00.400 --> 00:10:03.440]   a mismatch between pre-training and fine-tuning
[00:10:03.440 --> 00:10:06.800]   since the mask token is never seen during fine-tuning.
[00:10:06.800 --> 00:10:08.480]   That is indeed unusual.
[00:10:08.480 --> 00:10:11.120]   Remember, the mask token is a crucial element
[00:10:11.120 --> 00:10:14.200]   in training the model against the MLM objective.
[00:10:14.200 --> 00:10:17.560]   You introduce this foreign element into that phase that
[00:10:17.560 --> 00:10:20.760]   presumably you never see when you do fine-tuning,
[00:10:20.760 --> 00:10:24.560]   and that could be dragging down model performance.
[00:10:24.560 --> 00:10:26.360]   The second downside that they
[00:10:26.360 --> 00:10:28.400]   mentioned is one that I mentioned as well.
[00:10:28.400 --> 00:10:31.240]   We're using only around 15 percent of
[00:10:31.240 --> 00:10:33.400]   the tokens to make predictions.
[00:10:33.400 --> 00:10:35.800]   We do all this work of processing these sequences,
[00:10:35.800 --> 00:10:38.440]   but then we turn off the modeling objective
[00:10:38.440 --> 00:10:40.320]   for the tokens that we didn't mask,
[00:10:40.320 --> 00:10:43.440]   and we can mask only a tiny number of them because we
[00:10:43.440 --> 00:10:46.480]   need the bidirectional context to do the reconstruction.
[00:10:46.480 --> 00:10:49.120]   That's the essence of the intuition there.
[00:10:49.120 --> 00:10:51.680]   That's obviously inefficient.
[00:10:51.680 --> 00:10:53.520]   The final one is intriguing.
[00:10:53.520 --> 00:10:55.640]   I'll mention this only at the end of this series.
[00:10:55.640 --> 00:10:58.120]   This comes from the ExcelNet paper,
[00:10:58.120 --> 00:10:59.800]   and they just observed that BERT assumes
[00:10:59.800 --> 00:11:02.640]   the predicted tokens are independent of each other,
[00:11:02.640 --> 00:11:04.600]   given the unmasked tokens,
[00:11:04.600 --> 00:11:07.160]   which is oversimplified as high-order,
[00:11:07.160 --> 00:11:10.720]   long-range dependency is prevalent in natural language.
[00:11:10.720 --> 00:11:14.040]   This is just the observation that if you do happen to mask out
[00:11:14.040 --> 00:11:18.040]   two tokens like new and York from the place named New York,
[00:11:18.040 --> 00:11:19.960]   the model will try to reconstruct
[00:11:19.960 --> 00:11:22.520]   those two tokens independently of each other,
[00:11:22.520 --> 00:11:24.280]   even though we can see that they have
[00:11:24.280 --> 00:11:26.960]   a very clear statistical dependency.
[00:11:26.960 --> 00:11:29.240]   The BERT objective simply misses that,
[00:11:29.240 --> 00:11:32.920]   and I'll mention later on about how ExcelNet brings
[00:11:32.920 --> 00:11:37.640]   that dependency back in possibly to very powerful effect.
[00:11:37.640 --> 00:11:47.640]   [BLANK_AUDIO]

