
[00:00:00.000 --> 00:00:11.160]   what is a good example of a, you know, a pre-training meal, if you will? What is the
[00:06:25.300 --> 00:06:32.760]   meaning that they have constant straight blood sugar levels versus men, women it's within, uh, 60 minutes.
[00:06:32.760 --> 00:06:37.500]   And for men, it's up to three hours. So when we're looking at the data that says there's no
[00:06:37.500 --> 00:06:44.120]   mental window per se for getting food in, it's based on male data. So when we're looking at women,
[00:06:44.120 --> 00:06:49.580]   women, we have this tighter window to stop that breakdown effect and start the reparation.
[00:06:50.080 --> 00:06:56.740]   Um, so yeah, it's like when we're talking about the protein intake, it's really important not only to
[00:06:56.740 --> 00:07:03.280]   get that leucine content up in the muscle to start the reparation and repair, but also again, to signal
[00:07:03.280 --> 00:07:10.120]   that, yeah, we're in a building state. We're not holding that catabolic state and increasing all the
[00:07:10.120 --> 00:07:18.340]   repercussions that come with it. So women should try and get 30 or as much as 40, maybe 50 grams of
[00:07:18.340 --> 00:07:26.620]   protein depending on their age, post-training within an hour of training. Yep. Men seem to have a longer
[00:07:26.620 --> 00:07:32.020]   window. They could wait an hour, two hours, maybe even three hours before ingesting protein. What
[00:07:32.020 --> 00:07:37.680]   about carbohydrate? We look at mixed, but for men, it's more important because they go through their
[00:07:37.680 --> 00:07:44.060]   liver and muscle glycogen so much faster than women. So when we look at women, we want to get around 0.3
[00:07:44.060 --> 00:07:51.160]   grams per kilo, um, of carbohydrate within two hours of finishing. So we look at protein and people
[00:07:51.160 --> 00:07:56.180]   like, well, that's a big dose of protein. How do I get it all in? It's like, yeah, well, you can look at
[00:07:56.180 --> 00:08:01.000]   how we mix all of these things. You're also getting carbohydrate in with that. So that's why I say you
[00:08:01.000 --> 00:08:06.400]   could have your next meal after your training session. Um, yeah, there's a time and a place for
[00:08:06.400 --> 00:08:11.220]   protein supplementation, but if you're getting that real food and then you're also getting,
[00:08:11.220 --> 00:08:16.460]   you know, your magnesium and your potassium and your sodium and all the things that people supposedly
[00:08:16.460 --> 00:08:24.380]   lose and you're able to also repair a lot better. At some point, there was a lot of discussion about
[00:08:24.380 --> 00:08:31.660]   training fasted burns more body fat. Um, I think now most people accept that that's not the case,
[00:08:31.820 --> 00:08:38.600]   that perhaps the percentage of fat as fuel is increased when one trains fasted,
[00:08:38.600 --> 00:08:46.740]   but that overall in terms of loss of body fat, it doesn't matter if you train fasted or you train fed.
[00:08:46.740 --> 00:08:52.720]   Correct. Okay. I think, um, that can't be stated enough by experts like you. Um,
[00:08:52.720 --> 00:08:58.440]   that doesn't mean that if one prefers to train fasted or with a minimum of food in their gut,
[00:08:58.440 --> 00:09:04.220]   that they can't do that. Like I like to train fasted, but I, what I'm hearing is that women
[00:09:04.220 --> 00:09:09.340]   should probably ingest at least some protein, high quality protein, and maybe drink the protein in a
[00:09:09.340 --> 00:09:15.600]   protein shake form if they don't want to ingest solid food. Yeah. I think the easiest way for people
[00:09:15.600 --> 00:09:22.240]   to understand the basic idea of what low energy is and how this affects men and women is when we are
[00:09:22.240 --> 00:09:28.840]   looking at, um, a tipping point for endocrine dysfunction for men, we're seeing that tipping
[00:09:28.840 --> 00:09:36.320]   point at 15 calories per kilogram of fat-free mass for women, it's 30. So when we're looking
[00:09:36.320 --> 00:09:41.440]   at baseline calorie needs before you really get into that endocrine dysfunction, when you're looking
[00:09:41.440 --> 00:09:47.140]   at those parameters, you can see why men do better in a fasted state or a low calorie state.
[00:09:47.140 --> 00:09:53.200]   But for women, our intake and especially our carbohydrate needs are so much higher
[00:09:53.200 --> 00:10:01.400]   because we have so many other functions that are reliant on that kispeptin upregulation or
[00:10:01.400 --> 00:10:07.980]   downregulation, preferably upregulation. Um, so when we're just talking the basic calorie needs
[00:10:07.980 --> 00:10:13.900]   and what we're seeing, it's that dichotomy right there of 15 to 30. And when you start telling people
[00:10:13.900 --> 00:10:19.420]   that, they're like, Oh, okay, I get it. Is that a biological aspect? It's like, well, you could
[00:10:19.420 --> 00:10:24.700]   trace it all the way back where, you know, men went out to get the calories and most tribes and the women
[00:10:24.700 --> 00:10:29.620]   were home and it wasn't advantageous to be pregnant under low calorie intake. That's why you have
[00:10:29.620 --> 00:10:35.360]   dysfunction when the calories are too low. But, you know, you can also feed forward to modern day now.
[00:10:35.360 --> 00:10:41.300]   And you're seeing that all this perturbance of hormone and the way we regulate hormone across the
[00:10:41.300 --> 00:10:44.820]   circadian rhythm requires more calories for women than it does for men.
[00:10:44.820 --> 00:10:50.500]   I know some men that basically don't eat all day and then eat one meal in the evening and they'll
[00:10:50.500 --> 00:10:55.160]   train in the morning. That's inconceivable to me because within an hour or so of training, I'm hungry.
[00:10:55.160 --> 00:11:03.320]   I know some men that don't eat all day and they'll eat all day and eat all day and eat all day.

