
[00:00:00.000 --> 00:00:03.160]   (audience applauding)
[00:04:28.360 --> 00:04:31.000]   He bled right there in the hospital.
[00:04:31.000 --> 00:04:34.560]   And I was seven years old, and like many seven-year-olds,
[00:04:34.560 --> 00:04:37.480]   I looked at life through my own lens.
[00:04:37.480 --> 00:04:39.920]   Like, it's a time where we think
[00:04:39.920 --> 00:04:42.600]   everything happens because of us.
[00:04:42.600 --> 00:04:45.280]   So for me, my father dying must have been my fault.
[00:04:45.280 --> 00:04:47.120]   I wasn't good enough.
[00:04:47.120 --> 00:04:48.880]   I wasn't compliant enough.
[00:04:48.880 --> 00:04:51.440]   I wasn't lovable enough.
[00:04:51.440 --> 00:04:55.240]   And so somewhere in my brain, I decided to,
[00:04:55.240 --> 00:04:57.600]   the way I was gonna make up for this,
[00:04:57.600 --> 00:05:01.080]   is I was gonna become a doctor just like him.
[00:05:01.080 --> 00:05:02.880]   I was gonna walk in his shoes.
[00:05:02.880 --> 00:05:04.680]   I was gonna do all the good
[00:05:04.680 --> 00:05:08.520]   that he never had the chance to do.
[00:05:08.520 --> 00:05:12.400]   And this became my sense of purpose.
[00:05:12.400 --> 00:05:15.080]   This became my identity.
[00:05:15.080 --> 00:05:16.320]   And it carried me.
[00:05:16.320 --> 00:05:17.960]   It carried me through a learning disability
[00:05:17.960 --> 00:05:18.920]   when I was little.
[00:05:18.920 --> 00:05:22.160]   It carried me through moving from one middle school
[00:05:22.160 --> 00:05:23.520]   to a different high school.
[00:05:23.520 --> 00:05:24.840]   It carried me through college
[00:05:24.840 --> 00:05:26.120]   when all of my friends were out
[00:05:26.120 --> 00:05:28.080]   at the University of Michigan football games,
[00:05:28.080 --> 00:05:30.880]   and I was in the law library studying.
[00:05:30.880 --> 00:05:34.480]   I became the student I had to be
[00:05:34.480 --> 00:05:39.320]   to become the doctor that I was predestined to become.
[00:05:40.360 --> 00:05:42.240]   And that's exactly what I did.
[00:05:42.240 --> 00:05:45.040]   But there was a problem.
[00:05:45.040 --> 00:05:47.560]   After practicing for a number of years,
[00:05:47.560 --> 00:05:50.400]   I realized that this wasn't filling me up.
[00:05:50.400 --> 00:05:52.760]   I was feeling exhausted and burned out
[00:05:52.760 --> 00:05:53.800]   and all the paperwork
[00:05:53.800 --> 00:05:56.860]   and not feeling like I was helping anyone.
[00:05:56.860 --> 00:06:00.520]   And so I did what a lot of people do.
[00:06:00.520 --> 00:06:04.000]   I said, "Well, I can't go on being a doctor,
[00:06:04.000 --> 00:06:07.800]   "and I don't know how to do anything else to make money.
[00:06:07.800 --> 00:06:10.040]   "So what I need to do is make as much money
[00:06:10.040 --> 00:06:14.120]   "as possible so that I can never work again
[00:06:14.120 --> 00:06:18.360]   "and leave this profession that is no longer filling me up."
[00:06:18.360 --> 00:06:19.360]   And so I asked around.
[00:06:19.360 --> 00:06:20.400]   I asked my financial advisor,
[00:06:20.400 --> 00:06:21.640]   "Well, how much money do I need?"
[00:06:21.640 --> 00:06:23.880]   And he did some kind of Monte Carlo simulation
[00:06:23.880 --> 00:06:26.320]   and told me that I needed a lot more than I needed.
[00:06:26.320 --> 00:06:28.760]   He forgot to ask me how much I wanted to spend.
[00:06:28.760 --> 00:06:33.400]   And then I asked my accountant, who happens to be my mom,
[00:06:33.400 --> 00:06:36.080]   and I said, "How much money do I need to never work again?"
[00:06:36.080 --> 00:06:37.400]   And she said, "$10 million."
[00:06:37.400 --> 00:06:40.800]   And I said, "Okay, I don't have $10 million."
[00:06:40.800 --> 00:06:42.040]   So then I went back to work,
[00:06:42.040 --> 00:06:44.600]   doing this job that wasn't filling me up.
[00:06:44.600 --> 00:06:47.920]   And then in 2014, something magical happened.
[00:06:47.920 --> 00:06:52.000]   I got a phone call from a guy I had never met before.
[00:06:52.000 --> 00:06:54.280]   His name was Jim Dolly,
[00:06:54.280 --> 00:06:56.160]   and he had written a book called "The White Coat Investor."
[00:06:56.160 --> 00:06:58.160]   And at the time, I was writing a medical blog
[00:06:58.160 --> 00:07:00.240]   about what it felt like to be a doctor.
[00:07:00.240 --> 00:07:01.880]   And I had a reasonable following,
[00:07:01.880 --> 00:07:03.240]   and Jim's book was coming out,
[00:07:03.240 --> 00:07:06.980]   and he wanted me to review his book for my blog.
[00:07:06.980 --> 00:07:10.360]   So I read his book, and I knew immediately,
[00:07:10.360 --> 00:07:12.160]   oh my God, I'm financially independent.
[00:07:12.160 --> 00:07:14.920]   You see, he gave me this vocabulary I didn't understand.
[00:07:14.920 --> 00:07:17.280]   I didn't know what a safe withdrawal rate was.
[00:07:17.280 --> 00:07:23.920]   And I was just so excited for a moment.
[00:07:23.920 --> 00:07:28.400]   And then I had a panic attack.
[00:07:28.400 --> 00:07:30.080]   Because the thing is,
[00:07:30.080 --> 00:07:32.520]   I had never considered what I could be or what I would do
[00:07:32.520 --> 00:07:33.560]   if I wasn't being a doctor.
[00:07:33.560 --> 00:07:35.320]   It was the singular thing
[00:07:35.320 --> 00:07:37.780]   that connected me to a father who died
[00:07:37.780 --> 00:07:39.080]   when I was a little boy.
[00:07:39.080 --> 00:07:43.820]   And so I went down the rabbit hole of depression
[00:07:43.820 --> 00:07:44.820]   for about six months.
[00:07:44.820 --> 00:07:46.260]   I couldn't leave being a physician,
[00:07:46.260 --> 00:07:48.220]   even though it wasn't filling me up.
[00:07:48.220 --> 00:07:51.360]   I couldn't throw away the baby with the bath water.
[00:07:51.360 --> 00:07:53.140]   So what I started to do
[00:07:53.140 --> 00:07:54.700]   is I started to get rid of the things
[00:07:54.700 --> 00:07:56.560]   I hated about being a doctor.
[00:07:56.560 --> 00:07:58.420]   I left my private practice.
[00:07:58.420 --> 00:07:59.540]   Eventually, I got rid of nights.
[00:07:59.540 --> 00:08:00.620]   Then I got rid of weekends.
[00:08:00.620 --> 00:08:02.820]   Then I got rid of being on call.
[00:08:02.820 --> 00:08:04.980]   And then I got rid of working in nursing homes
[00:08:04.980 --> 00:08:07.180]   and what was I left with?
[00:08:07.180 --> 00:08:09.080]   Well, I had this part-time thing I did
[00:08:09.080 --> 00:08:11.940]   which really filled me up and it was hospice work.
[00:08:11.940 --> 00:08:15.180]   And so I was running teams of nurses and chaplains
[00:08:15.180 --> 00:08:17.700]   and certified nursing assistants
[00:08:17.700 --> 00:08:19.420]   who were taking care of hospice patients.
[00:08:19.420 --> 00:08:21.300]   And I still liked that.
[00:08:21.300 --> 00:08:24.000]   And so I knew this is something I would do
[00:08:24.000 --> 00:08:26.600]   even if no one was paying me for it.
[00:08:26.600 --> 00:08:28.020]   So this feels purposeful.
[00:08:28.020 --> 00:08:30.100]   I'm gonna hold on to that.
[00:08:30.100 --> 00:08:30.940]   But the thing is,
[00:08:30.940 --> 00:08:32.980]   I was only doing it 10 or 15 hours a week.
[00:08:32.980 --> 00:08:34.200]   So the big question became,
[00:08:34.200 --> 00:08:35.740]   well, who am I gonna be now?
[00:08:35.740 --> 00:08:37.700]   Now I have all this space.
[00:08:37.700 --> 00:08:40.600]   What am I gonna fill my time up with?
[00:08:40.600 --> 00:08:43.580]   And I realized there were all these things that I loved
[00:08:43.580 --> 00:08:46.440]   that I never gave myself permission to pursue.
[00:08:46.440 --> 00:08:47.380]   I loved writing.
[00:08:47.380 --> 00:08:49.840]   I mean, I had been writing blogs for years,
[00:08:49.840 --> 00:08:51.000]   but I never had time to do it.
[00:08:51.000 --> 00:08:53.100]   It wasn't something you did for money or as a living.
[00:08:53.100 --> 00:08:54.260]   It was a hobby.
[00:08:54.260 --> 00:08:57.320]   So I did it during breaks during lunch
[00:08:57.320 --> 00:08:59.300]   or I did it at night when the kids were sleeping.
[00:08:59.300 --> 00:09:01.000]   I loved public speaking.
[00:09:01.000 --> 00:09:03.780]   I loved having these deep conversations.
[00:09:03.780 --> 00:09:05.080]   So having all this time
[00:09:05.080 --> 00:09:06.620]   and finally giving myself permission
[00:09:06.620 --> 00:09:08.420]   to start being the person I wanted to be,
[00:09:08.420 --> 00:09:11.360]   not some shadow of my father,
[00:09:11.360 --> 00:09:13.000]   I started to write about personal finance
[00:09:13.000 --> 00:09:14.200]   'cause that's where my brain was.
[00:09:14.200 --> 00:09:16.200]   This is the big epiphany I had.
[00:09:16.200 --> 00:09:18.320]   And eventually I started a podcast.
[00:09:18.320 --> 00:09:19.520]   When I did that podcast,
[00:09:19.520 --> 00:09:23.320]   I had people on the show who were experts in business
[00:09:23.320 --> 00:09:25.800]   and entrepreneurs and financial independence people
[00:09:25.800 --> 00:09:27.120]   and authors.
[00:09:27.120 --> 00:09:29.220]   And I found that we had these great conversations
[00:09:29.220 --> 00:09:31.120]   about how do I get rich?
[00:09:31.120 --> 00:09:33.240]   How do I make money?
[00:09:33.240 --> 00:09:35.560]   But then when we started talking about
[00:09:35.560 --> 00:09:37.620]   why am I getting rich?
[00:09:37.620 --> 00:09:39.600]   And what does living a good life look like
[00:09:39.600 --> 00:09:41.720]   after I've accumulated money?
[00:09:41.720 --> 00:09:45.360]   We didn't have any good answers.
[00:09:45.360 --> 00:09:48.040]   But you know who did have answers?
[00:09:48.040 --> 00:09:50.380]   My hospice patients.
[00:09:50.380 --> 00:09:51.760]   My hospice patients.
[00:09:51.760 --> 00:09:53.260]   That 10 or 15 hours a week,
[00:09:53.260 --> 00:09:55.200]   I was still doing hospice medicine.
[00:09:55.200 --> 00:09:57.000]   I was sitting with people on their deathbeds
[00:09:57.000 --> 00:09:59.120]   and talking to them about what was important.
[00:09:59.120 --> 00:10:00.680]   And you know what?
[00:10:00.680 --> 00:10:03.080]   Finding out you're gonna die in the next few weeks
[00:10:03.080 --> 00:10:05.920]   or months makes you very clear
[00:10:05.920 --> 00:10:07.800]   about what's important to you.
[00:10:07.800 --> 00:10:10.160]   And so they didn't tell me I wish I worked longer.
[00:10:10.160 --> 00:10:13.800]   And they didn't tell me I wish I made more money.
[00:10:13.800 --> 00:10:15.200]   They told me I really regret
[00:10:15.200 --> 00:10:18.560]   that I never had the energy or courage or time to,
[00:10:18.560 --> 00:10:19.720]   and there was a big blank there
[00:10:19.720 --> 00:10:21.880]   'cause everyone had something different.
[00:10:21.880 --> 00:10:25.480]   But then I started bringing those conversations
[00:10:25.480 --> 00:10:27.560]   back to the personal finance people.
[00:10:27.560 --> 00:10:30.080]   Bring that back to my podcast.
[00:10:30.080 --> 00:10:35.080]   When you are dying and you realize that you have regrets,
[00:10:35.080 --> 00:10:38.800]   regret is another word for disappointment
[00:10:38.800 --> 00:10:40.000]   because you don't have agency.
[00:10:40.000 --> 00:10:41.920]   You can't change your life.
[00:10:41.920 --> 00:10:44.560]   But what if you realize your regrets when you're young
[00:10:44.560 --> 00:10:46.160]   and you have years ahead of you?
[00:10:46.160 --> 00:10:50.860]   Well, that sounds a lot like me to purpose.
[00:10:50.860 --> 00:10:54.360]   And so taking all this information,
[00:10:54.360 --> 00:10:56.240]   I wrote my book, "Taking Stock."
[00:10:56.240 --> 00:10:59.360]   Everything I had learned from the dying
[00:10:59.360 --> 00:11:00.640]   about money and life.
[00:11:00.640 --> 00:11:03.200]   And I went to places like this.
[00:11:03.200 --> 00:11:05.760]   And I gave talks and I marketed my book
[00:11:05.760 --> 00:11:08.800]   and something happened I never expected.
[00:11:08.800 --> 00:11:10.480]   At the end of a conference like this,
[00:11:10.480 --> 00:11:12.520]   I would walk out into the hallway
[00:11:12.520 --> 00:11:13.960]   and someone would come up to me
[00:11:13.960 --> 00:11:17.680]   and instead of a smile, I almost saw a growl, right?
[00:11:17.680 --> 00:11:19.160]   They kind of looked, they were sweaty,
[00:11:19.160 --> 00:11:20.600]   they were a little bit angry.
[00:11:20.600 --> 00:11:23.560]   And I waited patiently afraid
[00:11:23.560 --> 00:11:25.000]   of what they were about to say.
[00:11:25.000 --> 00:11:27.680]   And this happened multiple times, mind you.
[00:11:27.680 --> 00:11:32.200]   And they would say something to the extent of I get it.
[00:11:32.200 --> 00:11:39.320]   You tell me that I should pursue a sense of purpose
[00:11:39.320 --> 00:11:40.920]   and then use that purpose
[00:11:40.920 --> 00:11:43.400]   to build a financial framework around me.
[00:11:43.400 --> 00:11:48.340]   But I don't know what my purpose is.
[00:11:48.340 --> 00:11:52.520]   And so how do I find my purpose?
[00:11:52.520 --> 00:11:54.880]   And this led to my second book, "The Purpose Code."
[00:11:54.880 --> 00:11:56.440]   And we're gonna talk a bunch about that.
[00:11:56.440 --> 00:11:59.880]   But I first want to go back to my book, "Taking Stock"
[00:11:59.880 --> 00:12:03.280]   and talk about a few of the major premises around that book.
[00:12:03.280 --> 00:12:07.040]   Because really they were three main premises.
[00:12:07.040 --> 00:12:10.360]   The first premise was we need to start thinking
[00:12:10.360 --> 00:12:12.840]   about purpose, identity and connections
[00:12:12.840 --> 00:12:15.820]   before we build our financial framework.
[00:12:15.820 --> 00:12:17.780]   So what does that mean?
[00:12:17.780 --> 00:12:19.320]   Well, let's talk about purpose.
[00:12:19.320 --> 00:12:23.140]   A lot of us struggle with purpose,
[00:12:23.140 --> 00:12:24.400]   but the truth of the matter is
[00:12:24.400 --> 00:12:26.440]   I had seen it in my dying patients.
[00:12:26.440 --> 00:12:28.040]   I had asked that question.
[00:12:28.040 --> 00:12:29.320]   What do you really regret
[00:12:29.320 --> 00:12:32.840]   never having the energy, courage or time to do?
[00:12:32.840 --> 00:12:34.640]   And I knew for younger people,
[00:12:34.640 --> 00:12:38.140]   this formed the kernel of the answer to that question.
[00:12:38.140 --> 00:12:40.320]   So next came identity.
[00:12:40.320 --> 00:12:42.880]   Well, how do you know what your identity is supposed to be?
[00:12:42.880 --> 00:12:46.340]   And I always tell people we should do this basic exercise.
[00:12:46.340 --> 00:12:50.940]   Ask yourself the question I am, say the statement I am,
[00:12:50.940 --> 00:12:53.040]   and then fill in the blank.
[00:12:53.040 --> 00:12:54.980]   Now, the first time I did this, I said, I am.
[00:12:54.980 --> 00:12:57.320]   And the first thing that came out was I am a doctor,
[00:12:57.320 --> 00:12:59.240]   which kind of makes me laugh a little bit
[00:12:59.240 --> 00:13:01.760]   'cause I don't really identify that way anymore.
[00:13:01.760 --> 00:13:04.080]   After that, it got more definitional.
[00:13:04.080 --> 00:13:05.800]   I am a father.
[00:13:05.800 --> 00:13:06.840]   I am a son.
[00:13:06.840 --> 00:13:07.680]   I'm a spouse.
[00:13:07.680 --> 00:13:10.380]   All true, but not necessarily unique to me.
[00:13:10.380 --> 00:13:12.200]   But eventually when I asked myself this question
[00:13:12.200 --> 00:13:14.280]   over and over again, I am,
[00:13:14.280 --> 00:13:17.080]   I came up with, I'm a podcaster.
[00:13:17.080 --> 00:13:18.360]   I'm a public speaker.
[00:13:18.360 --> 00:13:19.800]   I'm a writer.
[00:13:19.800 --> 00:13:22.520]   It all coalesced into I'm a communicator.
[00:13:22.520 --> 00:13:27.360]   And I knew that this fit me
[00:13:27.360 --> 00:13:29.360]   better than that identity of being a doctor.
[00:13:29.360 --> 00:13:31.880]   It just felt right.
[00:13:31.880 --> 00:13:34.320]   And so this is a real good chance for you to be aspirational.
[00:13:34.320 --> 00:13:36.120]   When you say I am, it's not who you are today,
[00:13:36.120 --> 00:13:38.320]   but who do you strive to be?
[00:13:38.320 --> 00:13:39.920]   So that's purpose and identity.
[00:13:39.920 --> 00:13:42.040]   The last piece was connections.
[00:13:42.040 --> 00:13:44.240]   And the thing I found is that when you concentrate
[00:13:44.240 --> 00:13:47.400]   on purpose and identity, the connections naturally follow.
[00:13:47.400 --> 00:13:51.160]   So I'd spent all these years trying to become a doctor,
[00:13:51.160 --> 00:13:53.040]   but that identity didn't fit my inside.
[00:13:53.040 --> 00:13:55.320]   It was an identity I was trying to wear on the outside.
[00:13:55.320 --> 00:13:57.740]   And so I'd hang out in doctor places, right?
[00:13:57.740 --> 00:13:59.600]   I'd go to the doctor lounge
[00:13:59.600 --> 00:14:01.940]   or I'd hang out with my doctor friends.
[00:14:01.940 --> 00:14:04.640]   And I never felt quite myself.
[00:14:04.640 --> 00:14:07.560]   But when I recognized this identity of a communicator,
[00:14:07.560 --> 00:14:08.760]   a public speaker, a writer,
[00:14:08.760 --> 00:14:10.880]   and I'd go to conferences like this,
[00:14:10.880 --> 00:14:13.240]   I'd meet bloggers and podcasters
[00:14:13.240 --> 00:14:15.860]   and feel comfortable with them immediately.
[00:14:15.860 --> 00:14:18.260]   As if I knew them better than I knew these doctors
[00:14:18.260 --> 00:14:21.200]   that I had known for decades.
[00:14:21.200 --> 00:14:24.820]   These were my people.
[00:14:24.820 --> 00:14:26.120]   So the first premise of the book
[00:14:26.120 --> 00:14:29.280]   is purpose, identity, and connections come first.
[00:14:29.280 --> 00:14:32.280]   The second premise is then we have to define a path
[00:14:32.280 --> 00:14:33.960]   towards financial independence.
[00:14:33.960 --> 00:14:35.000]   Now we have an idea
[00:14:35.000 --> 00:14:37.000]   of what purpose, identity, and connections are.
[00:14:37.000 --> 00:14:39.560]   We have to build a life around that,
[00:14:39.560 --> 00:14:40.880]   build the financial life.
[00:14:40.880 --> 00:14:42.360]   And if you've heard me talk about this before,
[00:14:42.360 --> 00:14:44.960]   I often talk about the path of three brothers.
[00:14:44.960 --> 00:14:47.020]   This is a parable and it just explains
[00:14:47.020 --> 00:14:48.480]   some of the financial concerns
[00:14:48.480 --> 00:14:51.080]   and the ways we get to financial independence.
[00:14:51.080 --> 00:14:53.140]   The eldest brother,
[00:14:53.140 --> 00:14:55.340]   this is the one who front loads the sacrifice.
[00:14:55.340 --> 00:14:58.340]   If you're familiar with the traditional FIRE movement,
[00:14:58.340 --> 00:15:00.080]   financial independence, retire early.
[00:15:00.080 --> 00:15:01.580]   The idea is you work really hard,
[00:15:01.580 --> 00:15:03.420]   maybe at a job you don't like.
[00:15:03.420 --> 00:15:05.460]   You put purpose, identity, and connections aside
[00:15:05.460 --> 00:15:06.300]   for the short term.
[00:15:06.300 --> 00:15:08.180]   You accumulate tons of money
[00:15:08.180 --> 00:15:09.820]   till you get to some net worth number.
[00:15:09.820 --> 00:15:11.500]   We've all talked about safe withdrawal rates
[00:15:11.500 --> 00:15:14.700]   and the 25 times rule and all this kind of stuff.
[00:15:14.700 --> 00:15:17.520]   And then you retire as fast as you can
[00:15:17.520 --> 00:15:19.500]   and you live the life you wanna live.
[00:15:19.500 --> 00:15:21.400]   You start thinking about purpose then.
[00:15:21.400 --> 00:15:25.240]   That's path one, the eldest brother.
[00:15:25.240 --> 00:15:27.320]   Path two, the middle brother,
[00:15:27.320 --> 00:15:29.460]   is more about passive income and side hustles.
[00:15:29.460 --> 00:15:32.560]   Instead of waiting until you get to this large net worth,
[00:15:32.560 --> 00:15:34.960]   what if you could start some side hustles
[00:15:34.960 --> 00:15:36.920]   or get some passive income
[00:15:36.920 --> 00:15:40.040]   in such a way that you can make enough money every month
[00:15:40.040 --> 00:15:42.160]   to cover your monthly needs?
[00:15:42.160 --> 00:15:43.320]   Might take you a few years.
[00:15:43.320 --> 00:15:44.720]   You might have to invest in real estate
[00:15:44.720 --> 00:15:45.800]   or become an entrepreneur.
[00:15:45.800 --> 00:15:47.320]   You might have to work really hard in the beginning,
[00:15:47.320 --> 00:15:49.400]   but a few years into it,
[00:15:49.400 --> 00:15:51.040]   maybe you can cover your monthly needs
[00:15:51.040 --> 00:15:53.520]   and then you're basically financially independent
[00:15:53.520 --> 00:15:54.800]   and you have all the time in the world
[00:15:54.800 --> 00:15:57.260]   for purpose, identity, and connections.
[00:15:57.260 --> 00:16:00.400]   And last but not least, finally, the third path,
[00:16:00.400 --> 00:16:02.200]   the path of the youngest brother,
[00:16:02.200 --> 00:16:04.800]   was the path of the passion play.
[00:16:04.800 --> 00:16:07.000]   What if you find something that feels deeply purposeful
[00:16:07.000 --> 00:16:09.520]   and exciting to you and you start doing it immediately
[00:16:09.520 --> 00:16:10.760]   and you happen to make enough money
[00:16:10.760 --> 00:16:13.920]   to cover your monthly or yearly needs,
[00:16:13.920 --> 00:16:17.640]   then you're financially independent right away.
[00:16:17.640 --> 00:16:19.640]   So premise one, purpose, identity, and connections.
[00:16:19.640 --> 00:16:22.200]   Premise two, defining your path to financial independence.
[00:16:22.200 --> 00:16:23.600]   And finally, premise three,
[00:16:23.600 --> 00:16:26.160]   asking yourself what scares you most.
[00:16:26.160 --> 00:16:30.160]   Are you more afraid that you are going to die young
[00:16:30.160 --> 00:16:33.160]   and wealthy or old and broke?
[00:16:33.160 --> 00:16:34.840]   And here's why we have to ask this question
[00:16:34.840 --> 00:16:37.240]   because none of us know when we're going to die.
[00:16:37.240 --> 00:16:40.120]   If we knew when we were gonna die,
[00:16:40.120 --> 00:16:42.280]   we could set the marker for 20 years,
[00:16:42.280 --> 00:16:44.200]   six months, and three days,
[00:16:44.200 --> 00:16:46.080]   and make sure we spent our money accordingly
[00:16:46.080 --> 00:16:48.720]   so that we have exactly zero on our death date
[00:16:48.720 --> 00:16:51.600]   or whatever we wanted to pass on to our children.
[00:16:51.600 --> 00:16:53.720]   But of course, we can't do that.
[00:16:53.720 --> 00:16:55.520]   So we have to make our best guesstimate.
[00:16:55.520 --> 00:16:56.640]   So what scares you most?
[00:16:56.640 --> 00:16:59.000]   Are you afraid that you are gonna die young and rich?
[00:16:59.000 --> 00:17:01.180]   If that's the case, maybe save a little bit less
[00:17:01.180 --> 00:17:02.460]   and spend a little more.
[00:17:02.460 --> 00:17:04.320]   Worst comes to worst, you're wrong
[00:17:04.320 --> 00:17:05.600]   and you live a great life
[00:17:05.600 --> 00:17:06.800]   where you're spending and enjoying yourself
[00:17:06.800 --> 00:17:08.520]   and it takes a little longer to get to retirement,
[00:17:08.520 --> 00:17:09.940]   no big deal.
[00:17:09.940 --> 00:17:10.780]   On the other hand,
[00:17:10.780 --> 00:17:14.520]   if you're afraid that you're gonna live long and go broke,
[00:17:14.520 --> 00:17:18.400]   save a lot more and only spend maybe a little bit on YOLO.
[00:17:18.400 --> 00:17:19.520]   You only live once.
[00:17:19.520 --> 00:17:21.200]   It's a continuum.
[00:17:21.200 --> 00:17:24.680]   The point is we can use this question to help us frame
[00:17:24.680 --> 00:17:27.040]   whether we should spend more today
[00:17:27.040 --> 00:17:30.040]   or we should defer gratification for tomorrow.
[00:17:30.040 --> 00:17:32.120]   So these were the premises of the book
