
[00:00:00.000 --> 00:00:00.800]   Hey, everyone.
[00:05:45.640 --> 00:05:47.780]   If you type copy and it just doesn't say anything,
[00:05:47.780 --> 00:05:52.120]   you assume that it didn't work as a new user.
[00:05:52.120 --> 00:06:00.040]   And yeah, so I think what's really interesting about the CLI
[00:06:00.040 --> 00:06:02.160]   is that it's actually a really good--
[00:06:02.160 --> 00:06:05.960]   to your point, it's a really good user interface
[00:06:05.960 --> 00:06:08.920]   where it can be like a conversation, where
[00:06:08.920 --> 00:06:10.840]   it feels like you're-- instead of just you
[00:06:10.840 --> 00:06:12.800]   telling the computer to do this thing
[00:06:12.800 --> 00:06:16.720]   and either silently succeeding or saying, no, you did--
[00:06:16.720 --> 00:06:20.280]   failed, it can guide you in the right direction
[00:06:20.280 --> 00:06:22.680]   and tell you what your intent might be
[00:06:22.680 --> 00:06:25.680]   and that kind of thing in a way that's actually--
[00:06:25.680 --> 00:06:27.280]   it's almost more natural to a CLI
[00:06:27.280 --> 00:06:28.960]   than it is in a graphical user interface
[00:06:28.960 --> 00:06:31.760]   because it feels like this back and forth with the computer,
[00:06:31.760 --> 00:06:36.920]   almost funnily like a language model.
[00:06:36.920 --> 00:06:39.040]   So I think there's some interesting intersection
[00:06:39.040 --> 00:06:41.160]   of CLIs and language models actually
[00:06:41.160 --> 00:06:46.240]   being very closely related and a good fit for each other.
[00:06:46.240 --> 00:06:47.200]   FRANCESC CAMPOY: Yeah.
[00:06:47.200 --> 00:06:49.600]   I would say one of the surprises from last year--
[00:06:49.600 --> 00:06:51.120]   I worked on a coding agent, but I
[00:06:51.120 --> 00:06:53.800]   think the most successful coding agent of my cohort
[00:06:53.800 --> 00:06:56.740]   was Open Interpreter, which was a CLI implementation.
[00:06:56.740 --> 00:06:59.280]   And I have chronically-- even as a CLI person,
[00:06:59.280 --> 00:07:01.320]   I have chronically underestimated the CLI
[00:07:01.320 --> 00:07:05.020]   as a useful interface.
[00:07:05.020 --> 00:07:06.480]   You also developed ArchiveVanity,
[00:07:06.480 --> 00:07:10.120]   which you recently retired after a glorious seven years.
[00:07:10.120 --> 00:07:11.200]   Something like that, yeah.
[00:07:11.200 --> 00:07:16.360]   Something like that, which is nice, I guess, HTML PDFs.
[00:07:16.360 --> 00:07:19.240]   Yeah, that was actually the start
[00:07:19.240 --> 00:07:20.720]   of where Replicate came from.
[00:07:20.720 --> 00:07:22.120]   OK, we can tell that story.
[00:07:22.120 --> 00:07:26.920]   Which-- so when I quit Docker, I got really interested
[00:07:26.920 --> 00:07:32.560]   in science infrastructure, just as a problem area,
[00:07:32.560 --> 00:07:36.080]   because it is--
[00:07:36.080 --> 00:07:38.760]   science has created so much progress in the world.
[00:07:38.760 --> 00:07:42.680]   The fact that we can talk to each other on a podcast,
[00:07:42.680 --> 00:07:44.760]   and we use computers, and the fact that we're alive
[00:07:44.760 --> 00:07:46.800]   is probably thanks to medical research.
[00:07:46.800 --> 00:07:49.800]   But science is just completely archaic and broken.
[00:07:49.800 --> 00:07:51.560]   And it's like 19th century processes
[00:07:51.560 --> 00:07:55.080]   that just happen to be copied to the internet
[00:07:55.080 --> 00:07:57.740]   rather than taken into account that we can transfer information
[00:07:57.740 --> 00:07:59.740]   at the speed of light now.
[00:07:59.740 --> 00:08:01.240]   And the whole way science is funded
[00:08:01.240 --> 00:08:04.040]   and all this kind of thing is all very broken.
[00:08:04.040 --> 00:08:06.840]   There's just so much potential for making science work better.
[00:08:06.840 --> 00:08:08.560]   And I realized that I wasn't a scientist,
[00:08:08.560 --> 00:08:11.000]   and I didn't really have any time to go and get a PhD
[00:08:11.000 --> 00:08:12.520]   and become a researcher.
[00:08:12.520 --> 00:08:15.400]   But I'm a tool builder, and I could make existing scientists
[00:08:15.400 --> 00:08:16.240]   better at their job.
[00:08:16.240 --> 00:08:19.040]   And if I could make a bunch of scientists a little bit better
[00:08:19.040 --> 00:08:21.240]   at their job, maybe that's the kind of equivalent
[00:08:21.240 --> 00:08:23.600]   of being a researcher.
[00:08:23.600 --> 00:08:27.040]   So one particular thing I dialed in on
[00:08:27.040 --> 00:08:28.960]   is just how science is disseminated,
[00:08:28.960 --> 00:08:37.600]   in that it's all of these PDFs, quite often behind paywalls
[00:08:37.600 --> 00:08:39.400]   on the internet.
[00:08:39.400 --> 00:08:41.400]   And that's a whole thing, because it's
[00:08:41.400 --> 00:08:44.320]   funded by national grants, government grants,
[00:08:44.320 --> 00:08:46.120]   and then they're put behind paywalls.
[00:08:46.120 --> 00:08:47.080]   Yeah, exactly.
[00:08:47.080 --> 00:08:48.040]   That's like a whole--
[00:08:48.040 --> 00:08:49.660]   yeah, I could talk for hours about that.
[00:08:49.660 --> 00:08:54.080]   But the particular thing we got dialed in on was--
[00:08:54.080 --> 00:08:55.680]   or I got kind of--
[00:08:55.680 --> 00:08:58.600]   but interestingly, these PDFs are also--
[00:08:58.600 --> 00:09:00.800]   there's a bunch of open science that happens as well.
[00:09:00.800 --> 00:09:03.680]   So math, physics, computer science, machine learning,
[00:09:03.680 --> 00:09:09.480]   notably, is all published on the Archive, which is actually
[00:09:09.480 --> 00:09:10.960]   a surprisingly old institution.
[00:09:10.960 --> 00:09:12.520]   Some random Cornell science project.
[00:09:12.520 --> 00:09:13.940]   Yeah, it was just like somebody in Cornell who started
[00:09:13.940 --> 00:09:15.720]   a mailing list in the '80s.
[00:09:15.720 --> 00:09:17.940]   And then when the web was invented,
[00:09:17.940 --> 00:09:19.440]   they built a web interface around it.
[00:09:19.440 --> 00:09:22.000]   Like, it's super old.
[00:09:22.000 --> 00:09:24.480]   And it's kind of like a user group thing, right?
[00:09:24.480 --> 00:09:26.320]   That's why all these numbers and stuff.
[00:09:26.320 --> 00:09:27.080]   Yeah, exactly.
[00:09:27.080 --> 00:09:31.040]   Like, it's a bit like Usenet or something.
[00:09:31.040 --> 00:09:34.520]   And that's where basically all of math, physics,
[00:09:34.520 --> 00:09:36.600]   and computer science happens.
[00:09:36.600 --> 00:09:39.200]   But it's still PDFs published to this thing, which
[00:09:39.200 --> 00:09:42.200]   is just so infuriating.
[00:09:42.200 --> 00:09:50.280]   So the web was invented at CERN, a physics institution,
[00:09:50.280 --> 00:09:52.040]   to share academic writing.
[00:09:52.040 --> 00:09:54.240]   Like, there are figure tags.
[00:09:54.240 --> 00:09:55.920]   There are author tags.
[00:09:55.920 --> 00:09:56.920]   There are heading tags.
[00:09:56.920 --> 00:09:57.920]   There are site tags.
[00:09:57.920 --> 00:10:00.100]   Hyperlinks are effectively citations,
[00:10:00.100 --> 00:10:02.280]   because you want to link to another academic paper.
[00:10:02.280 --> 00:10:04.320]   But instead, you have to copy and paste these things
[00:10:04.320 --> 00:10:05.600]   and try and get around paywalls.
[00:10:05.600 --> 00:10:07.920]   Like, it's absurd.
[00:10:07.920 --> 00:10:10.040]   And now we have social media and things,
[00:10:10.040 --> 00:10:13.840]   but still academic papers as PDFs.
[00:10:13.840 --> 00:10:14.800]   It's just like, why?
[00:10:14.800 --> 00:10:17.720]   This is not what the web was for.
[00:10:17.720 --> 00:10:19.600]   So anyway, I got really frustrated with that.
[00:10:19.600 --> 00:10:22.080]   And I went on vacation with my old friend Andreas.
[00:10:22.080 --> 00:10:23.840]   So we used to work together in London
[00:10:23.840 --> 00:10:26.600]   on a startup at somebody else's startup.
[00:10:26.600 --> 00:10:29.800]   And we were just on vacation in Greece for fun.
[00:10:29.800 --> 00:10:32.280]   And he was trying to read a machine learning
[00:10:32.280 --> 00:10:33.520]   paper on his phone.
[00:10:33.520 --> 00:10:37.400]   We had to zoom in and scroll line by line on the PDF.
[00:10:37.400 --> 00:10:39.720]   And he was like, this is fucking stupid.
[00:10:39.720 --> 00:10:40.760]   And I was like, I know.
[00:10:40.760 --> 00:10:41.480]   This is something.
[00:10:41.480 --> 00:10:44.880]   We discovered our mutual hatred for this.
[00:10:44.880 --> 00:10:48.080]   And we spent our vacation sitting by the pool,
[00:10:48.080 --> 00:10:53.160]   making LaTeX to HTML converters and making the first version
[00:10:53.160 --> 00:10:55.240]   of Archive Vanity.
[00:10:55.240 --> 00:10:56.920]   Anyway, that was then a whole thing.
[00:10:56.920 --> 00:10:59.920]   And the story-- we shut it down recently
[00:10:59.920 --> 00:11:03.520]   because they caught the eye of Archive, who were like,
[00:11:03.520 --> 00:11:04.320]   oh, this is great.
[00:11:04.320 --> 00:11:06.200]   We just haven't had the time to work on this.
[00:11:06.200 --> 00:11:09.400]   And what's tragic about the Archive is it is like this
[00:11:09.400 --> 00:11:10.320]   department of--
[00:11:10.320 --> 00:11:12.920]   it's like this project of Cornell that's like,
[00:11:12.920 --> 00:11:15.320]   they can barely scrounge together enough money to survive.
[00:11:15.320 --> 00:11:16.860]   I think it might be better funded now
[00:11:16.860 --> 00:11:19.480]   than when we were collaborating with them.
[00:11:19.480 --> 00:11:21.760]   And compared to these scientific journals,
[00:11:21.760 --> 00:11:23.480]   this is actually where the work happens.
[00:11:23.480 --> 00:11:25.240]   But they just have a fraction of the money
[00:11:25.240 --> 00:11:27.440]   that these big scientific journals have,
[00:11:27.440 --> 00:11:29.240]   which is just so tragic.
[00:11:29.240 --> 00:11:31.240]   But anyway, they were like, yeah, this is great.
[00:11:31.240 --> 00:11:32.560]   We can't afford to do it.
[00:11:32.560 --> 00:11:34.060]   But do you want to, as a volunteer,
[00:11:34.060 --> 00:11:36.600]   integrate Archive Vanity into Archive?
[00:11:36.600 --> 00:11:37.720]   Oh, you did the work.
[00:11:37.720 --> 00:11:38.680]   We didn't do the work.
[00:11:38.680 --> 00:11:39.600]   We started doing the work.
[00:11:39.600 --> 00:11:40.200]   We did some.
[00:11:40.200 --> 00:11:42.280]   I think we worked on this for a few months
[00:11:42.280 --> 00:11:44.760]   to actually get it integrated into Archive.
[00:11:44.760 --> 00:11:48.980]   And then we got distracted by Replicate.
[00:11:48.980 --> 00:11:52.420]   So a guy called Dayan picked up the work
[00:11:52.420 --> 00:11:54.380]   and made it happen, like somebody
[00:11:54.380 --> 00:11:56.820]   who works on one of the libraries that
[00:11:56.820 --> 00:11:58.340]   powers Archive Vanity.
[00:11:58.340 --> 00:12:02.100]   OK, and relationship with Archive Sanity?
[00:12:02.100 --> 00:12:02.900]   None.
[00:12:02.900 --> 00:12:03.980]   Did you predate them?
[00:12:03.980 --> 00:12:05.540]   I actually don't know the lineage.
[00:12:05.540 --> 00:12:08.300]   We were after-- we both were both users of Archive Sanity,
[00:12:08.300 --> 00:12:09.740]   which is like a sort of Archive--
[00:12:09.740 --> 00:12:10.540]   Which is Andre's--
[00:12:10.540 --> 00:12:11.700]   [INTERPOSING VOICES]
[00:12:11.700 --> 00:12:13.100]   --like Rexis on top of Archive.
[00:12:13.100 --> 00:12:13.780]   Yeah, yeah.
[00:12:13.780 --> 00:12:15.240]   And we were both users of that.
[00:12:15.240 --> 00:12:16.240]   And I think we were trying to come up
[00:12:16.240 --> 00:12:17.680]   with a working name for Archive.
[00:12:17.680 --> 00:12:19.900]   And Andreas just like cracked a joke of like,
[00:12:19.900 --> 00:12:21.280]   oh, let's call it Archive Vanity.
[00:12:21.280 --> 00:12:22.840]   Let's make the papers look nice.
[00:12:22.840 --> 00:12:23.360]   Yeah, yeah.
[00:12:23.360 --> 00:12:24.200]   And that was the working name.
[00:12:24.200 --> 00:12:25.240]   And it just stuck.
[00:12:25.240 --> 00:12:25.800]   Got it.
[00:12:25.800 --> 00:12:27.040]   Got it.
[00:12:27.040 --> 00:12:28.000]   Yeah.
[00:12:28.000 --> 00:12:29.440]   And then from there, tell us more
[00:12:29.440 --> 00:12:31.480]   about why you got distracted, right?
[00:12:31.480 --> 00:12:34.240]   So Replicate maybe feels like an overnight success
[00:12:34.240 --> 00:12:35.740]   to a lot of people.
[00:12:35.740 --> 00:12:38.480]   But you've been building this since 2019.
[00:12:38.480 --> 00:12:39.000]   Yeah.
[00:12:39.000 --> 00:12:40.800]   So what prompted the start?
[00:12:40.800 --> 00:12:42.680]   And we've been collaborating for even longer.
[00:12:42.680 --> 00:12:45.840]   We created Archive Vanity in 2017.
[00:12:45.840 --> 00:12:48.180]   So in some sense, we've been doing this almost like six,
[00:12:48.180 --> 00:12:49.320]   seven years now.
[00:12:49.320 --> 00:12:50.760]   A classic seven-year--
[00:12:50.760 --> 00:12:51.600]   Overnight success.
[00:12:51.600 --> 00:12:52.100]   Yeah.
[00:12:52.100 --> 00:12:53.640]   [LAUGHTER]
[00:12:53.640 --> 00:12:55.900]   Yes, we did Archive Vanity, and then worked
[00:12:55.900 --> 00:12:57.360]   on a bunch of surrounding projects.
[00:12:57.360 --> 00:12:59.440]   I was still really interested in science publishing
[00:12:59.440 --> 00:13:01.520]   at that point.
[00:13:01.520 --> 00:13:02.800]   And I'm trying to remember--
[00:13:02.800 --> 00:13:04.960]   because I tell a lot of the condensed story to people,
[00:13:04.960 --> 00:13:06.720]   because I can't really tell a seven-year history.
[00:13:06.720 --> 00:13:08.360]   So I'm trying to figure out the right--
[00:13:08.360 --> 00:13:09.640]   Oh, we got room for you.
[00:13:09.640 --> 00:13:10.760]   --the right length to--
[00:13:10.760 --> 00:13:13.240]   We want to nail the definitive Replicate story here.
[00:13:13.240 --> 00:13:15.480]   One thing that's really interesting about these machine
[00:13:15.480 --> 00:13:19.240]   learning papers is that these machine learning papers
[00:13:19.240 --> 00:13:21.080]   are published on the archive.
[00:13:21.080 --> 00:13:23.520]   And a lot of them are actual fundamental research,
[00:13:23.520 --> 00:13:27.280]   so should be prose describing a theory.
[00:13:27.280 --> 00:13:31.440]   But a lot of them are just running pieces of software
[00:13:31.440 --> 00:13:32.880]   that a machine learning researcher
[00:13:32.880 --> 00:13:34.240]   made that did something.
[00:13:34.240 --> 00:13:38.940]   It was like an image classification
[00:13:38.940 --> 00:13:40.040]   model or something.
[00:13:40.040 --> 00:13:42.380]   And they managed to make an image classification
[00:13:42.380 --> 00:13:46.360]   model that was better than the existing state of the art.
[00:13:46.360 --> 00:13:48.520]   And they've made an actual running piece of software
[00:13:48.520 --> 00:13:50.960]   that does image segmentation.
[00:13:50.960 --> 00:13:52.920]   And then what they had to do is they then
[00:13:52.920 --> 00:13:55.040]   had to take that piece of software
[00:13:55.040 --> 00:13:58.640]   and write it up as prose and math in a PDF.
[00:13:58.640 --> 00:14:04.960]   And what's frustrating about that is if you want to--
[00:14:04.960 --> 00:14:06.640]   so this was Andreas.
[00:14:06.640 --> 00:14:09.480]   Andreas was a machine learning engineer at Spotify.
[00:14:09.480 --> 00:14:11.780]   And some of his job was--
[00:14:11.780 --> 00:14:13.120]   he did pure research as well.
[00:14:13.120 --> 00:14:15.480]   He did a PhD, and he was doing a lot of stuff internally.
[00:14:15.480 --> 00:14:17.720]   But part of his job was also being an engineer
[00:14:17.720 --> 00:14:20.340]   and taking some of these existing things
[00:14:20.340 --> 00:14:22.120]   that people have made and published
[00:14:22.120 --> 00:14:25.760]   and trying to apply them to actual problems at Spotify.
[00:14:25.760 --> 00:14:26.920]   And he was like--
[00:14:26.920 --> 00:14:30.680]   you get given a paper, which describes
[00:14:30.680 --> 00:14:31.960]   roughly how the model works.
[00:14:31.960 --> 00:14:34.360]   It's probably listing lots of crucial information.
[00:14:34.360 --> 00:14:36.060]   There's sometimes code on GitHub.
[00:14:36.060 --> 00:14:37.640]   More and more, there's code on GitHub.
[00:14:37.640 --> 00:14:40.880]   Back then, it was kind of relatively rare.
[00:14:40.880 --> 00:14:42.880]   But it was quite often just scrappy research code
[00:14:42.880 --> 00:14:44.960]   and didn't actually run.
[00:14:44.960 --> 00:14:47.520]   And there was maybe the weights that were on Google Drive,
[00:14:47.520 --> 00:14:50.240]   but they accidentally deleted the weights off Google Drive.
[00:14:50.240 --> 00:14:52.560]   And it was really hard to take this stuff
[00:14:52.560 --> 00:14:54.760]   and actually use it for real things.
[00:14:54.760 --> 00:14:57.520]   And we just started talking together
[00:14:57.520 --> 00:15:00.200]   about his problems at Spotify.
[00:15:00.200 --> 00:15:03.640]   And I connected this back to my work at Docker as well.
[00:15:03.640 --> 00:15:07.560]   I was like, oh, this is what we created containers for.
[00:15:07.560 --> 00:15:09.040]   We solved this problem for normal software
[00:15:09.040 --> 00:15:10.740]   by putting the thing inside a container
[00:15:10.740 --> 00:15:13.000]   so you could ship it around and it kept on running.
[00:15:13.000 --> 00:15:16.880]   So we were sort of hypothesizing about,
[00:15:16.880 --> 00:15:18.440]   hmm, what if we put machine learning
[00:15:18.440 --> 00:15:21.280]   models inside containers so that they could actually
[00:15:21.280 --> 00:15:23.080]   be shipped around and they could be defined
[00:15:23.080 --> 00:15:25.720]   in some production-ready formats?
[00:15:25.720 --> 00:15:29.040]   And other researchers could run them to generate baselines.
[00:15:29.040 --> 00:15:31.200]   And people who wanted to actually apply them
[00:15:31.200 --> 00:15:33.800]   to real problems in the world could just pick up the container
[00:15:33.800 --> 00:15:36.800]   and run it.
[00:15:36.800 --> 00:15:40.980]   And we then thought, this is where it gets--
[00:15:40.980 --> 00:15:42.520]   normally, in this part of the story,
[00:15:42.520 --> 00:15:44.140]   I skip forward to be like, and then we
[00:15:44.140 --> 00:15:47.060]   created Cog, this container stuff for machine learning
[00:15:47.060 --> 00:15:47.560]   models.
[00:15:47.560 --> 00:15:48.920]   And we created Replicate, the place
[00:15:48.920 --> 00:15:50.480]   for people to publish these machine learning models.
[00:15:50.480 --> 00:15:53.640]   But there's actually like two or three years between that.
[00:15:53.640 --> 00:15:55.640]   The thing we then got dialed into
[00:15:55.640 --> 00:15:58.840]   was Andreas was like, what if there was a CI
[00:15:58.840 --> 00:16:00.200]   system for machine learning?
[00:16:00.200 --> 00:16:01.660]   Because one of the things he really
[00:16:01.660 --> 00:16:05.000]   struggled with as a researcher is generating baselines.
[00:16:05.000 --> 00:16:06.680]   So when he's writing a paper, he needs
[00:16:06.680 --> 00:16:10.960]   to get five other models that are existing in work
[00:16:10.960 --> 00:16:12.460]   and get them running--
[00:16:12.460 --> 00:16:13.920]   FRANCESC CAMPOY: On the same evals.
[00:16:13.920 --> 00:16:15.400]   MARK MANDEL: Exactly, on the same evals
[00:16:15.400 --> 00:16:16.540]   so you can compare apples to apples,
[00:16:16.540 --> 00:16:18.540]   because you can't trust the numbers in the paper.
[00:16:18.540 --> 00:16:19.040]   So--
[00:16:19.040 --> 00:16:20.540]   FRANCESC CAMPOY: Or you can be Google
[00:16:20.540 --> 00:16:21.800]   and just publish them anyway.
[00:16:21.800 --> 00:16:24.560]   [LAUGHTER]
[00:16:24.560 --> 00:16:28.340]   MARK MANDEL: So he was like, what if you could--
[00:16:28.340 --> 00:16:30.180]   I think this was coming from the thinking of,
[00:16:30.180 --> 00:16:31.840]   there should be containers for machine learning,
[00:16:31.840 --> 00:16:33.520]   but why are people going to use that?
[00:16:33.520 --> 00:16:36.200]   OK, maybe we can create a supply of containers
[00:16:36.200 --> 00:16:39.080]   by creating this useful tool for researchers.
[00:16:39.080 --> 00:16:41.960]   And the useful tool was like, let's get researchers
[00:16:41.960 --> 00:16:43.580]   to package up their models and push them
[00:16:43.580 --> 00:16:46.560]   to the central place where we run a standard set of benchmarks
[00:16:46.560 --> 00:16:51.200]   across the models so that you can trust those results
[00:16:51.200 --> 00:16:53.200]   and you can compare these models apples to apples.
