
[00:00:00.040 --> 00:00:07.020]  oncé just over
[00:08:10.360 --> 00:08:10.360]   I was an honors student receiving top marks at that world-renowned engineering and technical mecca,
[00:08:10.380 --> 00:08:40.380]   I looked around me at those on the same treadmill.
[00:08:40.380 --> 00:08:40.380]   I looked around me at those on the same treadmill.
[00:08:40.380 --> 00:08:40.380]   My classmates were anything but happy.
[00:08:40.380 --> 00:08:40.380]   I saw only aggressive materialist kids with very limited philosophies.
[00:08:40.380 --> 00:08:40.380]   They wanted success, but their role models were anything but successful.
[00:08:40.380 --> 00:08:40.380]   Somehow the prospect of a cushy job and a niche in the corporate world was fading in its appeal.
[00:08:40.380 --> 00:08:40.380]   The thought of laboring alone for endless hours over long equations, formulae, and complex computer programs was depressing.
[00:08:40.380 --> 00:08:40.380]   Perhaps I'd drift into defense work, which is the most important thing in the world.
[00:08:40.380 --> 00:08:40.380]   The thought of laboring alone for endless hours over long equations, formulae, and complex computer programs was depressing.
[00:08:40.380 --> 00:08:40.380]   Perhaps I'd drift into defense work, which is the most important thing in the world.
[00:08:40.380 --> 00:08:40.380]   Perhaps I'd drift into defense work, which is the most important thing in the world.
[00:08:40.380 --> 00:09:10.400]  ,
[00:09:10.400 --> 00:09:10.400]   I was a little bit more into the business world.
[00:09:10.400 --> 00:09:10.400]   I was a little bit more into the business world.
[00:09:10.400 --> 00:09:10.400]   I was a little bit more into the business world.
[00:09:10.400 --> 00:09:10.400]   I was a little bit more into the business world.
[00:09:10.400 --> 00:09:10.400]   I was a little bit more into the business world.
[00:09:10.400 --> 00:09:10.400]   I was a little bit more into the business world.
[00:09:10.420 --> 00:09:40.420]   I was a little bit more into the business world.
[00:09:40.420 --> 00:09:40.420]   I was a little bit more into the business world.
[00:09:40.420 --> 00:09:40.420]   I was a little bit more into the business world.
[00:09:40.420 --> 00:09:40.420]   I was a little bit more into the business world.
[00:09:40.420 --> 00:09:40.420]   I was a little bit more into the business world.
[00:09:40.420 --> 00:09:40.420]   I was a little bit more into the business world.
[00:09:40.420 --> 00:09:40.420]   I was a little bit more into the business world.
[00:09:40.420 --> 00:09:40.420]   I was a little bit more into the business world.
[00:09:40.420 --> 00:09:40.420]   I was a little bit more into the business world.
[00:09:40.420 --> 00:09:40.420]   I was a little bit more into the business world.
[00:09:40.420 --> 00:09:40.420]   I was a little bit more into the business world.
[00:09:40.420 --> 00:09:40.420]   I was a little bit more into the business world.
[00:09:40.420 --> 00:09:40.420]   I was a little bit more into the business world.
[00:09:40.420 --> 00:09:40.420]   I was a little bit more into the business world.
[00:09:40.420 --> 00:09:40.420]   I was a little bit more into the business world.
[00:09:40.460 --> 00:10:10.440]   I was a little bit more into the business world.
[00:10:10.440 --> 00:10:10.440]   I was a little bit more into the business world.
[00:10:10.440 --> 00:10:10.440]   I was a little bit more into the business world.
[00:10:10.440 --> 00:10:10.440]   I was a little bit more into the business world.
[00:10:10.440 --> 00:10:10.440]   I was a little bit more into the business world.
[00:10:10.440 --> 00:10:10.440]   I was a little bit more into the business world.
[00:10:10.440 --> 00:10:10.440]   I was a little bit more into the business world.
[00:10:10.440 --> 00:10:10.440]   I was a little bit more into the business world.
[00:10:10.440 --> 00:10:10.440]   I was a little bit more into the business world.
[00:10:10.440 --> 00:10:10.440]   I was a little bit more into the business world.
[00:10:10.440 --> 00:10:10.440]   I was a little bit more into the business world.
[00:10:10.440 --> 00:10:10.440]   I was a little bit more into the business world.
[00:10:10.460 --> 00:10:40.460]   I was a little bit more into the business world.
[00:10:40.460 --> 00:10:40.460]   I was a little bit more into the business world.
[00:10:40.460 --> 00:10:40.460]   I was a little bit more into the business world.
[00:10:40.460 --> 00:10:40.460]   I was a little bit more into the business world.
[00:10:40.460 --> 00:10:40.460]   I was a little bit more into the business world.
[00:10:40.460 --> 00:10:40.460]   I was a little bit more into the business world.
[00:10:40.460 --> 00:10:40.460]   I was a little bit more into the business world.
[00:10:40.460 --> 00:10:40.460]   I was a little bit more into the business world.
[00:10:40.460 --> 00:10:40.460]   I was a little bit more into the business world.
[00:10:40.460 --> 00:10:40.460]   I was a little bit more into the business world.
[00:10:40.460 --> 00:10:40.460]   I was a little bit more into the business world.
[00:10:40.460 --> 00:10:40.460]   I was a little bit more into the business world.
[00:10:40.460 --> 00:10:40.460]   I was a little bit more into the business world.
[00:10:40.460 --> 00:10:40.460]   I was a little bit more into the business world.
[00:10:40.460 --> 00:10:40.460]   I was a little bit more into the business world.
[00:10:40.460 --> 00:10:40.460]   I was a little bit more into the business world.
[00:10:40.460 --> 00:11:10.480]   I was a little bit more into the business world.
[00:11:10.480 --> 00:11:10.480]   I was a little bit more into the business world.
[00:11:10.480 --> 00:11:10.480]   I was a little bit more into the business world.
[00:11:10.480 --> 00:11:10.480]   I was a little bit more into the business world.
[00:11:10.480 --> 00:11:10.480]   I was a little bit more into the business world.
[00:11:10.480 --> 00:11:10.480]   I was a little bit more into the business world.
[00:11:10.480 --> 00:11:10.480]   I was a little bit more into the business world.
[00:11:10.480 --> 00:11:10.480]   I was a little bit more into the business world.
[00:11:10.480 --> 00:11:10.480]   I was a little bit more into the business world.
[00:11:10.500 --> 00:11:40.500]   I was a little bit more into the business world.
[00:11:40.500 --> 00:11:40.500]   I was a little bit more into the business world.
[00:11:40.500 --> 00:11:40.500]   I was a little bit more into the business world.
[00:11:40.500 --> 00:11:40.500]   I was a little bit more into the business world.
[00:11:40.500 --> 00:11:40.500]   I was a little bit more into the business world.
[00:11:40.500 --> 00:11:40.500]   I was a little bit more into the business world.
[00:11:40.500 --> 00:11:40.500]   I was a little bit more into the business world.
[00:11:40.500 --> 00:11:40.500]   I was a little bit more into the business world.
[00:11:40.500 --> 00:11:40.500]   I was a little bit more into the business world.
[00:11:40.500 --> 00:11:40.500]   I was a little bit more into the business world.
[00:11:40.500 --> 00:11:40.500]   I was a little bit more into the business world.
[00:11:40.500 --> 00:11:40.500]   I was a little bit more into the business world.
[00:11:40.500 --> 00:11:40.500]   I was a little bit more into the business world.
[00:11:40.500 --> 00:11:40.500]   I was a little bit more into the business world.
[00:11:40.500 --> 00:11:40.500]   I was a little bit more into the business world.
[00:11:40.500 --> 00:11:40.500]   I was a little bit more into the business world.
[00:11:40.500 --> 00:12:10.520]   I was a little bit more into the business world.
[00:12:10.520 --> 00:12:10.520]   I was a little bit more into the business world.
[00:12:10.520 --> 00:12:10.520]   I was a little bit more into the business world.
[00:12:10.520 --> 00:12:10.520]   I was a little bit more into the business world.
[00:12:10.520 --> 00:12:10.520]   I was a little bit more into the business world.
[00:12:10.520 --> 00:12:10.520]   I was a little bit more into the business world.
[00:12:10.540 --> 00:12:40.540]   I was a little bit more into the business world.
[00:12:40.540 --> 00:12:40.540]   I was a little bit more into the business world.
[00:12:40.540 --> 00:12:40.540]   I was a little bit more into the business world.
[00:12:40.540 --> 00:12:40.540]   I was a little bit more into the business world.
[00:12:40.540 --> 00:12:40.540]   I was a little bit more into the business world.
[00:12:40.540 --> 00:12:40.540]   I was a little bit more into the business world.
[00:12:40.540 --> 00:12:40.540]   I was a little bit more into the business world.
[00:12:40.540 --> 00:12:40.540]   I was a little bit more into the business world.
[00:12:40.540 --> 00:12:40.540]   I was a little bit more into the business world.
[00:12:40.540 --> 00:12:40.540]   I was a little bit more into the business world.
[00:12:40.540 --> 00:12:40.540]   I was a little bit more into the business world.
[00:12:40.540 --> 00:12:40.540]   I was a little bit more into the business world.
[00:12:40.540 --> 00:12:40.540]   I was a little bit more into the business world.
[00:12:40.540 --> 00:12:40.540]   I was a little bit more into the business world.
[00:12:40.540 --> 00:12:40.540]   I was a little bit more into the business world.
[00:12:40.540 --> 00:12:40.540]   I was a little bit more into the business world.
[00:12:40.540 --> 00:13:10.560]   I was a little bit more into the business world.
[00:13:10.560 --> 00:13:10.560]   I was a little bit more into the business world.
[00:13:10.560 --> 00:13:10.560]   I was a little bit more into the business world.
[00:13:10.560 --> 00:13:10.560]   I was a little bit more into the business world.
[00:13:10.560 --> 00:13:10.560]   I was a little bit more into the business world.
[00:13:10.560 --> 00:13:10.560]   I was a little bit more into the business world.
[00:13:10.560 --> 00:13:10.560]   I was a little bit more into the business world.
[00:13:10.560 --> 00:13:10.560]   I was a little bit more into the business world.
[00:13:10.580 --> 00:13:40.580]   The psychology of a business is that if you don't believe in the business world,
[00:13:40.580 --> 00:13:40.580]   The psychology of a business is that if you don't believe in the business world,
[00:13:40.580 --> 00:13:40.580]   The psychology of a business is that if you don't believe in the business world,
[00:13:40.580 --> 00:13:40.580]   The psychology of a business is that if you don't believe in the business world,
[00:13:40.580 --> 00:13:40.580]   The psychology of a business is that if you don't believe in the business world,
[00:13:40.580 --> 00:13:40.580]   The psychology of a business is that if you don't believe in the business world,
[00:13:40.580 --> 00:13:40.580]   The psychology of a business is that if you don't believe in the business world,
[00:13:40.580 --> 00:13:40.580]   The psychology of a business is that if you don't believe in the business world,
[00:13:40.580 --> 00:13:40.580]   The psychology of a business is that if you don't believe in the business world,
[00:13:40.580 --> 00:13:40.580]   The psychology of a business is that if you don't believe in the business world,
[00:13:40.580 --> 00:13:40.580]   The psychology of a business is that if you don't believe in the business world,
[00:13:40.580 --> 00:13:40.580]  ,
[00:13:40.600 --> 00:14:10.600]   The psychology of a business is that if you don't believe in the business world,
[00:14:10.600 --> 00:14:10.600]   The psychology of a business is that if you don't believe in the business world,
[00:14:10.600 --> 00:14:10.600]   The psychology of a business is that if you don't believe in the business world,
[00:14:10.600 --> 00:14:10.600]   The psychology of a business is that if you don't believe in the business world,
[00:14:10.600 --> 00:14:10.600]   The psychology of a business is that if you don't believe in the business world,
[00:14:10.600 --> 00:14:10.600]   The psychology of a business is that if you don't believe in the business world,
[00:14:10.600 --> 00:14:10.600]   The psychology of a business is that if you don't believe in the business world,
[00:14:10.600 --> 00:14:10.600]   The psychology of a business world,
[00:14:10.600 --> 00:14:10.600]   The psychology of a business world is that if you don't believe in the business world,
[00:14:10.600 --> 00:14:10.600]   The psychology of a business world is that if you don't believe in the business world,
[00:14:10.620 --> 00:14:40.620]   The psychology of a business world is that if you don't believe in the business world,
[00:14:40.620 --> 00:14:40.620]   The psychology of a business world is that if you don't believe in the business world,
[00:14:40.620 --> 00:14:40.620]   The psychology of a business world is that if you don't believe in the business world,
[00:14:40.620 --> 00:14:40.620]   The psychology of a business world is that if you don't believe in the business world,
[00:14:40.620 --> 00:14:40.620]   The psychology of a business world is that if you don't believe in the business world,
[00:14:40.620 --> 00:14:40.620]   The psychology of a business world is that if you don't believe in the business world,
[00:14:40.620 --> 00:14:40.620]   The psychology of a business world is that if you don't believe in the business world,
[00:14:40.620 --> 00:14:40.620]   The psychology of a business world is that if you don't believe in the business world,
[00:14:40.620 --> 00:14:40.620]   The psychology of a business world is that if you don't believe in the business world,
[00:14:40.620 --> 00:14:40.620]   The psychology of a business world is that if you don't believe in the business world,
[00:14:40.640 --> 00:15:10.640]   The psychology of a business world is that if you don't believe in the business world,
[00:15:10.640 --> 00:15:10.640]   The psychology of a business world is that if you don't believe in the business world,
[00:15:10.640 --> 00:15:10.640]   The psychology of a business world is that if you don't believe in the business world,
[00:15:10.640 --> 00:15:10.640]   The psychology of a business world is that if you don't believe in the business world,
[00:15:10.640 --> 00:15:10.640]   The psychology of a business world is that if you don't believe in the business world,
[00:15:10.640 --> 00:15:10.640]   The psychology of a business world is that if you don't believe in the business world,
[00:15:10.640 --> 00:15:10.640]   The psychology of a business world is that if you don't believe in the business world,
[00:15:10.640 --> 00:15:10.640]   The psychology of a business world is that if you don't believe in the business world,
[00:15:10.640 --> 00:15:10.640]   The psychology of a business world is that if you don't believe in the business world,
[00:15:10.640 --> 00:15:10.640]   The psychology of a business world is that if you don't believe in the business world,
[00:15:10.680 --> 00:15:40.660]  ,
[00:15:40.660 --> 00:15:40.660]   The psychology of a business world is that if you don't believe in the business world,
[00:15:40.660 --> 00:15:40.660]   The psychology of a business world is that if you don't believe in the business world,
[00:15:40.660 --> 00:15:40.660]   The psychology of a business world is that if you don't believe in the business world,
[00:15:40.660 --> 00:15:40.660]   The psychology of a business world is that if you don't believe in the business world,
[00:15:40.660 --> 00:15:40.660]   The psychology of a business world is that if you don't believe in the business world,
[00:15:40.660 --> 00:15:40.660]   The psychology of a business world is that if you don't believe in the business world,
[00:15:40.660 --> 00:15:40.660]   The psychology of a business world is that if you don't believe in the business world,
[00:15:40.660 --> 00:15:40.660]   The psychology of a business world is that if you don't believe in the business world,
[00:15:40.660 --> 00:15:40.660]   The psychology of a business world is that if you don't believe in the business world,
[00:15:40.680 --> 00:16:10.680]   The psychology of a business world is that if you don't believe in the business world,
[00:16:10.680 --> 00:16:10.680]   The psychology of a business world is that if you don't believe in the business world,
[00:16:10.680 --> 00:16:10.680]   The psychology of a business world is that if you don't believe in the business world,
[00:16:10.680 --> 00:16:10.680]   The psychology of a business world is that if you don't believe in the business world,
[00:16:10.680 --> 00:16:10.680]   The psychology of a business world is that if you don't believe in the business world,
[00:16:10.680 --> 00:16:10.680]   The psychology of a business world is that if you don't believe in the business world,
[00:16:10.680 --> 00:16:10.680]   The psychology of a business world is that if you don't believe in the business world,
[00:16:10.680 --> 00:16:10.680]   The psychology of a business world is that if you don't believe in the business world,
[00:16:10.680 --> 00:16:10.680]   The psychology of a business world is that if you don't believe in the business world,
[00:16:10.680 --> 00:16:10.680]   The psychology of a business world is that if you don't believe in the business world,
[00:16:10.700 --> 00:16:40.700]   The psychology of a business world is that if you don't believe in the business world,
[00:16:40.700 --> 00:16:40.700]   The psychology of a business world is that if you don't believe in the business world,
[00:16:40.700 --> 00:16:40.700]   The psychology of a business world is that if you don't believe in the business world,
[00:16:40.700 --> 00:16:40.700]   The psychology of a business world is that if you don't believe in the business world,
[00:16:40.700 --> 00:16:40.700]   The psychology of a business world is that if you don't believe in the business world,
[00:16:40.700 --> 00:16:40.700]   The psychology of a business world is that if you don't believe in the business world,
[00:16:40.700 --> 00:16:40.700]   The psychology of a business world is that if you don't believe in the business world,
[00:16:40.700 --> 00:16:40.700]   The psychology of a business world is that if you don't believe in the business world,
[00:16:40.700 --> 00:16:40.700]   The psychology of a business world is that if you don't believe in the business world,
[00:16:40.700 --> 00:16:40.700]   The psychology of a business world is that if you don't believe in the business world,
[00:16:40.740 --> 00:17:10.720]   The psychology of a business world is that if you don't believe in the business world,
[00:17:10.720 --> 00:17:10.720]   The psychology of a business world is that if you don't believe in the business world,
[00:17:10.720 --> 00:17:10.720]   The psychology of a business world is that if you don't believe in the business world,
[00:17:10.720 --> 00:17:10.720]   The psychology of a business world is that if you don't believe in the business world,
[00:17:10.720 --> 00:17:10.720]   The psychology of a business world is that if you don't believe in the business world,
[00:17:10.720 --> 00:17:10.720]   The psychology of a business world is that if you don't believe in the business world,
[00:17:10.720 --> 00:17:10.720]   The psychology of a business world is that if you don't believe in the business world,
[00:17:10.720 --> 00:17:10.720]   The psychology of a business world is that if you don't believe in the business world,
[00:17:10.720 --> 00:17:10.720]   The psychology of a business world is that if you don't believe in the business world,
[00:17:10.720 --> 00:17:10.720]   The psychology of a business world is that if you don't believe in the business world,
[00:17:10.720 --> 00:17:10.720]   The psychology of a business world is that if you don't believe in the business world,
[00:17:10.740 --> 00:17:40.740]   The psychology of a business world is that if you don't believe in the business world,
[00:17:40.740 --> 00:17:40.740]   The psychology of a business world is that if you don't believe in the business world,
[00:17:40.740 --> 00:17:40.740]   The psychology of a business world is that if you don't believe in the business world,
[00:17:40.740 --> 00:17:40.740]   The psychology of a business world is that if you don't believe in the business world,
[00:17:40.740 --> 00:17:40.740]   The psychology of a business world is that if you don't believe in the business world,
[00:17:40.740 --> 00:17:40.740]   The psychology of a business world is that if you don't believe in the business world,
[00:17:40.740 --> 00:17:40.740]   The psychology of a business world is that if you don't believe in the business world,
[00:17:40.740 --> 00:17:40.740]   The psychology of a business world is that if you don't believe in the business world,
[00:17:40.740 --> 00:17:40.740]   The psychology of a business world is that if you don't believe in the business world,
[00:17:40.740 --> 00:17:40.740]   The psychology of a business world is that if you don't believe in the business world,
[00:17:40.780 --> 00:18:10.760]  ,
[00:18:10.760 --> 00:18:10.760]   The psychology of a business world is that if you don't believe in the business world,
[00:18:10.760 --> 00:18:10.760]   The psychology of a business world is that if you don't believe in the business world,
[00:18:10.760 --> 00:18:10.760]   The psychology of a business world is that if you don't believe in the business world,
[00:18:10.760 --> 00:18:10.760]   The psychology of a business world is that if you don't believe in the business world,
[00:18:10.760 --> 00:18:10.760]   The psychology of a business world is that if you don't believe in the business world,
[00:18:10.760 --> 00:18:10.760]   The psychology of a business world is that if you don't believe in the business world,
[00:18:10.760 --> 00:18:10.760]   The psychology of a business world is that if you don't believe in the business world,
[00:18:10.760 --> 00:18:10.760]   The psychology of a business world is that if you don't believe in the business world,
[00:18:10.780 --> 00:18:40.780]   The psychology of a business world is that if you don't believe in the business world,
[00:18:40.780 --> 00:18:40.780]   The psychology of a business world is that if you don't believe in the business world,
[00:18:40.780 --> 00:18:40.780]   The psychology of a business world is that if you don't believe in the business world,
[00:18:40.780 --> 00:18:40.780]   The psychology of a business world is that if you don't believe in the business world,
[00:18:40.780 --> 00:18:40.780]   The psychology of a business world is that if you don't believe in the business world,
[00:18:40.780 --> 00:18:40.780]   The psychology of a business world is that if you don't believe in the business world,
[00:18:40.780 --> 00:18:40.780]   The psychology of a business world is that if you don't believe in the business world,
[00:18:40.780 --> 00:18:40.780]   The psychology of a business world is that if you don't believe in the business world,
[00:18:40.780 --> 00:18:40.780]   The psychology of a business world is that if you don't believe in the business world,
[00:18:40.780 --> 00:18:40.780]   The psychology of a business world is that if you don't believe in the business world,
[00:18:40.800 --> 00:19:10.800]   The psychology of a business world is that if you don't believe in the business world,
[00:19:10.800 --> 00:19:10.800]   The psychology of a business world is that if you don't believe in the business world,
[00:19:10.800 --> 00:19:10.800]   The psychology of a business world is that if you don't believe in the business world,
[00:19:10.800 --> 00:19:10.800]   The psychology of a business world is that if you don't believe in the business world,
[00:19:10.800 --> 00:19:10.800]   The psychology of a business world is that if you don't believe in the business world,
[00:19:10.800 --> 00:19:10.800]   The psychology of a business world is that if you don't believe in the business world,
[00:19:10.800 --> 00:19:10.800]   The psychology of a business world is that if you don't believe in the business world,
[00:19:10.800 --> 00:19:10.800]   The psychology of a business world is that if you don't believe in the business world,
[00:19:10.800 --> 00:19:10.800]   The psychology of a business world is that if you don't believe in the business world,
[00:19:10.800 --> 00:19:10.800]   The psychology of a business world is that if you don't believe in the business world,
[00:19:10.840 --> 00:19:40.820]  ,
[00:19:40.820 --> 00:19:40.820]   The psychology of a business world is that if you don't believe in the business world,
[00:19:40.820 --> 00:19:40.820]   The psychology of a business world is that if you don't believe in the business world,
[00:19:40.820 --> 00:19:40.820]   The psychology of a business world is that if you don't believe in the business world,
[00:19:40.820 --> 00:19:40.820]   The psychology of a business world is that if you don't believe in the business world,
[00:19:40.820 --> 00:19:40.820]   The psychology of a business world is that if you don't believe in the business world,
[00:19:40.820 --> 00:19:40.820]   The psychology of a business world is that if you don't believe in the business world,
[00:19:40.820 --> 00:19:40.820]   The psychology of a business world is that if you don't believe in the business world,
[00:19:40.820 --> 00:19:40.820]   The psychology of a business world is that if you don't believe in the business world,
[00:19:40.820 --> 00:19:40.820]   The psychology of a business world is that if you don't believe in the business world,
[00:19:40.820 --> 00:19:40.820]   The psychology of a business world is that if you don't believe in the business world,
[00:19:40.840 --> 00:20:10.840]   The psychology of a business world is that if you don't believe in the business world,
[00:20:10.840 --> 00:20:10.840]   The psychology of a business world is that if you don't believe in the business world,
[00:20:10.840 --> 00:20:10.840]   The psychology of a business world is that if you don't believe in the business world,
[00:20:10.840 --> 00:20:10.840]   The psychology of a business world is that if you don't believe in the business world,
[00:20:10.840 --> 00:20:10.840]   The psychology of a business world is that if you don't believe in the business world,
[00:20:10.840 --> 00:20:10.840]   The psychology of a business world is that if you don't believe in the business world,
[00:20:10.840 --> 00:20:10.840]   The psychology of a business world is that if you don't believe in the business world,
[00:20:10.840 --> 00:20:10.840]   The psychology of a business world is that if you don't believe in the business world,
[00:20:10.840 --> 00:20:10.840]   The psychology of a business world is that if you don't believe in the business world,
[00:20:10.840 --> 00:20:10.840]   The psychology of a business world is that if you don't believe in the business world,
[00:20:10.860 --> 00:20:40.860]   The psychology of a business world is that if you don't believe in the business world is that if you don't believe in the business world,
[00:20:40.860 --> 00:20:40.860]   The psychology of a business world is that if you don't believe in the business world,
[00:20:40.860 --> 00:20:40.860]   The psychology of a business world is that if you don't believe in the business world,
[00:20:40.860 --> 00:20:40.860]   The psychology of a business world is that if you don't believe in the business world,
[00:20:40.860 --> 00:20:40.860]   The psychology of a business world is that if you don't believe in the business world,
[00:20:40.860 --> 00:20:40.860]   The psychology of a business world is that if you don't believe in the business world,
[00:20:40.860 --> 00:20:40.860]   The psychology of a business world is that if you don't believe in the business world,
[00:20:40.860 --> 00:20:40.860]   The psychology of a business world is that if you don't believe in the business world is that if you don't believe in the business world,
[00:20:40.900 --> 00:20:48.060]   buy
[00:20:48.060 --> 00:20:51.720]   related the is
[00:20:51.720 --> 00:21:09.120]   anyhow vibeGI 2, ", ", ", ", i yo別 aka mon positive
[00:21:09.900 --> 00:21:38.040]   had
[00:24:28.000 --> 00:24:38.280]   10
[00:24:38.280 --> 00:24:39.440]   in a отлич make
[00:24:39.440 --> 00:24:56.860]   Twoorie Slim Pr C . . . .. ., I, and, and, and, and, and, and,,,,,,,,,,,,,,,, Beauill macht Mar weigh I'm I's. I's. selber distribute單. I's. I.rage. I.essions. No. de,
[00:24:58.020 --> 00:25:03.960]   quella
[00:25:03.960 --> 00:25:25.860]   " Meaningların editing enemy因about heat feel over зв邊 path it's a suggest the resident's ainstall theав the s ‑‑ the -- -- – -- -- -- -- -- -- -- -- -- -- -- --� - -- Nik--전 gonna town in the have 2 Precis網 велtz care in Hof � conductriminedel to Mighty PROFESSations quarter of�
[00:25:25.860 --> 00:25:27.560]   procedure: He's the-I ah-D, chi-L, and, and,
[00:25:27.740 --> 00:25:34.300]   I'm not talking about going to seminaries or theological colleges.
[00:25:34.300 --> 00:25:42.060]   I'm talking about becoming, like me, a good old-fashioned missionary, with no frills attached, and none of the trappings of modern theology.
[00:25:42.060 --> 00:25:43.060]   What did I do?
[00:25:43.060 --> 00:25:47.160]   I simply walked away from my previous career and began my new job the next day.
[00:25:47.160 --> 00:25:50.600]   I did not possess any particular rare talents or skills.
[00:25:50.600 --> 00:25:56.120]   My first step towards my new career was that I received Jesus Christ into my heart as my personal savior.
