
[00:00:00.000 --> 00:00:05.480]   The Hartford Small Business Insurance knows that running a small business is a big-time commitment.
[00:02:40.680 --> 00:02:47.680]   Maybe that's a part of your plan, but there are some bigger picture deals that you need to pay attention to.
[00:02:47.680 --> 00:02:55.680]   One of those things that I consistently, consistently would talk about is you need to pay attention to marketing, marketing, marketing, marketing.
[00:02:55.680 --> 00:03:00.680]   No matter who you are, no matter what you're doing, you need to pay attention to marketing.
[00:03:00.680 --> 00:03:04.680]   You must constantly be selling yourself and marketing yourself.
[00:03:04.680 --> 00:03:07.680]   That takes different forms. That takes different expressions.
[00:03:07.680 --> 00:03:12.680]   So at some point, you might be marketing yourself to a prospective employer.
[00:03:12.680 --> 00:03:15.680]   So then we get into the whole, "How do I get a job?" process.
[00:03:15.680 --> 00:03:19.680]   How do I create a resume? Is a resume even what matters?
[00:03:19.680 --> 00:03:21.680]   It's all about your marketing.
[00:03:21.680 --> 00:03:24.680]   You get into a business and running your own business.
[00:03:24.680 --> 00:03:26.680]   Well, it's all about marketing.
[00:03:26.680 --> 00:03:29.680]   Everything is going to have some component of marketing.
[00:03:29.680 --> 00:03:42.680]   If you are trying to spread your ideas and share them widely and gain influence and impact in the marketplace for your ideas with no dollar signs attached in any way, it's all about marketing.
[00:03:42.680 --> 00:03:45.680]   We've got to be excellent at marketing.
[00:03:45.680 --> 00:03:55.680]   And if you think about it, it's not that complicated to be excellent at marketing, but it's also not that easy.
[00:03:55.680 --> 00:03:59.680]   If you're broke and you're not making very much money, let me ask you a question.
[00:03:59.680 --> 00:04:06.680]   Take your field and ask yourself, number one, "Am I the most knowledgeable person in my field?"
[00:04:06.680 --> 00:04:11.680]   After listening to Radical Personal Finance, I would bet that your answer is, "Well, I'm on my way."
[00:04:11.680 --> 00:04:15.680]   So, "Am I very knowledgeable in my field? Am I an expert?"
[00:04:15.680 --> 00:04:22.680]   And now ask yourself the question, "Have I been able to convey to other people that I am indeed an expert?
[00:04:22.680 --> 00:04:30.680]   Do I have a platform? Have I gone about marketing the fact that I'm an expert?"
[00:04:30.680 --> 00:04:33.680]   Well, if you haven't, now's the time to start.
[00:04:33.680 --> 00:04:38.680]   But pay attention to the fact that you can't skip that step.
[00:04:38.680 --> 00:04:47.680]   It doesn't do you any good to be an expert and sit around telling yourself what an expert you are if you don't tell anyone else some of the things that you've learned and help them.
[00:04:47.680 --> 00:04:49.680]   You've got to help some other people.
[00:04:49.680 --> 00:04:54.680]   And so that comes down into communicating, and you're going to communicate in some form.
[00:04:54.680 --> 00:05:01.680]   You're going to communicate in written form, in verbal form like I do to you every day, in video form, in speeches.
[00:05:01.680 --> 00:05:03.680]   You've got to communicate in some way.
[00:05:03.680 --> 00:05:06.680]   Well, one important component of that is a book.
[00:05:06.680 --> 00:05:13.680]   And ask yourself this question, "How many people that are very influential have written a book?"
[00:05:13.680 --> 00:05:19.680]   What you'll find that many of them have written a book or at least have a book with their name on it.
[00:05:19.680 --> 00:05:21.680]   Whether or not they actually wrote it is another question.
[00:05:21.680 --> 00:05:27.680]   So today we're going to dig into that topic, and I'm going to introduce you to somebody who is actually my personal publishing coach.
[00:05:27.680 --> 00:05:35.680]   When I was able to develop the outline for Radical Personal Finance, I, again, started to research, and I've paid attention to the publishing realm for a while.
[00:05:35.680 --> 00:05:37.680]   I've intended to write a book.
[00:05:37.680 --> 00:05:41.680]   And so I went out and started researching different perspectives.
[00:05:41.680 --> 00:05:46.680]   I've had a background, a philosophy of knowing what I wanted to do and why I was doing it.
[00:05:46.680 --> 00:05:50.680]   But good information is incredibly valuable.
[00:05:50.680 --> 00:05:52.680]   So I joined a couple of online forums.
[00:05:52.680 --> 00:05:58.680]   I signed up and bought a couple of classes and some different information packages.
[00:05:58.680 --> 00:06:06.680]   And along the way, I was introduced to the name of somebody named Patrick Snow.
[00:06:06.680 --> 00:06:14.680]   He came recommended by somebody in an online forum that I was participating in, and they recommended him, and I went and checked him out.
[00:06:14.680 --> 00:06:18.680]   And I immediately knew that he was the guy who was in a position to help me.
[00:06:18.680 --> 00:06:20.680]   He was speaking my language.
[00:06:20.680 --> 00:06:25.680]   He had the experience and the knowledge and the information that we needed to do.
[00:06:25.680 --> 00:06:34.680]   So I hired him, and then as part of that also, I talked to him about Radical Personal Finance and was able to coax him into becoming a sponsor of the show.
[00:06:34.680 --> 00:06:39.680]   And so today, we're going to launch that sponsorship in the form of an interview, and this is an information-packed interview.
[00:06:39.680 --> 00:06:54.680]   And my hope is that you'll, number one, absorb the information, consider it, and go about thinking about what is in the book that you want to write and start considering how this could help your marketing for your personal brand.
[00:06:54.680 --> 00:07:03.680]   And then for a few of you, I hope that Patrick will be an extremely valuable resource for you, that you'll reach out to him, and perhaps he can serve you in the same way that he's currently helping and serving me as I work through this.
[00:07:03.680 --> 00:07:06.680]   So here we go. Let's get to the interview.
[00:07:06.680 --> 00:07:09.680]   Patrick, welcome to Radical Personal Finance.
[00:07:09.680 --> 00:07:12.680]   Thrilled to be here, Joshua. Thank you for having me on your show.
[00:07:12.680 --> 00:07:14.680]   So this ought to be fun.
[00:07:14.680 --> 00:07:24.680]   We are fairly recently acquainted because I've started working with you on my own publishing experts – excuse me, my own publishing endeavors as I work on building my brand.
[00:07:24.680 --> 00:07:26.680]   And I've been impressed with the work that we've done.
[00:07:26.680 --> 00:07:29.680]   I've checked you out, and I think that it's going to be a great experience for you.
[00:07:29.680 --> 00:07:34.680]   And today we're here to launch even your sponsorship on the show, which is also exciting.
[00:07:34.680 --> 00:07:35.680]   We'll get to that later.
[00:07:35.680 --> 00:07:40.680]   But I want to start with giving you an opportunity to introduce yourself to the audience specifically.
[00:07:40.680 --> 00:07:43.680]   So what's your entrepreneurial story?
[00:07:43.680 --> 00:07:48.680]   Where did you start from, and where has your entrepreneurial journey brought you thus far?
[00:07:48.680 --> 00:07:50.680]   Well, I'll tell you what.
[00:07:50.680 --> 00:07:53.680]   I'll tell you the ending first and then go back to the beginning.
[00:07:53.680 --> 00:07:55.680]   I'm going to be 40 seconds.
[00:07:55.680 --> 00:07:58.680]   I'll tell you the ending first and then go back to the beginning.
[00:07:58.680 --> 00:08:00.680]   I'm going to be 47 years old soon.
[00:08:00.680 --> 00:08:04.680]   I currently reside in Maui, Hawaii.
[00:08:04.680 --> 00:08:05.680]   I've been here for three years.
[00:08:05.680 --> 00:08:09.680]   Before that I was in Seattle, Washington for 25 years.
[00:08:09.680 --> 00:08:12.680]   My boys are 24 and 20.
[00:08:12.680 --> 00:08:17.680]   Older one is a stock broker and financial advisor for JP Morgan Chase in New York City.
[00:08:17.680 --> 00:08:20.680]   My younger one is a college student in Honolulu.
[00:08:20.680 --> 00:08:23.680]   And my boys and family are my top priority.
[00:08:23.680 --> 00:08:31.680]   I'm an international best-selling author, a professional keynote speaker, a publishing coach, book marketing coach, professional speaking coach.
[00:08:31.680 --> 00:08:33.680]   I've got three books published.
[00:08:33.680 --> 00:08:36.680]   Two are with John Wiley and Sons in New York.
[00:08:36.680 --> 00:08:37.680]   The other is self-published.
[00:08:37.680 --> 00:08:46.680]   My first book is titled Creating Your Own Destiny, which is all about how to get exactly what you want out of life.
[00:08:46.680 --> 00:08:52.680]   Soul search for your innermost passions, transforming your most marketable passion into your profession.
[00:08:52.680 --> 00:08:56.680]   Book number two is The Affluent Entrepreneur.
[00:08:56.680 --> 00:09:01.680]   This is 20 proven principles for achieving prosperity.
[00:09:01.680 --> 00:09:11.680]   And this book is all about analyzing and studying 20 of the most famous billionaires on planet Earth and learning from their mistakes, failures, and successes.
[00:09:11.680 --> 00:09:16.680]   And then emulating their successes to help us achieve the wealth that we desire.
[00:09:16.680 --> 00:09:18.680]   And then book number three is a whole lot of fun.
[00:09:18.680 --> 00:09:25.680]   It's titled Boy Entrepreneur, How One Hawaii Kid Succeeded in Business and You Can Too.
[00:09:25.680 --> 00:09:29.680]   It's an inspirational fable of free enterprise and self-leadership.
[00:09:29.680 --> 00:09:34.680]   And it also has eight business building special reports included in that.
[00:09:34.680 --> 00:09:39.680]   And so what I do is I earn my living full-time as a professional keynote speaker.
[00:09:39.680 --> 00:09:47.680]   I've done about 3,000 paid speaking engagements on three or four continents over the last 20 years or so.
[00:09:47.680 --> 00:09:49.680]   I absolutely love speaking and meeting new people.
[00:09:49.680 --> 00:10:05.680]   I speak mostly on the subject matter of free enterprise, entrepreneurship, sales, marketing, management, balancing family and work, achieving your dreams, goals, and visions, perseverance, persistence, all of those subject matters.
[00:10:05.680 --> 00:10:11.680]   And then when I'm not on the road as a professional keynote speaker, I make my living as a publishing coach, book marketing coach, professional speaking coach.
[00:10:11.680 --> 00:10:25.680]   And we've done about 1,000 books over the last 20 years where I've served as their mentor, helping my clients save both time and money and then help them create a world-class book that they own 100% of the rights of.
[00:10:25.680 --> 00:10:35.680]   But yet that book is far superior than the books that are published out of New York, typically 250 to 300-page hardcover book, world-class cover design, world-class content.
[00:10:35.680 --> 00:10:39.680]   And I serve as their mentor to make that happen and go through.
[00:10:39.680 --> 00:10:48.680]   I've been featured as a cover story in USA Today, Spanish edition of Forbes magazine, New York Times, Chicago Sun-Times, 750 radio and TV interviews.
[00:10:48.680 --> 00:10:51.680]   So I've had a lot of fun with the media over the years.
[00:10:51.680 --> 00:10:54.680]   But that's kind of the end of the story where I'm at now.
[00:10:54.680 --> 00:10:58.680]   And that's obviously the first time that you've ever done an elevator pitch.
[00:10:58.680 --> 00:11:02.680]   Yeah, and I try to keep it short because I don't want to bore the listeners.
[00:11:02.680 --> 00:11:06.680]   Very impressive. Very, very, very impressive. I like it.
[00:11:06.680 --> 00:11:14.680]   Yeah, so that's the end of the story and I guess – and my goal is to publish 10,000 people in my lifetime and I've gotten 1,000 done.
[00:11:14.680 --> 00:11:16.680]   We've got 9,000 to go.
[00:11:16.680 --> 00:11:21.680]   So to answer the beginning of the question, I was born and raised in Michigan.
[00:11:21.680 --> 00:11:23.680]   My father was a school teacher. My mother was a nurse.
[00:11:23.680 --> 00:11:34.680]   I was the fourth of five children and my dad taught me as a young child that I could achieve any dream, goal and vision that I wanted as long as I believed in myself and worked hard enough at it.
[00:11:34.680 --> 00:11:39.680]   And then his whole mantra was – and then you've got to pay for it.
[00:11:39.680 --> 00:11:45.680]   And so when I was in the eighth grade, I was cut off financially, meaning that I had to earn my way for anything.
[00:11:45.680 --> 00:11:48.680]   I had to buy my clothes, my shoes, buy anything that I wanted.
[00:11:48.680 --> 00:11:52.680]   And so soon thereafter, in the summers, I pushed a lawnmower.
[00:11:52.680 --> 00:11:59.680]   My dad's lawnmower, block after city, block after city, block and looking for long grass lawns.
[00:11:59.680 --> 00:12:04.680]   I would go knock on the door and ask for $10 or $20 to mow the grass depending on how big their yard was.
[00:12:04.680 --> 00:12:13.680]   And then the winter months, I would do the same thing with my snow shovel after a snowstorm and go shovel snow and earn $10 or $20.
[00:12:13.680 --> 00:12:19.680]   Shortly thereafter, I delivered the Detroit Free Pass, a newspaper route for almost a year.
[00:12:19.680 --> 00:12:28.680]   And I realized that it doesn't make sense to trade time for dollars and there had to have been a better way to earn more money with less time.
[00:12:28.680 --> 00:12:33.680]   And so I went back to the Detroit Free Press folks and they asked me if I would get into sales.
[00:12:33.680 --> 00:12:38.680]   And so I started doing door-to-door sales, selling Detroit Free Press subscriptions.
[00:12:38.680 --> 00:12:45.680]   And I remember I had my little sales pitch down and every Tuesday night and every Thursday night, I would go out from 6 p.m. to 9 p.m.
[00:12:45.680 --> 00:12:51.680]   And this guy, I don't even remember his name, but he was in a white van, could have been a molester of some kind.
[00:12:51.680 --> 00:12:58.680]   But nonetheless, he dropped me off in the neighborhood and said, "OK, I'll be back in three hours to pick you up."
[00:12:58.680 --> 00:13:04.680]   And so I had all these little forms in my pen in my pocket and I'd probably do three or four or five hundred doors in a night.
[00:13:04.680 --> 00:13:08.680]   And I don't know, maybe not that many, but it seemed like a lot.
[00:13:08.680 --> 00:13:19.680]   And I would get a dollar commission for every Sunday subscription that I would sell and then a $2 commission for every daily newspaper subscription that I'd sell.
[00:13:19.680 --> 00:13:23.680]   And I'd hit a grand slam if someone signed up for both a daily and a Sunday.
[00:13:23.680 --> 00:13:28.680]   And my Sunday pitch was easy. This was before the internet, before computers.
[00:13:28.680 --> 00:13:35.680]   And it was, you know, everybody had a TV and we all wanted to know what the TV was and TV guides costed money.
[00:13:35.680 --> 00:13:42.680]   So I would say, "When you buy your Detroit Free Press Sunday subscription, you get a free TV guide in every newspaper."
[00:13:42.680 --> 00:13:47.680]   And then not only that, if you go to the coupon section, you get more than $5 in coupons in every Sunday paper.
[00:13:47.680 --> 00:13:50.680]   And the Sunday paper only cost 50 cents or whatever it was.
[00:13:50.680 --> 00:13:55.680]   And so I would turn in these forms at the end of my night at dark on a school night.
[00:13:55.680 --> 00:14:05.680]   And then the guy in the van, whatever his name was, I don't remember his name at all, would literally give me $100 cash, $120 cash, $130 cash.
[00:14:05.680 --> 00:14:07.680]   On a bad night it would be like $80.
[00:14:07.680 --> 00:14:11.680]   And this was for a 13-year-old kid in the eighth grade.
[00:14:11.680 --> 00:14:16.680]   And so at that point, that's how my entrepreneurial career started.
[00:14:16.680 --> 00:14:34.680]   And that's how I learned about leveraging your brand, being persistent, enduring perseverance, overcoming rejection, developing thick skin, being told no again and again and again and not quitting and just continuing to move on.
[00:14:34.680 --> 00:14:50.680]   And I learned that by going through this field of sales and marketing and entrepreneurship that I could earn 10 times the amount of money on an hourly basis than what all my friends were earning when they were punching a clock, making minimum wage at a restaurant.
[00:14:50.680 --> 00:15:00.680]   And so that kind of fueled a fire and a burning passion for entrepreneurship that's been in me for the last 35 some odd years and it hasn't gone away.
[00:15:00.680 --> 00:15:05.680]   How hardcore was – you mentioned your dad cut you off in eighth grade.
[00:15:05.680 --> 00:15:06.680]   How hardcore was he about that?
[00:15:06.680 --> 00:15:12.680]   Was it kind of, "Patrick, you're on your own. I'm never giving you another buck," or is it a more gradual transition?
[00:15:12.680 --> 00:15:14.680]   We want you to start paying but he was still willing to help you out.
[00:15:14.680 --> 00:15:15.680]   What was it like?
[00:15:15.680 --> 00:15:18.680]   Well, both my mom and my dad were that way.
[00:15:18.680 --> 00:15:21.680]   And I think partly it was because we were middle-class America.
[00:15:21.680 --> 00:15:24.680]   I think when I was born, we were lower class in terms of income.
[00:15:24.680 --> 00:15:25.680]   I had no money.
[00:15:25.680 --> 00:15:30.680]   And then as I got older and as my siblings started graduating and going off to college, they had more money and more money.
[00:15:30.680 --> 00:15:37.680]   But it was five kids on a teacher's salary and then five kids on a – my mother was a nurse and she delivered babies in a hospital.
[00:15:37.680 --> 00:15:40.680]   And so they just didn't have a lot of money.
[00:15:40.680 --> 00:15:45.680]   So I think they kind of did it not so much out of choice but they did it out of need.
[00:15:45.680 --> 00:15:50.680]   And they also knew the importance of developing a hardcore work ethic.
[00:15:50.680 --> 00:15:55.680]   And so that was the reason why they did it and I'm certainly glad that they did.
[00:15:55.680 --> 00:15:58.680]   I had certain chores that I needed to do around the house.
[00:15:58.680 --> 00:16:03.680]   And if I did all of my chores around the house, they gave me $5 in allowance every week.
[00:16:03.680 --> 00:16:13.680]   And that $5 in allowance also just happened to be what it cost to buy my lunch ticket to eat a hot lunch at school because it's $5 a week for lunch.
[00:16:13.680 --> 00:16:16.680]   And a dollar a day to buy a school lunch.
[00:16:16.680 --> 00:16:21.680]   And at the time they seemed so good but now they're just looking back at how bad those were.
[00:16:21.680 --> 00:16:24.680]   But the point being was it wasn't hardcore.
[00:16:24.680 --> 00:16:27.680]   It wasn't – the other part of it was my mother worked nights.
[00:16:27.680 --> 00:16:30.680]   She worked the shift from 3 to 11 p.m.
[00:16:30.680 --> 00:16:35.680]   My father was taught school all day and then coached different sports teams in the evenings.
[00:16:35.680 --> 00:16:39.680]   And so it was – OK, by the way, mom is going to be gone.
[00:16:39.680 --> 00:16:42.680]   And so this is how you cook your own dinner.
[00:16:42.680 --> 00:16:44.680]   This is how you buy – make your food.
[00:16:44.680 --> 00:16:48.680]   And, oh, by the way, this is how the washing machine works and the dryer works.
[00:16:48.680 --> 00:16:54.680]   So if you want to have clean clothes and clean laundry, then here you go.
[00:16:54.680 --> 00:16:58.680]   This is how you use the washer and dryer and here's your $5 allowance, which is your lunch money.
[00:16:58.680 --> 00:17:00.680]   And anything else you want, you're on your own.
[00:17:00.680 --> 00:17:06.680]   So it was a great way to grow up and I tried to emulate that with my kids.
[00:17:06.680 --> 00:17:14.680]   I think as a parent, the two greatest things that we can give our children is time and love.
[00:17:14.680 --> 00:17:19.680]   And the more time and the more love that we give our children, then they're going to be very confident.
[00:17:19.680 --> 00:17:21.680]   They're going to pursue their dreams, goals, and visions and passions.
[00:17:21.680 --> 00:17:28.680]   The absolute – and then I would say the other thing is believing in their visions, believing in their passions.
[00:17:28.680 --> 00:17:29.680]   Help them discover their passions.
[00:17:29.680 --> 00:17:32.680]   Help them believe in that.
[00:17:32.680 --> 00:17:38.680]   The absolute worst thing I think you can do to your kids is to give them money unless they earn it.
[00:17:38.680 --> 00:17:43.680]   And so I guess that's my Midwestern roots in me growing up in Michigan.
[00:17:43.680 --> 00:17:47.680]   But certainly a great way to grow up and a great way to parent children.
[00:17:47.680 --> 00:17:50.680]   Did you try to train your boys to be entrepreneurs?
[00:17:50.680 --> 00:17:52.680]   I didn't try to.
[00:17:52.680 --> 00:17:53.680]   I just kind of did.
[00:17:53.680 --> 00:18:01.680]   My younger son, he's like – he's having so much fun buying and selling on the internet.
[00:18:01.680 --> 00:18:02.680]   He's like, "Why do I need to go to college?
[00:18:02.680 --> 00:18:04.680]   I'm making way more money than all my friends are.
[00:18:04.680 --> 00:18:06.680]   Way more money."
[00:18:06.680 --> 00:18:12.680]   And so when he and my younger son were young, they used to buy and sell paintball guns on the internet.
[00:18:12.680 --> 00:18:16.680]   And then they'd buy at $100 and they'd sell at $200.
[00:18:16.680 --> 00:18:18.680]   And then buy at $75 and sell at $150.
[00:18:18.680 --> 00:18:28.680]   And then clean them up and fix up the paintball guns and shine them up and then get lights posted on the actual guns so it's nice and shiny.
[00:18:28.680 --> 00:18:33.680]   And they'd take pictures on their phones and then post them on the internet.
[00:18:33.680 --> 00:18:35.680]   And then that evolved from being arms dealers.
[00:18:35.680 --> 00:18:39.680]   I guess they were legal arms dealers selling paintball guns and not real guns.
[00:18:39.680 --> 00:18:42.680]   And then they both had a passion for shoes.
[00:18:42.680 --> 00:18:48.680]   Not just any kind of shoes but Nike SBs, which were the Nike skateboard shoes.
[00:18:48.680 --> 00:18:52.680]   And these Nike skateboard shoes were like a cult-like following for many years.
[00:18:52.680 --> 00:18:54.680]   And I still think that they are.
[00:18:54.680 --> 00:18:58.680]   But I think my son right now has about 50 pairs of these shoes.
[00:18:58.680 --> 00:19:02.680]   But he's been making $500 to $1000 a month for as long as I can remember.
[00:19:02.680 --> 00:19:07.680]   As far back as the 7th grade all the way through junior high, high school into college.
[00:19:07.680 --> 00:19:12.680]   And he buys shoes at $75, sells for $200, buys at $150, sells at $300.
[00:19:12.680 --> 00:19:18.680]   He's got a pair of Nike SB skateboard shoes that there's only 5 pairs in the world that have been made.
[00:19:18.680 --> 00:19:20.680]   They're worth about $750.
[00:19:20.680 --> 00:19:24.680]   He's got another pair that's the only pair ever made and they're worth about $2500.
[00:19:24.680 --> 00:19:26.680]   And he actually won those from Nike SB.
[00:19:26.680 --> 00:19:32.680]   So they have both become entrepreneurial through that aspect.
[00:19:32.680 --> 00:19:33.680]   And I was probably a bit more lenient.
[00:19:33.680 --> 00:19:35.680]   I did buy their groceries.
[00:19:35.680 --> 00:19:37.680]   I did buy their clothes.
[00:19:37.680 --> 00:19:39.680]   But I certainly didn't buy anything else for them.
[00:19:39.680 --> 00:19:42.680]   Anything else that they needed they always earned on their own.
[00:19:42.680 --> 00:19:47.680]   And so yeah, I think it flat out works and I kind of followed my father's footsteps.
[00:19:47.680 --> 00:19:57.680]   But I think not to be a parenting coach here, but I think and I just lost my father tragically of pancreatic cancer after a 9-month courageous battle.
[00:19:57.680 --> 00:20:00.680]   He passed this past summer at 74 years old.
[00:20:00.680 --> 00:20:08.680]   And I think the single greatest gift that he's given me is that he has always believed in my dreams, goals, and visions.
[00:20:08.680 --> 00:20:16.680]   And so the gift that I've tried to share and pass on to my children is whatever their dreams, goals, and visions, I believe in them 100% wholeheartedly.
[00:20:16.680 --> 00:20:20.680]   And that belief in a kid, that might be the difference between their success and failure.
[00:20:20.680 --> 00:20:26.680]   So I'm always grateful for my father, Jack Snow, for that level of belief.
[00:20:26.680 --> 00:20:29.680]   And maybe that's why it was so hard for me to let him go this past summer.
[00:20:29.680 --> 00:20:36.680]   I want to spend most of our discussion talking about publishing, but I do want to just ask one more question on the discussion of entrepreneurship.
[00:20:36.680 --> 00:20:43.680]   So what specifically did you do in working with your sons as a parent?
[00:20:43.680 --> 00:20:45.680]   Because you say, "Okay, I just expected it.
[00:20:45.680 --> 00:20:46.680]   It just kind of happened."
[00:20:46.680 --> 00:20:50.680]   But what specifically did you do to encourage those entrepreneurial endeavors?
[00:20:50.680 --> 00:20:55.680]   Well, first off, I don't see any difference between publishing and entrepreneurship.
[00:20:55.680 --> 00:20:57.680]   I think they're one and the same.
[00:20:57.680 --> 00:21:00.680]   I think they're like salt and pepper, peanut butter and jelly.
[00:21:00.680 --> 00:21:04.680]   They're interconnected because publishing is entrepreneurship.
[00:21:04.680 --> 00:21:10.680]   Entrepreneurship is what the information empire of publishing is all about.
[00:21:10.680 --> 00:21:15.680]   But what I specifically did with them is, of course, kids have big eyes.
[00:21:15.680 --> 00:21:18.680]   And whenever they are in a store and they see something, they desire it.
[00:21:18.680 --> 00:21:20.680]   And they go, "Wow, oh, I want that, Dad. I want that."
[00:21:20.680 --> 00:21:24.680]   I'm like, "Okay, great. Let's get that for you. Let's come up with a way to get that."
[00:21:24.680 --> 00:21:26.680]   They're like, "Well, just buy it."
[00:21:26.680 --> 00:21:28.680]   I'm like, "No, I'm not buying it. You got to buy it."
[00:21:28.680 --> 00:21:30.680]   They're like, "Okay, well, let's figure out a way to make money to do this."
[00:21:30.680 --> 00:21:39.680]   And so I would be always coming up with these money-making ideas, whether it be a lemonade stand, baking cookies, selling raffle tickets door to door.
[00:21:39.680 --> 00:21:46.680]   Some kind of way to encourage them to think for themselves that they could buy it if they were to earn it.
[00:21:46.680 --> 00:21:54.680]   And my goal was to always brainstorm with them and share with them ways in which they could come up with monies to do it on their own.
[00:21:54.680 --> 00:21:57.680]   And I remember speaking to my dad again back in 1983.
[00:21:57.680 --> 00:22:01.680]   I earned $500 in my paper out in my Detroit Free Press monies.
[00:22:01.680 --> 00:22:02.680]   And I had an extra $500.
[00:22:02.680 --> 00:22:10.680]   And at that time, I was a bike racer and I had this old piece of crap bike that was probably 10 years old and wasn't very good.
[00:22:10.680 --> 00:22:13.680]   And I was winning these races with this old beat-up 10-speed.
[00:22:13.680 --> 00:22:20.680]   And I thought, "My goodness, if I had a real racing bike, not only could I win these races, but I could really do well in this business."
[00:22:20.680 --> 00:22:23.680]   And so I ended up saving an additional $500.
[00:22:23.680 --> 00:22:30.680]   And then I told my dad that I'm going down to the bike shop and I'm buying a 1984 Team Fuji racing bike.
[00:22:30.680 --> 00:22:32.680]   And he said, "No, Patrick, there's no way you can do that.
[00:22:32.680 --> 00:22:33.680]   That's way too much money.
[00:22:33.680 --> 00:22:36.680]   That would be like a 12-year-old kid buying a $3,000 bike today."
[00:22:36.680 --> 00:22:38.680]   And I said, "No, Dad.
[00:22:38.680 --> 00:22:39.680]   At 13, I'm going to do this.
[00:22:39.680 --> 00:22:40.680]   This is my money.
[00:22:40.680 --> 00:22:41.680]   I've earned this.
[00:22:41.680 --> 00:22:42.680]   I'm going to do this."
[00:22:42.680 --> 00:22:44.680]   And so he said, "I guess it's your money.
[00:22:44.680 --> 00:22:45.680]   Do whatever you want."
[00:22:45.680 --> 00:22:54.680]   And so I took the $500, went down to the bike shop and bought a 1984 metallic blue Team Fuji racing bike.
[00:22:54.680 --> 00:22:58.680]   And then I raced that bike for about three years and I sold it when I went off to college.
[00:22:58.680 --> 00:23:07.680]   Long story short, about three years ago, I went back to allofcraigslist.com to see if I could find that same bike.
[00:23:07.680 --> 00:23:14.680]   And sure enough, for $100, I found the same size, color, make, model, year of that bike.
[00:23:14.680 --> 00:23:24.680]   I bought it for $100, fixed it up, and now that Team Fuji racing bike sits in my office as an entrepreneurial trophy of my pursuits as a child.
[00:23:24.680 --> 00:23:33.680]   So to answer your question, I would help my children come up with strategies as ways in which they could make their own money so they could make their own purchases.
[00:23:33.680 --> 00:23:36.680]   So let's talk about publishing because that was how we got connected.
[00:23:36.680 --> 00:23:43.680]   I'm a big believer in – I try to make it a life practice of learning the things I need to learn when I need to do them.
[00:23:43.680 --> 00:23:53.680]   And so a big focus for me as we record this here in October, October has been dedicated to my writing and starting the publishing process of my first book.
[00:23:53.680 --> 00:24:01.680]   And so as part of that, I've done a ton of research and try to inform myself and study about the things that are important to me.
[00:24:01.680 --> 00:24:09.680]   This is one of the key things I think we miss in our schooling society where we try to – instead of teaching people how to become learners and self-directed learners,
[00:24:09.680 --> 00:24:14.680]   we try to teach people there's a curriculum that you need to know, and once you pass this curriculum, you're done.
[00:24:14.680 --> 00:24:20.680]   I reject that and I just try to say, "Well, let me filter all my information through my goals."
