
[00:00:00.040 --> 00:00:09.600]   Mona
[00:20:11.820 --> 00:20:13.820]   And they were trying to figure out how they were trying to invest in their bank account.
[00:20:13.820 --> 00:20:15.820]   And they were trying to figure out how they were trying to invest in their bank account.
[00:20:15.820 --> 00:20:17.820]   And they were trying to figure out how they were trying to invest in their bank account.
[00:20:17.820 --> 00:20:19.820]   And they were trying to figure out how they were trying to invest in their bank account.
[00:20:19.820 --> 00:20:21.820]   And they were trying to figure out how they were trying to invest in their bank account.
[00:20:21.820 --> 00:20:23.820]   And they were trying to figure out how they were trying to invest in their bank account.
[00:20:23.820 --> 00:20:25.820]   And they were trying to figure out how they were trying to invest in their bank account.
[00:20:25.820 --> 00:20:27.820]   And they were trying to figure out how they were trying to invest in their bank account.
[00:20:27.820 --> 00:20:29.820]   And they were trying to figure out how they were trying to invest in their bank account.
[00:20:29.860 --> 00:20:53.860]  , And they were trying to figure out how they were trying to invest in their bank account.
[00:20:53.860 --> 00:20:55.860]   And they were trying to figure out how they were trying to invest in their bank account.
[00:20:55.860 --> 00:20:57.860]   And they were trying to figure out how they were trying to invest in their bank account.
[00:20:57.860 --> 00:20:59.860]   And they were trying to figure out how they were trying to invest in their bank account.
[00:20:59.860 --> 00:20:59.860]   And they were trying to figure out how they were trying to invest in their bank account.
[00:20:59.860 --> 00:20:59.860]   And they were trying to figure out how they were trying to invest in their bank account.
[00:20:59.860 --> 00:20:59.860]   And they were trying to figure out how they were trying to invest in their bank account.
[00:20:59.860 --> 00:20:59.860]   And they were trying to figure out how they were trying to invest in their bank account.
[00:20:59.860 --> 00:20:59.860]   And they were trying to figure out how they were trying to invest in their bank account.
[00:20:59.860 --> 00:20:59.860]   And they were trying to figure out how they were trying to invest in their bank account.
[00:20:59.860 --> 00:20:59.860]   And they were trying to figure out how they were trying to invest in their bank account.
[00:20:59.880 --> 00:21:05.900]   And they were trying to figure out how they were trying to invest in their bank account.
[00:21:05.900 --> 00:21:07.900]   And they were trying to figure out how they were trying to invest in their bank account.
[00:21:07.900 --> 00:21:09.900]   And they were trying to figure out how they were trying to invest in their bank account.
[00:21:09.900 --> 00:21:11.900]   And they were trying to figure out how they were trying to invest in their bank account.
[00:21:11.900 --> 00:21:13.900]   And they were trying to figure out how they were trying to invest in their bank account.
[00:21:13.900 --> 00:21:15.900]   And they were trying to figure out how they were trying to invest in their bank account.
[00:21:15.900 --> 00:21:17.900]   And they were trying to figure out how they were trying to invest in their bank account.
[00:21:17.900 --> 00:21:19.900]   And they were trying to figure out how they were trying to invest in their bank account.
[00:21:19.900 --> 00:21:21.900]   And they were trying to figure out how they were trying to invest in their bank account.
[00:21:21.900 --> 00:21:23.900]   And they were trying to figure out how they were trying to invest in their bank account.
[00:21:24.440 --> 00:21:49.940]  , And they were trying to figure out how they were trying to invest in their bank account.
[00:21:49.940 --> 00:21:51.940]   And they were trying to figure out how they were trying to invest in their bank account.
[00:21:51.940 --> 00:21:53.940]   And they were trying to figure out how they were trying to invest in their bank account.
[00:21:53.940 --> 00:21:53.940]   And they were trying to figure out how they were trying to invest in their bank account.
[00:21:53.940 --> 00:21:53.940]   And they were trying to figure out how they were trying to invest in their bank account.
[00:21:53.940 --> 00:21:53.940]   And they were trying to figure out how they were trying to invest in their bank account.
[00:21:53.940 --> 00:21:53.940]   And they were trying to figure out how they were trying to invest in their bank account.
[00:21:53.940 --> 00:21:53.940]   And they were trying to figure out how they were trying to invest in their bank account.
[00:21:53.940 --> 00:21:53.940]   And they were trying to figure out how they were trying to invest in their bank account.
[00:21:53.980 --> 00:22:04.260]   great
[00:22:04.260 --> 00:22:05.240]   I one위
[00:22:05.240 --> 00:22:17.680]   qua
[00:22:53.340 --> 00:22:53.340]   It's good for you and it's good for them. In our modern era we have this idea that you have to go it alone. Our communities are so fractured that it feels that the sense of community is really diminished, at least it is in the world that I live in. But it doesn't happen.
[00:22:53.340 --> 00:22:53.340]   But it doesn't happen.
[00:22:53.340 --> 00:22:53.340]   chime in
[00:22:53.340 --> 00:22:53.340]   It's good for you and it's good for them. In our modern era we have this idea that you have to go it alone. Our communities are so fractured that it feels that the sense of community is really diminished, at least it is in the world that I live in. But it doesn't happen.
[00:22:53.340 --> 00:22:53.340]   It's good for you and it's good for them.
[00:22:53.340 --> 00:22:53.360]   It's good for you and it's good for them.
[00:22:53.360 --> 00:22:53.420]   It's good for you and it's good for them.
[00:22:53.420 --> 00:22:53.440]   It's good for you and it's good for them.
[00:22:53.440 --> 00:22:53.480]   It's good for you and it's good for them.
[00:22:53.520 --> 00:23:04.640]   just
[00:23:04.640 --> 00:23:21.600]  еч I knows and in in� ر—..."—arma, little, way,hou, ?,ав, line, oh,PC, cannot, way, permettre,TF. Dot, is. enthusiastic. circ, may, Ник,ерг. Clark, confrontation,fin. questions, maintain.ล, Dinner, content.нения. 66, Liv, Rain,視 it's Mort and
[00:24:17.960 --> 00:24:17.960]   The next thing you need to do is to get a good-quality, ethical, and ethical education. To get this, you usually have to go to a religious minority or to an ethnic minority to get the value of it. But something like a grandmother in the home. If you've never lived in a home where there was a mother or a grandmother always there, you're missing out. You are underprivileged.
[00:24:46.120 --> 00:24:46.120]   It's all about how much money we can make and who can bring home and let's pay the bills. It becomes a home. It turns a house into a home. You may be able to, Sarah, in this situation, you may be able to do that and help other friends or other families.
[00:24:46.120 --> 00:24:46.120]   It's all about how much money we can make and who can bring home and let's pay the bills. It becomes a home. It turns a house into a home. You may be able to, Sarah, in this situation, you may be able to do that and help other friends or other families.
[00:25:14.280 --> 00:25:14.280]  vania:
[00:25:14.280 --> 00:25:14.280]   You may have brothers, brothers-in-law, etc. You may have a new living situation where you can go and you can live with them and some of the things that you're able to do. Some basic housework. Some basic cooking. Those things can be very valuable and yet in return they can care for you and it can lower your expenses. There's such this intense Western pride and our families are so fractured and broken apart that many people view this as a loss of life.
[00:25:14.320 --> 00:25:43.440]  , Sarah:
[00:25:43.440 --> 00:25:43.480]   I don't know that I would call it a first case scenario, especially in the idea that from your email I know that you have husband and children. But I would look very carefully at an idea like this. Or look radically at your living situation. Is there a way that you can buy a trailer or the English equivalent and park it on somebody's property?
[00:25:43.480 --> 00:25:43.680]   Sarah:
[00:25:43.680 --> 00:25:43.680]   I don't know that I would call it a first case scenario, especially in the idea that from your email I know that you have husband and children. But I would look very carefully at an idea like this. Or look radically at your living situation. Is there a way that you can buy a trailer or the English equivalent and park it on somebody's property?
[00:25:43.680 --> 00:25:44.240]   I don't know that you can buy a trailer or the English equivalent and park it on somebody's property.
[00:25:44.260 --> 00:25:48.600]   So that way you have a separate living quarters, but you're close to them.
[00:25:48.600 --> 00:25:49.720]   I don't know that you can buy a trailer or the English equivalent and park it on somebody's property.
[00:25:49.720 --> 00:25:58.840]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted all of their money towards their own living expenses.
[00:25:58.840 --> 00:26:00.280]   I don't know that you can buy a trailer or the English equivalent and park it on somebody's property.
[00:26:00.280 --> 00:26:14.200]   If your brother and your sister live on $5,000 a month, it would be a very big imposition for them to each commit to giving you $750 a month so you can make your $1,500 a month.
[00:26:14.200 --> 00:26:14.200]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted all of their money towards their own living expenses.
[00:26:14.240 --> 00:26:44.160]  , and you can park a trailer or the English equivalent and park it on somebody's property.
[00:26:44.160 --> 00:26:44.200]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted all of their money towards their own living expenses.
[00:26:44.200 --> 00:26:44.200]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted all of their money towards their own living expenses.
[00:26:44.200 --> 00:26:44.200]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:26:44.220 --> 00:27:14.160]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:27:14.160 --> 00:27:14.200]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:27:14.200 --> 00:27:14.200]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:27:14.200 --> 00:27:14.200]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:27:14.200 --> 00:27:14.200]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:27:14.200 --> 00:27:14.200]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:27:14.240 --> 00:27:44.220]  , and it's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:27:44.220 --> 00:27:44.220]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:27:44.220 --> 00:27:44.220]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:27:44.220 --> 00:27:44.220]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:27:44.220 --> 00:27:44.220]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:27:44.240 --> 00:28:14.240]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:28:14.240 --> 00:28:14.240]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:28:14.240 --> 00:28:14.240]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:28:14.240 --> 00:28:14.240]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:28:14.240 --> 00:28:14.240]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:28:14.240 --> 00:28:14.240]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:28:14.280 --> 00:28:44.260]  ,
[00:28:44.260 --> 00:28:44.260]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:28:44.260 --> 00:28:44.260]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:28:44.260 --> 00:28:44.260]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:28:44.260 --> 00:28:44.260]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:28:44.260 --> 00:28:44.260]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:28:44.280 --> 00:29:14.280]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:29:14.280 --> 00:29:14.280]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:29:14.280 --> 00:29:14.280]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:29:14.280 --> 00:29:14.280]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:29:14.280 --> 00:29:14.280]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:29:14.280 --> 00:29:14.280]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:29:14.300 --> 00:29:44.300]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:29:44.300 --> 00:29:44.300]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:29:44.300 --> 00:29:44.300]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:29:44.300 --> 00:29:44.300]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:29:44.320 --> 00:30:14.320]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:30:14.320 --> 00:30:14.320]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:30:14.320 --> 00:30:14.320]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:30:14.320 --> 00:30:14.320]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:30:14.320 --> 00:30:14.320]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:30:14.320 --> 00:30:14.320]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:30:14.340 --> 00:30:44.340]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:30:44.340 --> 00:30:44.340]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:30:44.340 --> 00:30:44.340]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:30:44.340 --> 00:30:44.340]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:30:44.360 --> 00:31:14.360]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:31:14.360 --> 00:31:14.360]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:31:14.360 --> 00:31:14.360]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:31:14.360 --> 00:31:14.360]   It's very hard for people to give you money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:31:14.380 --> 00:31:44.380]   I'm not saying that you can't give me money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:31:44.380 --> 00:31:44.380]   I'm not saying that you can't give me money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:31:44.380 --> 00:31:44.380]   I'm not saying that you can't give me money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:31:44.380 --> 00:31:44.380]   I'm not saying that you can't give me money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:31:44.380 --> 00:31:44.380]   I'm not saying that you can't give me money when you're sick and in need, because I'm not giving you money when you're sick and in need to go to work.
[00:31:44.420 --> 00:32:14.400]  ,
[00:32:14.400 --> 00:32:14.400]   I'm not saying that you can't give me money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:32:14.400 --> 00:32:14.400]   I'm not saying that you can't give me money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:32:14.400 --> 00:32:14.400]   I'm not saying that you can't give me money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:32:14.400 --> 00:32:14.400]   I'm not saying that you can't give me money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:32:14.420 --> 00:32:44.420]   I'm not saying that you can't give me money when you're sick and in need, because most people have budgeted your $1,000 a month house payment.
[00:32:44.420 --> 00:32:44.420]   If you're home and if you're sick, you have the time to do research on how to cut all of your other expenses.
[00:32:44.420 --> 00:32:44.420]   If you're home and if you're sick, you have the time to do research on how to cut all of your other expenses.
[00:32:44.420 --> 00:32:44.420]   If you're home and if you're sick, you have the time to do research on how to cut all of your other expenses.
[00:32:44.420 --> 00:32:44.420]   If you're home and if you're sick, you have the time to do research on how to cut all of your other expenses.
[00:32:44.420 --> 00:32:44.420]   If you're home and if you're sick, you have the time to do research on how to cut all of your other expenses.
[00:32:44.420 --> 00:32:44.420]   If you're home and if you're sick, you have the time to do research on how to cut all of your other expenses.
[00:32:44.460 --> 00:33:14.440]  , you don't use lights during the day.
[00:33:14.460 --> 00:33:44.460]   Hustler
[00:33:44.460 --> 00:33:44.460]   and you have the time to do research on how to cut all of your other expenses.
[00:33:44.460 --> 00:33:44.460]   You quit your phone bill, you get rid of your phone and you buy a CB radio,
[00:33:44.460 --> 00:33:44.460]   one for you and one for your husband's truck,
[00:33:44.460 --> 00:33:44.460]   or you borrow somebody's internet service.
[00:33:44.460 --> 00:33:44.460]   You cut off your internet service and you build a long-range Wi-Fi antenna and you make a deal with the guy across the street to use his internet network and use a cheap cell phone without a plan in it, working over a Wi-Fi app to communicate using the long-range Wi-Fi antenna that you built.
[00:33:44.460 --> 00:34:14.480]  , you cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:34:14.480 --> 00:34:14.480]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:34:14.480 --> 00:34:14.480]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:34:14.480 --> 00:34:14.480]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:34:14.480 --> 00:34:14.480]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:34:14.480 --> 00:34:14.480]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:34:14.500 --> 00:34:44.500]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:34:44.500 --> 00:34:44.500]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:34:44.500 --> 00:34:44.500]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:34:44.500 --> 00:34:44.500]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:34:44.500 --> 00:34:44.500]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:34:44.500 --> 00:34:44.500]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:34:44.500 --> 00:34:44.500]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:34:44.500 --> 00:34:44.500]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:34:44.500 --> 00:34:44.500]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:34:44.500 --> 00:35:14.520]  , you cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:35:14.520 --> 00:35:14.520]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:35:14.520 --> 00:35:14.520]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:35:14.520 --> 00:35:14.520]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:35:14.520 --> 00:35:14.520]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:35:14.540 --> 00:35:44.540]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:35:44.540 --> 00:35:44.540]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:35:44.540 --> 00:35:44.540]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:35:44.540 --> 00:35:44.540]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:35:44.540 --> 00:35:44.540]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:35:44.540 --> 00:35:44.540]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:35:44.540 --> 00:35:44.540]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:35:44.540 --> 00:35:44.540]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:35:44.540 --> 00:35:44.540]   You cut off your internet service and you build a long-range Wi-Fi antenna that you built.
[00:35:44.580 --> 00:36:14.560]  ,
[00:36:14.560 --> 00:36:14.560]   I don't know what the options are that would apply for you, but there are all kinds of unusual sources of income using the assets in your life that frankly most people ignore.
[00:36:14.560 --> 00:36:14.560]   I don't know what the options are that would apply for you, but there are all kinds of unusual sources of income using the assets in your life that frankly most people ignore.
[00:36:14.560 --> 00:36:14.560]   I don't know what the options are that would apply for you, but there are all kinds of unusual sources of income using the assets in your life that frankly most people ignore.
[00:36:14.560 --> 00:36:14.560]   I don't know what the options are that would apply for you, but there are all kinds of unusual sources of income using the assets in your life that frankly most people ignore.
[00:36:14.560 --> 00:36:14.560]   I don't know what the options are that would apply for you, but there are all kinds of unusual sources of income that would apply for you, but there are all kinds of unusual sources of income that would apply for you, but there are all kinds of unusual sources of income that would apply for you.
[00:36:14.580 --> 00:36:44.580]   I don't know what the options are that would apply for you, but there are all kinds of unusual sources of income using the assets in your life that frankly most people ignore.
[00:36:44.580 --> 00:36:44.580]   I don't know what the options are that would apply for you, but there are all kinds of unusual sources of income using the assets in your life that frankly most people ignore.
[00:36:44.580 --> 00:36:44.580]   I don't know what the options are that would apply for you, but there are all kinds of unusual sources of income using the assets in your life that frankly most people ignore.
[00:36:44.580 --> 00:36:44.580]   I don't know what the options are that would apply for you, but there are all kinds of unusual sources of income using the assets in your life that frankly most people ignore.
[00:36:44.580 --> 00:36:44.580]   I don't know what the options are that would apply for you, but there are all kinds of unusual sources of income using the assets in your life that frankly most people ignore.
[00:36:44.600 --> 00:37:14.600]   Perhaps you can team up with a neighbor who can do some of the active work and you can help out around the side, but you can use your house.
[00:37:14.600 --> 00:37:14.600]   Look at your property and say, how can this property be maximized?
[00:37:14.600 --> 00:37:14.600]   I always look where I live, there's a lot of Hispanic people.
[00:37:14.600 --> 00:37:14.600]   One of the things I always like about the Hispanic people is that usually, especially if they are new immigrants, they're much less obsessed with how they're housed in the house.
[00:37:14.600 --> 00:37:14.600]   I don't know what the options are that would apply for you, but there are all kinds of unusual sources of income using the assets in your life that frankly most people ignore.
[00:37:14.600 --> 00:37:14.600]   I don't know what the options are that would apply for you, but there are all kinds of unusual sources of income using the assets in your life that frankly most people ignore.
[00:37:14.640 --> 00:37:44.620]  , and more interested in how their houses perform.
[00:37:44.620 --> 00:37:44.620]   It's not unusual to go and houses with just a little bit of land.
[00:37:44.620 --> 00:37:44.620]   It's not unusual to find a house where the entire property is a nursery.
[00:37:44.620 --> 00:37:44.620]   They got palm trees planted and nice lines all around the property here in Florida.
[00:37:44.620 --> 00:37:44.620]   There's a huge business for palms. You can sell palms that are mature for a lot of money. They got the house, the property planted with palm trees. They're all planned to be grown and to grow.
[00:37:44.620 --> 00:37:44.620]   It's not unusual to find a house where the entire property is a nursery. They're all planned to be grown and to grow and to grow and to grow.
[00:37:44.620 --> 00:37:44.620]  , and more interested in the properties are all kinds of income.
[00:37:44.640 --> 00:37:50.520]   They've got their growing little plants, ornamental plants, vegetables. They're selling plants off their front driveway.
[00:37:50.520 --> 00:37:55.620]   They're turning their entire property into a useful, productive asset.
[00:37:55.620 --> 00:38:12.140]   What's the point of having a manicured, perfect lawn that you pay a guy to come and cut when you can instead plant thousands of plants in pots that you can sell right out of your front driveway?
[00:38:12.140 --> 00:38:14.640]   The guy used to put a lot of money in there.
[00:38:14.640 --> 00:38:14.640]   It's not unusual to go and sell a lot of money in there.
[00:38:14.640 --> 00:38:14.640]   The guy used to put a lot of money in there.
[00:38:14.640 --> 00:38:14.640]   It's not unusual to go and sell a lot of money in there.
[00:38:14.640 --> 00:38:14.640]   It's not unusual to go and sell a lot of money in there.
[00:38:14.640 --> 00:38:14.640]   It's not unusual to go and sell a lot of money in there.
[00:38:14.640 --> 00:38:14.640]   It's not unusual to go and sell a lot of money in there.
[00:38:14.640 --> 00:38:14.640]   It's not unusual to go and sell a lot of money in there.
[00:38:14.640 --> 00:38:44.660]  , and all these interesting Asian fruits that you couldn't find anywhere.
[00:38:44.660 --> 00:38:44.660]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:38:44.660 --> 00:38:44.660]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:38:44.660 --> 00:38:44.660]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:38:44.660 --> 00:38:44.660]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:38:44.660 --> 00:38:44.660]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:38:44.660 --> 00:38:44.660]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:38:44.660 --> 00:38:44.660]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:38:44.660 --> 00:38:44.660]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:38:44.680 --> 00:39:14.680]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:39:14.680 --> 00:39:14.680]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:39:14.680 --> 00:39:14.680]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:39:14.680 --> 00:39:14.680]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:39:14.680 --> 00:39:14.680]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:39:14.680 --> 00:39:14.680]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:39:14.680 --> 00:39:14.680]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:39:14.680 --> 00:39:14.680]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:39:14.680 --> 00:39:14.680]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:39:14.680 --> 00:39:14.680]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:39:14.680 --> 00:39:14.680]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:39:14.680 --> 00:39:14.680]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:39:14.680 --> 00:39:14.680]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:39:14.680 --> 00:39:14.680]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:39:14.720 --> 00:39:44.700]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:39:44.700 --> 00:39:44.700]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:39:44.700 --> 00:39:44.700]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:39:44.700 --> 00:39:44.700]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:39:44.700 --> 00:39:44.700]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:39:44.700 --> 00:39:44.700]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:39:44.700 --> 00:39:44.700]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:39:44.700 --> 00:39:44.700]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:39:44.700 --> 00:39:44.700]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:39:44.720 --> 00:40:14.720]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:40:14.720 --> 00:40:14.720]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:40:14.720 --> 00:40:14.720]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:40:14.720 --> 00:40:14.720]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:40:14.720 --> 00:40:14.720]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:40:14.720 --> 00:40:14.720]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:40:14.720 --> 00:40:14.720]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:40:14.720 --> 00:40:14.720]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:40:14.720 --> 00:40:14.720]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:40:14.720 --> 00:40:14.720]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:40:14.720 --> 00:40:14.720]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:40:14.720 --> 00:40:14.720]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:40:14.720 --> 00:40:14.720]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:40:14.720 --> 00:40:14.720]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:40:14.760 --> 00:40:44.740]  ,
[00:40:44.740 --> 00:40:44.740]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:40:44.740 --> 00:40:44.740]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:40:44.740 --> 00:40:44.740]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:40:44.740 --> 00:40:44.740]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:40:44.740 --> 00:40:44.740]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:40:44.740 --> 00:40:44.740]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:40:44.740 --> 00:40:44.740]   and all these interesting Asian fruits that you couldn't find anywhere.
