
[00:00:00.000 --> 00:00:06.040]   Welcome back everyone.
[00:05:53.740 --> 00:05:56.000]   Let's walk through this simple example here.
[00:05:56.000 --> 00:05:58.100]   We have a candidate which is unusual,
[00:05:58.100 --> 00:06:00.900]   it's just seven occurrences of the word the.
[00:06:00.900 --> 00:06:02.860]   Obviously, not a good candidate.
[00:06:02.860 --> 00:06:04.960]   We have two reference texts,
[00:06:04.960 --> 00:06:07.620]   these are presumed to be human-created texts.
[00:06:07.620 --> 00:06:11.980]   The modified N-gram precision for the is 2/7.
[00:06:11.980 --> 00:06:15.100]   There are seven occurrences of the in the candidate,
[00:06:15.100 --> 00:06:16.760]   and the two comes from
[00:06:16.760 --> 00:06:21.460]   the reference text that contains the maximum number of thes.
[00:06:21.460 --> 00:06:23.260]   That's reference text 1,
[00:06:23.260 --> 00:06:24.860]   it has two tokens of the,
[00:06:24.860 --> 00:06:28.100]   whereas reference text 2 has just one token of the.
[00:06:28.100 --> 00:06:29.840]   We get two points for that,
[00:06:29.840 --> 00:06:34.500]   and then the modified N-gram precision for the is 2/7.
[00:06:34.500 --> 00:06:36.760]   That's a notion of precision.
[00:06:36.760 --> 00:06:39.380]   We need to balance that with a notion of recall,
[00:06:39.380 --> 00:06:41.500]   otherwise we might end up with systems that do
[00:06:41.500 --> 00:06:45.940]   very short generations in order to be very precise.
[00:06:45.940 --> 00:06:50.020]   For recall, blue introduces what they call a brevity penalty.
[00:06:50.020 --> 00:06:52.500]   In essence, what this is doing is saying,
[00:06:52.500 --> 00:06:54.340]   if the generated text is
[00:06:54.340 --> 00:06:57.740]   shorter than the text I expect for my corpus,
[00:06:57.740 --> 00:06:59.280]   I pay a little penalty.
[00:06:59.280 --> 00:07:01.100]   Once I get to the expected length,
[00:07:01.100 --> 00:07:04.100]   you stop paying a recall or brevity penalty,
[00:07:04.100 --> 00:07:08.140]   and you start to rely on the modified N-gram precision.
[00:07:08.140 --> 00:07:10.620]   The blue score itself is just a product of
[00:07:10.620 --> 00:07:12.980]   the brevity penalty score and the sum of
[00:07:12.980 --> 00:07:16.780]   the weighted modified N-gram precision values for each N.
[00:07:16.780 --> 00:07:18.980]   What I mean by that is we could do this for
[00:07:18.980 --> 00:07:21.660]   unigrams, bigrams, trigrams.
[00:07:21.660 --> 00:07:23.120]   We could assign different weight to
[00:07:23.120 --> 00:07:24.840]   those different notions of N-gram,
[00:07:24.840 --> 00:07:26.700]   and all of those are incorporated
[00:07:26.700 --> 00:07:29.420]   if we want into the blue score.
[00:07:29.420 --> 00:07:31.640]   Properties of the blue score,
[00:07:31.640 --> 00:07:34.000]   its bounds are 0 and 1 with one the best that we
[00:07:34.000 --> 00:07:35.660]   have no expectation for
[00:07:35.660 --> 00:07:38.500]   naturalistic data that any system will achieve one,
[00:07:38.500 --> 00:07:39.900]   because there's no way we can have
[00:07:39.900 --> 00:07:43.280]   all the relevant reference texts conceptually.
[00:07:43.280 --> 00:07:46.440]   The value encoded is something like an appropriate,
[00:07:46.440 --> 00:07:48.640]   we hope, balance of precision and
[00:07:48.640 --> 00:07:52.300]   recall as implemented in that brevity penalty.
[00:07:52.300 --> 00:07:54.620]   It's similar to the word error rate,
[00:07:54.620 --> 00:07:56.620]   but it seeks to accommodate the fact that there are
[00:07:56.620 --> 00:07:59.520]   typically multiple suitable outputs for a given input,
[00:07:59.520 --> 00:08:02.420]   our fundamental challenge for generation.
[00:08:02.420 --> 00:08:06.420]   Weaknesses, well, there's a long literature on this,
[00:08:06.420 --> 00:08:09.100]   some of it arguing that blue fails to
[00:08:09.100 --> 00:08:11.540]   correlate with human scoring for translation,
[00:08:11.540 --> 00:08:14.060]   which is an important application domain for blue,
[00:08:14.060 --> 00:08:15.520]   so that's worrisome.
[00:08:15.520 --> 00:08:18.740]   It's very sensitive to the N-gram order of things,
[00:08:18.740 --> 00:08:20.940]   so in that way, it is very attuned to
[00:08:20.940 --> 00:08:23.780]   syntactic elements of these comparisons.
[00:08:23.780 --> 00:08:26.140]   It's insensitive to N-gram type.
[00:08:26.140 --> 00:08:29.020]   Again, that's a notion of string dependence.
[00:08:29.020 --> 00:08:30.800]   That dog, the dog,
[00:08:30.800 --> 00:08:32.720]   and that toaster might be
[00:08:32.720 --> 00:08:34.680]   treated identically with your blue scoring,
[00:08:34.680 --> 00:08:36.820]   even though that dog and that dog are obviously
[00:08:36.820 --> 00:08:40.460]   closer to each other than that toaster.
[00:08:40.460 --> 00:08:43.260]   Finally, you have to be really
[00:08:43.260 --> 00:08:45.860]   thoughtful about the domain that you're operating in,
[00:08:45.860 --> 00:08:48.060]   because blue might be just mismatched
[00:08:48.060 --> 00:08:49.880]   to the goals of generation in that space.
[00:08:49.880 --> 00:08:51.440]   For example, Leo et al,
[00:08:51.440 --> 00:08:53.700]   2016 in the process of developing and
[00:08:53.700 --> 00:08:56.560]   evaluating neural conversational agents,
[00:08:56.560 --> 00:09:00.660]   just argue against blue as a metric for dialogue.
[00:09:00.660 --> 00:09:04.240]   Think carefully about what your generations mean,
[00:09:04.240 --> 00:09:06.640]   what reference texts you actually have,
[00:09:06.640 --> 00:09:08.380]   and whether or not everything is
[00:09:08.380 --> 00:09:10.340]   aligned given your high-level goals.
[00:09:10.340 --> 00:09:14.500]   Again, a common refrain for this unit of the course.
[00:09:14.500 --> 00:09:17.560]   I mentioned two reference-based metrics,
[00:09:17.560 --> 00:09:19.020]   and I call them reference-based.
[00:09:19.020 --> 00:09:21.360]   Word error rate and blue are both like this because they
[00:09:21.360 --> 00:09:23.820]   depend on these reference texts,
[00:09:23.820 --> 00:09:25.920]   these human-created texts.
[00:09:25.920 --> 00:09:29.100]   Others in that family include rouge and
[00:09:29.100 --> 00:09:31.460]   meteor and what you can see happening here,
[00:09:31.460 --> 00:09:33.060]   especially with meteor is that we're
[00:09:33.060 --> 00:09:35.760]   trying to be oriented toward a task,
[00:09:35.760 --> 00:09:37.720]   maybe a semantic task like summarization,
[00:09:37.720 --> 00:09:41.840]   and also less sensitive to fine-grained details of
[00:09:41.840 --> 00:09:43.920]   the reference texts and the generated text
[00:09:43.920 --> 00:09:46.520]   to key into more semantic notions.
[00:09:46.520 --> 00:09:50.440]   Meteor does that with things like stemming and synonyms.
[00:09:50.440 --> 00:09:53.440]   With scoring procedures like CIDR and BERT score,
[00:09:53.440 --> 00:09:54.800]   we actually move into
[00:09:54.800 --> 00:09:56.600]   vector space models that we might hope
[00:09:56.600 --> 00:09:59.560]   capture many deep aspects of semantics.
[00:09:59.560 --> 00:10:02.480]   CIDR does this with TF-IDF vectors.
[00:10:02.480 --> 00:10:03.540]   It's a powerful idea,
[00:10:03.540 --> 00:10:04.880]   though it does make it heavily
[00:10:04.880 --> 00:10:07.680]   dependent on the nature of the dataset.
[00:10:07.680 --> 00:10:10.920]   Then BERT score uses weighted maxim at
[00:10:10.920 --> 00:10:14.820]   the token level to define scores between two texts.
[00:10:14.820 --> 00:10:16.380]   That's a very semantic notion.
[00:10:16.380 --> 00:10:18.480]   In fact, the scoring procedure looks a lot like
[00:10:18.480 --> 00:10:21.760]   the one that we use for the Colbert retrieval model.
[00:10:21.760 --> 00:10:23.120]   What you can see happening,
[00:10:23.120 --> 00:10:24.480]   especially with BERT score,
[00:10:24.480 --> 00:10:26.420]   is that we're trying to get away from
[00:10:26.420 --> 00:10:28.360]   all the details of these strings and
[00:10:28.360 --> 00:10:31.960]   really key into deeper aspects of meaning.
[00:10:31.960 --> 00:10:36.040]   I thought I'd mention image-based NLG metrics.
[00:10:36.040 --> 00:10:37.880]   Some of you might be developing systems that
[00:10:37.880 --> 00:10:40.080]   take images as input, produce text,
[00:10:40.080 --> 00:10:41.920]   and then we want to ask the question of whether or not
[00:10:41.920 --> 00:10:44.600]   that's a good text for the image.
[00:10:44.600 --> 00:10:48.200]   For this task, reference-based metrics
[00:10:48.200 --> 00:10:50.520]   like blue and word error rate will be fine,
[00:10:50.520 --> 00:10:53.440]   assuming that the human annotations exist and are
[00:10:53.440 --> 00:10:55.600]   aligned with the actual goal that you
[00:10:55.600 --> 00:10:57.200]   have for the text that you're
[00:10:57.200 --> 00:11:00.300]   generating conditional on these images.
[00:11:00.300 --> 00:11:02.500]   But that could be a large burden
[00:11:02.500 --> 00:11:04.260]   for many domains and many tasks.
[00:11:04.260 --> 00:11:06.200]   We won't have annotations
[00:11:06.200 --> 00:11:08.860]   in the right way for these reference-based metrics.
[00:11:08.860 --> 00:11:11.640]   You might think about reference-less metrics.
[00:11:11.640 --> 00:11:13.980]   Metrics in this space seek to score
[00:11:13.980 --> 00:11:18.120]   text-image pairs with no need for human-created references.
[00:11:18.120 --> 00:11:20.860]   At this moment, the most popular of these is certainly
[00:11:20.860 --> 00:11:24.220]   ClipScore but there are others like UMIC and Spurts.
[00:11:24.220 --> 00:11:27.060]   The vision here is to drop the need for human annotation,
[00:11:27.060 --> 00:11:29.780]   which is a major bottleneck for
[00:11:29.780 --> 00:11:32.020]   evaluation and instead just score
[00:11:32.020 --> 00:11:35.180]   these image-text pairs in isolation.
[00:11:35.180 --> 00:11:37.000]   I think this is really promising.
[00:11:37.000 --> 00:11:38.420]   We do have a paper, Christ et al.
[00:11:38.420 --> 00:11:40.340]   2022, where we criticize
[00:11:40.340 --> 00:11:43.300]   these reference-less metrics on the grounds that they are
[00:11:43.300 --> 00:11:45.140]   insensitive to the purpose of
[00:11:45.140 --> 00:11:48.420]   the text and the context in which the image appeared.
[00:11:48.420 --> 00:11:50.820]   Those are crucial aspects when you think about
[00:11:50.820 --> 00:11:53.300]   our goals for generation in this context.
[00:11:53.300 --> 00:11:55.700]   It's a shame that these reference-less metrics
[00:11:55.700 --> 00:11:57.940]   are just missing that information.
[00:11:57.940 --> 00:12:00.900]   However, we are optimistic that we can design
[00:12:00.900 --> 00:12:03.900]   variants of ClipScore and related metrics
[00:12:03.900 --> 00:12:06.880]   that can actually bring in these notions of quality.
[00:12:06.880 --> 00:12:09.140]   I think reference-less metrics may be
[00:12:09.140 --> 00:12:10.580]   a fruitful path forward for
[00:12:10.580 --> 00:12:14.060]   evaluation for image-based NLG.
[00:12:14.060 --> 00:12:15.940]   Then finally, to round this out,
[00:12:15.940 --> 00:12:18.340]   I thought I'd offer a more high-level comment
[00:12:18.340 --> 00:12:21.860]   under the heading of task-oriented metrics.
[00:12:21.860 --> 00:12:24.740]   We've been very focused so far on comparisons with
[00:12:24.740 --> 00:12:28.400]   reference texts and other notions of intrinsic quality.
[00:12:28.400 --> 00:12:30.820]   But we should reflect on the fact that by and large,
[00:12:30.820 --> 00:12:31.800]   when we do generation,
[00:12:31.800 --> 00:12:33.420]   we're trying to achieve some goal of
[00:12:33.420 --> 00:12:37.140]   communication or to help an agent take some action.
[00:12:37.140 --> 00:12:40.980]   The classical off-the-shelf reference-based metrics will
[00:12:40.980 --> 00:12:42.880]   capture aspects of the task
[00:12:42.880 --> 00:12:46.100]   only to the extent that the human annotations did.
[00:12:46.100 --> 00:12:48.180]   If your reference texts aren't sensitive to
[00:12:48.180 --> 00:12:50.220]   what the goal of generation was,
[00:12:50.220 --> 00:12:53.200]   then that won't be reflected in your evaluation.
[00:12:53.200 --> 00:12:56.700]   You can imagine model-based metrics that are tuned to
[00:12:56.700 --> 00:13:00.100]   specific tasks and therefore task-oriented in their nature,
[00:13:00.100 --> 00:13:03.120]   but that's actually currently a very rare model.
[00:13:03.120 --> 00:13:06.340]   I think it's fruitful though to think about what the goal of
[00:13:06.340 --> 00:13:08.140]   the text was and consider whether
[00:13:08.140 --> 00:13:10.420]   your evaluation could be based in that goal.
[00:13:10.420 --> 00:13:12.380]   This would be a new mode of thinking.
[00:13:12.380 --> 00:13:14.480]   You would ask yourself, can an agent that
[00:13:14.480 --> 00:13:17.940]   receive the generated text use it to solve the task?
[00:13:17.940 --> 00:13:21.580]   Then your metric would be task success.
[00:13:21.580 --> 00:13:23.780]   Or was a specific piece of
[00:13:23.780 --> 00:13:25.700]   information reliably communicated?
[00:13:25.700 --> 00:13:29.060]   Again, we could just ask directly whether the agent receiving
[00:13:29.060 --> 00:13:33.420]   the message reliably extracted the information we care about.
[00:13:33.420 --> 00:13:36.660]   Or did the message lead the person to take a desirable action,
[00:13:36.660 --> 00:13:40.860]   which would be a more indirect measure of communicative success?
[00:13:40.860 --> 00:13:43.100]   That could be the fundamental thing that we
[00:13:43.100 --> 00:13:45.280]   use for our metric for generation.
[00:13:45.280 --> 00:13:47.580]   That will capture some aspects and
[00:13:47.580 --> 00:13:49.820]   leave out some others, for example, fluency.
[00:13:49.820 --> 00:13:51.060]   But I think overall,
[00:13:51.060 --> 00:13:54.000]   you can imagine that this is much more tightly aligned
[00:13:54.000 --> 00:13:59.020]   with the goals that we actually have for our generation systems.
[00:13:59.020 --> 00:14:09.020]   [BLANK_AUDIO]

