
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[00:02:23.740 --> 00:02:25.960]   - I only say that to you.
[00:02:25.960 --> 00:02:32.040]   Okay, so we want today to give moms and dads,
[00:02:32.040 --> 00:02:36.080]   grandmas and grandpas, maybe two,
[00:02:36.080 --> 00:02:40.400]   who are in the trenches of homeschooling their children
[00:02:40.400 --> 00:02:44.940]   an idea of what it might look like
[00:02:44.940 --> 00:02:48.440]   on the other side of the daily grind.
[00:02:48.440 --> 00:02:53.440]   When the empty nest becomes reality and not theory,
[00:02:53.680 --> 00:02:58.060]   we want to give parents an idea of what you've been doing
[00:02:58.060 --> 00:03:00.660]   all these years as a homeschooling dad,
[00:03:00.660 --> 00:03:05.660]   part of a homeschooling family, the good, the bad, the ugly,
[00:03:05.660 --> 00:03:09.120]   and what it looks like now on this side,
[00:03:09.120 --> 00:03:13.960]   your hopes, your dreams, what you wish you had done,
[00:03:13.960 --> 00:03:18.440]   and how the life of a classical educator
[00:03:18.440 --> 00:03:23.100]   has prepared you to enjoy the future with your girls, okay?
[00:03:23.880 --> 00:03:24.720]   - Sounds good.
[00:03:24.720 --> 00:03:29.720]   - So, let me ask you, David, how long did you homeschool?
[00:03:29.720 --> 00:03:32.180]   This is not a trick question.
[00:03:32.180 --> 00:03:36.180]   - We began homeschooling in, I guess,
[00:03:36.180 --> 00:03:41.700]   about 1997, something like that.
[00:03:41.700 --> 00:03:43.020]   - See, this is why I said,
[00:03:43.020 --> 00:03:45.140]   I should have said it is a trick question.
[00:03:45.140 --> 00:03:47.440]   Some people think, you know,
[00:03:47.440 --> 00:03:50.260]   I don't really remember when we started homeschooling.
[00:03:50.260 --> 00:03:52.980]   We've always just kind of been living this life
[00:03:52.980 --> 00:03:55.420]   of the mind with curious children
[00:03:55.420 --> 00:03:57.020]   and answering their questions,
[00:03:57.020 --> 00:04:00.420]   and so sometimes I tell people we've been homeschooling
[00:04:00.420 --> 00:04:01.860]   from the very beginning,
[00:04:01.860 --> 00:04:05.060]   from the day we brought our older daughter
[00:04:05.060 --> 00:04:08.620]   home from the hospital, and then sometimes I say,
[00:04:08.620 --> 00:04:11.460]   I guess we officially started
[00:04:11.460 --> 00:04:16.460]   when she would have been a kindergartner, and so, yeah.
[00:04:16.460 --> 00:04:21.540]   - About 1997, then our younger daughter graduated in 2015,
[00:04:22.540 --> 00:04:27.540]   so that's 18 years, is that the math correctly?
[00:04:27.540 --> 00:04:29.560]   - It's a long time.
[00:04:29.560 --> 00:04:33.520]   - So, you've probably told this story before,
[00:04:33.520 --> 00:04:38.520]   but when we were deciding how to educate our daughter,
[00:04:38.520 --> 00:04:43.860]   well, our daughters, I was all in favor of public school
[00:04:43.860 --> 00:04:47.680]   just because it would help us network
[00:04:47.680 --> 00:04:49.640]   with a lot of other families, and as a pastor,
[00:04:49.640 --> 00:04:53.940]   I wanted to have ways to connect with other young families,
[00:04:53.940 --> 00:04:58.940]   but you persuaded me to give homeschooling a shot,
[00:04:58.940 --> 00:05:04.640]   but one of the key moments came
[00:05:04.640 --> 00:05:08.520]   when we had a family visiting with us,
[00:05:08.520 --> 00:05:12.020]   and she and her husband homeschooled their children,
[00:05:12.020 --> 00:05:15.580]   and they asked us what we were gonna do
[00:05:15.580 --> 00:05:20.580]   with our kids' education, and when she said to you
[00:05:20.580 --> 00:05:26.400]   that you're already homeschooling now,
[00:05:26.400 --> 00:05:30.860]   you're already doing that, and I guess for you and me,
[00:05:30.860 --> 00:05:33.440]   it pretty much came naturally,
[00:05:33.440 --> 00:05:36.020]   and we didn't have to put on a teacher's hat,
[00:05:36.020 --> 00:05:38.440]   that's just kind of how we live life.
[00:05:38.440 --> 00:05:39.380]   - Yeah.
[00:05:39.380 --> 00:05:42.060]   - And so, yeah, we've been homeschooling,
[00:05:42.060 --> 00:05:43.880]   we did it for a number of years.
[00:05:44.980 --> 00:05:47.280]   - So that's the how long,
[00:05:47.280 --> 00:05:49.820]   and that's pretty much the way I remember it too,
[00:05:49.820 --> 00:05:53.460]   so that's good, but why?
[00:05:53.460 --> 00:05:58.460]   Why did you agree to step out onto the path
[00:05:58.460 --> 00:06:02.120]   of this homeschooling journey?
[00:06:02.120 --> 00:06:04.100]   - That's a good question, because back in the '90s,
[00:06:04.100 --> 00:06:09.100]   this was not mainstream in any context,
[00:06:09.100 --> 00:06:14.260]   and so it was a more radical kind of endeavor,
[00:06:14.820 --> 00:06:17.260]   we didn't have, actually that was the year
[00:06:17.260 --> 00:06:22.020]   that CC began in 1997, we didn't know about it then,
[00:06:22.020 --> 00:06:26.440]   but I think that we wanted to homeschool,
[00:06:26.440 --> 00:06:27.900]   I've heard you say this, and I agree,
[00:06:27.900 --> 00:06:31.940]   that it's just so fun to see children learn things,
[00:06:31.940 --> 00:06:34.180]   we just love children anyway,
[00:06:34.180 --> 00:06:36.780]   but we love watching their eyes light up,
[00:06:36.780 --> 00:06:41.780]   and we love fielding the questions that come to mind.
[00:06:41.780 --> 00:06:45.520]   - Yeah, yeah, yeah, do you think it's safe to say
[00:06:45.520 --> 00:06:50.520]   that you were willing to begin the homeschool journey,
[00:06:50.520 --> 00:06:56.140]   because I really wanted to, and we had people we trusted
[00:06:56.140 --> 00:06:58.100]   who thought we could really do this,
[00:06:58.100 --> 00:07:01.900]   but you also thought, how badly can we mess them up
[00:07:01.900 --> 00:07:04.300]   in kindergarten? (laughing)
[00:07:04.300 --> 00:07:06.700]   - I probably wasn't thinking about it that deeply,
[00:07:06.700 --> 00:07:11.340]   in terms of long-term, once we started,
[00:07:11.340 --> 00:07:12.820]   it seemed so natural to me,
[00:07:12.820 --> 00:07:15.040]   I kind of never really looked back.
[00:07:15.040 --> 00:07:17.940]   - That was what I was gonna ask you next,
[00:07:17.940 --> 00:07:21.740]   if that's why you began, just because it is fun
[00:07:21.740 --> 00:07:23.660]   to see the light bulbs come on,
[00:07:23.660 --> 00:07:27.260]   and learning alongside your kids is supernatural,
[00:07:27.260 --> 00:07:32.260]   and a lot of fun, why did you agree to continue for so long?
[00:07:32.260 --> 00:07:37.740]   After we started, do you remember thinking,
[00:07:37.740 --> 00:07:39.700]   oh, I'm gonna do this 'til they graduate,
[00:07:40.620 --> 00:07:42.260]   or not? - I was not thinking
[00:07:42.260 --> 00:07:43.540]   that far ahead. - Yeah.
[00:07:43.540 --> 00:07:50.380]   - You bore the brunt of the whole process,
[00:07:50.380 --> 00:07:55.380]   and it's not like it was a lot of work for me to be involved.
[00:07:55.380 --> 00:08:00.620]   I know that you did a lot of research
[00:08:00.620 --> 00:08:05.440]   studying educational curriculum, curricula,
[00:08:05.440 --> 00:08:10.220]   and ways to educate children, of course you had background,
[00:08:10.220 --> 00:08:13.500]   a lot of experience, particularly with preschoolers,
[00:08:13.500 --> 00:08:18.500]   and so this was kind of something close to your heart
[00:08:18.500 --> 00:08:25.940]   to study and to find what is the right way
[00:08:25.940 --> 00:08:31.220]   to educate children, and we can chuckle now,
[00:08:31.220 --> 00:08:35.860]   because young parents think there's gotta be one right way.
[00:08:35.860 --> 00:08:39.020]   - There's so many right ways.
[00:08:39.020 --> 00:08:42.400]   - Yeah, and it is a process,
[00:08:42.400 --> 00:08:46.040]   and there is grace built into it
[00:08:46.040 --> 00:08:49.740]   that a young parent may not realize.
[00:08:49.740 --> 00:08:52.580]   - Okay, listeners, I want you to hear that.
[00:08:52.580 --> 00:08:56.840]   There is grace built into homeschooling
[00:08:56.840 --> 00:09:00.100]   that you might not realize.
[00:09:00.100 --> 00:09:07.220]   You don't have to find the one right way,
[00:09:07.220 --> 00:09:09.940]   'cause there's not one right way,
[00:09:09.940 --> 00:09:11.820]   and if you have more than one child,
[00:09:11.820 --> 00:09:14.780]   you've already internalized that whole idea,
[00:09:14.780 --> 00:09:18.740]   because the right way to teach child A to read
[00:09:18.740 --> 00:09:22.260]   is the one way that will not work for child B,
[00:09:22.260 --> 00:09:24.200]   almost guaranteed.
[00:09:24.200 --> 00:09:26.000]   There's not one right way.
[00:09:26.000 --> 00:09:31.000]   There are very few mistakes
[00:09:31.000 --> 00:09:34.480]   from which you cannot recover as a homeschooler.
[00:09:34.480 --> 00:09:38.100]   If you try one tack and it doesn't work,
[00:09:38.100 --> 00:09:41.240]   or it doesn't work well, or you just don't like it,
[00:09:41.240 --> 00:09:45.660]   you can stop, boot that to the curb,
[00:09:45.660 --> 00:09:48.860]   and try a different way, and it's okay.
[00:09:48.860 --> 00:09:54.140]   Don't be afraid that you're gonna make a mistake.
[00:09:54.140 --> 00:09:59.140]   And moms, if your husband needs to hear this,
[00:09:59.140 --> 00:10:02.960]   then stop the podcast, go find him,
[00:10:02.960 --> 00:10:05.740]   and help him listen to this dad,
[00:10:05.740 --> 00:10:09.240]   who also is saying to you,
[00:10:09.240 --> 00:10:11.620]   "Yeah, I kinda just believed you
[00:10:11.620 --> 00:10:13.300]   "when you said we could do this,
[00:10:13.300 --> 00:10:18.300]   "and I saw good things, and I trusted you."
[00:10:18.300 --> 00:10:23.660]   - Well, another thing about our relationship
[00:10:23.660 --> 00:10:26.500]   is that even before we began dating,
[00:10:26.500 --> 00:10:29.980]   we worked shoulder to shoulder with children,
[00:10:29.980 --> 00:10:32.060]   and I knew how you dealt with children,
[00:10:32.060 --> 00:10:34.560]   you knew how I dealt with children,
[00:10:34.560 --> 00:10:37.780]   and for our first married years,
[00:10:37.780 --> 00:10:39.400]   we were looking forward to the time
[00:10:39.400 --> 00:10:41.860]   when we would have our own children.
[00:10:41.860 --> 00:10:46.860]   And so we both came into parenthood
[00:10:46.860 --> 00:10:50.840]   with more experience working with children
[00:10:50.840 --> 00:10:54.100]   than maybe is typical. - There are a lot.
[00:10:54.100 --> 00:10:55.860]   - And that helped a lot. - It did.
[00:10:55.860 --> 00:10:57.360]   - I mean, it helped us get on the same page
[00:10:57.360 --> 00:10:59.880]   in terms of parenting, not just educating.
[00:10:59.880 --> 00:11:04.880]   - Right, I think that both of us tend to be learners,
[00:11:04.880 --> 00:11:06.960]   we both tend to be curious,
[00:11:06.960 --> 00:11:09.860]   we both tend to ask a lot of questions,
[00:11:09.860 --> 00:11:15.720]   we tend to be interested in a lot of different things,
[00:11:15.720 --> 00:11:19.860]   and for those reasons, I think we continued
[00:11:19.860 --> 00:11:22.920]   to be interested in homeschooling.
[00:11:22.920 --> 00:11:25.840]   I do know, I can remember when I went
[00:11:25.840 --> 00:11:29.960]   to my very first CC practicum,
[00:11:29.960 --> 00:11:32.960]   and y'all, it looked way different way back then.
[00:11:32.960 --> 00:11:37.960]   I mean, it was in one, we fit,
[00:11:37.960 --> 00:11:41.400]   I think there were 24 of us
[00:11:41.400 --> 00:11:43.700]   at the first practicum I ever attended,
[00:11:43.700 --> 00:11:47.700]   and Lee was the speaker, and we spent three days
[00:11:47.700 --> 00:11:52.700]   in a second floor, un-air-conditioned Sunday school room
[00:11:55.120 --> 00:11:59.400]   with small chairs and a big whiteboard,
[00:11:59.400 --> 00:12:04.400]   which Lee wrote madly on for six hours every day
[00:12:04.400 --> 00:12:09.460]   while she talked to us about the beauties and benefits
[00:12:09.460 --> 00:12:12.200]   of a classical Christian education.
[00:12:12.200 --> 00:12:15.760]   And I came home from that one of the very first days,
[00:12:15.760 --> 00:12:20.760]   and we went out to eat, and I was talking to you about math,
[00:12:20.760 --> 00:12:24.520]   and the glory of math, which was not my favorite subject
[00:12:24.520 --> 00:12:26.780]   growing up, okay, and the glory of math,
[00:12:26.780 --> 00:12:28.320]   and how you could see God in math,
[00:12:28.320 --> 00:12:30.740]   and I was drawing these little diagrams
[00:12:30.740 --> 00:12:34.520]   on beverage napkins, and you looked at me and said,
[00:12:34.520 --> 00:12:37.880]   "Who are you, and what has happened to you?"
[00:12:37.880 --> 00:12:42.880]   And I was so excited about education at that point
[00:12:42.880 --> 00:12:45.560]   that I think, we had been homeschooling
[00:12:45.560 --> 00:12:47.880]   for several years by then.
[00:12:47.880 --> 00:12:51.120]   When our girls jumped into the foundations program,
[00:12:51.120 --> 00:12:53.720]   one was in the fifth grade, and one was in the second grade,
[00:12:53.720 --> 00:12:57.380]   so we had some years of homeschooling under our belt,
[00:12:57.380 --> 00:13:01.340]   but it was at the point where I discovered
[00:13:01.340 --> 00:13:05.960]   classical conversations that I really had confidence
[00:13:05.960 --> 00:13:10.900]   in the long view that we could stay the course,
[00:13:10.900 --> 00:13:14.040]   and I remember one of the things that appealed
[00:13:14.040 --> 00:13:16.880]   to you the most was looking at the challenge,
[00:13:16.880 --> 00:13:18.200]   scope, and sequence.
[00:13:18.200 --> 00:13:21.440]   - I don't even remember that.
[00:13:21.440 --> 00:13:22.600]   - Isn't that funny?
[00:13:22.600 --> 00:13:24.120]   - What I do remember is you coming home,
[00:13:24.120 --> 00:13:27.120]   and you were excited about math,
[00:13:27.120 --> 00:13:29.680]   and you were teaching me all these things,
[00:13:29.680 --> 00:13:34.000]   and I thought, wow, this really has lit your fire.
[00:13:34.000 --> 00:13:39.000]   It's grasped your imagination and your enthusiasm,
[00:13:39.000 --> 00:13:45.000]   and so that was a selling point to me.
[00:13:45.000 --> 00:13:48.560]   Of course, at that point, we, as you said,
[00:13:48.560 --> 00:13:50.680]   had been homeschooling for nine years,
[00:13:50.680 --> 00:13:54.480]   and we were not considering stopping homeschooling,
[00:13:54.480 --> 00:13:57.000]   but we were wondering if we could throw in
[00:13:57.000 --> 00:14:00.480]   with this new organization, new to us organization,
[00:14:00.480 --> 00:14:04.680]   that some friends had kind of recruited you for.
[00:14:04.680 --> 00:14:05.800]   - True.
[00:14:05.800 --> 00:14:10.800]   - And when it seemed to be a real fit for you
[00:14:10.800 --> 00:14:17.840]   as a mom and a teacher, it seemed like something
[00:14:19.000 --> 00:14:20.840]   really worth pursuing.
[00:14:20.840 --> 00:14:25.480]   - Yeah, yeah, I really loved becoming involved
[00:14:25.480 --> 00:14:29.600]   as a challenge tutor, director at the very beginning,
[00:14:29.600 --> 00:14:33.560]   because I loved seeing where the foundation's work
[00:14:33.560 --> 00:14:36.920]   was going to take these children,
[00:14:36.920 --> 00:14:40.600]   that we really were giving them so much good stuff
[00:14:40.600 --> 00:14:43.560]   to think about that when they were old enough
[00:14:43.560 --> 00:14:47.240]   to think deeper thoughts, they would have some ammunition.
[00:14:47.240 --> 00:14:49.960]   They would have some stuff to think about.
[00:14:49.960 --> 00:14:54.480]   And I liked the plan that was laid out.
[00:14:54.480 --> 00:14:56.280]   - Well, you had done enough research
[00:14:56.280 --> 00:14:58.360]   before you ever went to that practicum
[00:14:58.360 --> 00:15:00.720]   about classical education.
[00:15:00.720 --> 00:15:02.800]   You knew what you were looking for.
[00:15:02.800 --> 00:15:06.680]   You were kind of in the process of inventing the wheel
[00:15:06.680 --> 00:15:10.400]   on how that would work in a day-to-day child's curriculum.
[00:15:10.400 --> 00:15:14.160]   And when you found that somebody else was a few years ahead
[00:15:14.160 --> 00:15:19.000]   in inventing this wheel, it just was a natural fit.
[00:15:19.000 --> 00:15:20.720]   - Absolutely, because you know what?
[00:15:20.720 --> 00:15:23.960]   If you've ever tried to do it, man,
[00:15:23.960 --> 00:15:26.400]   September and October go great.
[00:15:26.400 --> 00:15:28.000]   And November is kind of fun.
[00:15:28.000 --> 00:15:30.040]   In December, you can do a lot of holiday stuff,
[00:15:30.040 --> 00:15:33.640]   but January comes and man, the doldrums set in
[00:15:33.640 --> 00:15:38.640]   and creating a classical Christian curriculum
[00:15:38.640 --> 00:15:43.920]   for your children, especially as they mature and grow
[00:15:43.920 --> 00:15:46.040]   and their skills develop and they're ready
[00:15:46.040 --> 00:15:48.640]   for new adventures, man, that was hard.
[00:15:48.640 --> 00:15:52.600]   Writing all of that on my own was really hard.
[00:15:52.600 --> 00:15:57.600]   And so while we still loved exploring the world together,
[00:15:57.600 --> 00:16:00.360]   it was really awesome to have somebody
[00:16:00.360 --> 00:16:04.440]   who was setting out a blueprint for us of how to do that.
[00:16:04.440 --> 00:16:06.560]   And that made it possible for us
[00:16:06.560 --> 00:16:09.360]   to look forward to continuing.
[00:16:09.360 --> 00:16:14.360]   - Well, our older daughter particularly seemed very curious,
[00:16:14.360 --> 00:16:20.040]   but so logical, and this seemed like a good curriculum
[00:16:20.040 --> 00:16:24.240]   for her, we felt like, especially by then,
[00:16:24.240 --> 00:16:27.160]   we felt if she went to the public school system,
[00:16:27.160 --> 00:16:29.680]   she would just be bored and probably end up
[00:16:29.680 --> 00:16:30.520]   causing trouble.
[00:16:30.520 --> 00:16:31.840]   - Disruptive, shall we say.
[00:16:31.840 --> 00:16:34.680]   - And so this seemed like a good curriculum
[00:16:34.680 --> 00:16:37.960]   where she could really be challenged.
[00:16:37.960 --> 00:16:41.320]   - And enjoy learning.
[00:16:41.320 --> 00:16:43.000]   - Yeah, yeah.
[00:16:43.000 --> 00:16:48.000]   So did you enjoy learning alongside them as they grew up?
[00:16:48.000 --> 00:16:52.320]   - I did enjoy it.
[00:16:52.320 --> 00:16:55.020]   I wish I had plugged into it more.
[00:16:55.020 --> 00:17:01.320]   They were being exposed to a lot
[00:17:01.320 --> 00:17:04.440]   that I never was exposed to in my education.
[00:17:04.440 --> 00:17:08.260]   And I've kind of felt like I was an outsider.
[00:17:08.260 --> 00:17:11.360]   I was behind because the three of you knew all this stuff
[00:17:11.360 --> 00:17:13.640]   and I didn't.
[00:17:13.640 --> 00:17:18.640]   - I do remember the year after Sarah finished Challenge B,
[00:17:18.640 --> 00:17:22.440]   so three of us had been through multiple years
[00:17:22.440 --> 00:17:25.700]   of formal logic by then, and you were the only person
[00:17:25.700 --> 00:17:28.000]   who had not taken the logic course,
[00:17:28.000 --> 00:17:30.780]   which is ironic since probably by nature,
[00:17:30.780 --> 00:17:33.680]   you were the most logical person of the four of us.
[00:17:33.680 --> 00:17:35.000]   - Oh, maybe.
[00:17:35.000 --> 00:17:36.760]   - That's really fun.
[00:17:36.760 --> 00:17:40.080]   So what was the best thing about homeschooling?
[00:17:40.080 --> 00:17:43.840]   As you look back, because okay, spirit of full disclosure,
[00:17:43.840 --> 00:17:46.000]   both of our girls are grown.
[00:17:46.000 --> 00:17:47.840]   They're both married.
[00:17:47.840 --> 00:17:49.560]   We have a grandson now.
[00:17:49.560 --> 00:17:54.000]   So we are looking beyond homeschooling.
[00:17:54.000 --> 00:17:58.040]   So this is homeschooling and beyond a dad's perspective.
[00:17:58.040 --> 00:18:01.640]   It is way beyond homeschooling.
[00:18:01.640 --> 00:18:03.000]   So let me ask you this.
[00:18:03.000 --> 00:18:05.760]   What was the best thing about homeschooling
[00:18:05.760 --> 00:18:07.280]   as you look back?
[00:18:07.280 --> 00:18:10.680]   - I think just being in touch with my children.
[00:18:10.680 --> 00:18:12.000]   - Oh, yeah.
[00:18:12.000 --> 00:18:15.680]   - And public school then wasn't as bad as maybe--
[00:18:15.680 --> 00:18:17.160]   - It seems to be now.
[00:18:17.160 --> 00:18:21.480]   - Yes, it seems to be now, just based on news reports.
[00:18:21.480 --> 00:18:26.280]   But I was never concerned about what my children
[00:18:26.280 --> 00:18:27.680]   might be learning in school.
[00:18:29.360 --> 00:18:34.160]   And I knew who they were learning with,
[00:18:34.160 --> 00:18:36.800]   not just you, their mom,
[00:18:36.800 --> 00:18:41.200]   but also their peers and their families.
[00:18:41.200 --> 00:18:45.480]   But I just enjoy their company.
[00:18:45.480 --> 00:18:46.320]   - Yeah.
[00:18:46.320 --> 00:18:49.280]   - And that's such a blessing,
[00:18:49.280 --> 00:18:53.280]   just to be able to enjoy your being together as a family.
[00:18:53.280 --> 00:18:54.520]   And we still enjoy that.
[00:18:54.520 --> 00:18:57.040]   It's a lot different now, but we still enjoy it.
[00:18:57.040 --> 00:18:57.880]   - Right.
[00:18:57.880 --> 00:19:02.520]   So I think that was one of the great joys.
[00:19:02.520 --> 00:19:05.640]   And it was also fun having them tell me stuff
[00:19:05.640 --> 00:19:06.600]   that they were learning.
[00:19:06.600 --> 00:19:07.840]   - Oh, I like that.
[00:19:07.840 --> 00:19:10.400]   I used to love to listen to them rattle off
[00:19:10.400 --> 00:19:11.920]   the things that they knew.
[00:19:11.920 --> 00:19:15.720]   Or I liked watching them impress you
[00:19:15.720 --> 00:19:19.000]   with something that they knew that you were surprised
[00:19:19.000 --> 00:19:21.400]   to find that they knew.
[00:19:21.400 --> 00:19:23.920]   - Yes, the timeline stands out.
[00:19:23.920 --> 00:19:25.640]   - Oh yeah, oh yeah.
[00:19:25.640 --> 00:19:26.480]   I like that.
[00:19:26.480 --> 00:19:29.880]   - I like that you said that your favorite part
[00:19:29.880 --> 00:19:31.800]   or the best thing about homeschooling
[00:19:31.800 --> 00:19:33.720]   was spending time with your girls.
[00:19:33.720 --> 00:19:34.560]   - Oh yeah.
[00:19:34.560 --> 00:19:40.320]   - So dads, treasure that, treasure that.
[00:19:40.320 --> 00:19:44.600]   - And I didn't, one of the regrets I have
[00:19:44.600 --> 00:19:47.320]   is that there were times when I could have been with them
[00:19:47.320 --> 00:19:50.000]   in community, in foundations,
[00:19:50.000 --> 00:19:52.400]   but I felt like I was too busy.
[00:19:52.400 --> 00:19:53.880]   I did have a flexible schedule.
[00:19:53.880 --> 00:19:56.320]   I could have made it work, but I didn't.
[00:19:56.320 --> 00:20:00.200]   - Right, okay, so that's a cautionary tale, parents.
[00:20:00.200 --> 00:20:06.040]   Realize you don't get a second chance at some of this.
[00:20:06.040 --> 00:20:08.640]   Now maybe we'll be able to go to foundations
[00:20:08.640 --> 00:20:12.440]   with our grandson in a few years.
[00:20:12.440 --> 00:20:13.800]   That's good, okay.
[00:20:13.800 --> 00:20:17.240]   So that was one of the best things about homeschooling.
[00:20:17.240 --> 00:20:21.560]   What was one of the hardest things about homeschooling?
[00:20:25.880 --> 00:20:28.200]   - Well, again, you were the one
[00:20:28.200 --> 00:20:30.640]   mostly bearing the burden of it.
[00:20:30.640 --> 00:20:35.640]   I think for me, when you became frustrated,
[00:20:35.640 --> 00:20:37.720]   that was hard for me.
[00:20:37.720 --> 00:20:43.800]   When you didn't know how to help them write this paper
[00:20:43.800 --> 00:20:49.160]   or I know that you had to kind of relearn
[00:20:49.160 --> 00:20:55.280]   or learn for the first time stuff like chemistry
[00:20:55.280 --> 00:20:56.280]   and physics. - Oh, my.
[00:20:56.280 --> 00:20:59.360]   Some of the math of chemistry was utterly beyond
[00:20:59.360 --> 00:21:01.380]   what I could remember. - Yeah, and so that was hard
[00:21:01.380 --> 00:21:03.000]   for me to see you so frustrated.
[00:21:03.000 --> 00:21:05.840]   And although I have a math background,
[00:21:05.840 --> 00:21:07.940]   I couldn't jump in and go, oh, yeah, sure,
[00:21:07.940 --> 00:21:10.160]   I can show you how this works.
[00:21:10.160 --> 00:21:13.360]   - Well, 'cause a lot of learning, you guys, is sequential.
[00:21:13.360 --> 00:21:15.920]   And as parents, if you don't keep up,
[00:21:15.920 --> 00:21:19.760]   as your child goes from easy to complex,
[00:21:19.760 --> 00:21:23.000]   you can't just easily jump in at complex
[00:21:23.000 --> 00:21:24.760]   and make it all turn out right.
[00:21:24.760 --> 00:21:27.200]   And so that's another cautionary tale.
[00:21:27.200 --> 00:21:32.200]   If there's a subject with which you are utterly unfamiliar,
[00:21:32.200 --> 00:21:36.700]   logic and mock trial come to mind,
[00:21:36.700 --> 00:21:40.740]   then you probably need to be in on it,
[00:21:40.740 --> 00:21:44.280]   sort of from the get-go, or you won't be as much help
[00:21:44.280 --> 00:21:46.440]   to your children as you hoped to be
[00:21:46.440 --> 00:21:47.600]   when they hit a hard patch.
[00:21:47.600 --> 00:21:49.160]   - And you did learn along with them.
[00:21:49.160 --> 00:21:50.000]   - Oh, gosh, yeah.
[00:21:50.000 --> 00:21:53.000]   - And I was kind of a bystander.
[00:21:53.000 --> 00:21:54.560]   - Okay, okay.
[00:21:54.560 --> 00:21:57.080]   - But yeah, cheerleader, maybe, hopefully.
[00:21:57.080 --> 00:22:03.260]   So that, I do remember some angst
[00:22:03.260 --> 00:22:10.200]   and tears shed over science projects and--
[00:22:10.200 --> 00:22:12.040]   - Oh, my word, yes. - Stuff like that.
[00:22:12.040 --> 00:22:14.240]   - Last minute, you know what?
[00:22:14.240 --> 00:22:18.000]   One of the hardest things to teach children
[00:22:18.000 --> 00:22:21.040]   is not necessarily academic in nature,
[00:22:21.040 --> 00:22:23.560]   it's more life skills in nature.
[00:22:23.560 --> 00:22:28.560]   And so when your child fails to plan
[00:22:28.560 --> 00:22:33.700]   or does not have a realistic view of how long things take,
[00:22:33.700 --> 00:22:37.200]   then that bites not just the child,
[00:22:37.200 --> 00:22:41.280]   but the homeschooling parents as well,
[00:22:41.280 --> 00:22:42.840]   and those can be hard times.
[00:22:42.840 --> 00:22:44.440]   Those are hard lessons.
[00:22:44.440 --> 00:22:49.080]   Good lessons are sometimes hard to learn.
[00:22:49.080 --> 00:22:51.480]   And the thing about being a homeschooling family
[00:22:51.480 --> 00:22:55.080]   is that, you know what, it hardly ever just bites
