
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:04:57.140 --> 00:05:01.820]   So why would we want our children in that?
[00:05:01.820 --> 00:05:05.200]   - Right, 'cause they're pursuing other things,
[00:05:05.200 --> 00:05:08.180]   not truth, beauty and goodness.
[00:05:08.180 --> 00:05:09.220]   - Right.
[00:05:09.220 --> 00:05:10.500]   - Yeah. - Exactly.
[00:05:10.500 --> 00:05:11.860]   - Not freedom.
[00:05:11.860 --> 00:05:13.180]   Well, let me ask you this.
[00:05:13.180 --> 00:05:18.180]   I know that when we homeschooled,
[00:05:18.180 --> 00:05:23.280]   I learned at least as much as my children.
[00:05:23.280 --> 00:05:26.120]   And I'm not talking about just academically.
[00:05:26.120 --> 00:05:29.060]   I mean, there were lots of things that I had learned
[00:05:29.060 --> 00:05:33.220]   in my public school and in my private college.
[00:05:33.220 --> 00:05:38.220]   And I would have said I was a pretty smart girl.
[00:05:40.420 --> 00:05:43.060]   - But there are a lot of things that I learned
[00:05:43.060 --> 00:05:48.060]   along the way of homeschooling about God,
[00:05:48.060 --> 00:05:52.940]   about his word, about his world, about myself,
[00:05:52.940 --> 00:05:55.580]   about my children, about the truths
[00:05:55.580 --> 00:05:57.400]   that he was trying to teach me.
[00:05:57.400 --> 00:06:00.300]   What did homeschooling teach you?
[00:06:00.300 --> 00:06:04.220]   - It taught me that I was enough.
[00:06:04.220 --> 00:06:08.300]   It taught me to be a better parent.
[00:06:08.300 --> 00:06:10.860]   Oh, this is huge.
[00:06:10.860 --> 00:06:14.420]   When you send your child into an institution every day,
[00:06:14.420 --> 00:06:17.820]   you begin, it necessarily, it just happens,
[00:06:17.820 --> 00:06:21.100]   you begin to abdicate your responsibilities as a parent.
[00:06:21.100 --> 00:06:24.100]   And there's a chapter in my book about this,
[00:06:24.100 --> 00:06:26.780]   They're Your Kids, where I talk about
[00:06:26.780 --> 00:06:29.620]   everything becomes a learning opportunity.
[00:06:29.620 --> 00:06:32.520]   And my goodness, if that isn't the joy of life.
[00:06:32.520 --> 00:06:34.040]   - Yes, yes.
[00:06:34.040 --> 00:06:36.620]   - It isn't teaching a child something.
[00:06:36.620 --> 00:06:38.380]   I don't know where you get your joy,
[00:06:38.380 --> 00:06:41.620]   but boy, that is your joy to me.
[00:06:41.620 --> 00:06:45.340]   So I distinctly remember teaching my child
[00:06:45.340 --> 00:06:49.500]   how to answer somebody who says, how are you today?
[00:06:49.500 --> 00:06:50.340]   - Yes.
[00:06:50.340 --> 00:06:51.980]   - Because she just looked at them
[00:06:51.980 --> 00:06:53.980]   and kind of whispered, fine.
[00:06:53.980 --> 00:06:55.780]   She was so shy.
[00:06:55.780 --> 00:06:58.460]   And I said, actually, when somebody asks you
[00:06:58.460 --> 00:07:01.100]   how you're doing, the proper way to answer them
[00:07:01.100 --> 00:07:04.120]   is to say, I'm fine, thank you, and how are you?
[00:07:04.120 --> 00:07:04.960]   - Yes.
[00:07:04.960 --> 00:07:06.400]   - Go ahead, try it right now.
[00:07:06.400 --> 00:07:08.280]   And the woman was kind of like,
[00:07:08.280 --> 00:07:10.340]   well, that's not what I signed up for,
[00:07:10.340 --> 00:07:12.980]   but okay, we'll go with that.
[00:07:12.980 --> 00:07:15.340]   And my daughter said, I'm fine, thank you, how are you?
[00:07:15.340 --> 00:07:16.420]   And the woman played along.
[00:07:16.420 --> 00:07:18.340]   Well, I'm fine, thank you so much for asking.
[00:07:18.340 --> 00:07:19.340]   What a sweet young girl.
[00:07:19.340 --> 00:07:21.100]   Like she totally played along.
[00:07:21.100 --> 00:07:21.940]   - Yes, yes.
[00:07:21.940 --> 00:07:24.640]   - The next day it happened again.
[00:07:24.640 --> 00:07:26.460]   And my daughter quick as a whip said,
[00:07:26.460 --> 00:07:28.860]   I'm fine, thank you, how are you?
[00:07:28.860 --> 00:07:33.340]   And the empowerment in her, just from that,
[00:07:33.340 --> 00:07:36.600]   and guess what, I'm the hero because I taught her that.
[00:07:36.600 --> 00:07:39.440]   - Absolutely, I love that story.
[00:07:39.440 --> 00:07:41.240]   I love that story.
[00:07:41.240 --> 00:07:45.120]   We used to practice before birthday parties.
[00:07:45.120 --> 00:07:48.680]   Okay, birthday parties are fraught with peril
[00:07:48.680 --> 00:07:51.600]   when you were an outspoken child like I had.
[00:07:51.600 --> 00:07:54.520]   And so we practiced before birthday parties.
[00:07:54.520 --> 00:07:57.600]   Okay, if you open the present from your friend
[00:07:57.600 --> 00:07:59.860]   and you hate it, what will you say?
[00:07:59.860 --> 00:08:02.680]   What do you say if you open a present you don't like?
[00:08:02.680 --> 00:08:04.800]   What do you say if you open the present
[00:08:04.800 --> 00:08:06.740]   and you already have one?
[00:08:06.740 --> 00:08:08.940]   What do you say if you open the present
[00:08:08.940 --> 00:08:11.700]   and you just unwrapped one just like it?
[00:08:11.700 --> 00:08:14.260]   And so we would practice the response.
[00:08:14.260 --> 00:08:15.720]   Well, what could you say?
[00:08:15.720 --> 00:08:18.240]   How would that make your friend feel?
[00:08:18.240 --> 00:08:22.280]   How can you say something true but affirming to your friend?
[00:08:22.280 --> 00:08:25.420]   And that's what homeschooling allowed us to do.
[00:08:25.420 --> 00:08:29.960]   We practiced being kind people.
[00:08:29.960 --> 00:08:33.180]   - Well, you used the word allowed,
[00:08:33.180 --> 00:08:36.440]   but I would even say it encouraged you to do that, right?
[00:08:36.440 --> 00:08:39.080]   It encourages better parenting
[00:08:39.080 --> 00:08:42.960]   because you recognize then
[00:08:42.960 --> 00:08:46.080]   the responsibilities on you 24/7,
[00:08:46.080 --> 00:08:48.840]   like you're not handing your child off to somebody
[00:08:48.840 --> 00:08:50.280]   to learn whatever.
[00:08:50.280 --> 00:08:53.000]   - And if you don't teach them, nobody will.
[00:08:53.000 --> 00:08:58.000]   - Which by the way, Lisa, I don't recommend Sunday school.
[00:08:58.040 --> 00:09:01.780]   I recommend to parents as of the age of three,
[00:09:01.780 --> 00:09:03.920]   I get it, if it's a baby and a toddler
[00:09:03.920 --> 00:09:06.320]   and they're just whatever
[00:09:06.320 --> 00:09:08.880]   and you really wanna sit in church, then fine.
[00:09:08.880 --> 00:09:09.960]   But as of the age of three,
[00:09:09.960 --> 00:09:12.280]   your children can learn to sit with you in church.
[00:09:12.280 --> 00:09:17.160]   - Yeah, yes, and then they learn what worship is like
[00:09:17.160 --> 00:09:20.400]   and what congregational singing is
[00:09:20.400 --> 00:09:24.000]   and what responsive readings are
[00:09:24.000 --> 00:09:26.220]   and they know why people stand up
[00:09:26.220 --> 00:09:28.640]   when we read the scripture at this church.
[00:09:28.640 --> 00:09:30.960]   - More than that, they recognize
[00:09:30.960 --> 00:09:33.300]   because they see it every day,
[00:09:33.300 --> 00:09:35.980]   mommy and daddy take this seriously,
[00:09:35.980 --> 00:09:37.680]   this must be important.
[00:09:37.680 --> 00:09:39.680]   There's a big transfer that happens
[00:09:39.680 --> 00:09:41.340]   when your child sits in church with you
[00:09:41.340 --> 00:09:44.440]   as opposed to you dropping them off for pizza
[00:09:44.440 --> 00:09:47.640]   or goldfish and veggie tails.
[00:09:47.640 --> 00:09:48.480]   - Yes.
[00:09:48.480 --> 00:09:49.320]   - And by the way,
[00:09:49.320 --> 00:09:51.400]   if you're dropping your child off at Sunday school
[00:09:51.400 --> 00:09:53.260]   and you're not asking the Sunday school teacher,
[00:09:53.260 --> 00:09:56.520]   what did you cover today and drilling your child
[00:09:56.520 --> 00:09:59.360]   when you pick your child up, I started there, right?
[00:09:59.360 --> 00:10:02.340]   So I told you, like I did a dozen things wrong
[00:10:02.340 --> 00:10:04.440]   because I've learned so much since then
[00:10:04.440 --> 00:10:07.600]   that to do it again, I would do it differently.
[00:10:07.600 --> 00:10:09.600]   But I used to pick my kids up and I'd say,
[00:10:09.600 --> 00:10:12.880]   well, what did you learn in Sunday school today?
[00:10:12.880 --> 00:10:16.780]   And we actually had, the church was pretty active
[00:10:16.780 --> 00:10:18.640]   and they had some nice things going on,
[00:10:18.640 --> 00:10:20.480]   but it was never really that great.
[00:10:20.480 --> 00:10:23.740]   And so when I started reading the Bible
[00:10:23.740 --> 00:10:26.860]   with my kids every day, I made them a deal
[00:10:26.860 --> 00:10:29.220]   because they really liked going and helping
[00:10:29.220 --> 00:10:31.100]   in the Sunday school at that point.
[00:10:31.100 --> 00:10:34.180]   I said, okay, every other week you're in church with me.
[00:10:34.180 --> 00:10:35.260]   - There you go.
[00:10:35.260 --> 00:10:36.620]   - And they appreciated that.
[00:10:36.620 --> 00:10:37.460]   It was really interesting.
[00:10:37.460 --> 00:10:38.580]   It was like this negotiation,
[00:10:38.580 --> 00:10:41.060]   well, mom, last week I was in church with you,
[00:10:41.060 --> 00:10:42.980]   so this week I do get to go to the,
[00:10:42.980 --> 00:10:46.180]   or well, I did help out in church last week,
[00:10:46.180 --> 00:10:49.620]   so this week I guess I'll be with you in church.
[00:10:49.620 --> 00:10:53.040]   But they liked that I was including them,
[00:10:53.040 --> 00:10:55.960]   like that I needed them or something.
[00:10:55.960 --> 00:11:00.960]   We don't value, I think we've forgotten
[00:11:00.960 --> 00:11:04.680]   how valuable we are to our children
[00:11:04.680 --> 00:11:07.820]   because of the culture has taught us
[00:11:07.820 --> 00:11:12.040]   that parents are superfluous or something along those lines.
[00:11:12.040 --> 00:11:14.480]   - Or that parents and children, yeah,
[00:11:14.480 --> 00:11:16.320]   that they have different interests
[00:11:16.320 --> 00:11:18.360]   and they don't belong together.
[00:11:18.360 --> 00:11:22.000]   - And so when you are a part of your child's life
[00:11:22.000 --> 00:11:25.340]   in whatever, in all capacities,
[00:11:25.340 --> 00:11:30.460]   it extends to all facets, I guess.
[00:11:30.460 --> 00:11:35.460]   So, but if your child is really interested in astronomy,
[00:11:35.460 --> 00:11:40.920]   you ought to take an interest in astronomy.
[00:11:40.920 --> 00:11:42.660]   You're the adult. - Absolutely.
[00:11:42.660 --> 00:11:45.200]   - Like you're the one driving the relationship.
[00:11:45.200 --> 00:11:47.160]   So don't expect them,
[00:11:47.160 --> 00:11:48.960]   because you're the one driving the relationship,
[00:11:48.960 --> 00:11:52.960]   don't expect them to become interested in politics
[00:11:52.960 --> 00:11:55.320]   because you're interested in politics.
[00:11:55.320 --> 00:11:58.040]   Although every child should have an interest
[00:11:58.040 --> 00:12:00.360]   in some of the politics that are happening
[00:12:00.360 --> 00:12:04.400]   because they ought to have a knowledge of current events.
[00:12:04.400 --> 00:12:05.700]   - Yes, absolutely.
[00:12:05.700 --> 00:12:09.140]   - Like I was on the radio, so I had to read articles
[00:12:09.140 --> 00:12:11.000]   just to keep up with what was happening.
[00:12:11.000 --> 00:12:11.940]   - What's going on.
[00:12:11.940 --> 00:12:13.600]   - So I would print out the articles
[00:12:13.600 --> 00:12:15.440]   and I would have my children read me the article
[00:12:15.440 --> 00:12:17.040]   in the car while we were driving.
[00:12:17.040 --> 00:12:18.000]   - There you go.
[00:12:18.000 --> 00:12:19.640]   - Which was a great education for them.
[00:12:19.640 --> 00:12:21.420]   They were forced to read big words
[00:12:21.420 --> 00:12:23.980]   and big sentences and stuff to me.
[00:12:23.980 --> 00:12:27.720]   And then I would explain it to them
[00:12:27.720 --> 00:12:29.800]   so that they felt involved.
[00:12:29.800 --> 00:12:31.640]   Like, you know. - With what you're doing.
[00:12:31.640 --> 00:12:33.560]   Yeah, they're a part of your life.
[00:12:33.560 --> 00:12:37.440]   - Right, these things are, this is the difference, right?
[00:12:37.440 --> 00:12:40.900]   Because your children then become a part of your life,
[00:12:40.900 --> 00:12:42.040]   like you've just said,
[00:12:42.920 --> 00:12:47.160]   in a way that the school actually actively prevents
[00:12:47.160 --> 00:12:48.480]   from happening.
[00:12:48.480 --> 00:12:50.480]   - Yes, yes.
[00:12:50.480 --> 00:12:54.440]   They actually don't want parents to know the ins and outs
[00:12:54.440 --> 00:12:57.600]   of what we're talking about with your children every day.
[00:12:57.600 --> 00:13:00.760]   - Well, that, but what I'm saying is just the idea
[00:13:00.760 --> 00:13:02.700]   that your child spends that much time away from you
[00:13:02.700 --> 00:13:06.760]   prevents this kind of relationship from forming.
[00:13:06.760 --> 00:13:09.160]   But yes, the same for the other stuff.
[00:13:09.160 --> 00:13:12.120]   The school is now, we're in charge.
[00:13:12.120 --> 00:13:13.780]   Your children don't belong to you.
[00:13:13.780 --> 00:13:15.940]   That's why the name of my book is they're your kids,
[00:13:15.940 --> 00:13:17.800]   not anyone else's, they're yours.
[00:13:17.800 --> 00:13:18.640]   - Yes.
[00:13:18.640 --> 00:13:20.640]   - But the school maintains, nope, they're ours
[00:13:20.640 --> 00:13:22.580]   and you can't have them back, basically.
[00:13:22.580 --> 00:13:24.880]   Like the states are now getting involved
[00:13:24.880 --> 00:13:27.240]   in separating children from their parents
[00:13:27.240 --> 00:13:28.760]   if the parents don't affirm.
[00:13:28.760 --> 00:13:30.620]   - Terrible. - Are you kidding me?
[00:13:30.620 --> 00:13:32.300]   My children didn't get to decide
[00:13:32.300 --> 00:13:33.600]   what they were gonna have for dinner,
[00:13:33.600 --> 00:13:35.240]   much less their gender.
[00:13:35.240 --> 00:13:36.640]   - I mean, my children didn't decide
[00:13:36.640 --> 00:13:38.440]   what books to check out from the library
[00:13:38.440 --> 00:13:41.320]   till they were double digits, come on.
[00:13:41.320 --> 00:13:42.840]   - Exactly.
[00:13:42.840 --> 00:13:45.340]   - I want, and I love what you're saying,
[00:13:45.340 --> 00:13:48.920]   that we are inviting our children into our lives
[00:13:48.920 --> 00:13:53.000]   because we're living our lives with our children.
[00:13:53.000 --> 00:13:57.020]   We know what, we have connections with one another
[00:13:57.020 --> 00:14:00.360]   and with the pieces of one another's lives
[00:14:00.360 --> 00:14:03.640]   that we necessarily miss when our children
[00:14:03.640 --> 00:14:05.800]   are away from us six or eight hours a day.
[00:14:05.800 --> 00:14:07.200]   - Right.
[00:14:07.200 --> 00:14:08.800]   - That's awesome. - Right.
[00:14:08.800 --> 00:14:09.640]   - That is so awesome.
[00:14:09.640 --> 00:14:11.440]   - It's a deep dive.
[00:14:11.440 --> 00:14:16.400]   It's funny because we have children.
[00:14:16.400 --> 00:14:18.040]   I struggled to have children.
[00:14:18.040 --> 00:14:20.260]   I went through a lot and it was hard
[00:14:20.260 --> 00:14:24.160]   and I finally had my kids, right?
[00:14:24.160 --> 00:14:26.380]   - Blessings, yes. - And then I turned them over
[00:14:26.380 --> 00:14:29.280]   to the school, well, my oldest, right?
[00:14:29.280 --> 00:14:31.200]   And that was hard for me.
[00:14:31.200 --> 00:14:32.620]   There's a reason it was hard for me
[00:14:32.620 --> 00:14:34.040]   'cause I shouldn't have done it.
[00:14:34.040 --> 00:14:35.920]   - Right, right, right.
[00:14:35.920 --> 00:14:38.780]   - And boy, I'll tell you, like I said,
[00:14:38.780 --> 00:14:41.040]   I've said it several times, I did it wrong, right?
[00:14:41.040 --> 00:14:42.940]   So I did a year and a half of homeschooling
[00:14:42.940 --> 00:14:46.920]   and I loved it so much but I felt so insecure
[00:14:46.920 --> 00:14:50.020]   because I came to Christianity later in life.
[00:14:50.020 --> 00:14:51.240]   I was not raised a Christian
[00:14:51.240 --> 00:14:53.180]   and I wanted my children to have that.
[00:14:53.180 --> 00:14:54.020]   - Yes.
[00:14:54.020 --> 00:14:56.400]   - So I put them in a little Christian school,
[00:14:56.400 --> 00:14:58.320]   a little classical Christian school.
[00:14:58.320 --> 00:14:59.680]   It was a hybrid model.
[00:14:59.680 --> 00:15:01.440]   So I was homeschooling two days a week
[00:15:01.440 --> 00:15:03.240]   and then they would go to class,
[00:15:03.240 --> 00:15:05.160]   well, maybe I homeschooled three days a week,
[00:15:05.160 --> 00:15:07.680]   they did two days in class, I can't remember.
[00:15:07.680 --> 00:15:08.960]   And it was a disaster.
[00:15:08.960 --> 00:15:13.420]   Six weeks in and I go and interview the teacher
[00:15:13.420 --> 00:15:15.100]   just to make sure that, honestly,
[00:15:15.100 --> 00:15:16.480]   I was talking to her to make sure
[00:15:16.480 --> 00:15:18.520]   that I was holding up my end of the bargain
[00:15:18.520 --> 00:15:20.200]   because I was the good student.
[00:15:20.200 --> 00:15:23.220]   - Right, that you're matching up with what she's doing.
[00:15:23.220 --> 00:15:25.220]   - Right, and she spent five minutes telling me
[00:15:25.220 --> 00:15:27.280]   how well-behaved my little boy was.
[00:15:27.280 --> 00:15:30.600]   And I knew how well-behaved he was.
[00:15:30.600 --> 00:15:32.440]   I raised him, he was a very well-behaved boy.
[00:15:32.440 --> 00:15:34.220]   He was the self-punisher.
[00:15:34.220 --> 00:15:36.820]   - Yes, yes, yes, yes.
[00:15:36.820 --> 00:15:39.260]   - And I just kept thinking,
[00:15:39.260 --> 00:15:42.600]   I wish I was hearing that he was misbehaving,
[00:15:42.600 --> 00:15:44.580]   that he was asking too many questions,
[00:15:44.580 --> 00:15:46.740]   that he was too excited to be there.
[00:15:46.740 --> 00:15:49.660]   - But he always wanted to be hands-on
[00:15:49.660 --> 00:15:51.240]   or he always wanted to talk about it
[00:15:51.240 --> 00:15:53.540]   or he always asked why, sure.
[00:15:53.540 --> 00:15:56.440]   - That's what you want to hear about your children.
[00:15:56.440 --> 00:15:58.120]   And she was telling me that.
[00:15:58.120 --> 00:16:00.760]   And boy, I'll tell you the day that I dropped them off,
[00:16:00.760 --> 00:16:02.760]   the first day, I cried.
[00:16:02.760 --> 00:16:04.760]   - Oh, absolutely. - Oh, absolutely.
[00:16:04.760 --> 00:16:06.900]   - That might have been the second hardest day.
[00:16:06.900 --> 00:16:08.840]   It's still not as hard as the debate day,
[00:16:08.840 --> 00:16:10.800]   but it was pretty hard.
[00:16:10.800 --> 00:16:12.960]   And so I took them out after six weeks.
[00:16:12.960 --> 00:16:16.000]   I was like, well, that was a failure.
[00:16:16.000 --> 00:16:18.480]   And then somebody at one of my speaking events
[00:16:18.480 --> 00:16:20.080]   came up to me and said,
[00:16:20.080 --> 00:16:23.900]   "Wasn't it beautiful that God allowed you to fail
[00:16:23.900 --> 00:16:26.560]   "in that way to show you that you are enough?"
[00:16:26.560 --> 00:16:29.140]   - Oh, wow.
[00:16:29.140 --> 00:16:30.920]   - And that set me free.
[00:16:30.920 --> 00:16:31.760]   That was amazing. - Isn't that,
[00:16:31.760 --> 00:16:33.960]   that's a great way to look at it though.
[00:16:33.960 --> 00:16:37.880]   - That is a very freeing way to look at it.
[00:16:37.880 --> 00:16:42.840]   And then you were free to learn with your children
[00:16:42.840 --> 00:16:47.840]   and you were free to design this education
[00:16:47.840 --> 00:16:53.160]   that would really meet you where you were
[00:16:53.160 --> 00:16:56.280]   and meet your children where they were.
[00:16:56.280 --> 00:17:01.280]   - So my daughter is, she's not inclined toward math,
[00:17:02.800 --> 00:17:05.280]   which is a hardship for me because I love math.
[00:17:05.280 --> 00:17:07.120]   - Oh, wow, yes.
[00:17:07.120 --> 00:17:11.060]   - And so her sophomore year, I finally said,
[00:17:11.060 --> 00:17:11.900]   "You know what?
[00:17:11.900 --> 00:17:14.600]   "I'm gonna stop pressuring you with the math."
[00:17:14.600 --> 00:17:19.640]   And I was tutoring her because I love math.
[00:17:19.640 --> 00:17:21.280]   Why shouldn't I tutor her?
[00:17:21.280 --> 00:17:23.440]   But her brain works entirely differently
[00:17:23.440 --> 00:17:27.140]   than most people, I would say most people's brains.
[00:17:27.140 --> 00:17:29.240]   She has a very different brain
[00:17:29.240 --> 00:17:33.280]   and it's not a typical math brain, certainly.
[00:17:33.280 --> 00:17:35.300]   And so I decided to take the pressure off.
[00:17:35.300 --> 00:17:38.260]   I said, "You do one lesson a week if you want.
[00:17:38.260 --> 00:17:40.240]   "If you don't do it, I'm not even gonna check.
[00:17:40.240 --> 00:17:41.580]   "I don't even care.
[00:17:41.580 --> 00:17:45.000]   "I'll give you the rest of the year."
[00:17:45.000 --> 00:17:49.080]   This was early on, so she had a year basically math-free.
[00:17:49.080 --> 00:17:52.760]   She went back to it and started teaching herself math.
[00:17:52.760 --> 00:17:55.720]   - That's beautiful.
[00:17:55.720 --> 00:17:58.520]   - And the reason is because I took the pressure off.
[00:17:58.520 --> 00:18:01.300]   There's no way to coerce learning.
[00:18:01.300 --> 00:18:04.640]   Your child's learning has to be self-motivated.
[00:18:04.640 --> 00:18:07.400]   And if you are standing over them with your finger out,
[00:18:07.400 --> 00:18:11.120]   admonishing them to learn whatever it is,
[00:18:11.120 --> 00:18:19.160]   I won't say it will backfire, but it is not as effective
[00:18:19.160 --> 00:18:24.080]   as allowing their innate curiosity to drive the boat.
[00:18:24.080 --> 00:18:25.760]   - Yes, yes.
[00:18:26.640 --> 00:18:31.640]   - Not beautiful, not freeing, not joyful.
[00:18:31.640 --> 00:18:33.500]   Yeah, I love that.
[00:18:33.500 --> 00:18:38.480]   I am looking down and am shocked.
[00:18:38.480 --> 00:18:41.960]   We have been talking about this for an hour.
[00:18:41.960 --> 00:18:45.440]   And I really, really wanted to talk
