
[00:00:00.000 --> 00:00:04.000]   (music)
[00:06:09.000 --> 00:06:19.000]   This is deadly because thinking rightly about truth is not an end in itself. It's a means towards the goal of love and worship.
[00:06:19.000 --> 00:06:25.000]   Paul said in 1 Timothy 1.5 that "the goal of our instruction is love."
[00:06:25.000 --> 00:06:34.000]   And he prayed in Philippians 1.9-11 that our "love abound in knowledge unto the glory and praise of God."
[00:06:34.000 --> 00:06:44.000]   Controversy tends to threaten both love and praise. It's hard to revel in a love poem while arguing with someone about whether or not your sweetheart wrote it.
[00:06:44.000 --> 00:06:49.000]   So controversy is essential in this fallen world, and controversy is deadly in a fallen world.
[00:06:49.000 --> 00:06:52.000]   We must do it, and we must tremble to do it.
[00:06:52.000 --> 00:06:56.000]   A wise counselor for us, and this is John Owen, the Puritan pastor from 340 years ago,
[00:06:56.000 --> 00:07:02.000]   he was involved in many controversies in his day, theological and denominational and political.
[00:07:02.000 --> 00:07:06.000]   But he never ceased to be a deep lover of God and a faithful pastor of a flock.
[00:07:06.000 --> 00:07:10.000]   He counsels us like this concerning doctrinal controversy.
[00:07:10.000 --> 00:07:15.000]   "When the heart is cast indeed into the mold of the doctrine that the mind embraces,
[00:07:15.000 --> 00:07:18.000]   when the evidence and necessity of the truth abides in us,
[00:07:18.000 --> 00:07:25.000]   when not only the sense of words in our heads, but the sense of the things abides in our hearts,
[00:07:25.000 --> 00:07:29.000]   when we have communion with God in the doctrine we contend for,
[00:07:29.000 --> 00:07:36.000]   then shall we be garrisoned by the grace of God against all the assaults of men."
[00:07:36.000 --> 00:07:40.000]   I think that was the key to Owen's life and ministry. He didn't just contend for doctrine,
[00:07:40.000 --> 00:07:43.000]   he loved and fellowshiped with the God behind the doctrine.
[00:07:43.000 --> 00:07:49.000]   The key phrase is this one, "when we have communion with God in the doctrine we contend for,
[00:07:49.000 --> 00:07:54.000]   then shall we be garrisoned by the grace of God against all the assaults of men."
[00:07:54.000 --> 00:08:00.000]   In other words, we must not let disputation replace contemplation and exaltation.
[00:08:00.000 --> 00:08:05.000]   I am keenly aware that this series of messages on baptism is more controversial than usual.
[00:08:05.000 --> 00:08:08.000]   I am also eager that this pulpit avoid two great errors,
[00:08:08.000 --> 00:08:15.000]   losing the truth in the quest for exaltation and losing worship in the noise of disputation.
[00:08:15.000 --> 00:08:20.000]   So let us all pray that in our lives and in our church we walk the tightrope balanced
[00:08:20.000 --> 00:08:27.000]   by the necessity of controversy on the one side and the dangers of it on the other.
[00:08:27.000 --> 00:08:30.000]   End of quote, end of paper.
[00:08:30.000 --> 00:08:33.000]   That's a good warning on controversy.
[00:08:33.000 --> 00:08:36.000]   If you want to see the entire baptism series, it's all online.
[00:08:36.000 --> 00:08:41.000]   Part one is titled, "I Baptize You with Water," May 4, 1997.
[00:08:41.000 --> 00:08:46.000]   Part two, "Buried and Raised in Baptism Through Faith," May 11, 1997.
[00:08:46.000 --> 00:08:52.000]   Part three, the one I just quoted from, "What is Baptism and Does It Save," May 18, 1997.
[00:08:52.000 --> 00:08:56.000]   Part four, "What Baptism Portrays," May 25, 1997.
[00:08:56.000 --> 00:09:00.000]   Audio is available for the other three parts of this sermon series,
[00:09:00.000 --> 00:09:03.000]   just this one that there wasn't.
[00:09:03.000 --> 00:09:06.000]   Well, Friday we return with a sensitive intimacy question
[00:09:06.000 --> 00:09:11.000]   that every couple is going to address at some point, implicitly or explicitly.
[00:09:11.000 --> 00:09:13.000]   I'll just leave it at that.
[00:09:13.000 --> 00:09:15.000]   I'm your host, Tony Reinke.
[00:09:15.000 --> 00:09:17.000]   We'll see you back here on Friday.
[00:09:17.000 --> 00:09:27.000]   [ Silence ]

