
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:03:24.260 --> 00:03:29.260]   I've tutored all the levels by God's kindness to me
[00:03:29.260 --> 00:03:32.940]   all the way from challenge eight to challenge four,
[00:03:32.940 --> 00:03:35.140]   but challenge three and four I've tutored the most.
[00:03:35.140 --> 00:03:38.280]   So I've tutored challenge three, this is my third time,
[00:03:38.280 --> 00:03:41.660]   and challenge four I've tutored four times
[00:03:41.660 --> 00:03:44.700]   and I am supposed to tutor challenge four next year.
[00:03:44.700 --> 00:03:45.780]   - Oh my word.
[00:03:45.780 --> 00:03:49.100]   - I'm super excited because it is really my favorite year,
[00:03:49.100 --> 00:03:52.560]   although three and four are full of such goodness.
[00:03:52.560 --> 00:03:54.320]   - Yes, yes.
[00:03:54.320 --> 00:03:55.740]   Well, I love that.
[00:03:55.740 --> 00:03:59.620]   So it seems like challenge four
[00:03:59.620 --> 00:04:03.240]   might really be your favorite.
[00:04:03.240 --> 00:04:07.100]   And so I wanna know what do you love
[00:04:07.100 --> 00:04:09.240]   about challenge four students,
[00:04:09.240 --> 00:04:11.240]   about the challenge four material,
[00:04:11.240 --> 00:04:13.560]   about the way y'all can approach the material?
[00:04:13.560 --> 00:04:16.180]   What is it that you love about challenge four?
[00:04:16.180 --> 00:04:20.760]   - Man, I think it is a super rare gift
[00:04:20.760 --> 00:04:24.960]   to get to have that final year with seniors.
[00:04:24.960 --> 00:04:28.860]   I think they're wrestling with lots of important questions.
[00:04:28.860 --> 00:04:33.560]   Everyone, whether they're in CC or outside of CC,
[00:04:33.560 --> 00:04:35.680]   if they meet someone at the grocery store
[00:04:35.680 --> 00:04:37.960]   or on the ball field, people are asking them,
[00:04:37.960 --> 00:04:39.280]   what are your plans next year?
[00:04:39.280 --> 00:04:42.900]   And so often students have mixed feelings
[00:04:42.900 --> 00:04:46.120]   about being asked that question all the time,
[00:04:46.120 --> 00:04:47.760]   but it's a good question to consider.
[00:04:47.760 --> 00:04:51.760]   And it's at a time when they really are listening,
[00:04:51.760 --> 00:04:55.760]   they're looking for answers.
[00:04:55.760 --> 00:05:00.840]   Many of them finally realize the education
[00:05:00.840 --> 00:05:04.280]   that they've been given and they have hearts of gratitude.
[00:05:04.280 --> 00:05:07.480]   They see how everything's integrated
[00:05:07.480 --> 00:05:10.200]   and they have learned to look for Christ
[00:05:10.200 --> 00:05:11.400]   in all of their studies.
[00:05:11.400 --> 00:05:13.600]   And it's just the sweetest year
[00:05:13.600 --> 00:05:16.800]   when we're studying some really ancient books
[00:05:16.800 --> 00:05:19.180]   that have been foundational for educated people
[00:05:19.180 --> 00:05:22.480]   for generations, books that Christians in particular
[00:05:22.480 --> 00:05:25.860]   have treasured, even though they're pagan books,
[00:05:25.860 --> 00:05:26.720]   many of them.
[00:05:26.720 --> 00:05:30.600]   So they're curious about that
[00:05:30.600 --> 00:05:33.020]   and they have the opportunity to,
[00:05:33.020 --> 00:05:35.760]   anyone could read those books alone,
[00:05:35.760 --> 00:05:39.860]   but to have a community of like-minded peers
[00:05:39.860 --> 00:05:44.360]   digging in together, persevering that last year
[00:05:44.360 --> 00:05:45.680]   and doing hard things together
[00:05:45.680 --> 00:05:48.440]   and getting to converse about big ideas
[00:05:48.440 --> 00:05:53.160]   and important questions and study theology together
[00:05:53.160 --> 00:05:58.160]   is just a rare gift, not easily replicated anywhere else.
[00:05:58.160 --> 00:06:01.280]   - I think you're right.
[00:06:01.280 --> 00:06:04.360]   And you love being,
[00:06:04.360 --> 00:06:07.220]   it sounds like you love being in a front row seat
[00:06:07.220 --> 00:06:09.720]   to watch that wrestling.
[00:06:09.720 --> 00:06:10.560]   - I do.
[00:06:10.560 --> 00:06:11.600]   I love the students.
[00:06:11.600 --> 00:06:14.480]   They are such a gift to me.
[00:06:14.480 --> 00:06:16.340]   They're a joy to pray for and serve.
[00:06:16.340 --> 00:06:19.260]   And their families often are wrestling
[00:06:19.260 --> 00:06:21.880]   through all kinds of hard circumstances
[00:06:21.880 --> 00:06:25.240]   as God always in His kindness gives us to refine us.
[00:06:25.240 --> 00:06:27.260]   And it's a joy.
[00:06:27.260 --> 00:06:28.800]   I learned so much from them.
[00:06:28.800 --> 00:06:31.720]   I don't walk in knowing all the answers,
[00:06:31.720 --> 00:06:34.880]   but I know how to search for the answers
[00:06:34.880 --> 00:06:37.880]   and they want to search for the answers.
[00:06:37.880 --> 00:06:42.060]   And so it's just a joy to spend time with young men
[00:06:42.060 --> 00:06:47.060]   and women who want to have those kinds of conversations.
[00:06:47.060 --> 00:06:52.980]   - I think it's beautiful, Brittany, that they have you.
[00:06:52.980 --> 00:06:59.080]   A person who also loves to wrestle and search
[00:06:59.080 --> 00:07:03.980]   and who delights in watching their,
[00:07:03.980 --> 00:07:08.420]   whether it's fledgling searching or experienced searching,
[00:07:08.420 --> 00:07:11.020]   that you really enjoy and appreciate
[00:07:11.020 --> 00:07:14.240]   what they have to say about subjects too.
[00:07:14.240 --> 00:07:18.100]   I think that you are a gift to them and I appreciate you.
[00:07:18.100 --> 00:07:22.160]   How many students have you mentored
[00:07:22.160 --> 00:07:23.980]   through the end of your journey?
[00:07:23.980 --> 00:07:27.220]   I mean, you've graduated your own children,
[00:07:27.220 --> 00:07:30.900]   but if you've been directing for 11 years,
[00:07:30.900 --> 00:07:33.240]   you've mentored a lot of students.
[00:07:33.240 --> 00:07:35.360]   - Yeah, and when our challenge program
[00:07:35.360 --> 00:07:38.160]   was just starting out, we had older kids join us
[00:07:38.160 --> 00:07:43.160]   in younger years, and so they graduated early.
[00:07:43.160 --> 00:07:47.200]   So if I counted all of them, and plus I have three children,
[00:07:47.200 --> 00:07:50.280]   and so my youngest will be Lord Welling
[00:07:50.280 --> 00:07:51.960]   and Challenge Four with me next year.
[00:07:51.960 --> 00:07:56.960]   And I think it's about 40-ish students.
[00:07:56.960 --> 00:08:01.360]   It may be a little bit more, a little less.
[00:08:01.360 --> 00:08:06.320]   I was trying to count, one of my classes gave me a quilt
[00:08:06.320 --> 00:08:08.200]   with their names on it, which is super sweet.
[00:08:08.200 --> 00:08:09.900]   It's in my bedroom.
[00:08:09.900 --> 00:08:12.640]   Yeah, so there've been people that we've just had
[00:08:12.640 --> 00:08:15.860]   the blessing of having with us for a year or so,
[00:08:15.860 --> 00:08:17.560]   just because their family's removed
[00:08:17.560 --> 00:08:20.360]   or they just really couldn't homeschool or something.
[00:08:20.360 --> 00:08:24.060]   But it's been a joy to watch these young men and women
[00:08:24.060 --> 00:08:29.060]   seek Christ or be encouraged to seek Christ
[00:08:29.060 --> 00:08:31.140]   if they aren't doing so already.
[00:08:31.780 --> 00:08:33.020]   - Mm-hmm.
[00:08:33.020 --> 00:08:36.700]   Well, clearly we have come to the right person for advice
[00:08:36.700 --> 00:08:41.700]   about how to encourage families who are in that last lap
[00:08:41.700 --> 00:08:45.840]   of the journey, and then also, Brittany,
[00:08:45.840 --> 00:08:48.400]   I want us to be sure that we have enough time
[00:08:48.400 --> 00:08:50.820]   to encourage families who are wondering
[00:08:50.820 --> 00:08:54.940]   if the last lap is worth it, if it's for them,
[00:08:54.940 --> 00:08:57.980]   or what could they, you know, I just really,
[00:08:57.980 --> 00:09:00.120]   my heart is a little heavy for communities
[00:09:00.120 --> 00:09:01.880]   all across our country that,
[00:09:01.880 --> 00:09:05.080]   where parents and students are saying,
[00:09:05.080 --> 00:09:07.740]   "I don't know if I wanna stay for challenge four."
[00:09:07.740 --> 00:09:10.120]   So I want us to address that.
[00:09:10.120 --> 00:09:11.940]   But let's talk for a minute,
[00:09:11.940 --> 00:09:15.060]   because about the end of the journey,
[00:09:15.060 --> 00:09:20.060]   about that final year, what is so challenging
[00:09:20.060 --> 00:09:23.300]   about the end of a journey?
[00:09:23.300 --> 00:09:24.820]   And you know, it's me and you,
[00:09:24.820 --> 00:09:27.420]   so we can talk metaphorically,
[00:09:27.420 --> 00:09:30.320]   and then we can talk specifically too.
[00:09:30.320 --> 00:09:33.380]   What is so challenging about the end of a journey?
[00:09:33.380 --> 00:09:36.900]   - I think if you're a homeschooling parent,
[00:09:36.900 --> 00:09:39.880]   you have devoted so much of your time, energy,
[00:09:39.880 --> 00:09:44.880]   and days to homeschooling, and it can be really,
[00:09:44.880 --> 00:09:46.860]   it could really pull at your heart
[00:09:46.860 --> 00:09:51.860]   to feel like you've got this last year with your kids,
[00:09:51.860 --> 00:09:53.980]   last year with your senior.
[00:09:53.980 --> 00:09:57.580]   It might feel like a season is coming to an end,
[00:09:57.580 --> 00:09:59.020]   or a journey is coming to an end.
[00:09:59.020 --> 00:10:03.020]   And so I think, rightly so,
[00:10:03.020 --> 00:10:05.700]   parents really do, because they love their kids,
[00:10:05.700 --> 00:10:06.820]   and they want what's best for them,
[00:10:06.820 --> 00:10:08.620]   and they want to serve them well.
[00:10:08.620 --> 00:10:13.600]   They think about how to spend that last year.
[00:10:13.600 --> 00:10:15.700]   Also, because you've been spending so much time
[00:10:15.700 --> 00:10:18.500]   homeschooling, you can be really weary.
[00:10:18.500 --> 00:10:21.220]   You can see so much growth that you think
[00:10:21.220 --> 00:10:24.580]   that they're really ready to launch out early.
[00:10:24.580 --> 00:10:28.720]   The world tells us, I think it's particularly hard,
[00:10:28.720 --> 00:10:34.020]   because we know that as members of CC,
[00:10:34.020 --> 00:10:37.580]   that our purpose, like Leigh reminds us so much,
[00:10:37.580 --> 00:10:42.460]   is that sound academics should glorify God.
[00:10:42.460 --> 00:10:44.880]   There's something missing if you don't have that
[00:10:44.880 --> 00:10:47.380]   in your curriculum, there's something huge missing.
[00:10:47.380 --> 00:10:49.060]   And it's not something you can just tack on,
[00:10:49.060 --> 00:10:50.220]   it's integrated throughout.
[00:10:50.220 --> 00:10:53.380]   And so our goal is to cultivate wise and virtuous
[00:10:53.380 --> 00:10:54.440]   young men and women.
[00:10:54.440 --> 00:10:57.520]   But we can forget that purpose,
[00:10:57.520 --> 00:11:00.780]   or perhaps we can be tempted by the allure
[00:11:00.780 --> 00:11:04.120]   of earning dual credits, or hurry up and grow up,
[00:11:04.120 --> 00:11:07.280]   or my child really wants to work a lot of hours,
[00:11:07.280 --> 00:11:10.180]   so I'm just gonna let them finish out,
[00:11:10.180 --> 00:11:12.600]   they've got enough credits, why keep going?
[00:11:12.600 --> 00:11:17.020]   And also just life circumstances that you can need
[00:11:17.020 --> 00:11:20.820]   fellow people like Moses needed to hold up your arms
[00:11:20.820 --> 00:11:22.020]   at the end of the journey.
[00:11:22.020 --> 00:11:23.860]   - Right, right.
[00:11:23.860 --> 00:11:28.620]   - And so I think there's a temptation to not move forward.
[00:11:28.620 --> 00:11:30.860]   Also, just the challenge for curriculum,
[00:11:30.860 --> 00:11:34.860]   if you look at it in a catalog, can feel kind of daunting,
[00:11:34.860 --> 00:11:38.800]   but I'm here to testify that it is for all of us.
[00:11:38.800 --> 00:11:43.660]   There's something about wrestling with math and physics
[00:11:43.660 --> 00:11:47.460]   that is humbling and wonderful to help us see the world
[00:11:47.460 --> 00:11:48.740]   a different way.
[00:11:48.740 --> 00:11:52.740]   There's something lovely about getting to the final year
[00:11:52.740 --> 00:11:57.380]   of Latin studies, six years, very counter-cultural to do that
[00:11:57.380 --> 00:12:01.320]   and you finally get to taste what it's like to read
[00:12:01.320 --> 00:12:06.200]   an epic poem that Christians valued for generations
[00:12:06.200 --> 00:12:08.940]   in the original language when we read and translate
[00:12:08.940 --> 00:12:13.940]   parts of the Aeneid, the parts we choose to translate
[00:12:13.940 --> 00:12:16.020]   bring up some really big questions
[00:12:16.020 --> 00:12:18.740]   about eternally significant questions.
[00:12:18.740 --> 00:12:20.740]   There's all kinds of beauty in there,
[00:12:20.740 --> 00:12:24.140]   there's books and opportunities to explore
[00:12:24.140 --> 00:12:27.420]   Jerome's Vulgate in Latin.
[00:12:27.420 --> 00:12:32.640]   It can feel like, wow, I don't know if I want to do that
[00:12:32.640 --> 00:12:35.520]   and then the senior thesis can perhaps,
[00:12:35.520 --> 00:12:36.920]   maybe you're looking at your kid and you're like,
[00:12:36.920 --> 00:12:38.740]   I don't know if my kid can do this,
[00:12:38.740 --> 00:12:41.460]   but I can tell you I've seen all kinds of students
[00:12:41.460 --> 00:12:44.100]   with all kinds of giftings and challenges
[00:12:44.100 --> 00:12:49.100]   really have a victorious experience with the senior thesis
[00:12:49.100 --> 00:12:53.220]   and so I think looking at all those things
[00:12:53.220 --> 00:12:57.100]   because it's the last year, we just need to be prayerful
[00:12:57.100 --> 00:13:00.560]   about how we spend that time with our students,
[00:13:00.560 --> 00:13:04.420]   but we also need to remember that it's really the beginning
[00:13:04.420 --> 00:13:07.460]   of a new journey for them and it's a new,
[00:13:07.460 --> 00:13:10.940]   we transition from being their homeschooling parents
[00:13:10.940 --> 00:13:13.700]   to really their coaches and their friends
[00:13:13.700 --> 00:13:16.900]   and that's the best part of the year for me,
[00:13:16.900 --> 00:13:21.180]   that's why even if my daughter and I just have a small class
[00:13:21.180 --> 00:13:23.560]   this next year, I think it's worth the time
[00:13:23.560 --> 00:13:27.260]   because I wanna read and have those conversations with her
[00:13:27.260 --> 00:13:31.500]   about things that really matter before she's gone,
[00:13:31.500 --> 00:13:33.900]   before I just give her to the world.
[00:13:33.900 --> 00:13:38.060]   And so, but also I know that watching my other two,
[00:13:38.060 --> 00:13:40.940]   one's a Marine and one's in nursing school and married,
[00:13:40.940 --> 00:13:41.980]   they're both married,
[00:13:41.980 --> 00:13:45.460]   I know that there's a new journey too that begins
[00:13:45.460 --> 00:13:46.320]   and you know that Lisa,
[00:13:46.320 --> 00:13:49.540]   because you're such a wonderful mom and grandmother.
[00:13:49.540 --> 00:13:56.060]   So it's just the beginning, but it can feel like an end.
[00:13:56.060 --> 00:13:59.980]   - It can, it can.
[00:13:59.980 --> 00:14:04.980]   It is a beautiful, it is a beautiful way to end
[00:14:04.980 --> 00:14:10.340]   tying the loose ends up together, you know?
[00:14:10.340 --> 00:14:13.740]   I did love that and like you said, it's your,
[00:14:13.740 --> 00:14:17.140]   as the parent who has loved on and mentored
[00:14:17.140 --> 00:14:19.880]   and really worked yourself out of a job
[00:14:19.880 --> 00:14:24.220]   over all these years, it is beautiful to be able
[00:14:24.220 --> 00:14:29.220]   to tie a bow with your student on how you have learned
[00:14:29.420 --> 00:14:32.380]   and grown together through the years.
[00:14:32.380 --> 00:14:34.780]   And it is also very humbling
[00:14:34.780 --> 00:14:41.840]   to kind of let that position shift.
[00:14:41.840 --> 00:14:46.840]   Like you said, you become a coach and a mentor
[00:14:46.840 --> 00:14:49.500]   instead of a straight teacher.
[00:14:49.500 --> 00:14:54.500]   And there is more almost camaraderie in the learning
[00:14:54.500 --> 00:14:57.780]   that last year and you learn from them
[00:14:57.780 --> 00:15:00.860]   and they learn from you and it really gives you
[00:15:00.860 --> 00:15:05.860]   an opportunity to help them see that they are ready
[00:15:05.860 --> 00:15:10.460]   to spring forward and that they are prepared.
[00:15:10.460 --> 00:15:13.820]   And you sort of spend that last year, you know,
[00:15:13.820 --> 00:15:17.380]   going around and visiting the things that you've spent
[00:15:17.380 --> 00:15:21.920]   so many years on and showing them that they are ready.
[00:15:21.920 --> 00:15:26.740]   And I think that that last joint visitation gives them
[00:15:26.740 --> 00:15:30.700]   a lot of confidence and maybe settles their nerves
[00:15:30.700 --> 00:15:32.460]   for going forward.
[00:15:32.460 --> 00:15:35.400]   - Yeah, I think you're exactly right.
[00:15:35.400 --> 00:15:38.220]   And I've had all kinds of students in my own family,
[00:15:38.220 --> 00:15:41.820]   I've had students that really struggled to do the work
[00:15:41.820 --> 00:15:44.520]   or didn't want to sometimes.
[00:15:44.520 --> 00:15:48.260]   I've had, I guess we all have times where we don't want to.
[00:15:48.260 --> 00:15:54.180]   I've had a really eager student who knew what she wanted
[00:15:54.220 --> 00:15:58.420]   and was going for it, couldn't wait to get to the next.
[00:15:58.420 --> 00:15:59.260]   - Yes.
[00:15:59.260 --> 00:16:02.440]   - I've had reluctant students who love to learn
[00:16:02.440 --> 00:16:04.060]   but they just kind of woke up mid year,
[00:16:04.060 --> 00:16:08.180]   even changed their senior thesis to say,
[00:16:08.180 --> 00:16:10.140]   I got to tell more people about this education
[00:16:10.140 --> 00:16:12.300]   I've been given and I've been missing it this whole time
[00:16:12.300 --> 00:16:14.440]   but I finally see it now.
[00:16:14.440 --> 00:16:19.440]   I've had a student who went on to become,
[00:16:19.440 --> 00:16:24.020]   you know, win all kinds of awards as a student scholar.
[00:16:24.020 --> 00:16:27.660]   And is pursuing seminary studies and he would say,
[00:16:27.660 --> 00:16:29.500]   don't miss that last year.
[00:16:29.500 --> 00:16:32.380]   That last year is so important and all those things
[00:16:32.380 --> 00:16:35.500]   I began to study then, I'm still studying now
[00:16:35.500 --> 00:16:39.260]   and it's so rich, I'm so grateful for those times.
[00:16:39.260 --> 00:16:42.060]   And I've had one student who was,
[00:16:42.060 --> 00:16:44.300]   he was actually, it was actually his junior year
[00:16:44.300 --> 00:16:49.300]   because of his age, he used his year to love a class
[00:16:49.300 --> 00:16:53.580]   of students who were so vastly different in their opinions.
[00:16:53.580 --> 00:16:56.140]   And as he dug in and asked his questions,
[00:16:56.140 --> 00:16:58.700]   he was wooing them toward the truth
[00:16:58.700 --> 00:17:00.120]   and blessing his neighbor.
[00:17:00.120 --> 00:17:02.100]   I mean, like, it was astonishing.
[00:17:02.100 --> 00:17:05.260]   I thought he and the other student I mentioned,
[00:17:05.260 --> 00:17:07.100]   I thought you guys are bound for ministry.
[00:17:07.100 --> 00:17:09.400]   The Lord is gonna do my things with you.
[00:17:09.400 --> 00:17:13.360]   And then another student really was struggling.
[00:17:13.360 --> 00:17:15.460]   Her family was really struggling.
[00:17:15.460 --> 00:17:17.740]   She didn't think she was smart enough for college studies
[00:17:17.740 --> 00:17:20.380]   and she dug in, her peers loved her.
[00:17:20.380 --> 00:17:21.660]   She asked hard questions.
[00:17:21.660 --> 00:17:25.460]   She wrestled with her senior thesis and felt so victorious.
[00:17:25.460 --> 00:17:27.060]   She went on to college.
[00:17:27.060 --> 00:17:29.500]   She's in some sort of scholarship program now.
[00:17:29.500 --> 00:17:31.260]   She's just thriving.
[00:17:31.260 --> 00:17:35.100]   I mean, like there's, there are testimonies.
[00:17:35.100 --> 00:17:37.860]   I've seen life changes happen that year.
[00:17:37.860 --> 00:17:39.820]   And I think that's why I'm so passionate about it.
[00:17:39.820 --> 00:17:43.300]   Why I want the students I love to go forward
[00:17:43.300 --> 00:17:46.220]   because I've seen so many different men
[00:17:46.220 --> 00:17:50.320]   and women really grow that last year.
[00:17:51.460 --> 00:17:53.140]   - I agree with you.
[00:17:53.140 --> 00:17:56.180]   I have seen both in my own home
[00:17:56.180 --> 00:17:58.700]   and in the communities that I have served,
[00:17:58.700 --> 00:18:02.980]   I have seen children, students that come into their own
[00:18:02.980 --> 00:18:07.900]   at the end of this journey and you think it's a butterfly.
[00:18:07.900 --> 00:18:11.060]   It's a butterfly, you've been growing this whole time
[00:18:11.060 --> 00:18:14.620]   and you did not believe that your wings would,
[00:18:14.620 --> 00:18:16.660]   that either that you would ever have wings
[00:18:16.660 --> 00:18:18.860]   or that they would be this beautiful.
[00:18:18.860 --> 00:18:22.740]   And as you kept pushing and wrestling
[00:18:22.740 --> 00:18:26.260]   and wiggling and persevering,
[00:18:26.260 --> 00:18:29.980]   you recognize, you come out and you are so changed
[00:18:29.980 --> 00:18:34.500]   and you are almost amazed at what God has done in you.
[00:18:34.500 --> 00:18:39.500]   And so that last year is beautiful for so many ways.
[00:18:39.500 --> 00:18:43.300]   And I appreciate you sharing the different ways
[00:18:43.300 --> 00:18:47.380]   that students respond to the end.
[00:18:47.380 --> 00:18:52.380]   So, okay, let's think about our challenge for students.
[00:18:52.380 --> 00:18:57.200]   We have talked a lot about them being challenged
[00:18:57.200 --> 00:19:00.180]   and stretched and having them grow.
[00:19:00.180 --> 00:19:03.780]   What are the things that stretch our challenge
[00:19:03.780 --> 00:19:07.420]   for students the most in that last year?
[00:19:07.420 --> 00:19:09.580]   And I mean, I want you to talk to us
[00:19:09.580 --> 00:19:12.280]   about the academics obviously,
[00:19:12.280 --> 00:19:15.940]   but I also want you to help us as parents
[00:19:15.940 --> 00:19:19.540]   and as community mentors to see how those students
[00:19:19.540 --> 00:19:22.980]   are being stretched socially and emotionally
[00:19:22.980 --> 00:19:25.880]   and maybe spiritually.
[00:19:25.880 --> 00:19:30.740]   - Yeah, I mean, there's lots of great opportunities
[00:19:30.740 --> 00:19:33.500]   for stretching that final year.
[00:19:33.500 --> 00:19:36.620]   Academics, I think students,
[00:19:36.620 --> 00:19:39.900]   because they're really growing the art of rhetoric
[00:19:39.900 --> 00:19:42.660]   and they're really stretching their study skills,
[00:19:42.660 --> 00:19:47.380]   they grow in some scholarly strengths or virtues.
[00:19:47.380 --> 00:19:51.060]   You learn to read really closely some challenging texts,
[00:19:51.060 --> 00:19:53.980]   you learn to discuss and lead conversations
[00:19:53.980 --> 00:19:56.260]   in three of those strands without notice.
[00:19:56.260 --> 00:19:58.060]   So there's some good accountability
[00:19:58.060 --> 00:20:02.180]   and opportunities to just practice
[00:20:02.180 --> 00:20:04.140]   talking about harder things,
[00:20:04.140 --> 00:20:06.700]   leading conversations on those hard things
[00:20:06.700 --> 00:20:09.260]   in a way that is gracious and loving.
[00:20:09.260 --> 00:20:12.460]   That said, there's some big questions
[00:20:12.460 --> 00:20:16.820]   that come up, we do study the Bible more
[00:20:16.820 --> 00:20:20.540]   and students often realize that they don't know it
[00:20:20.540 --> 00:20:21.980]   like they thought they did.
[00:20:21.980 --> 00:20:23.780]   They realize that they know what their churches
[00:20:23.780 --> 00:20:26.140]   have taught them or their parents have taught them,
[00:20:26.140 --> 00:20:27.400]   but they don't know where it is
[00:20:27.400 --> 00:20:31.180]   and often they've read stories from scripture,
[00:20:31.180 --> 00:20:33.540]   but they remember like parts of them
[00:20:33.540 --> 00:20:36.560]   or maybe they just got the parts
[00:20:36.560 --> 00:20:40.020]   without the dark challenging parts of scripture.
[00:20:40.020 --> 00:20:41.460]   And so wrestling with those things
[00:20:41.460 --> 00:20:43.180]   can bring some important questions
[00:20:43.180 --> 00:20:45.700]   and learning to listen to each other
[00:20:45.700 --> 00:20:48.180]   in all our different denominations
[00:20:48.180 --> 00:20:52.860]   is a really good way to practice loving rhetoric
[00:20:52.860 --> 00:20:55.100]   as we seek the truth together
[00:20:55.100 --> 00:20:59.700]   and that can be a good challenge.
[00:20:59.700 --> 00:21:03.660]   It's an investment to read these great books
[00:21:03.660 --> 00:21:08.700]   to sit at the feet of mere Christianity, C.S. Lewis,
[00:21:08.700 --> 00:21:09.820]   to sit at the feet at
[00:21:10.320 --> 00:21:11.820]   - Mm-hmm.
[00:21:11.820 --> 00:21:14.100]   - Homer and Virgil and Daniel Boorstin
[00:21:14.100 --> 00:21:16.640]   who's a world-renowned wonderful historian
[00:21:16.640 --> 00:21:21.620]   to study and wrestle with math and physics
[00:21:21.620 --> 00:21:25.740]   and really see how we finally apply algebra
[00:21:25.740 --> 00:21:27.620]   and a little bit of trig to that studies.
[00:21:27.620 --> 00:21:29.580]   It transforms the way we view the world
[00:21:29.580 --> 00:21:32.540]   and so that can be a really good study.
[00:21:32.540 --> 00:21:34.240]   Often I've heard students exclaim,
[00:21:34.240 --> 00:21:38.060]   "Oh, that's why we studied that part of math.
[00:21:38.060 --> 00:21:40.140]   I finally get it, oh my word."
[00:21:40.140 --> 00:21:41.800]   I see how it comes together.
[00:21:41.800 --> 00:21:43.440]   Those students who really love math
[00:21:43.440 --> 00:21:47.520]   and who have really had a hard relationship with math grow.
[00:21:47.520 --> 00:21:48.360]   - That's cool.
[00:21:48.360 --> 00:21:54.380]   - Socially, I think everyone's asking big questions.
