
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:03:00.900 --> 00:03:05.080]   First of all, what do you and your family
[00:03:05.080 --> 00:03:07.860]   love about Christmas?
[00:03:07.860 --> 00:03:12.860]   And I want to know, are you guys exuberant celebrators
[00:03:13.060 --> 00:03:17.440]   or quiet celebrators, or somewhere in between?
[00:03:17.440 --> 00:03:23.460]   - So I guess it all depends on how you define those terms,
[00:03:23.460 --> 00:03:26.800]   but I would put us between, towards leaning,
[00:03:26.800 --> 00:03:28.520]   towards the exuberant ones.
[00:03:28.520 --> 00:03:31.600]   - I can see that.
[00:03:31.600 --> 00:03:36.600]   - Yeah, we love just being with people
[00:03:36.600 --> 00:03:40.500]   and through this season especially.
[00:03:40.500 --> 00:03:43.980]   And so when our families can get together
[00:03:43.980 --> 00:03:48.800]   and we tend to play loads of cards and board games
[00:03:48.800 --> 00:03:53.800]   and watch movies that make my dad roll in the floor
[00:03:53.800 --> 00:03:57.300]   with laughter, and so we watch the movies just to watch that.
[00:03:57.300 --> 00:03:58.740]   - Yes, yes, yes.
[00:03:58.740 --> 00:04:02.780]   - And so just making memories,
[00:04:02.780 --> 00:04:05.140]   whether it be with family or friends,
[00:04:05.140 --> 00:04:10.140]   is something that we really enjoy about this season.
[00:04:10.340 --> 00:04:12.640]   - I love that.
[00:04:12.640 --> 00:04:16.200]   You know, people always say Christmas is a time for family.
[00:04:16.200 --> 00:04:21.260]   But I look around and I don't always see it.
[00:04:21.260 --> 00:04:24.580]   I see families going in a hundred different directions.
[00:04:24.580 --> 00:04:27.140]   Everybody going to their own Christmas party
[00:04:27.140 --> 00:04:29.880]   or their own Christmas whatever.
[00:04:29.880 --> 00:04:34.880]   So I love it that your family loves to spend time together
[00:04:34.880 --> 00:04:36.700]   doing things together.
[00:04:36.700 --> 00:04:41.120]   'Cause it's possible to all be home at the same time
[00:04:41.120 --> 00:04:43.260]   and still not be together.
[00:04:43.260 --> 00:04:44.900]   So I like it that you say,
[00:04:44.900 --> 00:04:47.020]   and you've given us some good ideas,
[00:04:47.020 --> 00:04:49.420]   playing games, card games, and board games.
[00:04:49.420 --> 00:04:53.340]   My sons-in-law are game people.
[00:04:53.340 --> 00:04:56.600]   And so we play games together.
[00:04:56.600 --> 00:04:59.840]   We always have, even when they were just dating my girls,
[00:04:59.840 --> 00:05:03.780]   they introduced us to a lot of games
[00:05:03.780 --> 00:05:06.860]   that I'm sure I would never have played otherwise.
[00:05:06.860 --> 00:05:10.580]   And our family likes to watch movies together too.
[00:05:10.580 --> 00:05:13.300]   I sort of like it that we watch the same movies
[00:05:13.300 --> 00:05:15.720]   and so we all have our pet lines
[00:05:15.720 --> 00:05:19.420]   and we can all quote whole sections of the movie.
[00:05:19.420 --> 00:05:22.760]   I had a niece one time who was watching a movie with us
[00:05:22.760 --> 00:05:24.900]   and apparently her family doesn't watch movies
[00:05:24.900 --> 00:05:26.180]   the same way we do.
[00:05:26.180 --> 00:05:29.780]   And so after about the fourth chorus
[00:05:29.780 --> 00:05:32.980]   where we had quoted a section of the dialogue,
[00:05:32.980 --> 00:05:36.660]   she said, "Wow, do y'all memorize all the movies
[00:05:36.660 --> 00:05:37.500]   "that you watch?"
[00:05:37.500 --> 00:05:41.140]   It's like, well, maybe, I don't know, not intentionally.
[00:05:41.140 --> 00:05:43.740]   Maybe that just happens to classical educators.
[00:05:43.740 --> 00:05:44.580]   I don't know.
[00:05:44.580 --> 00:05:48.020]   - Yeah, yeah, we definitely just recently watched
[00:05:48.020 --> 00:05:49.620]   "Seven Brides for Seven Brothers."
[00:05:49.620 --> 00:05:51.700]   - That's one of our big favorites.
[00:05:51.700 --> 00:05:56.460]   - And yeah, just all of us belting out the songs throughout.
[00:05:56.460 --> 00:05:57.300]   - Oh my gosh.
[00:05:57.300 --> 00:05:59.100]   - My dad's favorite lines,
[00:05:59.100 --> 00:06:03.220]   which are probably somewhat PG-13 rated now.
[00:06:03.220 --> 00:06:05.900]   - Yes, that's so funny.
[00:06:05.900 --> 00:06:09.780]   Every time I watch that movie for like weeks after that,
[00:06:09.780 --> 00:06:13.300]   I wake up thinking, bless your beautiful eyes.
[00:06:13.300 --> 00:06:16.340]   And it's just, I cannot get out of my mind.
[00:06:16.340 --> 00:06:18.780]   It's like a worm in my mind.
[00:06:18.780 --> 00:06:21.260]   So let me ask you this, Jamie,
[00:06:21.260 --> 00:06:23.860]   because you guys love to do family things together,
[00:06:23.860 --> 00:06:28.860]   I suspect that you have a good many family traditions.
[00:06:28.940 --> 00:06:31.140]   So what are some of your,
[00:06:31.140 --> 00:06:33.460]   yours and Mark's or yours and your kids,
[00:06:33.460 --> 00:06:36.500]   what are some of your favorite family traditions?
[00:06:36.500 --> 00:06:41.500]   How did they begin and were they intentional
[00:06:41.500 --> 00:06:43.380]   or unintentional?
[00:06:43.380 --> 00:06:49.940]   - So one of the favorites is guessing
[00:06:49.940 --> 00:06:51.900]   which gifts are whose.
[00:06:51.900 --> 00:06:55.180]   - Ooh, so they don't have tags on them?
[00:06:55.180 --> 00:06:56.220]   - They do not.
[00:06:56.220 --> 00:06:59.900]   All they say is one, they have four different words
[00:06:59.900 --> 00:07:01.740]   I will put on them.
[00:07:01.740 --> 00:07:07.820]   Want, need, book, cloth.
[00:07:07.820 --> 00:07:08.820]   - Gotcha.
[00:07:08.820 --> 00:07:16.260]   - And then they find out which wrapping paper is theirs.
[00:07:16.260 --> 00:07:18.260]   Once they've opened their stocking,
[00:07:18.260 --> 00:07:21.260]   there is a little piece of their wrapping paper
[00:07:21.260 --> 00:07:22.940]   at the bottom of the stocking.
[00:07:22.940 --> 00:07:26.420]   And so my kids just love sitting,
[00:07:26.420 --> 00:07:28.820]   our tree is really close to our dining room table
[00:07:28.820 --> 00:07:30.380]   and while we're sitting there at meals,
[00:07:30.380 --> 00:07:32.580]   they're like, yeah, I'm now convinced
[00:07:32.580 --> 00:07:34.660]   that the striped one's mine.
[00:07:34.660 --> 00:07:37.380]   Or the one with the snowman, hmm,
[00:07:37.380 --> 00:07:40.380]   that looks sort of like something that I'd like to have.
[00:07:40.380 --> 00:07:43.980]   - Oh, that is awesome.
[00:07:43.980 --> 00:07:47.500]   - So I enjoy just getting them involved
[00:07:47.500 --> 00:07:51.180]   in talking about the excitement of receiving gifts
[00:07:51.180 --> 00:07:55.460]   because we received a great gift many years ago, right?
[00:07:55.460 --> 00:07:57.540]   Of our savior being born.
[00:07:57.540 --> 00:08:00.900]   And so just building excitement around gifts
[00:08:00.900 --> 00:08:04.860]   is something that I've really enjoyed doing.
[00:08:04.860 --> 00:08:07.700]   And that one was intentional.
[00:08:07.700 --> 00:08:10.300]   I had a dear friend who was doing that
[00:08:10.300 --> 00:08:14.020]   when I visited her out West and I just loved the idea.
[00:08:14.020 --> 00:08:17.220]   And we've probably been doing it for 10 to 12 years now.
[00:08:17.220 --> 00:08:19.500]   And so my kids expect it.
[00:08:19.500 --> 00:08:22.700]   And now my grandkids are experiencing it,
[00:08:22.700 --> 00:08:25.140]   whether they'll expect it for the years to come.
[00:08:25.140 --> 00:08:26.380]   I don't know.
[00:08:26.380 --> 00:08:28.020]   They're a little young, but,
[00:08:28.020 --> 00:08:32.340]   and then the other thing that we actually just decided
[00:08:32.340 --> 00:08:36.540]   this year, because we have a couple of older children
[00:08:36.540 --> 00:08:39.820]   who no longer live with us and they have their own schedules
[00:08:39.820 --> 00:08:43.660]   and, or at least the schedule that I don't see, right?
[00:08:44.940 --> 00:08:49.660]   And so this year we decided the first weekend of December
[00:08:49.660 --> 00:08:52.540]   would be our weekend to get together
[00:08:52.540 --> 00:08:55.860]   to put up the Christmas tree and put up all the ornaments
[00:08:55.860 --> 00:08:59.780]   and talk about why we have this ornament or that ornament.
[00:08:59.780 --> 00:09:04.220]   And those ornaments are very intentional.
[00:09:04.220 --> 00:09:07.340]   We pick them because they either remind us
[00:09:07.340 --> 00:09:09.660]   of places we've been together,
[00:09:09.660 --> 00:09:12.740]   or there's one for every anniversary
[00:09:12.740 --> 00:09:14.180]   that my husband and I have had.
[00:09:14.180 --> 00:09:16.260]   We have them labeled on the back.
[00:09:16.260 --> 00:09:18.220]   It was which anniversary they belong to.
[00:09:18.220 --> 00:09:21.420]   And some of them deal with trips that we went on
[00:09:21.420 --> 00:09:23.420]   for that special anniversary or whatever.
[00:09:23.420 --> 00:09:28.180]   And then some are childhood ornaments, especially for Mark.
[00:09:28.180 --> 00:09:32.060]   He has a clay baked Christmas tree that's trying
[00:09:32.060 --> 00:09:36.340]   to swivel, shrivel into the,
[00:09:36.340 --> 00:09:38.740]   everything around the edges is just curling in.
[00:09:38.740 --> 00:09:41.340]   And so, but that one's special.
[00:09:41.340 --> 00:09:43.180]   He remembers the teacher at school
[00:09:43.180 --> 00:09:44.700]   that helped him make that one.
[00:09:44.700 --> 00:09:48.940]   And so, yeah, we enjoyed doing that.
[00:09:48.940 --> 00:09:51.540]   And then the last thing that I thought of was just that
[00:09:51.540 --> 00:09:55.500]   we do and have done since they were babies.
[00:09:55.500 --> 00:09:58.540]   So my oldest is 24.
[00:09:58.540 --> 00:10:02.580]   Since she, yeah, since she was a baby,
[00:10:02.580 --> 00:10:07.180]   we've done a Jesse tree that we actually made ourselves
[00:10:07.180 --> 00:10:11.300]   out of felt and made all the ornaments together out of felt.
[00:10:11.300 --> 00:10:14.180]   She was old enough to,
[00:10:14.180 --> 00:10:16.100]   well, I guess probably not since she was a baby,
[00:10:16.100 --> 00:10:18.700]   since the next ones were babies because she helped me.
[00:10:18.700 --> 00:10:20.500]   So she would have been about six.
[00:10:20.500 --> 00:10:24.620]   And so she helped me make all the ornaments.
[00:10:24.620 --> 00:10:26.980]   And every year we've gotten it out
[00:10:26.980 --> 00:10:30.780]   and we walk through the lineage of Christ
[00:10:30.780 --> 00:10:34.580]   and what has come before to prepare us
[00:10:34.580 --> 00:10:37.820]   for this day that we celebrate of Christ's birth.
[00:10:37.820 --> 00:10:41.100]   And this year and even years, the last couple of years,
[00:10:41.100 --> 00:10:44.220]   we've swapped it around to where we no longer tell
[00:10:44.220 --> 00:10:47.380]   the stories, but we just ask what the kids say.
[00:10:47.380 --> 00:10:49.940]   You tell the story, just from what you remember,
[00:10:49.940 --> 00:10:53.180]   tell us the story of what this one represents.
[00:10:53.180 --> 00:10:56.860]   - Oh, I love that, I love that.
[00:10:56.860 --> 00:11:01.740]   How do your kids feel about your traditions?
[00:11:01.740 --> 00:11:03.460]   Do they love them?
[00:11:03.460 --> 00:11:05.220]   Do they tolerate them?
[00:11:05.220 --> 00:11:08.300]   Do they advocate for new ones?
[00:11:08.300 --> 00:11:13.300]   - So there are some that don't fit everybody's bill
[00:11:13.300 --> 00:11:15.860]   of, yeah, let's do this yearly.
[00:11:15.860 --> 00:11:20.860]   But I do remember, I'm reminded the last two years,
[00:11:20.860 --> 00:11:23.620]   in fact, they've asked me already this year,
[00:11:23.620 --> 00:11:27.100]   you're gonna get that candy, right?
[00:11:27.100 --> 00:11:28.980]   That certain kind of candy.
[00:11:28.980 --> 00:11:31.220]   And I don't even know what they're called.
[00:11:31.220 --> 00:11:35.180]   It's some foreign thing that they like
[00:11:35.180 --> 00:11:37.620]   that I can get at a local store, thankfully,
[00:11:37.620 --> 00:11:40.140]   but I got it one year and every year since then,
[00:11:40.140 --> 00:11:42.860]   don't forget to buy those, those are so good.
[00:11:42.860 --> 00:11:45.660]   - Isn't that funny how you do it one time
[00:11:45.660 --> 00:11:48.980]   and it simply becomes a tradition to your children.
[00:11:48.980 --> 00:11:53.540]   - Yes, and I also do another tradition that this year
[00:11:53.540 --> 00:11:57.380]   I'm backing off of and I'm just really seeing
[00:11:57.380 --> 00:11:58.940]   if they're going to notice.
[00:11:58.940 --> 00:12:02.700]   So they tend to get socks in their stockings
[00:12:02.700 --> 00:12:05.580]   'cause I'm like, what is a stocking without some socks?
[00:12:05.580 --> 00:12:09.300]   And also for years past, I used it just to be able to say,
[00:12:09.300 --> 00:12:10.700]   now we're throwing those away.
[00:12:10.700 --> 00:12:14.260]   They have holes, we're done with those, you have new ones.
[00:12:14.260 --> 00:12:17.660]   But now my kids are older and they throw their socks away
[00:12:17.660 --> 00:12:20.700]   as they get holes now and I'm like,
[00:12:20.700 --> 00:12:23.020]   okay, I'm not hearing the need for socks.
[00:12:23.020 --> 00:12:25.540]   But I was telling Mark the other day, I was like,
[00:12:25.540 --> 00:12:28.100]   maybe they just assume I'm gonna give them socks
[00:12:28.100 --> 00:12:31.380]   so they're not gonna tell me there is a need right now.
[00:12:31.380 --> 00:12:32.780]   - Right, right.
[00:12:32.780 --> 00:12:36.180]   - So I might be in trouble in 10 days or so.
[00:12:36.180 --> 00:12:37.500]   - That is so funny.
[00:12:37.500 --> 00:12:39.740]   I remember when I was little,
[00:12:39.740 --> 00:12:44.740]   did you get those like lifesaver storybooks?
[00:12:44.740 --> 00:12:46.900]   - Yes.
[00:12:46.900 --> 00:12:49.680]   - Every year when I was little, I got one of those.
[00:12:49.680 --> 00:12:52.860]   And so when I started having kids, I thought,
[00:12:52.860 --> 00:12:55.460]   well, everybody, they were just magical to me.
[00:12:55.460 --> 00:12:57.940]   I mean, we didn't have a lot of candy when I was growing up.
[00:12:57.940 --> 00:13:01.860]   And so to have all of those roles that were just mine
[00:13:01.860 --> 00:13:03.580]   was sort of magical.
[00:13:03.580 --> 00:13:05.460]   So I did that for my kids.
[00:13:05.460 --> 00:13:08.460]   And it was probably three years ago.
[00:13:08.460 --> 00:13:11.060]   My adult girls finally said,
[00:13:11.060 --> 00:13:14.000]   like, if you want to stop doing that,
[00:13:14.000 --> 00:13:15.660]   we would be okay with it.
[00:13:15.660 --> 00:13:19.460]   And I thought, oh my gosh, I did not have any idea
[00:13:19.460 --> 00:13:23.100]   that it did not strike them as magical as it struck me.
[00:13:23.100 --> 00:13:25.860]   But their life is full of more candy than my life was.
[00:13:25.860 --> 00:13:27.300]   - Right, yes.
[00:13:27.300 --> 00:13:29.100]   - That's it, it's so funny.
[00:13:30.080 --> 00:13:33.480]   Our kids love some traditions and some they don't love.
[00:13:33.480 --> 00:13:36.140]   But you know what I have discovered?
[00:13:36.140 --> 00:13:40.080]   It's the traditions of our family,
[00:13:40.080 --> 00:13:45.080]   the beloved ones and the tolerated ones alike
[00:13:45.080 --> 00:13:48.300]   that draw us together, that give us common memories
[00:13:48.300 --> 00:13:51.800]   and something to rally around and something to groan against.
[00:13:51.800 --> 00:13:56.440]   And so there's a lot to be said for all of those traditions.
[00:13:56.440 --> 00:14:01.440]   - I know, Jamie, that your family is very active
[00:14:01.440 --> 00:14:03.180]   in serving your community.
[00:14:03.180 --> 00:14:05.420]   I love hearing what y'all are doing,
[00:14:05.420 --> 00:14:08.540]   what benefit you're involved in
[00:14:08.540 --> 00:14:11.600]   and what project you have going on now.
[00:14:11.600 --> 00:14:16.600]   Are there some things that y'all do every year to serve?
[00:14:16.600 --> 00:14:23.180]   Is there a tradition that you do every year as a family?
[00:14:25.700 --> 00:14:30.700]   - So yes, we try to do as much as we can
[00:14:30.700 --> 00:14:34.500]   be a part of our community here.
[00:14:34.500 --> 00:14:37.920]   And one of the ways that we've found to do that
[00:14:37.920 --> 00:14:42.940]   is just that there are local businesses
[00:14:42.940 --> 00:14:46.340]   or nonprofits actually that we want to support.
[00:14:46.340 --> 00:14:49.760]   And financially is not always an aspect
[00:14:49.760 --> 00:14:52.740]   that my children at least can give you.
[00:14:52.740 --> 00:14:57.740]   And so we have found ways for, oh, we need extra people
[00:14:57.740 --> 00:15:00.260]   to help carry this banner in the parade.
[00:15:00.260 --> 00:15:04.140]   And so there's, in our little town,
[00:15:04.140 --> 00:15:06.620]   there's at least three parades every year.
[00:15:06.620 --> 00:15:09.740]   And so we are always at the top of the list
[00:15:09.740 --> 00:15:13.580]   for those nonprofits saying, hey, call us if you need people.
[00:15:13.580 --> 00:15:17.700]   And my kids enjoy walking or riding in those parades.
[00:15:17.700 --> 00:15:21.420]   And in fact, a couple of them are very disappointed
[00:15:21.420 --> 00:15:24.460]   when our schedule doesn't allow us to be in town
[00:15:24.460 --> 00:15:26.780]   for some reason or another.
[00:15:26.780 --> 00:15:31.140]   And so, yeah, doing the parade and then quite a few of them
[00:15:31.140 --> 00:15:34.980]   also do fundraising banquets and they need servers
[00:15:34.980 --> 00:15:39.300]   and they actually want children or teenagers
[00:15:39.300 --> 00:15:42.340]   to be the servers to get them more involved
[00:15:42.340 --> 00:15:43.960]   in community events as well.
[00:15:43.960 --> 00:15:47.620]   And so once again, we're just on that list of,
[00:15:47.620 --> 00:15:52.100]   hey, if you need servers and it works with our schedule,
[00:15:52.100 --> 00:15:53.260]   we will jump in.
[00:15:53.260 --> 00:15:57.220]   And so usually I'm in the background just instructing
[00:15:57.220 --> 00:16:00.540]   and but the teenagers are actually the ones
[00:16:00.540 --> 00:16:04.700]   that are serving the food or cleaning up or whatever.
[00:16:04.700 --> 00:16:07.660]   And so those are things that we do.
[00:16:07.660 --> 00:16:10.260]   And then this time of year,
[00:16:10.260 --> 00:16:14.340]   during our advent season, we try to instigate
[00:16:15.300 --> 00:16:20.300]   walking around and caroling once one night in December.
[00:16:20.300 --> 00:16:26.540]   And so we put it out on our local Facebook group
[00:16:26.540 --> 00:16:29.300]   just saying, hey, we're meeting in this grocery store
[00:16:29.300 --> 00:16:32.860]   parking lot and we have the song books
[00:16:32.860 --> 00:16:36.420]   and we have people who are organized
[00:16:36.420 --> 00:16:39.300]   and ready to take groups of like eight to 10
[00:16:39.300 --> 00:16:40.740]   down this street and this street.
[00:16:40.740 --> 00:16:43.580]   You meet at this time and you'll be put with a group
[00:16:43.580 --> 00:16:46.300]   and enjoy getting to know your neighbors
[00:16:46.300 --> 00:16:47.580]   that you're singing with,
[00:16:47.580 --> 00:16:50.860]   as well as the neighbors that you're singing to.
[00:16:50.860 --> 00:16:53.380]   So those are just some things
[00:16:53.380 --> 00:16:56.820]   that we enjoy doing together as a family.
[00:16:56.820 --> 00:16:58.760]   And it does help that for the most part,
[00:16:58.760 --> 00:17:00.700]   we are a musical family.
[00:17:00.700 --> 00:17:02.380]   - Certainly y'all really are.
[00:17:02.380 --> 00:17:03.900]   And that's something that,
[00:17:03.900 --> 00:17:07.340]   although I had a podcast guest just earlier this month
[00:17:07.340 --> 00:17:09.980]   who said, "Yeah, we always go Christmas caroling
[00:17:09.980 --> 00:17:12.380]   "as a family and I'm not sure it's a real blessing
[00:17:12.380 --> 00:17:14.620]   "'cause we're not really musical."
[00:17:14.620 --> 00:17:19.620]   But I think the warmth of somebody sharing
[00:17:19.620 --> 00:17:23.980]   a Christmas carol with you in an unexpected way
[00:17:23.980 --> 00:17:27.500]   is a blessing even if it's like a joyful noise
[00:17:27.500 --> 00:17:29.260]   instead of a heavenly choir.
[00:17:29.260 --> 00:17:32.780]   So that's a really, I love all of those ideas.
[00:17:32.780 --> 00:17:35.860]   I knew that you would have some really good ideas
[00:17:35.860 --> 00:17:40.340]   for families because really and truly one of the best ways
[00:17:40.340 --> 00:17:43.260]   for us to celebrate the season
[00:17:43.260 --> 00:17:47.900]   is to give the gift of ourselves.
[00:17:47.900 --> 00:17:51.260]   I love what you said earlier, Jamie,
[00:17:51.260 --> 00:17:53.240]   that it reminds us of the gift,
[00:17:53.240 --> 00:17:56.700]   the greatest gift of all that God gave to us
[00:17:56.700 --> 00:17:58.360]   in the gift of his son.
[00:17:58.360 --> 00:18:00.900]   And so giving of ourselves,
[00:18:00.900 --> 00:18:03.300]   giving of our time is really cool.
[00:18:03.300 --> 00:18:05.260]   So I love that.
[00:18:05.260 --> 00:18:07.220]   You went in a couple of different ways.
[00:18:07.220 --> 00:18:10.300]   I don't know if I had ever thought about calling
[00:18:10.300 --> 00:18:15.260]   a local nonprofit and volunteering to be their face
[00:18:15.260 --> 00:18:19.860]   in the parade, although our little town has a local parade
[00:18:19.860 --> 00:18:23.900]   and I do know that people along the parade route
[00:18:23.900 --> 00:18:26.940]   love to see kids and teenagers.
[00:18:26.940 --> 00:18:30.660]   And so that is an awesome way.
[00:18:30.660 --> 00:18:31.900]   And there are, you're right,
[00:18:31.900 --> 00:18:34.300]   there's so many banquets going on.
[00:18:34.300 --> 00:18:38.260]   Church banquets and nonprofit banquets
[00:18:38.260 --> 00:18:40.380]   and what a blessing to say,
[00:18:40.380 --> 00:18:42.700]   "Hey, I'll be your waiter or waitress."
[00:18:42.700 --> 00:18:46.920]   And that's such a great way for the kids to be involved
[00:18:46.920 --> 00:18:51.920]   and maybe to be drawn in to the mission of that group.
[00:18:51.920 --> 00:18:55.900]   It kind of is a soft introduction for them.
[00:18:55.900 --> 00:18:57.740]   - Yeah, whether it ends up being that group
[00:18:57.740 --> 00:19:00.820]   or just being aware, do you seek out
[00:19:00.820 --> 00:19:04.460]   how you can be a servant wherever they land,
[00:19:04.460 --> 00:19:08.500]   whether they stay nearby or in another town, yeah.
[00:19:08.500 --> 00:19:09.660]   - I think that's great.
[00:19:09.660 --> 00:19:10.500]   Let me ask you this.
[00:19:10.500 --> 00:19:13.100]   Did your family, the family you were born into,
[00:19:13.100 --> 00:19:15.940]   did y'all do missions when you were growing up?
[00:19:15.940 --> 00:19:19.740]   I mean, is serving as a family just kind of part
[00:19:19.740 --> 00:19:21.020]   of your DNA?
[00:19:21.020 --> 00:19:27.260]   - I wouldn't have said that while I was growing up,
[00:19:27.260 --> 00:19:29.760]   but looking back, yes.
[00:19:29.760 --> 00:19:32.300]   Did we go on mission trips?
[00:19:32.300 --> 00:19:33.720]   No.
[00:19:33.720 --> 00:19:34.760]   Not one.
[00:19:34.760 --> 00:19:36.860]   - Right, right, right.
[00:19:36.860 --> 00:19:41.360]   - But there was one year, and I come from parents
[00:19:41.360 --> 00:19:45.880]   who actually didn't give gifts to us growing up.
[00:19:45.880 --> 00:19:50.460]   And so, but they would every so often,
[00:19:50.460 --> 00:19:53.920]   and one I remember specifically when I was nine,
[00:19:53.920 --> 00:19:59.600]   they announced at the breakfast table to us siblings saying,
[00:19:59.600 --> 00:20:04.600]   "We are going to give you each a certain amount of money,
[00:20:04.600 --> 00:20:10.020]   but you only get to choose on who it is spent on
[00:20:10.020 --> 00:20:13.380]   or whom it is spent on."
[00:20:13.380 --> 00:20:18.380]   So I remember that one just very vividly
[00:20:18.380 --> 00:20:21.660]   at the time we were praying for a relative
[00:20:21.660 --> 00:20:26.660]   who had an issue that was abusive to their bodies.
[00:20:28.580 --> 00:20:32.860]   And so giving money to them was probably not wise,
[00:20:32.860 --> 00:20:35.520]   but as a nine-year-old, I just remember going,
[00:20:35.520 --> 00:20:36.720]   "They don't have much."
[00:20:36.720 --> 00:20:38.900]   But I didn't realize they didn't have much
[00:20:38.900 --> 00:20:41.200]   because they spent it on the wrong things.
[00:20:41.200 --> 00:20:46.640]   But my parents were wise and crafty enough to say,
[00:20:46.640 --> 00:20:50.440]   "Okay, we will give your gift to this person,
[00:20:50.440 --> 00:20:54.860]   but you need to know that we're not handing them money.
[00:20:54.860 --> 00:20:58.980]   We're actually going to go buy food for their household.
[00:20:58.980 --> 00:21:03.000]   We're going to buy clothing that we know that he needs."
[00:21:03.000 --> 00:21:06.480]   And that was just a fun day,
[00:21:06.480 --> 00:21:10.560]   the day that we showed up unannounced to their house.
[00:21:10.560 --> 00:21:15.560]   And I had probably seen this person at his worst.
[00:21:15.560 --> 00:21:20.420]   I was not secluded from the repercussions of his life.
[00:21:21.480 --> 00:21:25.280]   But I just remember him sitting on the front porch steps,
[00:21:25.280 --> 00:21:28.980]   just bawling and weeping when we showed up
[00:21:28.980 --> 00:21:32.200]   with just bags and bags and bags of things
[00:21:32.200 --> 00:21:33.800]   for the whole family.
[00:21:33.800 --> 00:21:39.860]   And then later on, I was not homeschooled,
[00:21:39.860 --> 00:21:41.360]   but private schooled.
[00:21:41.360 --> 00:21:45.200]   And my parents, especially my dad, would say,
[00:21:45.200 --> 00:21:46.340]   "You know what?
[00:21:46.340 --> 00:21:50.260]   You're going to only go to school four days a week.
[00:21:50.260 --> 00:21:52.420]   I'm going to tell your principal that,
[00:21:52.420 --> 00:21:54.540]   and I'm going to choose what you're going to do
[00:21:54.540 --> 00:21:55.960]   on the fifth day."
