
[00:00:00.000 --> 00:00:05.800]   The holidays start here at Ralph's with a variety of options to celebrate traditions old and new.
[00:10:48.800 --> 00:10:55.800]   By now, Tony Lee had assumed the role of financial overseer and had a front-row seat as money left his old friend's bank accounts.
[00:10:55.800 --> 00:11:00.800]   Unlike the mundane stock performance charts Lee had been overseeing for the Bass family,
[00:11:00.800 --> 00:11:08.800]   he was now staring at receipts for investments in gold and real estate properties, hot air balloons, and proposals for helicopter tour companies.
[00:11:08.800 --> 00:11:14.800]   Lee could also see those vying for Hsieh's money beginning to fight for it, often motivated by the 10X program.
[00:11:14.800 --> 00:11:24.800]   Hsieh's longtime personal assistant, Mimi Pham, for example, had in recent years been paid a flat $9,000 a month salary from Hsieh, in addition to travel expenses.
[00:11:24.800 --> 00:11:30.800]   But after the Park City chapter began, she negotiated a pay raise and was now earning $30,000 a month,
[00:11:30.800 --> 00:11:35.800]   an amount that was soon dwarfed by the money she was scooping up in 10X commissions.
[00:11:35.800 --> 00:11:41.800]   In total, through an LLC she controlled, Pham sent invoices for what amounted to more than $20,000,000.
[00:11:41.800 --> 00:11:52.800]   In one case, she "managed" a contractor who was being paid $83,333.33 a month for "assistance and management of various projects,"
[00:11:52.800 --> 00:11:57.800]   earning her $8,333 every time he was paid.
[00:11:57.800 --> 00:12:05.800]   When Hsieh bought a fleet of buses and asked that Pham arrange for them to be retrofitted at a cost of $3.7 million, she took 10% of the fee.
[00:12:05.800 --> 00:12:12.800]   Then there was the $7 million acquisition of the Big Moose Yacht Club, an event space on prime real estate at the foot of Park City's ski lifts,
[00:12:12.800 --> 00:12:16.800]   which entitled her to a $700,000 commission.
[00:12:16.800 --> 00:12:20.800]   In a twisted way, Hsieh's incentive structure was working the way he envisioned it.
[00:12:20.800 --> 00:12:23.800]   People were vying to execute his every whim.
[00:12:23.800 --> 00:12:28.800]   When he had an idea to launch a film studio that produced documentaries, Pham took up the proposition.
[00:12:28.800 --> 00:12:39.800]   On a sticky note, she and Hsieh wrote up the terms of a contract to set up an LLC with $10 million to fund documentary film projects produced by an existing studio called XTR.
[00:12:39.800 --> 00:12:47.800]   The LLC would be controlled by Hsieh, Pham, and her boyfriend, Roberto Grande, a former lawyer and aspiring film producer.
[00:12:47.800 --> 00:12:56.800]   As part of the agreement, Pham and Grande were entitled to 55% of the profit from the venture, despite not putting up their own money.
[00:12:56.800 --> 00:13:02.800]   And in line with 10X, Grande would be entitled to a $1 million commission for setting up the LLC.
[00:13:02.800 --> 00:13:10.800]   Pham then charged Hsieh another 10% fee on the cost of hiring the lawyers to arrange the $1 million commission payment to Grande.
[00:13:10.800 --> 00:13:17.800]   Two months later, Grande told XTR that Hsieh had approved another $7.5 million for the venture.
[00:13:17.800 --> 00:13:29.800]   It's unclear if the money was wired, but soon afterward, the attorneys who had written up the terms for the $1 million commission payment to him amended the contract to state that he was now owed $1.75 million.
[00:13:29.800 --> 00:13:42.800]   Pham's efforts often came into conflict with those of Susie Bailson, a friend of Hsieh's who had previously attended events with him as a plus-one, and was now overseeing multiple operations in his Park City world.
[00:13:42.800 --> 00:13:47.800]   At one point, Pham introduced a "Susie Penalty," which Hsieh agreed to.
[00:13:47.800 --> 00:13:53.800]   For every day Bailson was on one of his properties, Pham would fine him $30,000.
[00:13:53.800 --> 00:14:01.800]   While it seemed outrageous, Hsieh racked up $1.83 million in fees under the scheme and received an invoice from Grande.
[00:14:01.800 --> 00:14:04.800]   He ended up paying $420,000.
[00:14:04.800 --> 00:14:08.800]   Another person Pham seemed to be feuding with was Andy Hsieh.
[00:14:08.800 --> 00:14:18.800]   Since Tony had met Paula Abdul earlier in the year, he had wanted her to come to Park City to do some shows, and because tours had been canceled as a result of the pandemic, she had spare time.
[00:14:18.800 --> 00:14:27.800]   So, Hsieh proposed that Abdul perform 180 shows at a local event venue known as Yellowstone for a $9 million contract.
[00:14:27.800 --> 00:14:31.800]   Whoever could close the deal would get the $900,000 commission.
[00:14:31.800 --> 00:14:39.800]   Andy claimed that he had arranged it, while Pham argued that in fact she was entitled to the commission, but nothing ever came of the proposal.
[00:14:39.800 --> 00:14:48.800]   In another dispute, Andy and Pham lobbied Tony about who they thought was entitled to the 10% commission on the $15 million ranch he was now living in.
[00:14:48.800 --> 00:15:03.800]   In the final frantic months before Hsieh's death from a fire in a storage shed, where he had barricaded himself surrounded by nitrous oxide canisters, candles, and a propane tank, Andy also tried to rally support among others to pursue deals with his brother's money.
[00:15:03.800 --> 00:15:15.800]   At one point he urged another friend, Janice Lopez, to convince Hsieh to invest $10 million in an entity that would own a tequila company, eventually suggesting she ask for $50 million for the venture.
[00:15:15.800 --> 00:15:18.800]   But Lopez refused, and the deal went nowhere.
[00:15:18.800 --> 00:15:24.800]   Tony Lee, for his part, initially seemed to encourage Andy's pursuit of the 10x commission payments.
[00:15:24.800 --> 00:15:33.800]   "You are welcomed [sic] to go broker a deal for me," Lee wrote in a text to Andy, referring to his salary contract. "Go talk to him."
[00:15:33.800 --> 00:15:36.800]   "Yeah, I'll talk to him," Andy replied. "Tell him I'm your broker."
[00:15:36.800 --> 00:15:43.800]   Lee seemed enthused. "You have to earn your commission now and make it happen, smiley face. Hope Tony pays you."
[00:15:43.800 --> 00:15:48.800]   "I'll make it happen with Tony, and you make it happen with him that I'm your broker, smiley face," Andy replied.
[00:15:48.800 --> 00:15:57.800]   "The higher my number, whether 1.4 or 1.5 million dollars, you will get a bigger commission. Go fight for me now, smiley face."
[00:15:57.800 --> 00:16:02.800]   "Win-win," Andy wrote back. "Mainly excited for you to be here, and we can hang out together."
[00:16:02.800 --> 00:16:08.800]   Lee later claimed he wasn't aware how ill Hsieh was until after he decided to take on the role.
[00:16:08.800 --> 00:16:15.800]   After he started working, he soon soured on Andy and came to believe that he was seeking to exploit his brother rather than protect him.
[00:16:15.800 --> 00:16:21.800]   At one point, Lee claimed that Andy asked him to divert as much as 100 million dollars to an account he controlled
[00:16:21.800 --> 00:16:27.800]   to put aside for Tony's "retirement," which he refused to do, a claim Andy later denied.
[00:16:27.800 --> 00:16:33.800]   As for Andy's efforts to secure a 10% commission on Lee's salary worth more than $100,000,
[00:16:33.800 --> 00:16:37.800]   those fell by the wayside when Tony himself refused the proposal.
[00:16:37.800 --> 00:16:44.800]   It didn't seem to matter, though, as Andy had already negotiated his own salary contract with his brother at $1 million a year.
[00:16:44.800 --> 00:16:51.800]   Thus concludes the article released in Forbes again. This is part of the promotional tour for the release of the new book called "Wonder Boy."
[00:16:51.800 --> 00:16:57.800]   Tony Hsieh's "Zappos and the Myth of Happiness in Silicon Valley," released today, April 25, 2023.
[00:16:57.800 --> 00:17:02.800]   I have just a few comments that occurred to me in passing. I'm not going to sermonize.
[00:17:02.800 --> 00:17:10.800]   I'm not going to point fingers at Tony Hsieh. The older I get, the more humbled I feel, and I just recognize there but for the grace of God go I.
[00:17:10.800 --> 00:17:22.800]   I hope that I would be able to handle great wealth differently than Tony Hsieh did, but better men than I have been brought down by it.
[00:17:22.800 --> 00:17:30.800]   And so I'm not going to point fingers at him. But I think there are a few basic lessons that we need to learn.
[00:17:30.800 --> 00:17:40.800]   Number one, everybody has problems. All of us have problems. And the good thing about your problems is that you know what they are.
[00:17:40.800 --> 00:17:48.800]   The reason I chose to read this little excerpt of the book is because it opens up a world of problems that most of us have no experience with,
[00:17:48.800 --> 00:17:53.800]   both from the perspective of Hsieh and also of those around him.
[00:17:53.800 --> 00:18:01.800]   First of all, think about the problems that Hsieh faced, and his psychology, and his character, and the way that he was seeking to manipulate those around him.
[00:18:01.800 --> 00:18:06.800]   But then imagine if you were one of those who was around him. I thought about that.
[00:18:06.800 --> 00:18:14.800]   If I've got a really rich guy who's got tons of money and wants to blow his money, would I have taken advantage of him?
[00:18:14.800 --> 00:18:22.800]   I want to say that I would say, "No, Hsieh needs to go to the doctor," and I would try to do that, but that's probably not true.
[00:18:22.800 --> 00:18:29.800]   I probably would have tried to submit my invoices just like anybody else. I would have justified it in various ways.
[00:18:29.800 --> 00:18:34.800]   It's his money. He can do what he wants. I'm not hiding anything from him. This is the scheme that he's come up with.
[00:18:34.800 --> 00:18:41.800]   Who am I to say to a crazy man that he can't spend his money how he wants to spend it?
[00:18:41.800 --> 00:18:44.800]   And after all, if I don't do it for him, someone else is going to do it.
[00:18:44.800 --> 00:18:50.800]   And then I would probably flatter myself and say, "Well, I'm more likely to look out for his best interest and protect him than other people are."
[00:18:50.800 --> 00:18:57.800]   So at least if I'm the one who's scheming up these ridiculous schemes and charging him invoices for all this stuff,
[00:18:57.800 --> 00:19:01.800]   at least that keeps me near him so I can sort of protect him. I probably would.
[00:19:01.800 --> 00:19:07.800]   I'm no more virtuous than anyone else. We all want to look out for our own self.
[00:19:07.800 --> 00:19:17.800]   And what an awful situation to be in. I can only imagine the guilt that all of those around him have dealt with for the past few years.
[00:19:17.800 --> 00:19:25.800]   I had no idea to the depth of this depravity. But my point is just simply that if you think you've got problems, recognize that everybody's got problems.
[00:19:25.800 --> 00:19:32.800]   And what money does is it magnifies the size of your problems. I'm not saying that poverty is better than affluence.
[00:19:32.800 --> 00:19:42.800]   There is probably a sweet spot. There is an amount of money, and I don't know this exact number, but it's probably more than a million dollars.
[00:19:42.800 --> 00:19:54.800]   It's probably in the range of somewhere from a few million dollars, two or three, how do you know exactly, up to the range of, I don't know, 30, 40, somewhere in that range, 30, 40 million dollars,
[00:19:54.800 --> 00:20:01.800]   where you can pretty well do anything that you want to do. There's no decision in life that you can't make. You're totally financially free.
[00:20:01.800 --> 00:20:09.800]   But you haven't flipped over into the world of ridiculous excess where it's just a matter of consume, consume, consume, consume.
[00:20:09.800 --> 00:20:15.800]   Because that's what a guy like Shay faced, 1.2 billion dollars. How do you ever spend a billion dollars?
[00:20:15.800 --> 00:20:22.800]   The only way you can ever successfully spend the money is with insanity, with just absolute insanity.
[00:20:22.800 --> 00:20:27.800]   And even doing that, it takes a long time to blow through huge amounts of money like that.
[00:20:27.800 --> 00:20:37.800]   And so when you have a net worth in the range of a few million dollars to, again, I'm making up numbers, 20 million, 30 million, somewhere in that range,
[00:20:37.800 --> 00:20:42.800]   you have total financial freedom. You can live where you want to live. You can live how you want to live.
[00:20:42.800 --> 00:20:50.800]   But you haven't lost your grip on reality. You haven't become a Howard Hughes or a Tony Hsieh sitting in a shed somewhere,
[00:20:50.800 --> 00:20:56.800]   drugged out on nitrous oxide canisters, killing yourself with a stupid fire.
[00:20:56.800 --> 00:21:03.800]   You haven't created this force field around you. You haven't attracted international attention.
[00:21:03.800 --> 00:21:07.800]   They're not making articles about you as well. So there is a sweet spot.
[00:21:07.800 --> 00:21:16.800]   And I think that if it's not that earning more or having more than that is probably a bad thing, but it means it's a much harder responsibility.
[00:21:16.800 --> 00:21:22.800]   If you doubt that, just think about how hard it would be to manage 500 million dollars or a billion dollars.
[00:21:22.800 --> 00:21:25.800]   What would you do with the money? How do you give it away?
[00:21:25.800 --> 00:21:29.800]   Every decision that you make can wind up being destructive in some way.
[00:21:29.800 --> 00:21:34.800]   We all admire great philanthropists who successfully give away hundreds of millions of dollars.
[00:21:34.800 --> 00:21:42.800]   Sometimes I wonder if it's not better for them just to consume it in a wild orgy of stupidity, the way that Hsieh was doing.
[00:21:42.800 --> 00:21:49.800]   Maybe it's less destructive to do that than some of the projects that people have come up with to employ their hundreds of millions of dollars.
[00:21:49.800 --> 00:21:54.800]   Now, if you ever face it or if I ever face it, I pray that we would have the wisdom and be able to find the wise counsel
[00:21:54.800 --> 00:21:57.800]   and speak to those experience, et cetera, in order to know how to handle it.
[00:21:57.800 --> 00:22:00.800]   But I wouldn't want to trade my problems for Hsieh's problems.
[00:22:00.800 --> 00:22:04.800]   It might seem attractive, but remember, it all comes with it.
[00:22:04.800 --> 00:22:11.800]   And this is something that I think it was Charlie Munger who says, "Here's how you know you live a pretty privileged life."
[00:22:11.800 --> 00:22:19.800]   It's that if you could imagine a giant jar with 8 billion marbles in it, and you had the choice to take your marble and toss it into the jar
[00:22:19.800 --> 00:22:23.800]   and reach in and grab anybody else's life out, what would you take?
[00:22:23.800 --> 00:22:32.800]   And even knowing that I could wake up in Tony Hsieh's life or Elon Musk's life or anybody, I wouldn't take anybody else's marble.
[00:22:32.800 --> 00:22:36.800]   My problems are big, but I've lived with them for a long time and I know what they are.
[00:22:36.800 --> 00:22:45.800]   And I know what the blessings of my life are, the peace, the contentment, the satisfaction, et cetera, that I can enjoy that's different from what some of these guys have to face in their life.
[00:22:45.800 --> 00:22:50.800]   So just use it and recognize that your problems, as big as they are and as frustrating as they are,
[00:22:50.800 --> 00:22:58.800]   if you had the chance to toss your marble into that jar and grab another one out at random, you'd probably not... you'd prefer to keep that deal. We all would.
[00:22:58.800 --> 00:23:04.800]   I think the other lesson of this is be diligent as best as we can. You and I both. I'm preaching to me.
[00:23:04.800 --> 00:23:07.800]   Just trying to learn a few lessons from this staggering story.
[00:23:07.800 --> 00:23:18.800]   Let us be diligent to do our very best to cultivate our virtue and our self-discipline and our good, strong moral character today while it's easy
[00:23:18.800 --> 00:23:25.800]   so that if and when it becomes magnified by wealth, we don't face the kind of problems that other people face.
[00:23:25.800 --> 00:23:32.800]   If you have any addiction in your life of any kind, work at it. Work at eliminating it completely, getting it out.
[00:23:32.800 --> 00:23:40.800]   Even if it's something that's small and seemingly harmless, because an addictive personality can lead to destruction.
[00:23:40.800 --> 00:23:47.800]   Shay was... I don't know, maybe he was using other drugs, but you say, "Oh, it sounds fairly innocuous to use nitrous oxide canisters. No problem."
[00:23:47.800 --> 00:23:55.800]   Yeah, but look where that goes. So if you're addicted to coffee, cut it out. Not because coffee is bad for you.
[00:23:55.800 --> 00:24:01.800]   Just simply do it as an exercise in discipline. Cut coffee for six months. Go a year with no coffee. Go a month with no coffee.
[00:24:01.800 --> 00:24:11.800]   If you're addicted to fine foods, cut it out. Eat very basically for a time, fast for a time, as an exercise in personal discipline.
[00:24:11.800 --> 00:24:19.800]   Develop the thrill. If you're addicted to fine clothing, cut it out. Dress poorly. Dress simply for a time.
[00:24:19.800 --> 00:24:24.800]   Don't be a slave to your passions. A man who is enslaved to his passions has no freedom.
[00:24:24.800 --> 00:24:31.800]   The highest and ultimate form of freedom is exactly the same as the first form of freedom.
[00:24:31.800 --> 00:24:46.800]   That freedom is spiritual freedom. The man who is spiritually free can walk through life savoring every day, regardless of his external circumstances.
[00:24:46.800 --> 00:24:52.800]   It's the starting plate, and it's the ultimate. Go back to my Rings of Freedom series, where I started with it.
[00:24:52.800 --> 00:25:04.800]   If you know spiritual freedom in your life, then every day can be a blessed experience. And you're able to take what comes, and you know how to be abased, and you know how to abound.
[00:25:04.800 --> 00:25:08.800]   You know how to be content with little, and you know how to be content with a lot.
[00:25:08.800 --> 00:25:16.800]   That starts inside, and it starts today. You don't have to wait to sell a company for a billion dollars to try working on it, because by then you probably won't achieve it.
[00:25:16.800 --> 00:25:23.800]   Spiritual freedom can be achieved today. It's the starting point, and it's the ultimate freedom.
[00:25:23.800 --> 00:25:27.800]   There's more that can be said. I look forward to reading the book, but I think that's enough for today.
[00:25:27.800 --> 00:25:29.800]   Thank you for listening. I'll be back with you very soon.
[00:25:30.800 --> 00:25:35.800]   The holidays start here at Ralph's, with a variety of options to celebrate traditions old and new.
[00:25:35.800 --> 00:25:47.800]   Whether you're making a traditional roasted turkey, or spicy turkey tacos, your go-to shrimp cocktail, or your first Cajun risotto, Ralph's has all the freshest ingredients to embrace your traditions.
[00:25:47.800 --> 00:25:49.800]   Ralph's. Fresh for Everyone.
[00:25:49.800 --> 00:25:54.800]   Choose from a great selection of digital coupons and use them up to five times in one transaction.
[00:25:54.800 --> 00:25:56.800]   Check our app for details.
[00:25:56.800 --> 00:25:59.800]   Ralph's. Fresh for Everyone.
[00:26:00.800 --> 00:26:03.800]   Your resistant Tacoma has arrived.
[00:26:03.800 --> 00:26:05.800]   Your powerful 4Runner.
[00:26:05.800 --> 00:26:07.800]   Your elegant Camry.
[00:26:07.800 --> 00:26:09.800]   Your versatile RAV4.
[00:26:09.800 --> 00:26:14.800]   Even your busy 4X, fully electric.
