
[00:00:00.000 --> 00:00:06.320]   In the last few days, Sam Altman, the CEO of OpenAI, has publicly stated how much money he
[00:09:16.860 --> 00:09:24.880]   They also predict that generative AI will raise overall labor productivity growth by around 1.5 percentage points per year,
[00:09:25.200 --> 00:09:26.800]   which effectively doubles the rate.
[00:09:26.800 --> 00:09:32.580]   Going back to Sam Altman, last week he was asked about this augmentation versus replacement question.
[00:09:32.580 --> 00:09:35.480]   So in terms of really replaced jobs, is that a worry for you?
[00:09:35.480 --> 00:09:40.280]   It is. I'm trying to think of like a big category that I believe can be massively impacted.
[00:09:40.280 --> 00:09:44.020]   I guess I would say customer service is a category that I could see.
[00:09:44.020 --> 00:09:46.620]   There are just way fewer jobs relatively soon.
[00:09:46.620 --> 00:09:48.720]   I'm not even certain about that, but I could believe it.
[00:09:48.720 --> 00:09:50.400]   Whatever call center employees are doing now.
[00:09:50.400 --> 00:09:55.180]   I found that last comment on call centers quite interesting, given that the GPT-4 technical,
[00:09:55.240 --> 00:10:00.420]   which is a very important report, talked about using language models for upskilling in call centers.
[00:10:00.420 --> 00:10:05.800]   So does this mean immense productivity in the short term, but replacement in the long term?
[00:10:05.800 --> 00:10:08.420]   A couple of days ago, Sam Altman put it like this.
[00:10:08.420 --> 00:10:11.960]   I always try to be honest and say in the very long term, I don't know what's going to happen here.
[00:10:11.960 --> 00:10:12.860]   And no one does.
[00:10:12.860 --> 00:10:14.940]   And I'd like to at least acknowledge that.
[00:10:14.940 --> 00:10:21.900]   In the short term, it certainly seems like there was a huge overhang of the amount of output the world wanted.
[00:10:21.900 --> 00:10:24.600]   And if people are way more effective, they're just doing way more.
[00:10:25.160 --> 00:10:30.340]   And I think that's what's happening with coding and people that got early access to copilot reported this.
[00:10:30.340 --> 00:10:32.480]   And now that the tools are much better, people report it even more.
[00:10:32.480 --> 00:10:33.340]   Yeah.
[00:10:33.340 --> 00:10:42.660]   But we're now in this sort of GPT-4 era, seeing it in all sorts of other jobs as well, where you give people better tools and they just do more stuff, better stuff.
[00:10:42.660 --> 00:10:46.060]   The productivity point is backed up by experiments like this.
[00:10:46.060 --> 00:10:51.860]   When developers were split into two groups, half that used OpenAI's copilot and half that didn't.
[00:10:51.860 --> 00:10:55.140]   Not only did more of those who use copilot finish,
[00:10:55.140 --> 00:10:57.900]   but they finished in less than half the time.
[00:10:57.900 --> 00:11:04.440]   This paper from a few weeks ago shows that when white collar professionals were given a language model like ChatGPT,
[00:11:04.440 --> 00:11:08.080]   the time they took to do writing tasks dropped massively.
[00:11:08.080 --> 00:11:13.580]   Compared to the control group, you can see that they took less than 20 minutes versus almost 30.
[00:11:13.580 --> 00:11:17.520]   And when the assisted group and control group were blindly graded,
[00:11:17.520 --> 00:11:22.420]   you can see that the mean grade was higher for those who use the language models.
[00:11:22.420 --> 00:11:25.120]   But surely if productivity goes up, that means higher work.
[00:11:25.120 --> 00:11:26.120]   And that's not necessarily the case.
[00:11:26.120 --> 00:11:27.120]   But what about the wages for those jobs?
[00:11:27.120 --> 00:11:28.120]   Well, not necessarily.
[00:11:28.120 --> 00:11:35.120]   A couple of days ago, Sam Altman laid out how it might be more efficient to use one worker to do the tasks of two or three.
[00:11:35.120 --> 00:11:40.120]   There's a huge cost premium on work that has to be split across two people.
[00:11:40.120 --> 00:11:42.120]   There's the communication overhead.
[00:11:42.120 --> 00:11:43.120]   There's the miscommunication.
[00:11:43.120 --> 00:11:44.120]   There's everything else.
[00:11:44.120 --> 00:11:50.120]   And if you can make one person twice as productive, you don't do as much as two people could do.
[00:11:50.120 --> 00:11:55.100]   Maybe you do as much as three and a half or four people could do for many kinds of tasks.
[00:11:55.100 --> 00:11:58.100]   Is there anything that might slow this economic impact down?
[00:11:58.100 --> 00:12:01.100]   I think there might be a few things, starting with politics.
[00:12:01.100 --> 00:12:05.100]   This survey from YouGov America was released only three days ago.
[00:12:05.100 --> 00:12:14.100]   And while I think it is a somewhat leading question, it does show that over 69% of Americans would support a six month pause on some kinds of AI development.
[00:12:14.100 --> 00:12:20.100]   And if we see dramatic negative economic impact, I expect that figure would go higher.
[00:12:20.100 --> 00:12:25.080]   Politicians would then be incentivized to slow down, tax and/or regulate AI development.
[00:12:25.080 --> 00:12:28.080]   Indeed, two days ago, President Biden tweeted this:
[00:12:28.080 --> 00:12:33.080]   "When it comes to AI, we must both support responsible innovation and ensure appropriate guardrails."
[00:12:33.080 --> 00:12:40.080]   And also, don't forget, if you live in a country where English is not the main spoken language, GPT-4 isn't as good.
[00:12:40.080 --> 00:12:48.080]   Notice that in many languages found in India, GPT-4 is worse performing than the previous model, GPT-3.5 is, in English.
[00:12:48.080 --> 00:12:55.060]   This is just one reason why Goldman Sachs predicted different levels of automation in different countries.
[00:12:55.060 --> 00:12:57.060]   The other factor could be cultural pushback.
[00:12:57.060 --> 00:13:07.060]   When Levi's wanted to test AI generated clothing models, and they said their reason was to "increase diversity", that announcement was met with backlash.
[00:13:07.060 --> 00:13:11.060]   They then had to back down slightly and say that they're not replacing the job of any model.
[00:13:11.060 --> 00:13:17.060]   If people vote with their wallets for human made goods and services, that could have a massive impact.
[00:13:17.060 --> 00:13:25.040]   And there is another big factor. People seem to intrinsically prefer human made output to machine generated output.
[00:13:25.040 --> 00:13:33.040]   This piece came out recently from Wired, and in it they test the brain chemical reaction to human made art and computer made art.
[00:13:33.040 --> 00:13:41.040]   These were the same pictures, it's just that sometimes people were told they were made by humans, and other times they were told they were made by computers.
[00:13:41.040 --> 00:13:51.040]   It says a clear winner emerged. People not only claim to prefer the identical human made pictures, their brains pleasure sensors actually lit up more brightly.
[00:13:51.040 --> 00:13:55.020]   So human goods and services may have the edge simply by virtue of being made.
[00:13:55.020 --> 00:14:01.020]   But I want to end the video where I began it with Sam Altman's piece in the New York Times.
[00:14:01.020 --> 00:14:08.020]   Some of you may have noticed that I said Sam Altman had a third idea of how to distribute the wealth that I would mention at the end.
[00:14:08.020 --> 00:14:15.020]   Well, he admitted, if AGI does create all that wealth, he is not sure how the company will redistribute it.
[00:14:15.020 --> 00:14:18.020]   Money could mean something very different in this new world.
[00:14:18.020 --> 00:14:23.020]   But what's the idea? He said, "I feel like the AGI can help with that."
[00:14:23.020 --> 00:14:25.000]   Maybe GPT-4 can help with that.
[00:14:25.000 --> 00:14:30.000]   Maybe GPT-5 will decide where the money made using GPT-5 will go.
[00:14:30.000 --> 00:14:34.000]   Thank you so much for watching to the end, and have a wonderful day.

