
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:02:24.900 --> 00:02:28.160]   and got to walk with my older brother when I was younger.
[00:02:28.160 --> 00:02:29.480]   And then I got to be the big kid
[00:02:29.480 --> 00:02:31.840]   and accompany my younger brother.
[00:02:31.840 --> 00:02:36.840]   And my parents did a really good job setting a culture
[00:02:36.840 --> 00:02:39.980]   of learning and education in the home.
[00:02:39.980 --> 00:02:41.460]   - Wow, that's cool.
[00:02:41.460 --> 00:02:43.160]   - Yeah, it was great.
[00:02:43.160 --> 00:02:46.740]   I tell them sometimes that they actually gave us
[00:02:46.740 --> 00:02:50.720]   a classical homeschool education and never realized it.
[00:02:50.720 --> 00:02:52.920]   - Yes, didn't know what they were doing for you.
[00:02:52.920 --> 00:02:57.760]   - Yeah, and we supplemented that with our public education.
[00:02:57.760 --> 00:03:00.400]   So, but yeah, I did like school.
[00:03:00.400 --> 00:03:05.400]   I was usually a pretty good student on top of things,
[00:03:05.400 --> 00:03:09.120]   but I definitely did notice a shift as I got to high school.
[00:03:09.120 --> 00:03:11.440]   Even though I still enjoyed learning,
[00:03:11.440 --> 00:03:15.200]   I was much more focused on getting the GPA
[00:03:15.200 --> 00:03:17.800]   that I thought I had to get.
[00:03:17.800 --> 00:03:22.040]   So I followed in the footsteps of my very bright
[00:03:22.040 --> 00:03:25.360]   older brother who ended up going to Harvard
[00:03:25.360 --> 00:03:28.120]   and put a lot of pressure on myself.
[00:03:28.120 --> 00:03:31.280]   So it became more about keeping the GPA
[00:03:31.280 --> 00:03:32.240]   when I was in high school.
[00:03:32.240 --> 00:03:34.660]   - Yeah, and I'm guessing that your parents
[00:03:34.660 --> 00:03:36.540]   didn't put that pressure on you
[00:03:36.540 --> 00:03:38.600]   so much as you put it on yourself.
[00:03:38.600 --> 00:03:41.120]   - Yeah, not at all, not at all.
[00:03:41.120 --> 00:03:43.720]   - Well, what did you love to learn?
[00:03:43.720 --> 00:03:45.760]   I want to see how similar we are.
[00:03:45.760 --> 00:03:47.600]   What did you like to stay?
[00:03:47.600 --> 00:03:51.480]   Or were you one of those well-rounded students
[00:03:51.480 --> 00:03:54.560]   who liked everything or were there things
[00:03:54.560 --> 00:03:55.960]   you liked the most?
[00:03:55.960 --> 00:03:59.700]   - I think now there's a lot more things I like
[00:03:59.700 --> 00:04:00.540]   than I did then.
[00:04:00.540 --> 00:04:03.440]   - Oh, wow, that's such a good way to have become.
[00:04:03.440 --> 00:04:08.200]   - Yeah, I was not always a huge fan
[00:04:08.200 --> 00:04:10.760]   of the science courses I took.
[00:04:10.760 --> 00:04:13.440]   And I was not always a huge fan
[00:04:13.440 --> 00:04:15.440]   of the history courses I took.
[00:04:15.440 --> 00:04:19.280]   But I loved anything literature and math.
[00:04:19.280 --> 00:04:21.080]   I absolutely loved math.
[00:04:21.080 --> 00:04:22.400]   It came easily to me.
[00:04:22.400 --> 00:04:26.480]   I really liked it, at least up until the end.
[00:04:26.480 --> 00:04:28.920]   And I was, of course, always involved
[00:04:28.920 --> 00:04:30.120]   in a lot of music stuff.
[00:04:30.120 --> 00:04:32.960]   So I think my senior year of high school,
[00:04:32.960 --> 00:04:36.280]   three of my seven courses were music-related.
[00:04:36.280 --> 00:04:39.760]   I was in band orchestra and I took a music history class.
[00:04:39.760 --> 00:04:43.040]   - Oh, wow, so you found your passion and your love
[00:04:43.040 --> 00:04:45.000]   and you pursued it.
[00:04:45.000 --> 00:04:46.280]   That's really good.
[00:04:46.280 --> 00:04:49.440]   Do you remember, how did you,
[00:04:49.440 --> 00:04:52.980]   'cause I was a product, I am a product also
[00:04:52.980 --> 00:04:55.240]   of public school education.
[00:04:55.240 --> 00:05:00.240]   And one of the things that I remember about my high school
[00:05:00.240 --> 00:05:04.000]   was that subjects were fairly compartmentalized.
[00:05:04.000 --> 00:05:08.840]   I mean, we hardly ever talked about history
[00:05:08.840 --> 00:05:10.580]   in science class.
[00:05:10.580 --> 00:05:14.820]   And I don't remember talking about anything
[00:05:14.820 --> 00:05:16.960]   but math in my math class.
[00:05:16.960 --> 00:05:20.880]   So there were very much watertight bulkheads.
[00:05:20.880 --> 00:05:23.480]   What about for you?
[00:05:23.480 --> 00:05:25.960]   - I would say mostly that was true.
[00:05:25.960 --> 00:05:28.120]   Maybe not always completely.
[00:05:28.120 --> 00:05:32.800]   There would be some things that would come up here and there.
[00:05:32.800 --> 00:05:34.320]   - Yes.
[00:05:34.320 --> 00:05:38.280]   - But yeah, I mean, different teacher for every course.
[00:05:38.280 --> 00:05:43.020]   And yeah, it was mostly compartmentalized,
[00:05:43.020 --> 00:05:45.080]   maybe not airtight.
[00:05:45.080 --> 00:05:46.880]   - Right, right.
[00:05:46.880 --> 00:05:51.040]   So in your high school, did you, was it mostly lecture
[00:05:51.040 --> 00:05:55.060]   that your teachers mostly gave you notes that you took
[00:05:55.060 --> 00:05:58.680]   or did you do a lot of discussing?
[00:05:58.680 --> 00:06:00.640]   Was it a lot of reading?
[00:06:00.640 --> 00:06:02.040]   What method?
[00:06:02.040 --> 00:06:04.240]   - It really depended on the teacher.
[00:06:04.240 --> 00:06:05.080]   - Yes.
[00:06:05.080 --> 00:06:07.480]   - I do remember some classes
[00:06:07.480 --> 00:06:09.840]   and actually sometimes it would depend on the day.
[00:06:09.840 --> 00:06:12.700]   I remember a history class I had where,
[00:06:12.700 --> 00:06:14.200]   yeah, some days we would walk in
[00:06:14.200 --> 00:06:19.200]   and the entire chalkboard was filled with notes.
[00:06:19.200 --> 00:06:21.700]   - Oh my word, I had that same teacher.
[00:06:21.700 --> 00:06:23.840]   (laughing)
[00:06:23.840 --> 00:06:26.300]   - So he would talk through
[00:06:26.300 --> 00:06:27.920]   what he had already written on the board.
[00:06:27.920 --> 00:06:29.840]   I don't know how long it must've taken him.
[00:06:29.840 --> 00:06:32.800]   - Oh my word, yes. - But he would talk through it
[00:06:32.800 --> 00:06:36.420]   and we would copy it down and it would be a lecture.
[00:06:36.420 --> 00:06:38.720]   But then another day we would come in
[00:06:38.720 --> 00:06:41.280]   and all the desks would be circled up
[00:06:41.280 --> 00:06:45.540]   and we would have a much more conversational day
[00:06:45.540 --> 00:06:46.500]   in the classroom that day.
[00:06:46.500 --> 00:06:49.700]   So with that teacher, it was a mixture.
[00:06:49.700 --> 00:06:51.560]   - That's cool. - With other teachers, yeah.
[00:06:51.560 --> 00:06:54.660]   With other teachers, it was probably more lecture heavy
[00:06:54.660 --> 00:06:58.140]   with the occasional conversation thrown in.
[00:06:58.140 --> 00:07:02.780]   And then I remember my AP English teacher
[00:07:02.780 --> 00:07:06.540]   had us do this mysterious thing
[00:07:06.540 --> 00:07:08.620]   that he called Socratic circles.
[00:07:08.620 --> 00:07:13.240]   - Oh my goodness, a precursor to your classical education.
[00:07:13.240 --> 00:07:15.520]   - Yes, yes, but it was great.
[00:07:15.520 --> 00:07:17.840]   Senior year, AP English,
[00:07:17.840 --> 00:07:19.300]   reading some really good literature
[00:07:19.300 --> 00:07:22.120]   and that class was a lot more conversation heavy.
[00:07:22.120 --> 00:07:23.300]   - Uh-huh, uh-huh.
[00:07:23.300 --> 00:07:24.300]   Well, let me ask you this.
[00:07:24.300 --> 00:07:26.020]   So you had a little bit of lecture,
[00:07:26.020 --> 00:07:27.340]   a little bit of discussion,
[00:07:27.340 --> 00:07:29.120]   a little bit of Socratic circles.
[00:07:29.120 --> 00:07:32.420]   How did you learn best?
[00:07:32.420 --> 00:07:34.600]   What was your favorite learning style
[00:07:34.600 --> 00:07:37.140]   or the most effective for you?
[00:07:37.140 --> 00:07:40.100]   - I would say probably conversation.
[00:07:40.100 --> 00:07:43.600]   Lectures, I think I would get too caught up
[00:07:43.600 --> 00:07:46.040]   with trying to write all the things down.
[00:07:46.040 --> 00:07:47.460]   - Yes.
[00:07:47.460 --> 00:07:51.500]   - And reading, well, it would depend on what I was reading.
[00:07:51.500 --> 00:07:53.220]   - Sure, sure.
[00:07:53.220 --> 00:07:55.080]   - If it was a dry history text,
[00:07:55.080 --> 00:07:57.140]   it might just kind of wash over me.
[00:07:57.140 --> 00:07:59.860]   - Yes, passing your eyes over the words.
[00:07:59.860 --> 00:08:01.940]   - I would just look for the bold print.
[00:08:01.940 --> 00:08:05.900]   - Yes, chapter headings and section headings.
[00:08:05.900 --> 00:08:07.860]   - Yes, let's just get through this.
[00:08:07.860 --> 00:08:11.180]   - But in a conversation or if it were a teacher
[00:08:11.180 --> 00:08:14.260]   who was just very passionate
[00:08:14.260 --> 00:08:15.420]   about what they were talking about
[00:08:15.420 --> 00:08:19.500]   and getting really excited, even if it was a lecture style,
[00:08:19.500 --> 00:08:24.500]   having that excitement would really catch my attention.
[00:08:24.500 --> 00:08:27.020]   - Yes, that's so true.
[00:08:27.020 --> 00:08:31.740]   I did, I had a history teacher who got very excited
[00:08:31.740 --> 00:08:33.780]   about her subject sometimes
[00:08:33.780 --> 00:08:36.460]   and to the point where you wondered
[00:08:36.460 --> 00:08:39.100]   is she gonna, she would sometimes draw students
[00:08:39.100 --> 00:08:42.380]   into her hands-on history learning
[00:08:42.380 --> 00:08:44.420]   and it could be a little intense,
[00:08:44.420 --> 00:08:49.420]   but she really did make you think
[00:08:49.420 --> 00:08:51.620]   and really did draw you into the subject.
[00:08:51.620 --> 00:08:52.820]   I think I would agree with you.
[00:08:52.820 --> 00:08:56.660]   I liked conversational learning the best too.
[00:08:56.660 --> 00:09:01.480]   So being the product of a public school education,
[00:09:01.480 --> 00:09:06.120]   what drew you and your husband, Tim, to homeschooling?
[00:09:06.120 --> 00:09:09.560]   - It was a few things.
[00:09:09.560 --> 00:09:12.520]   Initially, it was seeing families in our church
[00:09:12.520 --> 00:09:14.220]   who were homeschooling.
[00:09:14.220 --> 00:09:17.160]   It was probably about a half and half split
[00:09:17.160 --> 00:09:21.300]   when we were dating, engaged, newlywed.
[00:09:21.300 --> 00:09:26.300]   And there were enough that were homeschooling
[00:09:26.300 --> 00:09:29.840]   that we could see what the kids were like
[00:09:29.840 --> 00:09:32.100]   and what was going on.
[00:09:32.100 --> 00:09:36.220]   Tim was much more hesitant about homeschooling than I was.
[00:09:36.220 --> 00:09:37.060]   - Isn't that funny?
[00:09:37.060 --> 00:09:39.060]   My husband was too.
[00:09:39.060 --> 00:09:42.140]   What was Tim's hesitation?
[00:09:42.140 --> 00:09:43.760]   - Oh, homeschoolers are weird.
[00:09:43.760 --> 00:09:47.920]   - Yes, yes, yes, yes.
[00:09:47.920 --> 00:09:51.300]   - So, but there were not very many when we were growing up.
[00:09:51.300 --> 00:09:53.940]   I knew a few and they were mostly kids
[00:09:53.940 --> 00:09:56.020]   who were pretty serious about music
[00:09:56.020 --> 00:09:57.800]   and needed more time to practice.
[00:09:57.800 --> 00:09:58.640]   - Gotcha.
[00:09:58.640 --> 00:10:00.540]   - Which has its own level of weirdness.
[00:10:00.540 --> 00:10:01.380]   - Right, right.
[00:10:01.380 --> 00:10:04.100]   But that was a different kind of concern, maybe,
[00:10:04.100 --> 00:10:07.060]   than what would, 'cause you don't know about your kids yet
[00:10:07.060 --> 00:10:08.460]   when you're just considering them.
[00:10:08.460 --> 00:10:09.300]   - Oh, yeah.
[00:10:09.300 --> 00:10:11.420]   - Just all academic thought.
[00:10:11.420 --> 00:10:13.500]   - Yeah, so we got to see it in action.
[00:10:13.500 --> 00:10:16.040]   And there was one family in particular
[00:10:16.040 --> 00:10:21.040]   that had been very, they had been mentors to us
[00:10:21.040 --> 00:10:24.460]   all through our dating and our engagement.
[00:10:24.460 --> 00:10:28.760]   And Gustav actually composed my bridal march for me.
[00:10:28.760 --> 00:10:30.520]   - Oh, how lovely.
[00:10:30.520 --> 00:10:32.120]   - Yeah, so they were really close friends
[00:10:32.120 --> 00:10:35.680]   and I was involved in Bible study with Nancy
[00:10:35.680 --> 00:10:39.360]   and they were classically homeschooling their,
[00:10:39.360 --> 00:10:42.700]   at the time, four kids or three kids and a baby.
[00:10:42.700 --> 00:10:47.620]   And being in Nancy's house for Bible study
[00:10:47.620 --> 00:10:52.560]   on Friday mornings, we would start our study early, 6.30,
[00:10:52.560 --> 00:10:53.860]   and the kids would get up.
[00:10:53.860 --> 00:10:55.880]   Actually, I think she usually had the nursing baby
[00:10:55.880 --> 00:10:58.680]   and then the kids would come up and get up
[00:10:58.680 --> 00:11:01.620]   and come downstairs and pull out their copywork
[00:11:01.620 --> 00:11:04.460]   and their cursive and just get right to work.
[00:11:04.460 --> 00:11:06.680]   And so I was seeing this happen in the house
[00:11:06.680 --> 00:11:11.680]   and I was intrigued and she was very much a user
[00:11:11.680 --> 00:11:14.120]   of the "Well Trained Mind" book.
[00:11:14.120 --> 00:11:15.480]   - Yes, yes.
[00:11:15.480 --> 00:11:17.920]   - So that was really our introduction
[00:11:17.920 --> 00:11:19.760]   to classical homeschool was watching
[00:11:19.760 --> 00:11:24.760]   this one particular family and seeing the culture
[00:11:24.760 --> 00:11:25.780]   in their home.
[00:11:25.780 --> 00:11:26.780]   - That's really cool.
[00:11:26.780 --> 00:11:30.500]   I can see how that lifestyle that you saw
[00:11:30.500 --> 00:11:32.200]   would be really appealing.
[00:11:32.200 --> 00:11:38.540]   So did you know a lot about classical education
[00:11:38.540 --> 00:11:44.380]   beyond the lifestyle that you saw in your friends
[00:11:44.380 --> 00:11:49.080]   before you really started homeschooling yourself?
[00:11:50.060 --> 00:11:51.600]   - Not really a whole lot.
[00:11:51.600 --> 00:11:52.440]   - Yeah.
[00:11:52.440 --> 00:11:53.860]   - No, I mean, I knew that it had to do
[00:11:53.860 --> 00:11:57.820]   with Greeks and Romans and Latin.
[00:11:57.820 --> 00:12:01.020]   And probably because once again with my parents
[00:12:01.020 --> 00:12:06.020]   setting this kind of classical education sneakily
[00:12:06.020 --> 00:12:12.520]   in our house growing up, we read things about ancient Rome
[00:12:12.520 --> 00:12:17.520]   and ancient Egypt and the Greek gods and all this stuff.
[00:12:18.060 --> 00:12:21.040]   So I knew it had something to do with that,
[00:12:21.040 --> 00:12:22.400]   but not much more.
[00:12:22.400 --> 00:12:25.500]   - Yep, so how did you find out more
[00:12:25.500 --> 00:12:27.800]   about classical education?
[00:12:27.800 --> 00:12:31.380]   - Well, my sister actually was already homeschooling
[00:12:31.380 --> 00:12:34.780]   her kids, both of my sisters homeschooled their children
[00:12:34.780 --> 00:12:41.460]   and in different styles and neither one a believer.
[00:12:41.460 --> 00:12:44.880]   But my oldest sister who was a, she was a classics major
[00:12:44.880 --> 00:12:49.580]   in college was pursuing a classical education
[00:12:49.580 --> 00:12:51.560]   at home with her kids.
[00:12:51.560 --> 00:12:55.180]   And so I was picking up a little bit from her
[00:12:55.180 --> 00:12:56.420]   and seeing what they were doing
[00:12:56.420 --> 00:12:58.460]   and she handed some resources to me.
[00:12:58.460 --> 00:13:03.620]   And both of her kids ended up going to Boston Latin
[00:13:03.620 --> 00:13:07.260]   for high school, which is a pretty prestigious
[00:13:07.260 --> 00:13:08.360]   Boston high school.
[00:13:08.360 --> 00:13:13.180]   I was like, huh, well, she must be doing something
[00:13:13.180 --> 00:13:15.280]   pretty good with them.
[00:13:15.280 --> 00:13:18.480]   And then once again, through this family,
[00:13:18.480 --> 00:13:21.880]   starting to learn more about what they were doing.
[00:13:21.880 --> 00:13:24.380]   And then I read "The Well-Trained Mind"
[00:13:24.380 --> 00:13:27.880]   and then I went and visited a CC campus.
[00:13:27.880 --> 00:13:30.300]   - Okay. - And I was hooked.
[00:13:30.300 --> 00:13:34.580]   I was hooked very quickly.
[00:13:34.580 --> 00:13:40.460]   My oldest Adele was just shy of four.
[00:13:41.540 --> 00:13:46.540]   So yeah, it was a couple months before her fourth birthday.
[00:13:46.540 --> 00:13:50.560]   And my friend, a couple of my friends from church
[00:13:50.560 --> 00:13:55.100]   were involved in this new thing in central Connecticut
[00:13:55.100 --> 00:13:58.300]   and invited me to go observe.
[00:13:58.300 --> 00:14:02.140]   I think it was the final week of the semester of the year,
[00:14:02.140 --> 00:14:04.580]   week 24. - Oh wow, yeah.
[00:14:04.580 --> 00:14:09.580]   - And so I took Adele and my toddler
[00:14:10.020 --> 00:14:14.140]   and my three month old, two month old nursing baby.
[00:14:14.140 --> 00:14:16.940]   - Oh my goodness, oh my goodness.
[00:14:16.940 --> 00:14:18.940]   - We walked in and sat there
[00:14:18.940 --> 00:14:23.080]   for the new grammar in foundations.
[00:14:23.080 --> 00:14:27.460]   And one girl was, I think was preparing for memory master.
[00:14:27.460 --> 00:14:30.920]   She was only five and my jaw was dropping
[00:14:30.920 --> 00:14:34.040]   listening to her recite the first 12 elements
[00:14:34.040 --> 00:14:36.100]   of the periodic table.
[00:14:36.100 --> 00:14:40.140]   - Uh-huh, yep. - But what actually,
[00:14:40.140 --> 00:14:43.280]   what actually struck me there was how much
[00:14:43.280 --> 00:14:45.900]   like Suzuki violin this was. - Oh.
[00:14:45.900 --> 00:14:49.860]   - And I was like, I like this, I want this.
[00:14:49.860 --> 00:14:51.980]   Let me wait one more year
[00:14:51.980 --> 00:14:55.780]   because I've got lots of little kids right now.
[00:14:55.780 --> 00:14:59.460]   So I waited one more year and then we started
[00:14:59.460 --> 00:15:01.840]   and I might be getting ahead in your questions here,
[00:15:01.840 --> 00:15:03.340]   but I started tutoring. - That's okay.
[00:15:03.340 --> 00:15:05.580]   - I started tutoring right off the bat.
[00:15:05.580 --> 00:15:07.520]   So first year in, I was tutoring
[00:15:07.520 --> 00:15:09.740]   and I was newly pregnant with number four.
[00:15:09.740 --> 00:15:12.600]   - Oh my goodness. (laughing)
[00:15:12.600 --> 00:15:17.600]   Okay, so what made you want to tutor right away
[00:15:17.600 --> 00:15:23.620]   and what gave you the shot in the arm?
[00:15:23.620 --> 00:15:26.980]   Because, you know, Cynthia, that's a lot to take on,
[00:15:26.980 --> 00:15:29.360]   pregnant with all these little kids.
[00:15:29.360 --> 00:15:32.460]   What made you want it that badly?
[00:15:32.460 --> 00:15:35.700]   - Well, first of all, I didn't know yet,
[00:15:35.700 --> 00:15:37.780]   I don't think I knew yet about being pregnant
[00:15:37.780 --> 00:15:39.260]   when I got asked to tutor.
[00:15:39.260 --> 00:15:42.800]   So that came a very short time later.
[00:15:42.800 --> 00:15:47.300]   But no, my friend was directing.
[00:15:47.300 --> 00:15:49.660]   It was her first year directing
[00:15:49.660 --> 00:15:54.660]   and she needed another tutor and she already knew me.
[00:15:54.660 --> 00:16:00.420]   We go to church together and I don't think
[00:16:00.560 --> 00:16:03.020]   I was teaching her daughter violin yet,
[00:16:03.020 --> 00:16:05.120]   but she knew that I taught violin.
[00:16:05.120 --> 00:16:09.260]   And so she, for some reason had some confidence in me
[00:16:09.260 --> 00:16:11.660]   that I would be able to do this.
[00:16:11.660 --> 00:16:15.420]   And I was really curious and I was willing to help out
[00:16:15.420 --> 00:16:16.980]   because I knew I wanted to do this.
[00:16:16.980 --> 00:16:21.980]   And I went to practicum and was very confused
[00:16:21.980 --> 00:16:26.560]   about all these new things I was hearing,
[00:16:26.560 --> 00:16:29.980]   but I was excited to do it.
[00:16:29.980 --> 00:16:32.960]   - And I remember the first practicum I ever went to.
[00:16:32.960 --> 00:16:35.180]   And it was so long ago that it was nothing
[00:16:35.180 --> 00:16:36.480]   like practicum is now.
[00:16:36.480 --> 00:16:40.700]   It was so long ago that it was me and 23 other women
[00:16:40.700 --> 00:16:44.460]   sitting in a second story, un-air-conditioned
[00:16:44.460 --> 00:16:49.020]   Sunday school room with Lee talking for six hours,
[00:16:49.020 --> 00:16:51.820]   it felt like straight, making swiggle marks
[00:16:51.820 --> 00:16:55.560]   all over the whiteboard, so excited.
[00:16:55.560 --> 00:16:58.020]   And I came home and I know how you feel.
[00:16:58.020 --> 00:16:59.500]   My head was spinning.
[00:16:59.500 --> 00:17:01.260]   There were all these new words
[00:17:01.260 --> 00:17:03.380]   and there was all this new enthusiasm.
[00:17:03.380 --> 00:17:06.980]   And I was drawing little, no lie, math diagrams
[00:17:06.980 --> 00:17:09.640]   on a cocktail napkin to my husband.
[00:17:09.640 --> 00:17:12.300]   And he's like, "What has happened to you
[00:17:12.300 --> 00:17:14.100]   that you were talking to me about math?"
[00:17:14.100 --> 00:17:17.760]   So I understand practicum can make you excited
[00:17:17.760 --> 00:17:20.620]   to do big, hairy, audacious things.
[00:17:20.620 --> 00:17:24.620]   And you don't realize that you're doing something
[00:17:24.620 --> 00:17:29.620]   very compelling, but maybe, like you would say,
[00:17:29.620 --> 00:17:31.680]   in over your head.
[00:17:31.680 --> 00:17:35.740]   But were you in over your head?
[00:17:35.740 --> 00:17:38.060]   Did you love tutoring?
[00:17:38.060 --> 00:17:40.040]   - Oh yeah, I did.
[00:17:40.040 --> 00:17:42.140]   I mean, I was so nervous that first day.
[00:17:42.140 --> 00:17:44.980]   - Yes, of course, 'cause it's new.
[00:17:44.980 --> 00:17:49.460]   - Yeah, it was new, but I was used to that feeling
[00:17:49.460 --> 00:17:52.000]   because each year when I would start up
[00:17:52.000 --> 00:17:56.520]   my new violin group class, and sometimes it would be
[00:17:56.520 --> 00:17:59.520]   five or six little four-year-olds or something,
[00:17:59.520 --> 00:18:01.500]   and I would still be nervous the first time.
[00:18:01.500 --> 00:18:03.860]   So I knew I would get over that.
[00:18:03.860 --> 00:18:05.040]   - Well, that is good.
[00:18:05.040 --> 00:18:09.120]   So you knew that you just had to jump in and start
[00:18:09.120 --> 00:18:12.920]   in order for it to ever get better, yeah.
[00:18:12.920 --> 00:18:16.680]   What did you like about tutoring in those early days?
[00:18:16.680 --> 00:18:19.640]   - Well, see, I tutored the Abecedarians
[00:18:19.640 --> 00:18:22.620]   my first year in, Adele was five,
[00:18:22.620 --> 00:18:25.180]   and then my son was in the toddler room,
[00:18:25.180 --> 00:18:29.680]   and I think my one-year-old by then was in the nursery.
[00:18:29.680 --> 00:18:33.020]   And those little kids are just so cute.
[00:18:33.020 --> 00:18:34.260]   - Yes. - Oh my goodness.
[00:18:34.260 --> 00:18:37.100]   They are so cute. - And so enthusiastic.
[00:18:37.100 --> 00:18:42.100]   - Yes, and so I just loved working with them.
[00:18:42.100 --> 00:18:45.860]   I actually kind of loved the challenge
[00:18:45.860 --> 00:18:49.840]   for anybody who's ever tutored an Abecedarian class,
[00:18:49.840 --> 00:18:51.780]   the little four and five-year-olds.
[00:18:51.780 --> 00:18:55.360]   I love the challenge of trying to introduce
[00:18:55.360 --> 00:19:01.040]   their memory work in ways that their little mouths
[00:19:01.040 --> 00:19:04.140]   can just wrap around these big words
[00:19:04.140 --> 00:19:05.460]   and remember these big words.
[00:19:05.460 --> 00:19:08.600]   So sometimes it means coming up with hand motions
[00:19:08.600 --> 00:19:11.860]   that have nothing to do with what the thing actually means.
[00:19:11.860 --> 00:19:13.580]   It's just what the word sounds like.
[00:19:13.580 --> 00:19:17.420]   - Right, and it's something they can hold on to, yeah, yeah.
[00:19:17.420 --> 00:19:20.180]   - So I love that creative challenge.
[00:19:20.180 --> 00:19:21.940]   - I wanna ask you this question,
[00:19:21.940 --> 00:19:24.460]   and it's not so much because I think
[00:19:24.460 --> 00:19:28.540]   that you worried about it,
[00:19:28.540 --> 00:19:33.040]   but I have talked to a lot of parents
[00:19:33.040 --> 00:19:35.780]   on my campus through the years
[00:19:35.780 --> 00:19:40.700]   who weighed should I tutor, should I not tutor,
[00:19:40.700 --> 00:19:43.500]   and I've had lots of people worry
[00:19:43.500 --> 00:19:48.380]   that the time it would take to prepare,
[00:19:48.380 --> 00:19:51.840]   the time it would take to tutor in community
[00:19:51.840 --> 00:19:56.140]   would take too much time away from teaching their own kids.
[00:19:56.140 --> 00:19:58.300]   Did you ever worry that tutoring
[00:19:58.300 --> 00:20:02.040]   would take something away from your own children?
[00:20:02.040 --> 00:20:03.840]   - Not, well, yes and no.
[00:20:03.840 --> 00:20:04.900]   - Uh-huh.
[00:20:04.900 --> 00:20:08.020]   - I think it's always been something that I've considered,
[00:20:08.020 --> 00:20:13.020]   but at the same time, I've never known CC without tutoring.
[00:20:13.100 --> 00:20:14.540]   - Yes, yes.
[00:20:14.540 --> 00:20:16.220]   - Really, we just need to get people
[00:20:16.220 --> 00:20:19.160]   in the classroom right away, and then they'll never know.
[00:20:19.160 --> 00:20:20.720]   (laughing)
[00:20:20.720 --> 00:20:23.460]   - Then they don't know that there's any other way.
[00:20:23.460 --> 00:20:27.180]   - Yeah, no, I mean, it has been something
[00:20:27.180 --> 00:20:30.620]   that I've considered, but probably much more
[00:20:30.620 --> 00:20:32.460]   when I did step up into challenge.
[00:20:32.460 --> 00:20:34.100]   - Mm, okay.
[00:20:34.100 --> 00:20:38.540]   - But at the same time, I know myself,
[00:20:38.540 --> 00:20:43.540]   and I know that if I am having to do my own personal prep,
[00:20:43.540 --> 00:20:46.100]   I'm going to be so much more on top
[00:20:46.100 --> 00:20:48.800]   of what my kids have to be doing.
