
[00:00:00.040 --> 00:00:09.480]   ち
[00:03:05.700 --> 00:03:05.740]   what is more
[00:03:05.740 --> 00:03:05.780]   what is more
[00:03:05.780 --> 00:03:05.820]   what is less
[00:03:05.820 --> 00:03:05.860]   what is less
[00:03:05.860 --> 00:03:05.920]   what is more
[00:03:05.920 --> 00:03:05.940]   what is more important
[00:03:05.940 --> 00:03:08.220]   what is more important for us in our lives.
[00:03:08.220 --> 00:03:12.480]   If you sit around and passively consume entertainment,
[00:03:12.480 --> 00:03:16.200]   be it in the form of beautifully well-done movies,
[00:03:16.200 --> 00:03:17.980]   beautifully well-done videos,
[00:03:17.980 --> 00:03:21.540]   beautiful social media arguments all day long,
[00:03:21.540 --> 00:03:22.980]   wonderful inspiring information,
[00:03:22.980 --> 00:03:53.000]  , beautiful inspiring information all day long,
[00:03:53.000 --> 00:03:53.000]   But books are so much more important than a book.
[00:03:53.000 --> 00:03:53.000]   But books are so much more important than a book.
[00:03:53.000 --> 00:03:53.000]   But books are so much more important than a book.
[00:03:53.000 --> 00:03:53.000]   But books are so much more important than a book.
[00:03:53.000 --> 00:03:53.000]   But books are so much more important than a book.
[00:03:53.000 --> 00:03:53.000]   But books are so much more important than a book.
[00:03:53.000 --> 00:03:53.000]   But books are so much more important than a book.
[00:03:53.000 --> 00:03:53.000]   But books are so much more important than a book.
[00:03:53.000 --> 00:03:53.000]   But books are so much more important than a book.
[00:03:53.000 --> 00:03:53.000]   But books are so much more important than a book.
[00:03:53.000 --> 00:03:53.000]   But books are so much more important than a book.
[00:03:53.020 --> 00:04:23.020]   But books are so much more important than a book.
[00:04:23.020 --> 00:04:23.020]   But books are so much more important than a book.
[00:04:23.020 --> 00:04:23.020]   But books are so much more important than a book.
[00:04:23.020 --> 00:04:23.020]   But books are so much more important than a book.
[00:04:23.020 --> 00:04:23.020]   But books are so much more important than a book.
[00:04:23.020 --> 00:04:23.020]   But books are so much more important than a book.
[00:04:23.020 --> 00:04:23.020]   But books are so much more important than a book.
[00:04:23.020 --> 00:04:23.020]   But books are so much more important than a book.
[00:04:23.020 --> 00:04:23.020]   But books are so much more important than a book.
[00:04:23.020 --> 00:04:23.020]   But books are so much more important than a book.
[00:04:23.020 --> 00:04:23.020]   But books are so much more important than a book.
[00:04:23.020 --> 00:04:23.020]   But books are so much more important than a book.
[00:04:23.020 --> 00:04:23.020]   But books are so much more important than a book.
[00:04:23.020 --> 00:04:23.020]   But books are so much more important than a book.
[00:04:23.020 --> 00:04:23.020]   But books are so much more important than a book.
[00:04:23.020 --> 00:04:23.020]   But books are so much more important than a book.
[00:04:23.020 --> 00:04:53.040]   But books are so much more important than a book.
[00:04:53.040 --> 00:04:53.040]   But books are so much more important than a book.
[00:04:53.040 --> 00:04:53.040]   But books are so much more important than a book.
[00:04:53.040 --> 00:04:53.040]   But books are so much more important than a book.
[00:04:53.040 --> 00:04:53.040]   But books are so much more important than a book.
[00:04:53.040 --> 00:04:53.040]   But books are so much more important than a book.
[00:04:53.040 --> 00:04:53.040]   But books are so much more important than a book.
[00:04:53.040 --> 00:04:53.040]   But books are so much more important than a book.
[00:04:53.040 --> 00:04:53.040]   But books are so much more important than a book.
[00:04:53.040 --> 00:04:53.040]   But books are so much more important than a book.
[00:04:53.040 --> 00:04:53.040]   But books are so much more important than a book.
[00:04:53.060 --> 00:05:23.060]   The book is the most carefully researched and edited information that you can get.
[00:05:23.060 --> 00:05:23.060]   The book is the most carefully researched and edited information that you can get.
[00:05:23.060 --> 00:05:23.060]   The book is the most carefully researched and edited information that you can get.
[00:05:23.060 --> 00:05:23.060]   The book is the most carefully researched and edited information that you can get.
[00:05:23.060 --> 00:05:23.060]   The book is the most carefully researched and edited information that you can get.
[00:05:23.060 --> 00:05:23.060]   The book is the most carefully researched and edited information that you can get.
[00:05:23.060 --> 00:05:23.060]   The book is the most carefully researched and edited information that you can get.
[00:05:23.060 --> 00:05:23.060]   The book is the most carefully researched and edited information that you can get.
[00:05:23.060 --> 00:05:23.060]   The book is the most carefully researched and edited information that you can get.
[00:05:23.060 --> 00:05:23.060]   The book is the most carefully researched and edited information that you can get.
[00:05:23.060 --> 00:05:23.060]   The book is the most carefully researched and edited information that you can get.
[00:05:23.060 --> 00:05:23.060]   The book is the most carefully researched and edited information that you can get.
[00:05:23.080 --> 00:05:53.080]   The book is the most carefully researched and edited information that you can get.
[00:05:53.080 --> 00:05:53.080]   The book is the most carefully researched and edited information that you can get.
[00:05:53.080 --> 00:05:53.080]   The book is the most carefully researched and edited information that you can get.
[00:05:53.080 --> 00:05:53.080]   The book is the most carefully researched and edited information that you can get.
[00:05:53.080 --> 00:05:53.080]   The book is the most carefully researched and edited information that you can get.
[00:05:53.080 --> 00:05:53.080]   The book is the most carefully researched and edited information that you can get.
[00:05:53.080 --> 00:05:53.080]   The book is the most carefully researched and edited information that you can get.
[00:05:53.080 --> 00:05:53.080]   The book is the most carefully researched and edited information that you can get.
[00:05:53.080 --> 00:05:53.080]   The book is the most carefully researched and edited information that you can get.
[00:05:53.080 --> 00:05:53.080]   The book is the most carefully researched and edited information that you can get.
[00:05:53.080 --> 00:05:53.080]   The book is the most carefully researched and edited information that you can get.
[00:05:53.080 --> 00:06:23.100]   the book is the most carefully researched and edited information that you can get.
[00:06:23.100 --> 00:06:23.100]   The book is the most carefully researched and edited information that you can get.
[00:06:23.100 --> 00:06:23.100]   The book is the most carefully researched and edited information that you can get.
[00:06:23.100 --> 00:06:23.100]   The book is the most carefully researched and edited information that you can get.
[00:06:23.100 --> 00:06:23.100]   The book is the most carefully researched and edited information that you can get.
[00:06:23.100 --> 00:06:23.100]   The book is the most carefully researched and edited information that you can get.
[00:06:23.100 --> 00:06:23.100]   The book is the most carefully researched and edited information that you can get.
[00:06:23.120 --> 00:06:53.120]   The book is the most carefully researched and edited information that you can get.
[00:06:53.120 --> 00:06:53.120]   The book is the most carefully researched and edited information that you can get.
[00:06:53.120 --> 00:06:53.120]   The book is the most carefully researched and edited information that you can get.
[00:06:53.120 --> 00:06:53.120]   The book is the most carefully researched and edited information that you can get.
[00:06:53.120 --> 00:06:53.120]   The book is the most carefully researched and edited information that you can get.
[00:06:53.120 --> 00:06:53.120]   The book is the most carefully researched and edited information that you can get.
[00:06:53.120 --> 00:06:53.120]   The book is the most carefully researched and edited information that you can get.
[00:06:53.120 --> 00:06:53.120]   The book is the most carefully researched and edited information that you can get.
[00:06:53.120 --> 00:06:53.120]   The book is the most carefully researched and edited information that you can get.
[00:06:53.120 --> 00:06:53.120]   The book is the most carefully researched and edited information that you can get.
[00:06:53.120 --> 00:06:53.120]   The book is the most carefully researched and edited information that you can get.
[00:06:53.120 --> 00:06:53.120]   The book is the most carefully researched and edited information that you can get.
[00:06:53.120 --> 00:07:23.140]   the book is the most carefully researched and edited information that you can get.
[00:07:23.140 --> 00:07:23.140]   The book is the most carefully researched and edited information that you can get.
[00:07:23.140 --> 00:07:23.140]   The book is the most carefully researched and edited information that you can get.
[00:07:23.140 --> 00:07:23.140]   The book is the most carefully researched and edited information that you can get.
[00:07:23.140 --> 00:07:23.140]   The book is the most carefully researched and edited information that you can get.
[00:07:23.140 --> 00:07:23.140]   The book is the most carefully researched and edited information that you can get.
[00:07:23.140 --> 00:07:23.140]   The book is the most carefully researched and edited information that you can get.
[00:07:23.160 --> 00:07:53.160]   The book is the most carefully researched and edited information that you can get.
[00:07:53.160 --> 00:07:53.160]   The book is the most carefully researched and edited information that you can get.
[00:07:53.160 --> 00:07:53.160]   The book is the most carefully researched and edited information that you can get.
[00:07:53.160 --> 00:07:53.160]   The book is the most carefully researched and edited information that you can get.
[00:07:53.160 --> 00:07:53.160]   The book is the most carefully researched and edited information that you can get.
[00:07:53.160 --> 00:07:53.160]   The book is the most carefully researched and edited information that you can get.
[00:07:53.160 --> 00:07:53.160]   The book is the most carefully researched and edited information that you can get.
[00:07:53.160 --> 00:07:53.160]   The book is the most carefully researched and edited information that you can get.
[00:07:53.160 --> 00:07:53.160]   The book is the most carefully researched and edited information that you can get.
[00:07:53.160 --> 00:07:53.160]   The book is the most carefully researched and edited information that you can get.
[00:07:53.160 --> 00:07:53.160]   The book is the most carefully researched and edited information that you can get.
[00:07:53.160 --> 00:07:53.160]   The book is the most carefully researched and edited information that you can get.
[00:07:53.160 --> 00:08:23.180]   the book is the most carefully researched and edited information that you can get.
[00:08:23.180 --> 00:08:23.180]   The book is the most carefully researched and edited information that you can get.
[00:08:23.180 --> 00:08:23.180]   The book is the most carefully researched and edited information that you can get.
[00:08:23.180 --> 00:08:23.180]   The book is the most carefully researched and edited information that you can get.
[00:08:23.180 --> 00:08:23.180]   The book is the most carefully researched and edited information that you can get.
[00:08:23.180 --> 00:08:23.180]   The book is the most carefully researched and edited information that you can get.
[00:08:23.180 --> 00:08:23.180]   The book is the most carefully researched and edited information that you can get.
[00:08:51.440 --> 00:08:53.200]   The book is the most carefully researched and edited information that you can get.
[00:08:53.200 --> 00:08:53.200]   The book is the most carefully researched and edited information that you can get.
[00:08:53.200 --> 00:08:53.200]   The book is the most carefully researched and edited information that you can get.
[00:08:53.200 --> 00:08:53.200]   The book is the most carefully researched and edited information that you can get.
[00:08:53.200 --> 00:08:53.200]   The book is the most carefully researched and edited information that you can get.
[00:08:53.200 --> 00:08:53.200]   The book is the most carefully researched and edited information that you can get.
[00:08:53.200 --> 00:08:53.200]   The book is the most carefully researched and edited information that you can get.
[00:08:53.200 --> 00:08:53.200]   The book is the most carefully researched and edited information that you can get.
[00:08:53.200 --> 00:08:53.200]   The book is the most carefully researched and edited information that you can get.
[00:08:53.200 --> 00:08:53.200]   The book is the most carefully researched and edited information that you can get.
[00:08:53.200 --> 00:08:53.200]   The book is the most carefully researched and edited information that you can get.
[00:08:53.200 --> 00:08:53.200]   The book is the most carefully researched and edited information that you can get.
[00:08:53.200 --> 00:09:23.220]   the book is the most carefully researched and edited information that you can get.
[00:09:23.220 --> 00:09:23.220]   The book is the most carefully researched and edited information that you can get.
[00:09:23.220 --> 00:09:23.220]   The book is the most carefully researched and edited information that you can get.
[00:09:23.220 --> 00:09:23.220]   The book is the most carefully researched and edited information that you can get.
[00:09:23.220 --> 00:09:23.220]   The book is the most carefully researched and edited information that you can get.
[00:09:23.220 --> 00:09:23.220]   The book is the most carefully researched and edited information that you can get.
[00:09:23.240 --> 00:09:53.240]   The book is the most carefully researched and edited information that you can get.
[00:09:53.240 --> 00:09:53.240]   The book is the most carefully researched and edited information that you can get.
[00:09:53.240 --> 00:09:53.240]   The book is the most carefully researched and edited information that you can get.
[00:09:53.240 --> 00:09:53.240]   The book is the most carefully researched and edited information that you can get.
[00:09:53.240 --> 00:09:53.240]   The book is the most carefully researched and edited information that you can get.
[00:09:53.240 --> 00:09:53.240]   The book is the most carefully researched and edited information that you can get.
[00:09:53.240 --> 00:09:53.240]   The book is the most carefully researched and edited information that you can get.
[00:09:53.240 --> 00:09:53.240]   The book is the most carefully researched and edited information that you can get.
[00:09:53.240 --> 00:09:53.240]   The book is the most carefully researched and edited information that you can get.
[00:09:53.240 --> 00:09:53.240]   The book is the most carefully researched and edited information that you can get.
[00:09:53.240 --> 00:09:53.240]   The book is the most carefully researched and edited information that you can get.
[00:09:53.240 --> 00:09:53.240]   The book is the most carefully researched and edited information that you can get.
[00:09:53.240 --> 00:10:23.260]   the book is the most carefully researched and edited information that you can get.
[00:10:23.260 --> 00:10:23.260]   The book is the most carefully researched and edited information that you can get.
[00:10:23.260 --> 00:10:23.260]   The book is the most carefully researched and edited information that you can get.
[00:10:23.260 --> 00:10:23.260]   The book is the most carefully researched and edited information that you can get.
[00:10:23.260 --> 00:10:23.260]   The book is the most carefully researched and edited information that you can get.
[00:10:23.260 --> 00:10:23.260]   The book is the most carefully researched and edited information that you can get.
[00:10:23.260 --> 00:10:23.260]   The book is the most carefully researched and edited information that you can get.
[00:10:23.280 --> 00:10:53.280]   The book is the most carefully researched and edited information that you can get.
[00:10:53.280 --> 00:10:53.280]   The book is the most carefully researched and edited information that you can get.
[00:10:53.280 --> 00:10:53.280]   The book is the most carefully researched and edited information that you can get.
[00:10:53.280 --> 00:10:53.280]   The book is the most carefully researched and edited information that you can get.
[00:10:53.280 --> 00:10:53.280]   The book is the most carefully researched and edited information that you can get.
[00:10:53.280 --> 00:10:53.280]   The book is the most carefully researched and edited information that you can get.
[00:10:53.280 --> 00:10:53.280]   The book is the most carefully researched and edited information that you can get.
[00:10:53.280 --> 00:10:53.280]   The book is the most carefully researched and edited information that you can get.
[00:10:53.280 --> 00:10:53.280]   The book is the most carefully researched and edited information that you can get.
[00:10:53.280 --> 00:10:53.280]   The book is the most carefully researched and edited information that you can get.
[00:10:53.280 --> 00:10:53.280]   The book is the most carefully researched and edited information that you can get.
[00:10:53.280 --> 00:10:53.280]   The book is the most carefully researched and edited information that you can get.
[00:10:53.280 --> 00:11:23.300]  ,
[00:11:23.300 --> 00:11:23.300]   The book is the most carefully researched and edited information that you can get.
[00:11:23.300 --> 00:11:23.300]   The book is the most carefully researched and edited information that you can get.
[00:11:23.300 --> 00:11:23.300]   The book is the most carefully researched and edited information that you can get.
[00:11:23.300 --> 00:11:23.300]   The book is the most carefully researched and edited information that you can get.
[00:11:23.300 --> 00:11:23.300]   The book is the most carefully researched and edited information that you can get.
[00:11:23.300 --> 00:11:23.300]   The book is the most carefully researched and edited information that you can get.
[00:11:23.320 --> 00:11:53.320]   The book is the most carefully researched and edited information that you can get.
[00:11:53.320 --> 00:11:53.320]   The book is the most carefully researched and edited information that you can get.
[00:11:53.320 --> 00:11:53.320]   The book is the most carefully researched and edited information that you can get.
[00:11:53.320 --> 00:11:53.320]   The book is the most carefully researched and edited information that you can get.
[00:11:53.320 --> 00:11:53.320]   The book is the most carefully researched and edited information that you can get.
[00:11:53.320 --> 00:11:53.320]   The book is the most carefully researched and edited information that you can get.
[00:11:53.320 --> 00:11:53.320]   The book is the most carefully researched and edited information that you can get.
[00:11:53.320 --> 00:11:53.320]   The book is the most carefully researched and edited information that you can get.
[00:11:53.320 --> 00:11:53.320]   The book is the most carefully researched and edited information that you can get.
[00:11:53.320 --> 00:11:53.320]   The book is the most carefully researched and edited information that you can get.
[00:11:53.320 --> 00:11:53.320]   The book is the most carefully researched and edited information that you can get.
[00:11:53.320 --> 00:11:53.320]   The book is the most carefully researched and edited information that you can get.
[00:11:53.320 --> 00:12:23.340]   the book is the most carefully researched and edited information that you can get.
[00:12:23.340 --> 00:12:23.340]   The book is the most carefully researched and edited information that you can get.
[00:12:23.340 --> 00:12:23.340]   The book is the most carefully researched and edited information that you can get.
[00:12:23.340 --> 00:12:23.340]   The book is the most carefully researched and edited information that you can get.
[00:12:23.340 --> 00:12:23.340]   The book is the most carefully researched and edited information that you can get.
[00:12:23.340 --> 00:12:23.340]   The book is the most carefully researched and edited information that you can get.
[00:12:23.360 --> 00:12:53.360]   The book is the most carefully researched and edited information that you can get.
[00:12:53.360 --> 00:12:53.360]   The book is the most carefully researched and edited information that you can get.
[00:12:53.360 --> 00:12:53.360]   The book is the most carefully researched and edited information that you can get.
[00:12:53.360 --> 00:12:53.360]   The book is the most carefully researched and edited information that you can get.
[00:12:53.360 --> 00:12:53.360]   The book is the most carefully researched and edited information that you can get.
[00:12:53.360 --> 00:12:53.360]   The book is the most carefully researched and edited information that you can get.
[00:12:53.360 --> 00:12:53.360]   The book is the most carefully researched and edited information that you can get.
[00:12:53.360 --> 00:12:53.360]   The book is the most carefully researched and edited information that you can get.
[00:12:53.360 --> 00:12:53.360]   The book is the most carefully researched and edited information that you can get.
[00:12:53.360 --> 00:12:53.360]   The book is the most carefully researched and edited information that you can get.
[00:12:53.360 --> 00:12:53.360]   The book is the most carefully researched and edited information that you can get.
[00:12:53.360 --> 00:12:53.360]   The book is the most carefully researched and edited information that you can get.
[00:12:53.360 --> 00:13:23.380]   the book is the most carefully researched and edited information that you can get.
[00:13:23.380 --> 00:13:23.380]   The book is the most carefully researched and edited information that you can get.
[00:13:23.380 --> 00:13:23.380]   The book is the most carefully researched and edited information that you can get.
[00:13:23.380 --> 00:13:23.380]   The book is the most carefully researched and edited information that you can get.
[00:13:23.380 --> 00:13:23.380]   The book is the most carefully researched and edited information that you can get.
[00:13:23.380 --> 00:13:23.380]   The book is the most carefully researched and edited information that you can get.
[00:13:23.380 --> 00:13:23.380]   The book is the most carefully researched and edited information that you can get.
[00:13:23.400 --> 00:13:53.400]   I'm looking at the screen of my laptop and I have my current library with 2,261 books in it,
[00:13:53.400 --> 00:13:53.400]   I'm looking at the screen of my laptop and I have my current library with 2,261 books in it,
[00:13:53.400 --> 00:13:53.400]   All accessible right here in front of me.
[00:13:53.400 --> 00:13:53.400]   All accessible right here in front of me.
[00:13:53.400 --> 00:13:53.400]   That's powerful.
[00:13:53.400 --> 00:13:53.400]   That's powerful.
[00:13:53.400 --> 00:13:53.400]   That gives me a tremendous tool because now, in fact, much better than having it all in a home library.
[00:13:53.400 --> 00:13:53.400]   Now I have access to it wherever I am.
[00:13:53.400 --> 00:13:53.400]   If a listener calls and a lot of times on a Q&A show, somebody calls and asks me a question, sometimes I don't know it.
[00:13:53.400 --> 00:13:53.400]   So while I'm starting my answer, I grab my library, I think of the book where I know the answer is, and I immediately go to the next question.
[00:13:53.440 --> 00:14:21.520]   "
[00:14:49.960 --> 00:15:00.220]   Al
[00:15:00.220 --> 00:15:01.880]   the, the,
[00:16:41.320 --> 00:16:47.280]   Stanley
[00:16:47.280 --> 00:17:11.300]   at� pare ad skin, and, and, and, and, battle,arr, Chun,,.,.,,…,... thank get the no mentioned the wind and the end the eccentric the ink the didn the Spiritual the designated the Ant the Which the Seven The Is The Is The I Is The L Viv THE I dej las e the in the con the eye. And the'm the� favored the change theовых the assim the essay the John the
[00:17:11.340 --> 00:17:39.600]   remainder
[00:19:05.900 --> 00:19:06.600]   I'm a bad money manager. I don't manage my money well. And you know that. If you stink at managing money, you already know that. So, what you do is you convert it into a skill. I need to become more skilled at managing my money.
[00:19:06.600 --> 00:19:06.600]   I'm a bad money manager. I don't manage my money well. And you know that. If you stink at managing money, you already know that. So, what you do is you convert it into a skill. I need to become more skilled at managing my money.
[00:19:06.600 --> 00:19:06.780]   I'm a bad money manager. I don't manage my money well. And you know that. If you stink at managing money, you already know that. So, what you do is you convert it into a skill. I need to become more skilled at managing my money.
[00:20:05.420 --> 00:20:05.460]  obedance. So, what you do is you convert it into a skill. I need to become more skilled at managing my money.
[00:20:05.460 --> 00:20:05.480]   So, what you do is you convert it into a skill. I need to become more skilled at managing my money.
[00:20:05.480 --> 00:20:05.660]   I need to become more skilled at managing my money.
[00:20:05.660 --> 00:20:05.700]   So, what you do is you convert it into a skill. I need to become more skilled at managing my money.
[00:20:05.700 --> 00:20:05.760]   So, what you do is you convert it into a skill. I need to become more skilled at managing my money.
[00:20:05.760 --> 00:20:05.800]   So, what you do is you convert it into a skill. I need to become more skilled at managing my money.
[00:20:05.800 --> 00:20:35.820]  , so that I can reduce my tax bill. Now we know what you need to read. Or maybe I don't know how to invest my money. So now I need to get a book on investing my money.
[00:20:35.860 --> 00:21:05.840]   So, what you do is you convert it into a skill. I need to become more skilled at managing my money.
[00:21:05.840 --> 00:21:05.840]   So, what you do is you convert it into a skill. I need to become more skilled at managing my money.
[00:21:05.880 --> 00:21:35.860]  ертвal.com
[00:21:35.860 --> 00:21:35.860]   And then you ask yourself, what skills do I need to develop to achieve these goals?
[00:21:35.860 --> 00:21:35.860]   And then you ask yourself, what skills do I need to develop to achieve these goals?
[00:21:35.860 --> 00:21:35.860]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:21:35.860 --> 00:21:35.860]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:21:35.860 --> 00:21:35.860]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:21:35.860 --> 00:21:35.860]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:21:35.860 --> 00:21:35.860]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:21:35.860 --> 00:21:35.860]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:21:35.860 --> 00:21:35.860]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:22:05.880 --> 00:22:05.880]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:22:05.880 --> 00:22:05.880]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:22:05.880 --> 00:22:05.880]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:22:05.880 --> 00:22:05.880]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:22:05.880 --> 00:22:05.880]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:22:05.880 --> 00:22:05.880]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:22:05.880 --> 00:22:05.880]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:22:05.880 --> 00:22:05.880]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:22:05.880 --> 00:22:05.880]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:22:05.900 --> 00:22:35.900]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:22:35.900 --> 00:22:35.900]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:22:35.900 --> 00:22:35.900]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:22:35.900 --> 00:22:35.900]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:22:35.900 --> 00:22:35.900]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:22:35.900 --> 00:22:35.900]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:22:35.900 --> 00:22:35.900]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:22:35.900 --> 00:22:35.900]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:22:35.900 --> 00:22:35.900]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:22:35.900 --> 00:23:05.920]  ,
[00:23:05.920 --> 00:23:05.920]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:23:05.920 --> 00:23:05.920]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:23:05.920 --> 00:23:05.920]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:23:05.920 --> 00:23:05.920]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:23:05.920 --> 00:23:05.920]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:23:05.920 --> 00:23:05.920]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:23:05.940 --> 00:23:35.940]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:23:35.940 --> 00:23:35.940]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:23:35.940 --> 00:23:35.940]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:23:35.940 --> 00:23:35.940]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:23:35.940 --> 00:23:35.940]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:23:35.940 --> 00:23:35.940]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:23:35.940 --> 00:23:35.940]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:23:35.940 --> 00:23:35.940]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:23:35.940 --> 00:23:35.940]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:23:35.980 --> 00:24:05.960]  , and never been exposed to the opportunities that are out there in the world.
[00:24:05.960 --> 00:24:05.960]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:24:05.960 --> 00:24:05.960]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:24:05.960 --> 00:24:05.960]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:24:05.960 --> 00:24:05.960]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:24:05.960 --> 00:24:05.960]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:24:05.960 --> 00:24:05.960]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:24:05.960 --> 00:24:05.960]   And then you start reading books to help you acquire those skills, you can be on the fast track.
[00:24:05.980 --> 00:24:35.980]   You don't need a plan.
[00:24:35.980 --> 00:24:35.980]   You don't need to do anything except wander the aisles and grab things that look interesting.
[00:24:35.980 --> 00:24:35.980]   Take them home.
[00:24:35.980 --> 00:24:35.980]   Spend 15 or 20 minutes flipping through them.
[00:24:35.980 --> 00:24:35.980]   Stop and read a page here and there if something's wrong.
[00:24:35.980 --> 00:24:35.980]   You don't need a plan.
[00:24:35.980 --> 00:24:35.980]   You don't need to do anything except wander the aisles and grab things that look interesting.
[00:24:35.980 --> 00:24:35.980]   Take them home.
[00:24:35.980 --> 00:24:35.980]   Spend 15 or 20 minutes flipping through them.
[00:24:35.980 --> 00:24:35.980]   Stop and read a page here and there if something's wrong.
[00:24:35.980 --> 00:24:35.980]   You don't need a plan.
[00:24:35.980 --> 00:24:35.980]   You don't need to do anything except wander the aisles and grab things that look interesting.
[00:24:35.980 --> 00:24:35.980]   Take them home.
[00:24:35.980 --> 00:24:35.980]   Spend 15 or 20 minutes flipping through them.
[00:24:35.980 --> 00:24:35.980]   Stop and read a page here and there if something's wrong.
[00:24:35.980 --> 00:24:35.980]   you don't need to do anything.
[00:24:36.020 --> 00:25:06.000]   You don't need to do anything except wander the aisles and grab things that look interesting.
[00:25:06.000 --> 00:25:06.000]   You don't need to do anything except wander the aisles and grab things that look interesting.
[00:25:06.000 --> 00:25:06.000]   You don't need to do anything except wander the aisles and grab things that look interesting.
[00:25:06.000 --> 00:25:06.000]   You don't need to do anything except wander the aisles and grab things that look interesting.
