
[00:00:00.000 --> 00:00:04.000]   [Intro music]
[00:05:15.960 --> 00:05:24.200]   My interpretation of that is it was precisely the strengthening of his faith and his acting in faith
[00:05:24.200 --> 00:05:29.960]   that drew attention to the glory of God's grace and power in his life.
[00:05:29.960 --> 00:05:38.040]   And then 1 Peter says the same thing, 1 Peter 4:11, "Whoever serves, let him do it, let him serve,
[00:05:38.040 --> 00:05:48.760]   as one who serves by the strength that God supplies, in order that in everything God may be glorified."
[00:05:48.760 --> 00:05:56.520]   Now, I take that to mean that in every kind of obedience service, we perform in reliance.
[00:05:56.520 --> 00:06:04.760]   We trust God for the strength and the wisdom and the wherewithal to do what we're called to do,
[00:06:04.760 --> 00:06:09.960]   and if we rely upon God as we obey and serve, God gets the glory.
[00:06:09.960 --> 00:06:14.200]   He says, "The giver of the strength gets the glory for the service."
[00:06:14.200 --> 00:06:16.760]   That's what 1 Peter 4:11 says.
[00:06:16.760 --> 00:06:23.080]   We used to quote that over and over again in our prayer room just before we walked into preaching.
[00:06:23.080 --> 00:06:28.760]   The more we rely upon power and wisdom from God for our obedience,
[00:06:28.760 --> 00:06:32.680]   the more he will get the glory for our obedience.
[00:06:32.680 --> 00:06:43.800]   So Daniel asks, finally, "How do you identify a deed done from faith as opposed to a good deed
[00:06:43.800 --> 00:06:53.960]   done from unbelief? What is it like to do something from faith when you might do that very same thing
[00:06:53.960 --> 00:06:57.720]   from lack of faith, unbelief? What are the marks?"
[00:06:58.680 --> 00:07:08.920]   And I'll give you what I think is probably the most important passage or text in the Bible
[00:07:08.920 --> 00:07:16.280]   to answer that question, and I think it's that important because it gives three clear marks
[00:07:16.280 --> 00:07:20.680]   of a deed done as a work of faith.
[00:07:20.680 --> 00:07:23.400]   In fact, that very phrase is used.
[00:07:23.400 --> 00:07:26.520]   2 Thessalonians 1:11-12.
[00:07:26.520 --> 00:07:27.000]   Here it goes.
[00:07:27.000 --> 00:07:39.880]   "We always pray for you that our God may fulfill every resolve for good and every work of faith
[00:07:39.880 --> 00:07:51.080]   by his power so that the name of our Lord Jesus may be glorified in you and you in him
[00:07:51.960 --> 00:07:57.800]   according to the grace of our God and the Lord Jesus."
[00:07:57.800 --> 00:07:59.000]   Oh, my, my, my.
[00:07:59.000 --> 00:08:07.400]   I encourage everybody, everybody to meditate on every single phrase in those two verses.
[00:08:07.400 --> 00:08:11.240]   Here's the answer that they give to Daniel's question.
[00:08:11.240 --> 00:08:20.200]   A work of faith, a deed done in reliance upon God will have these three elements.
[00:08:20.200 --> 00:08:24.840]   Number one, it involves a resolve for good.
[00:08:24.840 --> 00:08:33.480]   In other words, our choices, our active mental volitional efforts to be involved in God's will,
[00:08:33.480 --> 00:08:42.680]   our choices are involved when we bring our decisions into conformity with the good that
[00:08:42.680 --> 00:08:43.640]   is in God's Word.
[00:08:43.640 --> 00:08:50.520]   So we measure the things we're about to do by what's good, and that is decided by God's Word.
[00:08:50.520 --> 00:08:57.960]   Second, a work of faith involves trusting God's power to enable us to do it, or as he says at
[00:08:57.960 --> 00:09:00.760]   the end of the verse, trusting God's grace.
[00:09:00.760 --> 00:09:09.320]   And that's true whether it is a deed like faithfulness in martyrdom or brushing your teeth.
[00:09:09.320 --> 00:09:12.920]   We cannot do either of those.
[00:09:13.880 --> 00:09:21.400]   If our eyes are open, we know we cannot do either of those apart from God's grace, God's power.
[00:09:21.400 --> 00:09:24.360]   Faith gladly knows that, rests in that.
[00:09:24.360 --> 00:09:31.880]   And number three, the third mark of a work of faith is that it aims at the glory of the name
[00:09:31.880 --> 00:09:33.720]   of the Lord Jesus.
[00:09:33.720 --> 00:09:41.640]   So to live by faith or to walk by faith or to do the works of faith means, one, the thing we aim
[00:09:41.640 --> 00:09:46.520]   at is shaped by God's Word, and it is good.
[00:09:46.520 --> 00:09:51.320]   Two, the strength to do it is the power of God, and we trust in it.
[00:09:51.320 --> 00:09:58.200]   Third, the aim of the act is make Christ look glorious.
[00:09:58.200 --> 00:10:06.760]   Or to say it one more way, acting by faith means, one, what we do is shaped by the Word of God.
[00:10:06.760 --> 00:10:15.240]   How we do it is in the power of God, and the aim in doing it is the glory of God.
[00:10:15.240 --> 00:10:23.960]   That's what changes a so-called good deed from being sinful and displeasing to God into an act
[00:10:23.960 --> 00:10:27.880]   that is truly virtuous and pleasing to God.
[00:10:27.880 --> 00:10:34.840]   A resolve for good, trusting in God to enable us, all aimed at Christ's honor.
[00:10:34.840 --> 00:10:37.640]   The Word of God, power of God, glory of God.
[00:10:37.640 --> 00:10:40.920]   That's a really helpful little triad, easy to remember.
[00:10:40.920 --> 00:10:42.040]   Thank you, Pastor John.
[00:10:42.040 --> 00:10:43.080]   And thank you for listening.
[00:10:43.080 --> 00:10:47.080]   If you want new episodes of this podcast delivered to you, subscribe to Ask Pastor John in your
[00:10:47.080 --> 00:10:51.080]   favorite podcast app in Spotify or by subscribing to DG's YouTube channel.
[00:10:51.080 --> 00:10:52.120]   Yes, YouTube.
[00:10:52.120 --> 00:11:00.360]   Based on our recent audience survey, 48% of APJ listeners under the age of 30, 48% under the age
[00:11:00.360 --> 00:11:03.800]   of 30 listen to this podcast through YouTube.
[00:11:03.800 --> 00:11:05.320]   That's amazing to me.
[00:11:05.320 --> 00:11:08.520]   You can find other episodes in our archive or submit a question to us of your own.
[00:11:08.520 --> 00:11:10.520]   Do that online at desiringgod.org/askpastorjohn.
[00:11:10.520 --> 00:11:21.080]   Well, yes, Christ stopped one storm, but does he now govern over every storm thereafter?
[00:11:21.080 --> 00:11:24.760]   Is such a conclusion a leap or is it logical?
[00:11:24.760 --> 00:11:27.080]   That's up next time when we return on Monday.
[00:11:27.080 --> 00:11:27.880]   I'm Tony Reinke.
[00:11:27.880 --> 00:11:28.840]   Have a great weekend.
[00:11:28.840 --> 00:11:29.640]   We'll see you then.
[00:11:30.120 --> 00:11:30.200]   [END]
[00:11:31.160 --> 00:11:31.240]   you
[00:11:32.200 --> 00:11:32.280]   you
[00:11:33.240 --> 00:11:33.320]   you
[00:11:34.280 --> 00:11:34.360]   you
[00:11:34.360 --> 00:11:34.440]   you
[00:11:34.440 --> 00:11:34.520]   you
[00:11:34.520 --> 00:11:44.520]   [BLANK_AUDIO]

