
[00:00:00.000 --> 00:00:03.160]   (audience applauding)
[00:04:51.920 --> 00:04:54.200]   You're gonna be unhappier because you're stressed
[00:04:54.200 --> 00:04:55.640]   about the fact that you're not doing better.
[00:04:55.640 --> 00:04:57.960]   And there are constant sort of escalating benchmarks
[00:04:57.960 --> 00:04:59.240]   of if you did good last month,
[00:04:59.240 --> 00:05:01.000]   you should do even better this month.
[00:05:01.000 --> 00:05:06.320]   People who are very good at saving as a process
[00:05:06.320 --> 00:05:08.040]   tend to invert the usual thing.
[00:05:08.040 --> 00:05:10.600]   They don't say, I'm gonna exert a lot of self-control
[00:05:10.600 --> 00:05:12.800]   and I will have saved money by the end of the month
[00:05:12.800 --> 00:05:14.440]   by not spending it.
[00:05:14.440 --> 00:05:15.720]   There's lots of different ways of saying this.
[00:05:15.720 --> 00:05:17.520]   Generally, pay yourself first,
[00:05:17.520 --> 00:05:20.500]   which is effectively, I make two grand.
[00:05:20.500 --> 00:05:24.420]   I know that I should be saving 500 of that when I get paid.
[00:05:24.420 --> 00:05:27.340]   I'm gonna auto-deposit it into a savings account somewhere
[00:05:27.340 --> 00:05:30.660]   so that it's not even in my checking account to spend.
[00:05:30.660 --> 00:05:33.100]   That sort of, like, top-down think about a budget
[00:05:33.100 --> 00:05:35.900]   at one point layout, very simple math,
[00:05:35.900 --> 00:05:38.260]   you know, like, one plus one plus one equals three.
[00:05:38.260 --> 00:05:39.700]   I'm gonna save 1/3 of it.
[00:05:39.700 --> 00:05:41.920]   Allows you to save systematically
[00:05:41.920 --> 00:05:43.620]   and in a way that doesn't stress you
[00:05:43.620 --> 00:05:46.180]   about what specifically you spent money on.
[00:05:46.180 --> 00:05:49.640]   Your retirement doesn't care if you spent it on cappuccinos
[00:05:49.640 --> 00:05:51.640]   or muscle cars or any other thing.
[00:05:51.640 --> 00:05:53.600]   It's just a matter of how much money did you save.
[00:05:53.600 --> 00:05:56.200]   The spending should not be something that causes you stress
[00:05:56.200 --> 00:05:58.900]   because you know you are saving enough from the outset.
[00:05:58.900 --> 00:06:00.640]   - Thank you.
[00:06:00.640 --> 00:06:04.440]   Let's talk a little bit about the investing environment
[00:06:04.440 --> 00:06:06.760]   we find ourselves in.
[00:06:06.760 --> 00:06:11.360]   So it's a year when stocks and bonds have done terribly.
[00:06:11.360 --> 00:06:13.640]   Inflation is high, it's scary.
[00:06:13.640 --> 00:06:16.960]   The economic conditions are scary.
[00:06:16.960 --> 00:06:21.220]   Bill Bernstein says that's a great market for accumulators,
[00:06:21.220 --> 00:06:23.820]   but he also said you don't know
[00:06:23.820 --> 00:06:25.500]   until you're in that bear market
[00:06:25.500 --> 00:06:28.060]   how awful it's going to feel.
[00:06:28.060 --> 00:06:30.260]   So Randy, if you could talk to us about
[00:06:30.260 --> 00:06:33.180]   when you talk to potential clients
[00:06:33.180 --> 00:06:38.180]   about investing and investing in an environment like this,
[00:06:38.180 --> 00:06:40.820]   what are you talking to them about?
[00:06:40.820 --> 00:06:43.220]   How are you trying to get them to look at the world?
[00:06:43.220 --> 00:06:46.360]   - Well, you stole my quote from Bill Bernstein this morning
[00:06:46.360 --> 00:06:48.260]   and I paraphrased him on Twitter.
[00:06:48.260 --> 00:06:51.780]   I said Bill Bernstein had said, "I would love it
[00:06:51.780 --> 00:06:53.840]   "if I were an accumulator, I'd love a market like this.
[00:06:53.840 --> 00:06:56.580]   "I would drool over it," I think is the word he was using.
[00:06:56.580 --> 00:06:59.320]   But, and it is true because if everybody in this room
[00:06:59.320 --> 00:07:01.540]   is an accumulator, volatility is good.
[00:07:01.540 --> 00:07:04.040]   It helps you buy more shares mathematically.
[00:07:04.040 --> 00:07:07.040]   You end up paying a lower share price on average
[00:07:07.040 --> 00:07:09.700]   than the very same mutual funds
[00:07:09.700 --> 00:07:11.640]   or companies you're buying into.
[00:07:11.640 --> 00:07:14.420]   But that still doesn't mean almost like a,
[00:07:14.420 --> 00:07:18.460]   something I've heard of is like you can take a,
[00:07:18.460 --> 00:07:22.120]   you can do a flight simulator, but,
[00:07:22.120 --> 00:07:24.800]   and have a good feel for what it's gonna feel like
[00:07:24.800 --> 00:07:26.900]   in a plane crash, but until you actually get
[00:07:26.900 --> 00:07:30.380]   into a plane crash, that can't simulate the feeling.
[00:07:30.380 --> 00:07:34.220]   So what we do in our firm is we remind investors
[00:07:34.220 --> 00:07:37.380]   of their timeframe, but we also make sure they know
[00:07:37.380 --> 00:07:39.540]   not just how much they need to save,
[00:07:39.540 --> 00:07:41.480]   but also that there are going to be major bumps
[00:07:41.480 --> 00:07:43.020]   along the road, and we don't say,
[00:07:43.020 --> 00:07:44.840]   "Oh, if you're in an 80/20 portfolio
[00:07:44.840 --> 00:07:49.360]   "that has historically fallen as far as 37%,"
[00:07:49.360 --> 00:07:51.360]   we actually put it in terms of dollars,
[00:07:51.360 --> 00:07:53.340]   and every meeting with our clients,
[00:07:53.340 --> 00:07:56.560]   we make sure we're the nag that says,
[00:07:56.560 --> 00:07:59.380]   "Hey, here's how much value you could lose
[00:07:59.380 --> 00:08:02.240]   "if things go south," and then things do go south,
[00:08:02.240 --> 00:08:04.880]   and they can't say we didn't warn them, and yeah.
[00:08:06.600 --> 00:08:10.280]   - Dan, what are some lessons from behavioral finance
[00:08:10.280 --> 00:08:14.820]   that'll help us act more intelligently in this market?
[00:08:14.820 --> 00:08:17.840]   - So the first one that actually I'm gonna play off of,
[00:08:17.840 --> 00:08:20.600]   which is distance and time.
[00:08:20.600 --> 00:08:24.680]   Distance and time are very powerful assets in multiple ways,
[00:08:24.680 --> 00:08:28.360]   and one of the most powerful is that when we are stressed,
[00:08:28.360 --> 00:08:30.880]   when we are scared, we make worse decisions
[00:08:30.880 --> 00:08:32.700]   that are generally more short-termist.
[00:08:32.700 --> 00:08:34.540]   We say, like, what do I need to deal with?
[00:08:34.540 --> 00:08:36.660]   Right now, I don't care about the long-term,
[00:08:36.660 --> 00:08:39.520]   I just wanna feel better in the short-term.
[00:08:39.520 --> 00:08:40.900]   One of the unfair advantages
[00:08:40.900 --> 00:08:42.400]   that a lot of accumulators are gonna have
[00:08:42.400 --> 00:08:45.340]   is that they're gonna be looking ahead 10-plus years,
[00:08:45.340 --> 00:08:49.240]   and when I log in, I remember during March of 2020,
[00:08:49.240 --> 00:08:50.920]   when it was kind of like the trough
[00:08:50.920 --> 00:08:53.440]   of the pandemic-related drop,
[00:08:53.440 --> 00:08:55.560]   I logged in and looked at my retirement plan
[00:08:55.560 --> 00:08:57.680]   that consists of, like, okay, I'm gonna keep saving
[00:08:57.680 --> 00:08:59.440]   for this many more years
[00:08:59.440 --> 00:09:01.000]   into these account sites, et cetera,
[00:09:01.000 --> 00:09:03.400]   and it said something absolutely horrifying,
[00:09:03.400 --> 00:09:07.800]   like, you're gonna spend $300 less per month in retirement,
[00:09:07.800 --> 00:09:10.920]   and I was like, oh, never mind, okay, no problem.
[00:09:10.920 --> 00:09:13.440]   I'm not stressed about that anymore.
[00:09:13.440 --> 00:09:16.720]   The more that we can remove stress
[00:09:16.720 --> 00:09:20.880]   by using distance and time as buffers between ourselves,
[00:09:20.880 --> 00:09:22.600]   the smarter decisions we make,
[00:09:22.600 --> 00:09:24.960]   and one way you can think about this is,
[00:09:24.960 --> 00:09:26.760]   Jeff Bezos has this quote that he's like,
[00:09:26.760 --> 00:09:29.200]   "If Amazon had a great quarter this quarter,
[00:09:29.200 --> 00:09:33.080]   "it's because of decisions that we made three years ago."
[00:09:33.080 --> 00:09:34.520]   Like, when you are thinking about these things,
[00:09:34.520 --> 00:09:37.360]   the decisions you make today, they roll out,
[00:09:37.360 --> 00:09:40.040]   they kind of get realized in terms of the outcomes
[00:09:40.040 --> 00:09:41.760]   years and years into the future,
[00:09:41.760 --> 00:09:42.640]   and you realize that, you think,
[00:09:42.640 --> 00:09:44.320]   I don't need to react to what's going on
[00:09:44.320 --> 00:09:46.200]   in markets right now, right?
[00:09:46.200 --> 00:09:47.700]   Like, we are planting trees.
[00:09:47.700 --> 00:09:50.440]   These things take decades to grow effectively.
[00:09:50.440 --> 00:09:51.280]   Stuff matters.
[00:09:51.280 --> 00:09:52.400]   You need to come and attend to it.
[00:09:52.400 --> 00:09:53.720]   You need to think about seasonality
[00:09:53.720 --> 00:09:55.440]   and what do I do in different seasons,
[00:09:55.440 --> 00:09:57.600]   but give yourself that relaxation
[00:09:57.600 --> 00:09:59.020]   that, like, I should not be worried
[00:09:59.020 --> 00:10:00.360]   about this quarter to quarter
[00:10:00.360 --> 00:10:02.720]   because I am sticking to a plan
[00:10:02.720 --> 00:10:05.180]   that plays out over decades.
[00:10:05.180 --> 00:10:07.120]   The more that we allow ourselves
[00:10:07.120 --> 00:10:10.840]   to have distance in time in how we make decisions,
[00:10:10.840 --> 00:10:13.520]   we make better decisions that play out better,
[00:10:13.520 --> 00:10:15.960]   and we get to say, we made an awesome decision
[00:10:15.960 --> 00:10:18.960]   three years ago, and we're bearing the benefits of it today.
[00:10:18.960 --> 00:10:22.760]   - I know, Nick, you were also saying
[00:10:22.760 --> 00:10:26.040]   you feel like people, one of the risks today
[00:10:26.040 --> 00:10:29.040]   is that people are so focused on the short term,
[00:10:29.040 --> 00:10:30.480]   which I think it feels natural.
[00:10:30.480 --> 00:10:32.760]   I mean, we're always bombarded
[00:10:32.760 --> 00:10:35.200]   with so much news and information,
[00:10:35.200 --> 00:10:37.520]   but when it's scary, I think it's,
[00:10:37.520 --> 00:10:38.880]   you pay a lot more attention to it
[00:10:38.880 --> 00:10:40.120]   than the days you look at the market
[00:10:40.120 --> 00:10:41.200]   and you say, oh, the market's up again.
[00:10:41.200 --> 00:10:42.680]   Great, and you go on with your life
[00:10:42.680 --> 00:10:44.820]   as opposed to the market is down a lot today.
[00:10:44.820 --> 00:10:47.580]   I'm gonna spend a little more time thinking about it.
[00:10:47.580 --> 00:10:50.280]   Other tips for how I can
[00:10:50.280 --> 00:10:56.200]   resist that and keep my focus where it should be?
[00:10:56.200 --> 00:10:58.440]   - Yeah, I think just like studying history,
[00:10:58.440 --> 00:11:01.160]   you start to realize how much stuff repeats itself.
[00:11:01.160 --> 00:11:04.300]   For example, recently, my sister and I went to Florence,
[00:11:04.300 --> 00:11:06.960]   and I'm not just, it's not a brag, this is relevant,
[00:11:06.960 --> 00:11:09.600]   and they had these little thing called wine,
[00:11:09.600 --> 00:11:11.000]   I know, 'cause I'm like, what the hell, yeah.
[00:11:11.000 --> 00:11:12.640]   They had these little thing called wine windows
[00:11:12.640 --> 00:11:14.560]   that apparently during the Black Plague,
[00:11:14.560 --> 00:11:15.960]   they used to sell wine and things
[00:11:15.960 --> 00:11:17.960]   out of these little windows to prevent
[00:11:17.960 --> 00:11:20.040]   face-to-face contact with people during the Black Death,
[00:11:20.040 --> 00:11:21.520]   right, 'cause it took out like,
[00:11:21.520 --> 00:11:23.520]   some cities took out 2/3 of their inhabitants,
[00:11:23.520 --> 00:11:24.760]   right, in Italy, it was really bad.
[00:11:24.760 --> 00:11:28.360]   So during COVID, they started reusing the wine windows,
[00:11:28.360 --> 00:11:30.960]   right, so you see like, history repeats in very odd ways,
[00:11:30.960 --> 00:11:32.560]   and just like, little things like that,
[00:11:32.560 --> 00:11:34.000]   little stories you find out about stuff,
[00:11:34.000 --> 00:11:35.920]   it's like, we're sitting here looking at like,
[00:11:35.920 --> 00:11:37.560]   this ticker tape moving, and it like,
[00:11:37.560 --> 00:11:39.400]   really doesn't make that much of a difference, right.
[00:11:39.400 --> 00:11:42.120]   And I really love Dan's answer about when he logged in
[00:11:42.120 --> 00:11:43.600]   in like, March 2020, and he looked and he said,
[00:11:43.600 --> 00:11:46.160]   oh, I just lost, you know, X hundred dollars a month
[00:11:46.160 --> 00:11:48.160]   in retirement, and I think a really cool,
[00:11:48.160 --> 00:11:50.360]   just easy way to think about that is like,
[00:11:50.360 --> 00:11:52.540]   for every $100 a month you wanna spend in retirement,
[00:11:52.540 --> 00:11:54.720]   that's about $30,000 in principal, right,
[00:11:54.720 --> 00:11:56.520]   using like, the 4% rule or something.
[00:11:56.520 --> 00:11:58.080]   It's not perfect, just assume that for now,
[00:11:58.080 --> 00:11:59.640]   and just trust me on that, right.
[00:11:59.640 --> 00:12:01.760]   So if that's true, if you're down, you know,
[00:12:01.760 --> 00:12:04.000]   $90,000 in your retirement account right now,
[00:12:04.000 --> 00:12:04.960]   what did you really lose?
[00:12:04.960 --> 00:12:06.720]   You lost $300 a month in retirement.
[00:12:06.720 --> 00:12:08.860]   So, and if you actually look at the retirement date
[00:12:08.860 --> 00:12:10.520]   on how people spend money in retirement,
[00:12:10.520 --> 00:12:12.680]   they don't actually, most people don't pull down principal,
[00:12:12.680 --> 00:12:14.000]   they just live off their income.
[00:12:14.000 --> 00:12:15.560]   So it doesn't matter, it's actually kind of
[00:12:15.560 --> 00:12:16.640]   very interesting what I'll talk about,
[00:12:16.640 --> 00:12:18.160]   I need to have much more money in retirement,
[00:12:18.160 --> 00:12:20.280]   this and that, everyone just lives off their income,
[00:12:20.280 --> 00:12:21.440]   no matter what that income is.
[00:12:21.440 --> 00:12:22.880]   Even the people that have no savings,
[00:12:22.880 --> 00:12:24.480]   they just live off their social security, right.
[00:12:24.480 --> 00:12:26.360]   So if you have some savings, you're ahead of them, right,
[00:12:26.360 --> 00:12:28.760]   and so you're just gonna live off whatever income you have.
[00:12:28.760 --> 00:12:30.440]   Now I'm not saying it's gonna be a great retirement
[00:12:30.440 --> 00:12:31.400]   if you don't have a lot saved,
[00:12:31.400 --> 00:12:33.000]   but you're going to make it work
[00:12:33.000 --> 00:12:34.080]   like everyone else in America
[00:12:34.080 --> 00:12:35.480]   is currently making it work, right.
[00:12:35.480 --> 00:12:37.080]   So that's one positive side.
[00:12:37.080 --> 00:12:40.440]   - There's a key kind of insight here,
[00:12:40.440 --> 00:12:44.040]   which is when you start thinking about your balance
[00:12:44.040 --> 00:12:46.840]   like a score, like in a video game or something,
[00:12:46.840 --> 00:12:48.280]   and that you just want your score to go up,
[00:12:48.280 --> 00:12:50.400]   it puts you into a very bad place.
[00:12:50.400 --> 00:12:52.240]   But when you convert it into what matters to you
[00:12:52.240 --> 00:12:55.040]   in your life, it's very easy to be de-stressed about it.
[00:12:55.040 --> 00:12:59.760]   So again, March 2020, I worked for a fintech company,
[00:12:59.760 --> 00:13:02.120]   markets were down, things were not good.
[00:13:02.120 --> 00:13:03.960]   My wife said, "Hey, just so we're clear,
[00:13:03.960 --> 00:13:05.920]   "if you get laid off, what happens?"
[00:13:05.920 --> 00:13:08.120]   And we had a very large emergency fund,
[00:13:08.120 --> 00:13:10.240]   and I was like, "At least over six to nine months,
[00:13:10.240 --> 00:13:12.160]   "we don't have to worry about anything."
[00:13:12.160 --> 00:13:13.960]   That meant that I didn't stress at my job,
[00:13:13.960 --> 00:13:15.960]   I was able to focus on the income,
[00:13:15.960 --> 00:13:18.040]   on doing what needed to be done.
[00:13:18.040 --> 00:13:19.480]   It meant that I didn't think about
[00:13:19.480 --> 00:13:21.120]   taking money out of a retirement account
[00:13:21.120 --> 00:13:22.340]   where there might be tax penalties
[00:13:22.340 --> 00:13:23.720]   and I can't put it back in.
[00:13:23.720 --> 00:13:26.480]   So the only other thing is think about setting yourself up.
[00:13:26.480 --> 00:13:29.120]   If you're worried about markets, think about why.
[00:13:29.120 --> 00:13:30.720]   Does it actually affect anything other
[00:13:30.720 --> 00:13:33.380]   than looking at a score and making you feel good?
[00:13:33.380 --> 00:13:34.840]   Or is there an impact to your life?
[00:13:34.840 --> 00:13:36.920]   And if there is an impact to your life,
[00:13:36.920 --> 00:13:39.520]   how can you hedge that or immunize it?
[00:13:39.520 --> 00:13:42.300]   How do you make it so that you don't care what markets do?
[00:13:42.300 --> 00:13:44.120]   'Cause if you care what markets do,
[00:13:44.120 --> 00:13:45.880]   and it's not just 'cause it's a score,
[00:13:45.880 --> 00:13:48.520]   you're in a risky position and you wanna focus on that
[00:13:48.520 --> 00:13:50.880]   as almost a financial planning thing to do.
[00:13:50.880 --> 00:13:53.120]   How do I not care about markets?
[00:13:53.120 --> 00:13:56.960]   - So I appreciate your point about the emergency fund.
[00:13:56.960 --> 00:13:58.880]   Part of what it is buffering me from
[00:13:58.880 --> 00:14:02.080]   is making a short-term decision
[00:14:02.080 --> 00:14:05.480]   that might not be the right one for the long-term.
[00:14:05.480 --> 00:14:07.240]   I feel like emergency funds,
[00:14:07.240 --> 00:14:10.280]   that's one of the pieces of advice you always hear,
[00:14:10.280 --> 00:14:14.360]   and I think there are a lot of people who don't do that.
[00:14:14.360 --> 00:14:18.240]   So how much of an emergency fund
[00:14:18.240 --> 00:14:22.920]   do you recommend people have and where do you put it?
[00:14:22.920 --> 00:14:25.960]   And I'm just wondering if we're all in agreement here
[00:14:25.960 --> 00:14:28.000]   on the magnitude of that.
[00:14:28.000 --> 00:14:33.320]   - So studying for the CFP exam,
[00:14:33.320 --> 00:14:34.560]   I always remember they said,
[00:14:34.560 --> 00:14:38.840]   have somewhere between three to six months of spending
[00:14:38.840 --> 00:14:40.560]   in an emergency fund.
[00:14:40.560 --> 00:14:41.800]   And it would be six months
[00:14:41.800 --> 00:14:43.840]   if it was just one sole income earner
[00:14:43.840 --> 00:14:47.640]   or one of the earners had less than stable income.
[00:14:47.640 --> 00:14:51.440]   But we would typically recommend three to six months.
[00:14:51.440 --> 00:14:55.160]   In most cases, we would definitely put it in
[00:14:55.160 --> 00:14:58.520]   like the highest FDIC-insured savings account
[00:14:58.520 --> 00:15:00.560]   you can find that's still accessible.
[00:15:00.560 --> 00:15:03.080]   I personally have my checking account through Chase Bank,
[00:15:03.080 --> 00:15:06.000]   which is a phenomenal bank if you live in the Chicago area,
[00:15:06.000 --> 00:15:08.920]   but it's horrible when it comes to the interest rates
[00:15:08.920 --> 00:15:11.120]   they pay on savings, almost offensive.
[00:15:11.120 --> 00:15:14.760]   So I chose Ally for its online savings account,
[00:15:14.760 --> 00:15:17.280]   and don't wait for a Chase banker to remind you of this,
[00:15:17.280 --> 00:15:20.200]   but you can actually link external accounts
[00:15:20.200 --> 00:15:21.960]   where I don't even go to Ally anymore.
[00:15:21.960 --> 00:15:23.880]   I just go to Chase to move money in
[00:15:23.880 --> 00:15:26.800]   or out to Ally back and forth.
[00:15:26.800 --> 00:15:28.800]   But I also think having an emergency reserve
[00:15:28.800 --> 00:15:31.720]   plays into your risk tolerance during tough times,
[00:15:31.720 --> 00:15:34.680]   because we can look at our investors and our clients
[00:15:34.680 --> 00:15:37.760]   and say, you have to spend through this
[00:15:37.760 --> 00:15:39.760]   before you'd even get to that.
[00:15:39.760 --> 00:15:42.320]   And so if somebody has afforded themselves
[00:15:42.320 --> 00:15:45.600]   a lower required return,
[00:15:45.600 --> 00:15:49.080]   we would agree if they need a bigger savings account,
[00:15:49.080 --> 00:15:50.400]   because the savings account at the end of the day
[00:15:50.400 --> 00:15:51.720]   is just going to follow inflation.
[00:15:51.720 --> 00:15:53.520]   You're not going to beat inflation.
[00:15:53.520 --> 00:15:56.200]   But if they've afforded themselves the ability
[00:15:56.200 --> 00:15:59.880]   to have an overabundance of recommended cash and savings,
[00:15:59.880 --> 00:16:01.360]   if that allows them the peace of mind
[00:16:01.360 --> 00:16:04.360]   to ride out a down year like this, we're all for it.
