
[00:00:00.000 --> 00:00:06.080]   Welcome back everyone.
[00:03:45.300 --> 00:03:48.060]   We get an error signal to the extent that we're making
[00:03:48.060 --> 00:03:51.820]   predictions into this space that don't correspond to
[00:03:51.820 --> 00:03:57.140]   the actual one-hot encoding vectors that correspond to the sequence itself.
[00:03:57.140 --> 00:04:00.500]   In essence though, this is just more of
[00:04:00.500 --> 00:04:04.500]   that conditional language modeling using the transformer architecture.
[00:04:04.500 --> 00:04:06.980]   Maybe the one thing to keep in mind here is that
[00:04:06.980 --> 00:04:09.700]   because of the nature of the attention mechanisms,
[00:04:09.700 --> 00:04:14.620]   we need to do some masking to make sure that we don't in effect look into the future.
[00:04:14.620 --> 00:04:16.780]   So let's build that up a little bit.
[00:04:16.780 --> 00:04:21.300]   We start with position A. At that first position,
[00:04:21.300 --> 00:04:23.220]   the only attending we can do is to
[00:04:23.220 --> 00:04:25.700]   ourselves because we can't look into the future.
[00:04:25.700 --> 00:04:28.900]   I haven't depicted that, but we could do self-attention.
[00:04:28.900 --> 00:04:30.700]   When we move to position B,
[00:04:30.700 --> 00:04:35.900]   we now have the opportunity to look back into position A and get that dot product.
[00:04:35.900 --> 00:04:38.020]   We could self-attend, as I said before,
[00:04:38.020 --> 00:04:39.700]   although I didn't depict that.
[00:04:39.700 --> 00:04:41.740]   Then finally, when we get to position C,
[00:04:41.740 --> 00:04:44.620]   we can look back to the previous two positions.
[00:04:44.620 --> 00:04:48.700]   The attention mask is going to have this look where we go backwards,
[00:04:48.700 --> 00:04:51.820]   but not forwards so that we don't end up looking into
[00:04:51.820 --> 00:04:55.420]   the future into tokens that we have not yet generated.
[00:04:55.420 --> 00:04:58.140]   In a little more detail, again,
[00:04:58.140 --> 00:05:00.220]   I would like to belabor these points because
[00:05:00.220 --> 00:05:02.780]   there are a lot of technical details hiding here.
[00:05:02.780 --> 00:05:06.540]   What I'm going to depict on this slide is very specifically
[00:05:06.540 --> 00:05:11.460]   training of a GPT style model with what's called teacher forcing.
[00:05:11.460 --> 00:05:16.340]   This is going to mean that no matter what token we predict at every time step,
[00:05:16.340 --> 00:05:20.180]   we will use the actual token at the next time step.
[00:05:20.180 --> 00:05:22.500]   Let's be really pedantic about this.
[00:05:22.500 --> 00:05:23.860]   At the bottom here,
[00:05:23.860 --> 00:05:29.420]   I have our input sequence as represented as a series of one-hot vectors.
[00:05:29.420 --> 00:05:32.660]   These are lookup devices that will give us back
[00:05:32.660 --> 00:05:37.260]   the embedding representations for words from our embedding space.
[00:05:37.260 --> 00:05:39.460]   Here's our embedding space in gray.
[00:05:39.460 --> 00:05:42.500]   We do those lookups and that gives us a bunch of vectors.
[00:05:42.500 --> 00:05:46.780]   As a shorthand, I have depicted the names of those vectors,
[00:05:46.780 --> 00:05:48.860]   B for beginning of sequence,
[00:05:48.860 --> 00:05:50.500]   the rock rules.
[00:05:50.500 --> 00:05:52.300]   That's the sequence there.
[00:05:52.300 --> 00:05:55.900]   Then we have a whole bunch of those transformer blocks.
[00:05:55.900 --> 00:05:58.620]   What I've done is summarize them in green here.
[00:05:58.620 --> 00:06:02.180]   Just a reminder, I've got all those arrows showing you
[00:06:02.180 --> 00:06:05.340]   the attention pattern so that we always look into the past,
[00:06:05.340 --> 00:06:07.580]   but never into the future.
[00:06:07.580 --> 00:06:09.740]   Then on top of that,
[00:06:09.740 --> 00:06:12.900]   we're going to use our embedding parameters again.
[00:06:12.900 --> 00:06:17.140]   These are the same parameters that I've got depicted down here.
[00:06:17.140 --> 00:06:21.580]   Now we are going to compare essentially the scores that we
[00:06:21.580 --> 00:06:24.500]   predict in each one of those spaces with
[00:06:24.500 --> 00:06:27.100]   the one-hot vectors that
[00:06:27.100 --> 00:06:30.060]   actually correspond to the sequence that we want to predict.
[00:06:30.060 --> 00:06:33.220]   This was the start token and conditional on that,
[00:06:33.220 --> 00:06:34.860]   we want to predict the.
[00:06:34.860 --> 00:06:37.460]   This is the down here and conditional on that,
[00:06:37.460 --> 00:06:39.940]   we want to predict rock and so forth.
[00:06:39.940 --> 00:06:42.900]   You do get this offset where the input sequence and
[00:06:42.900 --> 00:06:46.340]   the output sequence are staggered by one so that we're always
[00:06:46.340 --> 00:06:51.020]   conditional on what we've seen predicting the next token.
[00:06:51.020 --> 00:06:53.860]   Imagine that these are the scores that we
[00:06:53.860 --> 00:06:55.580]   get out of this final layer here.
[00:06:55.580 --> 00:06:57.020]   I've depicted them as integers,
[00:06:57.020 --> 00:06:58.700]   but they could be floats.
[00:06:58.700 --> 00:07:00.660]   The idea is that that is
[00:07:00.660 --> 00:07:03.460]   the comparison that we make to get our error signal.
[00:07:03.460 --> 00:07:05.140]   We can look at the difference between
[00:07:05.140 --> 00:07:08.220]   this vector here and this vector here,
[00:07:08.220 --> 00:07:10.260]   and use that as a gradient signal
[00:07:10.260 --> 00:07:12.460]   to update the parameters of the model.
[00:07:12.460 --> 00:07:14.860]   That's how this actually happens in practice.
[00:07:14.860 --> 00:07:19.260]   We always think of language modeling as predicting tokens,
[00:07:19.260 --> 00:07:24.100]   but really and truly it predicts scores over the entire vocabulary,
[00:07:24.100 --> 00:07:28.220]   and then we make a choice about which token was actually predicted by,
[00:07:28.220 --> 00:07:33.380]   for example, picking the token that had the largest score.
[00:07:33.780 --> 00:07:37.020]   I've mentioned teacher forcing in this context.
[00:07:37.020 --> 00:07:38.620]   This is really important here.
[00:07:38.620 --> 00:07:42.140]   I think we should imagine that at this time step here,
[00:07:42.140 --> 00:07:44.100]   what the model did is give
[00:07:44.100 --> 00:07:48.180]   the highest score to whatever word was in the final position here,
[00:07:48.180 --> 00:07:50.780]   but the actual token was rules.
[00:07:50.780 --> 00:07:53.180]   This will give us an error signal because we have in
[00:07:53.180 --> 00:07:56.660]   effect made a mistake that we can learn from.
[00:07:56.660 --> 00:08:00.220]   The teacher forcing aspect of this is that I do not use
[00:08:00.220 --> 00:08:04.420]   the vector consisting of all zeros and a one down here at this time step,
[00:08:04.420 --> 00:08:07.500]   but rather I use the actual token.
[00:08:07.500 --> 00:08:10.260]   If we back off from teacher forcing,
[00:08:10.260 --> 00:08:13.260]   we could go into a mode where at least some of the time,
[00:08:13.260 --> 00:08:16.140]   we use the vector consisting of all zeros and
[00:08:16.140 --> 00:08:19.100]   a one down here as the input at the next time step.
[00:08:19.100 --> 00:08:22.860]   That would effectively be using the model's predictions rather
[00:08:22.860 --> 00:08:25.820]   than the gold sequence as part of training,
[00:08:25.820 --> 00:08:28.780]   and that could introduce some useful diversity
[00:08:28.780 --> 00:08:30.860]   into the learned representations.
[00:08:30.860 --> 00:08:33.780]   But usually, we do something like teacher forcing
[00:08:33.780 --> 00:08:36.100]   where even though we got an error signal here,
[00:08:36.100 --> 00:08:38.380]   we use the actual thing that we wanted to have
[00:08:38.380 --> 00:08:41.540]   predicted down at the next time step.
[00:08:41.540 --> 00:08:43.980]   That is part of training the model,
[00:08:43.980 --> 00:08:45.660]   and then when we move to generation,
[00:08:45.660 --> 00:08:47.620]   we do something that's very similar,
[00:08:47.620 --> 00:08:49.100]   although with some twists.
[00:08:49.100 --> 00:08:52.420]   What I've depicted on the slide here is something like imagining that
[00:08:52.420 --> 00:08:58.300]   the user has prompted the model with the sequence start token and the.
[00:08:58.300 --> 00:09:01.860]   The model has predicted rock as the next sequence.
[00:09:01.860 --> 00:09:05.140]   We copy that over that representation,
[00:09:05.140 --> 00:09:08.260]   we process with the transformer as usual,
[00:09:08.260 --> 00:09:09.700]   and we get another prediction.
[00:09:09.700 --> 00:09:11.940]   In this case, it was the sequence rolls.
[00:09:11.940 --> 00:09:15.940]   Now we have generated the rock rolls as our sequence.
[00:09:15.940 --> 00:09:19.460]   We copy that over into the next time step,
[00:09:19.460 --> 00:09:22.340]   and then we get along as the next token.
[00:09:22.340 --> 00:09:26.060]   Notice that you might have expected that this would be the rock rules,
[00:09:26.060 --> 00:09:28.540]   and the model ended up predicting something different.
[00:09:28.540 --> 00:09:30.100]   That might be in its nature.
[00:09:30.100 --> 00:09:32.340]   Maybe that was a mistake, maybe it wasn't.
[00:09:32.340 --> 00:09:34.500]   But the point is that in generation,
[00:09:34.500 --> 00:09:36.740]   we no longer have the possibility of doing
[00:09:36.740 --> 00:09:40.100]   teacher forcing because we are creating new tokens.
[00:09:40.100 --> 00:09:45.580]   We have to use the scores that we got up here to infer a next token,
[00:09:45.580 --> 00:09:48.500]   copy that over, condition the model on that,
[00:09:48.500 --> 00:09:51.300]   and have the generation process repeat.
[00:09:51.300 --> 00:09:55.380]   But throughout this entire process, again, a reminder,
[00:09:55.380 --> 00:09:57.700]   the model does not predict tokens.
[00:09:57.700 --> 00:10:02.500]   The model predicts scores over the vocabulary as depicted here,
[00:10:02.500 --> 00:10:06.780]   and we do some inferencing to figure out which token that ought to be.
[00:10:06.780 --> 00:10:08.420]   As we'll discuss later in the course,
[00:10:08.420 --> 00:10:11.900]   there are lots of schemes for doing that sampling.
[00:10:11.900 --> 00:10:13.740]   You could fix the max scoring one,
[00:10:13.740 --> 00:10:18.260]   but you could also roll out over a whole bunch of time steps,
[00:10:18.260 --> 00:10:22.420]   looking at all the different predictions and generate
[00:10:22.420 --> 00:10:25.900]   the sequence that maximizes that overall probability.
[00:10:25.900 --> 00:10:28.060]   That would be more like beam search,
[00:10:28.060 --> 00:10:33.900]   and that's very different from the maximum probability step that I'm depicting here.
[00:10:33.900 --> 00:10:37.260]   That's a nice reminder that in generation,
[00:10:37.260 --> 00:10:39.860]   what we're doing is applying a decision rule on
[00:10:39.860 --> 00:10:43.420]   top of the representations that these models have created.
[00:10:43.420 --> 00:10:46.660]   It's not so intrinsic to the models themselves,
[00:10:46.660 --> 00:10:49.660]   that they follow that particular decision rule.
[00:10:49.660 --> 00:10:53.100]   That's a complexity of generation.
[00:10:53.100 --> 00:10:57.620]   Final step here, when we think about fine-tuning GPT,
[00:10:57.620 --> 00:11:01.700]   the standard mode is to process a sequence and then use
[00:11:01.700 --> 00:11:06.340]   the final output state as the basis for some task-specific parameters
[00:11:06.340 --> 00:11:11.220]   that you use to fine-tune on whatever supervised learning task you're focused on.
[00:11:11.220 --> 00:11:13.180]   But of course, we're not limited to do that.
[00:11:13.180 --> 00:11:17.740]   We could also think about using all of the output states that the model has created,
[00:11:17.740 --> 00:11:21.940]   maybe by doing some max or mean pooling over them to gather
[00:11:21.940 --> 00:11:26.900]   more information from the sequence that is just contained in that final output state.
[00:11:26.900 --> 00:11:29.820]   But for example, in the first GPT paper,
[00:11:29.820 --> 00:11:31.780]   their fine-tuning is based entirely,
[00:11:31.780 --> 00:11:35.340]   I believe, on that final output state.
[00:11:35.340 --> 00:11:45.020]   To round this out, I thought I'd just show you some GPTs that have been released,
[00:11:45.020 --> 00:11:47.180]   along with some information about how they're
[00:11:47.180 --> 00:11:50.020]   structured to the extent that we know how they're structured.
[00:11:50.020 --> 00:11:55.980]   The first GPT had 12 layers and a model dimensionality of 768,
[00:11:55.980 --> 00:11:58.980]   and a feed-forward dimensionality of 3072.
[00:11:58.980 --> 00:12:02.300]   That's that one point in the model where you can expand out before
[00:12:02.300 --> 00:12:06.260]   collapsing back to decay inside the feed-forward layers.
[00:12:06.260 --> 00:12:11.220]   That gave rise to a model that had 117 million parameters.
[00:12:11.220 --> 00:12:16.100]   GPT-2 scaled that up considerably to 48 layers,
[00:12:16.100 --> 00:12:19.100]   1600 dimensionality for the model,
[00:12:19.100 --> 00:12:21.780]   and 1600 for the feed-forward layer,
[00:12:21.780 --> 00:12:25.860]   for a total of about 1.5 billion parameters.
[00:12:25.860 --> 00:12:32.220]   Then GPT-3 had 96 layers and a massive model dimensionality,
[00:12:32.220 --> 00:12:35.580]   over 12,000 for its model dimensionality.
[00:12:35.580 --> 00:12:40.300]   As far as I know, we don't know the dimensionality of that inside feed-forward layer,
[00:12:40.300 --> 00:12:43.020]   but it might also be 12,000.
[00:12:43.020 --> 00:12:48.700]   That gave rise to a model that had 175 billion parameters.
[00:12:48.700 --> 00:12:51.580]   By the way, the GPT-3 paper reports
[00:12:51.580 --> 00:12:54.860]   on models that are intermediate in those sizes.
[00:12:54.860 --> 00:12:57.260]   All of those models are from OpenAI.
[00:12:57.260 --> 00:12:59.860]   If you want to think about truly open alternatives,
[00:12:59.860 --> 00:13:03.540]   here is a fast summary of the models that I know about.
[00:13:03.540 --> 00:13:08.540]   This table is probably already hopelessly out of date by the time you are viewing it,
[00:13:08.540 --> 00:13:14.220]   but it does give you a sense for the kinds of things that have happened on the open-source side.
[00:13:14.220 --> 00:13:18.460]   I would say that the hopeful aspect of this is that there are a lot of these models now,
[00:13:18.460 --> 00:13:22.220]   and some of them are quite competitive in terms of their overall size.
[00:13:22.220 --> 00:13:27.260]   For example, the Bloom model there has 176 billion parameters,
[00:13:27.260 --> 00:13:31.540]   and it's truly gargantuan in terms of its dimensionalities and so forth.
[00:13:31.540 --> 00:13:36.060]   There are some other smaller ones here that are obviously very performant,
[00:13:36.060 --> 00:13:40.300]   but very powerful, very interesting artifacts in the GPT mode.
[00:13:40.300 --> 00:13:50.300]   [BLANK_AUDIO]

