
[00:00:00.000 --> 00:00:02.180]   (beeping)
[00:02:53.940 --> 00:02:55.460]   - It's a lad rush.
[00:02:55.460 --> 00:02:58.180]   - This has gotta be someone from Australia or England, right?
[00:02:58.180 --> 00:03:00.660]   - Yeah, it makes me feel cool.
[00:03:00.660 --> 00:03:02.540]   - I can't pull off lads.
[00:03:02.540 --> 00:03:03.380]   - No.
[00:03:03.380 --> 00:03:05.620]   Hey, lads, I'm a huge fan of the pod
[00:03:05.620 --> 00:03:08.820]   and one of the knife catchers who purchased a house in Q1.
[00:03:08.820 --> 00:03:11.460]   As someone with a 6 1/8% mortgage
[00:03:11.460 --> 00:03:13.060]   from a recent home purchase,
[00:03:13.060 --> 00:03:14.940]   I'm weighing my allocation to stocks
[00:03:14.940 --> 00:03:16.940]   versus early mortgage payoff.
[00:03:16.940 --> 00:03:19.700]   I have a long time horizon as someone in my mid-20s
[00:03:19.700 --> 00:03:22.500]   and a needlessly large savings account, not to brag,
[00:03:22.500 --> 00:03:24.260]   I've been waiting to deploy.
[00:03:24.260 --> 00:03:25.940]   Do I look at early mortgage payments
[00:03:25.940 --> 00:03:28.340]   like a 6% or so tax-free bond
[00:03:28.340 --> 00:03:29.700]   or should I ignore the idea
[00:03:29.700 --> 00:03:32.140]   and just buy equity indices as usual?
[00:03:32.140 --> 00:03:34.900]   Their background is $200,000 income,
[00:03:34.900 --> 00:03:38.860]   which they say is about $47,000 in New York dollars,
[00:03:38.860 --> 00:03:41.540]   very high risk tolerance, they own another home,
[00:03:41.540 --> 00:03:45.380]   and five-figure 401(k) in their mid-20s.
[00:03:45.380 --> 00:03:46.220]   Wow.
[00:03:46.220 --> 00:03:47.940]   - Very, yeah, this is a not to brag
[00:03:47.940 --> 00:03:49.460]   and also a very nicely,
[00:03:49.460 --> 00:03:51.460]   they got a lot of inside jokes here.
[00:03:51.460 --> 00:03:52.780]   From a hurdle rate perspective, yes,
[00:03:52.780 --> 00:03:54.460]   early mortgage payments these days
[00:03:54.460 --> 00:03:56.100]   can compete with bonds again, right?
[00:03:56.100 --> 00:03:58.780]   If you're talking 6 1/8, they're using fractions
[00:03:58.780 --> 00:03:59.940]   because that's what Michael likes to do.
[00:03:59.940 --> 00:04:01.140]   I'm a decimal point guy.
[00:04:01.140 --> 00:04:03.900]   You know, U.S. Treasury yields as of this week
[00:04:03.900 --> 00:04:07.460]   are in the 3 1/2 to 5% range, depending on the maturity,
[00:04:07.460 --> 00:04:09.340]   so you probably get a little higher yields
[00:04:09.340 --> 00:04:11.260]   than the corporate bonds or junk bonds maybe,
[00:04:11.260 --> 00:04:14.460]   but six and change is a pretty high hurdle rate now.
[00:04:14.460 --> 00:04:17.520]   So, but I'm not a huge, that's on a rate thing,
[00:04:17.520 --> 00:04:18.480]   but I'm not a huge fan
[00:04:18.480 --> 00:04:19.900]   of comparing early mortgage rates to bonds.
[00:04:19.900 --> 00:04:20.740]   Here's why.
[00:04:20.740 --> 00:04:21.940]   Bonds are a financial asset.
[00:04:21.940 --> 00:04:23.020]   They have liquidity.
[00:04:23.020 --> 00:04:26.160]   If you own a bond ETF, you can trade it pretty easily.
[00:04:26.160 --> 00:04:27.540]   It's very liquid.
[00:04:27.540 --> 00:04:29.740]   It costs you pennies on the dollar.
[00:04:29.740 --> 00:04:33.220]   I guess you can use bonds to rebalance your portfolio.
[00:04:33.220 --> 00:04:34.500]   You can use them for spending purposes.
[00:04:34.500 --> 00:04:35.500]   You can't spend your house.
[00:04:35.500 --> 00:04:37.860]   So yes, you can borrow against it, I guess, in a pinch,
[00:04:37.860 --> 00:04:39.140]   but there's not nearly as much liquidity
[00:04:39.140 --> 00:04:40.100]   from early mortgage payments
[00:04:40.100 --> 00:04:42.220]   as there is from bonds or a bond fund.
[00:04:42.220 --> 00:04:44.060]   I guess you could look at paying down your mortgage
[00:04:44.060 --> 00:04:47.840]   as a form of personal balance sheet rebalancing,
[00:04:47.840 --> 00:04:49.340]   but I just don't see it.
[00:04:49.340 --> 00:04:50.340]   I mentioned this before, I think,
[00:04:50.340 --> 00:04:51.660]   but we lived in our first house for 10 years
[00:04:51.660 --> 00:04:52.500]   and I made extra payments.
[00:04:52.500 --> 00:04:53.500]   Every time we refinanced,
[00:04:53.500 --> 00:04:56.220]   I just kept paying the same exact amount as I paid before.
[00:04:56.220 --> 00:04:57.720]   By the end, I was making double payments.
[00:04:57.720 --> 00:04:59.340]   And after 10 years in the house,
[00:04:59.340 --> 00:05:01.020]   we moved on because we needed a bigger place
[00:05:01.020 --> 00:05:02.300]   'cause we had twins.
[00:05:02.300 --> 00:05:04.020]   And I looked at that, those early payments,
[00:05:04.020 --> 00:05:05.860]   and I thought, what good were those?
[00:05:05.860 --> 00:05:07.240]   I guess it helped me make a little bit
[00:05:07.240 --> 00:05:08.700]   of a bigger down payment on the new place
[00:05:08.700 --> 00:05:09.520]   'cause they had some equity,
[00:05:09.520 --> 00:05:13.540]   but it felt kind of useless in my 20s and early 30s
[00:05:13.540 --> 00:05:15.100]   to be making those extra payments.
[00:05:15.100 --> 00:05:17.660]   So obviously we've talked about
[00:05:17.660 --> 00:05:19.620]   the personal preference angle here on many occasions.
[00:05:19.620 --> 00:05:21.500]   Some people simply hate debt with a passion,
[00:05:21.500 --> 00:05:23.580]   just wanna get rid of it, no matter the opportunity cost.
[00:05:23.580 --> 00:05:25.740]   And that opportunity cost equation is different now.
[00:05:25.740 --> 00:05:27.260]   It's a lot different at 6% mortgage rates
[00:05:27.260 --> 00:05:29.220]   than 3% mortgage rates.
[00:05:29.220 --> 00:05:30.520]   I do think you need to consider
[00:05:30.520 --> 00:05:32.340]   the impact of inflation over time, too,
[00:05:32.340 --> 00:05:34.220]   when it comes to holding an asset like this, right?
[00:05:34.220 --> 00:05:35.700]   If you can get comfortable holding a mortgage
[00:05:35.700 --> 00:05:37.160]   and you're not so averse to debt,
[00:05:37.160 --> 00:05:39.080]   which is something that took some time for me,
[00:05:39.080 --> 00:05:39.920]   it can work in your favor.
[00:05:39.920 --> 00:05:43.860]   So this person talked about being in Brooklyn,
[00:05:43.860 --> 00:05:45.940]   and so I guess they're not,
[00:05:45.940 --> 00:05:47.340]   unless maybe they're from England.
[00:05:47.340 --> 00:05:48.460]   If they have an accent, they can say it loud.
[00:05:48.460 --> 00:05:50.780]   I don't know, otherwise I just can't do it.
[00:05:50.780 --> 00:05:51.900]   - Yeah, I don't think you can just be
[00:05:51.900 --> 00:05:53.700]   walking around Brooklyn saying lads.
[00:05:53.700 --> 00:05:57.820]   - Duncan, you moved out of Brooklyn recently,
[00:05:57.820 --> 00:06:00.500]   and I looked up the median home sale, just Google,
[00:06:00.500 --> 00:06:02.180]   and they had it pegged at like
[00:06:02.180 --> 00:06:04.860]   anywhere in the 7.30 to 7.50 range, right?
[00:06:04.860 --> 00:06:07.340]   So New York is kind of an expensive place to live,
[00:06:07.340 --> 00:06:09.060]   you know, newsflash.
[00:06:09.060 --> 00:06:12.460]   So let's say you put 10% down in a 7.50 place,
[00:06:12.460 --> 00:06:14.740]   30-year fixed rate mortgage at six and change,
[00:06:14.740 --> 00:06:15.580]   like this person has.
[00:06:15.580 --> 00:06:18.300]   We're talking payments around $4,100 a month, right?
[00:06:18.300 --> 00:06:20.440]   And that's before taxes, which is kind of tough.
[00:06:20.440 --> 00:06:21.540]   I don't want to rub it in here,
[00:06:21.540 --> 00:06:25.220]   but that same 7.50K price tag at 3% rates
[00:06:25.220 --> 00:06:27.900]   would be a monthly payment of $2,800.
[00:06:27.900 --> 00:06:32.900]   So $1,300 more just because rates are higher, which is tough.
[00:06:32.900 --> 00:06:35.500]   - Also keeping in mind that average Manhattan rent now
[00:06:35.500 --> 00:06:37.060]   I think is $4,500 a month.
[00:06:37.060 --> 00:06:39.660]   - Yeah, that's tough.
[00:06:39.660 --> 00:06:42.040]   So people always say location is everything in housing,
[00:06:42.040 --> 00:06:43.940]   but I think in this cycle it's more about timing and luck
[00:06:43.940 --> 00:06:46.900]   than anything else in rates, obviously.
[00:06:46.900 --> 00:06:49.180]   Hopefully those people locked in the 6% mortgage rates
[00:06:49.180 --> 00:06:50.940]   or 7% will be able to refinance in the coming years.
[00:06:50.940 --> 00:06:51.780]   And I think they will,
[00:06:51.780 --> 00:06:54.760]   but maybe next time we have a mom, we can ask Bill
[00:06:54.760 --> 00:06:56.420]   if the government would consider raising
[00:06:56.420 --> 00:06:57.660]   the mortgage interest rate deduction
[00:06:57.660 --> 00:06:59.580]   for people who have six and 7% mortgage rates,
[00:06:59.580 --> 00:07:01.740]   because that's ridiculous.
[00:07:01.740 --> 00:07:03.980]   So let's say inflation averages 3%
[00:07:03.980 --> 00:07:05.060]   over the life of that loan, right?
[00:07:05.060 --> 00:07:07.100]   Which is the average inflation rate, give or take,
[00:07:07.100 --> 00:07:08.500]   over the last a hundred years or so.
[00:07:08.500 --> 00:07:09.980]   On an inflation adjusted basis,
[00:07:09.980 --> 00:07:12.700]   that $4,100 payment will be worth the equivalent
[00:07:12.700 --> 00:07:16.300]   of roughly $1,650 in 30 years time, right?
[00:07:16.300 --> 00:07:18.860]   Just using that 3% inflation to eat it up.
[00:07:18.860 --> 00:07:21.180]   Add in some tax benefits from the mortgage interest deduction
[00:07:21.180 --> 00:07:23.780]   and that's even more savings over time, right?
[00:07:23.780 --> 00:07:25.180]   I'm not saying that holding mortgage debt
[00:07:25.180 --> 00:07:26.020]   is always the right thing to do,
[00:07:26.020 --> 00:07:27.600]   but I think for someone in their 20s,
[00:07:27.600 --> 00:07:29.940]   unless you have a real aversion to debt,
[00:07:29.940 --> 00:07:32.260]   having that payment locked in
[00:07:32.260 --> 00:07:34.720]   and having the ability to have it as,
[00:07:34.720 --> 00:07:36.800]   not only housing as an inflation hedge,
[00:07:36.800 --> 00:07:38.360]   but having that fixed rate mortgage
[00:07:38.360 --> 00:07:40.220]   and knowing what the payment's gonna be,
[00:07:40.220 --> 00:07:44.040]   and having the ability to refinance over time,
[00:07:44.040 --> 00:07:45.500]   I just think that in your 20s,
[00:07:45.500 --> 00:07:47.380]   the benefits of compounding in the stock market
[00:07:47.380 --> 00:07:49.900]   far outweigh the benefits of paying down your mortgage.
[00:07:49.900 --> 00:07:50.740]   That's where I stand.
[00:07:50.740 --> 00:07:53.960]   Not everyone agrees with me, that's personal preference.
[00:07:53.960 --> 00:07:56.620]   - Yeah, yeah, I mean, that makes sense to me.
[00:07:56.620 --> 00:07:58.100]   I think for a lot of people,
[00:07:58.100 --> 00:08:00.900]   they just have an aversion to having any debt,
[00:08:00.900 --> 00:08:04.420]   even in a case like that, where it seems to make sense.
[00:08:04.420 --> 00:08:05.300]   Also, keeping in mind,
[00:08:05.300 --> 00:08:07.680]   I realize a lot of people don't know this.
[00:08:07.680 --> 00:08:10.080]   In New York City, to rent a place,
[00:08:10.080 --> 00:08:11.940]   you have to, the standard is,
[00:08:11.940 --> 00:08:16.940]   you have to make 40 times your monthly rent in salary
[00:08:16.940 --> 00:08:18.340]   to be able to be qualified.
[00:08:18.340 --> 00:08:19.940]   Most landlords won't let you move into a place
[00:08:19.940 --> 00:08:22.100]   unless you make 40 times monthly rent.
[00:08:22.100 --> 00:08:25.200]   So for that $4,500 average rent,
[00:08:25.200 --> 00:08:28.440]   that's what, $180,000 a year that you have to make?
[00:08:28.440 --> 00:08:31.400]   And if you need a guarantor, it goes up to 80 times.
[00:08:31.400 --> 00:08:32.720]   If you have a guarantor,
[00:08:32.720 --> 00:08:35.960]   they have to make 80 times your monthly rent in annual salary.
[00:08:35.960 --> 00:08:36.860]   Isn't that insane?
[00:08:36.860 --> 00:08:39.140]   - Yeah, but the benefit is,
[00:08:39.140 --> 00:08:41.500]   you get to live in a place that's 300 square feet.
[00:08:41.500 --> 00:08:43.140]   So-- - It's true.
[00:08:43.140 --> 00:08:44.940]   It's true. - I mean, all right.
[00:08:44.940 --> 00:08:46.460]   Let's do another one.
[00:08:46.460 --> 00:08:49.600]   - Okay, up next, we have a question from Sam.
[00:08:49.600 --> 00:08:50.820]   I have a question about what to do
[00:08:50.820 --> 00:08:54.500]   in a very specific black swan event,
[00:08:54.500 --> 00:08:57.940]   or in the event of this situation.
[00:08:57.940 --> 00:09:00.260]   And they think that this is gonna happen.
[00:09:00.260 --> 00:09:01.740]   It's just a question of when.
[00:09:01.740 --> 00:09:03.320]   Let's say one day there's breaking news
[00:09:03.320 --> 00:09:05.140]   that China is invading Taiwan,
[00:09:05.140 --> 00:09:07.500]   which probably means our stock market is going to crash.
[00:09:07.500 --> 00:09:09.840]   How should an investor react to news of the invasion?
[00:09:09.840 --> 00:09:12.180]   A, take all their money out of the stock market.
[00:09:12.180 --> 00:09:14.180]   B, take some of their money out of the stock market.
[00:09:14.180 --> 00:09:16.100]   C, wait and see what happens.
[00:09:16.100 --> 00:09:19.000]   Or D, don't do anything and write it out.
[00:09:19.000 --> 00:09:21.140]   They're saying it like it's a done deal,
[00:09:21.140 --> 00:09:23.580]   that the market would definitely crash in that case.
[00:09:23.580 --> 00:09:26.140]   - Yeah, I mean, it certainly seems like
[00:09:26.140 --> 00:09:28.500]   China's been circling Taiwan for some time now.
[00:09:28.500 --> 00:09:30.320]   I'm no geopolitical expert.
[00:09:30.320 --> 00:09:32.700]   I read a lot of people that are.
[00:09:32.700 --> 00:09:35.540]   Maybe it is a question of when, not if here.
[00:09:35.540 --> 00:09:37.500]   But the assumption would be,
[00:09:37.500 --> 00:09:39.260]   well, the algos would immediately sell off,
[00:09:39.260 --> 00:09:40.380]   and this would be bad for the stock market.
[00:09:40.380 --> 00:09:42.220]   But the stock market has a very counterintuitive
[00:09:42.220 --> 00:09:44.420]   relationship with war and geopolitical conflict
[00:09:44.420 --> 00:09:45.260]   over the years.
[00:09:45.260 --> 00:09:47.020]   There's this wonderful book on the stock market
[00:09:47.020 --> 00:09:49.880]   and how it reacted to World War II by Barton Biggs
[00:09:49.880 --> 00:09:51.700]   called Wealth, War, and Wisdom.
[00:09:51.700 --> 00:09:53.700]   And for any market geeks out there,
[00:09:53.700 --> 00:09:56.220]   market historian geeks, I highly recommend this one.
[00:09:56.220 --> 00:09:57.700]   I read it in the last couple years.
[00:09:57.700 --> 00:09:59.780]   I know it's a cliche at this point
[00:09:59.780 --> 00:10:02.940]   to be a middle-aged guy who's into studying World War II,
[00:10:02.940 --> 00:10:04.060]   but I'm totally there.
[00:10:04.060 --> 00:10:06.060]   And to be fair, I got into it in college.
[00:10:06.060 --> 00:10:07.860]   I was traveling Europe in college,
[00:10:07.860 --> 00:10:09.500]   and after being in Europe
[00:10:09.500 --> 00:10:10.700]   and seeing some of the things there,
[00:10:10.700 --> 00:10:11.900]   I read every book I could get my hands on.
[00:10:11.900 --> 00:10:13.860]   I still think Band of Brothers
[00:10:13.860 --> 00:10:16.900]   is my favorite book I've ever read of all time.
[00:10:16.900 --> 00:10:19.000]   For some reason, that book just resonated with me.
[00:10:19.000 --> 00:10:20.340]   So Biggs uses the stock market
[00:10:20.340 --> 00:10:22.220]   to describe what was happening in the war years.
[00:10:22.220 --> 00:10:23.660]   I wanna read this one part from the book.
[00:10:23.660 --> 00:10:25.420]   So he says, "By 1942, a map of the world
[00:10:25.420 --> 00:10:26.980]   showed Germany in control of most of Europe
[00:10:26.980 --> 00:10:29.840]   with its fierce hegemony and stretching from the North Sea
[00:10:29.840 --> 00:10:31.500]   to the very gates of Moscow and Leningrad.
[00:10:31.500 --> 00:10:33.500]   At the peaks of expansion across Asia,
[00:10:33.500 --> 00:10:35.980]   Japan controlled 10% of the land mass of the world
[00:10:35.980 --> 00:10:38.340]   and much of its most precious natural resources."
[00:10:38.340 --> 00:10:41.220]   Now, his point was 1942, at this point,
[00:10:41.220 --> 00:10:43.560]   was like, this was like the worst of the worst.
[00:10:43.560 --> 00:10:46.780]   It seemed like all the allies were teetering on the edge
[00:10:46.780 --> 00:10:49.660]   and Germany and Japan were sort of, it's a done deal.
[00:10:49.660 --> 00:10:51.940]   And he wanted to describe just how bleak things were.
[00:10:51.940 --> 00:10:54.200]   And guess when the stock market bottomed?
[00:10:54.200 --> 00:10:55.980]   1942, John, show this chart here.
[00:10:55.980 --> 00:10:58.580]   This is the Dow in 1942.
[00:10:58.580 --> 00:10:59.660]   Now, after the Great Depression,
[00:10:59.660 --> 00:11:02.380]   the stock market kind of just went along.
[00:11:02.380 --> 00:11:03.420]   There was a couple other crashes.
[00:11:03.420 --> 00:11:04.780]   It didn't really come close.
[00:11:04.780 --> 00:11:07.260]   And then in 1942, the stock market bottomed
[00:11:07.260 --> 00:11:08.080]   and just took off.
[00:11:08.080 --> 00:11:09.980]   It doubled off the lows from 1942.
[00:11:09.980 --> 00:11:11.420]   The war didn't end until 1945.
[00:11:11.420 --> 00:11:13.860]   And by then, the Dow had almost already doubled.
[00:11:13.860 --> 00:11:15.020]   I've written a lot about this over the years.
[00:11:15.020 --> 00:11:16.780]   There's tons of other examples where the stock market
[00:11:16.780 --> 00:11:18.020]   didn't really react how you'd think
[00:11:18.020 --> 00:11:19.380]   in the face of geopolitical conflict.
[00:11:19.380 --> 00:11:22.660]   So in the six month following the onset of World War I
[00:11:22.660 --> 00:11:24.620]   in 1914, the Dow fell 30%.
[00:11:24.620 --> 00:11:25.940]   And then they actually had to close the market
[00:11:25.940 --> 00:11:28.420]   for like six months because their liquidity
[00:11:28.420 --> 00:11:30.700]   just dried up across the globe.
[00:11:30.700 --> 00:11:32.280]   And then in 1915, it reopened
[00:11:32.280 --> 00:11:34.020]   and the Dow had its best year ever.
[00:11:34.020 --> 00:11:36.860]   The Dow was up, I think, 88% in 1915.
[00:11:36.860 --> 00:11:38.320]   That's a year that's never been topped.
[00:11:38.320 --> 00:11:41.340]   So during the war, I think throughout the entirety
[00:11:41.340 --> 00:11:43.660]   of World War I, the Dow was up 43%,
[00:11:43.660 --> 00:11:46.780]   around 9% in total, or annually, I should say.
[00:11:46.780 --> 00:11:47.820]   Same thing in World War II.
[00:11:47.820 --> 00:11:50.640]   I think the Dow rose, let's see,
[00:11:50.640 --> 00:11:52.580]   the Dow was up 50% throughout World War II
[00:11:52.580 --> 00:11:55.060]   from 1939 to 1945, 7% per year.
[00:11:55.060 --> 00:11:57.780]   So during the two worst wars in modern history,
[00:11:57.780 --> 00:12:00.140]   US stock market was up a combined 115%
[00:12:00.140 --> 00:12:00.980]   throughout those wars.
[00:12:00.980 --> 00:12:02.500]   Now, maybe you can say, well, it was different back then.
[00:12:02.500 --> 00:12:04.580]   There was wartime spending and this would be different.
[00:12:04.580 --> 00:12:09.060]   Sure, US troops were sent to Vietnam in March of 1965.
[00:12:09.060 --> 00:12:11.420]   The Dow was up 10% the rest of that year.
[00:12:11.420 --> 00:12:14.540]   By 1973, when we pulled the last troops out,
[00:12:14.540 --> 00:12:17.700]   the stock market was up 5% per year through Vietnam.
[00:12:17.700 --> 00:12:20.220]   Cuban Missile Crisis, this is one of my favorite ones.
[00:12:20.220 --> 00:12:21.580]   13 days in October.
[00:12:21.580 --> 00:12:23.420]   I think that was a Kevin Costner movie, "13 Days."
[00:12:23.420 --> 00:12:24.380]   Does that sound about right?
[00:12:24.380 --> 00:12:25.580]   - I actually don't remember who was in it.
[00:12:25.580 --> 00:12:26.700]   Good movie, though.
[00:12:26.700 --> 00:12:30.380]   - In that two-week span, the Dow lost 1.2%
[00:12:30.380 --> 00:12:31.220]   for the rest of the year.
[00:12:31.220 --> 00:12:32.580]   It was over the Dow gain 10%.
[00:12:32.580 --> 00:12:33.820]   This one's kind of crazy.
[00:12:33.820 --> 00:12:37.140]   John F. Kennedy was assassinated in the early 1960s.
[00:12:37.140 --> 00:12:38.740]   The stock market opened up 5% the day
[00:12:38.740 --> 00:12:39.820]   after he was assassinated.
[00:12:39.820 --> 00:12:42.340]   Stocks finished up the next year, up 15%.
[00:12:42.340 --> 00:12:45.300]   - So wait, what's the rationale for that?
[00:12:45.300 --> 00:12:48.500]   What possible reason would the market be up the day
[00:12:48.500 --> 00:12:50.940]   after a presidential assassination?
[00:12:50.940 --> 00:12:53.300]   - Well, US invaded Iraq March, 2003.
[00:12:53.300 --> 00:12:55.620]   The stock market was up 2.3% the next day.
[00:12:55.620 --> 00:12:58.420]   Finished up the year more than 30% from that point.
[00:12:58.420 --> 00:13:00.220]   That was from the depths of a pretty bad bear market,
[00:13:00.220 --> 00:13:01.220]   but still.
[00:13:01.220 --> 00:13:03.420]   Sure, if China invades Taiwan,
[00:13:03.420 --> 00:13:05.180]   it would seem to be bad news for the markets
[00:13:05.180 --> 00:13:06.180]   and the global economy,
[00:13:06.180 --> 00:13:08.220]   but it's not a foregone conclusion.
[00:13:08.220 --> 00:13:10.100]   I mean, like, should you have a strategy in place
[00:13:10.100 --> 00:13:12.300]   to deal with potential geopolitical crises?
[00:13:12.300 --> 00:13:14.380]   My contention is you should have a strategy in place
[00:13:14.380 --> 00:13:16.660]   to deal for all sorts of crises, right?
[00:13:16.660 --> 00:13:17.900]   Even things we can't think of right now,
[00:13:17.900 --> 00:13:20.060]   'cause splitting hairs here,
[00:13:20.060 --> 00:13:21.380]   but calling this a black swan,
[00:13:21.380 --> 00:13:23.220]   black swans are things that we don't think
[00:13:23.220 --> 00:13:24.420]   are gonna happen, or don't know are gonna happen,
[00:13:24.420 --> 00:13:25.580]   or come out of left field.
[00:13:25.580 --> 00:13:26.420]   If you're already planning-
[00:13:26.420 --> 00:13:27.980]   - This is more like a gray swan.
[00:13:27.980 --> 00:13:29.620]   - Yeah, I'm just simply not sold on the idea
[00:13:29.620 --> 00:13:31.780]   that anyone has A, the ability to predict
[00:13:31.780 --> 00:13:32.940]   such a conflict occurring,
[00:13:32.940 --> 00:13:34.780]   B, predict the timing of such a conflict,
[00:13:34.780 --> 00:13:36.780]   and C, predict what the market's reaction is gonna be.
[00:13:36.780 --> 00:13:38.940]   Right, so bad things can and will happen in the markets.
[00:13:38.940 --> 00:13:41.620]   Like, you can't get away from that fact
[00:13:41.620 --> 00:13:43.780]   that the risk assets is going to happen.
[00:13:43.780 --> 00:13:44.980]   I've yet to meet a single person
[00:13:44.980 --> 00:13:46.900]   who can sidestep this kind of event
[00:13:46.900 --> 00:13:48.780]   and then figure out when to get back in
