
[00:00:00.000 --> 00:00:09.160]   (beeping)
[00:03:22.660 --> 00:03:24.660]   because it's hot in here, Duncan.
[00:03:24.660 --> 00:03:25.660]   It is. I turned my AC off.
[00:03:25.660 --> 00:03:29.660]   That's okay. Got to go for the good sound.
[00:03:29.660 --> 00:03:31.660]   So I think a lot of the questions we receive are similar
[00:03:31.660 --> 00:03:33.660]   from a financial perspective, as I mentioned,
[00:03:33.660 --> 00:03:34.660]   but the circumstances are different.
[00:03:34.660 --> 00:03:36.660]   And this person has their own type of money trauma.
[00:03:36.660 --> 00:03:38.660]   So first of all, I say don't sell yourself short here, Matt.
[00:03:38.660 --> 00:03:41.660]   You do have a real skill. You work hard.
[00:03:41.660 --> 00:03:44.660]   And obviously, your company likes that,
[00:03:44.660 --> 00:03:46.660]   because they gave you a four-times raise in four years.
[00:03:46.660 --> 00:03:48.660]   You're obviously doing something right.
[00:03:48.660 --> 00:03:51.660]   Yeah, I find that refreshing, instead of the typical,
[00:03:51.660 --> 00:03:53.660]   "Oh, I just out-hustled everyone else."
[00:03:53.660 --> 00:03:56.660]   To be like, "I don't have any skills. I'm lucky," basically.
[00:03:56.660 --> 00:03:58.660]   Yeah, I do appreciate them being humble
[00:03:58.660 --> 00:03:59.660]   and having some self-awareness,
[00:03:59.660 --> 00:04:00.660]   but give yourself a little credit.
[00:04:00.660 --> 00:04:04.660]   You obviously do something right that your company values that.
[00:04:04.660 --> 00:04:06.660]   So I understand the trepidation for the spending, right?
[00:04:06.660 --> 00:04:09.660]   The lottery minds that I think can bring conflicting emotions.
[00:04:09.660 --> 00:04:11.660]   So most people spend their entire career,
[00:04:11.660 --> 00:04:13.660]   they slowly and methodically build up their income
[00:04:13.660 --> 00:04:15.660]   and their savings, and the wealth doesn't come all at once.
[00:04:15.660 --> 00:04:18.660]   So I think one of the reasons so many lottery winners end up broke
[00:04:18.660 --> 00:04:21.660]   is because it's not normal to experience this abrupt change in your wealth.
[00:04:21.660 --> 00:04:24.660]   So my favorite lottery anecdote, Duncan,
[00:04:24.660 --> 00:04:26.660]   every year, Americans spend more money on the lottery
[00:04:26.660 --> 00:04:29.660]   than they do on movie tickets, music, professional sporting events,
[00:04:29.660 --> 00:04:31.660]   video games, and books combined,
[00:04:31.660 --> 00:04:33.660]   which is why it's always on the news, I guess.
[00:04:33.660 --> 00:04:36.660]   I actually researched the psychology of winning the lottery
[00:04:36.660 --> 00:04:37.660]   for my book, "Don't Fall For It,"
[00:04:37.660 --> 00:04:41.660]   and they said one-third of all lottery winners end up bankrupt,
[00:04:41.660 --> 00:04:42.660]   declaring bankruptcy.
[00:04:42.660 --> 00:04:45.660]   And even the neighbors of people who win the lottery
[00:04:45.660 --> 00:04:47.660]   are more likely to declare bankruptcy than average,
[00:04:47.660 --> 00:04:49.660]   like the herd mentality kind of thing.
[00:04:49.660 --> 00:04:51.660]   So I think that first reaction of Matt--
[00:04:51.660 --> 00:04:53.660]   You seem like a big lottery person.
[00:04:53.660 --> 00:04:54.660]   I doubt I've ever played in my life.
[00:04:54.660 --> 00:04:56.660]   I got scratch-off tickets for Christmas.
[00:04:56.660 --> 00:04:58.660]   I used to be big into scratch-offs. That was fun.
[00:04:58.660 --> 00:05:01.660]   I don't know. I'm not a big fan.
[00:05:01.660 --> 00:05:05.660]   So I think that first reaction of his to spend everything he had made sense.
[00:05:05.660 --> 00:05:08.660]   But I think it's also understandable why he has the opposite extreme of,
[00:05:08.660 --> 00:05:10.660]   "I went from $35K to $140K.
[00:05:10.660 --> 00:05:12.660]   "I have this memory of making a much lower income.
[00:05:12.660 --> 00:05:14.660]   "What if it is all taken away from me?"
[00:05:14.660 --> 00:05:17.660]   So I think it makes sense that he whipsawed back to the other extreme.
[00:05:17.660 --> 00:05:20.660]   The good news is that he already has the ability to cut back.
[00:05:20.660 --> 00:05:24.660]   An after-tax savings rate of 80-90% would make Mr. Money Mustache blush.
[00:05:24.660 --> 00:05:27.660]   He's living on less than $12K a year, which is crazy.
[00:05:27.660 --> 00:05:30.660]   I think most of the flier people say $25K a year
[00:05:30.660 --> 00:05:32.660]   is what you should shoot for.
[00:05:32.660 --> 00:05:34.660]   So even if that biggest fear is realized
[00:05:34.660 --> 00:05:36.660]   and that new six-figure income is gone,
[00:05:36.660 --> 00:05:38.660]   you've already given yourself a margin of safety,
[00:05:38.660 --> 00:05:40.660]   a savings rate combined with a low burn rate.
[00:05:40.660 --> 00:05:43.660]   Most people can barely handle one, let alone both of those.
[00:05:43.660 --> 00:05:46.660]   Think about it. If he's got $150K sitting in a taxable account,
[00:05:46.660 --> 00:05:49.660]   that's, what, 13 years of current lifestyle expenses?
[00:05:49.660 --> 00:05:53.660]   If we include those 401(k) and Roth IRA max contributions,
[00:05:53.660 --> 00:05:55.660]   we're talking 18 years of living expenses.
[00:05:55.660 --> 00:05:59.660]   He's in fantastic shape financially, so he knows how to cut back.
[00:05:59.660 --> 00:06:01.660]   I think if he decided to give himself a little raise,
[00:06:01.660 --> 00:06:03.660]   he could double or triple his spending
[00:06:03.660 --> 00:06:05.660]   and still be well on the way to financial freedom.
[00:06:05.660 --> 00:06:07.660]   The only way he's truly going to be comfortable
[00:06:07.660 --> 00:06:09.660]   spending a little more money
[00:06:09.660 --> 00:06:11.660]   is by tapping into the feelings and emotions about money.
[00:06:11.660 --> 00:06:13.660]   It's always about trade-offs,
[00:06:13.660 --> 00:06:17.660]   and I think the biggest regret he's concerned about right now
[00:06:17.660 --> 00:06:19.660]   is what happens if this higher income goes away.
[00:06:19.660 --> 00:06:21.660]   But he also has to think about the regret you might feel
[00:06:21.660 --> 00:06:24.660]   if that extreme frugality makes you miss out on life.
[00:06:24.660 --> 00:06:27.660]   John, throw up this comment from Ramit on Twitter this week.
[00:06:27.660 --> 00:06:29.660]   He shared this Reddit comment,
[00:06:29.660 --> 00:06:31.660]   and it basically is someone who says,
[00:06:31.660 --> 00:06:33.660]   "Hey, I reached my fire number,
[00:06:33.660 --> 00:06:35.660]   "but I had this unhealthy fixation with money,
[00:06:35.660 --> 00:06:37.660]   "and I feel like I've missed out on life."
[00:06:37.660 --> 00:06:39.660]   So that's a regret, too.
[00:06:39.660 --> 00:06:41.660]   I think some people have this unhealthy fixation with spending,
[00:06:41.660 --> 00:06:43.660]   some people it's over-saving.
[00:06:43.660 --> 00:06:46.660]   I think we all have our own issues. No one's perfect in these things.
[00:06:46.660 --> 00:06:49.660]   But I think if we're looking at a psychological solution here,
[00:06:49.660 --> 00:06:51.660]   instead of going cold turkey and saying,
[00:06:51.660 --> 00:06:53.660]   "I'm going from 80% to 90% savings rate
[00:06:53.660 --> 00:06:56.660]   "down to 30% or 40% or 20% or whatever is more reasonable,"
[00:06:56.660 --> 00:06:58.660]   I would say instead of ripping the band-aid off,
[00:06:58.660 --> 00:07:00.660]   do it in a stair-step approach.
[00:07:00.660 --> 00:07:03.660]   Do 5% each paycheck or each month or each quarter or something,
[00:07:03.660 --> 00:07:06.660]   and slowly work yourself down and give yourself a slow raise
[00:07:06.660 --> 00:07:08.660]   so it's not going back the other way where you're spending a ton.
[00:07:08.660 --> 00:07:10.660]   But I also think you have to figure out
[00:07:10.660 --> 00:07:13.660]   what makes you happy prioritized in terms of spending.
[00:07:13.660 --> 00:07:15.660]   I think you have to pick a few categories.
[00:07:15.660 --> 00:07:17.660]   It can be anything, really-- going out to eat
[00:07:17.660 --> 00:07:19.660]   or going to a concert or buying clothes or shoes.
[00:07:19.660 --> 00:07:22.660]   Whatever brings you joy, and spend on those things without worry.
[00:07:22.660 --> 00:07:25.660]   Studies show that experiences and building relationships
[00:07:25.660 --> 00:07:27.660]   gives you the biggest bang for your buck.
[00:07:27.660 --> 00:07:29.660]   But even if you want to spend it on material goods, I don't care.
[00:07:29.660 --> 00:07:31.660]   I think the fact that you are such a good saver,
[00:07:31.660 --> 00:07:34.660]   you probably just want to budget for it ahead of time.
[00:07:34.660 --> 00:07:36.660]   Put aside a set amount or a set percentage
[00:07:36.660 --> 00:07:39.660]   and say, "This is my worry-free money. I'm going to spend it."
[00:07:39.660 --> 00:07:41.660]   Spending money on yourself doesn't bring fulfillment
[00:07:41.660 --> 00:07:43.660]   because you already tried that.
[00:07:43.660 --> 00:07:45.660]   I don't know, take your friends out for drinks every once in a while
[00:07:45.660 --> 00:07:48.660]   and buy a round, or take your family out to dinner once a month
[00:07:48.660 --> 00:07:50.660]   and pick up the tab.
[00:07:50.660 --> 00:07:52.660]   I think you just don't want to be living
[00:07:52.660 --> 00:07:54.660]   in that constant financial fetal position.
[00:07:54.660 --> 00:07:56.660]   At a certain point, you have to enjoy it a little bit.
[00:07:56.660 --> 00:07:58.660]   But you're doing great, so cut yourself some slack
[00:07:58.660 --> 00:08:00.660]   and enjoy some of your money.
[00:08:00.660 --> 00:08:03.660]   It sounds like they've got some imposter syndrome maybe going on too.
[00:08:03.660 --> 00:08:05.660]   Like you were saying, they obviously have some skills.
[00:08:05.660 --> 00:08:07.660]   They're being paid a lot of money.
[00:08:07.660 --> 00:08:09.660]   There's something going on there.
[00:08:09.660 --> 00:08:11.660]   Don't sell yourself too short.
[00:08:11.660 --> 00:08:13.660]   If it doesn't last, then you want to enjoy it while it's here.
[00:08:13.660 --> 00:08:15.660]   I think you've already put yourself in a good position.
[00:08:15.660 --> 00:08:17.660]   You're doing good.
[00:08:17.660 --> 00:08:19.660]   Alright, another one.
[00:08:19.660 --> 00:08:22.660]   Up next, we have a question from Colin.
[00:08:22.660 --> 00:08:24.660]   "I've always wanted to start a podcast,
[00:08:24.660 --> 00:08:27.660]   but the reality is that 90% of podcasts don't make it.
[00:08:27.660 --> 00:08:29.660]   I was fearful I wouldn't be able to keep up
[00:08:29.660 --> 00:08:31.660]   the pace of producing content
[00:08:31.660 --> 00:08:33.660]   and was hesitant to make the commitment.
[00:08:33.660 --> 00:08:35.660]   To overcome this, I started a podcast with my dad.
[00:08:35.660 --> 00:08:37.660]   We have zero expectations
[00:08:37.660 --> 00:08:39.660]   and are just trying to get some reps in.
[00:08:39.660 --> 00:08:41.660]   We meet once a week at the local library,
[00:08:41.660 --> 00:08:43.660]   use their recording equipment, and talk for an hour or so.
[00:08:43.660 --> 00:08:45.660]   We've tested different segments and topics
[00:08:45.660 --> 00:08:47.660]   and are trying to improve each episode.
[00:08:47.660 --> 00:08:49.660]   Our goal is to reach 100 episodes,
[00:08:49.660 --> 00:08:51.660]   and we're currently at 15.
[00:08:51.660 --> 00:08:53.660]   Worst case scenario, I spend an hour each week
[00:08:53.660 --> 00:08:55.660]   chatting with my father while learning a new skill.
[00:08:55.660 --> 00:08:57.660]   Are there any specific processes,
[00:08:57.660 --> 00:08:59.660]   habits, or strategies you've implemented
[00:08:59.660 --> 00:09:02.660]   that significantly improve your podcasting skills?"
[00:09:02.660 --> 00:09:05.660]   Alright, well, let's bring my fellow podcast host in here,
[00:09:05.660 --> 00:09:07.660]   who's got a great-looking shirt on.
[00:09:07.660 --> 00:09:09.660]   First of all, I didn't know
[00:09:09.660 --> 00:09:11.660]   that you could go to a library and do podcasts.
[00:09:11.660 --> 00:09:13.660]   That's pretty cool.
[00:09:13.660 --> 00:09:15.660]   I think a library isn't going to put you out of business,
[00:09:15.660 --> 00:09:17.660]   because if they have equipment there at the library,
[00:09:17.660 --> 00:09:19.660]   I did not realize that.
[00:09:19.660 --> 00:09:21.660]   It's true. All you need is the equipment.
[00:09:21.660 --> 00:09:23.660]   Michael, we probably shared our story a few times
[00:09:23.660 --> 00:09:25.660]   and that's your thing.
[00:09:25.660 --> 00:09:27.660]   - Two things. - Comes in ready, coming hot.
[00:09:27.660 --> 00:09:30.660]   One, how great do we look and feel?
[00:09:30.660 --> 00:09:32.660]   It's pretty nice.
[00:09:32.660 --> 00:09:34.660]   Actually, my friend came over the other day and saw this
[00:09:34.660 --> 00:09:36.660]   and said, "Let me feel that." Nice shirt. Great shirt.
[00:09:36.660 --> 00:09:38.660]   You guys should match more often.
[00:09:38.660 --> 00:09:40.660]   Number two, and this is a segue into what we're talking about.
[00:09:40.660 --> 00:09:42.660]   I want to pat you on the shoulder,
[00:09:42.660 --> 00:09:44.660]   on the head, on the back.
[00:09:44.660 --> 00:09:46.660]   You've gotten really good at this. I'm proud of you.
[00:09:46.660 --> 00:09:48.660]   It's not easy, right?
[00:09:48.660 --> 00:09:50.660]   Well, that was part of the thing with us, Randall Spirits.
[00:09:50.660 --> 00:09:52.660]   We froze.
[00:09:52.660 --> 00:09:54.660]   We didn't know what to do.
[00:09:54.660 --> 00:09:56.660]   Colin's question here.
[00:09:56.660 --> 00:09:58.660]   A little behind the curtain.
[00:09:58.660 --> 00:10:00.660]   We probably told this story before,
[00:10:00.660 --> 00:10:02.660]   but Ben and I, when we first started the podcast,
[00:10:02.660 --> 00:10:07.660]   I think our strategy was to turn blog posts into a podcast.
[00:10:07.660 --> 00:10:09.660]   It was a script. We were reading on a script.
[00:10:09.660 --> 00:10:11.660]   God, it was bad.
[00:10:11.660 --> 00:10:13.660]   All the best podcasts are read from a script.
[00:10:13.660 --> 00:10:17.660]   There's some people in life that are just naturally good at certain things,
[00:10:17.660 --> 00:10:19.660]   but for the rest of us, you have to put in the reps.
[00:10:19.660 --> 00:10:21.660]   I think the fact that he's doing that is good.
[00:10:21.660 --> 00:10:23.660]   I do like the idea of low expectations
[00:10:23.660 --> 00:10:25.660]   in terms of building an audience.
[00:10:25.660 --> 00:10:27.660]   We spent years building a blog audience
[00:10:27.660 --> 00:10:29.660]   before we ever started a podcast,
[00:10:29.660 --> 00:10:31.660]   so we had a little bit of a built-in base.
[00:10:31.660 --> 00:10:33.660]   I think your worst-case scenario
[00:10:33.660 --> 00:10:35.660]   of you're spending some quality time with your father
[00:10:35.660 --> 00:10:37.660]   and you have these recordings that you could potentially go back to
[00:10:37.660 --> 00:10:39.660]   years later and share them with the family,
[00:10:39.660 --> 00:10:41.660]   I think that's just a good starting point.
[00:10:41.660 --> 00:10:44.660]   I would just keep the expectations low.
[00:10:44.660 --> 00:10:47.660]   He asked if there's anything that we would recommend
[00:10:47.660 --> 00:10:49.660]   for him to improve his skills.
[00:10:49.660 --> 00:10:51.660]   There's no substitute for reps.
[00:10:51.660 --> 00:10:55.660]   Talking, as silly as it sounds,
[00:10:55.660 --> 00:10:57.660]   there's a big difference between
[00:10:57.660 --> 00:10:59.660]   shooting the breeze with your friends
[00:10:59.660 --> 00:11:01.660]   and talking into a microphone
[00:11:01.660 --> 00:11:03.660]   where you have to be coherent, where there's the light on.
[00:11:03.660 --> 00:11:05.660]   It's a lot of pressure.
[00:11:05.660 --> 00:11:07.660]   I have a lot more respect for DJs.
[00:11:07.660 --> 00:11:09.660]   Yeah, it's hard. It's difficult.
[00:11:09.660 --> 00:11:15.660]   So there's nothing that can replace reps,
[00:11:15.660 --> 00:11:17.660]   whether it's podcasting
[00:11:17.660 --> 00:11:19.660]   or any other walk of life.
[00:11:19.660 --> 00:11:22.660]   One specific thing that I can give advice on
[00:11:22.660 --> 00:11:24.660]   that helped us a lot,
[00:11:24.660 --> 00:11:26.660]   and I think we did this pretty early,
[00:11:26.660 --> 00:11:29.660]   was even though we don't have anything written out
[00:11:29.660 --> 00:11:31.660]   as far as, "Okay, when this happens, say this,"
[00:11:31.660 --> 00:11:33.660]   or "Segue to this,"
[00:11:33.660 --> 00:11:35.660]   we don't do any of that, but we have a Google Doc.
[00:11:35.660 --> 00:11:38.660]   And so we have topics, and we have articles,
[00:11:38.660 --> 00:11:40.660]   and quotes, tweets, whatever it is.
[00:11:40.660 --> 00:11:41.660]   Yeah, there's a structure.
[00:11:41.660 --> 00:11:42.660]   So there's a structure to the show,
[00:11:42.660 --> 00:11:44.660]   so we're not just completely rambling.
[00:11:44.660 --> 00:11:45.660]   I think that the most important thing
[00:11:45.660 --> 00:11:47.660]   is to keep your expectations low.
[00:11:47.660 --> 00:11:48.660]   You're getting an hour with your father,
[00:11:48.660 --> 00:11:49.660]   which you probably wouldn't have otherwise,
[00:11:49.660 --> 00:11:51.660]   which is a beautiful thing.
[00:11:51.660 --> 00:11:53.660]   And I encourage the hell out of this.
[00:11:53.660 --> 00:11:55.660]   Will anything come out of it? Who knows?
[00:11:55.660 --> 00:11:57.660]   But I like Patrick Arshonis's mantra
[00:11:57.660 --> 00:11:59.660]   of growth without goals.
[00:11:59.660 --> 00:12:01.660]   You do something for the sake of doing it.
[00:12:01.660 --> 00:12:03.660]   You don't know where it's going to go,
[00:12:03.660 --> 00:12:04.660]   and you see where it takes you.
[00:12:04.660 --> 00:12:05.660]   And I would talk about stuff you're interested in,
[00:12:05.660 --> 00:12:07.660]   because if you're doing content about stuff
[00:12:07.660 --> 00:12:09.660]   you don't care about, then that's going to come off.
[00:12:09.660 --> 00:12:11.660]   So do the stuff you're interested in.
[00:12:11.660 --> 00:12:12.660]   You have to enjoy it, too.
[00:12:12.660 --> 00:12:15.660]   Right, that's part of what makes all of our shows work,
[00:12:15.660 --> 00:12:16.660]   is that I think people can tell
[00:12:16.660 --> 00:12:17.660]   that you guys really enjoy it,
[00:12:17.660 --> 00:12:18.660]   and that you're doing it because you want to.
[00:12:18.660 --> 00:12:20.660]   We were basically doing this show with each other
[00:12:20.660 --> 00:12:21.660]   on the phone before we ever hit record.
[00:12:21.660 --> 00:12:22.660]   Love it.
[00:12:22.660 --> 00:12:24.660]   So we started this in November 2017.
[00:12:24.660 --> 00:12:25.660]   It's been almost six years.
[00:12:25.660 --> 00:12:26.660]   Yeah.
[00:12:26.660 --> 00:12:27.660]   I mean, we've been doing this a long time.
[00:12:27.660 --> 00:12:28.660]   All right, we've got a question
[00:12:28.660 --> 00:12:30.660]   from the Animal Spirits mailbag, actually,
[00:12:30.660 --> 00:12:31.660]   for the next one.
[00:12:31.660 --> 00:12:32.660]   Okay.
[00:12:32.660 --> 00:12:33.660]   I love this question.
[00:12:33.660 --> 00:12:34.660]   Oh, one other piece of advice
[00:12:34.660 --> 00:12:35.660]   I wanted to give the podcast person, though.
[00:12:35.660 --> 00:12:37.660]   Treat things like they're live.
[00:12:37.660 --> 00:12:38.660]   What I see too many people rely on
[00:12:38.660 --> 00:12:40.660]   is they just say, like, "Oh, we'll fix in post.
[00:12:40.660 --> 00:12:42.660]   "We'll edit. We'll do this or that."
[00:12:42.660 --> 00:12:43.660]   You'll do so much better if you treat things--
[00:12:43.660 --> 00:12:44.660]   I was on a podcast--
[00:12:44.660 --> 00:12:45.660]   Do we see somebody--
[00:12:45.660 --> 00:12:46.660]   I was on a podcast with someone,
[00:12:46.660 --> 00:12:47.660]   and every two minutes, he'd go,
[00:12:47.660 --> 00:12:49.660]   "Three, two, one, start over,"
[00:12:49.660 --> 00:12:50.660]   and I'd be like, "Whoa, I can't--"
[00:12:50.660 --> 00:12:53.660]   No, yeah, that's a recipe to have a really, like, disjointed,
[00:12:53.660 --> 00:12:56.660]   like, not a very free-flowing, nice podcast.
[00:12:56.660 --> 00:12:58.660]   Duncan, credit to all of us.
[00:12:58.660 --> 00:13:01.660]   How often would you say that we say, "Start over"?
[00:13:01.660 --> 00:13:03.660]   I would say never.
[00:13:03.660 --> 00:13:04.660]   Almost never.
[00:13:04.660 --> 00:13:05.660]   Because we want it to be more natural.
[00:13:05.660 --> 00:13:07.660]   Because I would just weave it in.
[00:13:07.660 --> 00:13:08.660]   No, I'm just kidding.
[00:13:08.660 --> 00:13:09.660]   [laughter]
[00:13:09.660 --> 00:13:11.660]   No, there's been some times where, you know,
[00:13:11.660 --> 00:13:13.660]   I might have crossed the line, but other than that--
[00:13:13.660 --> 00:13:14.660]   No, never.
[00:13:14.660 --> 00:13:15.660]   Yeah.
[00:13:15.660 --> 00:13:16.660]   Okay.
[00:13:16.660 --> 00:13:17.660]   Cool.
[00:13:17.660 --> 00:13:18.660]   Up next.
[00:13:18.660 --> 00:13:21.660]   But yes, you're a professional, and we never have to edit.
[00:13:21.660 --> 00:13:22.660]   Not to brag. Thank you, Duncan.
[00:13:22.660 --> 00:13:23.660]   Okay.
[00:13:23.660 --> 00:13:25.660]   This is my favorite question this week.
[00:13:25.660 --> 00:13:27.660]   Question three is from Dan,
[00:13:27.660 --> 00:13:28.660]   but maybe I shouldn't have named him
[00:13:28.660 --> 00:13:30.660]   because his friends are going to be hitting him up
[00:13:30.660 --> 00:13:31.660]   if they see this.
[00:13:31.660 --> 00:13:33.660]   "I'm the commissioner of a fantasy football league,
[00:13:33.660 --> 00:13:35.660]   "and every year, I get $1,300 from the rest of the league
[00:13:35.660 --> 00:13:37.660]   "that just sits in a Venmo account
[00:13:37.660 --> 00:13:39.660]   "waiting for whoever wins the league.
[00:13:39.660 --> 00:13:41.660]   "I've decided that this seems like a waste of capital.
[00:13:41.660 --> 00:13:44.660]   "Should I invest it in a six-month CD,
[00:13:44.660 --> 00:13:47.660]   "get like $30, and reduce my share of the pot to $70?
[00:13:47.660 --> 00:13:50.660]   "Or should I gamble everything and invest it into crypto,
[00:13:50.660 --> 00:13:52.660]   "knowing that I'll have to make up any difference
