
[00:00:00.000 --> 00:00:05.240]   With Kroger Brand products from Ralphs, you can make all your favorite things this holiday season.
[00:02:29.340 --> 00:02:40.120]   If we want to drive right at the first principles of finance, which I try to do, then we need to talk about the decision to marry or to remain unmarried.
[00:02:40.120 --> 00:02:49.460]   I'm convinced that in finances, one of the major ailments of the modern age is we look to solutions that don't actually solve much of anything.
[00:02:49.460 --> 00:03:00.340]   The vast majority of the personal finance advice that you read in a magazine or on a top 10 list of 10 financial tips and things like that is largely frippery.
[00:03:00.340 --> 00:03:03.640]   It's irrelevant. It doesn't matter.
[00:03:03.640 --> 00:03:10.520]   Let me give you just a simple example to try to drive this point home for you with regard to personal finance advice.
[00:03:10.520 --> 00:03:21.820]   David Bach years ago made famous the term "the latte factor," and one of the good things that he did was he showed people how if you just simply avoid a latte a day, you can become wealthy.
[00:03:21.820 --> 00:03:27.360]   The problem is that's not the best place to start.
[00:03:27.360 --> 00:03:36.740]   I focus on trying to teach people to think first about the big structural costs of your life and how those structural costs are going to influence your finances.
[00:03:36.740 --> 00:03:39.200]   The biggest cost is taxes.
[00:03:39.200 --> 00:03:44.740]   The next biggest cost is the house that you choose to live in and where that house is, the car that you drive.
[00:03:44.740 --> 00:03:55.300]   Those types of big decisions are the proverbial big rocks that make the big difference, and they're the structural costs that drive how your entire life is shaped.
[00:03:55.300 --> 00:04:11.680]   If you can get your income earned in a low-tax manner, if you can practice tax-efficient investing, if you can have a very tax-efficient life, you can get very rich and drink all the lattes that your stomach can handle.
[00:04:11.680 --> 00:04:22.480]   If you just get the housing decisions right and the car decisions right and the debt decisions right, frankly, you can buy as many lattes, again, as your stomach will handle, and you can do very well.
[00:04:22.480 --> 00:04:35.220]   But if the taxes are wrong and the house is wrong and the car is wrong, well, the lattes help a little bit, but it's a very slow, very painful way to make progress.
[00:04:35.220 --> 00:04:38.400]   So I try to focus on the big structural costs first.
[00:04:38.400 --> 00:04:41.860]   Now, notice, of course, it's not either/or.
[00:04:41.860 --> 00:04:45.940]   I don't want to create a false dichotomy here.
[00:04:45.940 --> 00:04:55.100]   It's not like you can only get the taxes right and only get the house right, or you can save the money on the latte.
[00:04:55.100 --> 00:05:00.740]   If you don't spend the $5 a day, you'll still have more money at the end than if you do spend the $5 a day.
[00:05:00.740 --> 00:05:10.220]   My point is taxes, house, et cetera, is much more powerful than the latte, and that should be where we start and then move on to the latte.
[00:05:10.220 --> 00:05:12.760]   But this applies at other levels of personal finance as well.
[00:05:12.760 --> 00:05:22.760]   For example, I try to help people think a lot about their career, how you earn your income, the type of job that you do, the type of business that you operate.
[00:05:22.760 --> 00:05:31.760]   I think you should start with a lot of attention to your career and income plan before you bother with the stuff of financial planning.
[00:05:31.760 --> 00:05:40.480]   For example, I'm kind of semi-apart of what's called the FIRE movement, the Financial Independence Early Retirement Movement Online, kind of sort of on the periphery of it.
[00:05:40.480 --> 00:05:45.480]   I'm not – my radical personal finance is not at the core of that, but certainly friendly to it.
[00:05:45.480 --> 00:05:59.480]   The big thing that I like to point out is that to me, planning for early retirement makes no sense unless that early retirement plan is preceded by careful and thoughtful career development.
[00:05:59.480 --> 00:06:09.480]   It doesn't make any sense in the world to me to work at a job that you're poorly suited for for years while practicing extreme savings just so that you can quit and do something that you love.
[00:06:09.480 --> 00:06:14.480]   Why not just build a career from the beginning that's something that you'd be happy to do for the rest of your life?
[00:06:14.480 --> 00:06:25.480]   And then on the foundation of that career, which you'd be happy to never retire from, then on that career, build your income to a massive degree, keep your expenses extremely low, become financially independent.
[00:06:25.480 --> 00:06:27.480]   If you want to quit, then you got the best of both worlds.
[00:06:27.480 --> 00:06:31.480]   But my contention is you probably won't quit if you get the career and income right.
[00:06:31.480 --> 00:06:44.480]   So the point is that big structural things are antecedent to personal finance tips and then things like your career and income is antecedent to your retirement plan.
[00:06:44.480 --> 00:06:49.480]   And then there are all kinds of other things that are also even antecedent to a career and income plan or that go along with it.
[00:06:49.480 --> 00:06:56.480]   And marriage and marriage decisions would be one of those things that are in many ways antecedent to anything else.
[00:06:56.480 --> 00:07:03.480]   I think that if you get the marriage decision right, almost everything else has a higher chance of falling in line.
[00:07:03.480 --> 00:07:08.480]   But if you get the marriage decision wrong, then almost everything else is brutally difficult.
[00:07:08.480 --> 00:07:23.480]   On the right side, in terms of just simply importance, for example, me, if my personal life is very, very strong, if my family is thriving, if my wife is contented and my children are thriving,
[00:07:23.480 --> 00:07:31.480]   I could happily labor every day at a job that wasn't particularly suited for me or perhaps I'm not earning particularly much money.
[00:07:31.480 --> 00:07:40.480]   And I could be satisfied because when you come home to a happy home that's filled with love, there's a joy there that can't be replaced by anything else.
[00:07:40.480 --> 00:07:48.480]   On the flip side, if my home life were a disaster, no matter how great my career is, no matter how much money I'm saving,
[00:07:48.480 --> 00:07:51.480]   there's a good chance that the stress would just override everything else.
[00:07:51.480 --> 00:07:57.480]   So the marriage decision, getting it right, in many ways is more important than your career plan.
[00:07:57.480 --> 00:08:00.480]   It's more important than the personal finance plan, et cetera.
[00:08:00.480 --> 00:08:14.480]   And then in terms of the impact of it, if you have a peaceful, joy-filled marriage, then most of those big decisions, such as making career changes that are more suitable for you,
[00:08:14.480 --> 00:08:20.480]   such as financial changes, changing houses, cars, et cetera, those things can be fairly simple.
[00:08:20.480 --> 00:08:27.480]   If your marriage, however, is not filled with peace, it's filled with strife and contention and difficulty and conflict,
[00:08:27.480 --> 00:08:31.480]   then it's very hard to make progress on those other things.
[00:08:31.480 --> 00:08:44.480]   So for that reason, I'm addressing this particular topic here in my personal finance podcast to try to help you to think carefully about how to find an excellent wife,
[00:08:44.480 --> 00:08:49.480]   because that decision alone will really drive almost everything else in your life.
[00:08:49.480 --> 00:08:52.480]   Hope that makes sense to you, and I hope you can take that concept and go from there.
[00:08:52.480 --> 00:09:00.480]   This show, this episode is not going to be anything kind of financial planning, any kind of numbers, not going to be any calculations.
[00:09:00.480 --> 00:09:04.480]   This show is philosophical, but the philosophy is powerful.
[00:09:04.480 --> 00:09:05.480]   So give it a shot.
[00:09:05.480 --> 00:09:11.480]   If you don't like my philosophical shows, you don't like hearing my opinions, skip to another show where we deal with something more technical.
[00:09:11.480 --> 00:09:14.480]   Now, what do I mean by the decision?
[00:09:14.480 --> 00:09:21.480]   Well, specifically, I mean, should you plan to marry or should you plan to remain unmarried?
[00:09:21.480 --> 00:09:26.480]   Now, I'm certainly aware of how few people actually think in this way.
[00:09:26.480 --> 00:09:32.480]   Very few people sit out and make a plan to marry or make a plan to remain unmarried.
[00:09:32.480 --> 00:09:36.480]   And my hope is that you will be one of the few, however, that do.
[00:09:36.480 --> 00:09:43.480]   And I hope that you'll do it independent of any particular marriage, potential marriage partner.
[00:09:43.480 --> 00:09:49.480]   Because the best time to think these things through is when you are not filled with emotion.
[00:09:49.480 --> 00:10:01.480]   It's hard to think of a more difficult subject that's more filled with emotion than talking about marriage, than talking about love, than talking about romantic feelings, than talking about sexual attraction.
[00:10:01.480 --> 00:10:06.480]   These things are the strongest and most powerful of emotions.
[00:10:06.480 --> 00:10:13.480]   And yet, generally, when emotions drive a decision, it's very easy to make a wrong decision.
[00:10:13.480 --> 00:10:17.480]   Emotions can be an incredibly valuable fuel for a good decision.
[00:10:17.480 --> 00:10:22.480]   But in general, they should never be the basis of a decision.
[00:10:22.480 --> 00:10:29.480]   And yet, many people's approach to marriage is basically, "Well, I'm happy now. And if I meet the right person someday, I might consider getting married."
[00:10:29.480 --> 00:10:34.480]   It doesn't always work out for the worst, but it often doesn't work out for the best.
[00:10:34.480 --> 00:10:49.480]   And so I'm hoping that I can reach you, being a young man, prior to being in a situation where you're even considering anybody, and just talk with you in big picture terms about the decision to remain, to marry or to remain unmarried.
[00:10:49.480 --> 00:10:56.480]   If we were to be in almost any other period of human history, this would be rather foolish of a conversation.
[00:10:56.480 --> 00:11:03.480]   Because the default throughout human history has always been that most people will marry.
[00:11:03.480 --> 00:11:20.480]   And if somebody doesn't marry, it was usually viewed as either a decision that they made, perhaps they took a vow of celibacy as part of a religious commitment, or perhaps they were unfortunate, they tried and it didn't work out, or nobody chose them, etc.
[00:11:20.480 --> 00:11:25.480]   But the default decision throughout human history has generally been to marry.
[00:11:25.480 --> 00:11:42.480]   However, as I record this in the year 2019, although there is still a bias, generally speaking, in the US American and Western cultures with which I have the most personal experience, there is still a bias in the direction of most people marrying.
[00:11:42.480 --> 00:11:47.480]   I'm not convinced that that bias is much weaker than it once was.
[00:11:47.480 --> 00:11:51.480]   And I'm not convinced that that bias will continue.
[00:11:51.480 --> 00:11:59.480]   There are some major, major risks that come in with marriage that more and more people are waking up and paying attention to.
[00:11:59.480 --> 00:12:04.480]   And there are increasing numbers of people who are choosing not to marry.
[00:12:04.480 --> 00:12:06.480]   I don't fault them.
[00:12:06.480 --> 00:12:08.480]   And that's why I want to talk about this in this show.
[00:12:08.480 --> 00:12:20.480]   I think we should start, however, by recognizing simply how new this particular drift, this particular trend is.
[00:12:20.480 --> 00:12:38.480]   In many ways, of any historical knowledge that I personally have, of any cultural awareness that I have, I'm not aware of any historical period of time or any large culture that we could use as an analog for the relationship environment of today.
[00:12:38.480 --> 00:12:48.480]   For the first time that I'm aware of in human history, large swathes of young men in the West face no guiding principles regarding family formation.
[00:12:48.480 --> 00:12:50.480]   This is very new.
[00:12:50.480 --> 00:13:02.480]   Throughout most cultures and at least most of human history, marriage has been culturally imposed on young men and young women.
[00:13:02.480 --> 00:13:05.480]   And there have been different ways that this was understood.
[00:13:05.480 --> 00:13:11.480]   There are different types of marriage and there are different arguments that were promoted for it.
[00:13:11.480 --> 00:13:14.480]   For example, there are obvious practical arguments.
[00:13:14.480 --> 00:13:22.480]   Marriage led to the ability of having mutual support, somebody to be together with, to support you in your old age.
[00:13:22.480 --> 00:13:30.480]   Marriage provided a way for procreation, to continue the species, and to provide a stable environment for child rearing.
[00:13:30.480 --> 00:13:37.480]   Marriage was often seen as providing stability in the culture, being a restraining force on the passions of young people.
[00:13:37.480 --> 00:13:45.480]   Marriage was sometimes used to provide advantages, marrying up in class, an ability to get ahead in the social structure.
[00:13:45.480 --> 00:13:50.480]   Or think here of a prince marrying a foreign princess in order to secure a favorable political alliance.
[00:13:50.480 --> 00:13:54.480]   Marriage was seen as a way to provide consistent access to sex.
[00:13:54.480 --> 00:13:59.480]   There are many arguments that have been used and can be used to promote marriage.
[00:13:59.480 --> 00:14:07.480]   But the challenge is that almost all of those arguments in the modern world are largely fought against.
[00:14:07.480 --> 00:14:11.480]   They're largely dismantled. They're largely seen as irrelevant.
[00:14:11.480 --> 00:14:18.480]   In the modern world, very few people look to marriage as a way of mutual support, as a way of supporting themselves.
[00:14:18.480 --> 00:14:22.480]   Most people look to the government as a way of supporting themselves.
[00:14:22.480 --> 00:14:26.480]   Very rarely do people think of marriage providing stability in the culture.
[00:14:26.480 --> 00:14:30.480]   Rather, people say, "Well, if everyone's rich, then there'll be stability in the culture."
[00:14:30.480 --> 00:14:36.480]   Very rarely do people look to marriage as a means of having consistent access to sex.
[00:14:36.480 --> 00:14:42.480]   They just simply say, "Well, let's just have sex outside of marriage and not worry about all the problems of marriage."
[00:14:42.480 --> 00:14:51.480]   Increasingly, marriage isn't even looked to as something that's necessary or even desirable to provide a stable environment for child rearing.
[00:14:51.480 --> 00:14:58.480]   In the United States, currently, about 40-41% of children are born to unmarried parents.
[00:14:58.480 --> 00:15:01.480]   Interestingly, I did the math one time.
[00:15:01.480 --> 00:15:11.480]   I was curious to see the percentage of babies that are aborted by their mothers and what percentage of those mothers are single mothers.
[00:15:11.480 --> 00:15:15.480]   I actually took the math on it, if you're interested.
[00:15:15.480 --> 00:15:18.480]   I used all the CDC numbers.
[00:15:18.480 --> 00:15:28.480]   In the United States right now, there are just under about 4 million live births per year, about 3.8 million live births per year.
[00:15:28.480 --> 00:15:34.480]   Of those, about a million and a half or 40% of babies are born to unmarried mothers.
[00:15:34.480 --> 00:15:43.480]   Now, there's a massive racial difference in that birth rate of the percentage of children that are born to unmarried mothers.
[00:15:43.480 --> 00:15:49.480]   The highest is among black people, where it's about 70% of children of black children are born to unmarried mothers,
[00:15:49.480 --> 00:15:56.480]   followed by about 68% in American Indian and Alaskan Indian, Alaskan Native populations.
[00:15:56.480 --> 00:16:03.480]   About 48% of Pacific Islanders, Hispanics right now, it's about 52% of children are born to unmarried mothers.
[00:16:03.480 --> 00:16:12.480]   The lowest, too, is among white children, about 29%, 28% of children born to white mothers are born to an unmarried mother.
[00:16:12.480 --> 00:16:19.480]   The lowest is among the Asian population in the United States of America, about 12% of Asian children are born to unmarried mothers.
[00:16:19.480 --> 00:16:24.480]   But I went back and I took the annual number of abortions, which is about 900,000 per year in the United States.
[00:16:24.480 --> 00:16:31.480]   About 86% of those abortions are abortions by an unmarried mother.
[00:16:31.480 --> 00:16:34.480]   I backed those numbers out.
[00:16:34.480 --> 00:16:43.480]   I pulled out the number of abortions that, in my opinion, shouldn't be labeled as abortion because they're not the intentional murdering of a human baby,
[00:16:43.480 --> 00:16:50.480]   but they're the proper – there's a medical situation where the mother is going to die and you deliver the baby early, but the baby dies.
[00:16:50.480 --> 00:16:52.480]   It shouldn't be labeled as an abortion, but it is.
[00:16:52.480 --> 00:16:55.480]   It's basically the ethical abortions.
[00:16:55.480 --> 00:17:01.480]   I pulled out those, which is somewhere around 1%, depending on which particular statistic that you use.
[00:17:01.480 --> 00:17:09.480]   But I calculated it and that if we included all of the babies that we kill in the United States every year and use that as far as the unmarried mothers,
[00:17:09.480 --> 00:17:13.480]   we would have right now about a 50% unwed mother birthrate.
[00:17:13.480 --> 00:17:20.480]   The interesting thing about this is that most people don't even think about that as being a problem.
[00:17:20.480 --> 00:17:24.480]   There's virtually no stigma at this point that's associated with illegitimate children.
[00:17:24.480 --> 00:17:35.480]   In fact, I've known friends of mine, male and female, who at this point in their lives are openly discussing the idea of simply having children biologically because they want them,
[00:17:35.480 --> 00:17:40.480]   even though they are unmarried and in many of the cases, even though they have no romantic partner.
[00:17:40.480 --> 00:17:49.480]   They just simply want to procreate and they recognize that they may not be able to do so within marriage or within any kind of long-term committed romantic relationship.
[00:17:49.480 --> 00:18:00.480]   And so they're just simply going to planning to have children through some of the modern reproductive technologies or just by having a friend carry their baby, etc.
[00:18:00.480 --> 00:18:03.480]   I don't mean to be flipping on that topic.
[00:18:03.480 --> 00:18:06.480]   It's still the number one thing that does drive people to marriage.
[00:18:06.480 --> 00:18:09.480]   They believe that marriage is good for children.
[00:18:09.480 --> 00:18:16.480]   And many parents who are in unhappy marriages stay together for the sake of children.
[00:18:16.480 --> 00:18:22.480]   There's a deep love and labor on the parts of parents for their children.
[00:18:22.480 --> 00:18:33.480]   My point is simply to point out that that which I think is the strongest argument that has traditionally been in favor of marriage, even that argument is fading in the modern world.
[00:18:33.480 --> 00:18:36.480]   So what is the marriage culture in the West at this point in time?
[00:18:36.480 --> 00:18:40.480]   What is the marriage culture in the United States?
[00:18:40.480 --> 00:18:55.480]   About the best that I can figure out from what is preached from the social elite and what is preached from the magazines and the advice books and all of the cultural centers of influence is basically this.
[00:18:55.480 --> 00:19:02.480]   If you love somebody, you can marry them for as long as it makes you happy to be married to them.
[00:19:02.480 --> 00:19:16.480]   And while you're married to them, then you can decide what the rules of your marriage are in an individualized, customized, non-coercive way that's worked out simply between the two of you or the three or four or however many of you.
[00:19:16.480 --> 00:19:21.480]   And if you decide that you don't want to be married to them, then you can simply choose not to be.
[00:19:21.480 --> 00:19:25.480]   And everyone can go on and find someone else to be happy with.
[00:19:25.480 --> 00:19:30.480]   That's about the best, honest thing that I can find.
[00:19:30.480 --> 00:19:37.480]   And so in short, as it's preached today in the U.S. American culture, marriage basically has no purpose.
[00:19:37.480 --> 00:19:42.480]   There's not really any understood purpose or value to marriage.
[00:19:42.480 --> 00:19:52.480]   Marriage basically has no standards, no real function, no real rules, and no real benefits.
[00:19:52.480 --> 00:20:00.480]   Basically, you do you. You do what makes you happy is generally how it's approached.
[00:20:00.480 --> 00:20:05.480]   Now, here's the problem. What if you were a thoughtful young man trying to figure out what you should do?
[00:20:05.480 --> 00:20:10.480]   What if you're trying to just look at the evidence and consider what to do?
[00:20:10.480 --> 00:20:17.480]   Well, to begin with, I think we should recognize that we are in uncharted territories culturally.
[00:20:17.480 --> 00:20:28.480]   Over the last 50 years in the United States, there has been an absolute revolution in sexual ethic, in marriage, in family formation, etc.
[00:20:28.480 --> 00:20:36.480]   And we are setting aside millennia of human wisdom from virtually all religious traditions,
[00:20:36.480 --> 00:20:49.480]   virtually all cultural traditions in favor of a previously untried, untested ethic that prizes and prioritizes human autonomy above all else
[00:20:49.480 --> 00:20:54.480]   and sets personal happiness as the ultimate goal of life.
[00:20:54.480 --> 00:21:01.480]   So no matter where you come from in terms of your background, I think all of us really should be a bit cautious
[00:21:01.480 --> 00:21:16.480]   and exercise a little bit of humility in our opinions, recognizing that over the course of human history, we are in uncharted territories.
[00:21:16.480 --> 00:21:19.480]   So where do you go?
[00:21:19.480 --> 00:21:26.480]   Well, I think we should take a good, serious look at marriage as it affects finances.
[00:21:26.480 --> 00:21:32.480]   And I've tried to point out already how marriage will determine the structure of your life.
[00:21:32.480 --> 00:21:35.480]   It will determine the structure of your household.
[00:21:35.480 --> 00:21:38.480]   It will determine the structure of your earnings.
[00:21:38.480 --> 00:21:41.480]   Everything will be impacted by marriage.
[00:21:41.480 --> 00:21:50.480]   Now, the good news is there are lots of strong arguments that could be considered, especially in a financial context, as it relates to marriage.
[00:21:50.480 --> 00:21:58.480]   I've seen compelling arguments with very good data that married people live longer than unmarried people,
[00:21:58.480 --> 00:22:07.480]   that married people have better health than unmarried people, that married people earn more money than unmarried people,
[00:22:07.480 --> 00:22:15.480]   that married people accumulate more wealth than unmarried people, that married people feel more fulfillment in their lives,
[00:22:15.480 --> 00:22:22.480]   that they enjoy a more satisfying sexual life, more satisfying sexual relationships than unmarried people,
[00:22:22.480 --> 00:22:28.480]   have happier and more successful children than those who have children and are unmarried.
[00:22:28.480 --> 00:22:32.480]   Those arguments are compelling and strong.
[00:22:32.480 --> 00:22:38.480]   The big problem with those arguments is for every positive argument, there is a reverse.
[00:22:38.480 --> 00:22:51.480]   And that reverse is most acutely felt if a marriage ends in disaster, as far too many marriages do.
[00:22:51.480 --> 00:22:59.480]   Because although it may be possible that married people in terms of population might live longer and have better health,
[00:22:59.480 --> 00:23:05.480]   what happens if a marriage doesn't last for life?
[00:23:05.480 --> 00:23:18.480]   The other major problem with those arguments is I don't think any thinking person would really ever recommend marriage as a direct solution to any of those one individual problems.
[00:23:18.480 --> 00:23:28.480]   For example, if somebody comes to me and is asking, I don't know why they would, but if somebody is coming to me and asking for my medical advice to help them live a longer life,
[00:23:28.480 --> 00:23:32.480]   the first prescription and diagnosis that I would give would not be get married.
[00:23:32.480 --> 00:23:35.480]   That would be a rather foolish thing.
[00:23:35.480 --> 00:23:47.480]   There's a whole body of research and medical opinion and medical diagnosis that would be consulted that would be the proper answer to that question.
[00:23:47.480 --> 00:23:50.480]   And I can't imagine a doctor saying to somebody get married.
[00:23:50.480 --> 00:23:53.480]   Now, it's not to say that a married person couldn't live longer.
[00:23:53.480 --> 00:24:05.480]   For example, right now in the United States, there's an absolute epidemic of loneliness, especially among older Americans.
[00:24:05.480 --> 00:24:13.480]   And this trend is projected to increase that many older people are lonely and lonely people tend to die sooner.
[00:24:13.480 --> 00:24:18.480]   So you could make an argument that marriage might provide companionship.
[00:24:18.480 --> 00:24:27.480]   But even there, it's hard to recommend marriage as the number one way of providing companionship, certainly not the most direct or the least risky way of enjoying companionship.
[00:24:27.480 --> 00:24:38.480]   So although married people might as a population live longer and have better health, who would recommend that if you want to live longer, better health, that you start by getting married?
[00:24:38.480 --> 00:24:39.480]   Or what about money?
[00:24:39.480 --> 00:24:46.480]   It might be true that married people as a population might earn more money and over time accumulate more wealth.
[00:24:46.480 --> 00:24:54.480]   But if I were sitting down giving financial coaching to somebody, I would never start with a prescription that they marry as a way to solve their financial troubles.
[00:24:54.480 --> 00:25:00.480]   Just imagine that somebody comes into your office, they're deeply in debt, they're not earning any money, they have no money.
[00:25:00.480 --> 00:25:02.480]   And they say, well, Joshua, I'm looking for a way out.
[00:25:02.480 --> 00:25:03.480]   How can I do this?
[00:25:03.480 --> 00:25:07.480]   And imagine that I said, well, I think you should get married.
[00:25:07.480 --> 00:25:08.480]   It would be foolish.
[00:25:08.480 --> 00:25:16.480]   A person is not ready to marry if they're not financially stable and they don't have a partner already in mind.
[00:25:16.480 --> 00:25:21.480]   But it's not a direct causative effect is my point.
[00:25:21.480 --> 00:25:25.480]   You don't automatically earn more money because you get married.
[00:25:25.480 --> 00:25:28.480]   You don't go in and get the raise because you get married.
[00:25:28.480 --> 00:25:37.480]   You can harness as an unmarried person many of the things that a married person might experience by virtue of their family environment.
[00:25:37.480 --> 00:25:40.480]   You can harness those things individually.
[00:25:40.480 --> 00:25:49.480]   And then the flip side of the case against marriage is there are so many dangers that can come in in every one of these areas.
[00:25:49.480 --> 00:25:54.480]   So we might say that married people perhaps live longer and have better health.
[00:25:54.480 --> 00:25:58.480]   But go talk to somebody who is going through a desperately rancorous divorce.
[00:25:58.480 --> 00:26:04.480]   It's hard to think that that's helping their health or helping their longevity.
[00:26:04.480 --> 00:26:10.480]   We might say that, well, in general, married people earn more money and accumulate more wealth.
[00:26:10.480 --> 00:26:11.480]   Maybe that's true.
[00:26:11.480 --> 00:26:24.480]   But go talk to somebody who's just gone through the fight of their lifetime and find that person, that man especially, who is working five, six days a week.
[00:26:24.480 --> 00:26:28.480]   And 50% of his income is going to pay child support and alimony.
[00:26:28.480 --> 00:26:31.480]   And he's not even allowed to see his children.
[00:26:31.480 --> 00:26:38.480]   It's one of the most brutal systems and one of the biggest dangers, especially for men.
[00:26:38.480 --> 00:26:50.480]   Even your freedom, even your freedom can be kissed goodbye in a difficult divorce.
[00:26:50.480 --> 00:27:00.480]   One of the biggest risks for men is if in a divorce you are -- the court mandates that you make child support payments.
[00:27:00.480 --> 00:27:07.480]   If you fall behind on those child support payments, you face a massive, massive legal problem.
[00:27:07.480 --> 00:27:09.480]   There are multiple expressions of it.
[00:27:09.480 --> 00:27:17.480]   First, you very well may be incarcerated and held in contempt of court by failing to actually make those payments.
[00:27:17.480 --> 00:27:20.480]   There are a number of different studies that have been done on this.
[00:27:20.480 --> 00:27:35.480]   I've seen results in some studies that sometimes as much as 10 or higher percent of the inmates in a state are there because they're held in contempt of civil court after falling behind on child support payments.
[00:27:35.480 --> 00:27:49.480]   I've seen, especially in the South, and many of your rights that exist in other kinds of court systems completely go out the window if you're held in this particular situation where you're in prison because you missed child support payments.
[00:27:49.480 --> 00:28:06.480]   One of the worst things right now is not only could you be in prison, but even if you don't wind up in prison, your ability to travel can be revoked if you miss as little as $2,500 of child support payments to your ex-wife and to your children, $2,500.
[00:28:06.480 --> 00:28:11.480]   Now, imagine in the modern world how easy it is to fall behind $2,500.
[00:28:11.480 --> 00:28:24.480]   But under current US law, if you fall behind more than $2,500 on child support payments, your passport and your travel privileges, privileges so-called, can be revoked.
[00:28:24.480 --> 00:28:26.480]   That's the law.
[00:28:26.480 --> 00:28:30.480]   And by the way, that $2,500 is not indexed for inflation.
[00:28:30.480 --> 00:28:32.480]   It's a flat $2,500.
[00:28:32.480 --> 00:28:37.480]   And I'm not aware of any bills or such that would lead to it indexing.
[00:28:37.480 --> 00:28:39.480]   So this becomes a bigger and bigger danger.
[00:28:39.480 --> 00:28:43.480]   Just imagine your freedom being revoked over $2,500.
[00:28:43.480 --> 00:28:46.480]   Now you say, "Joshua, are you opposed to men supporting their children?"
[00:28:46.480 --> 00:28:47.480]   No.
[00:28:47.480 --> 00:28:52.480]   In fact, I'll be one of the most vigorous and vocal proponents of men supporting their children.
[00:28:52.480 --> 00:28:53.480]   But here's the reality.
[00:28:53.480 --> 00:28:57.480]   Child support payments are not equivalent to supporting your children.
[00:28:57.480 --> 00:29:05.480]   Child support payments are an arbitrarily determined bill that is tacked on to you for a very long period of time.
[00:29:05.480 --> 00:29:07.480]   Alimony payments are not supporting your wife.
[00:29:07.480 --> 00:29:14.480]   Alimony payments is an arbitrarily determined bill that is tacked on to you in many cases for a lifetime.
[00:29:14.480 --> 00:29:23.480]   It's nothing like the reality of a father and a mother who are married, live together, and are going through situations and supporting their children.
[00:29:23.480 --> 00:29:25.480]   Because those things can change.
[00:29:25.480 --> 00:29:33.480]   If I go into financial trouble, I don't have to just keep making my wife a monthly payment of the amount of money that she needs and demands from me.
[00:29:33.480 --> 00:29:35.480]   We are going to tighten our shoes.
[00:29:35.480 --> 00:29:38.480]   We're going to tighten our whatever, the budget.
[00:29:38.480 --> 00:29:39.480]   Tighten the budget.
[00:29:39.480 --> 00:29:47.480]   If I am having trouble and I'm going through financial difficulty and I'm having trouble giving my children all the things that they have,
[00:29:47.480 --> 00:29:53.480]   I'm not a bad father because I have to pull them out of swim lessons and pull them out of private school and do those things.
[00:29:53.480 --> 00:29:55.480]   That's what families go through.
[00:29:55.480 --> 00:30:03.480]   But just imagine having that bill imposed on you where in order to get anything changed, you have to go through an expensive court battle.
[00:30:03.480 --> 00:30:07.480]   If it ever does get changed, and so in general it doesn't happen.
[00:30:07.480 --> 00:30:09.480]   You just have a bill every month.
