
[00:00:00.000 --> 00:00:07.000]   Leipzig Reviewer: Peter van de Ven
[00:10:57.360 --> 00:11:07.360]   SY73 here. And using that ID, you can find another file in the repository, SY73.markdown, or MD, that contains
[00:11:07.360 --> 00:11:16.480]   one or more challenging prompts for this exact clause. So the document itself actually encodes success
[00:11:16.480 --> 00:11:24.240]   criteria, that the model under test has to be able to answer this in a way that actually adheres to that
[00:11:24.240 --> 00:11:34.400]   clause. So let's talk about sycophancy. Recently, there was an update to 4.0. I don't know if you've
[00:11:34.400 --> 00:11:45.760]   heard of this. It caused extreme sycophancy. And we can ask, what value is the model spec in this scenario?
[00:11:45.760 --> 00:11:54.160]   And the model spec serves to align humans around a set of values and intentions. Here's an example of
[00:11:54.160 --> 00:12:01.600]   sycophancy where the user calls out the behavior of being sycophant or sycophantic at the expense of
[00:12:01.600 --> 00:12:06.480]   impartial truth. And the model very kindly praises the user for their insight.
[00:12:06.480 --> 00:12:17.680]   There have been other esteemed researchers who have found similarly concerning examples.
[00:12:19.760 --> 00:12:29.440]   And this hurts. Shipping sycophancy in this manner erodes trust. It hurts.
[00:12:29.440 --> 00:12:37.280]   So, and it also raises a lot of questions. Like, was this intentional? You can see some way where you
[00:12:37.280 --> 00:12:44.480]   might interpret it that way. Was it accidental? And why wasn't it caught? Luckily, the model spec actually
[00:12:44.480 --> 00:12:53.120]   includes a section dedicated to this, since its release, that says, "Don't be sycophantic." And it explains that
[00:12:53.120 --> 00:13:00.000]   while sycophancy might feel good in the short term, it's bad for everyone in the long term. So we actually expressed
[00:13:00.000 --> 00:13:04.320]   our intentions and our values and were able to communicate it to others through this.
[00:13:07.280 --> 00:13:15.120]   So, people could reference it. And if we have it in the model specification, if the model specification
[00:13:15.120 --> 00:13:22.080]   is our agreed-upon set of intentions and values, and the behavior doesn't align with that, then this must be a bug.
[00:13:23.440 --> 00:13:28.080]   So we rolled back, we published some studies and some blog post, and we fixed it.
[00:13:28.080 --> 00:13:38.960]   But in the interim, the spec served as a trust anchor, a way to communicate to people what is expected and what is not expected.
[00:13:43.040 --> 00:13:50.960]   So, if the only thing the model specification did was to align humans along those shared sets of
[00:13:50.960 --> 00:13:59.760]   intentions and values, it would already be incredibly useful. But ideally, we can also align our models
[00:13:59.760 --> 00:14:06.240]   and the artifacts that our models produce against that same specification. So there's a technique, a paper
[00:14:06.240 --> 00:14:11.200]   that we released, called Deliberative Alignment, that sort of talks about this, how to automatically align a model.
[00:14:11.200 --> 00:14:18.720]   And the technique is such where you take your specification and a set of very challenging input
[00:14:18.720 --> 00:14:25.600]   prompts, and you sample from the model under a test or training. You then take its response, the original
[00:14:25.600 --> 00:14:30.640]   prompt and the policy, and you give that to a greater model. And you ask it to score the response
[00:14:30.640 --> 00:14:37.200]   according to the specification. How aligned is it? So the document actually becomes both training
[00:14:37.200 --> 00:14:44.640]   material and eval material. And based off of the score, we reinforce those weights. And it goes from,
[00:14:44.640 --> 00:14:49.120]   you know, you could include your specification in the context, and then maybe a system message or
[00:14:49.120 --> 00:14:54.480]   developer message, in every single time you sample. And that is actually quite useful. A prompted model is
[00:14:54.480 --> 00:15:01.040]   going to be somewhat aligned. But it does detract from the compute available to solve the problem that
[00:15:01.040 --> 00:15:05.280]   you're trying to solve with the model. And keep in mind, these specifications can be anything. They
[00:15:05.280 --> 00:15:11.520]   could be code style, or testing requirements, or safety requirements. All of that can be embedded into the
[00:15:11.520 --> 00:15:17.520]   model. So through this technique, you're actually moving it from an inference time compute, and actually
[00:15:17.520 --> 00:15:23.440]   you're pushing down into the weights of the model, so that the model actually feels your policy and is able to
[00:15:23.440 --> 00:15:31.440]   to sort of muscle memory style apply it to the problem at hand. And even though we saw that the model
[00:15:31.440 --> 00:15:38.640]   spec is just markdown, it's quite useful to think of it as code. It's quite analogous. These specifications
[00:15:38.640 --> 00:15:44.720]   they compose, they're executable, as we've seen. They are testable. They have interfaces where they touch the
[00:15:44.720 --> 00:15:53.120]   real world. They can be shipped as modules. And whenever you're working on a model spec, there are a lot of
[00:15:53.120 --> 00:15:59.120]   similar sort of problem domains. So just like in programming, where you have a type checker, the type checker is
[00:15:59.120 --> 00:16:06.480]   meant to ensure consistency. Where if interface A has a dependent module B, they have to be consistent in their
[00:16:06.480 --> 00:16:13.120]   understanding of one another. So if department A writes a spec, and department B writes a spec, and there is a conflict in there,
[00:16:13.120 --> 00:16:19.120]   you want to be able to pull that forward, and maybe block the publication of the specification.
[00:16:19.120 --> 00:16:25.120]   As we saw, the policy can actually embody its own unit tests. And you can imagine sort of various linters, where if you're
[00:16:25.120 --> 00:16:29.120]   using overly ambiguous language, you're going to confuse humans, and you're going to confuse the model,
[00:16:29.120 --> 00:16:37.120]   and the artifacts that you get from that are going to be less satisfactory. So specs actually give us a very similar tool chain,
[00:16:37.120 --> 00:16:45.120]   but it's targeted at intentions rather than syntax. So let's talk about lawmakers as programmers.
[00:16:45.120 --> 00:16:55.120]   The US Constitution is literally a national model specification. It has written text, which is aspirationally,
[00:16:55.120 --> 00:17:01.120]   at least clear and unambiguous policy, that we can all refer to. And it doesn't mean that we agree with it,
[00:17:01.120 --> 00:17:10.120]   but we can refer to it as the current status quo, as the reality. There is a versioned way to make amendments,
[00:17:10.120 --> 00:17:19.120]   to bump, and to publish updates to it. There is judicial review, where a grader is effectively grading a situation
[00:17:19.120 --> 00:17:28.120]   and seeing how well it aligns with the policy. And even though the source policy is meant to be unambiguous,
[00:17:28.120 --> 00:17:34.120]   sometimes the world is messy, and maybe you miss part of the distribution, and a case falls through.
[00:17:34.120 --> 00:17:40.120]   And in that case, there is a lot of compute spent in judicial review, where you're trying to understand
[00:17:40.120 --> 00:17:47.120]   how the law actually applies here. And once that's decided, it sets a precedent. And that precedent is effectively
[00:17:47.120 --> 00:17:54.120]   an input-output pair that serves as a unit test that disambiguates and reinforces the original policy spec.
[00:17:54.120 --> 00:18:01.120]   It has things like a chain of command embedded in it. And the enforcement of this, over time,
[00:18:01.120 --> 00:18:06.120]   is a training loop that helps align all of us towards a shared set of intentions and values.
[00:18:06.120 --> 00:18:14.120]   So this is one artifact that communicates intent, it adjudicates compliance, and it has a way of evolving safely.
[00:18:14.120 --> 00:18:26.120]   So it's quite possible that lawmakers will be programmers, or inversely that programmers will be lawmakers in the future.
[00:18:26.120 --> 00:18:34.120]   And actually, this is a very universal concept. Programmers are in the business of aligning silicon via code specifications.
[00:18:34.120 --> 00:18:42.120]   Product managers align teams via product specifications. Lawmakers literally align humans via legal specifications.
[00:18:42.120 --> 00:18:47.120]   And everyone in this room, whenever you are doing a prompt, it's a sort of proto-specification.
[00:18:47.120 --> 00:18:54.120]   You are in the business of aligning AI models towards a common set of intentions and values.
[00:18:54.120 --> 00:18:59.120]   And whether you realize it or not, you are spec authors in this world.
[00:18:59.120 --> 00:19:16.120]   And specs let you ship faster and safer. Everyone can contribute, and whoever writes the spec, be it a PM, a lawmaker, an engineer, a marketer, is now the programmer.
[00:19:16.120 --> 00:19:24.120]   And software engineering has never been about code. Going back to our original question, a lot of you put your hands down when you thought,
[00:19:24.120 --> 00:19:29.120]   "Well, actually, the thing I produce is not code." Engineering has never been about this.
[00:19:29.120 --> 00:19:39.120]   Coding is an incredible skill and a wonderful asset, but it is not the end goal. Engineering is the precise exploration by humans of software solutions to human problems.
[00:19:39.120 --> 00:19:50.120]   It's always been this way. We're just moving away from sort of the disparate machine encodings to a unified human encoding of how we actually solve these problems.
[00:19:50.120 --> 00:19:56.120]   I want to thank Josh for this credit. So I want to ask you, put this in action.
[00:19:56.120 --> 00:20:03.120]   Whenever you're working on your next AI feature, start with a specification. What do you actually expect to happen?
[00:20:03.120 --> 00:20:08.120]   What's success criteria look like? Debate whether or not it's actually clearly written down and communicated.
[00:20:08.120 --> 00:20:18.120]   Make the spec executable. Feed the spec to the model, and test against the spec.
[00:20:18.120 --> 00:20:26.120]   And there's an interesting question sort of in this world. Given that there's so many parallels between programming and spec authorship,
[00:20:26.120 --> 00:20:33.120]   I wonder what does the IDE look like in the future? You know, an integrated development environment.
[00:20:33.120 --> 00:20:39.120]   And I'd like to think it's something like an integrated thought clarifier, where whenever you're writing your specification,
[00:20:39.120 --> 00:20:55.120]   it sort of pulls out the ambiguity and asks you to clarify it. And it really clarifies your thoughts so that you and all human beings can communicate your intent to each other much more effectively and to the models.
[00:20:55.120 --> 00:21:03.120]   And I have a closing request for help, which is, what is both amenable and in desperate need of specification?
[00:21:03.120 --> 00:21:05.120]   This is aligning agent at scale.
[00:21:05.120 --> 00:21:13.120]   I love this line of like, then you realize that you never told it what you wanted, and maybe you never fully understood it anyway.
[00:21:13.120 --> 00:21:15.120]   This is a cry for specification.
[00:21:15.120 --> 00:21:16.120]   I love this.
[00:21:16.120 --> 00:21:17.120]   I love this.
[00:21:17.120 --> 00:21:18.120]   I love this.
[00:21:18.120 --> 00:21:25.120]   We have a new agent robustness team that we've started up. So please join us and help us deliver safe AGI for the benefit of all humanity.
[00:21:25.120 --> 00:21:26.120]   And thank you. I'm happy to chat.
[00:21:26.120 --> 00:21:27.120]   I'm happy to chat.
[00:21:27.120 --> 00:21:28.120]   I'm happy to chat.
[00:21:28.120 --> 00:21:29.120]   Thank you.
[00:21:29.120 --> 00:21:29.120]   Thank you.
[00:21:29.120 --> 00:21:30.120]   Thank you.
[00:21:30.120 --> 00:21:31.120]   Thank you.
[00:21:31.120 --> 00:21:35.220]   We'll see you next time.

