
[00:00:00.000 --> 00:00:05.480]   The holidays start here at Ralph's with a variety of options to celebrate traditions old and new.
[00:02:19.120 --> 00:02:23.360]   And the buzzword of today is context, context, context.
[00:02:23.360 --> 00:02:29.180]   And there's two types of context that I want you to gain from today's show. First, in the preamble to the show,
[00:02:29.180 --> 00:02:31.060]   I'm gonna give you a little bit of context as far as
[00:02:31.060 --> 00:02:37.320]   why I'm presenting this topic to you in the way that I'm presenting it to you. And then throughout the interview that's coming,
[00:02:37.320 --> 00:02:43.160]   you're gonna have some context around the history of school that I think will be very valuable for you.
[00:02:43.160 --> 00:02:49.660]   Context for why I'm doing these shows the way that I'm doing it. For education is a major
[00:02:49.660 --> 00:02:52.340]   factor in
[00:02:52.340 --> 00:02:56.300]   lifetime success, and it's a major factor in every financial plan.
[00:02:56.300 --> 00:03:04.300]   Many people think retirement is the primary question that a financial planner spends time talking about. It's actually, it is a primary thing,
[00:03:04.300 --> 00:03:10.600]   but it's not necessarily the most primary thing. Education, specifically with a major focus on college education, is a
[00:03:10.600 --> 00:03:17.260]   major, major factor in many people's financial plans. In fact, many clients will often prefer
[00:03:17.260 --> 00:03:19.900]   education over
[00:03:19.900 --> 00:03:21.900]   retirement. Most parents would
[00:03:21.900 --> 00:03:24.900]   gladly
[00:03:24.900 --> 00:03:29.480]   defer retirement in order to provide their kids with the start in life that they need.
[00:03:30.340 --> 00:03:37.060]   So we're all familiar with college planning. We're all familiar with the idea of saving for college. This is commonly referred to in
[00:03:37.060 --> 00:03:41.340]   people's discussions. We want to save for retirement, save for their kids' education.
[00:03:41.340 --> 00:03:47.180]   So this is a normal, and properly so, a normal goal that that parents have.
[00:03:47.180 --> 00:03:51.080]   But yet this is also one of the more expensive purchases in life.
[00:03:51.080 --> 00:03:58.100]   If somebody were to choose to retire at, say, 65 years old and they were to live to, say, 90, that would be one of
[00:03:58.100 --> 00:04:05.700]   the most expensive things to fund. But the second biggest expense for many people is the cost of education. And
[00:04:05.700 --> 00:04:12.340]   by education, I include in that both the cost of college, which is usually what many people are worried about, and
[00:04:12.340 --> 00:04:18.780]   all of the costs associated with high school education, middle school education, elementary school education,
[00:04:18.780 --> 00:04:23.140]   pre-kindergarten education. I'm incorporating all types of education.
[00:04:23.220 --> 00:04:29.260]   We as parents, those of us who are parents, will spend tens of thousands of dollars on these costs, whether they're direct costs or
[00:04:29.260 --> 00:04:33.140]   indirect costs. They may be direct costs with the cost of actually paying tuition.
[00:04:33.140 --> 00:04:40.980]   They may be direct costs of the cost of supporting the government school system with the cost of with our tax payments,
[00:04:40.980 --> 00:04:47.220]   property tax payments that supply it. They may be indirect costs, paying for extracurricular activities, things like that.
[00:04:47.460 --> 00:04:56.660]   So we will pay for these costs. And the question is, is there a more intelligent way to hack the system, as it were?
[00:04:56.660 --> 00:05:03.780]   Is there a radical personal finance approved method? Is there a radical method that could get us dramatically better
[00:05:03.780 --> 00:05:10.420]   results for dramatically cheaper cost? And I think there are some really great methods that can be employed.
[00:05:10.420 --> 00:05:17.060]   The trouble is, however, the mindset that we may have around it. And I have found that we need to have, in order to,
[00:05:17.060 --> 00:05:24.500]   effectively accomplish this discussion, we need to have an ability to understand the context and the history.
[00:05:24.500 --> 00:05:30.020]   So today's show is all going to be about history of school, so that we understand a little bit.
[00:05:30.020 --> 00:05:36.660]   If we don't understand the history of something, let me use a simple example. If you're talking to me about college,
[00:05:36.660 --> 00:05:43.860]   and you're asking questions, and I'm giving you advice on how to pay for college and why you should pay for college,
[00:05:43.860 --> 00:05:51.140]   if you don't know anything about the history of college education, the facts that most people associate with
[00:05:51.140 --> 00:05:58.340]   is the higher degree of earning power from going to college, the higher degree of lifetime earnings from getting a college degree,
[00:05:58.340 --> 00:06:06.740]   if you don't know any of that history, then you don't have any context for why you should be considering it as part of your financial plan.
[00:06:06.740 --> 00:06:12.020]   But if you have a little bit of the history, then you can more easily make decisions.
[00:06:12.020 --> 00:06:19.060]   You can understand why there are tax breaks for certain decisions, why there are subsidies for certain courses of action.
[00:06:19.060 --> 00:06:27.060]   The problem that I faced when I was doing financial planning around college, however, is that many times the decision shouldn't start in college.
[00:06:27.060 --> 00:06:33.060]   If you give me somebody who's just going into college, as far as a freshman, it's too late to do financial planning.
[00:06:33.060 --> 00:06:37.860]   A, it's too late for the parents to do much for it, but it's too late to do much of the stuff that has the biggest difference.
[00:06:37.860 --> 00:06:44.900]   Why did this kid not get a free ride? Why didn't we start planning for that in middle school and figure out how to get a free ride?
[00:06:44.900 --> 00:06:49.700]   Now, there's lots of ways to do that. There are a lot of things that can be done.
[00:06:49.700 --> 00:06:59.700]   So I'm trying in this series of shows that I'm doing to present to you some alternative ideas that I think will make a dramatic difference in paying for college.
[00:06:59.700 --> 00:07:07.700]   Where I'm heading is ultimately to give you the technical show. The technical show on here's how a 529 plan works,
[00:07:07.700 --> 00:07:13.700]   and here's how an educational savings account works, and here's who can use them, and here's what you can put in them, and things like that.
[00:07:13.700 --> 00:07:23.700]   I will give you that technical show. I'll also give you some of the funky ideas that are probably more useful than those accounts.
[00:07:23.700 --> 00:07:33.700]   I'll give you that show, but I wanted to start a little bit farther back. And so this show today, which is episode 89, is actually number two in this series.
[00:07:33.700 --> 00:07:39.700]   The first show was episode 77. If you're interested in that one, it's radicalpersonalfinance.com/77.
[00:07:39.700 --> 00:07:45.700]   And in that one I said, "How to Pay for College, Teach Your Babies to Read." That was probably the most loosely connected show to this topic.
[00:07:45.700 --> 00:07:51.700]   And the reason is it's just something fun that I think is really interesting. I think it has dramatic potential.
[00:07:51.700 --> 00:07:59.700]   If you can work with children and babies when they're six months old and six weeks old and a year old and two years old and three years old,
[00:07:59.700 --> 00:08:06.700]   it can make a dramatic difference as far as their personal abilities and development. But it's an area that I'm a total amateur in,
[00:08:06.700 --> 00:08:12.700]   so I was more just sharing as a friend of friend of things I'm interested in and I think are cool to look at and study, but I'm not an expert in that.
[00:08:12.700 --> 00:08:21.700]   Next I'm going down to how to pay for primary school education. And how do we pay for high school? How would we figure out how to do this?
[00:08:21.700 --> 00:08:27.700]   Do we buy a house in a good school district so we can go to a good public school and save the cost on private school?
[00:08:27.700 --> 00:08:32.700]   Do we need to go to a private school? Is there a certain type of private school that's going to make a difference?
[00:08:32.700 --> 00:08:43.700]   So that's the second kind of part of this series moving on toward college, giving a little bit of advance notice as far as advanced preparation toward the college subject.
[00:08:43.700 --> 00:08:53.700]   But I realized as I was trying to develop my outline for these shows that if you don't have a little bit of the historical context of the history of school,
[00:08:53.700 --> 00:09:06.700]   the range of potential decisions that you'll make is very small. So I wanted to give you a little bit of the history that I have discovered surrounding the history of school.
[00:09:06.700 --> 00:09:14.700]   And I think you'll find it interesting. I find it utterly fascinating. And I think you'll find it interesting.
[00:09:14.700 --> 00:09:22.700]   But it's not—you may—if you're the type of person that gets frustrated with not having, you know, input, decision, decision, decision, decision, just give me this fax,
[00:09:22.700 --> 00:09:28.700]   you may find this frustrating and you may want to skip today's show, but I would ask you to consider trying it and listening to it,
[00:09:28.700 --> 00:09:36.700]   because you may not be familiar with some of the information. I know that I certainly wasn't until the last couple of years when I've really worked hard to try to enhance my knowledge around it.
[00:09:36.700 --> 00:09:42.700]   Today's show is an interview with a man named Brett who hosts the—he's the founder of the School Sucks Project.
[00:09:42.700 --> 00:09:45.700]   There's a podcast associated with that called the School Sucks Podcast.
[00:09:45.700 --> 00:09:52.700]   And I didn't feel capable of bringing you the history of the school system simply because I'm an amateur on the subject.
[00:09:52.700 --> 00:09:56.700]   And I didn't feel capable of doing it and being able to focus on the important things.
[00:09:56.700 --> 00:10:01.700]   So I've reached out to Brett, and he's on the show, and we've done this interview, and it's going to be divided into two parts.
[00:10:01.700 --> 00:10:06.700]   Today's interview is kind of the introduction of the history. And then tomorrow I'm going to release part two.
[00:10:06.700 --> 00:10:11.700]   In total, the interview is just under three hours, and part two is going to be all about the solutions.
[00:10:11.700 --> 00:10:21.700]   Part one is all about the history, and part two is all about some of the alternative solutions that Brett has developed as a teacher and in working with this situation.
[00:10:21.700 --> 00:10:27.700]   So I hope you find it interesting. I'm going to ask you to listen today with an open mind.
[00:10:27.700 --> 00:10:34.700]   This subject is one that could be fairly contentious, and it may be new information to you.
[00:10:34.700 --> 00:10:41.700]   It is by necessity cursory. Brett does a great job of kind of walking through the information,
[00:10:41.700 --> 00:10:48.700]   but it's fairly cursory as far as the actual level of knowledge that is in the show.
[00:10:48.700 --> 00:10:52.700]   That's not the right way to say it. The level of detail that's in the show.
[00:10:52.700 --> 00:11:00.700]   There's a book that you'll hear referenced, that I've referenced on the show multiple times, called "An Underground History of American Education."
[00:11:00.700 --> 00:11:08.700]   This book is 440 pages, and they are single-spaced. I'm holding it here in my hand. Single-spaced, 8.5 by 11 pages.
[00:11:08.700 --> 00:11:12.700]   It's dense. It's a very, very dense book.
[00:11:12.700 --> 00:11:18.700]   So we're trying to cover in about an hour basically a very voluminous history on schooling.
[00:11:18.700 --> 00:11:21.700]   But I think Brett does a great job of introducing the subject to you.
[00:11:21.700 --> 00:11:27.700]   I would ask you, though, to listen with an open mind, and my hope is indeed to foster debate.
[00:11:27.700 --> 00:11:31.700]   But I am not debating with you over what is right or what is wrong.
[00:11:31.700 --> 00:11:37.700]   I'm trying to simply give information, and I hope to foster a lively debate in your own head and with your friends and your circle of influence.
[00:11:37.700 --> 00:11:41.700]   Happy to have the debate on the blog if you're interested as well,
[00:11:41.700 --> 00:11:50.700]   but my main focus is not to say what somebody should do, but rather just give some information that I have often not heard talked about.
[00:11:50.700 --> 00:11:55.700]   This is a very important subject to me because I'm a teacher.
[00:11:55.700 --> 00:11:59.700]   I've never taught in a formal school setting, but I am a teacher.
[00:11:59.700 --> 00:12:04.700]   I consider what I'm doing on the show to be teaching, and I actually come from a long lineage of teachers.
[00:12:04.700 --> 00:12:08.700]   My mother was a teacher in the government school system. My grandmother was a teacher for many years.
[00:12:08.700 --> 00:12:11.700]   My sister is a teacher. My brother-in-law is currently a teacher.
[00:12:11.700 --> 00:12:15.700]   And I love teaching. Without knowledge and without education, what do we have?
[00:12:15.700 --> 00:12:20.700]   And the people that have sowed into our lives are usually the greatest teachers.
[00:12:20.700 --> 00:12:23.700]   So we touch in this interview on a lot on the history.
[00:12:23.700 --> 00:12:28.700]   We go into just a tiny little bit of politics at the end, not in a "this is right" and "this is wrong,"
[00:12:28.700 --> 00:12:31.700]   but just because the conversation flowed that way.
[00:12:31.700 --> 00:12:36.700]   We cover a little bit of Common Core, which is important in today's language.
[00:12:36.700 --> 00:12:39.700]   I think you'll be interested in that discussion.
[00:12:39.700 --> 00:12:44.700]   And I would ask you just to give the information in today's show—give it a listen.
[00:12:44.700 --> 00:12:46.700]   In tomorrow's show, we come back with solutions.
[00:12:46.700 --> 00:12:50.700]   I will cut the interview off specifically right when we start getting into solutions.
[00:12:50.700 --> 00:12:53.700]   The interview is about an hour and 27 minutes today.
[00:12:53.700 --> 00:12:55.700]   Give it a little bit of time through about the first four minutes.
[00:12:55.700 --> 00:13:01.700]   I ask Brett a little bit about his background, and I'll give you some of his background as a teacher,
[00:13:01.700 --> 00:13:04.700]   but give it just a little bit of time to get into the meat of the show.
[00:13:04.700 --> 00:13:07.700]   I hope you enjoy today's show.
[00:13:07.700 --> 00:13:13.700]   Sit back, relax, and enjoy learning some history that you may never have studied,
[00:13:13.700 --> 00:13:16.700]   and I hope you find it fascinating, as I do.
[00:13:16.700 --> 00:13:20.700]   So, Brett, welcome to the Radical Personal Finance Podcast.
[00:13:20.700 --> 00:13:22.700]   I appreciate you being with me this morning.
[00:13:22.700 --> 00:13:24.700]   Thank you so much. It's great to be here.
[00:13:24.700 --> 00:13:32.700]   So you're probably—I would bet that this is probably your first time coming on a personal finance podcast to talk about education.
[00:13:32.700 --> 00:13:36.700]   Do you get a lot of calls from people to talk about finance and school at the same time?
[00:13:36.700 --> 00:13:40.700]   It's my first time on a personal finance podcast ever.
[00:13:40.700 --> 00:13:43.700]   Well, good. Well, I think we'll see as the interview goes on.
[00:13:43.700 --> 00:13:50.700]   I'm hoping to pull out some themes and to just basically use you as a resource of knowledge to share with me
[00:13:50.700 --> 00:13:53.700]   and teach me some things and teach the audience some things as well.
[00:13:53.700 --> 00:13:57.700]   So we're here today to talk about school and education,
[00:13:57.700 --> 00:14:05.700]   and what I'd love to do is would you start with maybe a little bit about your background and your path as a teacher
[00:14:05.700 --> 00:14:08.700]   and then how you wound up hosting the School Sucks podcast?
[00:14:08.700 --> 00:14:10.700]   Sure, absolutely.
[00:14:10.700 --> 00:14:18.700]   The way I usually describe it to people is I was continuously learning my way out of jobs that I had.
[00:14:18.700 --> 00:14:26.700]   And, you know, I wasn't really—it wasn't like I was taking a moral stand against a kind of work that I was doing.
[00:14:26.700 --> 00:14:32.700]   It's just like the more I learned about, you know, the environment that I was in and what was behind it
[00:14:32.700 --> 00:14:40.700]   and what I was really being asked to do, what my function really was, I stopped enjoying that work and no longer wanted to do it.
[00:14:40.700 --> 00:14:44.700]   So my career started, you know, I was still in college.
[00:14:44.700 --> 00:14:50.700]   I was pursuing a bachelor's degree in communications, and I really fell in love with history.
[00:14:50.700 --> 00:14:57.700]   I had a great history professor, and it had always been a subject that I didn't like very much.
[00:14:57.700 --> 00:15:01.700]   I actually really kind of despised in high school. I thought it was terribly boring.
[00:15:01.700 --> 00:15:06.700]   But this guy had such a wonderful energy that it really ignited my interest.
[00:15:06.700 --> 00:15:14.700]   And he was so dynamic and passionate about the subject, it actually started to get me interested in the idea of teaching.
[00:15:14.700 --> 00:15:21.700]   And there were a variety of things that were happening around for me around the age of 20, 21,
[00:15:21.700 --> 00:15:30.700]   that had me looking for a new course in life, and I really felt that it was important to give something.
[00:15:30.700 --> 00:15:38.700]   I don't know how to describe it today. I think I was very politically confused, and I felt like I owed something to society.
[00:15:38.700 --> 00:15:44.700]   I felt like a meaningful life was making some kind of contribution.
[00:15:44.700 --> 00:15:51.700]   And I still believe that to an extent, but the way my conception of it then was very different.
[00:15:51.700 --> 00:15:58.700]   And the first job I had working with young people was in a boarding school for troubled kids,
[00:15:58.700 --> 00:16:06.700]   kids who had been labeled like oppositional defiant, kids who were struggling with a variety of psychological or academic behavioral issues.
[00:16:06.700 --> 00:16:12.700]   It was a place where you could move up. It was private, so you could move through the ranks pretty quickly.
[00:16:12.700 --> 00:16:20.700]   I moved kind of sideways first from being like a residential person to a teacher's aide.
[00:16:20.700 --> 00:16:26.700]   I asked them to promote me to a difficult lead teaching position on a specialized campus.
[00:16:26.700 --> 00:16:32.700]   They did that. I put in a couple of years in a very challenging environment, like I said,
[00:16:32.700 --> 00:16:38.700]   and I asked them as basically a reward to make me the history teacher of this other school they ran.
[00:16:38.700 --> 00:16:45.700]   So this was my career progression from about 2000 to 2006.
[00:16:45.700 --> 00:16:53.700]   In 2006, I moved to the Boston area, and I just started doing private tutoring, mostly academic tutoring at first,
[00:16:53.700 --> 00:16:59.700]   which was the best view I had of the operation of public schools.
[00:16:59.700 --> 00:17:08.700]   I had learned a lot about the state's care of children working in the private school because all the it wasn't really private.
[00:17:08.700 --> 00:17:14.700]   I mean, all the money came from state departments of child services and Medicaid and stuff like that.
[00:17:14.700 --> 00:17:21.700]   But I got actually basically a walking tour of the public schools in Massachusetts,
[00:17:21.700 --> 00:17:28.700]   where the public schools are considered to be really extraordinary as far as public schools go in the greater Boston area.
[00:17:28.700 --> 00:17:37.700]   Between 2006 and 2008, I did a lot of SAT tutoring at that time, and in 2009,
[00:17:37.700 --> 00:17:45.700]   I teamed up with a professor from King's College in New York, and we started just a little tutoring business in New Hampshire
[00:17:45.700 --> 00:17:52.700]   that was primarily focused on the SATs and follow up tutoring for the SATs.
[00:17:52.700 --> 00:18:02.700]   And I did that until 2013 and wasn't really enjoying the work very much anymore.
[00:18:02.700 --> 00:18:10.700]   It was very repetitive, so it's very easy, but it was boring.
[00:18:10.700 --> 00:18:18.700]   And I realized running this small company how much time I was spending doing essentially unpaid work.
[00:18:18.700 --> 00:18:28.700]   I mean, I think as a contractor, and I think of like a dollar amount attached to every hour I spend,
[00:18:28.700 --> 00:18:36.700]   and a lot of the work was just basically investigation, trying to make connections, dealing with football booster clubs.
[00:18:36.700 --> 00:18:40.700]   And I understand that down the road that work can produce money,
[00:18:40.700 --> 00:18:48.700]   but at the same time I had been doing the School Sucks podcast and running the School Sucks project since about 2009.
[00:18:48.700 --> 00:18:54.700]   I said, "Well, if I'm going to be doing this low-income work,
[00:18:54.700 --> 00:18:58.700]   I really would rather be doing it with something I'm passionate about,"
[00:18:58.700 --> 00:19:05.700]   which was the show, Expanding and Growing the Show, which I started, like I said, in 2009 basically as a kind of therapy
[00:19:05.700 --> 00:19:12.700]   to talk about all of these stories and experiences that I had had working in and around the public schools,
[00:19:12.700 --> 00:19:18.700]   mostly in Massachusetts from 2006 to 2008.
[00:19:18.700 --> 00:19:24.700]   But I also had all of this interesting experience prior to that, and I had a lot to say.
[00:19:24.700 --> 00:19:30.700]   And I was becoming more politically aware between like maybe 2005 and 2008.
[00:19:30.700 --> 00:19:34.700]   So I was listening to other podcasters who were like-minded,
[00:19:34.700 --> 00:19:39.700]   and I was pausing and kind of talking through some of the things they were saying,
[00:19:39.700 --> 00:19:44.700]   and I was really driven to say something, to do something.
[00:19:44.700 --> 00:19:51.700]   And at the same time, I was missing kind of the audience that I had had as a classroom teacher,
[00:19:51.700 --> 00:19:56.700]   and that was why I started the podcast in 2009.
[00:19:56.700 --> 00:20:00.700]   I need to hear your background, and I want to talk about what you cover with the podcast,
[00:20:00.700 --> 00:20:03.700]   but I want to give you just a little bit of introduction,
[00:20:03.700 --> 00:20:09.700]   just to kind of how I came to learn a little bit more about the history of the school system.
[00:20:09.700 --> 00:20:15.700]   So I come from a-and this will help, I think, to also center the conversation for the audience.
[00:20:15.700 --> 00:20:19.700]   I come from a background of working as a professional financial advisor.
[00:20:19.700 --> 00:20:22.700]   So I'm young. I'm almost 30.
[00:20:22.700 --> 00:20:25.700]   And for the last six years, I worked as a full-time financial planner.
[00:20:25.700 --> 00:20:29.700]   And when I started working as a financial planner, I was young when I started.
[00:20:29.700 --> 00:20:30.700]   I was 23 when I started.
[00:20:30.700 --> 00:20:34.700]   And I – to me, I had just a lot of very simple answers.
[00:20:34.700 --> 00:20:38.700]   I thought everything was essentially straightforward.
[00:20:38.700 --> 00:20:41.700]   After all, I had always been interested in personal finance.
[00:20:41.700 --> 00:20:47.700]   The rules of how to get wealthy and stay wealthy were fairly simple and fairly straightforward.
[00:20:47.700 --> 00:20:50.700]   And I figured all I needed to do was just simply teach people all the stuff that I had learned
[00:20:50.700 --> 00:20:53.700]   and that I had memorized, and everything would be simple.
[00:20:53.700 --> 00:20:57.700]   Then I actually started working as a financial advisor, and in working as a financial advisor,
[00:20:57.700 --> 00:21:02.700]   I started to experience that even though I might have had a technically correct answer,
[00:21:02.700 --> 00:21:05.700]   then technically correct answer, it didn't always work.
[00:21:05.700 --> 00:21:11.700]   And what I learned is that it just felt like – and I'm compressing a lot into a short period of time here,
[00:21:11.700 --> 00:21:15.700]   but it felt like a majority of the people that I was working with didn't –
[00:21:15.700 --> 00:21:22.700]   everyone was kind of pursuing the same path, that they didn't actually understand why they wanted and why they cared.
[00:21:22.700 --> 00:21:27.700]   And it wasn't really working, but everybody felt like they should be doing something that they weren't doing.
[00:21:27.700 --> 00:21:31.700]   And so specifically, this is most apparent around the topic of retirement planning.
[00:21:31.700 --> 00:21:36.700]   When you ask over a thousand people, "When do you want to retire," essentially,
[00:21:36.700 --> 00:21:43.700]   and a great majority of them tell you age of 65 or 60, and I'm looking at it, and then I ask, "Why?"
[00:21:43.700 --> 00:21:47.700]   And you find out there's really nothing behind that except that's what everyone else does.
[00:21:47.700 --> 00:21:50.700]   That really bothered me because I looked at it, and I'm a pretty kind of –
[00:21:50.700 --> 00:21:54.700]   I think I'm a little bit of an out-of-the-box thinker, and I say, "Why would you wait until 65?
[00:21:54.700 --> 00:21:56.700]   Why don't we do it other ways?"
[00:21:56.700 --> 00:21:58.700]   So when I would start to describe other paths to people,
[00:21:58.700 --> 00:22:02.700]   other potential ways to achieve their financial goals more quickly, I'd often get a blank stare.
[00:22:02.700 --> 00:22:07.700]   And then I was frustrated that I didn't seem like anybody wanted to learn anything.
[00:22:07.700 --> 00:22:12.700]   And so through a variety of circumstances, that got me interested in saying, "Why?
[00:22:12.700 --> 00:22:18.700]   Like what is wrong? Because – and how can I not – why can I not get people to do these things that work more quickly?
[00:22:18.700 --> 00:22:21.700]   Why can't I get someone to leave a job and just go start a business?"
[00:22:21.700 --> 00:22:28.700]   And that sent me through a series of interesting occurrences to studying the school system
[00:22:28.700 --> 00:22:32.700]   and learning about some of the history that I had never known.
[00:22:32.700 --> 00:22:40.700]   And so that's kind of how it connected to finance, and I've bumbled into the history of schooling
[00:22:40.700 --> 00:22:45.700]   without any prior connection to it from a school perspective.
[00:22:45.700 --> 00:22:49.700]   I've bumbled into it trying to solve the problem in financial planning.
[00:22:49.700 --> 00:22:52.700]   And I was a little bit – I came from – I was educated at home through seventh grade,
[00:22:52.700 --> 00:22:58.700]   and then I went to a private school through high school, and then college and whatnot through a more traditional path.
[00:22:58.700 --> 00:23:02.700]   So I think I had some experience that made me more receptive than many people.
[00:23:02.700 --> 00:23:09.700]   So that's just to give you some background as far as how I stumbled into thinking and talking about schooling.
[00:23:09.700 --> 00:23:16.700]   Yeah, there's something you said too, though, that really – it made me think the attitudes of obedience and conformity
[00:23:16.700 --> 00:23:20.700]   that are just so prevalent in society. It was one word.
[00:23:20.700 --> 00:23:27.700]   And I'm not faulting anyone for this. I don't want to say that people are thoughtless about this because it sounds so crass,
[00:23:27.700 --> 00:23:35.700]   but I just don't think people have ever really been given the opportunities in some cases to think about these things.
[00:23:35.700 --> 00:23:40.700]   And retirement – when I hear somebody say that word, I have so many questions.
[00:23:40.700 --> 00:23:50.700]   What does retirement mean to you? I mean, I think now about how I spend 30 to 50 hours of my week,
[00:23:50.700 --> 00:23:56.700]   and I wouldn't want to not do that. Is it like relief from doing that thing?
[00:23:56.700 --> 00:24:03.700]   Do you sit on the beach? Do you join a shuffleboard league? What does it mean? What do you do with all your time?
[00:24:03.700 --> 00:24:12.700]   And so even the idea of retirement kind of leads me to the question of, what are you doing in life?
[00:24:12.700 --> 00:24:19.700]   Do you want relief from that? Are you deferring happiness that you could have now some way?
[00:24:19.700 --> 00:24:27.700]   Just with this end date in mind that I guess was kind of – I don't want to say it was arbitrarily set by the government at 65,
[00:24:27.700 --> 00:24:33.700]   but are people just kind of like fighting their way through life to get to that point when they can do what?
[00:24:33.700 --> 00:24:36.700]   Nothing? I have so many questions about that, you know?
[00:24:36.700 --> 00:24:41.700]   But I think it kind of lines up nicely with what you were saying, that people would give you this answer of 65
[00:24:41.700 --> 00:24:45.700]   just because that's like a set retirement age and that's when it will be over.
[00:24:45.700 --> 00:24:51.700]   Right. And I've done a lot of history – excuse me – as much studying as I've been able to find
[00:24:51.700 --> 00:24:56.700]   to find out about the history of retirement as a word and as a concept.
[00:24:56.700 --> 00:25:01.700]   I've got a couple of shows where I talk about the history a little bit that you might be interested in afterward
[00:25:01.700 --> 00:25:03.700]   with some of what I have learned on the subject.
[00:25:03.700 --> 00:25:10.700]   But I really feel like you hit the nail on the head as far as people often not kind of getting a clear picture.
[00:25:10.700 --> 00:25:18.700]   And what I observed is – as a simple example, you make the point of, OK, you can just simply transition from –
[00:25:18.700 --> 00:25:23.700]   you can just – why would you want to – why not create something that you wouldn't want to quit from?
[00:25:23.700 --> 00:25:25.700]   And this is what I learned in doing financial planning.
[00:25:25.700 --> 00:25:31.700]   I learned – once I learned all the science of it and I took away the whole idea of retirement that I've got to do this for these benefits
[00:25:31.700 --> 00:25:34.700]   and once I learned about benefits and learned about tax and all the mystery went away,
[00:25:34.700 --> 00:25:38.700]   then I said there's a simple and easy way to retire.
[00:25:38.700 --> 00:25:41.700]   Pick a job that you wouldn't want to retire from and go do it.
[00:25:41.700 --> 00:25:48.700]   But I couldn't get – I struggle to get people to A, figure out what they want to do
[00:25:48.700 --> 00:25:53.700]   and I think this has a lot to do with schooling which is where I want to go to.
[00:25:53.700 --> 00:25:59.700]   I feel like A, people don't – even me, I'm not that in touch with what I actually want to do
[00:25:59.700 --> 00:26:03.700]   because I'm not accustomed to thinking about what I want to do.
[00:26:03.700 --> 00:26:06.700]   I'm accustomed to simply doing what I'm told to do that I need to do.
[00:26:06.700 --> 00:26:15.700]   And then B, helping people to have the courage to just make the jump out of what seems to be safe and secure into what seems to be scary.
[00:26:15.700 --> 00:26:21.700]   And those are the two things with financial planning that seem to be the two biggest obstacles.
[00:26:21.700 --> 00:26:26.700]   Number one, not knowing what we want and number two, having the fear of going after it.
[00:26:26.700 --> 00:26:30.700]   So I've been trying to figure out why.
[00:26:30.700 --> 00:26:33.700]   Like why psychologically do we face this fear?
[00:26:33.700 --> 00:26:37.700]   And I think part of it might have something to do with schooling.
[00:26:37.700 --> 00:26:42.700]   So you reached the conclusion that school doesn't work.
[00:26:42.700 --> 00:26:46.700]   Why did you reach that conclusion and how?
[00:26:46.700 --> 00:26:49.700]   Well, first of all, it depends on – does the school work?
[00:26:49.700 --> 00:26:51.700]   It depends on who you ask.
[00:26:51.700 --> 00:26:58.700]   I mean, I would think that the average politician, if you could get them alone in a room and get them to be honest,
[00:26:58.700 --> 00:27:04.700]   somebody running for office on a national level, they would say, "Oh, man, school is awesome."
