
[00:00:00.040 --> 00:00:09.480]   ち
[00:02:38.100 --> 00:02:51.320]   Princess,
[00:02:51.320 --> 00:02:53.060]   bicycle,
[00:03:22.460 --> 00:03:23.300]   Кор,
[00:03:23.300 --> 00:03:23.300]   I'm not going to be very radical. Because, I don't want you to think that you have to be pretty hardcore radical in order to get good results. You don't. You just can't be stupid. Let's talk about income. In order to build financial independence in a reasonable amount of time, you need to have a strong income. Now, I don't quite know how to define strong income. Obviously, that's subjective. Your strong income will vary depending on how you define it.
[00:03:23.340 --> 00:03:31.240]  af Noel
[00:03:31.240 --> 00:03:37.320]   die over the stuff Gew " дет with a dot whichever say美 وہ
[00:03:37.320 --> 00:03:50.300]   limit, a, a, a, a, a, a, a, a, a, a, a, a, a,,,,.,.,..ерж. Mc.empt.ỗ.ünkü. sugar.
[00:03:50.300 --> 00:03:52.440]   생각이 Fil.
[00:03:52.700 --> 00:03:56.640]   cut
[00:03:56.640 --> 00:04:02.380]   wasn then
[00:04:02.380 --> 00:04:20.920]   End A I end,,,,,,lined
[00:04:22.200 --> 00:04:32.060]   queue
[00:04:32.060 --> 00:04:32.660]  rem Cinema 不要
[00:04:32.660 --> 00:04:34.400]   Uh, I go, and,,,,,,, Andreunes
[00:05:48.140 --> 00:05:48.140]   He's a local franchisee.
[00:05:48.140 --> 00:05:48.140]   He's a local franchisee.
[00:05:48.140 --> 00:05:48.140]   He's a local franchisee.
[00:05:48.140 --> 00:05:48.380]   He's a local franchisee.
[00:05:48.380 --> 00:05:48.460]   He's a local franchisee.
[00:05:48.460 --> 00:05:48.520]   He's a local franchisee.
[00:05:48.520 --> 00:05:48.620]   He's a local franchisee.
[00:05:48.620 --> 00:05:48.700]   He's a local franchisee.
[00:05:48.700 --> 00:05:48.760]   He's a local franchisee.
[00:05:48.760 --> 00:05:48.860]   He's a local franchisee.
[00:05:48.860 --> 00:05:48.940]   He's a local franchisee.
[00:05:48.940 --> 00:05:49.160]   He's a local franchisee.
[00:05:49.160 --> 00:05:49.300]   He's a local franchisee.
[00:05:49.300 --> 00:05:49.500]   He's a local franchisee.
[00:06:15.660 --> 00:06:15.720]   He's a local franchisee.
[00:06:15.720 --> 00:06:15.800]   He's a local franchisee.
[00:06:15.800 --> 00:06:16.060]   He's a local franchisee.
[00:06:16.060 --> 00:06:16.220]   He's a local franchisee.
[00:06:16.220 --> 00:06:16.360]   He's a local franchisee.
[00:06:16.360 --> 00:06:16.480]   He's a local franchisee.
[00:06:16.480 --> 00:06:16.620]   He's a local franchisee.
[00:06:16.620 --> 00:06:16.640]   He's a local franchisee.
[00:06:16.640 --> 00:06:16.680]   He's a local franchisee.
[00:06:33.600 --> 00:06:35.740]   a week.
[00:06:35.740 --> 00:06:41.740]   Much of the time you'll earn a lot of money, even if your hourly rate is not particularly high.
[00:06:41.740 --> 00:06:43.800]   Let's say that your hourly rate is $35 an hour, which would be about $10 an hour.
[00:06:43.800 --> 00:06:44.820]   Let's say that your hourly rate is $35 an hour, which would be about $10 an hour.
[00:06:44.820 --> 00:06:44.920]   Let's say that your hourly rate is $35 an hour, which would be about $10 an hour.
[00:06:44.920 --> 00:06:44.980]   Let's say that your hourly rate is $35 an hour, which would be about $10 an hour.
[00:06:44.980 --> 00:06:44.980]   Let's say that your hourly rate is not particularly high...
[00:06:44.980 --> 00:06:44.980]   Let's say that your hourly rate is $35 an hour, which would be about $10 an hour....
[00:06:45.020 --> 00:06:56.160]  SD, study study.
[00:06:56.160 --> 00:07:13.320]   couldn
[00:07:13.840 --> 00:07:24.920]   just
[00:10:02.540 --> 00:10:12.620]   connect
[00:10:12.620 --> 00:10:28.640]  - 250 I'm or that, and,,,,,,олот 100
[00:10:32.000 --> 00:10:42.280]   right
[00:10:42.280 --> 00:10:42.940]   g. I, soul,apers,
[00:11:57.260 --> 00:12:04.660]   like
[00:12:04.660 --> 00:12:21.440]   bottle was, e
[00:13:22.180 --> 00:13:22.180]   I
[00:13:22.220 --> 00:13:50.500]  ертвere.com/patron and you can sign up there to support the show at whatever level you feel is right for you. This is a voluntary support, that's my Patreon page. You can support me with a dollar a month, five dollars a month, ten dollars a month, any number that seems right to you. But if you're gaining financial benefit from this show, and if it's achieving financial results in your life, I'd be grateful for your financial support.
[00:13:50.500 --> 00:13:50.500]   I'd be grateful for your financial support.
[00:13:50.500 --> 00:13:50.500]   I'd be grateful for your financial support.
[00:13:50.500 --> 00:13:50.500]   I'd be grateful for your financial support.
[00:13:50.500 --> 00:13:50.500]   I'd be grateful for your financial support.
[00:13:50.500 --> 00:13:50.500]   I'd be grateful for your financial support.
[00:13:50.500 --> 00:13:50.580]   I'd be grateful for your financial support.
[00:13:50.580 --> 00:13:50.660]   I'd be grateful for your financial support.
[00:13:50.660 --> 00:13:50.780]   I'd be grateful for your financial support.
[00:13:50.780 --> 00:13:50.860]   I'd be grateful for your financial support.
[00:13:50.860 --> 00:13:50.940]   I'd be grateful for your financial support.
[00:13:50.980 --> 00:14:11.900]  ,
[00:14:11.900 --> 00:14:11.980]   I'd be grateful for your financial support.
[00:14:11.980 --> 00:14:11.980]   I'd be grateful for your financial support.
[00:14:11.980 --> 00:14:12.020]   I'd be grateful for your financial support.
[00:14:12.020 --> 00:14:12.060]   I'd be grateful for your financial support.
[00:14:12.060 --> 00:14:12.100]   I'd be grateful for your financial support.
[00:14:12.100 --> 00:14:12.140]   I'd be grateful for your financial support.
[00:14:12.140 --> 00:14:12.180]   I'd be grateful for your financial support.
[00:14:12.180 --> 00:14:16.040]   I'd be grateful for your financial support. I'd be grateful for your support. I'd be grateful for your support. I'd be grateful for your support. I'd be grateful for your support for your support. I'd be grateful for your support for your support. I'd be grateful for your support for your support. I'd be grateful for your support for your support. I'd be grateful for your support for your support. I'd be grateful for your support for your support. I'd be grateful for your support for your support. I'd be grateful to the food and the food. I'd be a little bit of the food. I'd be a little bit of the
[00:14:16.060 --> 00:14:26.060]   Ralph's fresh for everyone.

