
[00:00:00.040 --> 00:00:10.540]   kill
[00:04:28.880 --> 00:04:28.880]   I'm excited to bring them back and hopefully they'll be back for good.
[00:04:28.880 --> 00:04:28.880]   I'm excited to bring them back and hopefully they'll be back for good.
[00:04:28.880 --> 00:04:28.880]   I'm excited to bring them back and hopefully they'll be back for good.
[00:04:28.880 --> 00:04:28.880]   I'm excited to bring them back and hopefully they'll be back for good.
[00:04:28.880 --> 00:04:28.880]   I'm excited to bring them back and hopefully they'll be back for good.
[00:04:28.880 --> 00:04:28.880]   I'm excited to bring them back and hopefully they'll be back for good.
[00:04:28.880 --> 00:04:28.880]   I'm excited to bring them back and hopefully they'll be back for good.
[00:04:28.880 --> 00:04:28.880]   I'm excited to bring them back and hopefully they'll be back for good.
[00:04:28.880 --> 00:04:28.880]   I'm excited to bring them back and hopefully they'll be back for good.
[00:04:28.900 --> 00:04:58.900]   I'm excited to bring them back and hopefully they'll be back for good.
[00:04:58.900 --> 00:04:58.900]   I'm excited to bring them back and hopefully they'll be back for good.
[00:04:58.900 --> 00:04:58.900]   I'm excited to bring them back and hopefully they'll be back for good.
[00:04:58.900 --> 00:04:58.900]   I'm excited to bring them back and hopefully they'll be back for good.
[00:04:58.900 --> 00:04:58.900]   I'm excited to bring them back and hopefully they'll be back for good.
[00:04:58.900 --> 00:04:58.900]   I'm excited to bring them back and hopefully they'll be back for good.
[00:04:58.900 --> 00:04:58.900]   I'm excited to bring them back and hopefully they'll be back for good.
[00:04:58.900 --> 00:04:58.900]   I'm excited to bring them back and hopefully they'll be back for good.
[00:04:58.900 --> 00:04:58.900]   I'm excited to bring them back and hopefully they'll be back for good.
[00:04:58.900 --> 00:04:58.900]   I'm excited to bring them back and hopefully they'll be back for good.
[00:04:58.900 --> 00:04:58.900]   I'm excited to bring them back and hopefully they'll be back for good.
[00:04:58.920 --> 00:05:28.920]   I'm excited to bring them back and hopefully they'll be back for good.
[00:05:28.920 --> 00:05:28.920]   I'm excited to bring them back and hopefully they'll be back for good.
[00:05:28.920 --> 00:05:28.920]   I'm excited to bring them back and hopefully they'll be back for good.
[00:05:28.920 --> 00:05:28.920]   I'm excited to bring them back and hopefully they'll be back for good.
[00:05:28.920 --> 00:05:28.920]   I'm excited to bring them back and hopefully they'll be back for good.
[00:05:28.920 --> 00:05:28.920]   I'm excited to bring them back and hopefully they'll be back for good.
[00:05:28.920 --> 00:05:28.920]   I'm excited to bring them back and hopefully they'll be back for good.
[00:05:28.920 --> 00:05:28.920]   I'm excited to bring them back and hopefully they'll be back for good.
[00:05:28.920 --> 00:05:28.920]   I'm excited to bring them back and hopefully they'll be back for good.
[00:05:28.920 --> 00:05:28.920]   I'm excited to bring them back and hopefully they'll be back for good.
[00:05:28.920 --> 00:05:28.920]   I'm excited to bring them back and hopefully they'll be back for good.
[00:05:28.920 --> 00:05:28.920]   I'm excited to bring them back and hopefully they'll be back for good.
[00:05:28.960 --> 00:05:58.940]  ,
[00:05:58.940 --> 00:05:58.940]   I'm excited to bring them back and hopefully they'll be back for good.
[00:05:58.940 --> 00:05:58.940]   I'm excited to bring them back and hopefully they'll be back for good.
[00:05:58.940 --> 00:05:58.940]   I'm excited to bring them back and hopefully they'll be back for good.
[00:05:58.940 --> 00:05:58.940]   I'm excited to bring them back and hopefully they'll be back for good.
[00:05:58.940 --> 00:05:58.940]   I'm excited to bring them back and hopefully they'll be back for good.
[00:05:58.940 --> 00:05:58.940]   I'm excited to bring them back and hopefully they'll be back for good.
[00:05:58.940 --> 00:05:58.940]   I'm excited to bring them back and hopefully they'll be back for good.
[00:05:58.940 --> 00:05:58.940]   I'm excited to bring them back and hopefully they'll be back for good.
[00:05:58.960 --> 00:06:28.960]   I'm excited to bring them back and hopefully they'll be back for good.
[00:06:28.960 --> 00:06:28.960]   I'm excited to bring them back and hopefully they'll be back for good.
[00:06:28.960 --> 00:06:28.960]   I'm excited to bring them back and hopefully they'll be back for good.
[00:06:28.960 --> 00:06:28.960]   I'm excited to bring them back and hopefully they'll be back for good.
[00:06:28.960 --> 00:06:28.960]   I'm excited to bring them back and hopefully they'll be back for good.
[00:06:28.960 --> 00:06:28.960]   I'm excited to bring them back and hopefully they'll be back for good.
[00:06:28.960 --> 00:06:28.960]   I'm excited to bring them back and hopefully they'll be back for good.
[00:06:28.960 --> 00:06:28.960]   I'm excited to bring them back and hopefully they'll be back for good.
[00:06:28.960 --> 00:06:28.960]   I'm excited to bring them back and hopefully they'll be back for good.
[00:06:28.960 --> 00:06:28.960]   I'm excited to bring them back and hopefully they'll be back for good.
[00:06:28.960 --> 00:06:28.960]   I'm excited to bring them back and hopefully they'll be back for good.
[00:06:28.960 --> 00:06:28.960]   I'm excited to bring them back and hopefully they'll be back for good.
[00:06:28.960 --> 00:06:58.980]   I'm excited to bring them back and hopefully they'll be back for good.
[00:06:58.980 --> 00:06:58.980]   I'm excited to bring them back and hopefully they'll be back for good.
[00:06:58.980 --> 00:06:58.980]   I'm excited to bring them back and hopefully they'll be back for good.
[00:06:58.980 --> 00:06:58.980]   I'm excited to bring them back and hopefully they'll be back for good.
[00:06:58.980 --> 00:06:58.980]   I'm excited to bring them back and hopefully they'll be back for good.
[00:06:58.980 --> 00:06:58.980]   I'm excited to bring them back and hopefully they'll be back for good.
[00:06:58.980 --> 00:06:58.980]   I'm excited to bring them back and hopefully they'll be back for good.
[00:06:58.980 --> 00:06:58.980]   I'm excited to bring them back and hopefully they'll be back for good.
[00:06:58.980 --> 00:06:58.980]   I'm excited to bring them back and hopefully they'll be back for good.
[00:06:58.980 --> 00:06:58.980]   I'm excited to bring them back and hopefully they'll be back for good.
[00:06:58.980 --> 00:06:58.980]   I'm excited to bring them back and hopefully they'll be back for good.
[00:06:59.000 --> 00:07:29.000]   I'm excited to bring them back and hopefully they'll be back for good.
[00:07:29.000 --> 00:07:29.000]   I'm excited to bring them back and hopefully they'll be back for good.
[00:07:29.000 --> 00:07:29.000]   I'm excited to bring them back and hopefully they'll be back for good.
[00:07:29.000 --> 00:07:29.000]   I'm excited to bring them back and hopefully they'll be back for good.
[00:07:29.000 --> 00:07:29.000]   I'm excited to bring them back and hopefully they'll be back for good.
[00:07:29.000 --> 00:07:29.000]   I'm excited to bring them back and hopefully they'll be back for good.
[00:07:29.000 --> 00:07:29.000]   I'm excited to bring them back and hopefully they'll be back for good.
[00:07:29.000 --> 00:07:29.000]   I'm excited to bring them back and hopefully they'll be back for good.
[00:07:29.000 --> 00:07:29.000]   I'm excited to bring them back and hopefully they'll be back for good.
[00:07:29.000 --> 00:07:29.000]   I'm excited to bring them back and hopefully they'll be back for good.
[00:07:29.000 --> 00:07:29.000]   I'm excited to bring them back and hopefully they'll be back for good.
[00:07:29.000 --> 00:07:29.000]   I'm excited to bring them back and hopefully they'll be back for good.
[00:07:29.000 --> 00:07:59.020]   I'm excited to bring them back and hopefully they'll be back for good.
[00:07:59.020 --> 00:07:59.020]   I'm excited to bring them back and hopefully they'll be back for good.
[00:07:59.020 --> 00:07:59.020]   I'm excited to bring them back and hopefully they'll be back for good.
[00:07:59.020 --> 00:07:59.020]   I'm excited to bring them back and hopefully they'll be back for good.
[00:07:59.020 --> 00:07:59.020]   I'm excited to bring them back and hopefully they'll be back for good.
[00:07:59.020 --> 00:07:59.020]   I'm excited to bring them back and hopefully they'll be back for good.
[00:07:59.020 --> 00:07:59.020]   I'm excited to bring them back and hopefully they'll be back for good.
[00:07:59.040 --> 00:08:29.040]   I'm excited to bring them back and hopefully they'll be back for good.
[00:08:29.040 --> 00:08:29.040]   I'm excited to bring them back and hopefully they'll be back for good.
[00:08:29.040 --> 00:08:29.040]   I'm excited to bring them back and hopefully they'll be back for good.
[00:08:29.040 --> 00:08:29.040]   I'm excited to bring them back and hopefully they'll be back for good.
[00:08:29.040 --> 00:08:29.040]   I'm excited to bring them back and hopefully they'll be back for good.
[00:08:29.040 --> 00:08:29.040]   I'm excited to bring them back and hopefully they'll be back for good.
[00:08:29.040 --> 00:08:29.040]   I'm excited to bring them back and hopefully they'll be back for good.
[00:08:29.040 --> 00:08:29.040]   I'm excited to bring them back and hopefully they'll be back for good.
[00:08:29.040 --> 00:08:29.040]   I'm excited to bring them back and hopefully they'll be back for good.
[00:08:29.040 --> 00:08:29.040]   I'm excited to bring them back and hopefully they'll be back for good.
[00:08:29.040 --> 00:08:29.040]   I'm excited to bring them back and hopefully they'll be back for good.
[00:08:29.040 --> 00:08:29.040]   I'm excited to bring them back and hopefully they'll be back for good.
[00:08:29.040 --> 00:08:59.060]   I'm excited to bring them back and hopefully they'll be back for good.
[00:08:59.060 --> 00:08:59.060]   I'm excited to bring them back and hopefully they'll be back for good.
[00:08:59.060 --> 00:08:59.060]   I'm excited to bring them back and hopefully they'll be back for good.
[00:08:59.060 --> 00:08:59.060]   I'm excited to bring them back and hopefully they'll be back for good.
[00:08:59.060 --> 00:08:59.060]   I'm excited to bring them back and hopefully they'll be back for good.
[00:08:59.060 --> 00:08:59.060]   I'm excited to bring them back and hopefully they'll be back for good.
[00:08:59.060 --> 00:08:59.060]   I'm excited to bring them back and hopefully they'll be back for good.
[00:08:59.060 --> 00:08:59.060]   I'm excited to bring them back and hopefully they'll be back for good.
[00:08:59.060 --> 00:08:59.060]   I'm excited to bring them back and hopefully they'll be back for good.
[00:08:59.080 --> 00:09:29.080]   I'm excited to bring them back and hopefully they'll be back for good.
[00:09:29.080 --> 00:09:29.080]   I'm excited to bring them back and hopefully they'll be back for good.
[00:09:29.080 --> 00:09:29.080]   I'm excited to bring them back and hopefully they'll be back for good.
[00:09:29.080 --> 00:09:29.080]   I'm excited to bring them back and hopefully they'll be back for good.
[00:09:29.080 --> 00:09:29.080]   I'm excited to bring them back and hopefully they'll be back for good.
[00:09:29.080 --> 00:09:29.080]   I'm excited to bring them back and hopefully they'll be back for good.
[00:09:29.080 --> 00:09:29.080]   I'm excited to bring them back and hopefully they'll be back for good.
[00:09:29.080 --> 00:09:29.080]   I'm excited to bring them back and hopefully they'll be back for good.
[00:09:29.080 --> 00:09:29.080]   I'm excited to bring them back and hopefully they'll be back for good.
[00:09:29.080 --> 00:09:29.080]   I'm excited to bring them back and hopefully they'll be back for good.
[00:09:29.080 --> 00:09:29.080]   I'm excited to bring them back and hopefully they'll be back for good.
[00:09:29.080 --> 00:09:29.080]   I'm excited to bring them back and hopefully they'll be back for good.
[00:09:29.080 --> 00:09:59.100]   I'm excited to bring them back and hopefully they'll be back for good.
[00:09:59.100 --> 00:09:59.100]   I'm excited to bring them back and hopefully they'll be back for good.
[00:09:59.100 --> 00:09:59.100]   I'm excited to bring them back and hopefully they'll be back for good.
[00:09:59.100 --> 00:09:59.100]   I'm excited to bring them back and hopefully they'll be back for good.
[00:09:59.100 --> 00:09:59.100]   I'm excited to bring them back and hopefully they'll be back for good.
[00:09:59.100 --> 00:09:59.100]   I'm excited to bring them back and hopefully they'll be back for good.
[00:09:59.100 --> 00:09:59.100]   I'm excited to bring them back and hopefully they'll be back for good.
[00:09:59.100 --> 00:09:59.100]   I'm excited to bring them back and hopefully they'll be back for good.
[00:09:59.100 --> 00:09:59.100]   I'm excited to bring them back and hopefully they'll be back for good.
[00:09:59.120 --> 00:10:29.120]   I'm excited to bring them back and hopefully they'll be back for good.
[00:10:29.120 --> 00:10:29.120]   I'm excited to bring them back and hopefully they'll be back for good.
[00:10:29.120 --> 00:10:29.120]   I'm excited to bring them back and hopefully they'll be back for good.
[00:10:29.120 --> 00:10:29.120]   I'm excited to bring them back and hopefully they'll be back for good.
[00:10:29.120 --> 00:10:29.120]   I'm excited to bring them back and hopefully they'll be back for good.
[00:10:29.120 --> 00:10:29.120]   I'm excited to bring them back and hopefully they'll be back for good.
[00:10:29.120 --> 00:10:29.120]   I'm excited to bring them back and hopefully they'll be back for good.
[00:10:29.120 --> 00:10:29.120]   I'm excited to bring them back and hopefully they'll be back for good.
[00:10:29.120 --> 00:10:29.120]   I'm excited to bring them back and hopefully they'll be back for good.
[00:10:29.120 --> 00:10:29.120]   I'm excited to bring them back and hopefully they'll be back for good.
[00:10:29.120 --> 00:10:29.120]   I'm excited to bring them back and hopefully they'll be back for good.
[00:10:29.120 --> 00:10:29.120]   I'm excited to bring them back and hopefully they'll be back for good.
[00:10:29.160 --> 00:10:59.140]   I'm excited to bring them back and hopefully they'll be back for good.
[00:10:59.140 --> 00:10:59.140]   I'm excited to bring them back and hopefully they'll be back for good.
[00:10:59.140 --> 00:10:59.140]   I'm excited to bring them back and hopefully they'll be back for good.
[00:10:59.140 --> 00:10:59.140]   I'm excited to bring them back and hopefully they'll be back for good.
[00:10:59.140 --> 00:10:59.140]   I'm excited to bring them back and hopefully they'll be back for good.
[00:10:59.160 --> 00:11:29.160]   I'm excited to bring them back and hopefully they'll be back for good.
[00:11:29.160 --> 00:11:29.160]   I'm excited to bring them back and hopefully they'll be back for good.
[00:11:29.160 --> 00:11:29.160]   I'm excited to bring them back and hopefully they'll be back for good.
[00:11:29.160 --> 00:11:29.160]   I'm excited to bring them back and hopefully they'll be back for good.
[00:11:29.160 --> 00:11:29.160]   I'm excited to bring them back and hopefully they'll be back for good.
[00:11:29.160 --> 00:11:29.160]   I'm excited to bring them back and hopefully they'll be back for good.
[00:11:29.160 --> 00:11:29.160]   I'm excited to bring them back and hopefully they'll be back for good.
[00:11:29.160 --> 00:11:29.160]   I'm excited to bring them back and hopefully they'll be back for good.
[00:11:29.160 --> 00:11:29.160]   I'm excited to bring them back and hopefully they'll be back for good.
[00:11:29.160 --> 00:11:29.160]   I'm excited to bring them back and hopefully they'll be back for good.
[00:11:29.160 --> 00:11:29.160]   I'm excited to bring them back and hopefully they'll be back for good.
[00:11:29.160 --> 00:11:29.160]   I'm excited to bring them back and hopefully they'll be back for good.
[00:11:59.180 --> 00:11:59.180]   I'm excited to bring them back and hopefully they'll be back for good.
[00:11:59.180 --> 00:11:59.180]   I'm excited to bring them back and hopefully they'll be back for good.
[00:11:59.180 --> 00:11:59.180]   I'm excited to bring them back and hopefully they'll be back for good.
[00:11:59.180 --> 00:11:59.180]   I'm excited to bring them back and hopefully they'll be back for good.
[00:11:59.180 --> 00:11:59.180]   I'm excited to bring them back and hopefully they'll be back for good.
[00:11:59.180 --> 00:11:59.180]   I'm excited to bring them back and hopefully they'll be back for good.
[00:12:29.200 --> 00:12:29.200]   I'm excited to bring them back and hopefully they'll be back for good.
[00:12:29.200 --> 00:12:29.200]   I'm excited to bring them back and hopefully they'll be back for good.
[00:12:29.200 --> 00:12:29.200]   I'm excited to bring them back and hopefully they'll be back for good.
[00:12:29.200 --> 00:12:29.200]   I'm excited to bring them back and hopefully they'll be back for good.
[00:12:29.200 --> 00:12:29.200]   I'm excited to bring them back and hopefully they'll be back for good.
[00:12:29.200 --> 00:12:29.200]   I'm excited to bring them back and hopefully they'll be back for good.
[00:12:29.200 --> 00:12:29.200]   I'm excited to bring them back and hopefully they'll be back for good.
[00:12:29.200 --> 00:12:29.200]   I'm excited to bring them back and hopefully they'll be back for good.
[00:12:29.200 --> 00:12:29.200]   I'm excited to bring them back and hopefully they'll be back for good.
[00:12:29.200 --> 00:12:29.200]   I'm excited to bring them back and hopefully they'll be back for good.
[00:12:29.200 --> 00:12:29.200]   I'm excited to bring them back and hopefully they'll be back for good.
[00:12:29.200 --> 00:12:29.200]   I'm excited to bring them back and hopefully they'll be back for good.
[00:12:59.220 --> 00:12:59.220]   I'm excited to bring them back and hopefully they'll be back for good.
[00:12:59.220 --> 00:12:59.220]   I'm excited to bring them back and hopefully they'll be back for good.
[00:12:59.220 --> 00:12:59.220]   I'm excited to bring them back and hopefully they'll be back for good.
[00:12:59.220 --> 00:12:59.220]   I'm excited to bring them back and hopefully they'll be back for good.
[00:12:59.220 --> 00:12:59.220]   I'm excited to bring them back and hopefully they'll be back for good.
[00:12:59.220 --> 00:12:59.220]   I'm excited to bring them back and hopefully they'll be back for good.
[00:12:59.220 --> 00:12:59.220]   I'm excited to bring them back and hopefully they'll be back for good.
[00:12:59.220 --> 00:12:59.220]   I'm excited to bring them back and hopefully they'll be back for good.
[00:12:59.220 --> 00:12:59.220]   I'm excited to bring them back and hopefully they'll be back for good.
[00:13:29.240 --> 00:13:29.240]   I'm excited to bring them back and hopefully they'll be back for good.
[00:13:29.240 --> 00:13:29.240]   I'm excited to bring them back and hopefully they'll be back for good.
[00:13:29.240 --> 00:13:29.240]   I'm excited to bring them back and hopefully they'll be back for good.
[00:13:29.240 --> 00:13:29.240]   I'm excited to bring them back and hopefully they'll be back for good.
[00:13:29.240 --> 00:13:29.240]   I'm excited to bring them back and hopefully they'll be back for good.
[00:13:29.240 --> 00:13:29.240]   I'm excited to bring them back and hopefully they'll be back for good.
[00:13:29.240 --> 00:13:29.240]   I'm excited to bring them back and hopefully they'll be back for good.
[00:13:29.240 --> 00:13:29.240]   I'm excited to bring them back and hopefully they'll be back for good.
[00:13:29.240 --> 00:13:29.240]   I'm excited to bring them back and hopefully they'll be back for good.
[00:13:29.240 --> 00:13:29.240]   I'm excited to bring them back and hopefully they'll be back for good.
[00:13:29.240 --> 00:13:29.240]   I'm excited to bring them back and hopefully they'll be back for good.
[00:13:29.240 --> 00:13:29.240]   I'm excited to bring them back and hopefully they'll be back for good.
[00:13:29.240 --> 00:13:59.260]   a lower taxation could mean that a government would increase its deficit, thus increasing its national debt, thus leading in a worse direction.
[00:13:59.260 --> 00:13:59.260]   a lower taxation could mean that a government would increase its deficit, thus increasing its national debt, thus leading in a worse direction.
[00:13:59.260 --> 00:13:59.260]   a lower taxation could mean that a government would increase its deficit, thus increasing its national debt, thus leading in a worse direction.
[00:13:59.260 --> 00:13:59.260]   a lower taxation could mean that a government would increase its deficit, thus increasing its national debt, thus leading in a worse direction.
[00:13:59.260 --> 00:13:59.260]   a lower taxation could mean that a government would increase its national debt, thus increasing its national debt, thus leading in a worse direction.
[00:13:59.260 --> 00:13:59.260]   a lower taxation could mean that a government would increase its national debt, thus increasing its national debt, thus leading in a worse direction.
[00:13:59.300 --> 00:14:09.700]   �
[00:14:09.700 --> 00:14:28.120]  inform, he is at,它,
[00:16:53.140 --> 00:16:54.180]   I'm going to talk about the most important question, which would be when you would do something with the money. The basic advice is you have to look at your time horizon, and I think that advice still holds true. So in your case, Chuck, these are retirement assets. When do you think you would do something with the money?
[00:16:54.180 --> 00:16:54.180]   The basic advice is you have to look at your time horizon, and I think that advice still holds true. So in your case, Chuck, these are retirement assets. When do you think you would do something with the money?
[00:16:54.180 --> 00:16:54.180]   The basic advice is you have to look at your time horizon, and I think that advice still holds true. So in your case, Chuck, these are retirement assets. When do you think you would do something with the money?
[00:16:54.180 --> 00:16:54.180]   The basic advice is you have to look at your time horizon, and I think that advice still holds true. So in your case, Chuck, these are retirement assets. When do you think you would do something with the money?
[00:17:17.740 --> 00:17:24.200]   So your assets are invested in retirement, and you're going to continue for at least 10 more years.
[00:17:24.200 --> 00:17:24.200]   So your assets are invested in retirement, and you're going to continue for at least 10 more years.
[00:17:24.200 --> 00:17:24.200]   So your assets are invested in retirement, and you're going to continue for at least 10 more years.
[00:17:24.200 --> 00:17:24.200]   So your assets are invested in retirement, and you're going to continue for at least 10 more years.
[00:17:24.200 --> 00:17:54.220]  ,
[00:17:54.220 --> 00:17:54.220]   and you're going to continue for at least 10 more years.
[00:17:54.220 --> 00:17:54.220]   So your assets are invested in retirement, and you're going to continue for at least 10 more years.
[00:17:54.220 --> 00:17:54.220]   So your assets are invested in retirement, and you're going to continue for at least 10 more years.
[00:17:54.220 --> 00:17:54.220]   So your assets are invested in retirement, and you're going to continue for at least 10 more years.
[00:17:54.220 --> 00:17:54.220]   So your assets are invested in retirement, and you're going to continue for at least 10 more years.
[00:17:54.220 --> 00:18:24.240]  ,
[00:18:24.240 --> 00:18:24.240]   So your assets are invested in retirement, and you're going to continue for at least 10 more years.
[00:18:24.240 --> 00:18:24.240]   So your assets are invested in retirement, and you're going to continue for at least 10 more years.
[00:18:24.240 --> 00:18:24.240]   So your assets are invested in retirement, and you're going to continue for at least 10 more years.
[00:18:24.240 --> 00:18:24.240]   So your assets are invested in retirement, and you're going to continue for at least 10 more years.
[00:18:24.240 --> 00:18:24.240]   So your assets are invested in retirement, and you're going to continue for at least 10 more years.
[00:18:24.240 --> 00:18:24.240]   So your assets are invested in retirement, and you're going to continue for at least 10 more years.
[00:18:24.260 --> 00:18:54.260]   You're going to continue for at least 10 more years.
[00:18:54.260 --> 00:18:54.260]   You're going to continue for at least 10 more years.
[00:18:54.260 --> 00:18:54.260]   You're going to continue for at least 10 more years.
[00:18:54.260 --> 00:18:54.260]   You're going to continue for at least 10 more years.
[00:18:54.260 --> 00:18:54.260]   You're going to continue for at least 10 more years.
[00:18:54.260 --> 00:18:54.260]   You're going to continue for at least 10 more years.
[00:18:54.260 --> 00:18:54.260]   You're going to continue for at least 10 more years.
[00:18:54.260 --> 00:18:54.260]   You're going to continue for at least 10 more years.
[00:18:54.260 --> 00:18:54.260]   You're going to continue for at least 10 more years.
[00:18:54.260 --> 00:18:54.260]   You're going to continue for at least 10 more years.
[00:18:54.260 --> 00:18:54.260]   You're going to continue for at least 10 more years.
[00:18:54.260 --> 00:18:54.260]   You're going to continue for at least 10 more years.
[00:18:54.260 --> 00:18:54.260]   You're going to continue for at least 10 more years.
[00:18:54.260 --> 00:18:54.260]   You're going to continue for at least 10 more years.
[00:18:54.260 --> 00:18:54.260]   You're going to continue for at least 10 more years.
[00:18:54.260 --> 00:19:24.280]   You're going to continue for at least 10 more years.
[00:19:24.280 --> 00:19:24.280]   You're going to continue for at least 10 more years.
[00:19:24.280 --> 00:19:24.280]   You're going to continue for at least 10 more years.
[00:19:24.280 --> 00:19:24.280]   You're going to continue for at least 10 more years.
[00:19:24.280 --> 00:19:24.280]   You're going to continue for at least 10 more years.
[00:19:24.280 --> 00:19:24.280]   You're going to continue for at least 10 more years.
[00:19:24.280 --> 00:19:24.280]   You're going to continue for at least 10 more years.
[00:19:24.280 --> 00:19:24.280]   You're going to continue for at least 10 more years.
[00:19:24.300 --> 00:19:54.300]   You're going to continue for at least 10 more years.
