
[00:00:00.000 --> 00:00:03.000]   Hey guys, it's Sam from Financial Samurai.
[00:04:34.000 --> 00:04:44.000]   But I thought about it and I was thinking, "Well, I'm here trying to help Asian companies go public in the United States or in Asia.
[00:04:44.000 --> 00:04:51.000]   I'm trying to connect capital to help fund their dreams and grow businesses. I don't think that's that bad."
[00:04:51.000 --> 00:04:57.000]   But I started feeling a little bit empty inside after about 10 years.
[00:04:57.000 --> 00:05:08.000]   After 10 years of doing something, just a job, I think any kind of job or most jobs, you kind of get bored and you kind of want to do something else.
[00:05:08.000 --> 00:05:17.000]   And so when I discovered online writing and more specifically talking about personal finance and living life
[00:05:17.000 --> 00:05:24.000]   and going through all of these mysterious things in life, figuring things out, I really loved it.
[00:05:24.000 --> 00:05:34.000]   And I hope you guys can tell that I really love to write about personal finance, life, happiness, family and so forth.
[00:05:34.000 --> 00:05:45.000]   I've been doing this since 2009 and I hope to do it for a very long time until my kids hopefully grow up and see what their dad does.
[00:05:45.000 --> 00:05:52.000]   And maybe they want to learn something about writing and communications and marketing and so forth.
[00:05:52.000 --> 00:06:01.000]   And so how do I want to be remembered? I just want to be remembered as a good father, someone who tried really, really hard
[00:06:01.000 --> 00:06:06.000]   and tried to exceed expectations based on the talents that were given to me.
[00:06:06.000 --> 00:06:16.000]   And I want to be remembered as someone who tried every day to help someone figure out how to lead a better financial life.
[00:06:16.000 --> 00:06:22.000]   Because I think if we lead better financial lives, we can live happier lives.
[00:06:22.000 --> 00:06:31.000]   We can become more confident and we can take care of our family more and we can do the things we really, really want to do.
[00:06:31.000 --> 00:06:40.000]   It is true that life goes by quicker as we age because we have less years left.
[00:06:40.000 --> 00:06:48.000]   Let's say we were all blessed to live to 100. The first year of your life is 1/100th of your life.
[00:06:48.000 --> 00:06:53.000]   But if you're 50, the 51st year of your life is 1/50th of your life.
[00:06:53.000 --> 00:07:00.000]   So it's literally twice as valuable, the time is twice as fast that's passing by.
[00:07:00.000 --> 00:07:09.000]   Let's try to wake up every morning and count our blessings and highlight the things that we are grateful for.
[00:07:09.000 --> 00:07:18.000]   And then before we go to bed, let's count our blessings again and think about all the things we've accomplished.
[00:07:18.000 --> 00:07:26.000]   I think it will be absolutely wonderful if we can appreciate every single day and not waste a single moment.
[00:07:26.000 --> 00:07:31.000]   And frankly, I need to focus more on recording some podcasts.
[00:07:31.000 --> 00:07:40.000]   Because one of the key reasons why I want to record a podcast is so that if I were to die an untimely death,
[00:07:40.000 --> 00:07:55.000]   my children, my two and a half year old and my six week old, can listen to their old man and hear his voice and know, you know, what are some of the things that
[00:07:55.000 --> 00:08:04.000]   their dad liked to talk about or felt about and just, you just never know.
[00:08:04.000 --> 00:08:11.000]   And so I write and I will record for as long as I can.
[00:08:11.000 --> 00:08:16.000]   Thanks so much everyone. I've been up to actually a lot of things.
[00:08:16.000 --> 00:08:20.000]   Again, I had a cold for a couple weeks again.
[00:08:20.000 --> 00:08:27.000]   There should be a lot of things coming up, so stick around. Keep on reading, keep on sharing, keep on listening.
[00:08:27.000 --> 00:08:32.000]   I appreciate your support and I'll see you guys around.

