
[00:00:00.000 --> 00:00:10.000]   [BLANK_AUDIO]
[00:02:14.000 --> 00:02:18.000]   And this is where we're gonna have all our discussion about week nine and
[00:02:18.000 --> 00:02:20.000]   chapter seven.
[00:02:20.000 --> 00:02:23.000]   So this has been another great week and many of you have been writing about
[00:02:23.000 --> 00:02:25.000]   various things.
[00:02:25.000 --> 00:02:28.000]   I haven't had a chance to read all of them because many of these blogs have
[00:02:28.000 --> 00:02:31.000]   been written very recently in the past few hours.
[00:02:31.000 --> 00:02:35.000]   So Akash, thanks very much for writing about the various loss functions.
[00:02:35.000 --> 00:02:39.000]   I saw you've started your own personal GitHub repository and you have your
[00:02:39.000 --> 00:02:41.000]   own personal research blog.
[00:02:41.000 --> 00:02:44.000]   So that's really great to see and thanks for writing again about the various
[00:02:44.000 --> 00:02:45.000]   loss functions.
[00:02:45.000 --> 00:02:49.000]   So I think I do want to read about it, particularly the KL divergence part,
[00:02:49.000 --> 00:02:53.000]   so I'll definitely read this straight after this session.
[00:02:53.000 --> 00:02:55.000]   Vinayak, thanks for coming back another week.
[00:02:55.000 --> 00:02:58.000]   Again, I haven't had a chance to read your blog post this time.
[00:02:58.000 --> 00:03:02.000]   It's only because I think it got released very recently, but thanks again for
[00:03:02.000 --> 00:03:07.000]   writing about the cassava leaf disease classification prediction competition.
[00:03:07.000 --> 00:03:11.000]   And we will be discussing cassava a little bit today if there's time in the
[00:03:11.000 --> 00:03:15.000]   end, then we're gonna look at more ways on how we can improve our accuracy
[00:03:15.000 --> 00:03:17.000]   and that's something we'll talk about later.
[00:03:17.000 --> 00:03:21.000]   But thanks very much, Vinayak, for writing about cassava.
[00:03:21.000 --> 00:03:26.000]   Ravi has come back again and Ravi, I really enjoyed this example of the pen
[00:03:26.000 --> 00:03:29.000]   and book and you've written about multilabel classification.
[00:03:29.000 --> 00:03:34.000]   So I think all of you guys who are here in week nine, I think that is going
[00:03:34.000 --> 00:03:39.000]   great because it's already two months that -- yeah, it's already been around
[00:03:39.000 --> 00:03:43.000]   two months that we've been doing this every week and I'm so glad to see this
[00:03:43.000 --> 00:03:45.000]   consistency from so many of you.
[00:03:45.000 --> 00:03:50.000]   So guys, I couldn't be more happy and this is really beyond my
[00:03:50.000 --> 00:03:54.000]   imagination that each and every one of you has been writing every week.
[00:03:54.000 --> 00:03:56.000]   So thanks for doing this.
[00:03:56.000 --> 00:04:00.000]   It gives me motivation to keep going every week and I hope that by doing
[00:04:00.000 --> 00:04:04.000]   this, you're also learning a lot just by writing these blogs and just by
[00:04:04.000 --> 00:04:06.000]   working with us and through this consistency.
[00:04:06.000 --> 00:04:08.000]   So thanks for doing that.
[00:04:08.000 --> 00:04:13.000]   Ravi Chandra has come back another week and he's written about -- again,
[00:04:13.000 --> 00:04:16.000]   he's summarized his learnings and he's written about multilabel
[00:04:16.000 --> 00:04:20.000]   classification, binary cross entropy and pretty much the whole of chapter
[00:04:20.000 --> 00:04:21.000]   six.
[00:04:21.000 --> 00:04:23.000]   So thanks, Ravi.
[00:04:23.000 --> 00:04:27.000]   That's been that, but I did want to cover -- one thing I did want to cover
[00:04:27.000 --> 00:04:32.000]   before we start the session today is I just wanted to go to this discussion
[00:04:32.000 --> 00:04:34.000]   forum post on weights and biases.
[00:04:34.000 --> 00:04:43.000]   So let me copy that link in the chat.
[00:04:43.000 --> 00:04:47.000]   Sorry, there's something up with my Internet connection today.
[00:04:47.000 --> 00:04:52.000]   So just in case I jump out, I just want to say just in case I drop off or
[00:04:52.000 --> 00:04:54.000]   something happens, I will come back.
[00:04:54.000 --> 00:04:58.000]   So I just wanted to kind of point it out quickly.
[00:04:58.000 --> 00:05:02.000]   So everybody, you've been working on cassava leaf disease classification
[00:05:02.000 --> 00:05:06.000]   using fast AI and I'm really happy to see each and every one of you going
[00:05:06.000 --> 00:05:07.000]   in.
[00:05:07.000 --> 00:05:11.000]   So Matthew has come in, I think it was six hours ago, and he says he's able
[00:05:11.000 --> 00:05:15.000]   to get -- neither of them allowed me to get more than 86%.
[00:05:15.000 --> 00:05:21.000]   So he's able to get 86% and he's been using VTG16 and ResNet 34.
[00:05:21.000 --> 00:05:24.000]   Matthew, I think one of the key things you could try is having maybe a
[00:05:24.000 --> 00:05:25.000]   bigger model.
[00:05:25.000 --> 00:05:27.000]   That's one thing you could definitely try.
[00:05:27.000 --> 00:05:31.000]   But we're going to cover some new tricks today as part of chapter seven.
[00:05:31.000 --> 00:05:34.000]   And then each of you can go back and try those tricks and hopefully that
[00:05:34.000 --> 00:05:37.000]   accuracy will come up on the validation dataset.
[00:05:37.000 --> 00:05:41.000]   So Vinayak's been able to get up to 87.4 and as already mentioned in his
[00:05:41.000 --> 00:05:45.000]   blog post that I showed you guys previously, he's documented and presented
[00:05:45.000 --> 00:05:48.000]   his observations in that blog post.
[00:05:48.000 --> 00:05:52.000]   Rinda, I really like this idea of having like two separate models and you're
[00:05:52.000 --> 00:05:55.000]   still, I guess, at 87%, is it?
[00:05:55.000 --> 00:05:56.000]   Still not reached 87.
[00:05:56.000 --> 00:05:59.000]   So let's see if there's stuff we can do today.
[00:05:59.000 --> 00:06:04.000]   And I'm really glad to see this kind of, you know, I guess this interaction
[00:06:04.000 --> 00:06:07.000]   between you guys and this is really good to see that everybody's been
[00:06:07.000 --> 00:06:11.000]   helping everybody else and I couldn't be more happy.
[00:06:11.000 --> 00:06:14.000]   Abhishek has again been working.
[00:06:14.000 --> 00:06:16.000]   He says he's getting about 87 accuracy.
[00:06:16.000 --> 00:06:19.000]   Kevin's getting around 87.24.
[00:06:19.000 --> 00:06:21.000]   Ravi is 87.9.
[00:06:21.000 --> 00:06:23.000]   Is that the highest so far?
[00:06:23.000 --> 00:06:25.000]   What did you do for 87.9?
[00:06:25.000 --> 00:06:26.000]   Let's see.
[00:06:26.000 --> 00:06:28.000]   I did not use any augmentations.
[00:06:28.000 --> 00:06:32.000]   I tried some augmentations but ended up with a worse accuracy, which was a
[00:06:32.000 --> 00:06:33.000]   little counterintuitive.
[00:06:33.000 --> 00:06:34.000]   It does seem that way.
[00:06:34.000 --> 00:06:39.000]   I just resized the images to 224 by 224 because I used the pre-trained
[00:06:39.000 --> 00:06:40.000]   ResNet-34.
[00:06:40.000 --> 00:06:42.000]   What else did you do?
[00:06:42.000 --> 00:06:44.000]   Really long training times.
[00:06:44.000 --> 00:06:46.000]   Fit one cycle or fine-tune.
[00:06:46.000 --> 00:06:50.000]   I got better results by using fit one cycle and then confusion matrix.
[00:06:50.000 --> 00:06:51.000]   Okay.
[00:06:51.000 --> 00:06:55.000]   We'll discuss this towards the end about more stuff that we can do with
[00:06:55.000 --> 00:06:56.000]   Cassava.
[00:06:56.000 --> 00:06:59.000]   So I'm really happy to see most of this.
[00:06:59.000 --> 00:07:02.000]   And a special shout out to Kevin.
[00:07:02.000 --> 00:07:09.000]   I think for -- let me bring up the Slack.
[00:07:09.000 --> 00:07:14.000]   So Kevin's been helping -- there was this question asked on CUDA errors
[00:07:14.000 --> 00:07:17.000]   and Kevin's gone in and Kevin's sort of recorded -- where is that
[00:07:17.000 --> 00:07:20.000]   recording?
[00:07:20.000 --> 00:07:22.000]   I'm just trying to find it.
[00:07:22.000 --> 00:07:27.000]   Kevin's gone in and he's shared a recording of the debugging process.
[00:07:27.000 --> 00:07:29.000]   I recorded some of my debugging process.
[00:07:29.000 --> 00:07:30.000]   Oh, here it is.
[00:07:30.000 --> 00:07:34.000]   Kevin's gone in and he's shared his recording of the debugging error
[00:07:34.000 --> 00:07:36.000]   and that's that video.
[00:07:36.000 --> 00:07:39.000]   And I think that's really, really helpful.
[00:07:39.000 --> 00:07:41.000]   So thanks very much, Kevin, for doing this.
[00:07:41.000 --> 00:07:45.000]   Let me post this video chat -- sorry, this video link in the chat as
[00:07:45.000 --> 00:07:47.000]   well.
[00:07:47.000 --> 00:07:49.000]   And keep up the good work, guys.
[00:07:49.000 --> 00:07:52.000]   And I'm really happy to see it's already been helpful.
[00:07:52.000 --> 00:07:56.000]   In fact, even I can come up -- I didn't know what's causing these
[00:07:56.000 --> 00:07:57.000]   errors.
[00:07:57.000 --> 00:08:01.000]   So thanks for sharing this, Kevin.
[00:08:01.000 --> 00:08:05.000]   So with that being said, let's get started with the next chapter, which
[00:08:05.000 --> 00:08:09.000]   is chapter 7.
[00:08:09.000 --> 00:08:10.000]   All right.
[00:08:10.000 --> 00:08:12.000]   Is that good enough?
[00:08:12.000 --> 00:08:16.000]   Could you please just quickly reply in the chat if that's good enough
[00:08:16.000 --> 00:08:18.000]   in terms of zooming in?
[00:08:18.000 --> 00:08:21.000]   And do you guys want me to zoom in a little bit more?
[00:08:21.000 --> 00:08:29.000]   Or is that perfect?
[00:08:29.000 --> 00:08:30.000]   All right.
[00:08:30.000 --> 00:08:31.000]   Excellent.
[00:08:31.000 --> 00:08:32.000]   We'll get started now, then.
[00:08:32.000 --> 00:08:33.000]   Cool.
[00:08:33.000 --> 00:08:35.000]   So let me just restart my notebook.
[00:08:35.000 --> 00:08:38.000]   So the next thing we do -- as part of this, we're going to look at
[00:08:38.000 --> 00:08:40.000]   training state-of-the-art ImageNet.
[00:08:40.000 --> 00:08:43.000]   This is what the title is, training a state-of-the-art image.
[00:08:43.000 --> 00:08:47.000]   Basically training a state-of-the-art model in computer vision.
[00:08:47.000 --> 00:08:50.000]   And as part of this, we're going to look at some tricks.
[00:08:50.000 --> 00:08:52.000]   So we'll look at the ImageNet data set.
[00:08:52.000 --> 00:08:54.000]   So I'll tell you what that is.
[00:08:54.000 --> 00:08:57.000]   It's a smaller version of the bigger ImageNet.
[00:08:57.000 --> 00:08:59.000]   And we'll talk about that just in a moment.
[00:08:59.000 --> 00:09:03.000]   Then we'll look at normalization, which is, again, a technique that
[00:09:03.000 --> 00:09:07.000]   we'll see that helps improve the accuracy for our models or basically
[00:09:07.000 --> 00:09:09.000]   helps improve the performance.
[00:09:09.000 --> 00:09:13.000]   I should stop saying accuracy, because it's just one metric.
[00:09:13.000 --> 00:09:18.000]   But generally, I guess I want to say all of these things that we look
[00:09:18.000 --> 00:09:22.000]   at, all of these techniques, all of these tricks that we'll look at
[00:09:22.000 --> 00:09:25.000]   generally help improve the validation metrics or the performance of
[00:09:25.000 --> 00:09:26.000]   the model.
[00:09:26.000 --> 00:09:28.000]   Next, we'll look at progressive resizing.
[00:09:28.000 --> 00:09:31.000]   We've already talked about this a little bit in the past.
[00:09:31.000 --> 00:09:36.000]   But today we'll look at it more formally and look at it in more detail.
[00:09:36.000 --> 00:09:38.000]   We'll also look at test time augmentation.
[00:09:38.000 --> 00:09:41.000]   And we'll look at mixup and label smoothing.
[00:09:41.000 --> 00:09:44.000]   So that's the main things we're going to cover off today.
[00:09:44.000 --> 00:09:47.000]   And if there's still time, then we could maybe discuss the questions
[00:09:47.000 --> 00:09:52.000]   or we could have a quick chat about Cassava competition and your
[00:09:52.000 --> 00:09:54.000]   findings.
[00:09:54.000 --> 00:09:56.000]   So that's that.
[00:09:56.000 --> 00:09:58.000]   Sorry, I have to zoom out a little bit.
[00:09:58.000 --> 00:09:59.000]   Okay, that should be fine.
[00:09:59.000 --> 00:10:00.000]   All right.
[00:10:00.000 --> 00:10:02.000]   So training a state-of-the-art ImageNet model.
[00:10:02.000 --> 00:10:06.000]   As I said, these are the various things that we're going to be looking
[00:10:06.000 --> 00:10:07.000]   at today.
[00:10:07.000 --> 00:10:10.000]   And the first thing is ImageNet.
[00:10:10.000 --> 00:10:11.000]   So what is this ImageNet?
[00:10:11.000 --> 00:10:16.000]   So if you go and search ImageNet, it's pronounced "Imaj-net," and it's
[00:10:16.000 --> 00:10:17.000]   on Fast.ai.
[00:10:17.000 --> 00:10:20.000]   There's this repository, ImageNet.
[00:10:20.000 --> 00:10:25.000]   And the basic idea is -- let me again copy/paste that in the chat.
[00:10:25.000 --> 00:10:31.000]   And the basic idea for this dataset was that it's a subset of ten
[00:10:31.000 --> 00:10:35.000]   easily classified classes from ImageNet.
[00:10:35.000 --> 00:10:36.000]   So what's ImageNet?
[00:10:36.000 --> 00:10:42.000]   ImageNet, if you search for ImageNet dataset, you'll see that's the
[00:10:42.000 --> 00:10:45.000]   website that will take you to ImageNet.org.
[00:10:45.000 --> 00:10:49.000]   And if you can read about it, I think if you go to "About," you'll be
[00:10:49.000 --> 00:10:52.000]   able to see stuff about this dataset, what is ImageNet.
[00:10:52.000 --> 00:10:55.000]   So it's a really big dataset.
[00:10:55.000 --> 00:11:00.000]   And it consists of about 1.3 million images.
[00:11:00.000 --> 00:11:04.000]   And let's see if there's some more information here.
[00:11:04.000 --> 00:11:08.000]   But basically there's images across a thousand classes, and it's a
[00:11:08.000 --> 00:11:09.000]   really massive dataset.
[00:11:09.000 --> 00:11:12.000]   So until now, there's different versions of dataset, right?
[00:11:12.000 --> 00:11:16.000]   So when you want to prototype or you want to do your experimentation,
[00:11:16.000 --> 00:11:18.000]   then imagine this.
[00:11:18.000 --> 00:11:22.000]   It takes about three or four days for, let's say, on a V100, if you
[00:11:22.000 --> 00:11:26.000]   have four access to -- not even one, but four GPUs, it would still
[00:11:26.000 --> 00:11:30.000]   take around three or four days to train on this 1.5 million images,
[00:11:30.000 --> 00:11:32.000]   which is going to be very costly.
[00:11:32.000 --> 00:11:33.000]   And imagine this.
[00:11:33.000 --> 00:11:37.000]   If you run all your experiments on such a big dataset, then not only
[00:11:37.000 --> 00:11:41.000]   are costs going to be high, but you'll be able to run a lot less
[00:11:41.000 --> 00:11:42.000]   experiments.
[00:11:42.000 --> 00:11:45.000]   And running more experiments is really helpful in deep learning.
[00:11:45.000 --> 00:11:47.000]   So you want to be able to fail quickly.
[00:11:47.000 --> 00:11:50.000]   You want to be able to know, okay, this is a technique that works
[00:11:50.000 --> 00:11:53.000]   for me, this is a technique that doesn't work for me.
[00:11:53.000 --> 00:11:56.000]   And that's the idea behind this ImageNet dataset.
[00:11:56.000 --> 00:12:01.000]   So as mentioned over here, typically there's three main datasets,
[00:12:01.000 --> 00:12:04.000]   the ImageNet, the MNIST, and CIFAR-10.
[00:12:04.000 --> 00:12:10.000]   And what was found by the FastAI team was when you were training
[00:12:10.000 --> 00:12:14.000]   on -- so, for example, models were being trained on smaller datasets
[00:12:14.000 --> 00:12:18.000]   when experimentation was being done on smaller datasets like MNIST
[00:12:18.000 --> 00:12:22.000]   or CIFAR-10, and you'd see, like, okay, maybe this is a trick or
[00:12:22.000 --> 00:12:25.000]   this is a technique that works on these smaller datasets.
[00:12:25.000 --> 00:12:28.000]   And then what you do is you try that trick on ImageNet.
[00:12:28.000 --> 00:12:32.000]   So let's say you're saying -- you come up with a new augmentation
[00:12:32.000 --> 00:12:36.000]   mix-up, and then that works for MNIST and CIFAR-10, but then when
[00:12:36.000 --> 00:12:40.000]   you would try and apply that technique to ImageNet, what would happen
[00:12:40.000 --> 00:12:43.000]   is that it won't really generalize, so you won't really see the same
[00:12:43.000 --> 00:12:46.000]   amount of improvements or all that stuff.
[00:12:46.000 --> 00:12:51.000]   All those improvements or all that -- yeah, basically the model
[00:12:51.000 --> 00:12:52.000]   won't generalize.
[00:12:52.000 --> 00:12:57.000]   That's the reason behind this ImageNet dataset.
[00:12:57.000 --> 00:13:00.000]   And what they saw or what the FastAI team has done is that they
[00:13:00.000 --> 00:13:06.000]   picked up ten of the more difficult classes from the full ImageNet
[00:13:06.000 --> 00:13:09.000]   dataset, and these are the ones that looked very different from
[00:13:09.000 --> 00:13:13.000]   one another, and what they hope is that you want to be able to
[00:13:13.000 --> 00:13:16.000]   quickly and cheaply create a classifier for recognizing these
[00:13:16.000 --> 00:13:20.000]   classes, and what was noticed was that if you have a dataset or
[00:13:20.000 --> 00:13:23.000]   you have a trick that works on this smaller version of the bigger
[00:13:23.000 --> 00:13:26.000]   ImageNet dataset, and this is -- the smaller version is called
[00:13:26.000 --> 00:13:30.000]   ImageNet, and if you have a trick that's working on a smaller
[00:13:30.000 --> 00:13:34.000]   version, then what they saw is that it pretty much generalizes to
[00:13:34.000 --> 00:13:37.000]   that bigger version of the dataset, so we're going to be working
[00:13:37.000 --> 00:13:39.000]   on this smaller version today.
[00:13:39.000 --> 00:13:42.000]   In fact, I run a lot of my experiments on the smaller version of
[00:13:42.000 --> 00:13:46.000]   this dataset as well, so it's very handy for us to know about this
[00:13:46.000 --> 00:13:50.000]   dataset, and one thing you could do with Cassava is you could try
[00:13:50.000 --> 00:13:53.000]   maybe if you want to do hyperparameter tuning or you could try
[00:13:53.000 --> 00:13:57.000]   just a smaller version of the Cassava dataset, so take inspiration
[00:13:57.000 --> 00:14:01.000]   from what's happened here, and then you could take a smaller
[00:14:01.000 --> 00:14:06.000]   version of that Cassava dataset, and you could run experimentation
[00:14:06.000 --> 00:14:09.000]   and hyperparameter tuning on that smaller version and see if that
[00:14:09.000 --> 00:14:13.000]   works for the bigger Cassava dataset.
[00:14:13.000 --> 00:14:14.000]   So that's it.
[00:14:14.000 --> 00:14:18.000]   So we just pass in that URL that will download that dataset from
[00:14:18.000 --> 00:14:20.000]   that particular URL.
[00:14:20.000 --> 00:14:25.000]   It will untar it, and it will give us a path, so the path here is
[00:14:25.000 --> 00:14:30.000]   this is where that dataset is, so if I go path.ls, you can see
[00:14:30.000 --> 00:14:35.000]   there's a train folder, there's a noisy image net CSV, which we
[00:14:35.000 --> 00:14:39.000]   can safely ignore, and then there's a val folder, so let's see
[00:14:39.000 --> 00:14:49.000]   what's in path.train.
[00:14:49.000 --> 00:14:52.000]   So in path.train, you can see there's ten categories, so image
[00:14:52.000 --> 00:14:56.000]   net categories are basically numbers like this, like N03 and then
[00:14:56.000 --> 00:15:00.000]   something, or N01, and then there's a dictionary that gets provided
[00:15:00.000 --> 00:15:03.000]   by image net, which tells you what each of these classes actually
[00:15:03.000 --> 00:15:06.000]   are, but we don't have to worry about any of that right now, but
[00:15:06.000 --> 00:15:09.000]   I just want to show you that this train folder consists of ten
[00:15:09.000 --> 00:15:14.000]   different folders, which consist of these different categories.
[00:15:14.000 --> 00:15:18.000]   So similarly, we can create a data block.
[00:15:18.000 --> 00:15:20.000]   We do the pre-sizing trick.
[00:15:20.000 --> 00:15:24.000]   We resize and pass that to -- we resize to a bigger image during
[00:15:24.000 --> 00:15:27.000]   our item transforms, and then during our batch transforms, we
[00:15:27.000 --> 00:15:30.000]   apply our augmentations and we reduce the size, so let's do that,
[00:15:30.000 --> 00:15:33.000]   and that will create our data loaders, and then from that data
[00:15:33.000 --> 00:15:37.000]   loaders, we can pass in a model, which is the X-BestNet50.
[00:15:37.000 --> 00:15:40.000]   We don't need to worry about what that is right now, but then we
[00:15:40.000 --> 00:15:43.000]   can train our model, and you can see that the model is able to get
[00:15:43.000 --> 00:15:48.000]   82% accuracy on these very difficult ten classes from the full
[00:15:48.000 --> 00:15:49.000]   image net.
[00:15:49.000 --> 00:15:50.000]   So that's that.
[00:15:50.000 --> 00:15:51.000]   So that's ImageNet.
[00:15:51.000 --> 00:15:54.000]   Are there any questions regarding this data set?
[00:15:54.000 --> 00:16:00.000]   I guess the main learning point or the main takeaway is that if
[00:16:00.000 --> 00:16:05.000]   you want to do experimentation, then do it on a smaller data set
[00:16:05.000 --> 00:16:07.000]   than on a bigger data set.
[00:16:07.000 --> 00:16:10.000]   That's the main takeaway, but if there's -- are there any
[00:16:10.000 --> 00:16:12.000]   questions?
[00:16:12.000 --> 00:16:18.000]   Let me just go and quickly check.
[00:16:18.000 --> 00:16:19.000]   Okay.
[00:16:19.000 --> 00:16:21.000]   No questions about this data set, so that's perfect.
[00:16:21.000 --> 00:16:23.000]   I'll move on to normalization.
[00:16:23.000 --> 00:16:28.000]   So the next thing that we're going to look at is normalization.
[00:16:28.000 --> 00:16:35.000]   So something you will see or something that should be known is
[00:16:35.000 --> 00:16:51.000]   that -- sorry, just give me one sec, guys.
[00:16:51.000 --> 00:16:53.000]   Sorry, there was somebody at the door.
[00:16:53.000 --> 00:16:54.000]   Just one second.
[00:16:54.000 --> 00:16:55.000]   All good now.
[00:16:55.000 --> 00:16:58.000]   So then in terms of normalization, what you will see is that it
[00:16:58.000 --> 00:17:02.000]   really helps if your input data has a mean of zero and standard
[00:17:02.000 --> 00:17:04.000]   deviation of one.
[00:17:04.000 --> 00:17:08.000]   That's something -- the reason for that is it's kind of -- I'm
[00:17:08.000 --> 00:17:11.000]   not from a statistics background, but from what I've read and
[00:17:11.000 --> 00:17:14.000]   from what I've seen in the past is that what that means is it's
[00:17:14.000 --> 00:17:17.000]   like a bell curve and then the statistics and it makes it easier
[00:17:17.000 --> 00:17:20.000]   for the model to train on that sort of input data.
[00:17:20.000 --> 00:17:24.000]   So that's the idea of normalizing your inputs.
[00:17:24.000 --> 00:17:28.000]   So what normalizing is, you will see -- actually, there's
[00:17:28.000 --> 00:17:30.000]   different versions of normalization, but basically,
[00:17:30.000 --> 00:17:33.000]   normalization just means I'll show you the batch normal, group
[00:17:33.000 --> 00:17:34.000]   normal.
[00:17:34.000 --> 00:17:36.000]   There's different versions of normalization that are used in
[00:17:36.000 --> 00:17:37.000]   deep learning.
[00:17:37.000 --> 00:17:40.000]   We won't go into the details, but the most common one that you
[00:17:40.000 --> 00:17:42.000]   will find is batch normalization, and I just wanted to point
[00:17:42.000 --> 00:17:46.000]   that out.
[00:17:46.000 --> 00:17:49.000]   It's this paper, batch normalization.
[00:17:49.000 --> 00:17:52.000]   So I'll just copy and paste that in the chat as well.
[00:17:52.000 --> 00:17:55.000]   We will look at this deeply in the coming sections, but I just
[00:17:55.000 --> 00:17:58.000]   wanted to sort of point out that that's the kind of normalization
[00:17:58.000 --> 00:18:02.000]   that does happen and is the most common.
[00:18:02.000 --> 00:18:06.000]   So what we can do is we can -- just to show you what this
[00:18:06.000 --> 00:18:10.000]   normalization does is I can grab my first batch from the data
[00:18:10.000 --> 00:18:16.000]   loader, and I can check the shapes of these -- of my first
[00:18:16.000 --> 00:18:17.000]   batch.
[00:18:17.000 --> 00:18:22.000]   So I get 64 images, which -- with three channel images, and
[00:18:22.000 --> 00:18:25.000]   they're all 2 to 4 by 2 to 4.
[00:18:25.000 --> 00:18:29.000]   And then I can see I have my Y, which are the labels associated
[00:18:29.000 --> 00:18:31.000]   to each of these 64 images.
[00:18:31.000 --> 00:18:32.000]   So let's see Y.
[00:18:32.000 --> 00:18:34.000]   So these are all tensor categories.
[00:18:34.000 --> 00:18:37.000]   So you can say first image belongs to the 0th category, the
[00:18:37.000 --> 00:18:39.000]   last image belongs to the 7th category.
[00:18:39.000 --> 00:18:42.000]   So it's really helpful to know what the shapes of your inputs
[00:18:42.000 --> 00:18:43.000]   are.
[00:18:43.000 --> 00:18:44.000]   So that's what we get.
[00:18:44.000 --> 00:18:48.000]   And then if we check the mean and we check the standard
[00:18:48.000 --> 00:18:51.000]   deviation, so one thing you will see is what we're doing is
[00:18:51.000 --> 00:18:52.000]   we're passing dimensions.
[00:18:52.000 --> 00:18:54.000]   So what's the shape of X?
[00:18:54.000 --> 00:18:57.000]   X is 64, 3, 2 to 4 by 2 to 4.
[00:18:57.000 --> 00:18:59.000]   What does that mean?
[00:18:59.000 --> 00:19:03.000]   That means you have 64 images, three channels, and then your
[00:19:03.000 --> 00:19:06.000]   height and width are 2 to 4 by 2 to 4.
[00:19:06.000 --> 00:19:10.000]   So if you're normalizing across the 0, second, and the third
[00:19:10.000 --> 00:19:13.000]   dimension, which means it's going to give us back something
[00:19:13.000 --> 00:19:16.000]   to do with 3, or the answers basically.
[00:19:16.000 --> 00:19:19.000]   Because we normalize across the nth dimension, we normalize
[00:19:19.000 --> 00:19:22.000]   across the height and width, which means we're going to get
[00:19:22.000 --> 00:19:24.000]   the normalization statistics for each channel.
[00:19:24.000 --> 00:19:26.000]   So we're going to get back three numbers.
[00:19:26.000 --> 00:19:30.000]   So it's really helpful to know when you pass in dimensions
[00:19:30.000 --> 00:19:32.000]   what the expected outputs are going to be.
[00:19:32.000 --> 00:19:35.000]   So this is something you should definitely try in your own
[00:19:35.000 --> 00:19:36.000]   time.
[00:19:36.000 --> 00:19:38.000]   And this is something that you should definitely before
[00:19:38.000 --> 00:19:41.000]   running something, just take maybe 10 seconds, 20 seconds to
[00:19:41.000 --> 00:19:43.000]   look what is my input shape.
[00:19:43.000 --> 00:19:47.000]   And then if I run an operation on that tensor with that input
[00:19:47.000 --> 00:19:49.000]   shape, then what would my output be?
[00:19:49.000 --> 00:19:52.000]   So that's something that should be -- that I just want to
[00:19:52.000 --> 00:19:53.000]   quickly highlight.
[00:19:53.000 --> 00:19:56.000]   So as you can see, then I can check my mean.
[00:19:56.000 --> 00:19:58.000]   So my mean is nowhere close to 0.
[00:19:58.000 --> 00:20:00.000]   My mean is around 0.44.
[00:20:00.000 --> 00:20:03.000]   And then my standard deviation is 0.27 on average.
[00:20:03.000 --> 00:20:07.000]   And what we want to do is we want to be able to normalize --
[00:20:07.000 --> 00:20:10.000]   we want to be able to normalize our input data set.
[00:20:10.000 --> 00:20:14.000]   So in Fast.ai, the easiest way to do that is in your batch
[00:20:14.000 --> 00:20:17.000]   transforms, you just say normalize from stats, and you can
[00:20:17.000 --> 00:20:19.000]   pass in the ImageNet stats.
[00:20:19.000 --> 00:20:23.000]   So ImageNet stats are just your mean and standard deviation.
[00:20:23.000 --> 00:20:26.000]   What the model will do is that the model will use this mean
[00:20:26.000 --> 00:20:29.000]   and use the standard deviation statistics to normalize your
[00:20:29.000 --> 00:20:30.000]   data set.
[00:20:30.000 --> 00:20:33.000]   So let's see what happens if I do this.
[00:20:33.000 --> 00:20:36.000]   So I'm going to grab my one batch again this time.
