
[00:00:00.040 --> 00:00:10.780]   mon
[00:02:28.900 --> 00:02:28.900]   I'm here at Chicago's O'Hare Airport standing.
[00:02:28.900 --> 00:02:28.900]   I'm here at Chicago's O'Hare Airport standing.
[00:02:28.900 --> 00:02:28.900]   I'm here at Chicago's O'Hare Airport standing.
[00:02:28.900 --> 00:02:28.900]   I'm here at Chicago's O'Hare Airport standing.
[00:02:28.900 --> 00:02:28.900]   I'm here at Chicago's O'Hare Airport standing.
[00:02:28.900 --> 00:02:28.900]   I'm here at Chicago's O'Hare Airport standing.
[00:02:28.900 --> 00:02:58.920]   I'm here at Chicago's O'Hare Airport standing.
[00:02:58.920 --> 00:02:58.920]   I'm here at Chicago's O'Hare Airport standing.
[00:02:58.920 --> 00:02:58.920]   I'm here at Chicago's O'Hare Airport standing.
[00:02:58.920 --> 00:02:58.920]   I'm here at Chicago's O'Hare Airport standing.
[00:02:58.920 --> 00:02:58.920]   I'm here at Chicago's O'Hare Airport standing.
[00:02:58.940 --> 00:03:28.940]   I'm here at Chicago's O'Hare Airport standing.
[00:03:28.940 --> 00:03:28.940]   I'm here at Chicago's O'Hare Airport standing.
[00:03:28.940 --> 00:03:28.940]   I'm here at Chicago's O'Hare Airport standing.
[00:03:28.940 --> 00:03:28.940]   I'm here at Chicago's O'Hare Airport standing.
[00:03:28.940 --> 00:03:28.940]   I'm here at Chicago's O'Hare Airport standing.
[00:03:28.940 --> 00:03:28.940]   I'm here at Chicago's O'Hare Airport standing.
[00:03:28.940 --> 00:03:28.940]   I'm here at Chicago's O'Hare Airport standing.
[00:03:28.940 --> 00:03:28.940]   I'm here at Chicago's O'Hare Airport standing.
[00:03:28.940 --> 00:03:28.940]   I'm here at Chicago's O'Hare Airport standing.
[00:03:28.940 --> 00:03:28.940]   I'm here at Chicago's O'Hare Airport standing.
[00:03:28.940 --> 00:03:28.940]   I'm here at Chicago's O'Hare Airport standing.
[00:03:28.940 --> 00:03:28.940]   I'm here at Chicago's O'Hare Airport standing.
[00:03:28.940 --> 00:03:28.940]   I'm here at Chicago's O'Hare Airport standing.
[00:03:28.940 --> 00:03:28.940]   I'm here at Chicago's O'Hare Airport standing.
[00:03:28.940 --> 00:03:58.960]   I'm here at Chicago's O'Hare Airport standing.
[00:03:58.960 --> 00:03:58.960]   I'm here at Chicago's O'Hare Airport standing.
[00:03:58.960 --> 00:03:58.960]   I'm here at Chicago's O'Hare Airport standing.
[00:03:58.960 --> 00:03:58.960]   I'm here at Chicago's O'Hare Airport standing.
[00:03:58.960 --> 00:03:58.960]   I'm here at Chicago's O'Hare Airport standing.
[00:03:58.960 --> 00:03:58.960]   I'm here at Chicago's O'Hare Airport standing.
[00:03:58.980 --> 00:04:28.980]   I'm here at Chicago's O'Hare Airport standing.
[00:04:28.980 --> 00:04:28.980]   I'm here at Chicago's O'Hare Airport standing.
[00:04:28.980 --> 00:04:28.980]   I'm here at Chicago's O'Hare Airport standing.
[00:04:28.980 --> 00:04:28.980]   I'm here at Chicago's O'Hare Airport standing.
[00:04:28.980 --> 00:04:28.980]   I'm here at Chicago's O'Hare Airport standing.
[00:04:28.980 --> 00:04:28.980]   I'm here at Chicago's O'Hare Airport standing.
[00:04:28.980 --> 00:04:28.980]   I'm here at Chicago's O'Hare Airport standing.
[00:04:28.980 --> 00:04:28.980]   I'm here at Chicago's O'Hare Airport standing.
[00:04:28.980 --> 00:04:28.980]   I'm here at Chicago's O'Hare Airport standing.
[00:04:28.980 --> 00:04:28.980]   I'm here at Chicago's O'Hare Airport standing.
[00:04:28.980 --> 00:04:28.980]   I'm here at Chicago's O'Hare Airport standing.
[00:04:28.980 --> 00:04:28.980]   I'm here at Chicago's O'Hare Airport standing.
[00:04:28.980 --> 00:04:28.980]   I'm here at Chicago's O'Hare Airport standing.
[00:04:28.980 --> 00:04:28.980]   I'm here at Chicago's O'Hare Airport standing.
[00:04:28.980 --> 00:04:59.000]   I'm here at Chicago's O'Hare Airport standing.
[00:04:59.000 --> 00:04:59.000]   I'm here at Chicago's O'Hare Airport standing.
[00:04:59.000 --> 00:04:59.000]   I'm here at Chicago's O'Hare Airport standing.
[00:04:59.000 --> 00:04:59.000]   I'm here at Chicago's O'Hare Airport standing.
[00:04:59.000 --> 00:04:59.000]   I'm here at Chicago's O'Hare Airport standing.
[00:04:59.000 --> 00:04:59.000]   I'm here at Chicago's O'Hare Airport standing.
[00:04:59.000 --> 00:04:59.000]   I'm here at Chicago's O'Hare Airport standing.
[00:04:59.020 --> 00:05:29.020]   I'm here at Chicago's O'Hare Airport standing.
[00:05:29.020 --> 00:05:29.020]   I'm here at Chicago's O'Hare Airport standing.
[00:05:29.020 --> 00:05:29.020]   I'm here at Chicago's O'Hare Airport standing.
[00:05:29.020 --> 00:05:29.020]   I'm here at Chicago's O'Hare Airport standing.
[00:05:29.020 --> 00:05:29.020]   I'm here at Chicago's O'Hare Airport standing.
[00:05:29.020 --> 00:05:29.020]   I'm here at Chicago's O'Hare Airport standing.
[00:05:29.020 --> 00:05:29.020]   I'm here at Chicago's O'Hare Airport standing.
[00:05:29.020 --> 00:05:29.020]   I'm here at Chicago's O'Hare Airport standing.
[00:05:29.020 --> 00:05:29.020]   I'm here at Chicago's O'Hare Airport standing.
[00:05:29.020 --> 00:05:29.020]   I'm here at Chicago's O'Hare Airport standing.
[00:05:29.020 --> 00:05:29.020]   I'm here at Chicago's O'Hare Airport standing.
[00:05:29.020 --> 00:05:29.020]   I'm here at Chicago's O'Hare Airport standing.
[00:05:29.020 --> 00:05:29.020]   I'm here at Chicago's O'Hare Airport standing.
[00:05:29.020 --> 00:05:29.020]   I'm here at Chicago's O'Hare Airport standing.
[00:05:29.020 --> 00:05:59.040]   I'm here at Chicago's O'Hare Airport standing.
[00:05:59.040 --> 00:05:59.040]   I'm here at Chicago's O'Hare Airport standing.
[00:05:59.040 --> 00:05:59.040]   I'm here at Chicago's O'Hare Airport standing.
[00:05:59.040 --> 00:05:59.040]   I'm here at Chicago's O'Hare Airport standing.
[00:05:59.040 --> 00:05:59.040]   I'm here at Chicago's O'Hare Airport standing.
[00:05:59.040 --> 00:05:59.040]   I'm here at Chicago's O'Hare Airport standing.
[00:05:59.060 --> 00:06:29.060]   I'm here at Chicago's O'Hare Airport standing.
[00:06:29.060 --> 00:06:29.060]   I'm here at Chicago's O'Hare Airport standing.
[00:06:29.060 --> 00:06:29.060]   I'm here at Chicago's O'Hare Airport standing.
[00:06:29.060 --> 00:06:29.060]   I'm here at Chicago's O'Hare Airport standing.
[00:06:29.060 --> 00:06:29.060]   I'm here at Chicago's O'Hare Airport standing.
[00:06:29.060 --> 00:06:29.060]   I'm here at Chicago's O'Hare Airport standing.
[00:06:29.060 --> 00:06:29.060]   I'm here at Chicago's O'Hare Airport standing.
[00:06:29.060 --> 00:06:29.060]   I'm here at Chicago's O'Hare Airport standing.
[00:06:29.060 --> 00:06:29.060]   I'm here at Chicago's O'Hare Airport standing.
[00:06:29.060 --> 00:06:29.060]   I'm here at Chicago's O'Hare Airport standing.
[00:06:29.060 --> 00:06:29.060]   I'm here at Chicago's O'Hare Airport standing.
[00:06:29.060 --> 00:06:29.060]   I'm here at Chicago's O'Hare Airport standing.
[00:06:29.060 --> 00:06:29.060]   I'm here at Chicago's O'Hare Airport standing.
[00:06:29.060 --> 00:06:29.060]   I'm here at Chicago's O'Hare Airport standing.
[00:06:29.060 --> 00:06:59.080]   I'm here at Chicago's O'Hare Airport standing.
[00:06:59.080 --> 00:06:59.080]   I'm here at Chicago's O'Hare Airport standing.
[00:06:59.080 --> 00:06:59.080]   I'm here at Chicago's O'Hare Airport standing.
[00:06:59.080 --> 00:06:59.080]   I'm here at Chicago's O'Hare Airport standing.
[00:06:59.080 --> 00:06:59.080]   I'm here at Chicago's O'Hare Airport standing.
[00:06:59.080 --> 00:06:59.080]   I'm here at Chicago's O'Hare Airport standing.
[00:06:59.100 --> 00:07:29.100]   I'm here at Chicago's O'Hare Airport standing.
[00:07:29.100 --> 00:07:29.100]   I'm here at Chicago's O'Hare Airport standing.
[00:07:29.100 --> 00:07:29.100]   I'm here at Chicago's O'Hare Airport standing.
[00:07:29.100 --> 00:07:29.100]   I'm here at Chicago's O'Hare Airport standing.
[00:07:29.100 --> 00:07:29.100]   I'm here at Chicago's O'Hare Airport standing.
[00:07:29.100 --> 00:07:29.100]   I'm here at Chicago's O'Hare Airport standing.
[00:07:29.100 --> 00:07:29.100]   I'm here at Chicago's O'Hare Airport standing.
[00:07:29.100 --> 00:07:29.100]   I'm here at Chicago's O'Hare Airport standing.
[00:07:29.100 --> 00:07:29.100]   I'm here at Chicago's O'Hare Airport standing.
[00:07:29.100 --> 00:07:29.100]   I'm here at Chicago's O'Hare Airport standing.
[00:07:29.100 --> 00:07:29.100]   I'm here at Chicago's O'Hare Airport standing.
[00:07:29.100 --> 00:07:29.100]   I'm here at Chicago's O'Hare Airport standing.
[00:07:29.100 --> 00:07:29.100]   I'm here at Chicago's O'Hare Airport standing.
[00:07:29.100 --> 00:07:29.100]   I'm here at Chicago's O'Hare Airport standing.
[00:07:29.100 --> 00:07:59.120]   I'm here at Chicago's O'Hare Airport standing.
[00:07:59.120 --> 00:07:59.120]   I'm here at Chicago's O'Hare Airport standing.
[00:07:59.120 --> 00:07:59.120]   I'm here at Chicago's O'Hare Airport standing.
[00:07:59.120 --> 00:07:59.120]   I'm here at Chicago's O'Hare Airport standing.
[00:07:59.120 --> 00:07:59.120]   I'm here at Chicago's O'Hare Airport standing.
[00:07:59.120 --> 00:07:59.120]   I'm here at Chicago's O'Hare Airport standing.
[00:07:59.120 --> 00:07:59.120]   I'm here at Chicago's O'Hare Airport standing.
[00:07:59.140 --> 00:08:29.140]   I'm here at Chicago's O'Hare Airport standing.
[00:08:29.140 --> 00:08:29.140]   I'm here at Chicago's O'Hare Airport standing.
[00:08:29.140 --> 00:08:29.140]   I'm here at Chicago's O'Hare Airport standing.
[00:08:29.140 --> 00:08:29.140]   I'm here at Chicago's O'Hare Airport standing.
[00:08:29.140 --> 00:08:29.140]   I'm here at Chicago's O'Hare Airport standing.
[00:08:29.140 --> 00:08:29.140]   I'm here at Chicago's O'Hare Airport standing.
[00:08:29.140 --> 00:08:29.140]   I'm here at Chicago's O'Hare Airport standing.
[00:08:29.140 --> 00:08:29.140]   I'm here at Chicago's O'Hare Airport standing.
[00:08:29.140 --> 00:08:29.140]   I'm here at Chicago's O'Hare Airport standing.
[00:08:29.140 --> 00:08:29.140]   I'm here at Chicago's O'Hare Airport standing.
[00:08:29.140 --> 00:08:29.140]   I'm here at Chicago's O'Hare Airport standing.
[00:08:29.140 --> 00:08:29.140]   I'm here at Chicago's O'Hare Airport standing.
[00:08:29.140 --> 00:08:29.140]   I'm here at Chicago's O'Hare Airport standing.
[00:08:29.140 --> 00:08:29.140]   I'm here at Chicago's O'Hare Airport standing.
[00:08:29.140 --> 00:08:59.160]   I'm here at Chicago's O'Hare Airport standing.
[00:08:59.160 --> 00:08:59.160]   I'm here at Chicago's O'Hare Airport standing.
[00:08:59.160 --> 00:08:59.160]   I'm here at Chicago's O'Hare Airport standing.
[00:08:59.160 --> 00:08:59.160]   I'm here at Chicago's O'Hare Airport standing.
[00:08:59.180 --> 00:09:29.180]   I'm here at Chicago's O'Hare Airport standing.
[00:09:29.180 --> 00:09:29.180]   I'm here at Chicago's O'Hare Airport standing.
[00:09:29.180 --> 00:09:29.180]   I'm here at Chicago's O'Hare Airport standing.
[00:09:29.180 --> 00:09:29.180]   I'm here at Chicago's O'Hare Airport standing.
[00:09:29.180 --> 00:09:29.180]   I'm here at Chicago's O'Hare Airport standing.
[00:09:29.180 --> 00:09:29.180]   I'm here at Chicago's O'Hare Airport standing.
[00:09:29.180 --> 00:09:29.180]   I'm here at Chicago's O'Hare Airport standing.
[00:09:29.180 --> 00:09:29.180]   I'm here at Chicago's O'Hare Airport standing.
[00:09:29.180 --> 00:09:29.180]   I'm here at Chicago's O'Hare Airport standing.
[00:09:29.180 --> 00:09:29.180]   I'm here at Chicago's O'Hare Airport standing.
[00:09:29.180 --> 00:09:29.180]   I'm here at Chicago's O'Hare Airport standing.
[00:09:29.180 --> 00:09:29.180]   I'm here at Chicago's O'Hare Airport standing.
[00:09:29.180 --> 00:09:29.180]   I'm here at Chicago's O'Hare Airport standing.
[00:09:29.180 --> 00:09:29.180]   I'm here at Chicago's O'Hare Airport standing.
[00:09:29.180 --> 00:09:59.200]   I'm here at Chicago's O'Hare Airport standing.
[00:09:59.200 --> 00:09:59.200]   I'm here at Chicago's O'Hare Airport standing.
[00:09:59.200 --> 00:09:59.200]   I'm here at Chicago's O'Hare Airport standing.
[00:09:59.200 --> 00:09:59.200]   I'm here at Chicago's O'Hare Airport standing.
[00:09:59.200 --> 00:09:59.200]   I'm here at Chicago's O'Hare Airport standing.
[00:09:59.200 --> 00:09:59.200]   I'm here at Chicago's O'Hare Airport standing.
[00:09:59.200 --> 00:09:59.200]   I'm here at Chicago's O'Hare Airport standing.
[00:09:59.220 --> 00:10:29.220]   I'm here at Chicago's O'Hare Airport standing.
[00:10:29.220 --> 00:10:29.220]   I'm here at Chicago's O'Hare Airport standing.
[00:10:29.220 --> 00:10:29.220]   I'm here at Chicago's O'Hare Airport standing.
[00:10:29.220 --> 00:10:29.220]   I'm here at Chicago's O'Hare Airport standing.
[00:10:29.220 --> 00:10:29.220]   I'm here at Chicago's O'Hare Airport standing.
[00:10:29.220 --> 00:10:29.220]   I'm here at Chicago's O'Hare Airport standing.
[00:10:29.220 --> 00:10:29.220]   I'm here at Chicago's O'Hare Airport standing.
[00:10:29.220 --> 00:10:29.220]   I'm here at Chicago's O'Hare Airport standing.
[00:10:29.220 --> 00:10:29.220]   I'm here at Chicago's O'Hare Airport standing.
[00:10:29.220 --> 00:10:29.220]   I'm here at Chicago's O'Hare Airport standing.
[00:10:29.220 --> 00:10:29.220]   I'm here at Chicago's O'Hare Airport standing.
[00:10:29.220 --> 00:10:29.220]   I'm here at Chicago's O'Hare Airport standing.
[00:10:29.220 --> 00:10:29.220]   I'm here at Chicago's O'Hare Airport standing.
[00:10:29.220 --> 00:10:29.220]   I'm here at Chicago's O'Hare Airport standing.
[00:10:29.220 --> 00:10:59.240]   I'm here at Chicago's O'Hare Airport standing.
[00:10:59.240 --> 00:10:59.240]   I'm here at Chicago's O'Hare Airport standing.
[00:10:59.240 --> 00:10:59.240]   I'm here at Chicago's O'Hare Airport standing.
[00:10:59.240 --> 00:10:59.240]   I'm here at Chicago's O'Hare Airport standing.
[00:10:59.240 --> 00:10:59.240]   I'm here at Chicago's O'Hare Airport standing.
[00:10:59.240 --> 00:10:59.240]   I'm here at Chicago's O'Hare Airport standing.
[00:10:59.260 --> 00:11:29.260]   I'm here at Chicago's O'Hare Airport standing.
[00:11:29.260 --> 00:11:29.260]   I'm here at Chicago's O'Hare Airport standing.
[00:11:29.260 --> 00:11:29.260]   I'm here at Chicago's O'Hare Airport standing.
[00:11:29.260 --> 00:11:29.260]   I'm here at Chicago's O'Hare Airport standing.
[00:11:29.260 --> 00:11:29.260]   I'm here at Chicago's O'Hare Airport standing.
[00:11:29.260 --> 00:11:29.260]   I'm here at Chicago's O'Hare Airport standing.
[00:11:29.260 --> 00:11:29.260]   I'm here at Chicago's O'Hare Airport standing.
[00:11:29.260 --> 00:11:29.260]   I'm here at Chicago's O'Hare Airport standing.
[00:11:29.260 --> 00:11:29.260]   I'm here at Chicago's O'Hare Airport standing.
[00:11:29.260 --> 00:11:29.260]   I'm here at Chicago's O'Hare Airport standing.
[00:11:29.260 --> 00:11:29.260]   I'm here at Chicago's O'Hare Airport standing.
[00:11:29.260 --> 00:11:29.260]   I'm here at Chicago's O'Hare Airport standing.
[00:11:29.260 --> 00:11:29.260]   I'm here at Chicago's O'Hare Airport standing.
[00:11:29.260 --> 00:11:29.260]   I'm here at Chicago's O'Hare Airport standing.
[00:11:29.260 --> 00:11:59.280]   I'm here at Chicago's O'Hare Airport standing.
[00:11:59.280 --> 00:11:59.280]   I'm here at Chicago's O'Hare Airport standing.
[00:11:59.280 --> 00:11:59.280]   I'm here at Chicago's O'Hare Airport standing.
[00:11:59.280 --> 00:11:59.280]   I'm here at Chicago's O'Hare Airport standing.
[00:11:59.280 --> 00:11:59.280]   I'm here at Chicago's O'Hare Airport standing.
[00:11:59.280 --> 00:11:59.280]   I'm here at Chicago's O'Hare Airport standing.
[00:11:59.300 --> 00:12:29.300]   I'm here at Chicago's O'Hare Airport standing.
[00:12:29.300 --> 00:12:29.300]   I'm here at Chicago's O'Hare Airport standing.
[00:12:29.300 --> 00:12:29.300]   I'm here at Chicago's O'Hare Airport standing.
[00:12:29.300 --> 00:12:29.300]   I'm here at Chicago's O'Hare Airport standing.
[00:12:29.300 --> 00:12:29.300]   I'm here at Chicago's O'Hare Airport standing.
[00:12:29.300 --> 00:12:29.300]   I'm here at Chicago's O'Hare Airport standing.
[00:12:29.300 --> 00:12:29.300]   I'm here at Chicago's O'Hare Airport standing.
[00:12:29.300 --> 00:12:29.300]   I'm here at Chicago's O'Hare Airport standing.
[00:12:29.300 --> 00:12:29.300]   I'm here at Chicago's O'Hare Airport standing.
[00:12:29.300 --> 00:12:29.300]   I'm here at Chicago's O'Hare Airport standing.
[00:12:29.300 --> 00:12:29.300]   I'm here at Chicago's O'Hare Airport standing.
[00:12:29.300 --> 00:12:29.300]   I'm here at Chicago's O'Hare Airport standing.
[00:12:29.300 --> 00:12:29.300]   I'm here at Chicago's O'Hare Airport standing.
[00:12:29.300 --> 00:12:29.300]   I'm here at Chicago's O'Hare Airport standing.
[00:12:29.300 --> 00:12:59.320]   I'm here at Chicago's O'Hare Airport standing.
[00:12:59.320 --> 00:12:59.320]   I'm here at Chicago's O'Hare Airport standing.
[00:12:59.320 --> 00:12:59.320]   I'm here at Chicago's O'Hare Airport standing.
[00:12:59.320 --> 00:12:59.320]   I'm here at Chicago's O'Hare Airport standing.
[00:12:59.320 --> 00:12:59.320]   I'm here at Chicago's O'Hare Airport standing.
[00:12:59.320 --> 00:12:59.320]   I'm here at Chicago's O'Hare Airport standing.
[00:12:59.340 --> 00:13:29.340]   I'm here at Chicago's O'Hare Airport standing.
[00:13:29.340 --> 00:13:29.340]   I'm here at Chicago's O'Hare Airport standing.
[00:13:29.340 --> 00:13:29.340]   I'm here at Chicago's O'Hare Airport standing.
[00:13:29.340 --> 00:13:29.340]   I'm here at Chicago's O'Hare Airport standing.
[00:13:29.340 --> 00:13:29.340]   I'm here at Chicago's O'Hare Airport standing.
[00:13:29.340 --> 00:13:29.340]   I'm here at Chicago's O'Hare Airport standing.
[00:13:29.340 --> 00:13:29.340]   I'm here at Chicago's O'Hare Airport standing.
[00:13:29.340 --> 00:13:29.340]   I'm here at Chicago's O'Hare Airport standing.
[00:13:29.340 --> 00:13:29.340]   I'm here at Chicago's O'Hare Airport standing.
[00:13:29.340 --> 00:13:29.340]   I'm here at Chicago's O'Hare Airport standing.
[00:13:29.340 --> 00:13:29.340]   I'm here at Chicago's O'Hare Airport standing.
[00:13:29.340 --> 00:13:29.340]   I'm here at Chicago's O'Hare Airport standing.
[00:13:29.340 --> 00:13:29.340]   I'm here at Chicago's O'Hare Airport standing.
[00:13:29.340 --> 00:13:29.340]   I'm here at Chicago's O'Hare Airport standing.
[00:13:29.340 --> 00:13:59.360]   I'm here at Chicago's O'Hare Airport standing.
[00:13:59.360 --> 00:13:59.360]   I'm here at Chicago's O'Hare Airport standing.
[00:13:59.360 --> 00:13:59.360]   I'm here at Chicago's O'Hare Airport standing.
[00:13:59.360 --> 00:13:59.360]   I'm here at Chicago's O'Hare Airport standing.
[00:13:59.360 --> 00:13:59.360]   I'm here at Chicago's O'Hare Airport standing.
[00:13:59.360 --> 00:13:59.360]   I'm here at Chicago's O'Hare Airport standing.
[00:13:59.360 --> 00:13:59.360]   I'm here at Chicago's O'Hare Airport standing.
[00:13:59.360 --> 00:13:59.360]   I'm here at Chicago's O'Hare Airport standing. I'm here at Chicago's O'Hare Airport standing.
[00:13:59.400 --> 00:14:28.240]   called
[00:15:08.100 --> 00:15:08.140]   I
[00:15:08.140 --> 00:15:08.740]   have
[00:15:08.740 --> 00:15:09.720]   saved money
[00:15:09.720 --> 00:15:13.860]   you've had a steady job
[00:15:13.860 --> 00:15:16.400]   for 16 years
[00:15:16.400 --> 00:15:20.520]   or the same for the 36 year old woman profiled with the two children
[00:15:20.520 --> 00:15:23.540]   her husband was hired three years ago
[00:15:23.540 --> 00:15:26.180]   you've not been able to save a few cents
[00:15:26.180 --> 00:15:26.180]   you've not been able to save a few cents
[00:15:26.180 --> 00:15:26.180]   you've not been able to save a few cents
[00:15:26.180 --> 00:15:26.180]   you've not been able to save a few cents
[00:15:26.180 --> 00:15:26.180]   you've not been able to save a few cents
[00:15:26.180 --> 00:15:26.200]   you've not been able to save a few cents
[00:15:26.200 --> 00:15:26.220]   you've not been able to save a few cents
[00:15:26.220 --> 00:15:26.240]   you've not been able to save a few cents
[00:15:26.240 --> 00:15:26.260]   you've not been able to save a few cents
[00:15:26.260 --> 00:15:26.300]   you've not been able to save a few cents
[00:15:26.300 --> 00:15:26.360]   you've not been able to save a few cents
[00:15:26.360 --> 00:15:26.400]   you've not been able to save a few cents
[00:15:26.400 --> 00:15:26.440]   you've not been able to save a few cents
[00:15:26.440 --> 00:15:26.480]   you've not been able to save a few cents
[00:15:26.620 --> 00:15:45.860]   you've not been able to save a few cents over the last three years
[00:15:45.860 --> 00:15:47.900]   you've not been able to save a few cents over the last three years
[00:15:47.900 --> 00:15:47.940]   you'll
[00:15:47.940 --> 00:15:47.980]   you'll
[00:15:47.980 --> 00:15:49.900]   you'll always be a slave to other people's decisions
[00:15:49.900 --> 00:15:49.920]   you'll always be a slave to other people's decisions
[00:15:49.920 --> 00:15:55.400]   you'll never achieve even a modicum of financial freedom
[00:15:55.400 --> 00:15:55.400]   you'll never achieve even a modicum of financial freedom
[00:15:55.400 --> 00:15:56.440]   you'll never achieve even a modicum of financial freedom
[00:15:56.440 --> 00:15:56.440]   you'll never achieve even a modicum of financial freedom
[00:15:56.440 --> 00:15:56.440]   you'll never achieve even a modicum of financial freedom
[00:15:56.440 --> 00:15:56.440]   you'll never achieve even a modicum of financial freedom
[00:15:56.460 --> 00:16:26.400]   you'll never achieve even a modicum of financial freedom freedom
[00:16:26.400 --> 00:16:26.400]   you'll never achieve even a modicum of financial freedom freedom
[00:16:26.400 --> 00:16:26.400]   you'll never achieve even a modicum of financial freedom freedom
[00:16:26.400 --> 00:16:26.400]   you'll never achieve even a modicum of financial freedom freedom
[00:16:26.400 --> 00:16:26.400]   you're telling me you have worked a job with a stable paycheck for the last three years or for the last 16 years and you haven't saved five or ten thousand dollars that is called being foolish that's called behaving stupidly
[00:16:26.400 --> 00:16:26.400]   you're telling me you have worked a job with a stable paycheck for the last three years or for the last 16 years and you haven't saved five or ten thousand dollars that is called behaving stupidly
[00:16:26.400 --> 00:16:26.400]   you're telling me you have worked a job with a stable paycheck for the last three years or for the last 16 years and you haven't saved five or ten thousand dollars that is called behaving stupidly
[00:16:26.400 --> 00:16:56.360]   a job that you can't afford to pay for it
[00:16:56.360 --> 00:16:56.360]   you're telling me you have worked a job with a stable paycheck for the last 16 years or for the last 16 years and you haven't saved five or ten thousand dollars that is called behaving stupidly
[00:16:56.360 --> 00:16:56.360]   you're telling me you have worked a job with a stable paycheck for the last 16 years and you haven't saved five or ten thousand dollars that is called behaving stupidly
[00:16:56.360 --> 00:16:56.360]   you're telling me you have worked a job with a stable paycheck for the last 16 years and you haven't saved five or ten thousand dollars that is called behaving stupidly
[00:16:56.380 --> 00:17:26.320]   you're telling me you have worked a job with a stable paycheck for the last 16 years and you haven't saved five or ten thousand dollars that is called behaving stupidly
[00:17:26.320 --> 00:17:26.320]   and you're telling me you have worked a job with a stable paycheck for the last 16 years and you haven't saved five or ten thousand dollars that is called behaving stupidly
[00:17:26.320 --> 00:17:26.320]   you're telling me you have worked a job with a stable paycheck for the last 16 years and you haven't saved five or ten thousand dollars that is called behaving stupidly
[00:17:26.320 --> 00:17:26.320]   you're telling me you have worked a job with a stable paycheck for the last 16 years and you haven't saved five or ten thousand dollars that is called behaving stupidly
[00:17:26.320 --> 00:17:26.320]   you're telling me you have worked a job with a stable paycheck for the last 16 years and you haven't saved five or ten thousand dollars that is called behaving stupidly
[00:17:26.320 --> 00:17:26.320]   you're telling me you have worked a job with a stable paycheck for the last 16 years and you haven't saved five or ten thousand dollars that is called behaving stupidly
[00:17:27.160 --> 00:17:56.280]   you're telling me you have worked a job with a stable paycheck for the last 16 years and you haven't saved five or ten thousand dollars that is called behaving stupidly
[00:17:56.280 --> 00:17:56.280]   you're telling me you have worked a job with a stable paycheck for the last 16 years and you haven't saved five or ten thousand dollars that is called behaving stupidly
[00:17:56.280 --> 00:17:56.280]   you're telling me you have worked a job with a stable paycheck for the last 16 years and you haven't saved five or ten thousand dollars that is called behaving stupidly
[00:17:56.280 --> 00:17:56.280]   you're telling me you have worked a job with a stable paycheck for the last 16 years and you haven't saved five or ten thousand dollars that is called behaving stupidly
[00:17:56.300 --> 00:18:26.240]   you're telling me you have worked a job with a stable paycheck for the last 16 years and you haven't saved five or ten thousand dollars that is called behaving stupidly
