
[00:00:00.000 --> 00:00:05.200]   With Kroger Brand products from Ralphs, you can make all your favorite things this holiday season.
[00:16:11.400 --> 00:16:38.400]   If we tear those who are privileged down and we try to cut them down to size in any way, shape or form, if there's anything we do that causes someone to feel ashamed of where he's come from or ashamed of who he is and what he's achieved, etc., we are creating the seeds of misery and despair.
[00:16:38.400 --> 00:16:57.400]   The proper ethic is to recognize these things, understand where they have come from, understand the benefits and the privileges that we have, and then seek to increase them for our children and for our fellow man.
[00:16:57.400 --> 00:17:20.400]   It's really interesting when you think about having children, because when people—I don't know a parent of any political or philosophical persuasion that doesn't try to give his or her children the very best life and lifestyle that he or she is capable of providing.
[00:17:20.400 --> 00:17:34.400]   I don't know a parent, I've never met a parent, I'm sure there's some out there, but I've never met a parent who hasn't been focused on giving his or her children everything possible, every possible advantage.
[00:17:34.400 --> 00:17:51.400]   And that's a really illuminating idea. It shows us that we can accurately identify those advantages that people have, and then we can seek to pass them along if we focus on them.
[00:17:51.400 --> 00:18:09.400]   And with children, we generally feel more altruistic, we generally feel more willing to provide for them without getting benefit for ourselves. But it ought to be the same thing with anybody around. We should be seeking the best for others continually.
[00:18:09.400 --> 00:18:22.400]   There is a term that I myself use that's different than "check your privilege," and that term is "embrace your privilege."
[00:18:22.400 --> 00:18:38.400]   Those who have come before you, those who have been around you, those who have loved you, those who have worked for you, and though you be the orphan who was raised on the streets, you are still not exempt from this.
[00:18:38.400 --> 00:18:55.400]   Even if your parents hated you and your neighbors hated you, etc., you are still the inheritor of a system that has been built systematically, step by step, over many generations, with men and women laying down their lives for your good.
[00:18:55.400 --> 00:19:16.400]   And we will continue that system in our generation and through the generations to come. Rather than despising what those people have done, rather than despising the great gifts and benefits and advantages and privileges that you have inherited, you should embrace them.
[00:19:16.400 --> 00:19:36.400]   Embrace every single one of them. If you were raised in a two-parent privilege lifestyle where your mother and your father were in your home caring for you, etc., embrace that. Reproduce that. Share it with others.
[00:19:36.400 --> 00:19:52.400]   If you were born and raised in wealth, embrace that. Reproduce that. Share it with others and teach others how to do it. If you were given intellectual capacity, embrace that. Use that. Share it with others.
[00:19:52.400 --> 00:20:14.400]   If you were able to grow up free of racism and discrimination, embrace that. Share it with others. Use it to help others. Embrace your privilege and recognize that with great power, with great privilege, with great advantage, comes great responsibility.
[00:20:14.400 --> 00:20:30.400]   To whom much is given, much is required. And you and I, to whom much has been given, we are morally responsible to use that for the benefit of our fellow man.
[00:20:30.400 --> 00:20:49.400]   You and I are morally responsible to recognize those things that have contributed to our good fortune, to our good situation, and to build systems that will result in the continuance of that for others and the expansion of that for others.
[00:20:49.400 --> 00:21:14.400]   Not only must we recognize the benefits that we have been given, but we must embrace them and we must expand them so that the next generation, be it a generation that issues from our loins with a generation below us, or the next generation rippling out to the side from us, to our fellow man walking through life with us,
[00:21:14.400 --> 00:21:24.400]   the next generation must be put in a better situation than we are. That is our responsibility as humans.
[00:21:24.400 --> 00:21:33.400]   So, on the topic of privilege, embrace your privilege and expand it to others.
[00:21:33.400 --> 00:21:51.400]   Thank you for listening to today's podcast. In closing, speaking of privilege, if you want to understand how privileged you are and to embrace that privilege and appreciate it for all of its good things, I want to encourage you to sign up for my Panama event that I'm hosting in January of 2024.
[00:21:51.400 --> 00:22:05.400]   One of the things that's fascinating to me, having traveled around the world quite a lot, has been how said travels have transformed my understanding of my advantages in life.
[00:22:05.400 --> 00:22:34.400]   Though you be the lowest person in American society or French society or some wealthy Western country, which is where most of my listening audience comes, though you think everything is against you, spend a little time outside of your normal areas of hanging out, your normal walks of life, and things will transform for you.
[00:22:34.400 --> 00:22:47.400]   This event that I'm hosting in January of 2024 will be in the nation of Panama. Panama and the places that we'll be going will be very high-end, very luxury, etc., very developed. Panama is a wonderful country.
[00:22:47.400 --> 00:23:00.400]   Yet, one of the benefits of going and doing business in Panama or going and using a place like Panama or many other countries is that you get to see what it's like to be rich.
[00:23:00.400 --> 00:23:13.400]   Because on a global scale, every single one of my listeners, every single one of us is extremely wealthy. And it's often hard to realize that when you're in the United States.
[00:23:13.400 --> 00:23:20.400]   Because you're surrounded by so much wealth, it's easy to focus on what other people have and not on what you have.
[00:23:20.400 --> 00:23:30.400]   But when you go to places where the wealth is less visible and less broad in its presence, it changes you. It changes you in a deep and fundamental way.
[00:23:30.400 --> 00:23:40.400]   I remember the first time I spent a couple weeks in Nicaragua years ago. And I lived with a very poor family out in the countryside.
[00:23:40.400 --> 00:23:52.400]   And it challenged fundamentally much of my ideology. And I realized that I had an ideology that was appropriate for the United States of America.
[00:23:52.400 --> 00:23:58.400]   But the ideology that was appropriate for the United States of America was not the ideology that was appropriate for Nicaragua.
[00:23:58.400 --> 00:24:10.400]   That was not to diminish the benefits of my own American ideology. But it was to say that there was more texture and more nuance and more need.
[00:24:10.400 --> 00:24:17.400]   I'll leave that for another day. But I would love to invite you to come and see how internationalization can serve you.
[00:24:17.400 --> 00:24:27.400]   If you'd like to do that, go to expatmoney.com/radical. Expatmoney.com/radical. Link in the show notes. Sign up to come to the event in January.
[00:24:27.400 --> 00:24:36.400]   Hang out with me, with my friends Mikkel Thorup and Gabriel Custodiat. And up to 40 of your fellow listeners.
[00:24:36.400 --> 00:24:40.400]   We're going to have a great event in Panama where we're going to discuss Panama specifically.
[00:24:40.400 --> 00:24:50.400]   We're going to do an investment tour of Panama and talk about residency options, banking options, all kinds of the options, the things that Panama offers, lifestyle options, etc.
[00:24:50.400 --> 00:24:55.400]   And then we're going to discuss internationalization much more broadly. It's going to be a private event.
[00:24:55.400 --> 00:25:01.400]   We're going to talk in detail about all the different topics of internationalization and basically just hang out for a week.
[00:25:01.400 --> 00:25:11.400]   So if you'd like to come and hang out for a week with me and with my fellow co-hosts, then sign up today. Go to expatmoney.com/radical. Expatmoney.com/radical.
[00:25:11.400 --> 00:25:16.400]   With Kroger Brand products from Ralphs, you can make all your favorite things this holiday season.
[00:25:16.400 --> 00:25:21.400]   Because Kroger Brand's proven quality products come at exceptionally low prices.
[00:25:21.400 --> 00:25:26.400]   And with a money-back quality guarantee, every dish is sure to be a favorite.
[00:25:26.400 --> 00:25:29.400]   These are a few of my favorite things.
[00:25:29.400 --> 00:25:36.400]   Whether you shop delivery, pickup, or in-store, Kroger Brand has all your favorite things.
[00:25:36.400 --> 00:25:38.400]   Ralphs. Fresh for everyone.
[00:25:38.400 --> 00:25:41.740]   [MUSIC PLAYING]

