
[00:00:00.040 --> 00:00:09.560]  ivat
[00:02:28.320 --> 00:02:28.320]   I think it's a really interesting world in which we live.
[00:02:28.320 --> 00:02:28.320]   I think it's a really interesting world in which we live.
[00:02:28.320 --> 00:02:28.320]   I think it's a really interesting world in which we live.
[00:02:58.340 --> 00:02:58.340]   I think it's a really interesting world in which we live.
[00:02:58.340 --> 00:02:58.340]   I think it's a really interesting world in which we live.
[00:02:58.340 --> 00:02:58.340]   I think it's a really interesting world in which we live.
[00:02:58.340 --> 00:02:58.340]   I think it's a really interesting world in which we live.
[00:02:58.340 --> 00:02:58.340]   I think it's a really interesting world in which we live.
[00:02:58.340 --> 00:02:58.340]   I think it's a really interesting world in which we live.
[00:02:58.340 --> 00:02:58.340]   I think it's a really interesting world in which we live.
[00:02:58.340 --> 00:02:58.340]   I think it's a really interesting world in which we live.
[00:02:58.340 --> 00:02:58.340]   I think it's a really interesting world in which we live.
[00:02:58.340 --> 00:02:58.340]   I think it's a really interesting world in which we live.
[00:02:58.340 --> 00:02:58.340]   I think it's a really interesting world in which we live.
[00:02:58.360 --> 00:03:28.360]   I think it's a really interesting world in which we live.
[00:03:28.360 --> 00:03:28.360]   I think it's a really interesting world in which we live.
[00:03:28.360 --> 00:03:28.360]   I think it's a really interesting world in which we live.
[00:03:28.360 --> 00:03:28.360]   I think it's a really interesting world in which we live.
[00:03:28.360 --> 00:03:28.360]   I think it's a really interesting world in which we live.
[00:03:28.360 --> 00:03:28.360]   I think it's a really interesting world in which we live.
[00:03:28.360 --> 00:03:28.360]   I think it's a really interesting world in which we live.
[00:03:28.360 --> 00:03:28.360]   I think it's a really interesting world in which we live.
[00:03:28.360 --> 00:03:28.360]   I think it's a really interesting world in which we live.
[00:03:28.360 --> 00:03:28.360]   I think it's a really interesting world in which we live.
[00:03:28.360 --> 00:03:28.360]   I think it's a really interesting world in which we live.
[00:03:28.360 --> 00:03:28.360]   I think it's a really interesting world in which we live.
[00:03:28.380 --> 00:03:58.380]   I think it's a really interesting world in which we live.
[00:03:58.380 --> 00:03:58.380]   I think it's a really interesting world in which we live.
[00:03:58.380 --> 00:03:58.380]   I think it's a really interesting world in which we live.
[00:03:58.380 --> 00:03:58.380]   I think it's a really interesting world in which we live.
[00:03:58.380 --> 00:03:58.380]   I think it's a really interesting world in which we live.
[00:03:58.380 --> 00:03:58.380]   I think it's a really interesting world in which we live.
[00:03:58.380 --> 00:03:58.380]   I think it's a really interesting world in which we live.
[00:03:58.380 --> 00:03:58.380]   I think it's a really interesting world in which we live.
[00:03:58.380 --> 00:03:58.380]   I think it's a really interesting world in which we live.
[00:03:58.380 --> 00:03:58.380]   I think it's a really interesting world in which we live.
[00:03:58.400 --> 00:04:28.400]   I think it's a really interesting world in which we live.
[00:04:28.400 --> 00:04:28.400]   I think it's a really interesting world in which we live.
[00:04:28.400 --> 00:04:28.400]   I think it's a really interesting world in which we live.
[00:04:28.400 --> 00:04:28.400]   I think it's a really interesting world in which we live.
[00:04:28.400 --> 00:04:28.400]   I think it's a really interesting world in which we live.
[00:04:28.400 --> 00:04:28.400]   I think it's a really interesting world in which we live.
[00:04:28.400 --> 00:04:28.400]   I think it's a really interesting world in which we live.
[00:04:28.400 --> 00:04:28.400]   I think it's a really interesting world in which we live.
[00:04:28.400 --> 00:04:28.400]   I think it's a really interesting world in which we live.
[00:04:28.400 --> 00:04:28.400]   I think it's a really interesting world in which we live.
[00:04:28.400 --> 00:04:28.400]   I think it's a really interesting world in which we live.
[00:04:28.400 --> 00:04:28.400]   I think it's a really interesting world in which we live.
[00:04:28.400 --> 00:04:28.400]   I think it's a really interesting world in which we live.
[00:04:28.420 --> 00:04:58.420]   I think it's a really interesting world in which we live.
[00:04:58.420 --> 00:04:58.420]   I think it's a really interesting world in which we live.
[00:04:58.420 --> 00:04:58.420]   I think it's a really interesting world in which we live.
[00:04:58.420 --> 00:04:58.420]   I think it's a really interesting world in which we live.
[00:04:58.420 --> 00:04:58.420]   I think it's a really interesting world in which we live.
[00:04:58.420 --> 00:04:58.420]   I think it's a really interesting world in which we live.
[00:04:58.420 --> 00:04:58.420]   I think it's a really interesting world in which we live.
[00:04:58.420 --> 00:04:58.420]   I think it's a really interesting world in which we live.
[00:04:58.420 --> 00:04:58.420]   I think it's a really interesting world in which we live.
[00:04:58.420 --> 00:04:58.420]   I think it's a really interesting world in which we live.
[00:04:58.420 --> 00:04:58.420]   I think it's a really interesting world in which we live.
[00:04:58.420 --> 00:04:58.420]   I think it's a really interesting world in which we live.
[00:04:58.420 --> 00:04:58.420]   I think it's a really interesting world in which we live.
[00:04:58.440 --> 00:05:28.440]   I think it's a really interesting world in which we live.
[00:05:28.440 --> 00:05:28.440]   I think it's a really interesting world in which we live.
[00:05:28.440 --> 00:05:28.440]   I think it's a really interesting world in which we live.
[00:05:28.440 --> 00:05:28.440]   I think it's a really interesting world in which we live.
[00:05:28.440 --> 00:05:28.440]   I think it's a really interesting world in which we live.
[00:05:28.440 --> 00:05:28.440]   I think it's a really interesting world in which we live.
[00:05:28.440 --> 00:05:28.440]   I think it's a really interesting world in which we live.
[00:05:28.440 --> 00:05:28.440]   I think it's a really interesting world in which we live.
[00:05:28.440 --> 00:05:28.440]   I think it's a really interesting world in which we live.
[00:05:28.440 --> 00:05:28.440]   I think it's a really interesting world in which we live.
[00:05:28.440 --> 00:05:28.440]   I think it's a really interesting world in which we live.
[00:05:28.440 --> 00:05:28.440]   I think it's a really interesting world in which we live.
[00:05:28.460 --> 00:05:58.460]   I think it's a really interesting world in which we live.
[00:05:58.460 --> 00:05:58.460]   I think it's a really interesting world in which we live.
[00:05:58.460 --> 00:05:58.460]   I think it's a really interesting world in which we live.
[00:05:58.460 --> 00:05:58.460]   I think it's a really interesting world in which we live.
[00:05:58.460 --> 00:05:58.460]   I think it's a really interesting world in which we live.
[00:05:58.460 --> 00:05:58.460]   I think it's a really interesting world in which we live.
[00:05:58.460 --> 00:05:58.460]   I think it's a really interesting world in which we live.
[00:05:58.460 --> 00:05:58.460]   I think it's a really interesting world in which we live.
[00:05:58.460 --> 00:05:58.460]   I think it's a really interesting world in which we live.
[00:05:58.460 --> 00:05:58.460]   I think it's a really interesting world in which we live.
[00:05:58.460 --> 00:05:58.460]   I think it's a really interesting world in which we live.
[00:05:58.460 --> 00:05:58.460]   I think it's a really interesting world in which we live.
[00:05:58.480 --> 00:06:28.480]  ,
[00:06:28.480 --> 00:06:28.480]   I think it's a really interesting world in which we live.
[00:06:28.480 --> 00:06:28.480]   I think it's a really interesting world in which we live.
[00:06:28.480 --> 00:06:28.480]   I think it's a really interesting world in which we live.
[00:06:28.480 --> 00:06:28.480]   I think it's a really interesting world in which we live.
[00:06:28.480 --> 00:06:28.480]   I think it's a really interesting world in which we live.
[00:06:28.480 --> 00:06:28.480]   I think it's a really interesting world in which we live.
[00:06:28.480 --> 00:06:28.480]   I think it's a really interesting world in which we live.
[00:06:28.480 --> 00:06:28.480]   I think it's a really interesting world in which we live.
[00:06:28.480 --> 00:06:28.480]   I think it's a really interesting world in which we live.
[00:06:28.480 --> 00:06:28.480]   I think it's a really interesting world in which we live.
[00:06:28.500 --> 00:06:58.500]   I think it's a really interesting world in which we live.
[00:06:58.500 --> 00:06:58.500]   I think it's a really interesting world in which we live.
[00:06:58.500 --> 00:06:58.500]   I think it's a really interesting world in which we live.
[00:06:58.500 --> 00:06:58.500]   I think it's a really interesting world in which we live.
[00:06:58.500 --> 00:06:58.500]   I think it's a really interesting world in which we live.
[00:06:58.500 --> 00:06:58.500]   I think it's a really interesting world in which we live.
[00:06:58.500 --> 00:06:58.500]   I think it's a really interesting world in which we live.
[00:06:58.500 --> 00:06:58.500]   I think it's a really interesting world in which we live.
[00:06:58.500 --> 00:06:58.500]   I think it's a really interesting world in which we live.
[00:06:58.520 --> 00:07:28.520]   I think it's a really interesting world in which we live.
[00:07:28.520 --> 00:07:28.520]   I think it's a really interesting world in which we live.
[00:07:28.520 --> 00:07:28.520]   I think it's a really interesting world in which we live.
[00:07:28.520 --> 00:07:28.520]   I think it's a really interesting world in which we live.
[00:07:28.520 --> 00:07:28.520]   I think it's a really interesting world in which we live.
[00:07:28.520 --> 00:07:28.520]   I think it's a really interesting world in which we live.
[00:07:28.520 --> 00:07:28.520]   I think it's a really interesting world in which we live.
[00:07:28.520 --> 00:07:28.520]   I think it's a really interesting world in which we live.
[00:07:28.520 --> 00:07:28.520]   I think it's a really interesting world in which we live.
[00:07:28.520 --> 00:07:28.520]   I think it's a really interesting world in which we live.
[00:07:28.520 --> 00:07:28.520]   I think it's a really interesting world in which we live.
[00:07:28.520 --> 00:07:28.520]   I think it's a really interesting world in which we live.
[00:07:28.520 --> 00:07:28.520]   I think it's a really interesting world in which we live.
[00:07:28.540 --> 00:07:58.540]   I think it's a really interesting world in which we live.
[00:07:58.540 --> 00:07:58.540]   I think it's a really interesting world in which we live.
[00:07:58.540 --> 00:07:58.540]   I think it's a really interesting world in which we live.
[00:07:58.540 --> 00:07:58.540]   I think it's a really interesting world in which we live.
[00:07:58.540 --> 00:07:58.540]   I think it's a really interesting world in which we live.
[00:07:58.540 --> 00:07:58.540]   I think it's a really interesting world in which we live.
[00:07:58.540 --> 00:07:58.540]   I think it's a really interesting world in which we live.
[00:07:58.540 --> 00:07:58.540]   I think it's a really interesting world in which we live.
[00:07:58.540 --> 00:07:58.540]   I think it's a really interesting world in which we live.
[00:07:58.540 --> 00:07:58.540]   I think it's a really interesting world in which we live.
[00:07:58.540 --> 00:07:58.540]   I think it's a really interesting world in which we live.
[00:07:58.540 --> 00:07:58.540]   I think it's a really interesting world in which we live.
[00:07:58.560 --> 00:08:28.560]   I think it's a really interesting world in which we live.
[00:08:28.560 --> 00:08:28.560]   I think it's a really interesting world in which we live.
[00:08:28.560 --> 00:08:28.560]   I think it's a really interesting world in which we live.
[00:08:28.560 --> 00:08:28.560]   I think it's a really interesting world in which we live.
[00:08:28.560 --> 00:08:28.560]   I think it's a really interesting world in which we live.
[00:08:28.560 --> 00:08:28.560]   I think it's a really interesting world in which we live.
[00:08:28.560 --> 00:08:28.560]   I think it's a really interesting world in which we live.
[00:08:28.560 --> 00:08:28.560]   I think it's a really interesting world in which we live.
[00:08:28.560 --> 00:08:28.560]   I think it's a really interesting world in which we live.
[00:08:28.560 --> 00:08:28.560]   I think it's a really interesting world in which we live.
[00:08:28.560 --> 00:08:28.560]   I think it's a really interesting world in which we live.
[00:08:28.560 --> 00:08:28.560]   I think it's a really interesting world in which we live.
[00:08:28.560 --> 00:08:58.580]   I think it's a really interesting world in which we live.
[00:08:58.580 --> 00:08:58.580]   I think it's a really interesting world in which we live.
[00:08:58.580 --> 00:08:58.580]   I think it's a really interesting world in which we live.
[00:08:58.580 --> 00:08:58.580]   I think it's a really interesting world in which we live.
[00:08:58.580 --> 00:08:58.580]   I think it's a really interesting world in which we live.
[00:08:58.580 --> 00:08:58.580]   I think it's a really interesting world in which we live.
[00:08:58.580 --> 00:08:58.580]   I think it's a really interesting world in which we live.
[00:08:58.580 --> 00:08:58.580]   I think it's a really interesting world in which we live.
[00:08:58.580 --> 00:08:58.580]   I think it's a really interesting world in which we live.
[00:08:58.580 --> 00:08:58.580]   I think it's a really interesting world in which we live.
[00:08:58.580 --> 00:08:58.580]   I think it's a really interesting world in which we live.
[00:08:58.600 --> 00:09:28.600]   I think it's a really interesting world in which we live.
[00:09:28.600 --> 00:09:28.600]   I think it's a really interesting world in which we live.
[00:09:28.600 --> 00:09:28.600]   I think it's a really interesting world in which we live.
[00:09:28.600 --> 00:09:28.600]   I think it's a really interesting world in which we live.
[00:09:28.600 --> 00:09:28.600]   I think it's a really interesting world in which we live.
[00:09:28.600 --> 00:09:28.600]   I think it's a really interesting world in which we live.
[00:09:28.600 --> 00:09:28.600]   I think it's a really interesting world in which we live.
[00:09:28.600 --> 00:09:28.600]   I think it's a really interesting world in which we live.
[00:09:28.600 --> 00:09:28.600]   I think it's a really interesting world in which we live.
[00:09:28.600 --> 00:09:28.600]   I think it's a really interesting world in which we live.
[00:09:28.600 --> 00:09:28.600]   I think it's a really interesting world in which we live.
[00:09:28.600 --> 00:09:28.600]   I think it's a really interesting world in which we live.
[00:09:28.600 --> 00:09:28.600]   I think it's a really interesting world in which we live.
[00:09:28.600 --> 00:09:28.600]   I think it's a really interesting world in which we live.
[00:09:28.640 --> 00:09:58.620]   I think it's a really interesting world in which we live.
[00:09:58.620 --> 00:09:58.620]   I think it's a really interesting world in which we live.
[00:09:58.620 --> 00:09:58.620]   I think it's a really interesting world in which we live.
[00:09:58.620 --> 00:09:58.620]   I think it's a really interesting world in which we live.
[00:09:58.620 --> 00:09:58.620]   I think it's a really interesting world in which we live.
[00:09:58.620 --> 00:09:58.620]   I think it's a really interesting world in which we live.
[00:09:58.620 --> 00:09:58.620]   I think it's a really interesting world in which we live.
[00:09:58.620 --> 00:09:58.620]   I think it's a really interesting world in which we live.
[00:09:58.640 --> 00:10:28.640]   I think it's a really interesting world in which we live.
[00:10:28.640 --> 00:10:28.640]   I think it's a really interesting world in which we live.
[00:10:28.640 --> 00:10:28.640]   I think it's a really interesting world in which we live.
[00:10:28.640 --> 00:10:28.640]   I think it's a really interesting world in which we live.
[00:10:28.640 --> 00:10:28.640]   I think it's a really interesting world in which we live.
[00:10:28.640 --> 00:10:28.640]   I think it's a really interesting world in which we live.
[00:10:28.640 --> 00:10:28.640]   I think it's a really interesting world in which we live.
[00:10:28.640 --> 00:10:28.640]   I think it's a really interesting world in which we live.
[00:10:28.640 --> 00:10:28.640]   I think it's a really interesting world in which we live.
[00:10:28.640 --> 00:10:28.640]   I think it's a really interesting world in which we live.
[00:10:28.640 --> 00:10:28.640]   I think it's a really interesting world in which we live.
[00:10:28.640 --> 00:10:28.640]   I think it's a really interesting world in which we live.
[00:10:28.640 --> 00:10:28.640]   I think it's a really interesting world in which we live.
[00:10:28.640 --> 00:10:28.640]   I think it's a really interesting world in which we live.
[00:10:28.680 --> 00:10:58.660]   I think it's a really interesting world in which we live.
[00:10:58.660 --> 00:10:58.660]   I think it's a really interesting world in which we live.
[00:10:58.660 --> 00:10:58.660]   I think it's a really interesting world in which we live.
[00:10:58.660 --> 00:10:58.660]   I think it's a really interesting world in which we live.
[00:10:58.660 --> 00:10:58.660]   I think it's a really interesting world in which we live.
[00:10:58.660 --> 00:10:58.660]   I think it's a really interesting world in which we live.
[00:10:58.660 --> 00:10:58.660]   I think it's a really interesting world in which we live.
[00:10:58.660 --> 00:10:58.660]   I think it's a really interesting world in which we live.
[00:10:58.660 --> 00:10:58.660]   I think it's a really interesting world in which we live.
[00:10:58.680 --> 00:11:28.680]   I think it's a really interesting world in which we live.
[00:11:28.680 --> 00:11:28.680]   I think it's a really interesting world in which we live.
[00:11:28.680 --> 00:11:28.680]   I think it's a really interesting world in which we live.
[00:11:28.680 --> 00:11:28.680]   I think it's a really interesting world in which we live.
[00:11:28.680 --> 00:11:28.680]   I think it's a really interesting world in which we live.
[00:11:28.680 --> 00:11:28.680]   I think it's a really interesting world in which we live.
[00:11:28.680 --> 00:11:28.680]   I think it's a really interesting world in which we live.
[00:11:28.680 --> 00:11:28.680]   I think it's a really interesting world in which we live.
[00:11:28.680 --> 00:11:28.680]   I think it's a really interesting world in which we live.
[00:11:28.680 --> 00:11:28.680]   I think it's a really interesting world in which we live.
[00:11:28.680 --> 00:11:28.680]   I think it's a really interesting world in which we live.
[00:11:28.680 --> 00:11:28.680]   I think it's a really interesting world in which we live.
[00:11:28.680 --> 00:11:28.680]   I think it's a really interesting world in which we live.
[00:11:28.680 --> 00:11:28.680]   that we live. I think it's a really interesting world in which we live.
[00:11:28.680 --> 00:11:58.700]  ,
[00:11:58.700 --> 00:11:58.700]   I think it's a really interesting world in which we live.
[00:11:58.700 --> 00:11:58.700]   I think it's a really interesting world in which we live.
[00:11:58.700 --> 00:11:58.700]   I think it's a really interesting world in which we live.
[00:11:58.700 --> 00:11:58.700]   I think it's a really interesting world in which we live.
[00:11:58.700 --> 00:11:58.700]   I think it's a really interesting world in which we live.
[00:11:58.700 --> 00:11:58.700]   I think it's a really interesting world in which we live.
[00:11:58.700 --> 00:11:58.700]   I think it's a really interesting world in which we live.
[00:11:58.700 --> 00:11:58.700]   I think it's a really interesting world in which we live.
[00:11:58.700 --> 00:11:58.700]   I think it's a really interesting world in which we live.
[00:11:58.720 --> 00:12:28.720]   I think it's a really interesting world in which we live.
[00:12:28.720 --> 00:12:28.720]   I think it's a really interesting world in which we live.
[00:12:28.720 --> 00:12:28.720]   I think it's a really interesting world in which we live.
[00:12:28.720 --> 00:12:28.720]   I think it's a really interesting world in which we live.
[00:12:28.720 --> 00:12:28.720]   I think it's a really interesting world in which we live.
[00:12:28.720 --> 00:12:28.720]   I think it's a really interesting world in which we live.
[00:12:28.720 --> 00:12:28.720]   I think it's a really interesting world in which we live.
[00:12:28.720 --> 00:12:28.720]   I think it's a really interesting world in which we live.
[00:12:28.720 --> 00:12:28.720]   I think it's a really interesting world in which we live.
[00:12:28.720 --> 00:12:28.720]   I think it's a really interesting world in which we live.
[00:12:28.720 --> 00:12:28.720]   I think it's a really interesting world in which we live.
[00:12:28.720 --> 00:12:28.720]   I think it's a really interesting world in which we live.
[00:12:28.720 --> 00:12:28.720]   I think it's a really interesting world in which we live.
[00:12:28.720 --> 00:12:28.720]   I think it's a really interesting world in which we live.
[00:12:58.740 --> 00:12:58.740]   I think it's a really interesting world in which we live.
[00:12:58.740 --> 00:12:58.740]   I think it's a really interesting world in which we live.
[00:12:58.740 --> 00:12:58.740]   I think it's a really interesting world in which we live.
[00:12:58.740 --> 00:12:58.740]   I think it's a really interesting world in which we live.
[00:12:58.740 --> 00:12:58.740]   I think it's a really interesting world in which we live.
[00:12:58.740 --> 00:12:58.740]   I think it's a really interesting world in which we live.
[00:12:58.740 --> 00:12:58.740]   I think it's a really interesting world in which we live.
[00:12:58.740 --> 00:12:58.740]   I think it's a really interesting world in which we live.
[00:13:28.760 --> 00:13:28.760]   I think it's a really interesting world in which we live.
[00:13:28.760 --> 00:13:28.760]   I think it's a really interesting world in which we live.
[00:13:28.760 --> 00:13:28.760]   I think it's a really interesting world in which we live.
[00:13:28.760 --> 00:13:28.760]   I think it's a really interesting world in which we live.
[00:13:28.760 --> 00:13:28.760]   I think it's a really interesting world in which we live.
[00:13:28.760 --> 00:13:28.760]   I think it's a really interesting world in which we live.
[00:13:28.760 --> 00:13:28.760]   I think it's a really interesting world in which we live.
[00:13:28.760 --> 00:13:28.760]   I think it's a really interesting world in which we live.
[00:13:28.760 --> 00:13:28.760]   I think it's a really interesting world in which we live.
[00:13:28.760 --> 00:13:28.760]   I think it's a really interesting world in which we live.
[00:13:28.760 --> 00:13:28.760]   I think it's a really interesting world in which we live.
[00:13:28.760 --> 00:13:28.760]   I think it's a really interesting world in which we live.
[00:13:28.780 --> 00:13:58.780]  ,
[00:13:58.780 --> 00:13:58.780]   I think it's a really interesting world in which we live.
[00:13:58.780 --> 00:13:58.780]   I think it's a really interesting world in which we live.
[00:13:58.780 --> 00:13:58.780]   I think it's a really interesting world in which we live.
[00:13:58.780 --> 00:13:58.780]   I think it's a really interesting world in which we live.
[00:13:58.780 --> 00:13:58.780]   I think it's a really interesting world in which we live.
[00:13:58.780 --> 00:13:58.780]   I think it's a really interesting world in which we live.
[00:13:58.780 --> 00:13:58.780]   I think it's a really interesting world in which we live.
[00:13:58.780 --> 00:13:58.780]   I think it's a really interesting world in which we live.
[00:13:58.780 --> 00:13:58.780]   I think it's a really interesting world in which we live.
[00:13:58.780 --> 00:13:58.780]   I think it's a really interesting world in which we live.
[00:13:58.800 --> 00:14:28.800]   I think it's a really interesting world in which we live.
[00:14:28.800 --> 00:14:28.800]   I think it's a really interesting world in which we live.
[00:14:28.800 --> 00:14:28.800]   I think it's a really interesting world in which we live.
[00:14:28.800 --> 00:14:28.800]   I think it's a really interesting world in which we live.
[00:14:28.800 --> 00:14:28.800]   I think it's a really interesting world in which we live.
[00:14:28.800 --> 00:14:28.800]   I think it's a really interesting world in which we live.
[00:14:28.800 --> 00:14:28.800]   I think it's a really interesting world in which we live.
[00:14:28.800 --> 00:14:28.800]   I think it's a really interesting world in which we live.
[00:14:28.800 --> 00:14:28.800]   I think it's a really interesting world in which we live.
[00:14:28.800 --> 00:14:28.800]   I think it's a really interesting world in which we live.
[00:14:28.820 --> 00:14:58.820]   I think it's a really interesting world in which we live.
[00:14:58.820 --> 00:14:58.820]   I think it's a really interesting world in which we live.
[00:14:58.820 --> 00:14:58.820]   I think it's a really interesting world in which we live.
[00:14:58.820 --> 00:14:58.820]   I think it's a really interesting world in which we live.
[00:14:58.820 --> 00:14:58.820]   I think it's a really interesting world in which we live.
[00:14:58.820 --> 00:14:58.820]   I think it's a really interesting world in which we live.
[00:14:58.820 --> 00:14:58.820]   I think it's a really interesting world in which we live.
[00:14:58.820 --> 00:14:58.820]   I think it's a really interesting world in which we live.
[00:14:58.820 --> 00:14:58.820]   I think it's a really interesting world in which we live.
[00:14:58.820 --> 00:14:58.820]   I think it's a really interesting world in which we live.
[00:14:58.820 --> 00:14:58.820]   I think it's a really interesting world in which we live.
[00:14:58.820 --> 00:14:58.820]   I think it's a really interesting world in which we live.
[00:14:58.840 --> 00:15:28.840]   I think it's a really interesting world in which we live.
[00:15:28.840 --> 00:15:28.840]   I think it's a really interesting world in which we live.
[00:15:28.840 --> 00:15:28.840]   I think it's a really interesting world in which we live.
[00:15:28.840 --> 00:15:28.840]   I think it's a really interesting world in which we live.
[00:15:28.840 --> 00:15:28.840]   I think it's a really interesting world in which we live.
[00:15:28.840 --> 00:15:28.840]   I think it's a really interesting world in which we live.
[00:15:28.840 --> 00:15:28.840]   I think it's a really interesting world in which we live.
[00:15:28.840 --> 00:15:28.840]   I think it's a really interesting world in which we live.
[00:15:28.840 --> 00:15:28.840]   I think it's a really interesting world in which we live.
[00:15:28.840 --> 00:15:28.840]   I think it's a really interesting world in which we live.
[00:15:28.840 --> 00:15:28.840]   I think it's a really interesting world in which we live.
[00:15:28.840 --> 00:15:28.840]   I think it's a really interesting world in which we live.
[00:15:28.860 --> 00:15:58.860]   I think it's a really interesting world in which we live.
[00:15:58.860 --> 00:15:58.860]   I think it's a really interesting world in which we live.
[00:15:58.860 --> 00:15:58.860]   I think it's a really interesting world in which we live.
[00:15:58.860 --> 00:15:58.860]   I think it's a really interesting world in which we live.
[00:15:58.860 --> 00:15:58.860]   I think it's a really interesting world in which we live.
[00:15:58.860 --> 00:15:58.860]   I think it's a really interesting world in which we live.
[00:15:58.860 --> 00:15:58.860]   I think it's a really interesting world in which we live.
[00:15:58.860 --> 00:15:58.860]   I think it's a really interesting world in which we live.
[00:15:58.860 --> 00:15:58.860]   I think it's a really interesting world in which we live.
[00:15:58.860 --> 00:15:58.860]   I think it's a really interesting world in which we live.
[00:15:58.860 --> 00:15:58.860]   I think it's a really interesting world in which we live.
[00:15:58.860 --> 00:15:58.860]   I think it's a really interesting world in which we live.
[00:15:58.880 --> 00:16:28.880]   I think it's a really interesting world in which we live.
[00:16:28.880 --> 00:16:28.880]   I think it's a really interesting world in which we live.
[00:16:28.880 --> 00:16:28.880]   I think it's a really interesting world in which we live.
[00:16:28.880 --> 00:16:28.880]   I think it's a really interesting world in which we live.
[00:16:28.880 --> 00:16:28.880]   I think it's a really interesting world in which we live.
[00:16:28.880 --> 00:16:28.880]   I think it's a really interesting world in which we live.
[00:16:28.880 --> 00:16:28.880]   I think it's a really interesting world in which we live.
[00:16:28.880 --> 00:16:28.880]   I think it's a really interesting world in which we live.
[00:16:28.880 --> 00:16:28.880]   I think it's a really interesting world in which we live.
[00:16:28.880 --> 00:16:28.880]   I think it's a really interesting world in which we live.
[00:16:28.880 --> 00:16:28.880]   I think it's a really interesting world in which we live.
[00:16:28.900 --> 00:16:58.900]   I think it's a really interesting world in which we live.
[00:16:58.900 --> 00:16:58.900]   I think it's a really interesting world in which we live.
[00:16:58.900 --> 00:16:58.900]   I think it's a really interesting world in which we live.
[00:16:58.900 --> 00:16:58.900]   I think it's a really interesting world in which we live.
[00:16:58.900 --> 00:16:58.900]   I think it's a really interesting world in which we live.
[00:16:58.900 --> 00:16:58.900]   I think it's a really interesting world in which we live.
[00:16:58.900 --> 00:16:58.900]   I think it's a really interesting world in which we live.
[00:16:58.900 --> 00:16:58.900]   I think it's a really interesting world in which we live.
[00:16:58.900 --> 00:16:58.900]   I think it's a really interesting world in which we live.
