
[00:00:00.000 --> 00:00:06.000]   Welcome back everyone.
[00:04:58.040 --> 00:04:59.640]   expects given the target
[00:04:59.640 --> 00:05:02.040]   or the capabilities of the language model.
[00:05:02.040 --> 00:05:04.680]   For example, if it's really important to
[00:05:04.680 --> 00:05:07.720]   you to generate answers in the style of a pirate,
[00:05:07.720 --> 00:05:10.360]   it might be useful to have your language model actually
[00:05:10.360 --> 00:05:13.520]   rewrite the demonstrations in the style of a pirate,
[00:05:13.520 --> 00:05:15.720]   if it has that capability to further
[00:05:15.720 --> 00:05:18.480]   guide it toward the intended behavior.
[00:05:18.480 --> 00:05:22.840]   The fundamental thing that you have to get used to,
[00:05:22.840 --> 00:05:25.320]   and that will seem obvious in retrospect,
[00:05:25.320 --> 00:05:28.600]   is that for powerful in-context learning systems,
[00:05:28.600 --> 00:05:30.640]   your prompt might contain
[00:05:30.640 --> 00:05:32.800]   substrings that were generated by
[00:05:32.800 --> 00:05:36.160]   a different prompt to that self-same language model.
[00:05:36.160 --> 00:05:38.480]   Yes, that could be recursive.
[00:05:38.480 --> 00:05:41.080]   Even those substrings might themselves be
[00:05:41.080 --> 00:05:44.760]   the product of multiple calls to your language model.
[00:05:44.760 --> 00:05:47.120]   Again, it takes some getting used to,
[00:05:47.120 --> 00:05:48.320]   and it can be hard to think through
[00:05:48.320 --> 00:05:49.760]   how these systems actually work,
[00:05:49.760 --> 00:05:53.040]   but the end result can be something that is very powerful in terms of
[00:05:53.040 --> 00:05:54.640]   aligning the behaviors of
[00:05:54.640 --> 00:05:58.760]   your language model with the results that you want to see.
[00:05:58.760 --> 00:06:02.920]   In that context, let me actually linger a little bit
[00:06:02.920 --> 00:06:05.280]   over one of the questions on the assignment,
[00:06:05.280 --> 00:06:08.960]   because this is one that people often find hard to think about,
[00:06:08.960 --> 00:06:12.200]   but fundamentally I think it's an intuitive and powerful idea.
[00:06:12.200 --> 00:06:15.000]   This is about choosing demonstrations.
[00:06:15.000 --> 00:06:18.640]   Let's start with our usual question, who is Bert?
[00:06:18.640 --> 00:06:22.240]   We're going to retrieve some context passage presumably,
[00:06:22.240 --> 00:06:25.240]   and then the question is what to do for demonstrations.
[00:06:25.240 --> 00:06:27.680]   Suppose that I find the demonstration,
[00:06:27.680 --> 00:06:29.120]   who is Elmo, with answer,
[00:06:29.120 --> 00:06:30.800]   Elmo is a friendly monster,
[00:06:30.800 --> 00:06:33.160]   and maybe that's just from my train set.
[00:06:33.160 --> 00:06:35.880]   But the train set doesn't have context passages,
[00:06:35.880 --> 00:06:40.000]   so what I decide to do is retrieve a context passage.
[00:06:40.000 --> 00:06:42.720]   The context passage that I retrieve is,
[00:06:42.720 --> 00:06:46.640]   Elmo is an LSTM for contextual representations.
[00:06:46.640 --> 00:06:49.040]   That looks worrisome.
[00:06:49.040 --> 00:06:52.560]   That context passage is about a different Elmo than the one
[00:06:52.560 --> 00:06:56.440]   represented in this question-answer pair serving as my demonstration.
[00:06:56.440 --> 00:06:58.640]   You might worry that that is going to be
[00:06:58.640 --> 00:07:01.400]   very confusing for the language model.
[00:07:01.400 --> 00:07:03.240]   The evidence is not relevant.
[00:07:03.240 --> 00:07:06.120]   The question is, could we detect that automatically?
[00:07:06.120 --> 00:07:07.760]   I think the answer is yes.
[00:07:07.760 --> 00:07:10.040]   The way we do that is by firing
[00:07:10.040 --> 00:07:12.960]   off another instance of the language model.
[00:07:12.960 --> 00:07:14.800]   In this case, we prompt it with
[00:07:14.800 --> 00:07:17.600]   our demonstration question, who is Elmo?
[00:07:17.600 --> 00:07:20.720]   We get that same context passage,
[00:07:20.720 --> 00:07:23.840]   and then yes, we'll probably insert a demonstration.
[00:07:23.840 --> 00:07:25.360]   For simplicity right now,
[00:07:25.360 --> 00:07:27.720]   let's assume that that demonstration just comes from
[00:07:27.720 --> 00:07:30.400]   some train data I have for the context,
[00:07:30.400 --> 00:07:33.000]   the question, and the answer to keep things simple.
[00:07:33.000 --> 00:07:34.880]   This is a new prompt to
[00:07:34.880 --> 00:07:36.920]   our language model and we see what comes out,
[00:07:36.920 --> 00:07:39.640]   and the answer is, Elmo is an LSTM.
[00:07:39.640 --> 00:07:43.240]   We can observe that that predicted response to
[00:07:43.240 --> 00:07:48.200]   this demonstration does not match the gold answer in our dataset.
[00:07:48.200 --> 00:07:51.200]   We could use that as a signal that something about
[00:07:51.200 --> 00:07:53.640]   this demonstration is problematic and we
[00:07:53.640 --> 00:07:55.920]   throw it out and we start again.
[00:07:55.920 --> 00:07:57.760]   We're back to our question, who is Bert?
[00:07:57.760 --> 00:08:00.960]   We retrieve our context passage and we
[00:08:00.960 --> 00:08:03.960]   sample another demonstration instance.
[00:08:03.960 --> 00:08:09.120]   In this case, the context question and answer look harmonious.
[00:08:09.120 --> 00:08:12.800]   Again, we could try to detect that automatically by firing off
[00:08:12.800 --> 00:08:14.640]   another instance of the language model
[00:08:14.640 --> 00:08:17.360]   with our demonstration question, who is Ernie?
[00:08:17.360 --> 00:08:19.480]   Same retrieved passage,
[00:08:19.480 --> 00:08:22.200]   we sample another demonstration there,
[00:08:22.200 --> 00:08:24.400]   and we look to see what the model does.
[00:08:24.400 --> 00:08:28.040]   In this case, the model's response matches our gold answer,
[00:08:28.040 --> 00:08:30.520]   and we decide we can therefore trust this as
[00:08:30.520 --> 00:08:33.000]   a demonstration in the hopes that that will
[00:08:33.000 --> 00:08:36.720]   finally lead to good behavior from our model.
[00:08:36.720 --> 00:08:38.480]   That's a bit convoluted,
[00:08:38.480 --> 00:08:39.960]   but I think the intuition is clear.
[00:08:39.960 --> 00:08:43.560]   We're using the language model demonstrations and our gold data to
[00:08:43.560 --> 00:08:46.000]   figure out which demonstrations are likely to be
[00:08:46.000 --> 00:08:50.360]   effective and which aren't and we're trying to do that automatically.
[00:08:50.360 --> 00:08:54.800]   Yes, for this sub-process with this language model where I
[00:08:54.800 --> 00:08:58.440]   just inserted a gold context question-answer pair,
[00:08:58.440 --> 00:09:02.080]   you can imagine recursively doing the same thing of trying to find
[00:09:02.080 --> 00:09:06.720]   good demonstrations for the demonstration selection process.
[00:09:06.720 --> 00:09:10.880]   At some point, that recursive process needs to end.
[00:09:10.880 --> 00:09:13.880]   Let's move to another technique.
[00:09:13.880 --> 00:09:15.280]   This is called chain of thought,
[00:09:15.280 --> 00:09:18.600]   and this is also, I think, a lasting idea.
[00:09:18.600 --> 00:09:23.160]   The intuition behind chain of thought is that for complicated things,
[00:09:23.160 --> 00:09:25.720]   it might be simply too much given
[00:09:25.720 --> 00:09:31.280]   the prompt to ask the model to simply produce the answer in its initial tokens.
[00:09:31.280 --> 00:09:32.720]   It's just too much.
[00:09:32.720 --> 00:09:36.200]   What we do with chain of thought is construct
[00:09:36.200 --> 00:09:42.200]   demonstrations that encourage the model to generate in a step-by-step fashion,
[00:09:42.200 --> 00:09:44.120]   exposing its own reasoning,
[00:09:44.120 --> 00:09:46.960]   and finally arriving at an answer.
[00:09:46.960 --> 00:09:49.280]   This again shows the power of demonstrations.
[00:09:49.280 --> 00:09:52.360]   We illustrate chain of thought with these extensive,
[00:09:52.360 --> 00:09:54.400]   probably hand-built prompts.
[00:09:54.400 --> 00:09:57.800]   Then when the model goes to do our target behavior,
[00:09:57.800 --> 00:10:01.560]   the demonstration has led it to walk through a similar chain of
[00:10:01.560 --> 00:10:05.320]   thought and ultimately produce what we hope is the correct answer.
[00:10:05.320 --> 00:10:08.480]   Assume we didn't lead it down the garden path or it didn't lead
[00:10:08.480 --> 00:10:10.800]   itself down the garden path toward the wrong answer,
[00:10:10.800 --> 00:10:14.400]   which absolutely can happen with chain of thought.
[00:10:14.400 --> 00:10:17.320]   The original chain of thought is quite bespoke.
[00:10:17.320 --> 00:10:20.720]   We need to carefully construct these chain of thought demonstration
[00:10:20.720 --> 00:10:23.800]   prompts to encourage the model to do particular things.
[00:10:23.800 --> 00:10:28.080]   I think there is a more generic version of this that can be quite powerful.
[00:10:28.080 --> 00:10:31.360]   I've called this generic step-by-step with instructions.
[00:10:31.360 --> 00:10:36.880]   Here we are definitely aligning with the instruct fine-tuning that
[00:10:36.880 --> 00:10:41.720]   these models are probably undergoing and leveraging that in some indirect fashion.
[00:10:41.720 --> 00:10:43.160]   Here's an illustration.
[00:10:43.160 --> 00:10:46.280]   I have prompted DaVinci 3 with the question,
[00:10:46.280 --> 00:10:49.040]   is it true that if a customer doesn't have any loans,
[00:10:49.040 --> 00:10:51.680]   then the customer doesn't have any auto loans?
[00:10:51.680 --> 00:10:55.600]   It's a complicated conditional question involving negation,
[00:10:55.600 --> 00:10:58.440]   and the model has unfortunately given the wrong answer.
[00:10:58.440 --> 00:11:00.880]   No, this is not necessarily true.
[00:11:00.880 --> 00:11:03.440]   The continuation is revealing a customer can have
[00:11:03.440 --> 00:11:05.740]   auto loans without having any other loans,
[00:11:05.740 --> 00:11:10.280]   which is the reverse of the conditional question that I posed.
[00:11:10.280 --> 00:11:12.200]   It got confused logically.
[00:11:12.200 --> 00:11:14.180]   In generic step-by-step,
[00:11:14.180 --> 00:11:16.360]   what we do is just have a prompt that
[00:11:16.360 --> 00:11:19.020]   tells it something high level about what we want to do.
[00:11:19.020 --> 00:11:21.740]   It says logic and common sense reasoning exam.
[00:11:21.740 --> 00:11:24.280]   Explain your reasoning in detail.
[00:11:24.280 --> 00:11:27.340]   Then we give a description of what
[00:11:27.340 --> 00:11:30.220]   the reasoning should look like and what the prompt will look like,
[00:11:30.220 --> 00:11:33.620]   using an informal markup language that probably the model
[00:11:33.620 --> 00:11:37.460]   acquired via some instruct fine-tuning phase.
[00:11:37.460 --> 00:11:40.100]   Then we actually have the prompt there.
[00:11:40.100 --> 00:11:44.860]   What happens is the model walks through the logical reasoning,
[00:11:44.860 --> 00:11:47.740]   and in this case, arrives at the correct answer,
[00:11:47.740 --> 00:11:50.980]   and also does an excellent job of explaining its own reasoning.
[00:11:50.980 --> 00:11:52.540]   It's the same model,
[00:11:52.540 --> 00:11:57.340]   but here it looks like this generic step-by-step instruction format,
[00:11:57.340 --> 00:12:01.100]   led it to a more productive endpoint.
[00:12:01.100 --> 00:12:06.040]   Self-consistency is another powerful method.
[00:12:06.040 --> 00:12:08.400]   This is from Wang et al, 2022,
[00:12:08.400 --> 00:12:10.060]   and it relates very closely to
[00:12:10.060 --> 00:12:13.420]   an earlier model called retrieval augmented generation.
[00:12:13.420 --> 00:12:15.620]   This is a complicated diagram here.
[00:12:15.620 --> 00:12:18.060]   Let me zoom in on what the important piece is.
[00:12:18.060 --> 00:12:20.980]   We're going to use our language model to
[00:12:20.980 --> 00:12:24.460]   sample a bunch of different generated responses,
[00:12:24.460 --> 00:12:26.860]   which might go through different reasoning paths
[00:12:26.860 --> 00:12:29.080]   using something like chain of thought reasoning,
[00:12:29.080 --> 00:12:31.900]   and ultimately will produce some answers.
[00:12:31.900 --> 00:12:34.300]   Those answers might vary across
[00:12:34.300 --> 00:12:37.340]   the different generated paths that the model has taken.
[00:12:37.340 --> 00:12:41.120]   What we're going to do is select the answer that
[00:12:41.120 --> 00:12:44.940]   was most often produced across all of these different reasoning paths.
[00:12:44.940 --> 00:12:47.040]   That is technically speaking a version of
[00:12:47.040 --> 00:12:51.800]   marginalizing out the reasoning paths to arrive at an answer,
[00:12:51.800 --> 00:12:55.140]   with the intuition being that the answer that was arrived at by
[00:12:55.140 --> 00:12:58.220]   the most paths effectively or the most probable answer
[00:12:58.220 --> 00:13:01.980]   given all these paths is likely to be a trustworthy one.
[00:13:01.980 --> 00:13:04.140]   That too has proved really effective.
[00:13:04.140 --> 00:13:06.260]   It can get expensive because you sample a lot of
[00:13:06.260 --> 00:13:08.560]   these different reasoning paths,
[00:13:08.560 --> 00:13:13.340]   but the result can make models more self-consistent.
[00:13:13.340 --> 00:13:16.420]   Just by the way, in DSP,
[00:13:16.420 --> 00:13:19.380]   we have a primitive called dsp.majority
[00:13:19.380 --> 00:13:22.580]   that actually makes it very easy to do self-consistency.
[00:13:22.580 --> 00:13:24.820]   You just set your model up to generate a lot of
[00:13:24.820 --> 00:13:27.500]   different responses given your prompt template,
[00:13:27.500 --> 00:13:30.780]   and then dsp.majority will figure out which answer was
[00:13:30.780 --> 00:13:34.380]   produced most often given all of those reasoning paths.
[00:13:34.380 --> 00:13:37.100]   A nice simple primitive that makes
[00:13:37.100 --> 00:13:41.380]   self-consistency essentially a drop-in for any program that you write,
[00:13:41.380 --> 00:13:44.860]   assuming you can afford to do all of the sampling.
[00:13:44.860 --> 00:13:46.380]   For more details on that,
[00:13:46.380 --> 00:13:47.820]   I would refer you to
[00:13:47.820 --> 00:13:51.940]   Omar's intro notebook which walks through this in more detail.
[00:13:51.940 --> 00:13:55.700]   Self-ask is another interesting idea.
[00:13:55.700 --> 00:13:59.900]   Here, the idea behind self-ask is that we will,
[00:13:59.900 --> 00:14:04.100]   via demonstrations, encourage the model to break
[00:14:04.100 --> 00:14:06.500]   down its reasoning into a bunch of
[00:14:06.500 --> 00:14:09.060]   different questions that it poses to itself,
[00:14:09.060 --> 00:14:10.820]   and then seeks to answer.
[00:14:10.820 --> 00:14:13.620]   In that way, the idea is that it will iteratively get to
[00:14:13.620 --> 00:14:17.460]   the point where it can find the answer to the overall question.
[00:14:17.460 --> 00:14:21.180]   This is especially powerful for questions that might be multi-hop,
[00:14:21.180 --> 00:14:24.340]   that is, might involve multiple different resources,
[00:14:24.340 --> 00:14:27.260]   which you can essentially think of as being broken down into
[00:14:27.260 --> 00:14:29.260]   multiple sub-questions that need to be
[00:14:29.260 --> 00:14:33.020]   resolved in order to get an answer to the final question.
[00:14:33.020 --> 00:14:35.820]   That's self-ask, and it has an intriguing property for
[00:14:35.820 --> 00:14:38.440]   us as retrieval-oriented researchers.
[00:14:38.440 --> 00:14:40.320]   Self-ask can be combined with
[00:14:40.320 --> 00:14:43.000]   retrieval for answering the intermediate questions.
[00:14:43.000 --> 00:14:44.760]   Instead of trusting the model
[00:14:44.760 --> 00:14:46.960]   generations for those intermediate questions,
[00:14:46.960 --> 00:14:49.560]   you'd look to something like a search engine,
[00:14:49.560 --> 00:14:52.640]   like in the paper they use Google to answer those questions,
[00:14:52.640 --> 00:14:57.080]   the answers get inserted into the prompt and the model continues.
[00:14:57.080 --> 00:15:02.320]   That's self-ask or maybe self-ask and Google answer.
[00:15:02.320 --> 00:15:07.620]   Another very powerful general idea that I'm sure will
[00:15:07.620 --> 00:15:11.300]   survive no matter what people discover about in-context learning,
[00:15:11.300 --> 00:15:15.840]   is that it can be useful to iteratively rewrite parts of your prompt.
[00:15:15.840 --> 00:15:18.720]   You could be rewriting demonstrations or
[00:15:18.720 --> 00:15:21.140]   the context passages that they contain,
[00:15:21.140 --> 00:15:23.540]   or the questions or the answers.
[00:15:23.540 --> 00:15:25.800]   I've given some code here that shows how this
[00:15:25.800 --> 00:15:28.240]   plays out in the context of multi-hop search,
[00:15:28.240 --> 00:15:30.480]   where we're essentially gathering together
[00:15:30.480 --> 00:15:33.440]   evidence passages for a bunch of different sources,
[00:15:33.440 --> 00:15:35.880]   synthesizing them into one,
[00:15:35.880 --> 00:15:40.080]   and then using those as evidence for answering a complicated question.
[00:15:40.080 --> 00:15:42.760]   But the idea is very general,
[00:15:42.760 --> 00:15:46.080]   especially given a limited prompt window or
[00:15:46.080 --> 00:15:49.900]   a very complicated situation in terms of information,
[00:15:49.900 --> 00:15:54.400]   it might be helpful to iteratively have your language model rewrite parts of
[00:15:54.400 --> 00:15:56.800]   its own prompt and then prompt the model with
[00:15:56.800 --> 00:15:58.840]   those rewritten chunks as a way of
[00:15:58.840 --> 00:16:02.060]   synthesizing information and getting better results.
[00:16:02.060 --> 00:16:04.320]   Very powerful idea.
[00:16:04.560 --> 00:16:06.960]   In the context of all of this,
[00:16:06.960 --> 00:16:11.160]   I thought I would just call out some results from the DSP paper.
[00:16:11.160 --> 00:16:12.640]   In the DSP paper,
[00:16:12.640 --> 00:16:16.120]   we evaluate across a bunch of different knowledge-intensive tasks,
[00:16:16.120 --> 00:16:18.000]   most of them oriented toward
[00:16:18.000 --> 00:16:21.860]   question answering or information-seeking dialogue.
[00:16:21.860 --> 00:16:25.360]   The high-level takeaway here is that we can write
[00:16:25.360 --> 00:16:29.160]   DSP programs that are breakaway winners in these competitions.
[00:16:29.160 --> 00:16:31.340]   That is the final row of this table here.
[00:16:31.340 --> 00:16:33.580]   You can see us winning across the board.
[00:16:33.580 --> 00:16:36.440]   We are often winning by very large margins,
[00:16:36.440 --> 00:16:38.600]   and the largest margins are coming from
[00:16:38.600 --> 00:16:43.520]   the most underexplored datasets like MusicQ and PopQA.
[00:16:43.520 --> 00:16:46.360]   The lesson here is, first of all,
[00:16:46.360 --> 00:16:50.480]   that DSP is amazing and Omar and the team did an amazing job.
[00:16:50.480 --> 00:16:55.680]   But I think the deeper lesson is that it is very early days for these techniques.
[00:16:55.680 --> 00:17:00.560]   The only time you see these breakaway results for modeling is when
[00:17:00.560 --> 00:17:04.720]   something new has happened and people are just figuring out what to do next,
[00:17:04.720 --> 00:17:06.800]   and we caught that wave.
[00:17:06.800 --> 00:17:09.480]   I expect the gap to close as people discover
[00:17:09.480 --> 00:17:11.760]   more powerful in-context learning techniques,
[00:17:11.760 --> 00:17:15.080]   and I would just encourage you to think about DSP as
[00:17:15.080 --> 00:17:20.920]   a tool for creating prompts that are truly full-on AI systems.
[00:17:20.920 --> 00:17:24.340]   We want to bring the software engineering to prompt engineering,
[00:17:24.340 --> 00:17:28.640]   and really think of this as a first-class way of designing AI systems.
[00:17:28.640 --> 00:17:30.960]   If we move into that mental model,
[00:17:30.960 --> 00:17:34.320]   I think we're going to see more and more breakaway results,
[00:17:34.320 --> 00:17:38.340]   and we will indeed realize the vision of having in-context learning systems
[00:17:38.340 --> 00:17:45.560]   surpass the fine-tuned systems that were supervised in the classical mode.
[00:17:45.560 --> 00:17:47.700]   But it's going to take some creativity,
[00:17:47.700 --> 00:17:52.160]   and there's lots of space in which to be creative right now.
[00:17:52.160 --> 00:17:57.200]   That's a good opportunity for me to queue up this final part of the screencast,
[00:17:57.200 --> 00:18:00.960]   some suggested methods for you as you think about working in the space.
[00:18:00.960 --> 00:18:03.600]   First, as a working habit,
[00:18:03.600 --> 00:18:08.040]   create Devon test sets for yourself based on the task you want to solve,
[00:18:08.040 --> 00:18:11.580]   aiming for a format that can work with a lot of different prompts.
[00:18:11.580 --> 00:18:15.920]   Do this first so that as you explore,
[00:18:15.920 --> 00:18:19.240]   you have a fixed target that you're trying to achieve that will help you get
[00:18:19.240 --> 00:18:22.800]   better results and be more scientifically rigorous.
[00:18:22.800 --> 00:18:25.920]   Learn what you can about your target model,
[00:18:25.920 --> 00:18:27.840]   about how it was trained and so forth.
[00:18:27.840 --> 00:18:30.080]   Paying particular attention to whether it was
[00:18:30.080 --> 00:18:32.240]   tuned for specific instruction formats.
[00:18:32.240 --> 00:18:35.520]   I think we have already seen that the extent to which you can
[00:18:35.520 --> 00:18:38.440]   align with its instruct fine-tuning data,
[00:18:38.440 --> 00:18:40.240]   you will get better results.
[00:18:40.240 --> 00:18:43.240]   Often, we don't know what that data set was like,
[00:18:43.240 --> 00:18:47.800]   but we can discover it in a heuristic fashion, at least in part.
[00:18:47.800 --> 00:18:51.600]   Think of prompt writing as AI system design.
[00:18:51.600 --> 00:18:52.960]   That's what I said before.
[00:18:52.960 --> 00:18:58.280]   Try to write systematic generalizable code for handling the entire workflow,
[00:18:58.280 --> 00:19:02.560]   from reading data to extracting responses and analyzing the results.
[00:19:02.560 --> 00:19:06.400]   That is a guiding philosophical idea behind DSP.
[00:19:06.400 --> 00:19:08.320]   But even beyond this DSP,
[00:19:08.320 --> 00:19:10.800]   I think this is an important methodological note.
[00:19:10.800 --> 00:19:15.680]   We shouldn't be pecking out prompts and designing systems in that very ad hoc way.
[00:19:15.680 --> 00:19:19.520]   We should be thinking about this as the new mode in which we
[00:19:19.520 --> 00:19:24.160]   program AI systems and take it as seriously as we can.
[00:19:24.160 --> 00:19:27.680]   Finally, for the current and perhaps brief moment,
[00:19:27.680 --> 00:19:31.600]   prompt designs involving multiple pre-trained components and tools seem to
[00:19:31.600 --> 00:19:34.840]   be underexplored relative to their potential value.
[00:19:34.840 --> 00:19:38.400]   For this unit, we are exploring how a retrieval model
[00:19:38.400 --> 00:19:42.280]   and a language model can work in concert to do powerful things.
[00:19:42.280 --> 00:19:46.360]   But we could obviously bring in other pre-trained components and maybe
[00:19:46.360 --> 00:19:50.640]   even other just core computational capabilities like calculators,
