
[00:00:00.000 --> 00:00:05.480]   The holidays start here at Ralph's with a variety of options to celebrate traditions old and new.
[00:02:03.580 --> 00:02:07.540]   what's the right way to tackle this? Well, I don't know if I come at it from this angle. That'll be helpful.
[00:02:07.540 --> 00:02:10.340]   Well, this will be too technical, but then that'll go over the head of these people.
[00:02:10.340 --> 00:02:14.180]   So how do I provide the big picture and then narrow in it? Blah, blah, blah, blah, blah.
[00:02:14.180 --> 00:02:19.300]   So I have had my feet firmly mired in the mud for going on a week now,
[00:02:19.700 --> 00:02:23.420]   trying to get this out. And at this point in time, that's completely unacceptable.
[00:02:23.420 --> 00:02:26.660]   So at this point in time, I'm just hitting record. And today,
[00:02:26.660 --> 00:02:32.300]   I'm just going to share with you a little bit of an overview and tell you where we're going and give you some very practical
[00:02:32.300 --> 00:02:39.380]   advice, hopefully, on how to approach health insurance. And then I've got lots of
[00:02:39.380 --> 00:02:43.020]   specifics lined up that I'm hoping to get to. Now,
[00:02:43.020 --> 00:02:47.020]   I can't commit to you that I will be able to get to them, because if I find that I'm
[00:02:47.540 --> 00:02:50.780]   stuck for a week on one of these things, for example,
[00:02:50.780 --> 00:02:54.620]   I'm going to go through all the strategies of how to get out of the Obamacare penalty and all of the exceptions.
[00:02:54.620 --> 00:02:59.820]   But if I find that I get completely stuck on these things, I've got to just keep pressing forward instead of
[00:02:59.820 --> 00:03:02.420]   being bogged down.
[00:03:02.420 --> 00:03:05.020]   But we're just going to start. And
[00:03:05.020 --> 00:03:09.620]   this shouldn't have surprised me just because
[00:03:09.620 --> 00:03:15.100]   my experience of the last week trying to prepare these shows for you, I think is common to
[00:03:16.300 --> 00:03:20.460]   all of us in the United States and even all around the world. Years ago, I
[00:03:20.460 --> 00:03:25.220]   did this financial planning designation that's called a
[00:03:25.220 --> 00:03:32.340]   RHU, registered health underwriter. And it was through the American College in Bryn Mawr, Pennsylvania. And
[00:03:32.340 --> 00:03:35.060]   it was supposed to be a
[00:03:35.060 --> 00:03:36.700]   health insurance
[00:03:36.700 --> 00:03:41.140]   educational plan for people who are working in health insurance. And I did a little bit of health insurance business in the past.
[00:03:41.140 --> 00:03:44.620]   Not a lot, but just a little bit. And so I thought, this will be good.
[00:03:44.620 --> 00:03:49.100]   I'll look forward to learning about it. I'll get another designation and I'll learn all about it.
[00:03:49.100 --> 00:03:53.380]   Well, it's part of that I had to read this book and it was a textbook and the thing was
[00:03:53.380 --> 00:04:01.340]   hundreds of pages. And it was written by one of the smartest, written and edited by one of the smartest people who is
[00:04:01.340 --> 00:04:04.860]   involved in setting up and establishing the
[00:04:04.860 --> 00:04:11.860]   health insurance policy in the United States. I think he's a professor at some Ivy League school and key
[00:04:12.100 --> 00:04:16.860]   consultant for the Affordable Care Act and all these different things. I just came away from that
[00:04:16.860 --> 00:04:23.700]   convinced that the entire health insurance situation in the United States and in many countries is an absolute debacle.
[00:04:23.700 --> 00:04:29.340]   And it's so frustrating to figure out how to work through it. Now,
[00:04:29.340 --> 00:04:32.580]   I figured out some plans for me of ways to work through and I'll share that with you.
[00:04:32.580 --> 00:04:36.540]   And we'll see where that information goes in coming days.
[00:04:36.540 --> 00:04:43.980]   But expect it. I should have expected it to be frustrating and I tell you this, expect your experience to be frustrating
[00:04:43.980 --> 00:04:46.300]   because it is a nightmare.
[00:04:46.300 --> 00:04:51.460]   Almost all of the easy solutions that that people talk about have pros, have cons.
[00:04:51.460 --> 00:04:59.300]   We live in a difficult, difficult place and I don't think it has to be that way and I think it'll get better in the
[00:04:59.300 --> 00:05:03.060]   future, but we'll see. So here's what I'm going to talk about today. Just a couple of big
[00:05:03.540 --> 00:05:06.940]   overviews of health insurance design. I'm going to lay out just the major
[00:05:06.940 --> 00:05:11.780]   decisions that you'll have to face and how you can approach them. And this will be helpful to you if you are
[00:05:11.780 --> 00:05:14.180]   trying to lay out your own
[00:05:14.180 --> 00:05:21.580]   choice on your open enrollment at your job or open enrollment for Obamacare or whatever.
[00:05:21.580 --> 00:05:23.740]   I'll lay out the big picture ideas for you.
[00:05:23.740 --> 00:05:28.780]   I am intending to do a show on the current situation of Obamacare.
[00:05:29.100 --> 00:05:36.740]   And that show, again, the scope of that is hard to know. There have been tons and tons of premiums of
[00:05:36.740 --> 00:05:42.780]   excuse me, tons and tons of news articles about the changing premiums and these things are all true,
[00:05:42.780 --> 00:05:48.420]   but yet you have to look a little bit deeper and it's not quite all as simple as it would appear.
[00:05:48.420 --> 00:05:55.380]   There's always rebuttal and counter arguments and the disaster of the Affordable Care Act is it was entirely predictable.
[00:05:55.380 --> 00:05:58.100]   So I'll talk a little bit about that. We'll talk a little about the politics.
[00:05:58.100 --> 00:06:01.420]   I'll remind you how it came into being. I'll share my
[00:06:01.420 --> 00:06:09.540]   opinions on that. That show will be political. So those of you who don't like political arguments, you can skip that one.
[00:06:09.540 --> 00:06:15.660]   I intend to dig into the actual technical planning aspects of how the premium assistance tax credits work
[00:06:15.660 --> 00:06:19.900]   so you can understand those on tax returns because they do make a big difference.
[00:06:19.900 --> 00:06:27.740]   I intend to dig into in a separate show for you on the Obamacare penalties and explain how those are actually calculated.
[00:06:27.740 --> 00:06:33.820]   And how you can approach the question of whether or not you should even bother to sign up for health insurance.
[00:06:33.820 --> 00:06:39.740]   Many people, it's cheaper and perhaps better to simply avoid buying health insurance.
[00:06:39.740 --> 00:06:44.940]   I actually don't own health insurance. I participate in a health care sharing organization.
[00:06:44.940 --> 00:06:49.900]   And in the past I've gone completely insurance free. And so and I don't think that's quite as
[00:06:49.900 --> 00:06:54.060]   what's the term, quite as risky or quite as
[00:06:55.180 --> 00:07:00.540]   irresponsible as other people say. And we'll talk about that. I'll go into what happens if you don't pay the penalty.
[00:07:00.540 --> 00:07:05.780]   For example, did you know that you can just simply, you actually can just simply
[00:07:05.780 --> 00:07:12.620]   skip health insurance in the United States and not pay the penalty? And as long as you don't ever owe the government taxes,
[00:07:12.620 --> 00:07:16.660]   under the laws that currently is written, they can't come after you.
[00:07:16.660 --> 00:07:21.140]   So I don't think that's a bad planning strategy that some of you should know about. We will talk about
[00:07:21.540 --> 00:07:27.540]   the methodologies and strategies for how to avoid the penalty with the exemptions and things that are actually listed.
[00:07:27.540 --> 00:07:32.420]   I'll make you aware of those and talk about some of the strategies to get the government to pay more money for you.
[00:07:32.420 --> 00:07:36.700]   I would like to do an entire show on health care sharing ministries
[00:07:36.700 --> 00:07:41.300]   because that's one, that's what I actually participate in. I don't, I use a
[00:07:41.300 --> 00:07:43.860]   health care sharing ministry called
[00:07:43.860 --> 00:07:47.140]   Samaritan Ministries and it's fantastic. It's so much better.
[00:07:47.140 --> 00:07:50.700]   So much better than dealing with health insurance. As far as I'm concerned,
[00:07:50.700 --> 00:07:54.660]   I never want to go back to the world of health insurance, but many of you are not familiar with those.
[00:07:54.660 --> 00:07:59.860]   There are a few options. I'd like to do an exhaustive comparison and contrast for you and
[00:07:59.860 --> 00:08:02.300]   explain
[00:08:02.300 --> 00:08:09.460]   what those options are and who's eligible for those and how you choose between them, do reviews of the different ones because when I was choosing
[00:08:09.460 --> 00:08:13.740]   Samaritan Ministries as being appropriate for me, I did exhaustive research on that.
[00:08:13.740 --> 00:08:19.060]   I'd like to do an entire show on health savings accounts. I've been meaning to do this for a while and
[00:08:19.980 --> 00:08:24.820]   I've wanted to cover that subject for you because health savings accounts can be very flexible.
[00:08:24.820 --> 00:08:29.740]   It's interesting to see even in the current political debate in the United States how those are once again playing a role.
[00:08:29.740 --> 00:08:36.740]   I'd like to talk about medical tourism. I probably won't at this point in time tackle that but medical tourism is a powerful,
[00:08:36.740 --> 00:08:42.780]   powerful strategy that I think many of you should consider. You should consider it very seriously.
[00:08:42.780 --> 00:08:48.140]   Medical tourism is the idea being where if you need some kind of medical treatment
[00:08:48.140 --> 00:08:50.780]   and this is the type of medical treatment that's known in advance,
[00:08:50.780 --> 00:08:53.740]   you just simply go to a part of the world where the medical treatment is cheaper.
[00:08:53.740 --> 00:08:58.380]   If you're gonna have a baby and the cost of having a baby is too expensive in the United States,
[00:08:58.380 --> 00:09:00.140]   just go to Mexico. Have your baby in Mexico.
[00:09:00.140 --> 00:09:03.460]   If you need a tooth pulled or you need some crowns or something like that,
[00:09:03.460 --> 00:09:09.220]   get on an airplane and go to Costa Rica and have your dental work done there and you'll have world-class
[00:09:09.220 --> 00:09:14.740]   dentists who can do it at much cheaper rates. If you need to have serious surgery,
[00:09:14.740 --> 00:09:19.660]   there are various countries that specialize where doctors come together and their entire medical tourism
[00:09:19.660 --> 00:09:21.860]   communities that have come together.
[00:09:21.860 --> 00:09:26.860]   So it's a powerful planning concept that I think has a huge deal to offer.
[00:09:26.860 --> 00:09:32.220]   It has a lot of benefits to offer. So we'll see if we can cover that.
[00:09:32.220 --> 00:09:38.900]   That's about nine minutes of preamble here, but I just had to turn the microphone on and share my frustration.
[00:09:39.460 --> 00:09:45.620]   I apologize. I've been so utterly overwhelmed by this topic that and I just said, that's it. I'm cutting it off.
[00:09:45.620 --> 00:09:49.140]   We've got a ship. I'm
[00:09:49.140 --> 00:09:55.820]   seriously feeling the effects of what is it, Parkinson's law, right? That work always expands to fill the time allotted and
[00:09:55.820 --> 00:10:00.500]   I have experienced that this week. So let's talk a little bit about health insurance.
[00:10:00.500 --> 00:10:07.700]   Let me give you a few ideas about it. And I want to start with one important differentiation and distinction that I believe you should
[00:10:08.060 --> 00:10:10.060]   recognize right up front. It's this
[00:10:10.060 --> 00:10:13.100]   health insurance is
[00:10:13.100 --> 00:10:15.300]   not health care.
[00:10:15.300 --> 00:10:22.740]   Again, health insurance is not health care.
[00:10:22.740 --> 00:10:28.400]   Now in my saying that you probably immediately say, oh, okay. Yes, I see that.
[00:10:28.400 --> 00:10:31.260]   But the problem is in our culture at large
[00:10:31.260 --> 00:10:33.100]   people
[00:10:33.100 --> 00:10:35.100]   confuse health insurance
[00:10:35.100 --> 00:10:37.940]   with health care.
[00:10:37.940 --> 00:10:43.180]   And there are a couple of reasons why this is the most important two that I want to focus on. First,
[00:10:43.180 --> 00:10:48.980]   many people refer to their health insurance by using health care and they say, well, my health care is going away.
[00:10:48.980 --> 00:10:54.020]   No, your health care is not going away. Your health insurance may be going away,
[00:10:54.020 --> 00:11:01.220]   but your health care is not going away. Your health care can be referred to as the system, the medical system that exists of
[00:11:01.780 --> 00:11:08.820]   doctors, nurses, various medical providers who come together to care for you in your time of ill health.
[00:11:08.820 --> 00:11:13.700]   Insurance is the details of the payment system
[00:11:13.700 --> 00:11:20.900]   that you've established for yourself. But your health care and your health insurance are not synonymous.
[00:11:20.900 --> 00:11:23.180]   You can lose your health insurance.
[00:11:23.180 --> 00:11:30.060]   You can choose not to have health insurance and that could actually have very little or no effect on your ability to receive
[00:11:30.340 --> 00:11:31.900]   health care.
[00:11:31.900 --> 00:11:37.620]   In the United States of America, where the majority of my listening audience exists, if you are in an accident
[00:11:37.620 --> 00:11:43.340]   they will take you to the hospital and the hospital will give you the best health care possible regardless of
[00:11:43.340 --> 00:11:46.780]   your health insurance ownership.
[00:11:46.780 --> 00:11:50.540]   I've seen this happen many times.
[00:11:50.540 --> 00:11:58.220]   I've had friends who had no money and I've watched them receive hundreds of thousands, in one case over a million dollars of health care
[00:11:59.380 --> 00:12:01.380]   even though they didn't have health insurance.
[00:12:01.380 --> 00:12:05.700]   So we need to disconnect the use of the word health care
[00:12:05.700 --> 00:12:12.700]   from health insurance and that will be very useful to you because then you can look and say
[00:12:12.700 --> 00:12:19.620]   what is the appropriate funding mechanism that I should use for my health care expenses?
[00:12:19.620 --> 00:12:23.500]   And that may or it may not be health insurance.
[00:12:23.500 --> 00:12:29.020]   Or that may be one type of health insurance as compared to a different type of health insurance.
[00:12:29.500 --> 00:12:34.980]   But your funding mechanism is not synonymous with your actual health care that you're receiving.
[00:12:34.980 --> 00:12:37.700]   Big big deal.
[00:12:37.700 --> 00:12:39.900]   So don't use the word health care
[00:12:39.900 --> 00:12:42.900]   when you actually mean
[00:12:42.900 --> 00:12:46.020]   health insurance.
[00:12:46.020 --> 00:12:52.260]   Use health insurance when you mean health insurance and use health care when you mean health care. Now, let's attack health care to the second level.
[00:12:52.260 --> 00:12:56.020]   Do we need, do we actually mean health care or
[00:12:56.020 --> 00:12:58.260]   do we mean
[00:12:58.260 --> 00:13:02.140]   medical assistance or medical care or sickness care, etc?
[00:13:02.140 --> 00:13:05.220]   Because again, there's a big difference between these two things.
[00:13:05.220 --> 00:13:12.820]   When you're in a car accident and the paramedics come and transport you to the hospital,
[00:13:12.820 --> 00:13:17.300]   are those people giving you health care and
[00:13:17.300 --> 00:13:19.860]   administering health care or
[00:13:19.860 --> 00:13:22.340]   is it sick care?
[00:13:23.020 --> 00:13:30.780]   Meaning, are they just trying to enhance your good health or are they trying to bring you back from sickness or from disease or from
[00:13:30.780 --> 00:13:33.620]   injury back to a state of health?
[00:13:33.620 --> 00:13:39.020]   I don't know the right word to use on this because in the English lexicon,
[00:13:39.020 --> 00:13:45.140]   we don't particularly have terms that refer to this. But it's a very important for you to recognize
[00:13:45.140 --> 00:13:47.500]   that there's a big difference between figuring out
[00:13:47.860 --> 00:13:53.340]   what would I, how would I receive medical care in my time of sickness or in my time of injury
[00:13:53.340 --> 00:13:56.380]   versus how do I actually care for my health?
[00:13:56.380 --> 00:14:02.020]   This is a much larger problem than we can tackle in the context of financial planning,
[00:14:02.020 --> 00:14:05.740]   but it seems to me like the vast majority of the medical system in the United States
[00:14:05.740 --> 00:14:13.420]   exists around sick care and it's not necessarily intended to develop and to improve health care.
[00:14:14.380 --> 00:14:19.060]   It's not intended to help people maintain and improve their already existing good health.
[00:14:19.060 --> 00:14:25.260]   It's intended just to help sick people get back to a state of health. Now, of course, I'm not the only one who recognizes this.
[00:14:25.260 --> 00:14:26.940]   So for example,
[00:14:26.940 --> 00:14:31.580]   the medical system you see is a fundamental pillar of the changes in the Affordable Care Act.
[00:14:31.580 --> 00:14:36.100]   By the way, I'll use both terms. The Affordable Care Act is synonymous with Obamacare.
[00:14:36.100 --> 00:14:43.440]   Those are the two names. Those things are synonymous. Sometimes I say ACA or Affordable Care Act. Sometimes I say Obamacare.
[00:14:44.020 --> 00:14:45.380]   So
[00:14:45.380 --> 00:14:52.940]   one fundamental component of the Affordable Care Act in the United States was the fact that there would be a hundred percent coverage for
[00:14:52.940 --> 00:14:55.380]   preventive
[00:14:55.380 --> 00:14:57.660]   medicine, your annual checkup, your
[00:14:57.660 --> 00:15:01.140]   vaccines, things like that. These things that are preventive in nature.
[00:15:01.140 --> 00:15:08.020]   And that's good. The whole idea is it's easier to help healthy people stay healthy than it is to help sick people get healthy.
[00:15:08.020 --> 00:15:10.620]   And so you see that I'm not the only one that recognizes this.
[00:15:10.860 --> 00:15:16.420]   But you in your own life and me in my own life, we should probably go far beyond
[00:15:16.420 --> 00:15:20.060]   what is actually stated in our health insurance.
[00:15:20.060 --> 00:15:24.180]   Meaning your doctor may say, "Hey, you should
[00:15:24.180 --> 00:15:28.460]   exercise more or you should eat healthier foods."
[00:15:28.460 --> 00:15:33.060]   But if you just see that doctor once a year and don't do anything about it,
[00:15:33.060 --> 00:15:39.820]   you might delude yourself, as I certainly have in the past, you might delude yourself into thinking you're actually doing something.
[00:15:39.860 --> 00:15:41.860]   Well, you're not.
[00:15:41.860 --> 00:15:49.020]   And the reason I am focusing on this is because I believe we need to tackle things on their face and
[00:15:49.020 --> 00:15:56.580]   not be scared to take a position that's politically incorrect, but that's actually in line with our own
[00:15:56.580 --> 00:15:59.460]   situation.
[00:15:59.460 --> 00:16:04.100]   For example, if you had to choose between buying good food and
[00:16:04.100 --> 00:16:07.300]   buying health insurance,
[00:16:08.340 --> 00:16:10.340]   which would you choose?
[00:16:10.340 --> 00:16:13.700]   I think you should choose good food.
[00:16:13.700 --> 00:16:21.980]   Getting the absolute cheapest food possible and existing on that diet, if you have the means to get food
[00:16:21.980 --> 00:16:25.820]   that's of a higher quality, that might not be the best financial decision.
[00:16:25.820 --> 00:16:32.700]   I think you can make a powerful argument to say that when looking at the law of averages and looking at things statistically,
[00:16:32.700 --> 00:16:36.180]   you should choose better quality food
[00:16:38.100 --> 00:16:41.300]   and maintain your health with better quality food
[00:16:41.300 --> 00:16:45.620]   than spending all your money on health insurance.
[00:16:45.620 --> 00:16:54.140]   And many people are facing this actual decision right now with health insurance premiums
[00:16:54.140 --> 00:17:02.820]   massively increasing. Some people's having bills of hundreds or over a thousand dollars a month and they're sitting there saying, "I can't afford this."
[00:17:02.820 --> 00:17:07.020]   You may not be able to afford it.
[00:17:07.540 --> 00:17:12.420]   Now, I'm not saying that you shouldn't make a plan for that. Please hear me clearly. I'm not saying that
[00:17:12.420 --> 00:17:17.580]   you should just be irresponsible and not have health insurance.
[00:17:17.580 --> 00:17:23.100]   But you should first start with health care, your own
[00:17:23.100 --> 00:17:28.260]   care for your own good health. And if you need to spend money on
[00:17:28.260 --> 00:17:34.980]   caring for or improving your own good health, you should start there before you go to health insurance.
[00:17:37.300 --> 00:17:42.100]   For about the 18th time, you probably need to do both and most people can do both.
[00:17:42.100 --> 00:17:52.100]   But I think you will be much better served if you start and give yourself the permission to look first at your health care.
[00:17:52.100 --> 00:17:57.300]   What do you need to do to maintain your good health?
[00:17:57.300 --> 00:18:05.140]   If you open up your mind to this, you'll see that there might be a lot of things that you could do,
[00:18:05.860 --> 00:18:07.860]   which, on average,
[00:18:07.860 --> 00:18:14.340]   could dramatically decrease the likelihood of your needing care for sickness.
[00:18:14.340 --> 00:18:22.260]   Now, of course, we can't reduce that completely. You certainly have a genetic predisposition towards certain
[00:18:22.260 --> 00:18:27.860]   medical conditions, certain debilitating sicknesses. There are some things that are completely
[00:18:27.860 --> 00:18:30.260]   inescapable.
[00:18:30.260 --> 00:18:35.300]   You can't predict the fact if you're on holiday in Thailand and there's a tsunami coming in,
[00:18:35.300 --> 00:18:37.940]   you might get your legs crushed in the tsunami.
[00:18:37.940 --> 00:18:40.980]   You can't predict the fact that you're driving down the road
[00:18:40.980 --> 00:18:46.020]   perfectly safely and all of a sudden a drunk driver on the other side turns into your lane and
[00:18:46.020 --> 00:18:48.340]   obliterates your car.
[00:18:48.340 --> 00:18:55.860]   You cannot control those things, and so it's important to have a plan in place for those eventualities.
[00:18:55.860 --> 00:18:59.140]   But that's not the majority of
[00:18:59.140 --> 00:19:01.780]   expenses that most people face.
[00:19:01.780 --> 00:19:05.700]   Many of the diseases that we in the United States suffer are lifestyle diseases.
[00:19:05.700 --> 00:19:10.740]   They're diseases that are a result of the standard American diet. We all sit too much,
[00:19:10.740 --> 00:19:18.860]   we're way too fat, we eat the wrong food, we don't move, we don't have a healthy lifestyle, we maintain lives filled with stress,
[00:19:18.860 --> 00:19:20.620]   and
[00:19:20.620 --> 00:19:25.380]   thus we wind up with long-term chronic illnesses, which are entirely preventable.
[00:19:25.380 --> 00:19:29.180]   Excuse me, that was too strong. Which are largely preventable.
[00:19:30.580 --> 00:19:34.300]   Many of the leading causes of death in the United States are lifestyle diseases.
[00:19:34.300 --> 00:19:38.380]   Now you're not gonna find a federal agency that's gonna solve that for you. A
[00:19:38.380 --> 00:19:41.700]   multi-million dollar boondoggle of redesigning the federal
[00:19:41.700 --> 00:19:44.460]   recommended dietary
[00:19:44.460 --> 00:19:52.500]   percentages is not gonna solve your personal health issues. That's your job. That's my job, and it's hard to do.
[00:19:52.500 --> 00:19:58.420]   But it's important, and it will make a big impact on your life.
[00:19:59.220 --> 00:20:01.220]   I
[00:20:01.220 --> 00:20:06.300]   don't know what specific financial planning suggestions to make to you.
[00:20:06.300 --> 00:20:14.260]   Based upon my lack of expertise and my lack of desire to to make statements that I can't prove or to get in trouble
[00:20:14.260 --> 00:20:18.660]   delving in areas where I shouldn't, I can't tell you what
[00:20:18.660 --> 00:20:23.220]   what areas are the most valuable for you to focus on.
[00:20:23.220 --> 00:20:26.700]   And I think most of the things that people say are not as simple as they say.
[00:20:26.700 --> 00:20:34.100]   I can't say that if you eat all organic food or all conventionally raised food that you're gonna be better or better off or less worth
[00:20:34.100 --> 00:20:42.500]   better off or not better off. I can't say that if you eat grass-fed meat versus conventionally raised corn-fed beef
[00:20:42.500 --> 00:20:49.540]   that you'd be better off or worse off. I don't know the impact of your cell phone radiation on your
[00:20:49.540 --> 00:20:52.620]   likelihood of receiving a brain tumor.
[00:20:53.260 --> 00:21:00.260]   I don't know the potential damaging effects of living under a power line or living in a city that has a bad water supply.
[00:21:00.260 --> 00:21:06.420]   I don't know the damaging effects of your maintaining a stressful lifestyle. Stress kills you.
[00:21:06.420 --> 00:21:09.180]   Whether it's due to the
[00:21:09.180 --> 00:21:16.980]   acidity that it creates in your body, which leads to disease, whether it's... I don't know. I'm not qualified to remark on those things.
[00:21:16.980 --> 00:21:23.180]   I don't know whether it's the level of sugar or the level of wheat or the level of carbohydrates or the level of animal flesh
[00:21:23.180 --> 00:21:25.180]   or the level... I don't know any of that stuff.
[00:21:25.180 --> 00:21:30.780]   All I know is that a lot of those things
[00:21:30.780 --> 00:21:34.500]   do have an impact.
[00:21:34.500 --> 00:21:43.860]   And when approaching this subject, we should start with what's most important.
[00:21:43.860 --> 00:21:48.900]   And what's most important is not your health insurance.
[00:21:48.900 --> 00:21:52.780]   What's most important is your health.
[00:21:53.780 --> 00:21:55.780]   I
[00:21:55.780 --> 00:22:03.340]   repeat, what's most important is not your health insurance. What's most important is your health.
[00:22:03.340 --> 00:22:07.580]   When I did the series on disability insurance,
[00:22:07.580 --> 00:22:14.780]   I explained to you why I personally place the importance of health insurance at a much lower level than disability insurance or life insurance.
[00:22:14.780 --> 00:22:19.500]   And in component with that, I talked about what's most important.
[00:22:19.620 --> 00:22:23.500]   Your physical health is the most important asset that you have.
[00:22:23.500 --> 00:22:31.380]   Here in South Florida, we have beach climate. And you can go down to the beaches and sometimes
[00:22:31.380 --> 00:22:33.380]   there's homeless people that are down at the beaches.
[00:22:33.380 --> 00:22:37.860]   And I often have thought to myself, "Man, if I were homeless and living in Chicago, Illinois or
[00:22:37.860 --> 00:22:41.220]   Indianapolis, Indiana or Minneapolis or, you know,
[00:22:41.220 --> 00:22:48.300]   I would start hitchhiking across the country and I would go to Miami or Fort Lauderdale or West Palm Beach.
[00:22:48.300 --> 00:22:50.300]   I would go to a beach climate.
[00:22:50.300 --> 00:22:58.620]   Because I could sleep on the beach every night and have a beautiful, enjoyable life. It's warm. It's tropical. There's a shower right there.
[00:22:58.620 --> 00:23:02.180]   There's plenty of people to panhandle from if that's what I'm doing.
[00:23:02.180 --> 00:23:05.260]   I don't have to deal with the freezing cold and
[00:23:05.260 --> 00:23:11.060]   the fear of winding up frozen to death on the, you know, on the back alley somewhere.
[00:23:11.060 --> 00:23:17.580]   But when you do that and you look at that, I'm being a little bit silly just to make dramatic impact.
[00:23:17.940 --> 00:23:24.620]   When you think about that, that perspective, you could be completely broke. And if you're in good health,
[00:23:24.620 --> 00:23:29.660]   you're active, you're strong, and you can go down to a public beach and you could play beach volleyball all day long.
[00:23:29.660 --> 00:23:34.460]   That's what I would do if I were single and homeless. I'd go down and I'd play beach volleyball all day long.
[00:23:34.460 --> 00:23:38.460]   I'd be a valuable teammate. I'd have people buying me drinks, buying me food,
[00:23:38.460 --> 00:23:46.660]   offering me places to stay because I was just good company. If you're in good health, you can enjoy a great life even without money.
[00:23:47.660 --> 00:23:49.660]   You really can.
[00:23:49.660 --> 00:23:54.220]   But if you're in ill health, the money almost never solves it.
[00:23:54.220 --> 00:24:02.940]   So the point is focus not first on the money, focused on the health. And think about your health care and your health improvement.
[00:24:02.940 --> 00:24:11.980]   Then think about your sick care or your accident care or your injury care. If you were in bad health,
[00:24:12.380 --> 00:24:17.500]   for whatever reason, how would that be improved? And then go to the funding mechanism.
[00:24:17.500 --> 00:24:22.020]   Free your mind from this,
[00:24:22.020 --> 00:24:28.140]   from these chains that have been put on you by the insurance industry.
[00:24:28.140 --> 00:24:32.100]   It's your life first and foremost that matters,
[00:24:32.100 --> 00:24:36.620]   not them selling you a health insurance policy.
[00:24:38.660 --> 00:24:45.220]   There are lots of ways for you to receive excellent medical care under a variety of
[00:24:45.220 --> 00:24:48.140]   health insurance systems.
[00:24:48.140 --> 00:24:57.300]   Just because you're focusing on your health, just because you're avoiding purchasing health insurance, does not
[00:24:57.300 --> 00:25:04.860]   by definition mean that you're foolish. Does not by definition mean that you're stupid. Does not by definition mean that you don't receive medical care.
[00:25:04.860 --> 00:25:17.580]   I hope that that concept is helpful for you. I hope I haven't overstated my case. I must reiterate, I'm not opposed to good financial planning.
[00:25:17.580 --> 00:25:27.940]   What I'm opposed to is seeing people buy bad food or living unhealthy lifestyles because all they can do is make their health insurance premiums.
[00:25:27.940 --> 00:25:32.620]   I'm opposed to seeing people live bad lives because of health insurance costs.
[00:25:33.220 --> 00:25:38.500]   When statistically, they might as well dump the health insurance and go focus on living a healthier life.
[00:25:38.500 --> 00:25:44.580]   The best plan is to do both, but focus on your health.
[00:25:44.580 --> 00:25:48.540]   And you're the only one who's going to be able to care for that.
[00:25:48.540 --> 00:25:51.780]   We all can do a better job.
[00:25:51.780 --> 00:25:55.380]   We all can do a better job.
[00:25:56.660 --> 00:26:06.020]   It's important. And if you provide the care now, early in your life, you'll reap the financial benefits later in life.
[00:26:06.020 --> 00:26:12.380]   Let's talk for a few minutes now about health insurance.
[00:26:12.380 --> 00:26:17.500]   The majority of people in the United States receive their health insurance through their place of employment.
