
[00:00:00.000 --> 00:00:06.080]   Welcome back everyone.
[00:02:23.440 --> 00:02:27.780]   our Boolean conjunction task with this set of parameters.
[00:02:27.780 --> 00:02:30.140]   That's the starting point.
[00:02:30.140 --> 00:02:33.600]   Now, in the classical causal abstraction mode,
[00:02:33.600 --> 00:02:35.580]   I could define an alignment
[00:02:35.580 --> 00:02:37.460]   like this with these red arrows.
[00:02:37.460 --> 00:02:40.700]   It looks good. I align the inputs as you would expect.
[00:02:40.700 --> 00:02:43.080]   I align the outputs as you would expect,
[00:02:43.080 --> 00:02:45.700]   and I'll add in the decision procedure that if
[00:02:45.700 --> 00:02:48.080]   the neural network outputs a negative value,
[00:02:48.080 --> 00:02:50.220]   that's false for the causal model,
[00:02:50.220 --> 00:02:52.260]   and if it outputs a positive value,
[00:02:52.260 --> 00:02:54.100]   that's true for the causal model.
[00:02:54.100 --> 00:02:55.380]   That's intuitive.
[00:02:55.380 --> 00:02:57.640]   Then I did the intuitive thing of
[00:02:57.640 --> 00:03:02.260]   aligning V1 with H1 and V2 with H2.
[00:03:02.260 --> 00:03:07.380]   Now, this model is perfect behaviorally as I said,
[00:03:07.380 --> 00:03:09.260]   but it does not abstract
[00:03:09.260 --> 00:03:12.300]   the neural model under our chosen alignment.
[00:03:12.300 --> 00:03:13.780]   That chosen alignment bit is
[00:03:13.780 --> 00:03:16.580]   crucial and I'll just give you the spoiler here.
[00:03:16.580 --> 00:03:19.420]   What I did inadvertently
[00:03:19.420 --> 00:03:22.700]   is reverse the order of those internal variables.
[00:03:22.700 --> 00:03:27.180]   I should have mapped V1 to H2 and V2 to H1.
[00:03:27.180 --> 00:03:30.280]   What we're doing with this simple example is simulating
[00:03:30.280 --> 00:03:32.680]   the situation in which I just made
[00:03:32.680 --> 00:03:35.960]   a mistake about what set of alignments I decided to look at,
[00:03:35.960 --> 00:03:38.840]   and I picked one that is suboptimal in terms of
[00:03:38.840 --> 00:03:42.160]   finding structure that is actually there.
[00:03:42.160 --> 00:03:44.680]   The promise of DAS is that
[00:03:44.680 --> 00:03:47.240]   even if I start with this incorrect alignment,
[00:03:47.240 --> 00:03:50.480]   a rotation will help me find it.
[00:03:50.480 --> 00:03:53.460]   First, I'll just substantiate for you that we do
[00:03:53.460 --> 00:03:56.160]   indeed have a failure of causal abstraction.
[00:03:56.160 --> 00:03:58.800]   I'll show you a failed interchange intervention.
[00:03:58.800 --> 00:04:00.440]   On the top, as usual,
[00:04:00.440 --> 00:04:02.960]   we do an intervention with our causal model.
[00:04:02.960 --> 00:04:06.020]   We take V1 from the right example and put it into
[00:04:06.020 --> 00:04:09.680]   the corresponding place in the left example.
[00:04:09.680 --> 00:04:12.760]   The original output for the left example was false,
[00:04:12.760 --> 00:04:14.600]   but because of the intervention,
[00:04:14.600 --> 00:04:17.080]   we should get the output value true.
[00:04:17.080 --> 00:04:19.600]   When we do the corresponding
[00:04:19.600 --> 00:04:22.700]   aligned intervention on the neural model,
[00:04:22.700 --> 00:04:25.620]   we end up with an output state that is negative.
[00:04:25.620 --> 00:04:27.420]   That means predicting false,
[00:04:27.420 --> 00:04:30.000]   but the causal model said we should predict true,
[00:04:30.000 --> 00:04:33.000]   and that's exactly the kind of thing that leads us to say that this is
[00:04:33.000 --> 00:04:35.600]   not in the abstraction relationship,
[00:04:35.600 --> 00:04:38.360]   this causal model and this neural one.
[00:04:38.360 --> 00:04:43.340]   The two models have unequal counterfactual predictions.
[00:04:43.340 --> 00:04:44.940]   That is the heart of it. But remember,
[00:04:44.940 --> 00:04:46.680]   we already know why they do.
[00:04:46.680 --> 00:04:49.840]   It's because I chose the wrong alignment due to
[00:04:49.840 --> 00:04:53.480]   bad luck or research shortages or whatever.
[00:04:53.480 --> 00:04:57.000]   Here's the crucial insight behind DAS.
[00:04:57.000 --> 00:05:01.400]   The alignment relationship does hold in a non-standard basis.
[00:05:01.400 --> 00:05:04.320]   If I take the current network and the current alignment and I
[00:05:04.320 --> 00:05:09.260]   simply rotate H1 and H2 using this rotation matrix,
[00:05:09.260 --> 00:05:12.840]   then I have a network that is behaviorally perfect
[00:05:12.840 --> 00:05:16.880]   and satisfies the causal abstraction relationship.
[00:05:16.880 --> 00:05:19.560]   Causal abstraction classical mode
[00:05:19.560 --> 00:05:23.140]   missed this because of the standard basis we chose,
[00:05:23.140 --> 00:05:25.260]   and the essence of that is that there was
[00:05:25.260 --> 00:05:27.340]   no reason to choose the standard basis.
[00:05:27.340 --> 00:05:29.500]   It's intuitive for us as humans,
[00:05:29.500 --> 00:05:31.360]   but there's no reason to presume that
[00:05:31.360 --> 00:05:34.680]   our neural models prefer to operate in that basis.
[00:05:34.680 --> 00:05:37.820]   This example reveals that we might find
[00:05:37.820 --> 00:05:43.160]   interpretable structure by dropping that assumption about the basis.
[00:05:43.160 --> 00:05:45.400]   The essence of DAS,
[00:05:45.400 --> 00:05:47.280]   keep an eye on the ball here,
[00:05:47.280 --> 00:05:50.460]   is really learning this rotation matrix.
[00:05:50.460 --> 00:05:53.700]   That is the target of learning in DAS,
[00:05:53.700 --> 00:05:57.720]   and then the rotation matrix becomes the asset that you can use for
[00:05:57.720 --> 00:05:59.820]   actually finding and displaying and
[00:05:59.820 --> 00:06:03.320]   assessing internal causal structure.
[00:06:03.320 --> 00:06:06.920]   Here's a more high-level abstract overview of how this
[00:06:06.920 --> 00:06:10.400]   might happen using a pair of aligned interventions.
[00:06:10.400 --> 00:06:12.940]   I have my target model in red here.
[00:06:12.940 --> 00:06:16.260]   I have two source models on the left and right.
[00:06:16.260 --> 00:06:19.020]   They process their various examples and we're going to
[00:06:19.020 --> 00:06:21.040]   target the variables X_1,
[00:06:21.040 --> 00:06:24.840]   X_2, and X_3 across these different uses of the model.
[00:06:24.840 --> 00:06:28.200]   The first thing we do is rotate
[00:06:28.200 --> 00:06:32.000]   that representation that we targeted to create some new variables,
[00:06:32.000 --> 00:06:34.600]   Y_1, Y_2, and Y_3.
[00:06:34.600 --> 00:06:37.840]   Remember R here is the essence of DAS,
[00:06:37.840 --> 00:06:40.280]   and that is the matrix that we're going to learn
[00:06:40.280 --> 00:06:43.960]   using essentially interchange intervention training.
[00:06:43.960 --> 00:06:45.840]   Having done this rotation,
[00:06:45.840 --> 00:06:48.860]   I then create a new matrix that comes from
[00:06:48.860 --> 00:06:51.820]   me deciding to do an intervention with Y_1,
[00:06:51.820 --> 00:06:58.180]   with Y_2, and then copying Y_3 over from this core base example.
[00:06:58.180 --> 00:06:59.960]   That gives me this new vector here,
[00:06:59.960 --> 00:07:05.160]   and then we un-rotate and we do the intervention.
[00:07:05.160 --> 00:07:09.820]   Remember the essence of DAS is that we're going to freeze the model parameters.
[00:07:09.820 --> 00:07:11.880]   This is an analysis method,
[00:07:11.880 --> 00:07:15.540]   not a method where we change the core underlying target model.
[00:07:15.540 --> 00:07:19.960]   But the thing that we do is learn a rotation matrix that essentially
[00:07:19.960 --> 00:07:24.720]   maximizes the interchange intervention accuracy that we get from
[00:07:24.720 --> 00:07:29.800]   doing this rotation and then un-rotation to create these new models.
[00:07:29.800 --> 00:07:33.340]   This is a blend of IIT-like techniques,
[00:07:33.340 --> 00:07:35.940]   as well as classical causal abstraction.
[00:07:35.940 --> 00:07:38.780]   We keep the model frozen because we want to interpret it,
[00:07:38.780 --> 00:07:41.300]   but we learn that rotation matrix.
[00:07:41.300 --> 00:07:44.240]   That's the essence of DAS.
[00:07:44.240 --> 00:07:46.680]   Findings of DAS so far,
[00:07:46.680 --> 00:07:48.160]   these are pretty nuanced.
[00:07:48.160 --> 00:07:50.160]   In our DAS paper,
[00:07:50.160 --> 00:07:56.020]   we show that models learn truly hierarchical solutions to a hierarchical equality task.
[00:07:56.020 --> 00:07:59.980]   This is in fact the one that's reviewed in our notebook for this course.
[00:07:59.980 --> 00:08:02.980]   But those solutions are easy to miss with
[00:08:02.980 --> 00:08:07.960]   standard causal abstraction because of this non-standard basis issue.
[00:08:07.960 --> 00:08:10.160]   Here's a more nuanced finding.
[00:08:10.160 --> 00:08:12.560]   In earlier causal abstraction work,
[00:08:12.560 --> 00:08:17.080]   we found that models learn theories of lexical entailment and negation that
[00:08:17.080 --> 00:08:21.040]   align with a high-level intuitive causal model.
[00:08:21.040 --> 00:08:26.160]   But with DAS, we can uncover that they do that in a brittle way that actually
[00:08:26.160 --> 00:08:29.340]   preserves the identities of the lexical items rather than
[00:08:29.340 --> 00:08:34.320]   truly learning a general solution to the entailment issue.
[00:08:34.320 --> 00:08:37.900]   The third finding is from a separate paper.
[00:08:37.900 --> 00:08:40.740]   This is tremendously exciting because it shows that we can
[00:08:40.740 --> 00:08:43.360]   scale to levels that were impossible
[00:08:43.360 --> 00:08:46.600]   before due to our lack of a need for searching for alignments,
[00:08:46.600 --> 00:08:49.460]   because now we essentially learn the alignment.
[00:08:49.460 --> 00:08:53.840]   We scaled DAS to alpaca and we discovered that alpaca,
[00:08:53.840 --> 00:08:55.660]   a seven billion parameter model,
[00:08:55.660 --> 00:09:00.860]   implements an intuitive algorithm to solve a numerical reasoning task.
[00:09:00.860 --> 00:09:05.160]   I think this is just the start of the potential that we see for using
[00:09:05.160 --> 00:09:09.100]   DAS to understand our biggest and most performant
[00:09:09.100 --> 00:09:13.140]   and most interesting large language models.
[00:09:13.140 --> 00:09:18.100]   Let me turn now to wrapping up just some high-level conclusions here.
[00:09:18.100 --> 00:09:21.500]   First, I wanted to return to this diagram that I used
[00:09:21.500 --> 00:09:24.600]   to motivate analysis methods in general.
[00:09:24.600 --> 00:09:27.860]   We have these incredibly important goals for the field,
[00:09:27.860 --> 00:09:30.640]   identifying approved and disapproved uses,
[00:09:30.640 --> 00:09:34.480]   identifying and correcting pernicious social biases,
[00:09:34.480 --> 00:09:38.260]   and guaranteeing models as safe in certain contexts.
[00:09:38.260 --> 00:09:42.220]   I feel that we cannot offer guarantees about these issues
[00:09:42.220 --> 00:09:46.460]   unless we have analytic guarantees about the underlying models.
[00:09:46.460 --> 00:09:50.760]   For me, that implies a truly deep causal understanding
[00:09:50.760 --> 00:09:54.180]   of the mechanisms that shape their input-output behavior.
[00:09:54.180 --> 00:09:58.300]   For that reason, I think the analysis project in
[00:09:58.300 --> 00:10:02.860]   NLP is one of the most pressing projects for the field.
[00:10:02.860 --> 00:10:05.440]   In that spirit, let's look ahead a little bit to
[00:10:05.440 --> 00:10:09.220]   the near future of explainability research for the field.
[00:10:09.220 --> 00:10:10.440]   First, as I said,
[00:10:10.440 --> 00:10:13.680]   we should be seeking causal explanations,
[00:10:13.680 --> 00:10:16.320]   but we also need human interpretable ones.
[00:10:16.320 --> 00:10:19.040]   If causality were the only requirement,
[00:10:19.040 --> 00:10:21.960]   we could just give low-level mechanistic,
[00:10:21.960 --> 00:10:24.840]   mathematical explanations of how the transformer
[00:10:24.840 --> 00:10:27.880]   worked and call that explainability research.
[00:10:27.880 --> 00:10:31.320]   But that's at the wrong level for humans trying to offer
[00:10:31.320 --> 00:10:34.520]   guarantees about safety and trustworthiness.
[00:10:34.520 --> 00:10:37.800]   We need human interpretable explanations.
[00:10:37.800 --> 00:10:43.200]   We need to apply these methods to ever larger instruct-trained LLMs.
[00:10:43.200 --> 00:10:47.280]   Those are the most relevant artifacts for the current moment.
[00:10:47.280 --> 00:10:50.760]   I think we're starting to approach this goal with DAS.
[00:10:50.760 --> 00:10:53.580]   I just mentioned how we can apply it to alpaca.
[00:10:53.580 --> 00:10:55.800]   I think we could scale even further,
[00:10:55.800 --> 00:10:57.160]   but we really want to be
[00:10:57.160 --> 00:10:59.520]   unconstrained in terms of what we can explore,
[00:10:59.520 --> 00:11:03.520]   and that requires a lot more innovation in the space.
[00:11:03.520 --> 00:11:06.360]   Then finally, to return to
[00:11:06.360 --> 00:11:08.360]   the previous unit and our discussion of
[00:11:08.360 --> 00:11:11.280]   cogs and recogs and compositionality,
[00:11:11.280 --> 00:11:13.800]   I think we're seeing increasing evidence that
[00:11:13.800 --> 00:11:16.640]   models are inducing a semantics,
[00:11:16.640 --> 00:11:20.660]   that is a mapping from language into a network of concepts.
[00:11:20.660 --> 00:11:24.800]   If they are doing that and if we can find strong evidence for that,
[00:11:24.800 --> 00:11:27.800]   it's tremendously eye-opening about what kinds of
[00:11:27.800 --> 00:11:30.440]   data-driven learning processes could lead
[00:11:30.440 --> 00:11:32.880]   a language technology to actually
[00:11:32.880 --> 00:11:35.360]   have induced a semantics from its experiences,
[00:11:35.360 --> 00:11:38.480]   which would in turn lead us down the road of having
[00:11:38.480 --> 00:11:42.280]   many more guarantees that their behavior would be systematic,
[00:11:42.280 --> 00:11:44.880]   which could be a basis for them being, again,
[00:11:44.880 --> 00:11:47.480]   trustworthy, safe, and secure,
[00:11:47.480 --> 00:11:52.720]   and all of those important goals for the field and for society.
[00:11:52.720 --> 00:12:02.720]   [BLANK_AUDIO]

