
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:06:59.560 --> 00:07:02.600]   And tell us, what was creating a video entry like
[00:07:02.600 --> 00:07:04.400]   for you and for your family?
[00:07:04.400 --> 00:07:07.600]   - Well, we first heard about National Memory Master,
[00:07:07.600 --> 00:07:11.600]   I saw it in some CC advertisements several years ago
[00:07:11.600 --> 00:07:13.600]   before my oldest was even eligible,
[00:07:13.600 --> 00:07:15.240]   and I mentioned it to her at the time,
[00:07:15.240 --> 00:07:17.960]   and she said, "That sounds like so much fun."
[00:07:17.960 --> 00:07:18.800]   - Yes.
[00:07:18.800 --> 00:07:20.960]   - And when I see challenges, I think,
[00:07:20.960 --> 00:07:23.600]   "Ooh, that looks like a really neat opportunity."
[00:07:23.600 --> 00:07:27.360]   And so, and my oldest was really excited about it,
[00:07:27.360 --> 00:07:30.840]   and the process of creating the video,
[00:07:30.840 --> 00:07:33.840]   I realized that it's the last part of names,
[00:07:33.840 --> 00:07:35.920]   you know, those habits of grammar,
[00:07:35.920 --> 00:07:38.840]   the storytelling, taking what you have learned,
[00:07:38.840 --> 00:07:40.420]   and taking what you have memorized,
[00:07:40.420 --> 00:07:42.880]   and expressing it, and telling it in a story.
[00:07:42.880 --> 00:07:44.560]   And creating the video audition,
[00:07:44.560 --> 00:07:47.400]   it was such a rewarding experience,
[00:07:47.400 --> 00:07:50.260]   she learned so much, she had a great time.
[00:07:50.260 --> 00:07:54.720]   And she was chosen as a finalist, we were so excited,
[00:07:54.720 --> 00:07:56.220]   and even though it was canceled,
[00:07:56.220 --> 00:07:58.520]   the friendships that she made with that group of kids
[00:07:58.520 --> 00:08:00.280]   are still a blessing to her.
[00:08:00.280 --> 00:08:02.840]   So when it came time for Marianne's turn,
[00:08:02.840 --> 00:08:04.000]   and we said, "Do you wanna do this?"
[00:08:04.000 --> 00:08:05.840]   And she said, "Absolutely."
[00:08:05.840 --> 00:08:10.840]   And so, again, you know, the video was a lot of work,
[00:08:10.840 --> 00:08:14.160]   but there's so many valuable lessons
[00:08:14.160 --> 00:08:18.520]   in learning to speak and storytell from memory,
[00:08:18.520 --> 00:08:20.040]   and learning to look at the camera,
[00:08:20.040 --> 00:08:21.640]   and learning to keep your body still,
[00:08:21.640 --> 00:08:24.520]   and learning to use dynamics
[00:08:24.520 --> 00:08:26.560]   when you're speaking to tell a story,
[00:08:26.560 --> 00:08:28.120]   learning to use good body language
[00:08:28.120 --> 00:08:30.080]   when you're trying to speak and tell a story.
[00:08:30.080 --> 00:08:32.320]   And again, it was a really rewarding experience
[00:08:32.320 --> 00:08:35.680]   to create the video, and then being chosen to compete,
[00:08:35.680 --> 00:08:37.760]   for her, she actually got to go.
[00:08:37.760 --> 00:08:40.520]   She was in the top four, and she did a fantastic job,
[00:08:40.520 --> 00:08:42.440]   I was so proud of her.
[00:08:42.440 --> 00:08:45.340]   And after the fact, even though she didn't win,
[00:08:45.340 --> 00:08:48.560]   she came away with some wonderful friendships,
[00:08:48.560 --> 00:08:51.400]   and still is pen pals with some of her great friends
[00:08:51.400 --> 00:08:53.480]   from that 2022 year.
[00:08:53.480 --> 00:08:56.160]   And if they're listening, it's, hi everyone,
[00:08:56.160 --> 00:08:59.800]   they are such a great group of families.
[00:08:59.800 --> 00:09:03.960]   And I think Ewan saw his sisters going through this,
[00:09:03.960 --> 00:09:06.120]   and I don't know if he paid attention
[00:09:06.120 --> 00:09:08.120]   to all the work they did or not.
[00:09:08.120 --> 00:09:08.960]   (laughing)
[00:09:08.960 --> 00:09:10.920]   If he just saw how they had such a good time,
[00:09:10.920 --> 00:09:14.960]   and they made good friends, and so he was excited.
[00:09:14.960 --> 00:09:16.320]   We said, do you wanna do this too?
[00:09:16.320 --> 00:09:19.560]   You don't have to, and he said yes.
[00:09:19.560 --> 00:09:23.000]   So he went through the process of memory mastering early,
[00:09:23.000 --> 00:09:26.240]   and then again, the video was a fantastic experience.
[00:09:26.240 --> 00:09:30.480]   So for our family, we saw the video
[00:09:30.480 --> 00:09:32.400]   just really as a capstone experience
[00:09:32.400 --> 00:09:33.680]   for the Foundations of Program,
[00:09:33.680 --> 00:09:35.400]   just kind of taking all that you've learned
[00:09:35.400 --> 00:09:37.960]   and telling a fun story with it.
[00:09:37.960 --> 00:09:40.260]   And for each of them,
[00:09:40.260 --> 00:09:43.100]   we probably took over 30 takes of the video.
[00:09:43.100 --> 00:09:44.800]   (laughing)
[00:09:44.800 --> 00:09:47.920]   So many fun memories of, well, the dog barked,
[00:09:47.920 --> 00:09:52.320]   or the doorbell rang, or all kinds of things
[00:09:52.320 --> 00:09:54.920]   that can go wrong, but being able to get a good take
[00:09:54.920 --> 00:09:58.560]   where they felt like, I said that my best,
[00:09:58.560 --> 00:10:02.200]   we were under the time limit, I didn't move around,
[00:10:02.200 --> 00:10:04.000]   I looked at the camera the whole time,
[00:10:04.000 --> 00:10:06.600]   and those are all such good skills to learn.
[00:10:06.600 --> 00:10:10.160]   And so it, oh, and there's a couple times,
[00:10:10.160 --> 00:10:12.320]   the parents have to say some things to you on the video,
[00:10:12.320 --> 00:10:13.720]   and we did have a couple of takes
[00:10:13.720 --> 00:10:16.920]   that were not good because mom messed up.
[00:10:16.920 --> 00:10:19.000]   (laughing)
[00:10:19.000 --> 00:10:21.000]   Ewan reminded me of that just now.
[00:10:21.000 --> 00:10:22.480]   They thought that was pretty funny.
[00:10:22.480 --> 00:10:25.080]   But it was just a good experience,
[00:10:25.080 --> 00:10:26.080]   a great learning experience,
[00:10:26.080 --> 00:10:29.560]   but it was definitely, it involved the whole family
[00:10:29.560 --> 00:10:32.080]   working together to do that.
[00:10:32.080 --> 00:10:34.880]   So I think he was really inspired
[00:10:34.880 --> 00:10:37.120]   by the great experience that his older sisters had,
[00:10:37.120 --> 00:10:39.080]   and he says, "I want to do that too."
[00:10:39.080 --> 00:10:40.680]   - Oh, I love that, I love that.
[00:10:40.680 --> 00:10:42.360]   So listening to you speak,
[00:10:42.360 --> 00:10:46.480]   I almost feel as if we need to schedule a separate podcast
[00:10:46.480 --> 00:10:49.880]   just so you can give tips and tricks (laughing)
[00:10:49.880 --> 00:10:52.080]   to families who are thinking about
[00:10:52.080 --> 00:10:54.480]   doing National Memory Master in the future,
[00:10:54.480 --> 00:10:56.600]   and maybe you're intimidated by the process
[00:10:56.600 --> 00:10:59.360]   of putting together that video entry
[00:10:59.360 --> 00:11:02.360]   because after helping shepherd three children
[00:11:02.360 --> 00:11:03.800]   through that experience,
[00:11:03.800 --> 00:11:06.560]   I know that you are a wealth of wisdom
[00:11:06.560 --> 00:11:09.200]   about what to do and what not to do
[00:11:09.200 --> 00:11:12.040]   when preparing a National Memory Master video.
[00:11:12.040 --> 00:11:12.880]   That's so wonderful.
[00:11:12.880 --> 00:11:15.280]   And I also love one of the things you've said
[00:11:15.280 --> 00:11:17.840]   about relationships that are cultivated
[00:11:17.840 --> 00:11:19.160]   at National Memory Master.
[00:11:19.160 --> 00:11:22.080]   That is so very true,
[00:11:22.080 --> 00:11:25.120]   because I heard several people say, even this year,
[00:11:25.120 --> 00:11:26.680]   that they came for the competition,
[00:11:26.680 --> 00:11:28.400]   but they stayed for the relationships
[00:11:28.400 --> 00:11:30.680]   and the friendships that were made from it.
[00:11:30.680 --> 00:11:33.800]   And what a blessing that is to see
[00:11:33.800 --> 00:11:37.680]   that even in the midst of competing for a title
[00:11:37.680 --> 00:11:42.520]   and for a prize, that those relationships were key,
[00:11:42.520 --> 00:11:46.680]   and that they were the thing that was the ultimate priority,
[00:11:46.680 --> 00:11:48.480]   even in the midst of the competition.
[00:11:48.480 --> 00:11:50.320]   So wonderful.
[00:11:50.320 --> 00:11:52.560]   Well, Ewan, I know it takes a lot of hard work
[00:11:52.560 --> 00:11:55.360]   to become a National Memory Master.
[00:11:55.360 --> 00:11:58.440]   So when you found out that your video
[00:11:58.440 --> 00:12:01.160]   had been selected as a finalist video,
[00:12:01.160 --> 00:12:02.600]   and it was so wonderful,
[00:12:02.600 --> 00:12:04.080]   if you're listening to this podcast,
[00:12:04.080 --> 00:12:07.160]   you definitely need to go to the CC website
[00:12:07.160 --> 00:12:09.080]   and watch Ewan's video.
[00:12:09.080 --> 00:12:10.920]   It alludes to "The Lord of the Rings."
[00:12:10.920 --> 00:12:14.480]   So if that entices you, please go take a look.
[00:12:14.480 --> 00:12:15.920]   But Ewan, once you found out
[00:12:15.920 --> 00:12:18.840]   that you were gonna be coming to the competition,
[00:12:18.840 --> 00:12:21.640]   what kinds of things did you do
[00:12:21.640 --> 00:12:24.600]   to help you be able to prepare?
[00:12:24.600 --> 00:12:29.600]   - Well, I drew a map of the world every day for a while.
[00:12:29.600 --> 00:12:31.000]   - Wow.
[00:12:31.000 --> 00:12:34.320]   - And I also worked on learning the timeline,
[00:12:34.320 --> 00:12:36.480]   both forwards and backwards, every day.
[00:12:36.480 --> 00:12:42.080]   And I also got quizzed by family members a lot.
[00:12:42.080 --> 00:12:43.760]   (laughing)
[00:12:43.760 --> 00:12:45.080]   - Did they take turns?
[00:12:45.960 --> 00:12:47.360]   - Yes.
[00:12:47.360 --> 00:12:49.600]   - So good, so good.
[00:12:49.600 --> 00:12:53.160]   Well, Kim, we know that pursuing National Memory Master
[00:12:53.160 --> 00:12:55.840]   is definitely not something a student does all alone.
[00:12:55.840 --> 00:12:59.320]   So we know that Ewan was definitely not on his own
[00:12:59.320 --> 00:13:01.720]   in preparing in this way.
[00:13:01.720 --> 00:13:06.720]   In what ways did your family and community surround you
[00:13:06.720 --> 00:13:11.320]   and show support for you and Ewan through this process?
[00:13:11.320 --> 00:13:16.320]   - Well, Ewan has had fantastic tutors over his time in CC.
[00:13:16.320 --> 00:13:23.120]   And he had Ms. Lori this year, Ms. Alyssa if you're listening
[00:13:23.120 --> 00:13:26.320]   and Ms. Sarah and his director, Ms. Ashley,
[00:13:26.320 --> 00:13:28.440]   and he's had so many good tutors.
[00:13:28.440 --> 00:13:30.400]   And it was some of the memory work
[00:13:30.400 --> 00:13:31.760]   that we would come time to review that.
[00:13:31.760 --> 00:13:33.240]   And he would say, "Oh, I'll never forget that
[00:13:33.240 --> 00:13:35.720]   "because Ms. Alyssa taught me this, this, and this."
[00:13:35.720 --> 00:13:36.840]   - Love that.
[00:13:36.840 --> 00:13:39.880]   - I feel like the community is definitely a part of,
[00:13:39.880 --> 00:13:41.160]   when you leave that community day,
[00:13:41.160 --> 00:13:44.720]   that memory work is already on its way in
[00:13:44.720 --> 00:13:47.280]   because of all the work that the tutors do.
[00:13:47.280 --> 00:13:48.720]   And what were you gonna say?
[00:13:48.720 --> 00:13:50.600]   Were you gonna add something to that, Ewan?
[00:13:50.600 --> 00:13:53.840]   - I think that it was the,
[00:13:53.840 --> 00:13:56.520]   all the different first conjugation endings.
[00:13:56.520 --> 00:13:57.760]   - Oh, that Ms. Alyssa helped me with.
[00:13:57.760 --> 00:13:59.720]   - That was Ms. Alyssa's part.
[00:13:59.720 --> 00:14:02.320]   (all laughing)
[00:14:02.320 --> 00:14:04.960]   But that was like a little saying for everyone.
[00:14:04.960 --> 00:14:09.960]   Like, there's such and such like manages to work it in.
[00:14:09.960 --> 00:14:12.320]   - So through that Foundations program,
[00:14:12.320 --> 00:14:14.480]   just lots of tools to learn things
[00:14:14.480 --> 00:14:17.600]   and tools to learn things well.
[00:14:17.600 --> 00:14:20.560]   So I think one of the things that I would encourage anyone
[00:14:20.560 --> 00:14:22.480]   who thinks that preparing for National Memory Master
[00:14:22.480 --> 00:14:25.200]   is overwhelming, and I think Ewan would probably agree
[00:14:25.200 --> 00:14:27.600]   that once he found out that he was chosen,
[00:14:27.600 --> 00:14:29.440]   it was pretty overwhelming.
[00:14:29.440 --> 00:14:32.240]   And I think as his,
[00:14:32.240 --> 00:14:34.880]   I felt like my job was to kind of sit down
[00:14:34.880 --> 00:14:38.040]   and say, all right, we're gonna draw the map of the world,
[00:14:38.040 --> 00:14:40.160]   and this is overwhelming.
[00:14:40.160 --> 00:14:42.840]   I want you to put down everything you could add in,
[00:14:42.840 --> 00:14:44.640]   and then we'll be done.
[00:14:44.640 --> 00:14:46.720]   And then tomorrow, he did a little bit more.
[00:14:46.720 --> 00:14:49.120]   And initially, for him to put all that memory work in,
[00:14:49.120 --> 00:14:50.800]   it took a very, very long time,
[00:14:50.800 --> 00:14:52.480]   much longer than the time limit.
[00:14:52.480 --> 00:14:55.080]   But every day, he was a little faster,
[00:14:55.080 --> 00:14:56.240]   and he did a little bit more.
[00:14:56.240 --> 00:14:58.680]   And I think that's one of the things I'm most proud of,
[00:14:58.680 --> 00:15:00.600]   of the growth, just that,
[00:15:00.600 --> 00:15:02.760]   and I think this is something that the classical model
[00:15:02.760 --> 00:15:05.920]   in CC encourages, is if you have a big task,
[00:15:05.920 --> 00:15:07.160]   break it into small pieces,
[00:15:07.160 --> 00:15:09.680]   just work on it a little bit every day.
[00:15:09.680 --> 00:15:12.640]   And every day, he could add more in.
[00:15:12.640 --> 00:15:14.280]   Every day, it looked neater.
[00:15:14.280 --> 00:15:17.080]   Every day, he was faster with the map.
[00:15:17.080 --> 00:15:20.080]   His older sisters definitely inspired him on the timeline.
[00:15:20.080 --> 00:15:24.800]   So his older sister, Evelyn, is a classical ballerina,
[00:15:24.800 --> 00:15:26.640]   and she's been in the Nutcracker several years.
[00:15:26.640 --> 00:15:27.920]   And so when she first started learning
[00:15:27.920 --> 00:15:30.280]   the timeline backwards several years ago,
[00:15:30.280 --> 00:15:32.800]   she learned it to the music of the second act
[00:15:32.800 --> 00:15:34.640]   of the Nutcracker, which are the divertissements.
[00:15:34.640 --> 00:15:38.720]   And so Marianne, and you know,
[00:15:38.720 --> 00:15:41.400]   Ewan has performed in the Nutcracker as a guest,
[00:15:41.400 --> 00:15:43.040]   just a guest, a little boy guest.
[00:15:43.040 --> 00:15:44.560]   - Right. - At a party.
[00:15:44.560 --> 00:15:45.920]   - At a few, several times.
[00:15:45.920 --> 00:15:47.640]   But, so we know that really well.
[00:15:47.640 --> 00:15:49.080]   And so for each of them, you know,
[00:15:49.080 --> 00:15:52.160]   that overwhelming aspect of learning the timeline backwards,
[00:15:52.160 --> 00:15:54.840]   they started by learning it in musical sections
[00:15:54.840 --> 00:15:58.320]   to the divertissements in the second act of the Nutcracker.
[00:15:58.320 --> 00:16:01.240]   And from there, and they were instrumental
[00:16:01.240 --> 00:16:02.240]   in helping him do that.
[00:16:02.240 --> 00:16:03.840]   He made recordings for himself,
[00:16:03.840 --> 00:16:07.720]   but his sister, Marianne, also had a fun system
[00:16:07.720 --> 00:16:09.840]   with the timeline cards that she taught Ewan,
[00:16:09.840 --> 00:16:12.080]   and that he kind of adapted and made his own.
[00:16:12.080 --> 00:16:13.960]   Do you wanna talk about how you practiced the timeline
[00:16:13.960 --> 00:16:15.160]   with the timeline cards?
[00:16:15.160 --> 00:16:20.160]   - Well, we had, we took all the vocabulary cards, actually.
[00:16:20.160 --> 00:16:23.960]   - From IEW. (laughs)
[00:16:23.960 --> 00:16:26.080]   You have their blue, green, and beige, right?
[00:16:26.080 --> 00:16:26.920]   - Yes. - Yeah.
[00:16:26.920 --> 00:16:31.880]   So we took those and we would lay them out in circles
[00:16:31.880 --> 00:16:33.440]   for all the different songs.
[00:16:33.440 --> 00:16:38.080]   And I would have, and I would just have the timeline cards
[00:16:38.080 --> 00:16:39.200]   all laid out in a row.
[00:16:39.200 --> 00:16:44.200]   And I would just take a few of the timeline cards
[00:16:44.200 --> 00:16:47.880]   in a group, mix it up, and then put it back in order
[00:16:47.880 --> 00:16:49.400]   as fast as I could.
[00:16:49.400 --> 00:16:51.920]   - Ah. - It helped.
[00:16:51.920 --> 00:16:54.200]   - And so the IEW color codes,
[00:16:54.200 --> 00:16:55.440]   I know it sounds kind of crazy,
[00:16:55.440 --> 00:16:59.200]   but they were, each musical section had kind of a color.
[00:16:59.200 --> 00:17:02.360]   And so he would organize them and rearrange them
[00:17:02.360 --> 00:17:05.600]   by musical section, but he had,
[00:17:05.600 --> 00:17:09.360]   so he had the auditory musical version of the timeline,
[00:17:09.360 --> 00:17:11.920]   but he also had the visual representation of the cards
[00:17:11.920 --> 00:17:14.200]   that were in order and that he could put in order
[00:17:14.200 --> 00:17:15.960]   so that he could see it and hear it
[00:17:15.960 --> 00:17:17.880]   when he was asked to recite.
[00:17:17.880 --> 00:17:19.520]   - I love that, I love that.
[00:17:19.520 --> 00:17:22.160]   So if you were listening to this episode
[00:17:22.160 --> 00:17:25.040]   and you were in need of memory tools
[00:17:25.040 --> 00:17:27.840]   to help you be able to recite the timeline backwards,
[00:17:27.840 --> 00:17:30.000]   you just need to listen to "The Nutcracker."
[00:17:30.000 --> 00:17:31.680]   (laughing)
[00:17:31.680 --> 00:17:33.480]   I love it, I love it. - Also.
[00:17:33.480 --> 00:17:35.120]   - Yes. - Also, unfortunately,
[00:17:35.120 --> 00:17:37.360]   now this has ruined the second act for me
[00:17:37.360 --> 00:17:39.400]   because every time I hear that music,
[00:17:39.400 --> 00:17:42.440]   I start thinking about the timeline.
[00:17:42.440 --> 00:17:45.040]   - Oh, no. (laughing)
[00:17:45.040 --> 00:17:48.040]   So every Christmas from now until forever, Ewan,
[00:17:48.040 --> 00:17:50.320]   you will think about the timeline song
[00:17:50.320 --> 00:17:51.960]   if you hear "The Nutcracker."
[00:17:51.960 --> 00:17:53.600]   - I love that, though, as a memory tool.
[00:17:53.600 --> 00:17:54.760]   Who would have thought?
[00:17:54.760 --> 00:17:58.760]   But I do know we have some tools in our memory work
[00:17:58.760 --> 00:18:01.080]   that are built in, like our history songs
[00:18:01.080 --> 00:18:03.840]   and our timeline song to help our students
[00:18:03.840 --> 00:18:06.120]   be able to commit things to memory.
[00:18:06.120 --> 00:18:09.480]   And I love the addition of those flashcards,
[00:18:09.480 --> 00:18:13.880]   even just using the color as a clue to memory.
[00:18:13.880 --> 00:18:16.600]   It's amazing how God has designed our brains
[00:18:16.600 --> 00:18:18.440]   to be able to retain information.
[00:18:18.440 --> 00:18:22.280]   And when we commit that information over time,
[00:18:22.280 --> 00:18:23.560]   just like you were saying,
[00:18:23.560 --> 00:18:26.520]   bit by bit, a little more at a time,
[00:18:26.520 --> 00:18:29.840]   it's incredible what the Lord has designed us
[00:18:29.840 --> 00:18:31.160]   to be able to retain.
[00:18:31.160 --> 00:18:32.480]   I love that.
[00:18:32.480 --> 00:18:34.080]   Like I said, I think we definitely need
[00:18:34.080 --> 00:18:35.440]   to schedule another podcast
