
[00:00:00.000 --> 00:00:04.000]   (music)
[00:09:08.000 --> 00:09:12.000]   and have forgotten the Lord your Maker?
[00:09:12.000 --> 00:09:16.000]   Man, if I am on your side, just humble yourself.
[00:09:16.000 --> 00:09:17.000]   I'm looking at you.
[00:09:17.000 --> 00:09:19.000]   I look to people that tremble at my word.
[00:09:19.000 --> 00:09:23.000]   When I look to you, they die if necessary.
[00:09:23.000 --> 00:09:26.000]   Or they get converted if necessary.
[00:09:26.000 --> 00:09:28.000]   No.
[00:09:28.000 --> 00:09:30.000]   No, no, no, no.
[00:09:30.000 --> 00:09:35.000]   Taking away pride and self-preoccupation,
[00:09:35.000 --> 00:09:39.000]   self-confidence and self-exaltation,
[00:09:39.000 --> 00:09:43.000]   taking all that away does not take courage away.
[00:09:43.000 --> 00:09:46.000]   Not if you replace it with God,
[00:09:46.000 --> 00:09:50.000]   His promises, His grace.
[00:09:50.000 --> 00:09:53.000]   Finally, number three.
[00:09:53.000 --> 00:09:55.000]   Objection three.
[00:09:55.000 --> 00:09:58.000]   Humility makes you passive
[00:09:58.000 --> 00:10:04.000]   and removes the driving motor of achievement.
[00:10:04.000 --> 00:10:11.000]   In America, the most achieving nation on the planet,
[00:10:11.000 --> 00:10:16.000]   you spread this message of humility, lowliness,
[00:10:16.000 --> 00:10:18.000]   dependence, meekness.
[00:10:18.000 --> 00:10:26.000]   You're going to ruin this economy.
[00:10:26.000 --> 00:10:28.000]   No.
[00:10:28.000 --> 00:10:32.000]   The world thinks that because for them,
[00:10:32.000 --> 00:10:38.000]   the driving motor of achievement is feeding the ego with accomplishments.
[00:10:38.000 --> 00:10:40.000]   That's what it feels like.
[00:10:40.000 --> 00:10:41.000]   I'm going to take that away.
[00:10:41.000 --> 00:10:42.000]   What have I got left?
[00:10:42.000 --> 00:10:46.000]   I'm feeding my ego by achieving something.
[00:10:46.000 --> 00:10:47.000]   I'm going to climb this ladder.
[00:10:47.000 --> 00:10:49.000]   I'm going to make this bundle.
[00:10:49.000 --> 00:10:50.000]   I'm going to buy that house.
[00:10:50.000 --> 00:10:51.000]   I'm going to have that retirement.
[00:10:51.000 --> 00:10:53.000]   I'm going to drive that car.
[00:10:53.000 --> 00:10:55.000]   I'm going to wear that ring.
[00:10:55.000 --> 00:10:58.000]   And people will know, I made it.
[00:10:58.000 --> 00:11:00.000]   You take that away.
[00:11:00.000 --> 00:11:02.000]   What are you going to put in its place?
[00:11:02.000 --> 00:11:04.000]   I mean, that's driving the motor of this economy.
[00:11:04.000 --> 00:11:08.000]   What you take that away, what are you going to put in its place?
[00:11:08.000 --> 00:11:13.000]   First Corinthians 1510, "By the grace of God,
[00:11:13.000 --> 00:11:21.000]   I am what I am, and I worked harder than any of them.
[00:11:21.000 --> 00:11:28.000]   Nevertheless, it was not I, but the grace of God that was with me."
[00:11:28.000 --> 00:11:33.000]   "By the grace of God, I am what I am, and I worked."
[00:11:33.000 --> 00:11:35.000]   This is the Apostle Paul talking.
[00:11:35.000 --> 00:11:37.000]   "While he had breath, he labored."
[00:11:37.000 --> 00:11:40.000]   "I worked harder than any of them."
[00:11:40.000 --> 00:11:43.000]   "He stayed up till who knows what hour, making a tent,
[00:11:43.000 --> 00:11:45.000]   so that he wouldn't have to charge his churches."
[00:11:45.000 --> 00:11:50.000]   "I worked harder than any of them. Nevertheless, it was not I,
[00:11:50.000 --> 00:11:55.000]   but grace that was with me."
[00:11:55.000 --> 00:11:58.000]   "The power of God's grace in the heart of the humble believer
[00:11:58.000 --> 00:12:05.000]   who depends utterly on God produces incredible industry."
[00:12:05.000 --> 00:12:07.000]   Say it again.
[00:12:07.000 --> 00:12:13.000]   "The grace of God, the power of His grace in the heart of a humble believer
[00:12:13.000 --> 00:12:21.000]   who depends utterly on God produces in Him incredible energy and industry."
[00:12:21.000 --> 00:12:22.000]   Amen.
[00:12:22.000 --> 00:12:26.000]   That clip was taken from Pastor John's 2009 sermon on Mark 10, 32-45,
[00:12:26.000 --> 00:12:30.000]   titled "Greatness, Humility, Servanthood."
[00:12:30.000 --> 00:12:32.000]   It came to us from Hannah in Canton, Ohio.
[00:12:32.000 --> 00:12:35.000]   "This clip has been so precious to me," she writes,
[00:12:35.000 --> 00:12:39.000]   "in understanding and experiencing the great joy and freedom of humility.
[00:12:39.000 --> 00:12:42.000]   It brings me to tears of joy each time I listen to this clip.
[00:12:42.000 --> 00:12:48.000]   Praise God for this message. I am so thankful for you, Pastor John."
[00:12:48.000 --> 00:12:49.000]   Amen.
[00:12:49.000 --> 00:12:51.000]   Thank you for listening to today's sermon clip.
[00:12:51.000 --> 00:12:53.000]   All of our sermon clips are now crowdsourced.
[00:12:53.000 --> 00:12:55.000]   You tell us what bits of Piper's sermons changed your life,
[00:12:55.000 --> 00:12:57.000]   like Hannah did today.
[00:12:57.000 --> 00:12:59.000]   We share that clip with the APJ audience.
[00:12:59.000 --> 00:13:01.000]   If you have one, email me.
[00:13:01.000 --> 00:13:03.000]   Give me your name, hometown, the sermon title,
[00:13:03.000 --> 00:13:05.000]   the timestamp of where the clip happens in the audio,
[00:13:05.000 --> 00:13:07.000]   and how it impacted you.
[00:13:07.000 --> 00:13:10.000]   Put the word "clip" in the subject line of an email and send it to me
[00:13:10.000 --> 00:13:13.000]   at askpastorjohn@desiringgod.org.
[00:13:13.000 --> 00:13:20.000]   This is an email address, askpastorjohn@desiringgod.org.
[00:13:20.000 --> 00:13:23.000]   Well, we are in the middle of the five days of Holy Week,
[00:13:23.000 --> 00:13:26.000]   and Friday we return to look forward to Easter Sunday,
[00:13:26.000 --> 00:13:30.000]   the resurrection of Christ and how it has changed us already.
[00:13:30.000 --> 00:13:32.000]   It's a really important topic.
[00:13:32.000 --> 00:13:33.000]   I'm looking forward to it.
[00:13:33.000 --> 00:13:34.000]   I'm Tony Reinke.
[00:13:34.000 --> 00:13:35.000]   We will see you on Friday.
[00:13:35.000 --> 00:13:36.000]   Thanks for listening.
[00:13:36.000 --> 00:13:44.080]   [BLANK_AUDIO]
[00:13:44.080 --> 00:13:54.080]   [BLANK_AUDIO]

