
[00:00:00.000 --> 00:00:06.040]   Welcome back everyone.
[00:13:34.040 --> 00:13:35.360]   We could have, for example,
[00:13:35.360 --> 00:13:38.160]   precision and recall curves that would allow us to explore
[00:13:38.160 --> 00:13:42.040]   the full range of possible ways that our system could make predictions,
[00:13:42.040 --> 00:13:44.200]   given a decision boundary.
[00:13:44.200 --> 00:13:48.640]   This offers much more information about trade-offs between these two pressures,
[00:13:48.640 --> 00:13:52.040]   and could make it much easier for people to align
[00:13:52.040 --> 00:13:57.840]   system choices with the underlying values that they have for their system.
[00:13:57.840 --> 00:14:00.760]   I know it's impractical to ask this because the field is
[00:14:00.760 --> 00:14:03.120]   fairly focused on single summary numbers,
[00:14:03.120 --> 00:14:05.120]   but I think it could be interesting to think about
[00:14:05.120 --> 00:14:08.360]   precision recall curves to get much more information.
[00:14:08.360 --> 00:14:11.280]   Then if we do need to choose a single number,
[00:14:11.280 --> 00:14:14.800]   average precision is a summary of this curve that again,
[00:14:14.800 --> 00:14:17.160]   avoids the decision about how we weight
[00:14:17.160 --> 00:14:20.240]   precision and recall and brings in much more information.
[00:14:20.240 --> 00:14:22.440]   You'll recognize this as analogous to
[00:14:22.440 --> 00:14:24.840]   the average precision calculation that we
[00:14:24.840 --> 00:14:27.360]   did in the context of information retrieval,
[00:14:27.360 --> 00:14:32.680]   where again, it offered a very nuanced lesson about how systems were doing.
[00:14:32.680 --> 00:14:42.680]   [BLANK_AUDIO]

