
[00:00:00.000 --> 00:00:03.360]   [MUSIC PLAYING]
[00:02:30.720 --> 00:02:32.680]   It's like, okay, just one thing at a time
[00:02:32.680 --> 00:02:35.640]   instead of interleaving, you're gonna get better work done.
[00:02:35.640 --> 00:02:36.920]   Okay.
[00:02:36.920 --> 00:02:40.400]   So for your situation, Nana, what this would mean is,
[00:02:40.400 --> 00:02:42.920]   okay, be very careful with your time
[00:02:42.920 --> 00:02:45.780]   during the time that you're working on your student stuff,
[00:02:45.780 --> 00:02:47.080]   when you're working in your job,
[00:02:47.080 --> 00:02:48.160]   when you're working your business stuff,
[00:02:48.160 --> 00:02:51.280]   whatever you're doing, whatever this block of time is for,
[00:02:51.280 --> 00:02:54.360]   just be very aware of attention
[00:02:54.360 --> 00:02:58.000]   and maybe try to be more sequential when possible,
[00:02:58.000 --> 00:03:00.260]   do this and this, and then handle all my emails,
[00:03:00.260 --> 00:03:01.640]   as opposed to do these two things
[00:03:01.640 --> 00:03:02.720]   while doing all my emails, right?
[00:03:02.720 --> 00:03:04.580]   Just like, hey, I wanna give the stuff
[00:03:04.580 --> 00:03:05.840]   that's gonna make the most difference,
[00:03:05.840 --> 00:03:07.320]   the studying for this test,
[00:03:07.320 --> 00:03:09.240]   the report I'm writing for my boss,
[00:03:09.240 --> 00:03:12.680]   the new product I'm making for my business.
[00:03:12.680 --> 00:03:15.400]   You should be in that intense concentration, boom,
[00:03:15.400 --> 00:03:17.800]   full concentration, intense, high quality product,
[00:03:17.800 --> 00:03:19.100]   move on to the next thing.
[00:03:20.160 --> 00:03:24.440]   This will actually give you probably more breathing room
[00:03:24.440 --> 00:03:27.120]   in your schedule, because when you give the core things
[00:03:27.120 --> 00:03:29.620]   intense attention, they don't take as much time.
[00:03:29.620 --> 00:03:32.780]   It can actually give you more breathing room
[00:03:32.780 --> 00:03:33.880]   in your schedule than if you say, well,
[00:03:33.880 --> 00:03:36.120]   let me do this work while always having Slack open
[00:03:36.120 --> 00:03:38.600]   and always doing email and interleave it all together.
[00:03:38.600 --> 00:03:41.400]   The things you actually get done take longer,
[00:03:41.400 --> 00:03:43.160]   you need more hours, you get more frazzled.
[00:03:43.160 --> 00:03:45.820]   So it actually could be a strategy for saving time.
[00:03:45.820 --> 00:03:49.760]   One thing at a time, laser focus, boom, done,
[00:03:49.760 --> 00:03:51.960]   what's next, especially when you have a lot of things
[00:03:51.960 --> 00:03:53.440]   competing like you have right now.
[00:03:53.440 --> 00:03:55.000]   So that's all I want you to think about, Nana.
[00:03:55.000 --> 00:03:58.000]   Again, we're not trying to get you to this image
[00:03:58.000 --> 00:04:00.960]   of the cabin with the fire and the quill
[00:04:00.960 --> 00:04:01.960]   from George Washington.
[00:04:01.960 --> 00:04:04.200]   We're just trying to get it so that you're not
[00:04:04.200 --> 00:04:08.140]   going back and forth between 17 screens at the same time
[00:04:08.140 --> 00:04:10.040]   and doubling the amount of hours it takes for you
[00:04:10.040 --> 00:04:10.880]   to get your work done.
[00:04:10.880 --> 00:04:12.240]   We gotta be in your situation
[00:04:12.240 --> 00:04:13.440]   'cause you got a lot going on here.
[00:04:13.440 --> 00:04:16.360]   We gotta be super intentional about our time.
[00:04:16.360 --> 00:04:18.200]   One thing at a time, do that thing with intensity,
[00:04:18.200 --> 00:04:19.940]   move on to the next.
[00:04:19.940 --> 00:04:22.560]   That's gonna be helpful in almost any situation.
[00:04:22.560 --> 00:04:24.500]   And it's not only possible,
[00:04:24.500 --> 00:04:28.960]   it is actually gonna make most people's situations
[00:04:28.960 --> 00:04:32.160]   less hectic, less crowded, less overloading.
[00:04:32.160 --> 00:04:34.740]   (upbeat music)
[00:04:34.740 --> 00:04:37.320]   (upbeat music)
[00:04:37.320 --> 00:04:39.200]   (upbeat music)

