
[00:00:00.000 --> 00:00:05.480]   The holidays start here at Ralph's with a variety of options to celebrate traditions old and new.
[00:03:05.480 --> 00:03:10.000]   You know, I was working for a broker-dealer wasn't able to get out from behind that and there was no point in my going
[00:03:10.000 --> 00:03:15.840]   At that time. So this year I was excited to be able to go and it was really it was really awesome
[00:03:16.080 --> 00:03:23.600]   It was really awesome. Now going into the trip. I was a little bit concerned about how it was gonna work out schedule wise. I
[00:03:23.600 --> 00:03:33.000]   Actually made a mistake when I was booking the trip and I didn't look at my calendar closely enough. I had previously scheduled to be in
[00:03:33.000 --> 00:03:39.560]   Pennsylvania I was in a town called Bryn Mawr, which I guess is just on the outside of Philadelphia
[00:03:39.560 --> 00:03:42.560]   And I had scheduled to be there to you know
[00:03:42.560 --> 00:03:48.760]   I've been scheduled for this for six months that for this residency requirements only offered twice a year once in April once in September
[00:03:48.760 --> 00:03:53.320]   and so I've been scheduled to go to that and then I saw FinCon and I scheduled to go to that and it was only
[00:03:53.320 --> 00:03:58.560]   Then that I looked at my calendar after I'd you know purchased tickets for both of them and kind of made arrangements
[00:03:58.560 --> 00:04:01.960]   It was only then that I looked at my calendar and figured out that
[00:04:01.960 --> 00:04:08.400]   That they were one day apart. So FinCon actually finished on Friday evening. Excuse me Saturday evening and
[00:04:09.040 --> 00:04:14.640]   Then at about seven o'clock or so, although there was an after-party that I didn't go to but it finished about
[00:04:14.640 --> 00:04:18.320]   Yeah, Saturday evening and then on Monday morning at 8 a.m
[00:04:18.320 --> 00:04:25.280]   I was scheduled to be in class in Pennsylvania and this is important because I had planned and wanted to drive. I
[00:04:25.280 --> 00:04:31.680]   Could have flown obviously that's what most, you know, sane people would do but I particularly don't enjoy flying
[00:04:31.680 --> 00:04:35.240]   Not because I have any problem with flying. I actually like the flying part
[00:04:35.240 --> 00:04:41.080]   It's all the rest of it that I don't love and I like driving when it's a reasonable distance now my definition of reasonable
[00:04:41.080 --> 00:04:47.360]   Distance is different than many people's definitions of reasonable distance
[00:04:47.360 --> 00:04:55.640]   Most people would not consider Florida to Louisiana to Pennsylvania a reasonable distance for a road trip, but I considered it so
[00:04:55.640 --> 00:05:00.760]   and I'll give you more details on that in a minute when I talk about kind of how I
[00:05:00.760 --> 00:05:04.080]   Hacked this trip and in my own unique
[00:05:04.920 --> 00:05:06.920]   experimental way
[00:05:06.920 --> 00:05:10.400]   My wife and I have a constant ongoing
[00:05:10.400 --> 00:05:15.080]   Discussion over what is a reasonable distance to drive and what is a reasonable distance to fly?
[00:05:15.080 --> 00:05:20.840]   She would almost always choose to fly and I would almost always choose to drive. So we we have to work that out
[00:05:20.840 --> 00:05:26.840]   But this was surprising to me because I had planned to take my family with me and I had planned to make an event out
[00:05:26.840 --> 00:05:29.760]   Of FinCon. I'd never been in New Orleans. I figured I'd go a few days early
[00:05:29.760 --> 00:05:34.080]   I would you know get the lay of the land. We would do some tourist stuff. I'd hang out in Louisiana
[00:05:34.080 --> 00:05:39.280]   I eat some good Cajun food maybe go in the swamps or do something fun and and take my you know
[00:05:39.280 --> 00:05:41.280]   meander my way home again and
[00:05:41.280 --> 00:05:45.360]   Then I figured you know, I'd go to Pennsylvania haven't been to Philadelphia in a long time
[00:05:45.360 --> 00:05:47.480]   I figured I would make it into a fun trip and
[00:05:47.480 --> 00:05:55.080]   But when I looked at the schedule it just didn't happen so I wound up going by myself and and just simply
[00:05:55.080 --> 00:06:02.400]   Making it a quick trip mainly just focusing on business, but had an awesome experience at FinCon and it was really unique to me
[00:06:02.400 --> 00:06:05.560]   I've been to a lot of conferences. I guess maybe that's a little bit
[00:06:05.560 --> 00:06:11.160]   Excessive I've been to some conferences. I've been to many conferences. I like going to conferences. I learn a lot
[00:06:11.160 --> 00:06:15.600]   I find they're very very valuable. I find they're just I always get a lot out of them
[00:06:15.600 --> 00:06:19.600]   But FinCon was one of the most unique where I felt
[00:06:19.600 --> 00:06:24.000]   It's hard to say figure out how to say it. I felt more welcomed
[00:06:24.000 --> 00:06:27.200]   I felt like more of kind of like I belonged
[00:06:27.720 --> 00:06:34.280]   Because a bunch of oddball weird people who are all interested in finance and I like oddball weird people who are interested in finance
[00:06:34.280 --> 00:06:38.600]   That's my kind of gang. And so it really just felt incredibly comfortable right from the beginning
[00:06:38.600 --> 00:06:45.400]   It just felt like I fit in many ways with this weird oddball community of financial people
[00:06:45.400 --> 00:06:50.440]   Trying to figure out how to change the world basically one day at a time and that was a unique experience
[00:06:52.080 --> 00:07:00.080]   It's been a while since I was able to enjoy such a community of people
[00:07:00.080 --> 00:07:05.520]   And the most interesting thing about it was the sheer variety of people
[00:07:05.520 --> 00:07:08.320]   As the conference has grown if my memory is right
[00:07:08.320 --> 00:07:14.200]   It was something like 600 people maybe a little under 600 people this year as the conference has grown there have been
[00:07:14.200 --> 00:07:17.800]   There's been a development of
[00:07:20.080 --> 00:07:25.720]   Attendees so, you know started as financial bloggers and and financial bloggers, you know a few years ago
[00:07:25.720 --> 00:07:30.840]   There were just a few big ones and then some starting up and now the world of financial blogging is so massive
[00:07:30.840 --> 00:07:36.080]   and there's so many little niche blogs that that writers cover these little interesting topics and and
[00:07:36.080 --> 00:07:42.160]   So that's just interesting from the sheer variety, you know in the back in the day when I first started reading financial blogs
[00:07:42.160 --> 00:07:45.520]   I think maybe there was you know, here's some smart things to do with money
[00:07:45.520 --> 00:07:49.920]   I remember, you know lazy man and money and get rich slowly and
[00:07:49.920 --> 00:07:56.880]   The simple dollar I think those were the big big ones at that time the consumer commentary
[00:07:56.880 --> 00:08:01.800]   What were some of there were some other ones at that time back in the back in you know in those days?
[00:08:01.800 --> 00:08:05.560]   That were just basically I would call them just mainstream financial blogs
[00:08:05.560 --> 00:08:10.480]   But now I mean it's hard to get a mainstream financial blog like that to really work now
[00:08:10.480 --> 00:08:17.000]   There's so many interesting niche blogs. You got guys and gals blogging about couponing and you got guys and gals blogging about
[00:08:17.000 --> 00:08:22.800]   You know getting out of getting out of debt and got guys and gals blogging about being multi millionaires
[00:08:22.800 --> 00:08:26.760]   You got all these interesting niches and so that makes for an interesting group of people
[00:08:26.760 --> 00:08:30.920]   But even better than that is now the financial media world is not
[00:08:30.920 --> 00:08:34.920]   Confined to just blogging so I'm there
[00:08:34.920 --> 00:08:39.120]   I don't really have a blog other than the fact that it's necessary to have you know
[00:08:39.120 --> 00:08:44.200]   To set up an RSS feed to distribute this show, but for me my entire focus is on audio
[00:08:44.200 --> 00:08:47.040]   I'm trying to serve you the audience who is
[00:08:47.040 --> 00:08:51.160]   perhaps listening to me as you commute or drive or out on a run or
[00:08:51.160 --> 00:08:56.160]   Doing something where maybe working on something where you're not able to look at a screen
[00:08:56.160 --> 00:09:01.840]   So I'm not really interested in doing a lot of writing right now. I'm trying to serve you from an audio perspective
[00:09:01.840 --> 00:09:05.560]   That's why sometimes if you're wondering that's why sometimes I choose to read
[00:09:06.000 --> 00:09:11.720]   Lengthier passages then and not just say we'll go to the link it always annoys me when podcasters will say go to the link
[00:09:11.720 --> 00:09:14.760]   And I'm need to think don't you realize I'm driving down the road here
[00:09:14.760 --> 00:09:18.360]   And I can't just go to the link and I'm not gonna do it and then when I get home
[00:09:18.360 --> 00:09:20.580]   I'm gonna be busy, and I'm not gonna have time to sit at the computer
[00:09:20.580 --> 00:09:22.560]   So I don't know whether you like it or not
[00:09:22.560 --> 00:09:27.960]   but I always like it when a podcaster will actually read the article or read enough of a
[00:09:27.960 --> 00:09:32.960]   Selection that I can get the context for whatever it is that they're talking about
[00:09:33.200 --> 00:09:37.040]   So I'm trying to serve an audio audience and then you get into the world of video and YouTube
[00:09:37.040 --> 00:09:43.640]   And there's just so many people doing interesting things and it just makes for an awesome community of people. I felt like I was continually
[00:09:43.640 --> 00:09:47.240]   sticking my hand out and doing my how are yous and who are yous and
[00:09:47.240 --> 00:09:55.080]   Feeling like wow what what an interesting person and what an interesting story look look how cool this person is setting out to change
[00:09:55.080 --> 00:10:00.420]   You know this person is changing the world what an awesome story, and I felt like it was that way for the whole week
[00:10:00.420 --> 00:10:02.680]   I went I started on Wednesday
[00:10:02.680 --> 00:10:07.520]   I was there for a total of four days because I went a little early for this camp thing they did and it just it
[00:10:07.520 --> 00:10:08.520]   Was awesome
[00:10:08.520 --> 00:10:12.540]   By the way if you're listening to this and you're interested in going to the camp in the future
[00:10:12.540 --> 00:10:17.320]   I thought camp would have been really helpful for bloggers, but since I don't really write a lot of it was about writing
[00:10:17.320 --> 00:10:21.240]   I didn't really I didn't really get much out of it from the perspective of writing
[00:10:21.240 --> 00:10:27.200]   I did really enjoy it however as far as having the opportunity to really connect with some people before the conference
[00:10:27.200 --> 00:10:33.640]   And I'm glad I went for that purpose because I made some really real friends those first couple days when there was only a hundred
[00:10:33.640 --> 00:10:35.240]   or so people around and
[00:10:35.240 --> 00:10:39.840]   Those friendships kind of carried on through the coming days, so I'm really glad I went really enjoyed it and
[00:10:39.840 --> 00:10:46.280]   if you're a writer if you're a financial writer or a blogger of some kind then go ahead and and
[00:10:46.280 --> 00:10:50.680]   Consider going in the future. I'll probably I don't know maybe I'll go next time. Maybe I won't who knows I
[00:10:50.680 --> 00:10:54.760]   Had an opportunity just to meet so many people that I've read their work
[00:10:54.760 --> 00:11:00.480]   That was one of the most exciting things was just meeting somebody and looking at their name tag and recognizing that I knew their work
[00:11:00.480 --> 00:11:07.160]   And I really loved having the opportunity to tell them just face to face how much I've appreciated their work as a
[00:11:07.160 --> 00:11:13.800]   Podcaster I've only just recently realized the impact of the positive encouragement from an email
[00:11:13.800 --> 00:11:19.200]   I always have assumed people writing blogs and doing podcasts are busy enough without trying to read my email
[00:11:19.200 --> 00:11:21.200]   So I'm usually I in the past
[00:11:21.200 --> 00:11:24.520]   I never really reached out to people but now being on the other side of the microphone
[00:11:24.520 --> 00:11:27.560]   It's I've really learned to appreciate it
[00:11:27.560 --> 00:11:33.800]   It means a lot to get an email and to get a note from somebody so I was able to do that in a face-to-face
[00:11:33.800 --> 00:11:37.320]   Perspective I met some people for example
[00:11:37.320 --> 00:11:39.700]   I'm involved with a group called the XY planning network
[00:11:39.700 --> 00:11:42.540]   And I had the opportunity to meet about six or seven of those guys and gals
[00:11:42.540 --> 00:11:45.620]   We're trying to work together to build a new
[00:11:45.620 --> 00:11:50.380]   Model for financial planning which I'll go over at some point in a future show
[00:11:50.520 --> 00:11:56.800]   But it was nice because we've done so much work virtually we've talked to each other virtually and had Google Hangouts and things like that
[00:11:56.800 --> 00:11:58.880]   But it was fun to actually get to meet meet the people
[00:11:58.880 --> 00:12:02.920]   I learned a lot from doing the shows that I did while I was there. I did a live show
[00:12:02.920 --> 00:12:10.880]   Which was they had a podcasting table set up up by the registration and that was where I recorded recorded the live show with the
[00:12:10.880 --> 00:12:13.160]   question from the listener
[00:12:13.160 --> 00:12:19.040]   who asked about should I get a CFP designation or some other financial planning designation for my own personal knowledge and
[00:12:20.280 --> 00:12:22.280]   Wow was that tough
[00:12:22.280 --> 00:12:29.600]   That was probably the toughest public event that I have ever done and I'd never been to one of these conferences
[00:12:29.600 --> 00:12:30.520]   I never I don't know
[00:12:30.520 --> 00:12:35.980]   I didn't know what I should expect and I wasn't expecting people to listen to me while I recorded the show
[00:12:35.980 --> 00:12:43.080]   But I underestimated how challenging it would be to speak to a crowded room of people that can hear me
[00:12:43.080 --> 00:12:47.360]   But aren't really listening to me looking back on it next time if I have an opportunity like that
[00:12:47.360 --> 00:12:54.520]   I'm doing doing an interview show. I'm doing a conversation because it was just tough because I did that show by myself and it's weird
[00:12:54.520 --> 00:12:57.040]   There's in podcasting
[00:12:57.040 --> 00:13:01.280]   You know, I'm sitting here at my desk. I've got my computer screen in front of me
[00:13:01.280 --> 00:13:05.700]   I've got a notebook and a pen and and the calculator over to my side and a coffee cup and that's it
[00:13:05.700 --> 00:13:10.720]   And so when I'm speaking with you, I'm really you know, I don't look much at my notes
[00:13:10.720 --> 00:13:13.480]   I just kind of think about trying to communicate with you and
[00:13:15.200 --> 00:13:22.960]   No one can hear me other than the on the recording and so it's easy to really focus on trying to
[00:13:22.960 --> 00:13:27.680]   Do my best effort to communicate the concepts that I'm looking to communicate
[00:13:27.680 --> 00:13:30.040]   in a speech
[00:13:30.040 --> 00:13:31.680]   But speech is very different
[00:13:31.680 --> 00:13:36.080]   So if you're hot if you're giving a speech to a room and a room of people is standing there looking at you
[00:13:36.080 --> 00:13:41.980]   That is very different and the nice thing about a speech though is everyone is yet generally listening to you
[00:13:41.980 --> 00:13:45.320]   If they're not listening to you shut your speech down and go go on
[00:13:45.320 --> 00:13:51.000]   Which by the way tip for those of you I'm gonna interrupt myself before I make my point
[00:13:51.000 --> 00:13:57.340]   Tip for those of you who are faced with speaking to people and who are faced with introducing people
[00:13:57.340 --> 00:14:01.560]   One of the things that I think a lot about it in our society
[00:14:01.560 --> 00:14:07.960]   Is how challenging it is to keep people's attention now and there were several instances even at FinCon
[00:14:08.200 --> 00:14:13.000]   Where there was you know a lunch speech or something like that a lunch speech?
[00:14:13.000 --> 00:14:17.160]   It was being delivered and the room of people wasn't really listening that closely
[00:14:17.160 --> 00:14:22.120]   First of all, if you're ever introducing somebody I think it is the person who is introducing a speaker
[00:14:22.120 --> 00:14:28.740]   It is our job to get the attention of the room. It's very difficult if you're a speaker to ask for attention
[00:14:28.740 --> 00:14:33.400]   So let's say that in a setting where which is very difficult to speak at it's something like a lunch crowd
[00:14:33.400 --> 00:14:36.520]   Or a breakfast crowd where people are eating and kind of paying attention
[00:14:36.520 --> 00:14:39.960]   We've all been to those events where people are eating they're gathered around their table
[00:14:39.960 --> 00:14:41.560]   They're not really looking at you, but they're kind of listening
[00:14:41.560 --> 00:14:44.480]   But they're sort of kind of talking with their neighbor or something like that
[00:14:44.480 --> 00:14:50.200]   If you're introducing somebody for a speech like that get the crowds attention and get the crowd quieted down
[00:14:50.200 --> 00:14:54.680]   When you are making the introduction you have the opportunity
[00:14:54.680 --> 00:15:00.640]   To ask for the attention of the audience and it's and it's able you're able to do it in a polite way
[00:15:00.640 --> 00:15:04.180]   But in a demanding way to tell them audience quiet down
[00:15:04.180 --> 00:15:08.240]   It's time for the speeches and you can wrap the glass. You can tap the mic
[00:15:08.240 --> 00:15:13.360]   You can say hey shut up and listen to me. Whatever it is that you want to do. You can get the audience's attention
[00:15:13.360 --> 00:15:18.520]   It's very difficult as a speaker to be able to do that because generally as a speaker
[00:15:18.520 --> 00:15:23.160]   You're launching right into your talk and for you to have to stop and demand
[00:15:23.160 --> 00:15:28.280]   The attention of the crowd is more challenging because it's it's a little demeaning
[00:15:28.280 --> 00:15:32.040]   It's a little hard to demand the attention of the crowd. You want the crowd to want to hear what you're saying
[00:15:32.160 --> 00:15:34.160]   So if you're introducing somebody
[00:15:34.160 --> 00:15:38.480]   Get the attention of the crowd do your job. It's not just about reading the script
[00:15:38.480 --> 00:15:42.580]   It's about taking control and command of the room so that you can
[00:15:42.580 --> 00:15:46.480]   Set up the
[00:15:46.480 --> 00:15:49.600]   Speaker to really have a strong start
[00:15:49.600 --> 00:15:53.520]   so just remember that if you're making the introduction if you're a speaker and
[00:15:53.520 --> 00:15:57.080]   I've been in this situation and I'm kind of reminding myself
[00:15:57.080 --> 00:16:00.600]   Get control of the room
[00:16:00.980 --> 00:16:04.600]   We are still polite enough in our society that you know
[00:16:04.600 --> 00:16:10.120]   If you're standing up front speaking you've been invited to be there get control of the room and a lot of times new public
[00:16:10.120 --> 00:16:11.920]   Speakers are scared to do this
[00:16:11.920 --> 00:16:14.480]   But even if you don't know how to do it in an elegant way
[00:16:14.480 --> 00:16:20.460]   At least just simply ask for the audience's attention and there are more elegant ways to do it
[00:16:20.460 --> 00:16:25.880]   Maybe you can make a study of that if you're if you are I don't want to go into that because it's something I'm interested
[00:16:25.880 --> 00:16:28.720]   In about I mean I made a note to kind of make a study of practicing
[00:16:28.720 --> 00:16:32.840]   what would I do if I'm having a room of people that's not really paying attention to me and
[00:16:32.840 --> 00:16:35.340]   But get control of the room
[00:16:35.340 --> 00:16:40.960]   It's really hard for those of us who are trying to listen to you to hear and we can't do anything in the crowd really
[00:16:40.960 --> 00:16:42.920]   To help you get control
[00:16:42.920 --> 00:16:48.720]   But if you take command of the stage and one simple and easy way to do it if there's a microphone pick it up
[00:16:48.720 --> 00:16:51.840]   most people when you watch them speak
[00:16:51.840 --> 00:16:54.520]   They're scared of the microphone
[00:16:54.520 --> 00:16:59.460]   And if and I used to when I was a kid I used to run an audio board at my school
[00:16:59.460 --> 00:17:02.780]   just kind of for fun mainly because I didn't like sitting in the crowd and
[00:17:02.780 --> 00:17:05.640]   Listening is easier to go run the audio sound system
[00:17:05.640 --> 00:17:11.360]   And people are scared to pick up the microphone and speak into it because they're concerned about being too loud now
[00:17:11.360 --> 00:17:17.620]   When I'm recording a show I need to learn some good mic usage so for example
[00:17:17.620 --> 00:17:22.960]   I usually don't get up here and talk like this because it was just a little bit too much and you can hear every sound
[00:17:22.960 --> 00:17:24.960]   I make I
[00:17:24.960 --> 00:17:27.040]   Usually pull back a little bit like this
[00:17:27.040 --> 00:17:32.120]   but if I sit back like this you can totally hear just the difference in the sound if I do something like this and
[00:17:32.120 --> 00:17:38.840]   The difference between this my normal speaking tone of voice is where I'm talking to you like this and this
[00:17:38.840 --> 00:17:41.120]   Where I'm right here
[00:17:41.120 --> 00:17:45.840]   That's a total difference of about eight inches and how I speak in the microphone and you can hear in your ears
[00:17:45.840 --> 00:17:50.240]   You can hear the difference so little rant here. Just speak into the microphone
[00:17:50.920 --> 00:17:55.600]   Pretend you're kissing it frankly let the audio people cut your audio
[00:17:55.600 --> 00:18:01.600]   But if in several of these situations if you have a room where the people aren't really paying attention to you
[00:18:01.600 --> 00:18:08.220]   At least if you're loud those are the people who are those who are interested in hearing you can
[00:18:08.220 --> 00:18:12.520]   Can hear you they can hear you over the the roar of the crowd?
[00:18:12.520 --> 00:18:15.880]   But if you're sitting back here like this, and there's just a general
[00:18:16.400 --> 00:18:21.480]   There's just a general noise in the room, then it's just the worst of both worlds
[00:18:21.480 --> 00:18:26.320]   So don't be scared of the microphone kiss the microphone while you're talking and let the sound people
[00:18:26.320 --> 00:18:33.320]   Adjust your volume and then finally just a tip like get control the room speak into the microphone be loud and have something
[00:18:33.320 --> 00:18:39.280]   Interesting to say is really the big thing make sure that you have something interesting to say that's going to be appropriate for
[00:18:39.280 --> 00:18:43.400]   The crowd know your crowd before you're going in and have something
[00:18:45.000 --> 00:18:47.000]   Interesting to say to say
[00:18:47.000 --> 00:18:52.560]   Sorry that just bothered me in the last one if you're in the crowd try to help the speaker
[00:18:52.560 --> 00:18:57.840]   I mean, I really think it's so tough to be a speaker and so many people are not accustomed to it
[00:18:57.840 --> 00:18:59.840]   We're not accustomed to
[00:18:59.840 --> 00:19:06.320]   How to do these things and you know when you're nervous about giving a speaker it's gonna be about giving a speech
[00:19:06.320 --> 00:19:11.940]   It's so much more challenging to take control of the room help the speaker out try to shush your table if you can be polite
[00:19:12.760 --> 00:19:16.440]   Just bothers me. I know it's just personal pet peeve. So
[00:19:16.440 --> 00:19:19.560]   There's a rant I got off track. Let me get back on track
[00:19:19.560 --> 00:19:24.400]   Hopefully, that'll just be a helpful tip I don't mean it to be a
[00:19:24.400 --> 00:19:28.620]   Hopefully that will help some of you. I've been in that situation. I'm sure I'll be there again
[00:19:28.620 --> 00:19:33.200]   So hopefully that will help some of you back to recording the show. So a speech is
[00:19:33.200 --> 00:19:36.420]   Really, even though one person is talking
[00:19:36.420 --> 00:19:41.760]   It's very much two-way communication. So when you're speaking to a crowd you're watching
[00:19:42.280 --> 00:19:43.480]   the
[00:19:43.480 --> 00:19:50.760]   Feedback you're watching how the crowd is engaging and you're adjusting your speech to how the crowd is responding and how the crowd is reacting
[00:19:50.760 --> 00:19:54.720]   So in a speech even though one person's talking it's two ways
[00:19:54.720 --> 00:19:59.080]   And so that's really great because you can see what's working. What's not you can watch the crowd
[00:19:59.080 --> 00:20:04.080]   You can see whether you're having the effect that you want or whether you're not and and you can adjust accordingly
[00:20:04.080 --> 00:20:06.680]   but podcasting
[00:20:09.560 --> 00:20:14.020]   Because instead of me being able to visualize you in my head as listening
[00:20:14.020 --> 00:20:17.820]   I had to see the people in front of me, but instead of listening to
[00:20:17.820 --> 00:20:23.240]   Instead of listening. They're not listening. They're kind of hear you but you're just part of the general noise
[00:20:23.240 --> 00:20:28.960]   so if you hated that show forgive me as far as the live show that was a tough show to record and
[00:20:28.960 --> 00:20:35.320]   I'm gonna do it totally different next time never been in that situation before I almost feel like I owe the
[00:20:36.000 --> 00:20:41.760]   Listener who asked the question a completely new answer and who knows maybe I'll do it because thinking back on it
[00:20:41.760 --> 00:20:44.280]   I was so struggling to say am I getting my point across?
[00:20:44.280 --> 00:20:47.160]   I was distracted and all over the place even though I had careful notes
[00:20:47.160 --> 00:20:54.320]   It just didn't flow for me like it usually did so I enjoyed that very I mean it was challenging
[00:20:54.320 --> 00:20:56.840]   I enjoyed the challenge, but it was challenging
[00:20:56.840 --> 00:21:01.320]   So if you're a podcaster and you're listening to this that would be or you have the opportunity in the future
[00:21:01.320 --> 00:21:03.640]   Maybe that would be one tip that would be helpful for you
[00:21:03.880 --> 00:21:09.960]   The other show that I recorded that I released was the interview with Steve Stewart from the money plant SOS podcast
[00:21:09.960 --> 00:21:11.960]   and we talked about the Dave Ramsey show and
[00:21:11.960 --> 00:21:17.100]   Or we talked about financial broadcasting with a focus on Dave Ramsey
[00:21:17.100 --> 00:21:23.440]   I'll tell you I was very nervous about releasing that show, but I've received nothing but positive feedback on it
[00:21:23.440 --> 00:21:28.360]   And I thank you for those of you who have both commented on the show and who have sent me private emails
[00:21:28.360 --> 00:21:31.840]   I thank you for the feedback. It has been very encouraging
[00:21:31.840 --> 00:21:38.120]   I was shocked at this conference and I spoke about this with several other people who are involved in the financial media
[00:21:38.120 --> 00:21:40.920]   I was shocked at the level of
[00:21:40.920 --> 00:21:44.840]   Not gonna say animosity
[00:21:44.840 --> 00:21:46.360]   but at the
[00:21:46.360 --> 00:21:48.720]   criticisms leveled towards Dave and
[00:21:48.720 --> 00:21:54.000]   Frankly after the fact I wonder if I wondered if he deserved it because I think Dave's a great guy
[00:21:54.000 --> 00:21:57.960]   He's probably a guy that he and I would get along famously if we knew each other
[00:21:57.960 --> 00:22:00.720]   Maybe we'll get the chance someday, but you know
[00:22:01.240 --> 00:22:07.640]   it I was it was like you're walking through the hallways and you constantly heard people being critical of of
[00:22:07.640 --> 00:22:10.720]   Dave and you constantly heard people
[00:22:10.720 --> 00:22:16.280]   Just making comments and making comments and making comments and I have this sense in this
[00:22:16.280 --> 00:22:24.000]   Impression that he has helped and inspired so many financial broadcasters whether that's again podcasters bloggers
[00:22:24.000 --> 00:22:29.680]   You know financial media. He's inspired so many of us. I mean he inspired me to do the show
[00:22:29.680 --> 00:22:33.960]   I give him full credit for that not necessarily the the steps in the last couple of years
[00:22:33.960 --> 00:22:37.240]   But because of his work in financial media
[00:22:37.240 --> 00:22:41.360]   I got inspired by what I could do and tried to see what I could learn and
[00:22:41.360 --> 00:22:47.600]   But Wow was the criticism through the hallways of people that's always said man. He does a great job
[00:22:47.600 --> 00:22:53.960]   He you know, he's really great at this but some of the personality so I was not expecting that
[00:22:53.960 --> 00:22:58.400]   I was expecting something different and it just it taught me a couple of lessons of a
[00:22:59.240 --> 00:23:01.240]   Be careful when you're on top
[00:23:01.240 --> 00:23:06.760]   Because you're only gonna be on top for a small amount of time and if I'm ever on top
[00:23:06.760 --> 00:23:09.120]   I'm not even sure if I want to be but if I'm ever on top
[00:23:09.120 --> 00:23:16.240]   If you're my friend remind me to be careful because man the weight of responsibility that comes on your shoulders in that situation
[00:23:16.240 --> 00:23:21.520]   And the number of people gunning for you is is is gonna be massive
[00:23:21.520 --> 00:23:26.760]   It also just reminded me that we don't teach people really well how to deal with fame and we don't teach people very well
[00:23:26.760 --> 00:23:31.340]   How to be disliked and to be judged and to be critical
[00:23:31.340 --> 00:23:37.040]   I often remind myself about president presidential candidates and presidents that they are
[00:23:37.040 --> 00:23:40.100]   You know some of the most hated people
[00:23:40.100 --> 00:23:46.520]   By half the country and some of the most loved people maybe by the other half of the country and how fickle the public opinion
[00:23:46.520 --> 00:23:48.080]   is so
[00:23:48.080 --> 00:23:56.280]   I'm you know, I've been nervous to go forward little by little by little and kind of becoming more in the public space
[00:23:56.840 --> 00:24:02.320]   But I've had to recognize to learn and observe and as I said in the Dave Ramsey show
