
[00:00:00.040 --> 00:00:09.480]   Оп
[00:16:53.940 --> 00:16:53.940]   financial advisor and or if they can prepare themselves they should come in with some kind of an estimate of what their assets what would what's expected to happen with their assets during their retirement years if they are how old are your parents mid 60s okay so if they're in the mid 60s and they're planning to retire and they're going in to sit with the estate planning to
[00:16:53.960 --> 00:17:23.960]   that's a statement about the tax basis in those stocks and they should make a statement about the tax basis in those stocks and they should make a statement about the tax basis in those stocks and they should come in with some kind of an estimate of what their assets what would what's expected to happen with their assets during their retirement years if they're in the mid 60s and they're going in to sit with the estate planning to
[00:17:23.960 --> 00:17:23.960]   and they should make a statement about the tax basis in those stocks and they should come in with some kind of an estimate of what their assets what would what's expected to happen with their assets during their retirement years if they're in the mid 60s and they're going in to sit with the estate planning to
[00:17:23.960 --> 00:17:53.980]   a 30-year investment time horizon and let's say they could earn 8% on
[00:17:53.980 --> 00:17:53.980]   a 30-year investment time horizon and let's say they could earn 8% on
[00:17:54.020 --> 00:18:24.000]  ,
[00:18:24.000 --> 00:18:24.000]   a 30-year investment time horizon and let's say they could earn 8% on
[00:18:24.000 --> 00:18:24.000]   a 30-year investment time horizon and let's say they could earn 8% on
[00:18:24.000 --> 00:18:24.000]   a 30-year investment time horizon and let's say they could earn 8% on
[00:18:24.000 --> 00:18:24.000]   a 30-year investment time horizon and let's say they could earn 8% on
[00:18:24.000 --> 00:18:24.000]   a 30-year investment time horizon and let's say they could earn 8% on
[00:18:24.000 --> 00:18:24.000]   a 30-year investment time horizon and let's say they could earn 8% on
[00:18:24.020 --> 00:18:54.020]   I've got a question for you with no answer,
[00:18:54.020 --> 00:18:54.020]   I've got a question for you with no answer,
[00:18:54.020 --> 00:18:54.020]   I've got a question for you with no answer,
[00:18:54.020 --> 00:18:54.020]   I've got a question for you with no answer,
[00:18:54.020 --> 00:18:54.020]   I've got a question for you with no answer,
[00:18:54.020 --> 00:18:54.020]   I've got a question for you with no answer,
[00:18:54.020 --> 00:18:54.020]   I've got a question for you with no answer,
[00:18:54.020 --> 00:18:54.020]   I've got a question for you with no answer,
[00:18:54.020 --> 00:18:54.020]   I've got a question for you with no answer,
[00:18:54.020 --> 00:18:54.020]   I've got a question for you with no answer,
[00:18:54.020 --> 00:18:54.020]   I've got a question for you with no answer,
[00:18:54.020 --> 00:18:54.020]   I've got a question for you with no answer,
[00:18:54.020 --> 00:18:54.020]   I've got a question for you with no answer,
[00:18:54.020 --> 00:18:54.020]   I've got a question for you with no answer,
[00:18:54.020 --> 00:18:54.020]   I've got a question for you with no answer,
[00:18:54.020 --> 00:18:54.020]   I've got a question for you with no answer,
[00:18:54.060 --> 00:19:24.040]   I've got a question for you with no answer,
[00:19:24.040 --> 00:19:24.040]   I've got a question for you with no answer,
[00:19:24.040 --> 00:19:24.040]   I've got a question for you with no answer,
[00:19:24.040 --> 00:19:24.040]   I've got a question for you with no answer,
[00:19:24.040 --> 00:19:24.040]   I've got a question for you with no answer,
[00:19:24.040 --> 00:19:24.040]   I've got a question for you with no answer,
[00:19:24.040 --> 00:19:24.040]   I've got a question for you with no answer,
[00:19:24.040 --> 00:19:24.040]   I've got a question for you with no answer,
[00:19:24.040 --> 00:19:24.040]   I've got a question for you with no answer,
[00:19:24.040 --> 00:19:24.040]   I've got a question for you with no answer,
[00:19:24.040 --> 00:19:24.040]   I've got a question for you with no answer,
[00:19:24.040 --> 00:19:24.040]   I've got a question for you with no answer,
[00:19:24.060 --> 00:19:54.060]   I've got a question for you with no answer,
[00:19:54.060 --> 00:19:54.060]   I've got a question for you with no answer,
[00:19:54.060 --> 00:19:54.060]   I've got a question for you with no answer,
[00:19:54.060 --> 00:19:54.060]   I've got a question for you with no answer,
[00:19:54.060 --> 00:19:54.060]   I've got a question for you with no answer,
[00:19:54.060 --> 00:19:54.060]   I've got a question for you with no answer,
[00:19:54.060 --> 00:19:54.060]   I've got a question for you with no answer,
[00:19:54.060 --> 00:19:54.060]   I've got a question for you with no answer,
[00:19:54.060 --> 00:19:54.060]   I've got a question for you with no answer,
[00:19:54.060 --> 00:19:54.060]   I've got a question for you with no answer,
[00:19:54.060 --> 00:19:54.060]   I've got a question for you with no answer,
[00:19:54.060 --> 00:19:54.060]   I've got a question for you with no answer,
[00:19:54.060 --> 00:19:54.060]   I've got a question for you with no answer,
[00:19:54.060 --> 00:19:54.060]   I've got a question for you with no answer,
[00:19:54.060 --> 00:19:54.060]   I've got a question for you with no answer,
[00:19:54.060 --> 00:19:54.060]   I've got a question for you with no answer,
[00:19:54.060 --> 00:20:24.080]   I've got a question for you with no answer,
[00:20:24.080 --> 00:20:24.080]   I've got a question for you with no answer,
