
[00:00:00.000 --> 00:00:08.340]   [BLANK_AUDIO]
[00:02:14.300 --> 00:02:17.300]   But if you listen carefully, especially if you listen to the interview,
[00:02:17.300 --> 00:02:20.380]   you're coming out of the Morningstar site, you don't need to buy it.
[00:02:20.380 --> 00:02:26.380]   >> [LAUGH]
[00:02:26.380 --> 00:02:31.900]   >> All right, I got Bill Bernstein, B, and one thing, I already have a grandson.
[00:02:31.900 --> 00:02:34.060]   >> [APPLAUSE]
[00:02:34.060 --> 00:02:35.020]   >> Nine years ago,
[00:02:35.020 --> 00:02:37.380]   never in my life have I been able to say that.
[00:02:37.380 --> 00:02:39.280]   >> [LAUGH]
[00:02:39.280 --> 00:02:40.780]   >> But that's been great, yeah,
[00:02:40.780 --> 00:02:41.780]   first grandchild.
[00:02:41.780 --> 00:02:44.580]   But yeah, I'm starting a new book.
[00:02:44.580 --> 00:02:49.740]   And it's something I wrote about on the forum that I thought needs to be
[00:02:49.740 --> 00:02:54.380]   expanded on, and other than that, I'm just working on my blog.
[00:02:54.380 --> 00:02:58.140]   And things are good.
[00:02:58.140 --> 00:03:01.060]   >> No new projects in the work for me, I just wrapped one up.
[00:03:01.060 --> 00:03:03.700]   It's a book on social security planning.
[00:03:03.700 --> 00:03:05.420]   Heard from a lot of you about that.
[00:03:05.420 --> 00:03:08.540]   We already downloaded it, some of you have read it already.
[00:03:08.540 --> 00:03:11.980]   That's about it, really, just working on the blog.
[00:03:11.980 --> 00:03:16.100]   >> But I will have to say that I downloaded Mike's.
[00:03:16.100 --> 00:03:20.780]   Mike does a whole series of books in 100 pages or less.
[00:03:20.780 --> 00:03:25.300]   And his latest one was the Social Security in 100 pages or less.
[00:03:25.300 --> 00:03:29.220]   I downloaded it and read it, and let me tell you,
[00:03:29.220 --> 00:03:35.780]   Mike took a very complicated subject and made it very simple.
[00:03:35.780 --> 00:03:41.940]   And as an author, I can tell you that it's very difficult to do, and great job.
[00:03:41.940 --> 00:03:43.180]   Thank you very much.
[00:03:43.180 --> 00:03:51.060]   >> [APPLAUSE]
[00:03:51.060 --> 00:03:54.180]   >> I don't have a whole lot more bandwidth.
[00:03:54.180 --> 00:03:58.420]   I've started writing for AARP Magazine, and I think that is incredibly important,
[00:03:58.420 --> 00:04:03.100]   because no one gets abused more than seniors.
[00:04:03.100 --> 00:04:06.780]   I think if I had a pipe dream, and it's probably just a pipe dream,
[00:04:06.780 --> 00:04:15.340]   is to harness Bill and work on a social media game that would actually
[00:04:15.340 --> 00:04:19.260]   teach the right thing about being a competitor to the stock market game,
[00:04:19.260 --> 00:04:21.380]   which teaches gambling and speculation.
[00:04:21.380 --> 00:04:27.940]   And of course, it's sponsored by, guess who, Merrill Lynch, Morgan Stanley Smith.
[00:04:27.940 --> 00:04:32.860]   Barney, that is something that I would love to do.
[00:04:32.860 --> 00:04:36.540]   >> What he really does for a living is to do his best to piss off
[00:04:36.540 --> 00:04:38.380]   the financial services industry.
[00:04:38.380 --> 00:04:39.660]   >> [LAUGH]
[00:04:39.660 --> 00:04:40.900]   >> And I'm good at what I do.
[00:04:40.900 --> 00:04:42.780]   >> [LAUGH]
[00:04:42.780 --> 00:04:50.380]   >> [APPLAUSE]
[00:04:50.380 --> 00:04:53.100]   >> Well, what am I doing?
[00:04:53.100 --> 00:04:54.260]   >> How's your golf game?
[00:04:54.260 --> 00:04:58.420]   >> Gosh, I'm embarrassed to say that my handicap has gone up about two or
[00:04:58.420 --> 00:05:00.940]   three strokes over the last year, but there's a good reason for that,
[00:05:00.940 --> 00:05:02.180]   which I won't get into.
[00:05:02.180 --> 00:05:03.140]   >> Four foot putts.
[00:05:03.140 --> 00:05:04.500]   >> Yeah, four foot putts.
[00:05:04.500 --> 00:05:06.660]   >> [LAUGH]
[00:05:06.660 --> 00:05:08.620]   >> I'm kinda doing more of the same.
[00:05:08.620 --> 00:05:12.540]   I do have the second copy house book in the works.
[00:05:12.540 --> 00:05:14.700]   I've been saying that for the last two or three years.
[00:05:14.700 --> 00:05:15.980]   Where's Bill Faloon?
[00:05:15.980 --> 00:05:18.660]   Bill Faloon, would you stand up please?
[00:05:18.660 --> 00:05:24.220]   I guess he's not here, but he's been a big advocate of the Global Heads to John Wiley.
[00:05:24.220 --> 00:05:31.100]   But basically what I'm doing is continuing to spend a lot of time at
[00:05:31.100 --> 00:05:35.900]   SoundMark putting in systems and structures to continue to
[00:05:35.900 --> 00:05:42.540]   accentuate the Global Head philosophy with the folks we connect with.
[00:05:42.540 --> 00:05:47.140]   I really, Alan, I respect you're getting under the skin of the financial industry
[00:05:47.140 --> 00:05:50.980]   because they need to have someone kind of prodding them.
[00:05:50.980 --> 00:05:57.980]   And again, the need is just phenomenal.
[00:05:57.980 --> 00:06:03.140]   And as I said before, I would encourage all of you to continue to
[00:06:03.140 --> 00:06:05.140]   share the philosophy with others.
[00:06:05.140 --> 00:06:09.940]   A lot of people ask, well gosh, how do I best articulate or share it?
[00:06:09.940 --> 00:06:12.660]   Why doesn't a person embrace it like I do?
[00:06:12.660 --> 00:06:18.740]   And what I have found is that people need to hear the philosophy
[00:06:18.740 --> 00:06:22.540]   about 20 or 30 times before they get it.
[00:06:22.540 --> 00:06:24.900]   That's been my experience.
[00:06:24.900 --> 00:06:29.460]   >> Did anybody read the Global Head site about what happened on Jeopardy a couple
[00:06:29.460 --> 00:06:31.180]   weeks ago?
[00:06:31.180 --> 00:06:33.540]   What happened?
[00:06:33.540 --> 00:06:35.740]   Stand up and tell us what happened.
[00:06:35.740 --> 00:06:38.480]   >> Well, they couldn't, they gave them the answer and then-
[00:06:38.480 --> 00:06:40.140]   >> Who gave them the answer?
[00:06:40.140 --> 00:06:41.180]   >> Warren.
[00:06:41.180 --> 00:06:42.140]   >> Warren Buffett.
[00:06:42.140 --> 00:06:44.260]   >> Yeah, Warren Buffett gave the answer and
[00:06:44.260 --> 00:06:47.860]   they couldn't come up with the index funds to get a proper response.
[00:06:47.860 --> 00:06:51.220]   I have no idea what the answer was, so you've got a few questions.
[00:06:51.220 --> 00:06:53.420]   >> The question is, when does the index start?
[00:06:53.420 --> 00:06:55.380]   >> Okay. >> Yeah, the answer is,
[00:06:55.380 --> 00:07:00.500]   what is a low-cost investment that mimics an S&P 500, blah, blah, blah, or
[00:07:00.500 --> 00:07:02.100]   something, isn't that what the answer was?
[00:07:02.100 --> 00:07:03.340]   >> Yeah, and they spelled it out pretty clearly.
[00:07:03.340 --> 00:07:08.580]   >> They spelled it out clearly, and not one person could answer index funds.
[00:07:08.580 --> 00:07:11.340]   And just index funds is just like second nature, but
[00:07:11.340 --> 00:07:15.180]   to the average intelligent investor, it's like, they don't know what an index fund
[00:07:15.180 --> 00:07:19.700]   is, so you have to continue to articulate it time and time again, keep it simple.
[00:07:19.700 --> 00:07:23.460]   Again, Lock the Yank Network, profoundly positive impact on people's lives.
[00:07:23.460 --> 00:07:25.860]   So Mel said that because you wound up this part with me,
[00:07:25.860 --> 00:07:27.780]   I get to ask a question.
[00:07:27.780 --> 00:07:32.580]   So the question for the panelists is, when you're working with folks,
[00:07:32.580 --> 00:07:33.980]   how do you define risk?
[00:07:33.980 --> 00:07:41.940]   When you're working with clients, this whole thing of risk and
[00:07:41.940 --> 00:07:48.460]   standard deviation, and blah, blah, blah, how do you articulate risk to a human being?
[00:07:48.460 --> 00:07:49.860]   Am I reaching your financial goals?
[00:07:49.860 --> 00:07:54.860]   >> [INAUDIBLE] >> Bill, Mike, Christine?
[00:07:54.860 --> 00:07:59.100]   >> I tend to talk about it differently whether I'm talking with somebody who's
[00:07:59.100 --> 00:08:01.260]   in the accumulation stage or the distribution stage.
[00:08:01.260 --> 00:08:06.940]   In the accumulation stage, I'm mostly talking about just uncertainty of returns,
[00:08:06.940 --> 00:08:11.100]   volatility, probability of the portfolio is going to go down by x amount,
[00:08:11.100 --> 00:08:12.340]   things of that nature.
[00:08:12.340 --> 00:08:17.380]   In the distribution stage, we're talking about percentage of spending goals that go
[00:08:17.380 --> 00:08:18.740]   unmet, for instance.
[00:08:18.740 --> 00:08:21.860]   Sometimes that's expressed as probability of running out of money.
[00:08:21.860 --> 00:08:26.300]   Sometimes it's, probability of running out of money doesn't cover it,
[00:08:26.300 --> 00:08:28.820]   because sometimes it's different if you run out of money in the fifth year
[00:08:28.820 --> 00:08:31.420]   of retirement, as opposed to the 25th year of retirement.
[00:08:31.420 --> 00:08:34.660]   So there are other metrics, but it depends who I'm talking to, I think.
[00:08:34.660 --> 00:08:38.700]   >> Yeah, we deal with that problem by not accepting clients who don't understand
[00:08:38.700 --> 00:08:40.100]   what a standard deviation is.
[00:08:40.100 --> 00:08:44.540]   >> [LAUGH] >> That's why he has three clients and
[00:08:44.540 --> 00:08:46.140]   they all have $75,000.
[00:08:46.140 --> 00:08:49.580]   >> [LAUGH] >> I like Rick and
[00:08:49.580 --> 00:08:54.780]   Mike's definition, and I do think that risk tolerance has been given way too
[00:08:54.780 --> 00:08:58.740]   much play in terms of investors' financial decision making.
[00:08:58.740 --> 00:09:02.460]   In a lot of ways, I feel like it's saying, okay, you're going to give your emotions
[00:09:02.460 --> 00:09:06.660]   free reign to help determine this financial plan.
[00:09:06.660 --> 00:09:08.300]   And I think that's a terrible idea.
[00:09:08.300 --> 00:09:13.620]   So I like risk framed in the realm of risk capacity.
[00:09:13.620 --> 00:09:18.340]   How much risk can you actually withstand without altering
[00:09:18.340 --> 00:09:23.220]   the goals that you had set out for yourself?
[00:09:23.220 --> 00:09:27.220]   >> Instead of working in percentages, I try to work in dollars.
[00:09:27.220 --> 00:09:30.900]   Because I think people understand dollars a lot more than percentages.
[00:09:30.900 --> 00:09:34.860]   So if someone has a half a million dollar portfolio and
[00:09:34.860 --> 00:09:39.420]   they're gonna go 50/50, they got 250 in equities.
[00:09:39.420 --> 00:09:46.340]   And I ask if they can stand to lose 125,000, not can you afford to lose 50%.
[00:09:46.340 --> 00:09:49.780]   And when you put it in dollars, people go, my god, no.
[00:09:49.780 --> 00:09:53.100]   >> [LAUGH] >> That's what they really need to do to
[00:09:53.100 --> 00:09:57.900]   get to their own comfort level, which is when they get to that sleep night, and
[00:09:57.900 --> 00:09:59.940]   that's the proper asset allocation for them.
[00:09:59.940 --> 00:10:03.300]   >> Well, what is your answer?
[00:10:03.300 --> 00:10:05.420]   >> Well, my answer is a compilation of everyone.
[00:10:05.420 --> 00:10:06.620]   I really like what Mel said.
[00:10:06.620 --> 00:10:10.100]   So if somebody's got a million dollar portfolio, they've got 50% in bonds and
[00:10:10.100 --> 00:10:14.180]   50% in stocks, we look them in the eye and say, hey, you're 50%,
[00:10:14.180 --> 00:10:19.260]   your half a million dollar portfolio is gonna drop 25 to 40%.
[00:10:19.260 --> 00:10:20.660]   And that is what, how much?
[00:10:20.660 --> 00:10:24.140]   I can't do the math, but I feel it's gonna, quarter of a million dollars, maybe?
[00:10:24.140 --> 00:10:28.780]   So we say your portfolio will drop $200,000 in the next four years.
[00:10:28.780 --> 00:10:30.540]   How you feel about that?
[00:10:30.540 --> 00:10:33.460]   And it puts it in terms that they can understand.
[00:10:33.460 --> 00:10:40.540]   And but what's more important, I love Charles Ellis' description of risk.
[00:10:40.540 --> 00:10:44.780]   In his book, what's his book, Winning the Loser's Game, or something like that?
[00:10:44.780 --> 00:10:49.900]   He says, risk is the chance that you will not have the money
[00:10:49.900 --> 00:10:55.740]   to pay a bill when it comes due, and I just love that.
[00:10:55.740 --> 00:10:58.380]   You can talk about risk and standard deviation, but
[00:10:58.380 --> 00:11:00.460]   I love Charles Ellis' definition of risk.
[00:11:00.460 --> 00:11:04.220]   And if you can show people that, yeah, interest rates are at 1%,
[00:11:04.220 --> 00:11:07.140]   you're not getting anything on your fixed income investments.
[00:11:07.140 --> 00:11:11.460]   But if you can show them that even in a decline of 20 to 40%,
[00:11:11.460 --> 00:11:15.580]   they're still gonna be able to pay their bills for the next ten years.
[00:11:15.580 --> 00:11:16.780]   They think, you know what,
[00:11:16.780 --> 00:11:19.340]   it doesn't matter what the stock market does over the next two years.
[00:11:19.340 --> 00:11:24.580]   >> Yeah, I mean, that's the concept that I try to continually get across when I
[00:11:24.580 --> 00:11:31.740]   talk to any kind of audience, from retail investors all the way up to people
[00:11:31.740 --> 00:11:36.900]   at the university level, is to tell them that the real definition of risk is not
[00:11:36.900 --> 00:11:42.180]   standard deviation or volatility, and I make a point by showing two slides.
[00:11:42.180 --> 00:11:46.340]   One is the typical sort of thing you pick off the Internet from crybaby traders.
[00:11:46.340 --> 00:11:49.020]   >> [LAUGH] >> You've all seen the pictures and
[00:11:49.020 --> 00:11:52.500]   the thots in suits standing next to monitors looking like they've just had
[00:11:52.500 --> 00:11:54.820]   their donut squeezed. >> [LAUGH]
[00:11:54.820 --> 00:11:57.420]   >> And then that's not risk, all right?
[00:11:57.420 --> 00:12:00.460]   Cuz those guys will still be wearing $2,000 suits the next day,
[00:12:00.460 --> 00:12:03.900]   they will still be dining at the Russian tea house the next day.
[00:12:03.900 --> 00:12:08.140]   The real, then the next slide that I show is a picture of a guy pushing
[00:12:08.140 --> 00:12:11.940]   a shopping cart under an underpass in the rain, I say that's risk.
[00:12:11.940 --> 00:12:18.180]   >> I tend to think about it in standard deviation probabilities, but
[00:12:18.180 --> 00:12:23.740]   I explain it to my clients in the likelihood that they'll live under a bridge.
[00:12:23.740 --> 00:12:26.300]   I try to make it as emotional as possible.
[00:12:26.300 --> 00:12:30.180]   I tell them, I can ask them the question how they would feel if their portfolio
[00:12:30.180 --> 00:12:35.500]   lost 30%, but I explain that I can't really simulate the pain they'd be feeling
[00:12:35.500 --> 00:12:40.100]   without coming across the table and kicking them in the gut a few times.
[00:12:40.100 --> 00:12:43.220]   Even though it happened not too long ago, our memories are very short.
[00:12:43.220 --> 00:12:47.260]   >> Can I just add one more thing to this element of risk?
[00:12:47.260 --> 00:12:52.860]   So from my perspective as a portfolio manager,
[00:12:52.860 --> 00:13:01.340]   the risk to a client is not maintaining their investment plan.
[00:13:01.340 --> 00:13:02.780]   That's the risk.
[00:13:02.780 --> 00:13:05.220]   Because if they can stick with the investment plan,
[00:13:05.220 --> 00:13:09.940]   the probability that they're gonna reach their financial goals is quite high.
[00:13:09.940 --> 00:13:13.940]   So the real risk is not having a plan, and
[00:13:13.940 --> 00:13:16.980]   then if they do have a plan, not maintaining the plan.
[00:13:16.980 --> 00:13:19.660]   And then a lot of people with standard deviation,
[00:13:19.660 --> 00:13:24.220]   the amount of money that you might have lost in your portfolio all boils into
[00:13:24.220 --> 00:13:27.340]   this idea that you're gonna do the wrong thing at the wrong time.
[00:13:27.340 --> 00:13:34.260]   And that's the risk that we face as advisors to individuals.
[00:13:34.260 --> 00:13:36.300]   >> Hey, Robert from Long Beach, stand up and
[00:13:36.300 --> 00:13:39.260]   tell us what the leading edge analysis of risk is.
[00:13:39.260 --> 00:13:43.140]   >> [LAUGH] >> This is untested theory.
[00:13:43.140 --> 00:13:45.060]   >> Stand up.
[00:13:45.060 --> 00:13:55.060]   >> [INAUDIBLE]
[00:13:55.060 --> 00:14:18.500]   >> That's interesting.
[00:14:18.500 --> 00:14:20.580]   >> We're all very brave in a bull market.
[00:14:20.580 --> 00:14:24.220]   >> [LAUGH] >> But your real risk tolerance,
[00:14:24.220 --> 00:14:26.940]   you find it in a bear market.
[00:14:26.940 --> 00:14:32.340]   And so it's what you're talking about is methodologies to realize exactly what
[00:14:32.340 --> 00:14:35.380]   your risk tolerance really is, not what you say it is.
[00:14:35.380 --> 00:14:39.380]   Because usually there are two different things.
[00:14:39.380 --> 00:14:43.900]   >> Did you get your question answered?
[00:14:43.900 --> 00:14:47.780]   Okay, I found out that I had mentioned something, and
[00:14:47.780 --> 00:14:49.420]   people asked me to explain it.
[00:14:49.420 --> 00:14:53.180]   I thought that most people knew about it, but apparently not.
[00:14:53.180 --> 00:14:59.480]   When I mentioned I-bonds and the ability to get 10,000 per person.
[00:14:59.480 --> 00:15:04.580]   But then I mentioned that there was a back door to get paper I-bonds of $5,000
[00:15:04.580 --> 00:15:09.820]   if you overpay your tax return as part of your tax or all of your tax refund.
[00:15:09.820 --> 00:15:17.460]   And the way it works is you have to intentionally overpay your taxes by $5,000.
[00:15:17.460 --> 00:15:24.420]   When you file your tax return, you can elect to have your entire return or
[00:15:24.420 --> 00:15:29.460]   part of your return in I-bonds, issued in I-bonds.
[00:15:29.460 --> 00:15:34.060]   And any surplus would go in your bank.
[00:15:34.060 --> 00:15:36.100]   You can split it any way you want.
[00:15:36.100 --> 00:15:41.740]   But to get the $5,000 in I-bonds, you have to overpay your taxes.
[00:15:41.740 --> 00:15:45.780]   And some people do it by additional withdrawing,
[00:15:45.780 --> 00:15:48.660]   some people do it by estimated tax.
[00:15:48.660 --> 00:15:53.980]   But the bottom line is you overpay your tax, and you can get your $5,000,
[00:15:53.980 --> 00:15:59.460]   up to $5,000, as opposed to the individual I-bonds where it's 5,000 or
[00:15:59.460 --> 00:16:02.020]   10,000 per Social Security number.
[00:16:02.020 --> 00:16:05.860]   With couples, you still can only get $5,000.
[00:16:05.860 --> 00:16:11.340]   I wouldn't guarantee that this is gonna go on, it's been in place.
[00:16:11.340 --> 00:16:17.420]   They honored it last year, and there's nothing out that they killed it for
[00:16:17.420 --> 00:16:23.620]   this year, but eventually, their objective obviously is to get rid of paper I-bonds.
[00:16:23.620 --> 00:16:29.060]   So I would expect at some point in the future that that's not gonna be an option.
[00:16:29.060 --> 00:16:33.500]   But at least that's the way it works, overpay your taxes, and
[00:16:33.500 --> 00:16:37.820]   fill out the paperwork to get part of your refund, part or
[00:16:37.820 --> 00:16:42.780]   all of your refund, paper I-bonds, up to $5,000.
[00:16:42.780 --> 00:16:48.100]   So let's get on to another question, here's a question for Rick Perry.
[00:16:48.100 --> 00:16:53.300]   Rick, you wrote a blog on the three P's to investment success,
[00:16:53.300 --> 00:16:56.300]   philosophy, strategy, and discipline.
[00:16:56.300 --> 00:17:01.140]   Can you expand on these ideas?
[00:17:01.140 --> 00:17:07.220]   >> Three P's to investment success, sounds like a book, which it will be.
[00:17:07.220 --> 00:17:12.980]   But anyway, okay, here's, I'm thinking a lot about the philosophy
[00:17:12.980 --> 00:17:18.300]   of what we do as a group, and then what we do on the board.
[00:17:18.300 --> 00:17:20.380]   And that's where all this came from.
[00:17:20.380 --> 00:17:26.900]   Cuz we have had some severe discussions about things that don't matter much.
[00:17:26.900 --> 00:17:30.060]   >> [LAUGH] >> We really can get into the minutiae.
[00:17:30.060 --> 00:17:32.700]   And so, in stepping back from it all, I'm saying, hey, wait a minute,
[00:17:32.700 --> 00:17:34.140]   we're all mogul heads.
[00:17:34.140 --> 00:17:35.940]   We're all sitting in this room.
[00:17:35.940 --> 00:17:41.620]   So at the very first level, I started thinking, we all in this room and
[00:17:41.620 --> 00:17:44.440]   everyone who is a member of the board, for the most part, and
[00:17:44.440 --> 00:17:48.420]   a lot of other people who are not, have the same philosophy, do we not?
[00:17:48.420 --> 00:17:52.740]   And we have a list of the ten beliefs, and I didn't even know that list existed.
[00:17:52.740 --> 00:17:54.820]   But we all have the same philosophy.
[00:17:54.820 --> 00:17:59.660]   But there are perhaps 200 people in this room, and I would say that there are
[00:17:59.660 --> 00:18:05.860]   probably 200 different strategies for implementing that philosophy.
[00:18:05.860 --> 00:18:09.580]   High bonds, municipal bonds, lateral CDs.
[00:18:09.580 --> 00:18:12.180]   So at the strategy level,
[00:18:12.180 --> 00:18:16.620]   we all have different ideas of how we want to implement the philosophy.
[00:18:16.620 --> 00:18:17.420]   And you know what?
[00:18:17.420 --> 00:18:22.620]   I can't say that my idea is any better than his idea, his idea.
[00:18:22.620 --> 00:18:24.980]   Anybody's idea out there?
[00:18:24.980 --> 00:18:27.620]   Because we won't know that until 20 years down the road.
[00:18:27.620 --> 00:18:29.140]   We have the best strategy.
[00:18:29.140 --> 00:18:31.860]   So strategy can differ on the board.
[00:18:31.860 --> 00:18:35.620]   And most of the arguments that we have on the board are not about philosophy at all.
[00:18:36.380 --> 00:18:39.700]   They're about strategy, and sometimes very minutiae strategy,
[00:18:39.700 --> 00:18:42.100]   whether we should have gold, or whether we should have commodities, or
[00:18:42.100 --> 00:18:46.420]   whether we should have high-level bonds, or whether we should do the Modi model.
[00:18:46.420 --> 00:18:47.180]   Whatever.
[00:18:47.180 --> 00:18:50.860]   So the second level of this is strategy, and we'll argue about that all day long.
[00:18:50.860 --> 00:18:54.620]   The point that I try to bring up on the board once in a while is in order not to
[00:18:54.620 --> 00:18:58.820]   confuse new people who are coming onto the board, or
[00:18:58.820 --> 00:19:05.460]   people who are just getting started, is don't confuse strategy with philosophy.
[00:19:05.460 --> 00:19:08.020]   Don't confuse strategy.
[00:19:08.020 --> 00:19:13.260]   This is a discussion about this, we all agree on that.
[00:19:13.260 --> 00:19:16.540]   Now the last part of the three keys to investment success is once you have
[00:19:16.540 --> 00:19:21.100]   the philosophy, once you have your strategy, whatever it is you think you need,
[00:19:21.100 --> 00:19:22.660]   the last part is discipline.
[00:19:22.660 --> 00:19:24.860]   And we do talk a lot about discipline.
[00:19:24.860 --> 00:19:27.020]   We were talking earlier about, and I said,
[00:19:27.020 --> 00:19:31.580]   the risk is not meeting your financial objectives, it's a discipline.
[00:19:31.580 --> 00:19:35.060]   So now we have discussions about how to maintain discipline.
[00:19:35.060 --> 00:19:39.580]   You can use some sort of a rebalancing methodology on your birthday.
[00:19:39.580 --> 00:19:44.620]   You can hire an advisor, you can use a life strategy fund of some sort.
[00:19:44.620 --> 00:19:50.300]   I mean, that maintains the discipline of the strategy, which fits the philosophy.
[00:19:51.780 --> 00:19:56.260]   If you don't have the discipline, if the discipline starts to break down,
[00:19:56.260 --> 00:19:58.140]   the strategy breaks down.
[00:19:58.140 --> 00:20:02.980]   And if the strategy starts breaking down, now you're susceptible to the next
[00:20:02.980 --> 00:20:05.040]   Merrill Lynch guy that calls you on the phone,
[00:20:05.040 --> 00:20:08.220]   which means the philosophy can also start to break down.
[00:20:08.220 --> 00:20:12.460]   So it goes down this way, and then you have to maintain the discipline or
[00:20:12.460 --> 00:20:15.340]   it starts corroding back up the other way.
[00:20:15.340 --> 00:20:18.900]   And that's what my whole idea is about what we do.
[00:20:18.900 --> 00:20:22.640]   >> Was that insightful?
[00:20:22.640 --> 00:20:23.160]   >> Yeah.
[00:20:23.160 --> 00:20:32.060]   >> [APPLAUSE]
[00:20:32.060 --> 00:20:36.220]   >> Okay, we have a question for Bill Schultes from Sonny.
[00:20:36.220 --> 00:20:40.980]   He says, the coffeehouse portfolio received a lot of attention and
[00:20:40.980 --> 00:20:43.940]   popularity during the last decade.
[00:20:43.940 --> 00:20:48.700]   Part of which is at least due to the outperformance of small value and
[00:20:48.700 --> 00:20:52.740]   other tilts over the market, or S&P 500.
[00:20:52.740 --> 00:20:57.380]   If reversion to the mean happens, can the coffeehouse portfolio and
[00:20:57.380 --> 00:21:03.500]   the coffeehouse underperform, how can we keep the coffeehouse message popular?
[00:21:03.500 --> 00:21:07.500]   >> Wow, that's a great question, Sonny.
[00:21:07.500 --> 00:21:11.960]   And I think I would have liked to say that I planted that question,
[00:21:11.960 --> 00:21:16.420]   because it encompasses a lot of what is discussed on the board.
[00:21:16.420 --> 00:21:22.980]   First, I think it's important for me to share with anyone who wants to listen.
[00:21:22.980 --> 00:21:28.220]   That in the book, I said that the simplest, best approach is like
[00:21:28.220 --> 00:21:32.660]   a three-fund portfolio, total domestic, total international, total bond.
[00:21:32.660 --> 00:21:37.220]   I said, if you want to fine tune an already good thing, here's a way to do it.
[00:21:37.220 --> 00:21:41.780]   And that was kind of how I started articulating that coffeehouse philosophy
[00:21:41.780 --> 00:21:47.100]   in my weekly column in 2000, and it just kind of took on a life of its own.
[00:21:47.100 --> 00:21:51.940]   Paul Farrell hooked it up on the Lazy Portfolios, and I have consistently said
[00:21:51.940 --> 00:21:56.420]   that there are, as Rick was saying, there's countless different ways to build
[00:21:56.420 --> 00:22:01.020]   a passive portfolio, you can do it with actively managed funds.
[00:22:01.020 --> 00:22:07.340]   But it was a stroke of luck that from 2000 to 2010, value in small and
[00:22:07.340 --> 00:22:10.900]   international outperformed large cap stocks.
[00:22:10.900 --> 00:22:14.580]   So the question is, what is the purpose of diversification in these different
[00:22:14.580 --> 00:22:15.700]   components of the market?
[00:22:15.700 --> 00:22:21.820]   Well, I loved what Joel Dixon said last night about that whole issue.
[00:22:21.820 --> 00:22:27.340]   What he said is that basically, he does not want to have,
[00:22:27.340 --> 00:22:31.460]   I mean, clearly over a ten year period, these different components of the market
[00:22:31.460 --> 00:22:37.540]   can perform dissimilar to each other, and case in point, 2000 to 2010.
[00:22:37.540 --> 00:22:42.820]   Last night, Joel Dixon said, he doesn't want to be in that underperforming sector
[00:22:42.820 --> 00:22:47.220]   over the next ten years, and that's kind of the way that I look at it myself.
[00:22:47.220 --> 00:22:50.540]   If I'm gonna buy a total stock market index fund,
