
[00:00:00.040 --> 00:00:10.380]   Może just is a
[00:32:25.940 --> 00:32:25.940]   be ambitious set goals have ambition and a young woman if you are young a young woman who is serious and interested in marriage she will identify those character traits and they'll be attractive to her.
[00:32:25.940 --> 00:32:25.940]   be ambitious set goals have ambition and a young woman if you are young a young woman who is serious and interested in marriage she will identify those character traits and they'll be attractive to her.
[00:32:25.940 --> 00:32:25.940]   be ambitious set goals have ambition and a young woman who is serious and interested in marriage she will identify those character traits and they'll be attractive to her.
[00:32:25.980 --> 00:32:44.100]  ,
[00:32:44.100 --> 00:32:55.220]   I do believe at this point that a cautionary statement is warranted I think it's wise to be careful in how you display the symbols of wealth so that you send the right signals to the right women here I think it's a major danger to focus just on flashy ostentatious displays of wealth.
[00:32:55.220 --> 00:32:55.220]   be ambitious set goals have ambition and a young woman who is serious and interested in marriage she will identify those character traits and they'll be attractive to her.
[00:32:55.220 --> 00:32:55.220]   be ambitious set goals have ambition and a young woman who is serious and interested in marriage she will identify those character traits and they'll be attractive to her.
[00:32:55.220 --> 00:32:55.220]   be ambitious set goals have ambition and a young woman who is serious and interested in marriage she will identify those character traits and they'll be cautious to her.
[00:32:55.240 --> 00:33:05.060]   because if you do that you run the risk of attracting a woman who is interested in flashy ostentatious displays of wealth.
[00:33:05.060 --> 00:33:09.900]   Unfortunately especially at a young age flashy ostentatious displays of wealth don't actually lead to becoming wealthy.
[00:33:09.900 --> 00:33:13.980]   Unfortunately especially at a young age flashy ostentatious displays of wealth don't actually lead to becoming wealthy.
[00:33:13.980 --> 00:33:17.580]   Simple example would be an automobile of course this is changing in the modern culture but traditionally in US American culture the car that you drive says a lot about you.
[00:33:17.580 --> 00:33:22.700]   Simple example would be an automobile of course this is changing in the modern culture but traditionally in US American culture the car that you drive says a lot about you.
[00:33:22.700 --> 00:33:51.980]   and so since in order for you to actually become wealthy you need to be rich you need to have a lot of money.
[00:33:51.980 --> 00:33:51.980]   and so since in order for you to actually become wealthy you need to have a lot of money.
[00:33:51.980 --> 00:33:51.980]   and so since in order for you to actually become wealthy you need to have a lot of money.
[00:33:51.980 --> 00:33:51.980]   and so since in order for you to actually become wealthy you need to have a lot of money.
[00:33:51.980 --> 00:33:51.980]   and so since in order for you to actually become wealthy you need to have a lot of money.
[00:33:51.980 --> 00:33:51.980]   and so since in order for you to actually become wealthy you need to have a lot of money.
[00:33:51.980 --> 00:33:51.980]   and so since in order for you to actually become wealthy you need to have a lot of money.
[00:33:51.980 --> 00:33:51.980]   and so since in order for you to actually become a lot of money.
[00:33:52.000 --> 00:34:21.260]   and so since in order for you to actually become a lot of money.
[00:34:21.260 --> 00:34:21.260]   and so since in order for you to actually become a lot of money.
[00:34:21.260 --> 00:34:21.260]   and so since in order for you to actually become a lot of money.
[00:34:21.260 --> 00:34:21.260]   and so since in order for you to actually become a lot of money.
[00:34:21.260 --> 00:34:21.260]   and so since in order for you to actually become a lot of money.
[00:34:21.260 --> 00:34:21.260]   and so since in order for you to actually become a lot of money.
[00:34:21.260 --> 00:34:21.260]   and so since in order for you to actually become a lot of money.
[00:34:21.260 --> 00:34:21.260]   and so since in order for you to actually become a lot of money.
[00:34:21.260 --> 00:34:21.260]   and so since in order for you to actually become a lot of money.
[00:34:21.260 --> 00:34:21.260]   and so since in order for you to actually become a lot of money.
[00:34:21.260 --> 00:34:21.260]   and so since in order for you to actually become a lot of money.
[00:34:21.260 --> 00:34:21.260]   and so since in order for you to actually become a lot of money.
[00:34:22.160 --> 00:34:50.620]  , and so since in order for you to actually become a lot of money.
[00:34:50.620 --> 00:34:50.700]   and so since in order for you to actually become a lot of money.
[00:34:50.700 --> 00:34:50.740]   and so since in order for you to actually become a lot of money.
[00:34:50.740 --> 00:34:50.980]   and so since in order for you to actually become a lot of money.
[00:34:50.980 --> 00:34:51.020]   and so since in order for you to actually become a lot of money.
[00:34:51.020 --> 00:34:51.060]   and so since in order for you to actually become a lot of money.
[00:34:51.060 --> 00:34:51.260]   and so since in order for you to actually become a lot of money.
[00:34:51.260 --> 00:34:51.260]   and so since in order for you to actually become a lot of money.
[00:34:51.280 --> 00:34:56.660]   be physically attractive.
[00:34:56.660 --> 00:35:00.260]   You must be physically attractive.
[00:35:00.260 --> 00:35:02.540]   Don't be sloppy.
[00:35:02.540 --> 00:35:04.140]   Don't be weak.
[00:35:04.140 --> 00:35:05.860]   Don't be small.
[00:35:05.860 --> 00:35:07.100]   Don't be puny.
[00:35:07.100 --> 00:35:10.220]   Now there are some things you can control and some things you can't.
[00:35:10.220 --> 00:35:14.000]   You can't control the size of your nose or the jut of your chin.
[00:35:14.000 --> 00:35:17.540]   But you can control if you're sloppily obese.
[00:35:17.540 --> 00:35:21.180]   You can control if you're weak and a wimp.
[00:35:21.180 --> 00:35:21.260]   You can control if you're weak and a wimp.
[00:35:21.260 --> 00:35:21.280]   You can control if you're weak and a wimp.
[00:35:21.280 --> 00:35:21.280]   You can control if you're weak and a wimp.
[00:35:21.280 --> 00:35:21.280]   You can control if you're weak and a wimp.
[00:35:21.280 --> 00:35:21.280]   You can control if you're weak and a wimp.
[00:35:21.280 --> 00:35:21.280]   You can control if you're weak and a wimp.
[00:35:21.280 --> 00:35:21.280]   You can control if you're weak and a wimp.
[00:35:21.320 --> 00:35:51.300]   I'm not saying that you're weak and a wimp.
[00:35:51.300 --> 00:35:51.300]   You can control if you're weak and a wimp.
[00:35:51.300 --> 00:35:51.300]   You can control if you're weak and a wimp.
[00:35:51.300 --> 00:35:51.300]   You can control if you're weak and a wimp.
[00:35:51.300 --> 00:35:51.300]   You can control if you're weak and a wimp.
[00:35:51.300 --> 00:35:51.300]   You can control if you're weak and a wimp.
[00:35:51.300 --> 00:35:51.300]   You can control if you're weak and a wimp.
[00:35:51.300 --> 00:35:51.300]   You can control if you're weak and a wimp.
[00:35:51.300 --> 00:35:51.300]   You can control if you're weak and a wimp.
[00:35:51.300 --> 00:35:51.300]   You can control if you're weak and a wimp. You can control if you're weak and a wimp.
[00:35:51.320 --> 00:36:21.320]   Your physical health will make a big difference
[00:36:21.320 --> 00:36:21.320]   Your physical health will make a big difference
[00:36:21.320 --> 00:36:21.320]   Your physical health will make a big difference
[00:36:21.320 --> 00:36:21.320]   Your physical health will make a big difference
[00:36:21.320 --> 00:36:21.320]   Your physical health will make a big difference
[00:36:21.320 --> 00:36:21.320]   Your physical health will make a big difference
[00:36:21.320 --> 00:36:21.320]   Your physical health will make a big difference
[00:36:21.320 --> 00:36:21.320]   Your physical health will make a big difference in your ability over time to earn an income.
[00:36:21.320 --> 00:36:21.320]   Your physical health will make a big difference in your ability over time to earn an income.
[00:36:21.320 --> 00:36:21.320]   Your physical health and energy and vitality and stamina will be a large determinant of how hard you can work, how long you can work, the type of energy that you can bring to your work interactions.
[00:36:21.320 --> 00:36:21.320]   Your physical health and energy and vitality and stamina will be a large determinant of how hard you can work, how long you can work, the type of energy that you can bring to your work interactions.
[00:36:21.320 --> 00:36:21.320]   Your physical health will impact your wealth.
[00:36:21.320 --> 00:36:21.320]   Your physical health will impact your wealth.
[00:36:21.360 --> 00:36:28.700]   И
[00:36:28.700 --> 00:36:38.220]   per, "
[00:36:50.120 --> 00:37:18.880]   GTA" is the most important, most attractive things to women, and they work off of each other. I remind you, here's the cool thing. They're great for you personally, regardless of whether you ever marry or not. And so there's no downside to becoming wealthy. There's no downside to becoming strong and vibrant and healthy and physically attractive. There's no downside. Next. Be a
[00:37:18.920 --> 00:37:28.120]   '
[00:37:28.120 --> 00:37:29.360]   � talk, care,
[00:37:48.200 --> 00:37:58.900]   chat
[00:37:58.900 --> 00:38:02.140]   is, I,
[00:38:02.140 --> 00:38:17.300]   wont
[00:38:17.660 --> 00:38:20.660]   M
[00:38:20.660 --> 00:38:47.460]   like the gate and three thi Mitgl Buddy sent, and, and, and, and, ,, large,,,,,..G,イ just se visible Making 100 blessed is 구� guys.G.You're.You're.D, mão.G,就是說, respecto,
[00:38:47.680 --> 00:38:57.860]   "
[00:38:57.860 --> 00:39:15.220]   invest. G I get to惜
[00:39:16.300 --> 00:39:22.520]   an excellent life, but i
[00:39:22.520 --> 00:39:25.020]   matters because in order
[00:39:25.020 --> 00:39:29.200]   yourself, you will need t
[00:39:29.200 --> 00:39:34.000]   your integrity and your c
[00:39:34.000 --> 00:39:36.600]   these things together, yo
[00:39:36.600 --> 00:39:41.520]   brimming with confidence,
[00:39:41.520 --> 00:39:44.920]   Now, perhaps there's som
[00:39:44.920 --> 00:39:44.920]   possibility that you can
[00:39:44.920 --> 00:39:44.920]   Now, perhaps there's some
[00:39:44.920 --> 00:39:44.920]   Now, perhaps there's some possibility that you can
[00:39:44.920 --> 00:39:44.920]   possibility that you can
[00:39:44.920 --> 00:39:44.920]   possibility that you can develop a certain type of
[00:39:44.920 --> 00:39:45.040]   develop a certain type of
[00:39:45.040 --> 00:39:45.040]   develop a certain type of self confidence. Now, perhaps,
[00:39:45.040 --> 00:39:45.080]   self confidence. Now, perhaps,
[00:39:45.080 --> 00:39:45.840]   self confidence. Now, perhaps, there's some possibility that
[00:39:45.840 --> 00:39:45.920]   there's some possibility that
[00:39:45.920 --> 00:39:45.920]   there's some possibility that you can develop a certain type of
[00:39:45.920 --> 00:39:45.920]   you can develop a certain type of
[00:39:45.920 --> 00:39:45.920]   self confidence. Now, perhaps, there's some possibility that
[00:39:45.920 --> 00:39:45.920]   you can develop a certain type of
