
[00:00:00.000 --> 00:00:02.180]   (beeping)
[00:02:25.060 --> 00:02:26.020]   Come on.
[00:02:26.020 --> 00:02:27.100]   - I mean, my biggest complaint,
[00:02:27.100 --> 00:02:28.340]   I know the main point of Twitter
[00:02:28.340 --> 00:02:31.060]   is to hate on people essentially and to fight.
[00:02:31.060 --> 00:02:33.340]   But if people are gonna come at you,
[00:02:33.340 --> 00:02:35.460]   they should at least have something original.
[00:02:35.460 --> 00:02:37.460]   Half the time I'm looking, I'm like following the threads
[00:02:37.460 --> 00:02:39.000]   and people are saying the same thing
[00:02:39.000 --> 00:02:41.020]   that someone else already said and you refuted.
[00:02:41.020 --> 00:02:42.260]   Like the one that I keep seeing
[00:02:42.260 --> 00:02:43.900]   is you were talking about the economy
[00:02:43.900 --> 00:02:44.720]   and everyone's saying,
[00:02:44.720 --> 00:02:46.940]   "Well, yeah, what about credit card debt levels?"
[00:02:46.940 --> 00:02:48.780]   And you shared a chart that shows
[00:02:50.200 --> 00:02:51.880]   exactly what they're asking for.
[00:02:51.880 --> 00:02:54.200]   And then like five other people ask you the same thing.
[00:02:54.200 --> 00:02:55.200]   What about credit card debt? - I'm used to it.
[00:02:55.200 --> 00:02:56.040]   I'm Teflon dunking.
[00:02:56.040 --> 00:02:57.680]   It just bounces right off of me.
[00:02:57.680 --> 00:02:59.360]   I have charts galore.
[00:02:59.360 --> 00:03:00.200]   Keep coming at me, people.
[00:03:00.200 --> 00:03:02.320]   - I think people don't realize that you actually do enjoy it.
[00:03:02.320 --> 00:03:04.460]   I think that's the- - I do.
[00:03:04.460 --> 00:03:06.760]   I enjoy sharing good news when it's here.
[00:03:06.760 --> 00:03:07.600]   And guess what?
[00:03:07.600 --> 00:03:08.440]   When there's bad news, I'll share that too.
[00:03:08.440 --> 00:03:11.080]   But right now I think the good outweighs the bad.
[00:03:11.080 --> 00:03:11.920]   - Yeah.
[00:03:11.920 --> 00:03:13.080]   - Let's do a question. - Let's do a good news.
[00:03:13.080 --> 00:03:14.560]   - Okay.
[00:03:14.560 --> 00:03:16.640]   Up first today, we have,
[00:03:16.640 --> 00:03:20.080]   I'm finding it incredibly hard to invest my excess cash
[00:03:20.080 --> 00:03:22.640]   with the S&P 500 closing in on new highs.
[00:03:22.640 --> 00:03:25.120]   I know I'm supposed to just grip my teeth and invest,
[00:03:25.120 --> 00:03:26.460]   not try to predict the market,
[00:03:26.460 --> 00:03:29.800]   and take comfort in knowing that time in the market
[00:03:29.800 --> 00:03:32.600]   is the biggest factor in my long-term investment success.
[00:03:32.600 --> 00:03:35.480]   But it's so damn hard for me to do psychologically
[00:03:35.480 --> 00:03:37.560]   in these seemingly overbought conditions.
[00:03:37.560 --> 00:03:38.440]   I'm not an idiot.
[00:03:38.440 --> 00:03:39.920]   I do max out my 401(k),
[00:03:39.920 --> 00:03:42.160]   contribute a fair amount to 529s,
[00:03:42.160 --> 00:03:45.100]   and even invest a bit into my brokerage account.
[00:03:45.100 --> 00:03:47.000]   But I have money building up on the sidelines.
[00:03:47.000 --> 00:03:49.720]   There's cash on the sidelines, who you guys talk about.
[00:03:49.720 --> 00:03:51.160]   But I know I should do something with,
[00:03:51.160 --> 00:03:53.200]   and every day the market hits a new high,
[00:03:53.200 --> 00:03:54.960]   I feel more paralyzed.
[00:03:54.960 --> 00:03:56.660]   Would love to see you tackle this problem,
[00:03:56.660 --> 00:03:58.280]   because I know I'm not the only one suffering
[00:03:58.280 --> 00:04:01.600]   from this strange and yes, enviable malady.
[00:04:01.600 --> 00:04:04.080]   - I'm glad we put problem in quotes here,
[00:04:04.080 --> 00:04:06.080]   because it is a first world problem.
[00:04:06.080 --> 00:04:08.920]   I think for some investors, this will always be a problem.
[00:04:08.920 --> 00:04:11.160]   The thing is, obviously, market timing is hard.
[00:04:11.160 --> 00:04:13.320]   And the problem is, once you do it,
[00:04:13.320 --> 00:04:16.120]   and the worst thing that can happen is you're right,
[00:04:16.120 --> 00:04:18.180]   'cause it leads to a cash addiction.
[00:04:18.180 --> 00:04:20.840]   So when markets are falling, and you're sitting in cash,
[00:04:20.840 --> 00:04:22.320]   you just say, well, they're gonna fall even further,
[00:04:22.320 --> 00:04:24.640]   so I'm just gonna wait, so cash becomes a safety blanket.
[00:04:24.640 --> 00:04:26.320]   And then when markets are rising, you go,
[00:04:26.320 --> 00:04:27.400]   wait, well, I already missed it,
[00:04:27.400 --> 00:04:29.000]   I'm just gonna wait for it to crash,
[00:04:29.000 --> 00:04:31.480]   and then cash becomes a safety blanket again.
[00:04:31.480 --> 00:04:33.140]   I actually found an old email.
[00:04:33.140 --> 00:04:34.720]   This investor, a number of years ago,
[00:04:34.720 --> 00:04:36.320]   emailed me in like 2015, and said,
[00:04:36.320 --> 00:04:39.440]   I went to cash in 1999, timed it perfectly, right?
[00:04:39.440 --> 00:04:41.640]   That was the tail end of the dot-com bubble,
[00:04:41.640 --> 00:04:44.160]   the most expensive the US stock market has ever been,
[00:04:44.160 --> 00:04:46.240]   and the stock market crashed.
[00:04:46.240 --> 00:04:49.300]   And then we came back after that bear market,
[00:04:49.300 --> 00:04:51.780]   and then crashed again, of course, in 2008.
[00:04:51.780 --> 00:04:54.800]   And unfortunately, 15 years later,
[00:04:54.800 --> 00:04:56.740]   this investor was still sitting in cash.
[00:04:56.740 --> 00:04:58.460]   And I wrote him and said,
[00:04:58.460 --> 00:05:00.500]   what do you think the reasons are
[00:05:00.500 --> 00:05:02.220]   that you've been sitting in cash for so long?
[00:05:02.220 --> 00:05:05.000]   He said, well, it's some combination of fear, arrogance,
[00:05:05.000 --> 00:05:09.060]   and then he latched onto this macro doom and gloom
[00:05:09.060 --> 00:05:11.460]   that just put him in the investment fetal position
[00:05:11.460 --> 00:05:13.220]   for a decade and a half.
[00:05:13.220 --> 00:05:15.940]   And so it's like, obviously, market timing is hard,
[00:05:15.940 --> 00:05:17.080]   'cause you've gotta be right twice.
[00:05:17.080 --> 00:05:18.120]   You've gotta get out at the right time,
[00:05:18.120 --> 00:05:19.120]   then get back in at the right time.
[00:05:19.120 --> 00:05:21.560]   But you also have to psychologically get over that hurdle
[00:05:21.560 --> 00:05:22.960]   of wanting to get back in.
[00:05:22.960 --> 00:05:25.840]   And so I think there's a few ways to get around this fear.
[00:05:25.840 --> 00:05:28.600]   I'll start with the more spreadsheet strategies,
[00:05:28.600 --> 00:05:30.320]   and then get to more of the behavioral side of things,
[00:05:30.320 --> 00:05:32.600]   'cause the behavioral is obviously the biggest part here.
[00:05:32.600 --> 00:05:35.080]   Like, I view diversification and asset allocation
[00:05:35.080 --> 00:05:36.600]   as risk mitigation strategies.
[00:05:36.600 --> 00:05:38.440]   If everyone knew what the future was going to be,
[00:05:38.440 --> 00:05:40.000]   you wouldn't have to spread your bets.
[00:05:40.000 --> 00:05:42.280]   You would just put 100% of your portfolio into Oatly,
[00:05:42.280 --> 00:05:44.200]   and you'd be fine, right?
[00:05:44.200 --> 00:05:45.840]   - Hey, Oatly's looking pretty good this week.
[00:05:45.840 --> 00:05:46.800]   I have to say.
[00:05:46.800 --> 00:05:50.640]   We joke a lot about my irresponsible position in Oatly,
[00:05:50.640 --> 00:05:52.360]   but the last week's been good.
[00:05:52.360 --> 00:05:53.200]   I'm still more than cut in half.
[00:05:53.200 --> 00:05:54.840]   - Someone in the live, someone wanted to know
[00:05:54.840 --> 00:05:57.720]   how closely your portfolio would match ARK,
[00:05:57.720 --> 00:05:59.120]   and they wanted to dunk it in there.
[00:05:59.120 --> 00:06:01.400]   - For the record, I'm still more than cut in half
[00:06:01.400 --> 00:06:02.240]   in my position.
[00:06:02.240 --> 00:06:03.320]   - So like, the whole idea behind setting
[00:06:03.320 --> 00:06:05.160]   an asset allocation in the first place
[00:06:05.160 --> 00:06:08.520]   is that you're balancing out your various time horizons
[00:06:08.520 --> 00:06:11.000]   and risks as an investor, right?
[00:06:11.000 --> 00:06:12.920]   You don't have one asset allocation for a bull market,
[00:06:12.920 --> 00:06:14.520]   and one asset allocation for a bear market,
[00:06:14.520 --> 00:06:16.200]   and then one asset allocation for inflation,
[00:06:16.200 --> 00:06:18.480]   and then deflation, and rising rates and falling rates.
[00:06:18.480 --> 00:06:21.240]   You set an asset allocation that balances out
[00:06:21.240 --> 00:06:23.440]   the different risks and needs in your portfolio,
[00:06:23.440 --> 00:06:25.400]   and that's durable enough for any environment,
[00:06:25.400 --> 00:06:27.000]   'cause you don't know what the environment's going to be.
[00:06:27.000 --> 00:06:28.960]   So you have this mix of stocks, bonds, and cash,
[00:06:28.960 --> 00:06:30.480]   and maybe some other assets
[00:06:30.480 --> 00:06:32.160]   that you hold during any market environment.
[00:06:32.160 --> 00:06:34.840]   So the first thing is, like, get an asset allocation,
[00:06:34.840 --> 00:06:36.600]   and that should be true of both your current assets
[00:06:36.600 --> 00:06:37.560]   and then your contributions.
[00:06:37.560 --> 00:06:38.800]   So you have that in place that you can,
[00:06:38.800 --> 00:06:40.800]   and maybe cash is one of those buckets too, right?
[00:06:40.800 --> 00:06:43.240]   Cash can be it, but I think you just have to,
[00:06:43.240 --> 00:06:45.520]   have to think in that asset allocation framework.
[00:06:45.520 --> 00:06:47.200]   And if you're worried about valuations
[00:06:47.200 --> 00:06:49.920]   for large cap stocks, like, we've talked about this.
[00:06:49.920 --> 00:06:52.080]   We talked about this with Jeremy Schwartz a few weeks ago.
[00:06:52.080 --> 00:06:53.880]   There's other asset classes you can invest in
[00:06:53.880 --> 00:06:55.600]   that look much, maybe more attractive.
[00:06:55.600 --> 00:06:57.360]   Bonds have higher yields.
[00:06:57.360 --> 00:06:58.560]   International stocks, much cheaper.
[00:06:58.560 --> 00:07:00.000]   Small caps, much cheaper.
[00:07:00.000 --> 00:07:01.360]   Dividend stocks, high quality stocks,
[00:07:01.360 --> 00:07:02.440]   any of these other things.
[00:07:02.440 --> 00:07:03.640]   There's other places you can invest
[00:07:03.640 --> 00:07:05.200]   besides large cap U.S. stocks.
[00:07:05.200 --> 00:07:07.960]   You can diversify into other strategies and asset classes.
[00:07:07.960 --> 00:07:09.520]   So I think it's also worth pointing out
[00:07:09.520 --> 00:07:10.600]   that new highs in the stock market
[00:07:10.600 --> 00:07:11.560]   are nothing to be afraid of.
[00:07:11.560 --> 00:07:12.720]   John, give me a chart on here.
[00:07:12.720 --> 00:07:14.280]   They happen quite a bit.
[00:07:14.280 --> 00:07:15.880]   I used this one before from a couple weeks ago.
[00:07:15.880 --> 00:07:18.720]   This is new all-time highs in the S&P by decade.
[00:07:18.720 --> 00:07:21.000]   You can see there's some decades where it happens less,
[00:07:21.000 --> 00:07:22.760]   like the '70s and 2000s, but most decades,
[00:07:22.760 --> 00:07:23.920]   like, you're gonna have to get used to it.
[00:07:23.920 --> 00:07:26.480]   I think it's 8% of the time since 1950
[00:07:26.480 --> 00:07:27.480]   we're hitting a new all-time high.
[00:07:27.480 --> 00:07:31.920]   So, you know, roughly one out of every 12 or 13 trading days.
[00:07:31.920 --> 00:07:33.280]   Sure, some of these all-time highs
[00:07:33.280 --> 00:07:34.920]   are going to lead to a peak and then a crash
[00:07:34.920 --> 00:07:36.600]   or a bear market, but most of them
[00:07:36.600 --> 00:07:38.400]   simply lead to more all-time highs.
[00:07:38.400 --> 00:07:41.040]   The other big piece is obviously defining your goals
[00:07:41.040 --> 00:07:41.880]   in the first place.
[00:07:41.880 --> 00:07:43.560]   What are you investing this cash for?
[00:07:43.560 --> 00:07:45.160]   The 401(k) is obviously for retirement.
[00:07:45.160 --> 00:07:47.280]   The 529 is for your kid's college plans.
[00:07:47.280 --> 00:07:49.280]   Like, I think most people look at their investments
[00:07:49.280 --> 00:07:50.520]   in their portfolio and think,
[00:07:50.520 --> 00:07:52.640]   "My goal is to get a good return," right?
[00:07:52.640 --> 00:07:54.800]   But like, the goal of investing is not alpha
[00:07:54.800 --> 00:07:57.280]   or outperformance or a good sharp ratio or whatever.
[00:07:57.280 --> 00:07:59.200]   It's like retirement or a trip to Hawaii
[00:07:59.200 --> 00:08:01.880]   or a second home or renovations or beach house
[00:08:01.880 --> 00:08:04.960]   or whatever it is, healthcare needs, rainy day.
[00:08:04.960 --> 00:08:08.200]   So I think you have to kind of attach a goal to this
[00:08:08.200 --> 00:08:11.400]   and define what you're trying to get out of the future
[00:08:11.400 --> 00:08:12.280]   in the first place.
[00:08:12.280 --> 00:08:14.160]   And I think another way of thinking about this,
[00:08:14.160 --> 00:08:15.800]   we've talked about mental accounting before.
[00:08:15.800 --> 00:08:18.680]   Remember we used the Dustin Hoffman example before.
[00:08:18.680 --> 00:08:20.680]   I think you can, even though it's one big pile of money,
[00:08:20.680 --> 00:08:22.880]   you can separate it out by buckets, right?
[00:08:22.880 --> 00:08:24.280]   And you can have a long-term bucket,
[00:08:24.280 --> 00:08:26.080]   which is stocks and retirement funds.
[00:08:26.080 --> 00:08:28.240]   And then you can have an intermediate-term bucket
[00:08:28.240 --> 00:08:30.320]   that maybe is more income-producing assets,
[00:08:30.320 --> 00:08:32.200]   and then maybe a short-term bucket that includes cash.
[00:08:32.200 --> 00:08:33.080]   But I think if you have a cash,
[00:08:33.080 --> 00:08:34.660]   the way that I think about it is,
[00:08:34.660 --> 00:08:36.800]   you can have a percentage of cash over your portfolio,
[00:08:36.800 --> 00:08:37.640]   or you can have a level.
[00:08:37.640 --> 00:08:41.240]   And for me, my short-term savings, I have a level of cash.
[00:08:41.240 --> 00:08:44.560]   And once my cash exceeds that level,
[00:08:44.560 --> 00:08:45.700]   I immediately sweep it out
[00:08:45.700 --> 00:08:46.880]   and put it into my investment accounts.
[00:08:46.880 --> 00:08:48.100]   And I think that's what you can do too,
[00:08:48.100 --> 00:08:49.320]   is put a ceiling on it.
[00:08:49.320 --> 00:08:52.180]   And so have your rainy day fund in cash,
[00:08:52.180 --> 00:08:54.480]   but then anything over and above a certain level,
[00:08:54.480 --> 00:08:57.760]   sweep into your investment accounts and put it to work.
[00:08:57.760 --> 00:09:00.720]   So of course, that's like the spreadsheet part of it.
[00:09:00.720 --> 00:09:04.680]   That's easy on paper, hard to do in reality.
[00:09:04.680 --> 00:09:06.600]   So the hard part is implementation.
[00:09:06.600 --> 00:09:07.600]   So that's why I think you just have to,
[00:09:07.600 --> 00:09:09.480]   for most people, it's just automating.
[00:09:09.480 --> 00:09:11.440]   Automate your contributions, automate your asset allocation,
[00:09:11.440 --> 00:09:13.760]   automate your rebalancing, put it on the schedule,
[00:09:13.760 --> 00:09:15.360]   and then just stop looking at your portfolio
[00:09:15.360 --> 00:09:16.400]   so much into thinking about it.
[00:09:16.400 --> 00:09:17.840]   Like, what about valuations?
[00:09:17.840 --> 00:09:20.620]   Like, have an asset allocation, make it automatic,
[00:09:20.620 --> 00:09:21.560]   and just, that's it.
[00:09:21.560 --> 00:09:22.960]   I think that's the best way to avoid mistakes
[00:09:22.960 --> 00:09:24.240]   in your portfolio, is just like,
[00:09:24.240 --> 00:09:25.360]   make good decisions ahead of time
[00:09:25.360 --> 00:09:26.960]   and get out of your own way.
[00:09:26.960 --> 00:09:29.240]   'Cause obviously, those psychological barriers,
[00:09:29.240 --> 00:09:30.240]   otherwise you're always gonna be
[00:09:30.240 --> 00:09:33.000]   second-guessing yourself and your moves.
[00:09:33.000 --> 00:09:34.800]   - Yeah, that sounds like good advice.
[00:09:34.800 --> 00:09:38.560]   - But this is something that I constantly hear from people.
[00:09:38.560 --> 00:09:40.800]   There was people who got out in 2008 or 2009
[00:09:40.800 --> 00:09:43.660]   and they just could not force themselves to get back in.
[00:09:43.660 --> 00:09:46.200]   And you'd hear from 'em seven or eight years later
[00:09:46.200 --> 00:09:47.440]   after there's a bull market, and then they go,
[00:09:47.440 --> 00:09:48.540]   what do I do now?
[00:09:48.540 --> 00:09:50.640]   And that's a really tough position to be in.
[00:09:50.640 --> 00:09:52.040]   - Yeah, it's like what you and Michael
[00:09:52.040 --> 00:09:53.840]   were talking about on Animal Spirits,
[00:09:53.840 --> 00:09:56.680]   being overly optimistic versus pessimistic.
[00:09:56.680 --> 00:09:59.200]   And you were taking the side of saying
[00:09:59.200 --> 00:10:01.440]   you'd rather be overly optimistic.
[00:10:01.440 --> 00:10:02.400]   'Cause yeah, I mean, this sounds like
[00:10:02.400 --> 00:10:04.880]   a tough situation to be in.
[00:10:04.880 --> 00:10:06.880]   When you're scared to actually do
[00:10:06.880 --> 00:10:08.680]   what you really kind of need to do.
[00:10:08.680 --> 00:10:10.800]   - But also, being optimistic long-term is good,
[00:10:10.800 --> 00:10:12.720]   but also build into your plan the fact that,
[00:10:12.720 --> 00:10:15.080]   yes, there's gonna be short-term setbacks as well,
[00:10:15.080 --> 00:10:16.520]   but don't build your whole plan
[00:10:16.520 --> 00:10:18.240]   on waiting for those setbacks to happen all the time,
[00:10:18.240 --> 00:10:21.560]   'cause that's really, really a tough stance to take.
[00:10:21.560 --> 00:10:24.080]   I'm only going to invest when the market crashes,
[00:10:24.080 --> 00:10:26.720]   because you constantly end up in a fetal position that way,
[00:10:26.720 --> 00:10:28.400]   and waiting for things to get worse and worse,
[00:10:28.400 --> 00:10:30.000]   and then you just never invest.
[00:10:30.000 --> 00:10:31.680]   - Yeah, I mean, I guess being a dreamer,
[00:10:31.680 --> 00:10:34.060]   we never run out of baked beans.
[00:10:34.060 --> 00:10:35.440]   - This is true, in bullets.
[00:10:35.440 --> 00:10:36.280]   All right, next question.
[00:10:36.280 --> 00:10:38.080]   - Okay, that question was from Josh, by the way.
[00:10:38.080 --> 00:10:41.920]   Up next, we have a question from Shale.
[00:10:41.920 --> 00:10:44.000]   I'm probably mispronouncing that.
[00:10:44.000 --> 00:10:46.400]   "At a basic level, I understand the inverse relationship
[00:10:46.400 --> 00:10:48.380]   "between bond yields and prices,
[00:10:48.380 --> 00:10:49.480]   "but I can't wrap my head around
[00:10:49.480 --> 00:10:51.360]   "how this works with bond ETFs.
[00:10:51.360 --> 00:10:53.040]   "If prices go down on the ETF,
[00:10:53.040 --> 00:10:54.820]   "shouldn't the yield increase to compensate
[00:10:54.820 --> 00:10:56.600]   "so quarterly dividends are higher?
[00:10:56.600 --> 00:10:58.720]   "What am I misunderstanding?"
[00:10:58.720 --> 00:10:59.560]   - Fair question.
[00:10:59.560 --> 00:11:00.520]   I know it can seem confusing,
[00:11:00.520 --> 00:11:03.840]   because many bond funds have a relatively static maturity
[00:11:03.840 --> 00:11:05.200]   or target duration,
[00:11:05.200 --> 00:11:07.140]   but just remember a bond ETF or mutual fund
[00:11:07.140 --> 00:11:10.240]   is just a portfolio of individual bond securities.
[00:11:10.240 --> 00:11:11.840]   It's the same thing in many ways
[00:11:11.840 --> 00:11:13.420]   as holding an individual bond.
[00:11:13.420 --> 00:11:14.940]   There just might be some more buying and selling
[00:11:14.940 --> 00:11:17.180]   as opposed to holding all the bonds to maturity.
[00:11:17.180 --> 00:11:20.240]   So yes, as interest rates rise, prices go down,
[00:11:20.240 --> 00:11:22.320]   which is bad for returns in the short run,
[00:11:22.320 --> 00:11:24.400]   but now those higher rates translate
[00:11:24.400 --> 00:11:26.000]   into higher bond yields,
[00:11:26.000 --> 00:11:27.280]   making future returns more attractive.
[00:11:27.280 --> 00:11:29.540]   So iShares was actually nice enough to provide us
[00:11:29.540 --> 00:11:32.180]   with a historical look over the last 10 years
[00:11:32.180 --> 00:11:34.400]   at their US aggregate bond ETF, the AG.
[00:11:34.400 --> 00:11:37.760]   This is like a simple total bond fund.
[00:11:37.760 --> 00:11:39.300]   So John, throw up the chart here.
[00:11:39.300 --> 00:11:42.480]   This is the average yield to maturity in the AG
[00:11:42.480 --> 00:11:43.320]   going back 10 years.
[00:11:43.320 --> 00:11:45.240]   You can see rates were pretty skippy there for a while,
[00:11:45.240 --> 00:11:46.080]   obviously.
[00:11:46.080 --> 00:11:47.240]   You got close to 4% in 2018,
[00:11:47.240 --> 00:11:48.920]   and then of course right back down.
[00:11:48.920 --> 00:11:49.980]   Then the pandemic hit,
[00:11:49.980 --> 00:11:53.120]   and we got all the way down to 1% by the end of 2020,
[00:11:53.120 --> 00:11:57.640]   which was just all risks, no reward, more or less.
[00:11:57.640 --> 00:11:59.360]   And now that yields have risen,
[00:11:59.360 --> 00:12:00.380]   by the end of October,
[00:12:00.380 --> 00:12:03.640]   the average yield of maturity on the AG is more than 5.6%,
[00:12:03.640 --> 00:12:04.840]   which is great, right?
[00:12:04.840 --> 00:12:06.880]   But you've had to endure some losses to get there.
[00:12:06.880 --> 00:12:08.800]   So John, show the next, throw the next one on.
[00:12:08.800 --> 00:12:11.280]   This is the AG over the last three or four years
[00:12:11.280 --> 00:12:13.360]   from the, we're in like a three-year bear market.
[00:12:13.360 --> 00:12:15.880]   It's down 13%, which stings,
[00:12:15.880 --> 00:12:18.560]   but now you've got a yield north of 5%,
[00:12:18.560 --> 00:12:20.540]   closing in on 6% to compensate you.
[00:12:20.540 --> 00:12:22.300]   So you're just in a much better position
[00:12:22.300 --> 00:12:24.640]   regardless of where rates go from here.
[00:12:24.640 --> 00:12:27.320]   So you had to endure some short-term pain
[00:12:27.320 --> 00:12:28.260]   of yields going up,
[00:12:28.260 --> 00:12:30.320]   but now your yields are higher,
[00:12:30.320 --> 00:12:33.480]   and your future expected returns are much better.
[00:12:33.480 --> 00:12:36.240]   So it stings to have those losses,
[00:12:36.240 --> 00:12:38.840]   but bond investors are in a pretty good place these days
[00:12:38.840 --> 00:12:39.680]   as far as yields go,
[00:12:39.680 --> 00:12:41.880]   especially compared to the last 15 years or so.
[00:12:41.880 --> 00:12:45.240]   - And now, I don't want to put words in your mouth,
[00:12:45.240 --> 00:12:48.360]   but you did say on yesterday's Animal Spirits
[00:12:48.360 --> 00:12:52.880]   that you think there's a 100% chance of a rate cut in 2024.
[00:12:52.880 --> 00:12:54.440]   Is that what you said?
[00:12:54.440 --> 00:12:55.260]   - What?
[00:12:55.260 --> 00:12:57.200]   I would never say, I wouldn't.
[00:12:57.200 --> 00:12:58.640]   Probabilities is the next question.
[00:12:58.640 --> 00:12:59.640]   We're gonna talk about
[00:12:59.640 --> 00:13:01.840]   how you never say 100% for anything, Duncan.
[00:13:01.840 --> 00:13:03.120]   I just said, I think there's going,
[00:13:03.120 --> 00:13:03.960]   all right.
[00:13:03.960 --> 00:13:05.920]   - That's right, you Grand Rapids hedge.
[00:13:05.920 --> 00:13:07.160]   - Good segue into the next question
[00:13:07.160 --> 00:13:10.800]   because I think you never go 0% or 100% for anything.
[00:13:10.800 --> 00:13:11.640]   That's realistic.
[00:13:11.640 --> 00:13:12.960]   So let's do the next question.
[00:13:12.960 --> 00:13:16.800]   - Okay, up next we have a question from Dave who says,
[00:13:16.800 --> 00:13:18.600]   "I get that the future is unknowable,
[00:13:18.600 --> 00:13:20.020]   "and you're supposed to think about it
[00:13:20.020 --> 00:13:21.560]   "in terms of probabilities,
[00:13:21.560 --> 00:13:23.260]   "but how do all these economists come up
[00:13:23.260 --> 00:13:25.060]   "with their probabilities in the first place?
[00:13:25.060 --> 00:13:27.560]   "It seems like they all just say 40% as a hedge
[00:13:27.560 --> 00:13:29.040]   "so we never really know how much weight
[00:13:29.040 --> 00:13:31.280]   "to put on any outcome."
[00:13:31.280 --> 00:13:33.240]   - That's a really good question
[00:13:33.240 --> 00:13:34.560]   because like you go to the casino,
[00:13:34.560 --> 00:13:35.960]   you know what the probabilities are.
