
[00:00:00.040 --> 00:00:07.020]  oncé just over
[00:07:25.700 --> 00:07:25.700]   I'm not sure if you're listening to this.
[00:07:25.700 --> 00:07:25.700]   I'm not sure if you're listening to this.
[00:07:25.700 --> 00:07:25.700]   I'm not sure if you're listening to this.
[00:07:25.700 --> 00:07:25.700]   I'm not sure if you're listening to this.
[00:07:25.700 --> 00:07:25.700]   I'm not sure if you're listening to this.
[00:07:25.700 --> 00:07:25.700]   I'm not sure if you're listening to this.
[00:07:25.720 --> 00:07:55.720]   I'm not sure if you're listening to this.
[00:07:55.720 --> 00:07:55.720]   I'm not sure if you're listening to this.
[00:07:55.720 --> 00:07:55.720]   I'm not sure if you're listening to this.
[00:07:55.720 --> 00:07:55.720]   I'm not sure if you're listening to this.
[00:07:55.720 --> 00:07:55.720]   I'm not sure if you're listening to this.
[00:07:55.720 --> 00:07:55.720]   I'm not sure if you're listening to this.
[00:07:55.720 --> 00:07:55.720]   I'm not sure if you're listening to this.
[00:07:55.720 --> 00:07:55.720]   I'm not sure if you're listening to this.
[00:07:55.720 --> 00:07:55.720]   I'm not sure if you're listening to this.
[00:07:55.720 --> 00:07:55.720]   I'm not sure if you're listening to this.
[00:07:55.720 --> 00:07:55.720]   I'm not sure if you're listening to this.
[00:07:55.720 --> 00:07:55.720]   I'm not sure if you're listening to this.
[00:07:55.720 --> 00:07:55.720]   I'm not sure if you're listening to this.
[00:07:55.720 --> 00:07:55.720]   I'm not sure if you're listening to this.
[00:07:55.720 --> 00:07:55.720]   I'm not sure if you're listening to this.
[00:07:55.720 --> 00:07:55.720]   I'm not sure if you're listening to this.
[00:07:55.720 --> 00:08:25.740]   I'm not sure if you're listening to this.
[00:08:25.740 --> 00:08:25.740]   I'm not sure if you're listening to this.
[00:08:25.740 --> 00:08:25.740]   I'm not sure if you're listening to this.
[00:08:25.740 --> 00:08:25.740]   I'm not sure if you're listening to this.
[00:08:25.740 --> 00:08:25.740]   I'm not sure if you're listening to this.
[00:08:25.740 --> 00:08:25.740]   I'm not sure if you're listening to this.
[00:08:25.740 --> 00:08:25.740]   I'm not sure if you're listening to this.
[00:08:25.740 --> 00:08:25.740]   I'm not sure if you're listening to this.
[00:08:25.740 --> 00:08:25.740]   I'm not sure if you're listening to this.
[00:08:25.740 --> 00:08:25.740]   I'm not sure if you're listening to this.
[00:08:25.740 --> 00:08:25.740]   I'm not sure if you're listening to this.
[00:08:25.760 --> 00:08:55.760]   I'm not sure if you're listening to this.
[00:08:55.760 --> 00:08:55.760]   I'm not sure if you're listening to this.
[00:08:55.760 --> 00:08:55.760]   I'm not sure if you're listening to this.
[00:08:55.760 --> 00:08:55.760]   I'm not sure if you're listening to this.
[00:08:55.760 --> 00:08:55.760]   I'm not sure if you're listening to this.
[00:08:55.760 --> 00:08:55.760]   I'm not sure if you're listening to this.
[00:08:55.760 --> 00:08:55.760]   I'm not sure if you're listening to this.
[00:08:55.760 --> 00:08:55.760]   I'm not sure if you're listening to this.
[00:08:55.760 --> 00:08:55.760]   I'm not sure if you're listening to this.
[00:08:55.760 --> 00:08:55.760]   I'm not sure if you're listening to this.
[00:08:55.760 --> 00:08:55.760]   I'm not sure if you're listening to this.
[00:08:55.760 --> 00:08:55.760]   I'm not sure if you're listening to this.
[00:08:55.760 --> 00:08:55.760]   I'm not sure if you're listening to this.
[00:08:55.760 --> 00:08:55.760]   I'm not sure if you're listening to this.
[00:08:55.760 --> 00:08:55.760]   I'm not sure if you're listening to this.
[00:08:55.760 --> 00:08:55.760]   I'm not sure if you're listening to this.
[00:08:55.780 --> 00:09:25.780]   I'm not sure if you're listening to this.
[00:09:25.780 --> 00:09:25.780]   I'm not sure if you're listening to this.
[00:09:25.780 --> 00:09:25.780]   I'm not sure if you're listening to this.
[00:09:25.780 --> 00:09:25.780]   I'm not sure if you're listening to this.
[00:09:25.780 --> 00:09:25.780]   I'm not sure if you're listening to this.
[00:09:25.780 --> 00:09:25.780]   I'm not sure if you're listening to this.
[00:09:25.780 --> 00:09:25.780]   I'm not sure if you're listening to this.
[00:09:25.780 --> 00:09:25.780]   I'm not sure if you're listening to this.
[00:09:25.780 --> 00:09:25.780]   I'm not sure if you're listening to this.
[00:09:25.780 --> 00:09:25.780]   I'm not sure if you're listening to this.
[00:09:25.780 --> 00:09:25.780]   I'm not sure if you're listening to this.
[00:09:25.780 --> 00:09:25.780]   I'm not sure if you're listening to this.
[00:09:25.800 --> 00:09:55.800]  ,
[00:09:55.800 --> 00:09:55.800]   I'm not sure if you're listening to this.
[00:09:55.800 --> 00:09:55.800]   I'm not sure if you're listening to this.
[00:09:55.800 --> 00:09:55.800]   I'm not sure if you're listening to this.
[00:09:55.800 --> 00:09:55.800]   I'm not sure if you're listening to this.
[00:09:55.800 --> 00:09:55.800]   I'm not sure if you're listening to this.
[00:09:55.800 --> 00:09:55.800]   I'm not sure if you're listening to this.
[00:09:55.800 --> 00:09:55.800]   I'm not sure if you're listening to this.
[00:09:55.800 --> 00:09:55.800]   I'm not sure if you're listening to this.
[00:09:55.800 --> 00:09:55.800]   I'm not sure if you're listening to this.
[00:09:55.800 --> 00:09:55.800]   I'm not sure if you're listening to this.
[00:09:55.800 --> 00:09:55.800]   I'm not sure if you're listening to this.
[00:09:55.800 --> 00:09:55.800]   I'm not sure if you're listening to this. I'm not sure if you're listening to this.
[00:09:55.820 --> 00:10:25.820]   I'm not sure if you're listening to this.
[00:10:25.820 --> 00:10:25.820]   I'm not sure if you're listening to this.
[00:10:25.820 --> 00:10:25.820]   I'm not sure if you're listening to this.
[00:10:25.820 --> 00:10:25.820]   I'm not sure if you're listening to this.
[00:10:25.820 --> 00:10:25.820]   I'm not sure if you're listening to this.
[00:10:25.820 --> 00:10:25.820]   I'm not sure if you're listening to this.
[00:10:25.820 --> 00:10:25.820]   I'm not sure if you're listening to this.
[00:10:25.820 --> 00:10:25.820]   I'm not sure if you're listening to this.
[00:10:25.820 --> 00:10:25.820]   I'm not sure if you're listening to this.
[00:10:25.820 --> 00:10:25.820]   I'm not sure if you're listening to this.
[00:10:25.820 --> 00:10:25.820]   I'm not sure if you're listening to this.
[00:10:25.820 --> 00:10:25.820]   I'm not sure if you're listening to this.
[00:10:25.820 --> 00:10:25.820]   I'm not sure if you're listening to this. I'm not sure if you're listening to this.
[00:10:25.840 --> 00:10:55.840]   I'm not sure if you're listening to this.
[00:10:55.840 --> 00:10:55.840]   I'm not sure if you're listening to this.
[00:10:55.840 --> 00:10:55.840]   I'm not sure if you're listening to this.
[00:10:55.840 --> 00:10:55.840]   I'm not sure if you're listening to this.
[00:10:55.840 --> 00:10:55.840]   I'm not sure if you're listening to this.
[00:10:55.840 --> 00:10:55.840]   I'm not sure if you're listening to this.
[00:10:55.840 --> 00:10:55.840]   I'm not sure if you're listening to this.
[00:10:55.840 --> 00:10:55.840]   I'm not sure if you're listening to this.
[00:10:55.840 --> 00:10:55.840]   I'm not sure if you're listening to this.
[00:10:55.840 --> 00:10:55.840]   I'm not sure if you're listening to this.
[00:10:55.840 --> 00:10:55.840]   I'm not sure if you're listening to this.
[00:10:55.840 --> 00:10:55.840]   I'm not sure if you're listening to this.
[00:10:55.840 --> 00:10:55.840]   I'm not sure if you're listening to this.
[00:10:55.860 --> 00:11:25.860]   I'm not sure if you're listening to this.
[00:11:25.860 --> 00:11:25.860]   I'm not sure if you're listening to this.
[00:11:25.860 --> 00:11:25.860]   I'm not sure if you're listening to this.
[00:11:25.860 --> 00:11:25.860]   I'm not sure if you're listening to this.
[00:11:25.860 --> 00:11:25.860]   I'm not sure if you're listening to this.
[00:11:25.860 --> 00:11:25.860]   I'm not sure if you're listening to this.
[00:11:25.860 --> 00:11:25.860]   I'm not sure if you're listening to this.
[00:11:25.860 --> 00:11:25.860]   I'm not sure if you're listening to this.
[00:11:25.860 --> 00:11:25.860]   I'm not sure if you're listening to this.
[00:11:25.860 --> 00:11:25.860]   I'm not sure if you're listening to this.
[00:11:25.860 --> 00:11:25.860]   I'm not sure if you're listening to this.
[00:11:25.860 --> 00:11:25.860]   I'm not sure if you're listening to this.
[00:11:25.860 --> 00:11:55.880]   I'm not sure if you're listening to this.
[00:11:55.880 --> 00:11:55.880]   I'm not sure if you're listening to this.
[00:11:55.880 --> 00:11:55.880]   I'm not sure if you're listening to this.
[00:11:55.880 --> 00:11:55.880]   I'm not sure if you're listening to this.
[00:11:55.880 --> 00:11:55.880]   I'm not sure if you're listening to this.
[00:11:55.880 --> 00:11:55.880]   I'm not sure if you're listening to this.
[00:11:55.880 --> 00:11:55.880]   I'm not sure if you're listening to this.
[00:11:55.880 --> 00:11:55.880]   I'm not sure if you're listening to this.
[00:11:55.880 --> 00:11:55.880]   I'm not sure if you're listening to this.
[00:11:55.880 --> 00:11:55.880]   I'm not sure if you're listening to this.
[00:11:55.880 --> 00:11:55.880]   I'm not sure if you're listening to this.
[00:11:55.880 --> 00:11:55.880]   I'm not sure if you're listening to this.
[00:11:55.900 --> 00:12:25.900]   I'm not sure if you're listening to this.
[00:12:25.900 --> 00:12:25.900]   I'm not sure if you're listening to this.
[00:12:25.900 --> 00:12:25.900]   I'm not sure if you're listening to this.
[00:12:25.900 --> 00:12:25.900]   I'm not sure if you're listening to this.
[00:12:25.900 --> 00:12:25.900]   I'm not sure if you're listening to this.
[00:12:25.900 --> 00:12:25.900]   I'm not sure if you're listening to this.
[00:12:25.900 --> 00:12:25.900]   I'm not sure if you're listening to this.
[00:12:25.900 --> 00:12:25.900]   I'm not sure if you're listening to this.
[00:12:25.900 --> 00:12:25.900]   I'm not sure if you're listening to this.
[00:12:25.900 --> 00:12:25.900]   I'm not sure if you're listening to this.
[00:12:25.900 --> 00:12:25.900]   I'm not sure if you're listening to this.
[00:12:25.900 --> 00:12:25.900]   I'm not sure if you're listening to this.
[00:12:25.900 --> 00:12:25.900]   I'm not sure if you're listening to this.
[00:12:25.900 --> 00:12:25.900]   I'm not sure if you're listening to this.
[00:12:25.900 --> 00:12:25.900]   I'm not sure if you're listening to this.
[00:12:25.900 --> 00:12:25.900]   I'm not sure if you're listening to this.
[00:12:25.920 --> 00:12:55.920]   I'm not sure if you're listening to this.
[00:12:55.920 --> 00:12:55.920]   I'm not sure if you're listening to this.
[00:12:55.920 --> 00:12:55.920]   I'm not sure if you're listening to this.
[00:12:55.920 --> 00:12:55.920]   I'm not sure if you're listening to this.
[00:12:55.920 --> 00:12:55.920]   I'm not sure if you're listening to this.
[00:12:55.920 --> 00:12:55.920]   I'm not sure if you're listening to this.
[00:12:55.920 --> 00:12:55.920]   I'm not sure if you're listening to this.
[00:12:55.920 --> 00:12:55.920]   I'm not sure if you're listening to this.
[00:12:55.920 --> 00:12:55.920]   I'm not sure if you're listening to this.
[00:12:55.920 --> 00:12:55.920]   I'm not sure if you're listening to this.
[00:12:55.920 --> 00:12:55.920]   I'm not sure if you're listening to this.
[00:12:55.920 --> 00:12:55.920]   I'm not sure if you're listening to this.
[00:12:55.960 --> 00:13:25.940]   I'm not sure if you're listening to this.
[00:13:25.940 --> 00:13:25.940]   I'm not sure if you're listening to this.
[00:13:25.940 --> 00:13:25.940]   I'm not sure if you're listening to this.
[00:13:25.940 --> 00:13:25.940]   I'm not sure if you're listening to this.
[00:13:25.940 --> 00:13:25.940]   I'm not sure if you're listening to this.
[00:13:25.940 --> 00:13:25.940]   I'm not sure if you're listening to this.
[00:13:25.940 --> 00:13:25.940]   I'm not sure if you're listening to this.
[00:13:25.940 --> 00:13:25.940]   I'm not sure if you're listening to this.
[00:13:25.940 --> 00:13:25.940]   I'm not sure if you're listening to this.
[00:13:25.940 --> 00:13:25.940]   I'm not sure if you're listening to this.
[00:13:25.940 --> 00:13:25.940]   I'm not sure if you're listening to this.
[00:13:25.940 --> 00:13:25.940]   I'm not sure if you're listening to this.
[00:13:25.940 --> 00:13:25.940]   I'm not sure if you're listening to this.
[00:13:25.940 --> 00:13:25.940]   I'm not sure if you're listening to this. I'm not sure if you're listening to this.
[00:13:25.960 --> 00:13:55.960]   I'm not sure if you're listening to this.
[00:13:55.960 --> 00:13:55.960]   I'm not sure if you're listening to this.
[00:13:55.960 --> 00:13:55.960]   I'm not sure if you're listening to this.
[00:13:55.960 --> 00:13:55.960]   I'm not sure if you're listening to this.
[00:13:55.960 --> 00:13:55.960]   I'm not sure if you're listening to this.
[00:13:55.960 --> 00:13:55.960]   I'm not sure if you're listening to this.
[00:13:55.960 --> 00:13:55.960]   I'm not sure if you're listening to this.
[00:13:55.960 --> 00:13:55.960]   I'm not sure if you're listening to this.
[00:13:55.960 --> 00:13:55.960]   I'm not sure if you're listening to this.
[00:13:55.960 --> 00:13:55.960]   I'm not sure if you're listening to this.
[00:13:55.960 --> 00:13:55.960]   I'm not sure if you're listening to this.
[00:13:55.960 --> 00:13:55.960]   I'm not sure if you're listening to this.
[00:13:55.960 --> 00:13:55.960]   I'm not sure if you're listening to this.
[00:13:55.960 --> 00:13:55.960]   I'm not sure if you're listening to this.
[00:13:55.960 --> 00:13:55.960]   I'm not sure if you're listening to this.
[00:13:55.960 --> 00:13:55.960]   I'm not sure if you're listening to this.
[00:13:55.960 --> 00:14:25.980]   I'm not sure if you're listening to this.
[00:14:25.980 --> 00:14:25.980]   I'm not sure if you're listening to this.
[00:14:25.980 --> 00:14:25.980]   I'm not sure if you're listening to this.
[00:14:25.980 --> 00:14:25.980]   I'm not sure if you're listening to this.
[00:14:25.980 --> 00:14:25.980]   I'm not sure if you're listening to this.
[00:14:25.980 --> 00:14:25.980]   I'm not sure if you're listening to this.
[00:14:25.980 --> 00:14:25.980]   I'm not sure if you're listening to this.
[00:14:25.980 --> 00:14:25.980]   I'm not sure if you're listening to this.
[00:14:25.980 --> 00:14:25.980]   I'm not sure if you're listening to this.
[00:14:25.980 --> 00:14:25.980]   I'm not sure if you're listening to this.
[00:14:26.000 --> 00:14:56.000]   I'm not sure if you're listening to this.
[00:14:56.000 --> 00:14:56.000]   I'm not sure if you're listening to this.
[00:14:56.000 --> 00:14:56.000]   I'm not sure if you're listening to this.
[00:14:56.000 --> 00:14:56.000]   I'm not sure if you're listening to this.
[00:14:56.000 --> 00:14:56.000]   I'm not sure if you're listening to this.
[00:14:56.000 --> 00:14:56.000]   I'm not sure if you're listening to this.
[00:14:56.000 --> 00:14:56.000]   I'm not sure if you're listening to this.
[00:14:56.000 --> 00:14:56.000]   I'm not sure if you're listening to this.
[00:14:56.000 --> 00:14:56.000]   I'm not sure if you're listening to this.
[00:14:56.000 --> 00:14:56.000]   I'm not sure if you're listening to this.
[00:14:56.000 --> 00:14:56.000]   I'm not sure if you're listening to this.
[00:14:56.000 --> 00:14:56.000]   I'm not sure if you're listening to this.
[00:14:56.000 --> 00:14:56.000]   I'm not sure if you're listening to this.
[00:14:56.000 --> 00:14:56.000]   I'm not sure if you're listening to this.
[00:14:56.000 --> 00:14:56.000]   I'm not sure if you're listening to this.
[00:14:56.000 --> 00:14:56.000]   I'm not sure if you're listening to this.
[00:14:56.000 --> 00:15:26.020]   I'm not sure if you're listening to this.
[00:15:26.020 --> 00:15:26.020]   I'm not sure if you're listening to this.
[00:15:26.020 --> 00:15:26.020]   I'm not sure if you're listening to this.
[00:15:26.020 --> 00:15:26.020]   I'm not sure if you're listening to this.
[00:15:26.020 --> 00:15:26.020]   I'm not sure if you're listening to this.
[00:15:26.020 --> 00:15:26.020]   I'm not sure if you're listening to this.
[00:15:26.020 --> 00:15:26.020]   I'm not sure if you're listening to this.
[00:15:26.020 --> 00:15:26.020]   I'm not sure if you're listening to this.
[00:15:26.020 --> 00:15:26.020]   I'm not sure if you're listening to this.
[00:15:26.020 --> 00:15:26.020]   I'm not sure if you're listening to this.
[00:15:26.020 --> 00:15:26.020]   I'm not sure if you're listening to this.
[00:15:26.040 --> 00:15:56.040]   I'm not sure if you're listening to this.
[00:15:56.040 --> 00:15:56.040]   I'm not sure if you're listening to this.
[00:15:56.040 --> 00:15:56.040]   I'm not sure if you're listening to this.
[00:15:56.040 --> 00:15:56.040]   I'm not sure if you're listening to this.
[00:15:56.040 --> 00:15:56.040]   I'm not sure if you're listening to this.
[00:15:56.040 --> 00:15:56.040]   I'm not sure if you're listening to this.
[00:15:56.040 --> 00:15:56.040]   I'm not sure if you're listening to this.
[00:15:56.040 --> 00:15:56.040]   I'm not sure if you're listening to this.
[00:15:56.040 --> 00:15:56.040]   I'm not sure if you're listening to this.
[00:15:56.040 --> 00:15:56.040]   I'm not sure if you're listening to this.
[00:15:56.040 --> 00:15:56.040]   I'm not sure if you're listening to this.
[00:15:56.040 --> 00:15:56.040]   I'm not sure if you're listening to this.
[00:15:56.040 --> 00:15:56.040]   I'm not sure if you're listening to this.
[00:15:56.040 --> 00:15:56.040]   I'm not sure if you're listening to this.
[00:15:56.040 --> 00:15:56.040]   I'm not sure if you're listening to this.
[00:15:56.040 --> 00:15:56.040]   I'm not sure if you're listening to this.
[00:15:56.080 --> 00:16:26.060]   I'm not sure if you're listening to this.
[00:16:26.060 --> 00:16:26.060]   I'm not sure if you're listening to this.
[00:16:26.060 --> 00:16:26.060]   I'm not sure if you're listening to this.
[00:16:26.060 --> 00:16:26.060]   I'm not sure if you're listening to this.
[00:16:26.060 --> 00:16:26.060]   I'm not sure if you're listening to this.
[00:16:26.060 --> 00:16:26.060]   I'm not sure if you're listening to this.
[00:16:26.060 --> 00:16:26.060]   I'm not sure if you're listening to this.
[00:16:26.060 --> 00:16:26.060]   I'm not sure if you're listening to this.
[00:16:26.080 --> 00:16:56.080]   I'm not sure if you're listening to this.
[00:16:56.080 --> 00:16:56.080]   I'm not sure if you're listening to this.
[00:16:56.080 --> 00:16:56.080]   I'm not sure if you're listening to this.
[00:16:56.080 --> 00:16:56.080]   I'm not sure if you're listening to this.
[00:16:56.080 --> 00:16:56.080]   I'm not sure if you're listening to this.
[00:16:56.080 --> 00:16:56.080]   I'm not sure if you're listening to this.
[00:16:56.080 --> 00:16:56.080]   I'm not sure if you're listening to this.
