
[00:00:00.000 --> 00:00:01.880]   Hello, everybody.
[00:05:51.560 --> 00:05:56.560]   of a place like a private institution where you might have to assume a lot of student
[00:05:56.560 --> 00:05:57.880]   debt in order to graduate.
[00:05:57.880 --> 00:06:03.080]   It makes sense to try and find lucrative, stable job opportunities on the other end.
[00:06:03.080 --> 00:06:05.480]   Thankfully, my parents helped out with college.
[00:06:05.480 --> 00:06:11.000]   I paid for a portion of it myself but didn't graduate with any debt or loans.
[00:06:11.000 --> 00:06:15.040]   That's probably what allowed me to have a little bit more of a meandering career.
[00:06:15.040 --> 00:06:16.040]   Right.
[00:06:16.040 --> 00:06:17.280]   That's the one thing.
[00:06:17.280 --> 00:06:23.640]   I'm sure you remember your college application essays about creative writing, poetry, just
[00:06:23.640 --> 00:06:26.240]   the creatives, humanities, and stuff like that.
[00:06:26.240 --> 00:06:34.000]   It seems like about 60% of the graduates from Penn go on to tech, consulting, finance.
[00:06:34.000 --> 00:06:41.520]   I always wonder what happened to the idealism of youth because it seemed like it was crushed
[00:06:41.520 --> 00:06:45.240]   by the necessity of making money after college.
[00:06:45.240 --> 00:06:50.440]   I like your story because you ended up pursuing what you wanted to do since high school at
[00:06:50.440 --> 00:06:53.920]   least, poetry and writing.
[00:06:53.920 --> 00:06:55.400]   You did go to IDEO.
[00:06:55.400 --> 00:06:58.520]   Is that a tech company or a design company?
[00:06:58.520 --> 00:07:01.720]   It's a design agency.
[00:07:01.720 --> 00:07:04.040]   Its specialty is this thing called design thinking.
[00:07:04.040 --> 00:07:09.840]   Essentially, it's a creative consultancy that helps create brands, helps create new products.
[00:07:09.840 --> 00:07:16.000]   It really made a name for itself in the early days with designing the first Apple mouse.
[00:07:16.000 --> 00:07:19.880]   It's a product design shop based in Silicon Valley.
[00:07:19.880 --> 00:07:22.800]   Now, it's a global consultancy.
[00:07:22.800 --> 00:07:26.120]   There's nine offices around the world.
[00:07:26.120 --> 00:07:29.400]   It's fun, but it's also corporate.
[00:07:29.400 --> 00:07:32.920]   It's a job where you're doing project-based work for clients.
[00:07:32.920 --> 00:07:34.320]   I really enjoyed it there.
[00:07:34.320 --> 00:07:40.120]   I think a lot of times people will look at the title of my book, The Good Enough Job,
[00:07:40.120 --> 00:07:47.400]   and think it's this slacker manifesto or this way for people to askew the traditional paths
[00:07:47.400 --> 00:07:53.400]   in favor of something that is more creative or aligned with your values.
[00:07:53.400 --> 00:07:58.560]   I think there's actually a lot of value in working for a bigger company, especially early
[00:07:58.560 --> 00:08:02.840]   in your career where you can learn skills and get mentorship.
[00:08:02.840 --> 00:08:05.160]   Some people do what they love for work.
[00:08:05.160 --> 00:08:09.400]   Like me in this situation, I did what I had to do for work so that I could pursue the
[00:08:09.400 --> 00:08:10.960]   book on the side.
[00:08:10.960 --> 00:08:17.440]   How did you decide to become a freelance writer and quit or leave your corporate job?
[00:08:17.440 --> 00:08:19.440]   Also, how did the book deal come about?
[00:08:19.440 --> 00:08:22.800]   Yeah, I mean, they go hand in hand.
[00:08:22.800 --> 00:08:27.720]   I started writing the book in 2019 before the pandemic.
[00:08:27.720 --> 00:08:29.240]   I was still working full-time.
[00:08:29.240 --> 00:08:34.960]   I ended up working at IDEO through 2022, so I finished the manuscript while I still had
[00:08:34.960 --> 00:08:35.960]   a full-time job.
[00:08:35.960 --> 00:08:40.720]   There's a certain tension there where I'm writing this book about the culture of overwork
[00:08:40.720 --> 00:08:44.680]   in America, and I did the lion's share of it while also working a job.
[00:08:44.680 --> 00:08:49.760]   I took a book leave during my time at IDEO for four months to just focus on the book.
[00:08:49.760 --> 00:08:56.080]   And then it wasn't until, I guess, the fall of last year, the fall of 2022, when I decided
[00:08:56.080 --> 00:09:02.600]   that, "Okay, I think I've amassed enough career capital and skills that I can work for myself,
[00:09:02.600 --> 00:09:06.840]   and I'll give this solopreneurship thing a try."
[00:09:06.840 --> 00:09:09.520]   But to be clear, I am a writer.
[00:09:09.520 --> 00:09:12.160]   I write freelance articles.
[00:09:12.160 --> 00:09:17.640]   I have been working on this book and hope to write another one, but I also have other
[00:09:17.640 --> 00:09:23.480]   gigs in my portfolio career that are more about economic stability.
[00:09:23.480 --> 00:09:28.360]   And so even when I left my job in the fall, I took on a four-month consulting project
[00:09:28.360 --> 00:09:29.760]   that was a few days a week.
[00:09:29.760 --> 00:09:38.160]   And I think in some ways I like that balance of having a set of different things that all
[00:09:38.160 --> 00:09:43.960]   mount up to my income, and it allows me to pursue different interests and balance some
[00:09:43.960 --> 00:09:49.400]   of the inherent risk in being a full-time writer with some of the economic stability
[00:09:49.400 --> 00:09:51.520]   of more paid corporate work.
[00:09:51.520 --> 00:09:52.520]   Right.
[00:09:52.520 --> 00:10:00.600]   It is one of those greatest challenges, leaving that corporate day job behind, the 401(k),
[00:10:00.600 --> 00:10:02.480]   the healthcare benefits.
[00:10:02.480 --> 00:10:03.880]   Are you a freelancer now?
[00:10:03.880 --> 00:10:06.120]   Yeah, I'm a freelancer.
[00:10:06.120 --> 00:10:10.080]   I recently started my own LLC.
[00:10:10.080 --> 00:10:17.880]   And I think I'm cautious to give prescriptive advice about this is a path that everyone
[00:10:17.880 --> 00:10:18.880]   should pursue.
[00:10:18.880 --> 00:10:20.600]   I think it's definitely not.
[00:10:20.600 --> 00:10:24.640]   There's a lot of uncertainty and risk associated with it.
[00:10:24.640 --> 00:10:30.880]   One of the things that I found is that even after leaving the grind of corporate work,
[00:10:30.880 --> 00:10:34.440]   I was often my own worst manager.
[00:10:34.440 --> 00:10:39.600]   When you don't have necessarily the infrastructure around you to be able to separate work from
[00:10:39.600 --> 00:10:45.680]   life, it can be hard to not let work seep into all of the unoccupied space in your days.
[00:10:45.680 --> 00:10:50.240]   And so especially in the first few weeks and months of working for myself, I had to be
[00:10:50.240 --> 00:10:56.240]   even more conscious about the time that I was on and off the clock.
[00:10:56.240 --> 00:11:02.200]   I think there's this sort of dream that's painted about autonomy and a lack of Slack
[00:11:02.200 --> 00:11:09.000]   notifications or meetings that will enable freelancer independent workers to be able
[00:11:09.000 --> 00:11:14.080]   to just go on jogs at 11am and dance through the fields.
[00:11:14.080 --> 00:11:19.920]   But in actuality, it can be that much more difficult when you're only rising and falling
[00:11:19.920 --> 00:11:24.480]   with your own professional accomplishments and you're solely responsible for all of
[00:11:24.480 --> 00:11:25.480]   your wins.
[00:11:25.480 --> 00:11:27.040]   It's pretty scary.
[00:11:27.040 --> 00:11:31.160]   There's nobody to blame or to award but yourself.
[00:11:31.160 --> 00:11:37.280]   One of the ideas that I've come across or that I've proposed is that the FIRE movement
[00:11:37.280 --> 00:11:40.880]   in terms of financial independence retire early is becoming more obsolete.
[00:11:40.880 --> 00:11:44.300]   I helped kickstart the movement back in 2009 when I was talking about trying to escape
[00:11:44.300 --> 00:11:48.360]   my corporate banking job and then I finally left my job in 2012.
[00:11:48.360 --> 00:11:53.640]   But this year, I decided it seems like it's getting a little bit more obsolete because
[00:11:53.640 --> 00:11:56.480]   of so much more work flexibility.
[00:11:56.480 --> 00:12:02.640]   I play pickleball nearby where you live and during the middle of the day from 10.30am
[00:12:02.640 --> 00:12:09.560]   to 1.30pm all the time and I see a lot of young folks ages 25, 35, 40 playing pickleball
[00:12:09.560 --> 00:12:12.120]   for like an hour and a half, two hours.
[00:12:12.120 --> 00:12:15.680]   And I'm thinking to myself, "Man, if I had a day job that enabled me or allowed me to
[00:12:15.680 --> 00:12:20.120]   play pickleball for an hour and a half, two hours, take a nap and then just get my stuff
[00:12:20.120 --> 00:12:27.080]   done when I needed to, I don't think I would have wanted to have retired early at age 34
[00:12:27.080 --> 00:12:29.200]   to do my own thing."
[00:12:29.200 --> 00:12:34.260]   What are your thoughts about the evolution of work now post-pandemic since there seems
[00:12:34.260 --> 00:12:38.160]   to be so much more flexibility for knowledge workers at least?
[00:12:38.160 --> 00:12:41.200]   I think the pendulum swings both ways.
[00:12:41.200 --> 00:12:48.720]   I think in the early aughts in 2010s, we were in this moment of work centricity and hustle
[00:12:48.720 --> 00:12:50.680]   culture and girl bossing.
[00:12:50.680 --> 00:12:57.040]   I think the FIRE movement really provided an alternative vision for what work could
[00:12:57.040 --> 00:13:02.840]   be more of a means to an end as opposed to an end in and of itself.
[00:13:02.840 --> 00:13:08.200]   And now I think we have movements like Quiet Quitting that I know you've talked about on
[00:13:08.200 --> 00:13:13.560]   the show in the past and the cultural cachet that comes with being anti-work or anti-capitalist.
[00:13:13.560 --> 00:13:20.960]   But I think a lot of people are learning that the nihilist work sucks point of view is not
[00:13:20.960 --> 00:13:25.960]   necessarily a recipe for fulfillment either.
[00:13:25.960 --> 00:13:32.240]   Even someone like you who has had the opportunity to retire many years ago, there's still labor
[00:13:32.240 --> 00:13:35.520]   in your days through your writing and your podcast.
[00:13:35.520 --> 00:13:39.920]   I think people want to find ways in which they can contribute to the world.
[00:13:39.920 --> 00:13:47.880]   I think the great promise of remote and hybrid work is that workers can have a lot more control
[00:13:47.880 --> 00:13:50.720]   over how they get their work done.
[00:13:50.720 --> 00:13:56.080]   I think that's one thing that gives me a lot of excitement and optimism about the future
[00:13:56.080 --> 00:14:01.280]   is that instead of using these proxy metrics like how much time you spend in an office
[00:14:01.280 --> 00:14:07.960]   chair as an indication of the type of work that you're doing, we're actually in a place
[00:14:07.960 --> 00:14:13.160]   where we can hopefully let the work speak for itself and managers are hopefully instilling
[00:14:13.160 --> 00:14:17.160]   more trust in their employees to get the work done when they want.
[00:14:17.160 --> 00:14:22.840]   I think that's sort of the utopian vision of this future of work where people are able
[00:14:22.840 --> 00:14:29.120]   to design their days around when they have the energy to do work and they can get their
[00:14:29.120 --> 00:14:30.640]   work done on their own schedule.
[00:14:30.640 --> 00:14:36.920]   But I think the risk of this is that if we pair this ability to work at any hour with
[00:14:36.920 --> 00:14:42.160]   this sort of capitalist understanding that if you're not somehow getting ahead, you're
[00:14:42.160 --> 00:14:48.760]   falling behind, it can drive people to overwork and be almost as dangerous as a manager that's
[00:14:48.760 --> 00:14:52.040]   making their employees work 60 to 70-hour weeks.
[00:14:52.040 --> 00:14:58.640]   Yeah, it's quite a balance and it does seem like more and more companies are encouraging
[00:14:58.640 --> 00:15:03.960]   or demanding employees come back to work after the bear market in 2022.
[00:15:03.960 --> 00:15:08.920]   Seems like I think Facebook met a just set after laying off another thousands and thousands
[00:15:08.920 --> 00:15:13.800]   of people, mandatory three days in the office from soon on.
[00:15:13.800 --> 00:15:15.580]   But it always seems soon on.
[00:15:15.580 --> 00:15:20.480]   And here in San Francisco, it just seems like nobody really wants to go back to work because
[00:15:20.480 --> 00:15:24.920]   they're having such a good time or a better time with the flexibility, especially if you
[00:15:24.920 --> 00:15:29.480]   have children or if you have other things you want to do on the side.
[00:15:29.480 --> 00:15:35.880]   Can you share some of stories of people you've encountered where people have been struggling
[00:15:35.880 --> 00:15:40.240]   with the idea of going back to work or actually leaving to be a freelancer?
[00:15:40.240 --> 00:15:45.760]   Yeah, I'll share one of the stories that I write about in the book because it rhymes
[00:15:45.760 --> 00:15:50.800]   with a lot of the stuff that you talk about both in your writing and on the show, which
[00:15:50.800 --> 00:15:53.920]   is a story of a Wall Street banker that I profiled.
[00:15:53.920 --> 00:15:55.080]   His name is Kay He.
[00:15:55.080 --> 00:15:57.040]   Some of the listeners might be familiar with him.
[00:15:57.040 --> 00:16:01.320]   He has his own sort of community of people rethinking their relationship to work.
[00:16:01.320 --> 00:16:07.600]   But in many ways, Kay represented the paradigm of sort of the American dream.
[00:16:07.600 --> 00:16:13.320]   He was a Cambodian-American immigrant growing up, lower middle class in New York City.
[00:16:13.320 --> 00:16:19.720]   He spent his high school years really working hard to try and get into a top college.
[00:16:19.720 --> 00:16:25.160]   He was the valedictorian of his class, went to Yale for college, and then in college was
[00:16:25.160 --> 00:16:29.800]   trying to figure out, "Okay, what are the most lucrative potential job paths for me?
[00:16:29.800 --> 00:16:31.400]   I could be an engineer.
[00:16:31.400 --> 00:16:32.400]   I could be a doctor.
[00:16:32.400 --> 00:16:33.400]   I could be a lawyer.
[00:16:33.400 --> 00:16:35.040]   I could go into finance."
[00:16:35.040 --> 00:16:41.120]   He chose the latter, went to work on Wall Street, rose his way up the ranks at BlackRock,
[00:16:41.120 --> 00:16:46.360]   became one of the youngest managing directors in BlackRock's history, was making seven
[00:16:46.360 --> 00:16:49.800]   figures before he turned 30 years old.
[00:16:49.800 --> 00:16:55.720]   But it came to a head in his mid-30s when he realized that he was climbing a ladder
[00:16:55.720 --> 00:16:57.920]   that he didn't actually want to be on.
[00:16:57.920 --> 00:17:03.080]   He looked up at the people above him at the org chart and asked himself, "Do I want their
[00:17:03.080 --> 00:17:04.080]   life?"
[00:17:04.080 --> 00:17:05.880]   And the answer was no.
[00:17:05.880 --> 00:17:12.400]   And so he ended up leaving and going, it's in many ways the most cliche story of the
[00:17:12.400 --> 00:17:13.400]   book.
[00:17:13.400 --> 00:17:14.400]   He goes to move to California.
[00:17:14.400 --> 00:17:15.880]   He starts surfing every day.
[00:17:15.880 --> 00:17:17.680]   He starts working for himself.
[00:17:17.680 --> 00:17:23.720]   But I think the wisdom in his story is that on one end of the spectrum, you get people
[00:17:23.720 --> 00:17:27.440]   that are just listening to what the market values.
[00:17:27.440 --> 00:17:31.640]   They're just trying to make career decisions based on what pays the most or what's the
[00:17:31.640 --> 00:17:36.680]   most prestigious or what might give them the highest status.
[00:17:36.680 --> 00:17:41.440]   On the other end of the spectrum, you get people who are just making decisions based
[00:17:41.440 --> 00:17:46.200]   on what they themselves value without regarding what the market values.
[00:17:46.200 --> 00:17:51.160]   And that might drive people to say, take on a lot of student debt to pursue a graduate
[00:17:51.160 --> 00:17:56.720]   degree that might not lead to stable job prospects on the other end or to go all in to pursue
[00:17:56.720 --> 00:18:01.700]   art but become so preoccupied with how you're going to pay rent that you can't actually
[00:18:01.700 --> 00:18:03.720]   focus on the art that you want to create.
[00:18:03.720 --> 00:18:08.520]   And so I think the upshot is that we have to take these things in consideration.
[00:18:08.520 --> 00:18:13.400]   On one hand, what the market values, on the other hand, what we value and try and find
[00:18:13.400 --> 00:18:20.440]   work at their intersection because there are dangers to indexing too far on either extreme.
[00:18:20.440 --> 00:18:22.040]   I agree.
[00:18:22.040 --> 00:18:24.000]   And so in that story, I know K.E.
[00:18:24.000 --> 00:18:27.320]   before, he has actually profiled Financial Samurai in the past and I definitely should
[00:18:27.320 --> 00:18:32.840]   get him on the podcast because I do have a question for him and that is about his path
[00:18:32.840 --> 00:18:36.220]   and his decision to actually hire people.
[00:18:36.220 --> 00:18:40.080]   One of the things I decided in 2012 was to hire nobody for Financial Samurai because
[00:18:40.080 --> 00:18:41.920]   I didn't want to manage anybody.
[00:18:41.920 --> 00:18:47.140]   I wanted the most simple, streamlined business, if you would call it, as possible so I could
[00:18:47.140 --> 00:18:48.440]   be free to do what I want.
[00:18:48.440 --> 00:18:51.400]   I work with my wife but that's fine.
[00:18:51.400 --> 00:18:55.880]   And I do like his story a lot and definitely I should get him on the podcast.
[00:18:55.880 --> 00:19:01.720]   But I do question his desire and he's living what he wants but I want to know why he decided
[00:19:01.720 --> 00:19:06.360]   to hire so many people and start the 401k process and all that he mentioned because
[00:19:06.360 --> 00:19:09.680]   that's a lot of work unto itself.
[00:19:09.680 --> 00:19:17.240]   I'm wondering for you, Simone, why don't more people, once they get to a certain level of
[00:19:17.240 --> 00:19:23.120]   financial stability, let's say it's after 10 years, 15 years, maybe 20 years of working,
[00:19:23.120 --> 00:19:26.880]   if you're saving as a normal person, well, the average American is only saving like 5%
[00:19:26.880 --> 00:19:30.120]   to 7% but let's say you're above average and you're saving a little bit more and you're
[00:19:30.120 --> 00:19:36.760]   investing, why don't more Americans and more people in the world, workers, try to jump
[00:19:36.760 --> 00:19:44.360]   off that thing that they're doing that isn't giving them any joy to do something they want
[00:19:44.360 --> 00:19:45.360]   to do?
[00:19:45.360 --> 00:19:46.920]   Why don't more people take risks?
[00:19:46.920 --> 00:19:47.920]   Yeah.
[00:19:47.920 --> 00:19:50.400]   I mean, I think there's a few reasons.
[00:19:50.400 --> 00:19:55.720]   One is that in our country, I think part of the reason why work is so fraught is because
[00:19:55.720 --> 00:19:58.320]   the consequences of losing work are so dire.
[00:19:58.320 --> 00:20:02.760]   It's not just your paycheck but it's often your health insurance, it's if you're an immigrant,
[00:20:02.760 --> 00:20:05.120]   your ability to stay in this country.
[00:20:05.120 --> 00:20:10.720]   And so there isn't a very robust social safety net to catch you if something falls through.
[00:20:10.720 --> 00:20:16.680]   The second is that there's this level of moving the goalposts.
[00:20:16.680 --> 00:20:21.640]   We have this heat in the stick adaptation that gets us comfortable with these new lifestyle
[00:20:21.640 --> 00:20:26.920]   changes that we make in our lives and then we put ourselves into situations where we
[00:20:26.920 --> 00:20:31.200]   have to earn a certain level of money and there isn't much slack built into our financial
[00:20:31.200 --> 00:20:33.240]   systems.
[00:20:33.240 --> 00:20:38.760]   There's this Harvard study that I'm sure you've referenced before about interviewing millionaires
[00:20:38.760 --> 00:20:43.720]   and they interviewed people that had $1 million in the bank and $2 million in the bank and
[00:20:43.720 --> 00:20:47.440]   $5 million in the bank and $10 million in the bank.
[00:20:47.440 --> 00:20:51.920]   And they asked people, "How happy are you on a scale of one to 10?"
[00:20:51.920 --> 00:20:56.320]   People gave their answers and then they asked, "What would it take for you to get to 10
[00:20:56.320 --> 00:20:57.560]   out of 10?"
[00:20:57.560 --> 00:21:02.640]   And all people that they interviewed, no matter how much money they made, said that, "I would
[00:21:02.640 --> 00:21:05.920]   be happy once I have twice as much as I have now."
[00:21:05.920 --> 00:21:10.720]   And so there's this sort of keeping up with the Joneses element and this measuring stick
[00:21:10.720 --> 00:21:12.760]   that we hold ourselves to.
[00:21:12.760 --> 00:21:19.280]   It's hard to understand what your level of enough is because the default here in the
[00:21:19.280 --> 00:21:21.280]   US is that more is better.
[00:21:21.280 --> 00:21:28.680]   Yeah, I've been trying to solve that problem for a while on Financial Samurai and we can
[00:21:28.680 --> 00:21:30.600]   use 25 times expenses.
[00:21:30.600 --> 00:21:36.240]   I use 10 to 20 times your income as your net worth target to feel like enough.
[00:21:36.240 --> 00:21:40.520]   So let's say you make $100,000 and once you get 10 times that or a million, you start
[00:21:40.520 --> 00:21:43.120]   feeling, "Okay, I got some financial independence.
[00:21:43.120 --> 00:21:44.120]   I got some momentum."
[00:21:44.120 --> 00:21:48.080]   And then once you get to 20 times or greater, you're set.
[00:21:48.080 --> 00:21:54.160]   I feel strongly that you can do whatever you want and take those risks that you want.
[00:21:54.160 --> 00:21:56.320]   But it is different for everybody.
[00:21:56.320 --> 00:22:00.480]   And I do want to challenge people to think about how much is enough by going backwards,
[00:22:00.480 --> 00:22:02.040]   doing the calculations.
[00:22:02.040 --> 00:22:06.680]   It's true, once you get there, you might experience, "Ah, the one more year syndrome to keep on
[00:22:06.680 --> 00:22:10.320]   working another year," or you might want a little bit more or you might want to have
[00:22:10.320 --> 00:22:12.280]   kids or something.
[00:22:12.280 --> 00:22:20.400]   As a young, early 30s man in San Francisco, how do you view what is enough for you?
[00:22:20.400 --> 00:22:26.360]   Because this is one of the most expensive cities in America, if not the world, and you're
[00:22:26.360 --> 00:22:30.600]   on this journey of freelance and you eat what you kill.
[00:22:30.600 --> 00:22:34.440]   It's a great feeling, the correlation with effort and reward.
[00:22:34.440 --> 00:22:39.840]   How do you forecast or model out your future living in this expensive city?
[00:22:39.840 --> 00:22:46.960]   Yeah, I think it's definitely something that I'm considering on a daily, if not weekly,
[00:22:46.960 --> 00:22:48.200]   basis.
[00:22:48.200 --> 00:22:51.600]   One of the things that I like about the framework of the book, the title is "The Good Enough
[00:22:51.600 --> 00:22:53.120]   Job."
[00:22:53.120 --> 00:22:56.360]   The idea with "good enough" is that it's subjective.
[00:22:56.360 --> 00:23:01.920]   So for some people, a good enough job might be a job that earns a certain wage, or for
[00:23:01.920 --> 00:23:06.720]   others it might be a job that has a certain title or is in a certain industry.
[00:23:06.720 --> 00:23:10.480]   And for someone else, it might be a job that gets off at a certain hour so that you can
[00:23:10.480 --> 00:23:14.300]   pick up your kids from elementary school each day.
[00:23:14.300 --> 00:23:19.440]   So for me, I think about the life I want to live as sort of the North Star.
[00:23:19.440 --> 00:23:25.120]   And all my family and my partner's family are both here in the Bay Area, and so there
[00:23:25.120 --> 00:23:31.600]   is a certain level of financial responsibility that we have to earn a living in order to
[00:23:31.600 --> 00:23:32.600]   stay here.
[00:23:32.600 --> 00:23:39.480]   And it wouldn't be responsible for us to, say, both quit our jobs and just travel full-time
