
[00:00:00.040 --> 00:00:09.400]   cine
[00:06:23.240 --> 00:06:53.240]   I don't think it's a great move and so I don't stress on this stuff a lot just because there's not really any reason to it my observation
[00:06:53.240 --> 00:06:53.240]   I don't think it's a great move and so I don't stress on this stuff a lot just because there's not really any reason to it my observation
[00:06:53.240 --> 00:06:53.240]   I don't think it's a great move and so I don't stress on this stuff a lot just because there's not really any reason to it my observation
[00:06:53.240 --> 00:06:53.240]   I don't think it's a great move and so I don't stress on this stuff a lot just because there's not really any reason to it my observation
[00:06:53.240 --> 00:06:53.240]   I don't think it's a great move and so I don't stress on this stuff a lot just because there's not really any reason to it my observation
[00:06:53.280 --> 00:07:03.660]   Ver
[00:07:03.660 --> 00:07:06.700]   exceeded men. I didn,,,,,
[00:08:20.820 --> 00:08:49.960]  erson.com/summit-to-work-again-to-retire-to-opt-out-at-some-point-in-time-and-say-I'm-never-gonna-work-again-or-I'm-never-gonna-earn-income-again. I don't see why I would be sixty years old and say, "That's it. I'm just never going to retire again." I understand why some people do it. And I'm going to talk about some of the reasons people do, so how you can avoid them. But I don't see why I would ever do that. Because if I can achieve all of the freedom and the autonomy and the liberty and the control
[00:08:49.960 --> 00:08:49.960]   of my day and my life, I can do it.
[00:08:49.960 --> 00:08:49.960]   And if I can achieve all of the freedom and the autonomy and the liberty and the control
[00:08:49.960 --> 00:08:50.060]   of my day and my life, I can do it.
[00:08:50.100 --> 00:09:00.920]   con
[00:09:00.920 --> 00:09:18.240]   chin, we may, over,,, consists of a
[00:09:19.240 --> 00:09:25.220]   not to retire, you can afford to take the long view.
[00:09:25.220 --> 00:09:29.360]   And it radically changes your perspective on life.
[00:09:29.360 --> 00:09:35.760]   I think there is real value in changing how you look at things so that you understand
[00:09:35.760 --> 00:09:37.880]   what you think and why you think it.
[00:09:37.880 --> 00:09:43.240]   So I think there's value in saying the classic question that I've tried to raise, what would
[00:09:43.240 --> 00:09:48.380]   I do if I knew I could never retire, and I also think there's value in saying, what
[00:09:48.380 --> 00:09:48.380]   I would do if I knew I could never retire.
[00:09:48.380 --> 00:09:48.380]   And I also think there's value in saying, what would I do if I knew I could never
[00:09:48.380 --> 00:09:48.380]   retire.
[00:09:48.380 --> 00:09:48.380]   And I also think there's value in saying, what would I do if I knew I could never retire.
[00:09:48.380 --> 00:09:48.380]   And I also think there's value in saying, what would I do if I knew I could never retire.
[00:09:48.380 --> 00:09:48.380]   And I also think there's value in saying, what would I do if I knew I could never retire.
[00:09:48.380 --> 00:10:17.540]  , or 10 years from now or 10 years from now.
[00:10:17.540 --> 00:10:17.560]   Because then you can look through different ways of approaching things and you can generate creative and interesting ideas and you can choose to achieve those ideas or not. If you can be financially independent in 10 years or less, which I'm convinced you can be as I teach and as I do. If you can be financially independent, why not do that, but then why not also say, what would I do if I knew I could never retire.
[00:10:17.560 --> 00:10:17.640]   Why not do that, but then why not also say, what would I do if I knew I could never retire.
[00:10:17.640 --> 00:10:18.400]   Why not do that, but then why not also say, what would I knew I could never retire.
[00:10:18.400 --> 00:10:18.400]  , but then why not also say, what would I knew I could never retire.
[00:10:18.400 --> 00:10:18.400]  , but then why not do I could never retire.
[00:10:18.400 --> 00:10:18.400]   ,, but then why not do that would be financially independent.
[00:10:18.440 --> 00:10:28.700]   is
[00:10:28.700 --> 00:10:42.860]   Mann I, Batter,,,習 renting
[00:10:48.460 --> 00:10:57.760]   reg
[00:10:57.760 --> 00:10:58.860]   Bar K
[00:10:58.860 --> 00:11:18.260]   Раз Neilapproe, and, and, and, won,र, conquer, gång,ăng, ш work, Zhi, Sh. was make a Sh. work. I know that I know that I know that I have to get up. I have the things that. I have the things that. I have the things that. I have the. I. I have the. I, the, the, the, the, the, the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,網
[00:12:48.060 --> 00:12:55.580]   Д
[00:12:55.580 --> 00:13:15.860]   bell in Stеч 4,,,,, change and I have the business. ....,
[00:13:16.960 --> 00:13:22.960]   Над
[00:13:22.960 --> 00:13:43.220]   oraqu Phot My All F Ç packing chicken in in and and and in, and, and, and, and, and, and, and,he,ian,ver,omin, ser, общеasty, Logic, SPE, IV, ya, N, B, Sammy, armed, ., vários... Und, söyle: um...ber...
[00:13:43.220 --> 00:13:45.260]   my... saying...
[00:13:45.260 --> 00:13:46.940]  ... I'm ... exciting... not ...... light... meant... over...
[00:13:46.980 --> 00:13:50.760]   continue
[00:13:50.760 --> 00:14:00.400]   laterbol
[00:14:00.400 --> 00:14:01.100]   hear be. It's,,,,,,, un
[00:15:11.160 --> 00:15:22.120]   В
[00:17:53.760 --> 00:18:05.540]  's worth the time and potentially the cost to your retirement accumulation for you to go and retool in that because you can take the long view. In a minute I'll tell you another story about another friend of mine who did this and I thought just a beautiful way. Next benefit. If you choose not to retire, you can eliminate the pressing burden of saving huge amounts of money.
[00:18:05.540 --> 00:18:05.540]   If you choose not to retire, you can eliminate the pressing burden of saving huge amounts of money.
[00:18:05.540 --> 00:18:05.540]   If you choose not to retire, you can eliminate the pressing burden of saving huge amounts of money.
[00:18:05.540 --> 00:18:05.540]   If you choose not to retire, you can eliminate the pressing burden of saving huge amounts of money.
[00:18:05.540 --> 00:18:05.540]   If you choose not to retire, you can eliminate the pressing burden of saving huge amounts of money.
[00:18:05.540 --> 00:18:05.540]   If you choose not to retire, you can eliminate the pressing burden of saving huge amounts of money.
[00:18:05.540 --> 00:18:05.540]   If you choose not to retire, you can eliminate the pressing burden of saving huge amounts of money.
[00:18:05.580 --> 00:18:15.880]   work
[00:18:15.880 --> 00:18:33.800]   in. I in do
[00:18:35.600 --> 00:18:40.280]   curations in which saving money for retirement just isn't the best solution.
[00:18:40.280 --> 00:18:44.700]   And here I'm thinking about people that I've known, clients that I've worked with,
[00:18:44.700 --> 00:18:51.260]   who they don't have large amounts of income. They don't have, for whatever reason,
[00:18:51.260 --> 00:18:55.840]   sometimes they're constrained by family situations, caring for an aging parent,
[00:18:55.840 --> 00:19:02.520]   caring for a sick spouse, caring for young children, and they're constrained.
[00:19:02.520 --> 00:19:05.580]   They have a job that's good enough, but it's not providing the right support for
[00:19:05.580 --> 00:19:05.580]   for a sick spouse, caring for young children, and they're constrained.
[00:19:05.580 --> 00:19:05.580]   They have a job that's good enough, but it's not providing the right support
[00:19:05.580 --> 00:19:05.580]   for a sick spouse, caring for young children, and they're constrained.
[00:19:05.580 --> 00:19:05.580]   They have a job that's good enough, but it's not providing the right support
[00:19:05.580 --> 00:19:05.580]   for a sick spouse, caring for a sick spouse, caring for young children,
[00:19:05.580 --> 00:19:05.580]   and they're constrained.
[00:19:05.580 --> 00:19:35.580]   I'm not saying that you have to be a good person, but I'm not saying that you have
[00:19:35.580 --> 00:19:35.600]   to be a good person, but I'm not saying that you have to be a good person,
[00:19:35.600 --> 00:19:35.600]   and I'm not saying that you have to be a good person,
[00:19:35.600 --> 00:19:35.600]   and I'm not saying that you have to be a good person,
[00:19:35.600 --> 00:19:35.600]   sometimes they're just constrained by living situations.
[00:19:35.600 --> 00:19:35.600]   Yeah, they could sell the house and possibly move somewhere cheaper, but that would be too disruptive on an aging parent, on a sick spouse, on children, etc. And I get tired of the pressure that's often put upon these people who got to save for retirement.
[00:19:35.600 --> 00:19:35.600]   I used to do it. When I was a financial advisor, I used to run the numbers, I used to run the programs, and I used to run the programs, and I used to tell people, listen, you've got to save for retirement, because
[00:19:35.620 --> 00:20:05.620]   And we would use such conservative examples and try to show this person how you've got to retire at 65 years old, and you're going to live till 95, and it's just, I would, I used to see people walk out of my office discouraged, because they knew they couldn't do it. And year by year, we'd go by and I would run my financial needs analysis and would say, you need to save $10,000 this year, like, where are we going to get the $10,000? These days, interestingly, I almost never have a consulting client or someone like that who walks away discouraged.
[00:20:05.620 --> 00:20:05.620]   These days, interestingly, I almost never have a consulting client or someone like that who walks away
[00:20:05.620 --> 00:20:05.620]   discouraged.
[00:20:05.620 --> 00:20:05.620]   These days, interestingly, I almost never have a consulting client or someone like that who walks away discouraged.
[00:20:05.620 --> 00:20:05.620]   These days, interestingly, I almost never have a consulting client or someone like that who walks away discouraged.
[00:20:05.620 --> 00:20:35.640]  ,
[00:20:35.640 --> 00:20:35.640]   I find myself more than anything telling people you're doing great. Look, you're already financially independent in a minor way. Look, you're doing awesome. And I don't know whether I've changed, of course I know I have, but I don't know whether I'm the one who's changed or whether just the client base has changed or necessarily what has changed. But I find these days that although I am much more aggressive, I recognize that you don't have to have this perfect thing that fits into a financial needs analysis.
[00:20:35.660 --> 00:21:05.660]   I guess it's because I don't use financial needs analysis anymore. I just use a calculator and a pen, and it just helps me to be freer in my thinking.
[00:21:05.660 --> 00:21:05.660]   I guess it's because I don't use financial needs analysis anymore. I just use a calculator and a pen, and it just helps me to be freer in my thinking.
[00:21:05.660 --> 00:21:05.660]   That can be really freeing just to give yourself the permission of saying, "I am choosing a different path."
[00:21:05.660 --> 00:21:05.660]   And this is,
[00:21:05.660 --> 00:21:05.660]   It's okay because I'm going to choose not to retire. That can be really freeing just to give yourself the permission of saying, "I am choosing a different path."
[00:21:05.660 --> 00:21:05.660]   And this is,
[00:21:05.660 --> 00:21:05.660]   And this is,
[00:21:05.660 --> 00:21:05.660]   And this is,
[00:21:05.660 --> 00:21:05.660]   It's okay because I'm going to choose not to retire."
[00:21:05.660 --> 00:21:05.660]   It's okay because I'm going to choose not to retire."
[00:21:05.660 --> 00:21:05.660]   It's okay because I'm going to choose not to retire."
[00:21:35.680 --> 00:21:35.680]   It's okay because I'm going to choose not to retire."
[00:21:35.680 --> 00:21:35.680]   It's okay because I'm going to choose not to retire."
[00:21:35.680 --> 00:21:35.680]   It's okay because I'm going to choose not to retire."
[00:21:35.680 --> 00:21:35.680]   It's okay because I'm going to choose not to retire."
[00:21:35.680 --> 00:21:35.680]   It's okay because I'm going to choose not to retire."
[00:21:35.680 --> 00:21:35.680]   It's okay because I'm going to choose not to retire."
[00:21:35.680 --> 00:21:35.680]   It's okay because I'm going to choose not to retire."
[00:21:35.680 --> 00:21:35.680]   It's okay because I'm going to choose not to retire."
[00:21:35.680 --> 00:21:35.680]   It's okay because I'm going to choose not to retire."
[00:21:35.700 --> 00:22:05.700]   It's okay because I'm going to choose not to retire."
[00:22:05.700 --> 00:22:05.700]   It's okay because I'm going to choose not to retire."
[00:22:05.700 --> 00:22:05.700]   It's okay because I'm going to choose not to retire."
[00:22:05.700 --> 00:22:05.700]   It's okay because I'm going to choose not to retire."
[00:22:05.700 --> 00:22:05.700]   It's okay because I'm going to choose not to retire."
[00:22:05.700 --> 00:22:05.700]   It's okay because I'm going to choose not to retire."
[00:22:05.700 --> 00:22:05.700]   It's okay because I'm going to choose not to retire."
[00:22:05.700 --> 00:22:05.700]   It's okay because I'm going to choose not to retire."
[00:22:05.700 --> 00:22:05.700]   It's okay because I'm going to choose not to retire."
[00:22:05.700 --> 00:22:05.700]   It's okay because I'm going to choose not to retire."
[00:22:05.700 --> 00:22:05.700]   It's okay because I'm going to choose not to retire."
[00:22:05.700 --> 00:22:05.700]   It's okay because I'm going to choose not to retire."
[00:22:05.700 --> 00:22:05.700]   It's okay because I'm going to choose not to retire."
[00:22:05.700 --> 00:22:05.700]   It's okay because I'm going to choose not to retire."
[00:22:05.700 --> 00:22:05.700]   to retire."
[00:22:05.700 --> 00:22:35.720]   "It's okay because I'm going to choose not to retire."
[00:22:35.720 --> 00:22:35.720]   It's okay because I'm going to choose not to retire."
[00:22:35.720 --> 00:22:35.720]   It's okay because I'm going to choose not to retire."
[00:22:35.720 --> 00:22:35.720]   It's okay because I'm going to choose not to retire."
[00:22:35.720 --> 00:22:35.720]   It's okay because I'm going to choose not to retire."
[00:22:35.720 --> 00:22:35.720]   It's okay because I'm going to choose not to retire."
[00:22:35.720 --> 00:22:35.720]   It's okay because I'm going to choose not to retire."
[00:22:35.720 --> 00:22:35.720]   It's okay because I'm going to choose not to retire."
[00:22:35.740 --> 00:23:05.740]   It's okay because I'm going to choose not to retire."
[00:23:05.740 --> 00:23:05.740]   It's okay because I'm going to choose not to retire."
[00:23:05.740 --> 00:23:05.740]   It's okay because I'm going to choose not to retire."
[00:23:05.740 --> 00:23:05.740]   It's okay because I'm going to choose not to retire."
[00:23:05.740 --> 00:23:05.740]   It's okay because I'm going to choose not to retire."
[00:23:05.740 --> 00:23:05.740]   It's okay because I'm going to choose not to retire."
[00:23:05.740 --> 00:23:05.740]   It's okay because I'm going to choose not to retire."
[00:23:05.740 --> 00:23:05.740]   It's okay because I'm going to choose not to retire."
[00:23:05.740 --> 00:23:05.740]   It's okay because I'm going to choose not to retire."
[00:23:05.740 --> 00:23:05.740]   It's okay because I'm going to choose not to retire."
[00:23:05.740 --> 00:23:05.740]   It's okay because I'm going to choose not to retire."
[00:23:05.740 --> 00:23:05.740]   It's okay because I'm going to choose not to retire."
[00:23:05.740 --> 00:23:05.740]   It's okay because I'm going to choose not to retire."
[00:23:05.740 --> 00:23:05.740]   It's okay because I'm going to choose not to retire."
[00:23:05.760 --> 00:23:33.900]   It's okay because I'm going to choose not to retire."
[00:23:33.900 --> 00:23:33.940]   It's okay because I'm going to choose not to retire."
[00:23:33.940 --> 00:23:33.960]   It's okay because I'm going to choose not to retire."
[00:23:33.960 --> 00:23:34.000]   It's okay because I'm going to choose not to retire."
[00:23:34.000 --> 00:23:34.020]   It's okay because I'm going to choose not to retire."
[00:23:34.020 --> 00:23:34.060]   It's okay because I'm going to choose not to retire."
[00:23:34.060 --> 00:23:34.120]   It's okay because I'm going to choose not to retire."
[00:23:34.120 --> 00:23:34.160]   It's okay because I'm going to choose not to retire."
[00:23:34.160 --> 00:23:34.200]   It's okay because I'm going to choose not to retire."
[00:23:34.200 --> 00:23:34.240]   It's okay because I'm going to choose not to retire."
[00:23:34.240 --> 00:23:34.280]   It's okay because I'm going to choose not to retire."
[00:23:34.280 --> 00:23:34.300]   It's okay because I'm going to choose not to retire."
[00:23:34.300 --> 00:23:34.360]   It's okay because I'm going to choose not to retire."
[00:23:34.360 --> 00:23:34.380]   It's okay because I'm going to choose not to retire."
[00:23:34.420 --> 00:24:03.080]  , It's okay because I'm going to choose not to retire."
[00:24:03.080 --> 00:24:03.100]   It's okay because I'm going to choose not to retire."
[00:24:03.100 --> 00:24:03.120]   It's okay because I'm going to choose not to retire."
[00:24:03.120 --> 00:24:03.160]   It's okay because I'm going to choose not to retire."
[00:24:03.160 --> 00:24:03.220]   It's okay because I'm going to choose not to retire."
[00:24:03.220 --> 00:24:03.260]   It's okay because I'm going to choose not to retire."
[00:24:03.260 --> 00:24:03.300]   It's okay because I'm going to choose not to retire."
[00:24:03.300 --> 00:24:03.320]   It's okay because I'm going to choose not to retire."
[00:24:03.320 --> 00:24:03.360]   It's okay because I'm going to choose not to retire."
[00:24:03.360 --> 00:24:03.420]   It's okay because I'm going to choose not to retire."
[00:24:03.420 --> 00:24:03.480]   It's okay because I'm going to choose not to retire."
[00:24:03.480 --> 00:24:03.520]   It's okay because I'm going to retire."
[00:24:03.520 --> 00:24:03.540]   It's okay because I'm going to retire."
[00:24:03.540 --> 00:24:03.620]   It's okay because I'm going to retire."
[00:24:03.620 --> 00:24:03.640]   because I'm going to retire."
[00:24:03.640 --> 00:24:03.640]   because I'm going to retire.
[00:24:03.660 --> 00:24:05.200]   It's okay because I'm going to choose not to retire."
[00:24:05.200 --> 00:24:05.240]   It's okay because I'm going to choose not to retire."
[00:24:05.240 --> 00:24:05.340]   It's okay because I'm going to choose not to retire."
[00:24:05.340 --> 00:24:05.420]   It's okay because I'm going to choose not to retire."
[00:24:05.420 --> 00:24:10.640]   But what if you just recognize that when the kids leave the house, I'm going to keep on working?
[00:24:10.640 --> 00:24:14.520]   Now you've fulfilled your commitments to your family.
[00:24:14.520 --> 00:24:16.600]   You've fulfilled your commitments to society.
[00:24:16.600 --> 00:24:18.240]   You have wisdom.
[00:24:18.240 --> 00:24:22.100]   You probably have lower expenses then than almost any other time.
[00:24:22.100 --> 00:24:23.260]   There's plenty of time.
[00:24:23.260 --> 00:24:28.840]   So by choosing not to retire or recognizing that that may not be the number one thing,
[00:24:28.840 --> 00:24:32.700]   you can actually eliminate the need to save huge amounts of money when you're young.
[00:24:32.700 --> 00:24:32.900]   So by choosing not to retire or recognizing that that may not be the number one thing,
[00:24:32.900 --> 00:24:32.900]   you can actually eliminate the need to save huge amounts of money when you're young.
[00:24:32.940 --> 00:25:02.220]  , if you're 45 years old or you're 55 years old and you're worried about the fact that I only have $50,000 in my 401K, don't worry.
[00:25:02.220 --> 00:25:02.240]   If you're 45 years old or you're 55 years old and you're worried about the fact that I only have $50,000 in my 401K, don't worry.
[00:25:02.240 --> 00:25:02.320]   There are times in life in which it's easier to save and there are times in life in which it's more difficult to save.
[00:25:02.320 --> 00:25:02.380]   So don't, I'm not sure how to phrase this. I guess I just feel bad for the people that I used to watch leave my office being discouraged instead of encouraged.
[00:25:02.380 --> 00:25:02.520]   If you're 45 years old or you're 55 years old or you're 55 years old and you're 55 years old and you're worried about the fact that you're not going to save.
[00:25:02.520 --> 00:25:02.540]   So don't worry about the fact that you're not going to save.
[00:25:02.560 --> 00:25:32.180]   So don't worry about the fact that you're not going to save.
[00:25:32.180 --> 00:25:32.200]   So don't worry about the fact that you're not going to save.
[00:25:32.200 --> 00:25:32.260]   So don't worry about the fact that you're not going to save.
[00:25:32.260 --> 00:25:32.340]   So don't worry about the fact that you're not going to save.
[00:25:32.340 --> 00:25:32.400]   So don't worry about the fact that you're not going to save.
[00:25:32.400 --> 00:25:32.440]   So don't worry about the fact that you're not going to save.
[00:25:32.440 --> 00:25:32.460]   So don't worry about the fact that you're not going to save.
[00:25:32.460 --> 00:25:32.480]   So don't worry about the fact that you're not going to save.
[00:25:32.480 --> 00:25:32.500]   So don't worry about the fact that you're not going to save.
[00:25:32.500 --> 00:25:32.520]   So don't worry about the fact that you're not going to save.
[00:25:32.520 --> 00:25:32.540]   So don't worry about the fact that you're not going to save.
[00:25:32.540 --> 00:25:32.560]   So don't worry about the fact that you're not going to save.
[00:25:32.560 --> 00:26:02.580]  ,
[00:26:02.580 --> 00:26:02.580]   So don't worry about the fact that you're not going to save.
[00:26:02.580 --> 00:26:02.580]   So don't worry about the fact that you're not going to save.
[00:26:02.580 --> 00:26:02.580]   So don't worry about the fact that you're not going to save.
[00:26:02.580 --> 00:26:02.580]   So don't worry about the fact that you're not going to save.
[00:26:02.580 --> 00:26:02.580]   So don't worry about the fact that you're not going to save.
[00:26:02.580 --> 00:26:02.580]   So don't worry about the fact that you're not going to save.
[00:26:02.580 --> 00:26:02.580]   So don't worry about the fact that you're not going to save.
[00:26:02.580 --> 00:26:02.580]   So don't worry about the fact that you're not going to save.
[00:26:02.580 --> 00:26:02.580]   So don't worry about the fact that you're not going to save.
[00:26:02.620 --> 00:26:32.600]  onian
[00:26:32.600 --> 00:26:32.600]   It's hard to recreate what you get when you just go to the office every day and see your friends.
[00:26:32.600 --> 00:26:32.600]   It's hard to recreate that.
[00:26:32.600 --> 00:26:32.600]   It takes much more work to be intentional about spending time with friends, etc.,
[00:26:32.600 --> 00:26:32.600]   than it does where you go to an office every day.
[00:26:32.600 --> 00:26:32.600]   So when people retire, they often lose that engagement with other people.
[00:26:32.600 --> 00:26:32.600]   And this especially is important because most of the time, people who are retired don't have that much social interaction in their community, especially in the American context where we don't really talk to our neighbors.
[00:26:32.600 --> 00:26:32.600]   It's hard to recreate what you get when you just go to the office every day and see your friends.
[00:26:32.600 --> 00:26:32.600]   It's hard to recreate that.
[00:26:32.600 --> 00:26:32.600]   It takes much more work to be intentional about spending time with friends, etc., than it does where you go to an office every day.
[00:26:32.600 --> 00:26:32.600]   So when people retire, they often lose that engagement with other people.
[00:26:32.620 --> 00:27:02.620]  , they don't have much social interaction with their family members.
[00:27:02.620 --> 00:27:02.620]   usually kids are out working all the time.
[00:27:02.620 --> 00:27:02.620]   Yeah, they come over once a week and that's great.
[00:27:02.620 --> 00:27:02.620]   But filling that same social connection is very, very hard.
[00:27:02.620 --> 00:27:02.620]   Now you can sit around and argue on the internet with people on the internet and use your time that way, but that just doesn't, it's not healthy in the same way that going to a job is. So being involved in life and being involved in the workforce is valuable for your mental health, which then of course influences your physical health.
[00:27:02.620 --> 00:27:02.620]   So being involved in life and being involved in the workforce is valuable for your mental health, which then of course influences your physical health.
[00:27:02.620 --> 00:27:02.620]   and then of course influences your physical health.
[00:27:02.620 --> 00:27:32.640]   "You're not going to be able to work if you don't have time to do that."
[00:27:32.640 --> 00:27:32.640]   So being involved in life and being involved in the workforce is valuable for your mental health.
[00:27:32.640 --> 00:27:32.640]   So being involved in life and being involved in the workforce is valuable for your mental health, which then of course influences your physical health.
[00:27:32.640 --> 00:27:32.640]   So being involved in life and being involved in the workforce is valuable for your mental health, which then of course influences your physical health.
[00:27:32.640 --> 00:27:32.640]   So being involved in life and being involved in the workforce is valuable for your mental health, which then of course influences your physical health.
[00:27:32.640 --> 00:27:32.640]   So being involved in life and being involved in the workforce is valuable for your mental health, which then of course influences your physical health.
[00:27:32.640 --> 00:27:32.640]   So being involved in life and being involved in the workforce is valuable for your mental health, which then of course increases your physical health.
[00:27:32.660 --> 00:28:02.660]   So being involved in life and being involved in the workforce is valuable for your mental health, which then of course increases your physical health.
[00:28:02.660 --> 00:28:02.660]   You have to have something.
[00:28:02.660 --> 00:28:02.660]   You have to have something.
[00:28:02.660 --> 00:28:02.660]   You have to have something.
[00:28:02.660 --> 00:28:02.660]   And for most people, the job, the income is that cornerstone that structures their week.
[00:28:02.660 --> 00:28:02.660]   So if you just rip that out and somebody is not super intentional about replacing that, it's very easy just to start to lose touch.
[00:28:02.660 --> 00:28:02.660]   The other thing is you stop being on top of your game and you stop being sharp if you just drop out.
[00:28:02.660 --> 00:28:02.660]   Now if you have a side business, a side hustle, a little something that you're still engaged in, you can maintain that.
[00:28:02.660 --> 00:28:02.660]   If you have a side business, a side hustle, a little something that you're still engaged in, you can maintain that.
[00:28:02.660 --> 00:28:02.660]   If you have a side business, a side hustle, a little something that you're still engaged in, you can maintain that.
[00:28:02.700 --> 00:28:13.420]   invest
[00:28:13.420 --> 00:28:30.800]   de costumes
[00:30:52.980 --> 00:31:22.960]   conduct
[00:31:39.020 --> 00:32:01.220]  , and lessons to share with us. And we just stick them aside in an old folk's home.
[00:32:01.220 --> 00:32:08.980]   It's not good. It's much better for the 80-year-old to be working, to be involved. But in order for that to
[00:32:09.060 --> 00:32:39.080]  , for the 80-year-old to be working, to be involved, we need to change. We're going to have to change some things. First, we have to be very careful of discriminating against people, of not discriminating unjustly against young people and against old people. We need to make sure that young people and old people are welcome in our society around us. My dream is always to have environments where 8-year-olds and 38-year-olds and 80-year-olds are collaborating together, each day, and we're going to have a great time.
[00:32:39.140 --> 00:32:44.900]   mean
[00:32:44.900 --> 00:32:49.760]   có the,,,
[00:32:49.760 --> 00:33:08.260]   gun aqu Assembly caf
[00:33:08.600 --> 00:33:19.360]   in
[00:33:19.360 --> 00:33:38.080]   assumed dat is
