
[00:00:00.040 --> 00:00:09.560]   cuál
[00:02:20.660 --> 00:02:20.660]   I
[00:02:20.660 --> 00:02:20.660]   I
[00:02:20.660 --> 00:02:20.660]   I
[00:02:20.660 --> 00:02:20.660]   I
[00:02:20.660 --> 00:02:20.660]   I
[00:02:20.660 --> 00:02:20.660]   I
[00:02:20.660 --> 00:02:20.660]   I
[00:02:20.660 --> 00:02:20.660]   I
[00:02:20.660 --> 00:02:20.660]   I
[00:02:20.660 --> 00:02:20.680]   I'm not yet financially independent but I'm not yet there I already a free your life style than anybody that I live as free of a life as I can imagine some cases free and I can imagine some cases free and I can imagine people who are truly you know totally financially independent more opportunities more opportunities more interest et.
[00:02:20.700 --> 00:02:30.720]   I'm looking forward to financial independence but these are some things that I have have done that have really been helpful to me and today I'm going to talk to you about the value.
[00:02:30.720 --> 00:02:31.220]   I'm going to talk to you about the value.
[00:02:31.220 --> 00:02:31.220]   I'm going to talk to you about the value.
[00:02:31.220 --> 00:02:44.620]   I'm going to talk to you about the value of having a stay-at-home wife both the financial value and the way that that has impacted my life positively for tremendous personal freedom.
[00:02:44.620 --> 00:02:50.120]   I'm going to try to sell you on the idea for those of you who are interested some people are don't need to be on the show.
[00:02:50.120 --> 00:02:50.120]   I'm going to try to sell you on the idea for those of you who are interested some people are don't need to be on the show.
[00:02:50.120 --> 00:02:50.620]   I'm going to try to sell you on the idea for those of you who are interested some people are don't need to be on the show.
[00:02:50.760 --> 00:03:20.560]  ,
[00:03:20.560 --> 00:03:20.560]   I'm going to try to sell you on the idea for those of you who are don't need to be on the show.
[00:03:20.560 --> 00:03:20.560]   I'm going to try to sell you on the idea for those of you who are don't need to be on the show.
[00:03:20.560 --> 00:03:20.560]   I'm going to try to sell you on the idea for those of you who are don't need to be on the show.
[00:03:20.560 --> 00:03:20.560]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:03:20.580 --> 00:03:50.500]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:03:50.500 --> 00:03:50.500]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:03:50.500 --> 00:03:50.500]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:03:50.500 --> 00:03:50.500]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:03:50.500 --> 00:03:50.500]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:03:50.500 --> 00:03:50.500]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:03:50.500 --> 00:03:50.500]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:03:50.500 --> 00:03:50.500]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:03:50.520 --> 00:04:20.520]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:04:20.520 --> 00:04:20.520]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:04:20.520 --> 00:04:20.520]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:04:20.520 --> 00:04:20.520]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:04:20.520 --> 00:04:20.520]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:04:20.520 --> 00:04:20.520]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:04:20.520 --> 00:04:20.520]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:04:20.520 --> 00:04:20.520]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:04:20.560 --> 00:04:50.540]  ,
[00:04:50.540 --> 00:04:50.540]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:04:50.540 --> 00:04:50.540]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:04:50.540 --> 00:04:50.540]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:04:50.540 --> 00:04:50.540]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:04:50.540 --> 00:04:50.540]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:04:50.540 --> 00:04:50.540]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:04:50.540 --> 00:04:50.540]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:04:50.560 --> 00:05:20.560]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:05:20.560 --> 00:05:20.560]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:05:20.560 --> 00:05:20.560]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:05:20.560 --> 00:05:20.560]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:05:20.560 --> 00:05:20.560]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:05:20.560 --> 00:05:20.560]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:05:20.560 --> 00:05:20.560]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:05:20.560 --> 00:05:20.560]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:05:20.580 --> 00:05:50.580]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:05:50.580 --> 00:05:50.580]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:05:50.580 --> 00:05:50.580]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:05:50.580 --> 00:05:50.580]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:05:50.580 --> 00:05:50.580]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:05:50.580 --> 00:05:50.580]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:05:50.580 --> 00:05:50.580]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:05:50.580 --> 00:05:50.580]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:05:50.600 --> 00:06:20.600]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:06:20.600 --> 00:06:20.600]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:06:20.600 --> 00:06:20.600]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:06:20.600 --> 00:06:20.600]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:06:20.600 --> 00:06:20.600]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:06:20.600 --> 00:06:20.600]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:06:20.600 --> 00:06:20.600]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:06:20.600 --> 00:06:20.600]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:06:20.620 --> 00:06:50.620]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:06:50.620 --> 00:06:50.620]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:06:50.620 --> 00:06:50.620]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:06:50.620 --> 00:06:50.620]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:06:50.620 --> 00:06:50.620]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:06:50.620 --> 00:06:50.620]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:06:50.620 --> 00:06:50.620]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:06:50.620 --> 00:06:50.620]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:06:50.640 --> 00:07:20.640]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:07:20.640 --> 00:07:20.640]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:07:20.640 --> 00:07:20.640]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:07:20.640 --> 00:07:20.640]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:07:20.640 --> 00:07:20.640]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:07:20.640 --> 00:07:20.640]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:07:20.640 --> 00:07:20.640]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:07:20.640 --> 00:07:20.640]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:07:20.660 --> 00:07:50.660]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:07:50.660 --> 00:07:50.660]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:07:50.660 --> 00:07:50.660]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:07:50.660 --> 00:07:50.660]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:07:50.660 --> 00:07:50.660]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:07:50.660 --> 00:07:50.660]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:07:50.660 --> 00:07:50.660]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:07:50.660 --> 00:07:50.660]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:07:50.680 --> 00:08:20.680]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:08:20.680 --> 00:08:20.680]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:08:20.680 --> 00:08:20.680]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:08:20.680 --> 00:08:20.680]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:08:20.680 --> 00:08:20.680]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:08:20.680 --> 00:08:20.680]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:08:20.680 --> 00:08:20.680]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:08:20.680 --> 00:08:20.680]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:08:50.700 --> 00:08:50.700]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:08:50.700 --> 00:08:50.700]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:08:50.700 --> 00:08:50.700]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:08:50.700 --> 00:08:50.700]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:08:50.700 --> 00:08:50.700]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:08:50.700 --> 00:08:50.700]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:08:50.700 --> 00:08:50.700]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:09:20.720 --> 00:09:20.720]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:09:20.720 --> 00:09:20.720]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:09:20.720 --> 00:09:20.720]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:09:20.720 --> 00:09:20.720]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:09:20.720 --> 00:09:20.720]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:09:20.720 --> 00:09:20.720]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:09:20.720 --> 00:09:20.720]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:09:20.720 --> 00:09:20.720]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:09:20.740 --> 00:09:50.740]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:09:50.740 --> 00:09:50.740]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:09:50.740 --> 00:09:50.740]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:09:50.740 --> 00:09:50.740]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:09:50.740 --> 00:09:50.740]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:09:50.740 --> 00:09:50.740]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:09:50.740 --> 00:09:50.740]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:09:50.740 --> 00:09:50.740]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:09:50.780 --> 00:10:20.760]  ,
[00:10:20.760 --> 00:10:20.760]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:10:20.760 --> 00:10:20.760]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:10:20.760 --> 00:10:20.760]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:10:20.760 --> 00:10:20.760]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:10:20.760 --> 00:10:20.760]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:10:20.760 --> 00:10:20.760]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:10:20.780 --> 00:10:50.780]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:10:50.780 --> 00:10:50.780]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:10:50.780 --> 00:10:50.780]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:10:50.780 --> 00:10:50.780]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:10:50.780 --> 00:10:50.780]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:10:50.780 --> 00:10:50.780]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:10:50.780 --> 00:10:50.780]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:10:50.780 --> 00:10:50.780]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:11:20.800 --> 00:11:20.800]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:11:20.800 --> 00:11:20.800]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:11:20.800 --> 00:11:20.800]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:11:20.800 --> 00:11:20.800]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:11:20.800 --> 00:11:20.800]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:11:20.800 --> 00:11:20.800]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:11:50.820 --> 00:11:50.820]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:11:50.820 --> 00:11:50.820]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:11:50.820 --> 00:11:50.820]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:11:50.820 --> 00:11:50.820]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:11:50.820 --> 00:11:50.820]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:11:50.820 --> 00:11:50.820]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:11:50.820 --> 00:11:50.820]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:11:50.820 --> 00:11:50.820]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:11:50.840 --> 00:12:20.840]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:12:20.840 --> 00:12:20.840]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:12:20.840 --> 00:12:20.840]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:12:20.840 --> 00:12:20.840]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:12:20.840 --> 00:12:20.840]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:12:20.840 --> 00:12:20.840]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:12:20.840 --> 00:12:20.840]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:12:20.840 --> 00:12:20.840]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:12:20.860 --> 00:12:50.860]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:12:50.860 --> 00:12:50.860]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:12:50.860 --> 00:12:50.860]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:12:50.860 --> 00:12:50.860]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:12:50.860 --> 00:12:50.860]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:12:50.860 --> 00:12:50.860]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:12:50.860 --> 00:12:50.860]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:12:50.860 --> 00:12:50.860]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:12:50.900 --> 00:13:20.880]  ,
[00:13:20.880 --> 00:13:20.880]   and I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:13:20.880 --> 00:13:20.880]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:13:20.880 --> 00:13:20.880]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:13:20.880 --> 00:13:20.880]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:13:20.880 --> 00:13:20.880]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:13:20.880 --> 00:13:20.880]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:13:20.900 --> 00:13:50.900]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:13:50.900 --> 00:13:50.900]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:13:50.900 --> 00:13:50.900]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:13:50.900 --> 00:13:50.900]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:13:50.900 --> 00:13:50.900]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:13:50.900 --> 00:13:50.900]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:13:50.900 --> 00:13:50.900]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:13:50.900 --> 00:13:50.900]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:13:50.920 --> 00:14:20.920]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:14:20.920 --> 00:14:20.920]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:14:20.920 --> 00:14:20.920]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:14:20.920 --> 00:14:20.920]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:14:20.920 --> 00:14:20.920]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:14:20.920 --> 00:14:20.920]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:14:20.920 --> 00:14:20.920]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:14:20.920 --> 00:14:20.920]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:14:20.940 --> 00:14:50.940]  ,
[00:14:50.940 --> 00:14:50.940]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:14:50.940 --> 00:14:50.940]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:14:50.940 --> 00:14:50.940]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:14:50.940 --> 00:14:50.940]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:14:50.940 --> 00:14:50.940]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:14:50.940 --> 00:14:50.940]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:14:50.940 --> 00:14:50.940]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:14:50.980 --> 00:15:20.960]  ,
[00:15:20.960 --> 00:15:20.960]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:15:20.960 --> 00:15:20.960]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:15:20.960 --> 00:15:20.960]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:15:20.960 --> 00:15:20.960]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:15:20.960 --> 00:15:20.960]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:15:20.960 --> 00:15:20.960]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:15:20.980 --> 00:15:50.980]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:15:50.980 --> 00:15:50.980]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:15:50.980 --> 00:15:50.980]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:15:50.980 --> 00:15:50.980]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:15:50.980 --> 00:15:50.980]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:15:50.980 --> 00:15:50.980]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:15:50.980 --> 00:15:50.980]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:15:50.980 --> 00:15:50.980]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:15:51.000 --> 00:16:21.000]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:16:21.000 --> 00:16:21.000]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:16:21.000 --> 00:16:21.000]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:16:21.000 --> 00:16:21.000]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:16:21.000 --> 00:16:21.000]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:16:21.000 --> 00:16:21.000]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:16:21.000 --> 00:16:21.000]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:16:21.000 --> 00:16:21.000]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:16:21.020 --> 00:16:51.020]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:16:51.020 --> 00:16:51.020]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:16:51.020 --> 00:16:51.020]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:16:51.020 --> 00:16:51.020]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:16:51.020 --> 00:16:51.020]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:16:51.020 --> 00:16:51.020]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:16:51.020 --> 00:16:51.020]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:16:51.020 --> 00:16:51.020]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:16:51.040 --> 00:17:21.040]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:17:21.040 --> 00:17:21.040]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:17:21.040 --> 00:17:21.040]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:17:21.040 --> 00:17:21.040]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:17:21.040 --> 00:17:21.040]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:17:21.040 --> 00:17:21.040]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:17:21.040 --> 00:17:21.040]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:17:21.040 --> 00:17:21.040]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:17:21.060 --> 00:17:51.060]  ,
[00:17:51.060 --> 00:17:51.060]   and I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:17:51.060 --> 00:17:51.060]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:17:51.060 --> 00:17:51.060]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:17:51.060 --> 00:17:51.060]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:17:51.060 --> 00:17:51.060]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:17:51.060 --> 00:17:51.060]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:17:51.100 --> 00:18:21.080]  ,
[00:18:21.080 --> 00:18:21.080]   and I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:18:21.080 --> 00:18:21.080]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:18:21.080 --> 00:18:21.080]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:18:21.080 --> 00:18:21.080]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:18:21.080 --> 00:18:21.080]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:18:21.080 --> 00:18:21.080]   I'm going to try to sell you on the idea for those of you who are don't need to stay at home.
[00:18:21.080 --> 00:18:21.080]   and I'm going to try to sell you on the idea for those of those of you who are don't need to stay at home.
