
[00:00:00.000 --> 00:00:03.160]   (audience applauding)
[00:02:17.220 --> 00:02:20.860]   And I'm just wondering if the past few years
[00:02:20.860 --> 00:02:24.420]   led you to change any of your thinking
[00:02:24.420 --> 00:02:26.860]   about financial planning topics
[00:02:26.860 --> 00:02:29.980]   and how you approach questions
[00:02:29.980 --> 00:02:32.400]   either in your own lives or for clients.
[00:02:32.400 --> 00:02:35.820]   - Sure, I can start.
[00:02:35.820 --> 00:02:38.740]   A couple of areas where I think the pandemic
[00:02:38.740 --> 00:02:40.500]   and the experience of the past few years
[00:02:40.500 --> 00:02:42.780]   has changed the way I think about things.
[00:02:42.780 --> 00:02:44.640]   One is in the realm of,
[00:02:44.640 --> 00:02:48.140]   I guess you could kind of call it mindful spending,
[00:02:48.140 --> 00:02:50.020]   which Nick Mazzulli touched on
[00:02:50.020 --> 00:02:53.020]   in his conversation with Jeff,
[00:02:53.020 --> 00:02:55.940]   this idea of being really thoughtful
[00:02:55.940 --> 00:02:59.140]   about how you spend your money.
[00:02:59.140 --> 00:03:02.480]   And I do think that the pandemic gave us all a good chance
[00:03:02.480 --> 00:03:06.340]   to reflect on, especially the things that we missed
[00:03:06.340 --> 00:03:10.500]   in that sort of year from March, 2020
[00:03:10.500 --> 00:03:12.660]   until the vaccines came online
[00:03:12.660 --> 00:03:15.860]   and things came back to some version of normalcy.
[00:03:15.860 --> 00:03:17.640]   But I know in our own household,
[00:03:17.640 --> 00:03:20.980]   my husband and I walked and talked a ton during that time
[00:03:20.980 --> 00:03:22.260]   about the things that we missed
[00:03:22.260 --> 00:03:24.980]   and frankly, the things that we didn't miss.
[00:03:24.980 --> 00:03:28.620]   So it was just a really great opportunity
[00:03:28.620 --> 00:03:31.660]   to reflect on spending.
[00:03:31.660 --> 00:03:34.900]   I love that people like Ramit Sethi
[00:03:34.900 --> 00:03:37.160]   spend a lot of time talking about
[00:03:37.160 --> 00:03:39.660]   this mindful spending idea
[00:03:39.660 --> 00:03:42.100]   where you're being really thoughtful
[00:03:42.100 --> 00:03:46.700]   about how you're deploying your capital on an ongoing basis.
[00:03:46.700 --> 00:03:50.040]   And his point is like, if you're into getting the appetizer,
[00:03:50.040 --> 00:03:52.440]   get the appetizer every time.
[00:03:52.440 --> 00:03:54.140]   It's not gonna make a difference.
[00:03:54.140 --> 00:03:57.040]   You just have to make some cuts elsewhere
[00:03:57.040 --> 00:03:59.220]   to accommodate that.
[00:03:59.220 --> 00:04:00.640]   So mindful spending.
[00:04:00.640 --> 00:04:04.000]   And then another thing that I've been talking about,
[00:04:04.000 --> 00:04:07.280]   thinking about, encouraged mainly by Carl Richards,
[00:04:07.280 --> 00:04:10.960]   I would say is time on earth allocation.
[00:04:10.960 --> 00:04:12.920]   That there's no more precious
[00:04:12.920 --> 00:04:15.400]   or finite resource in our lives.
[00:04:15.400 --> 00:04:17.740]   Forget money for a second.
[00:04:17.740 --> 00:04:19.980]   Think about the one thing that we have
[00:04:19.980 --> 00:04:24.320]   that is just a non-renewable resource
[00:04:24.320 --> 00:04:26.360]   and it is our time on earth allocation.
[00:04:26.360 --> 00:04:28.560]   So how are we deploying that time?
[00:04:28.560 --> 00:04:30.800]   Carl has created a simple mantra.
[00:04:30.800 --> 00:04:34.160]   He spoke to this group via video.
[00:04:34.160 --> 00:04:39.160]   But his time spent with family, preferably outdoors.
[00:04:39.160 --> 00:04:41.080]   That's like his focus.
[00:04:41.080 --> 00:04:43.240]   That's his compass.
[00:04:43.240 --> 00:04:44.680]   That's what he loves.
[00:04:44.680 --> 00:04:47.280]   And that is how he tries to figure out his life
[00:04:47.280 --> 00:04:49.080]   so he can do more of that.
[00:04:49.080 --> 00:04:52.800]   So those are just a couple of deep thoughts
[00:04:52.800 --> 00:04:53.840]   early in the morning.
[00:04:53.840 --> 00:04:59.720]   - For me, it's mostly been just a reminder
[00:04:59.720 --> 00:05:03.060]   that it is impossible to predict
[00:05:03.060 --> 00:05:04.280]   what's actually going to happen.
[00:05:04.280 --> 00:05:09.280]   I mean, legislation, inflation, pandemics,
[00:05:09.280 --> 00:05:12.800]   no one I knew saw that coming.
[00:05:12.800 --> 00:05:15.460]   We were not talking about that the summer beforehand.
[00:05:15.460 --> 00:05:18.760]   And it changed everything.
[00:05:18.760 --> 00:05:21.220]   And despite changing everything,
[00:05:21.220 --> 00:05:25.280]   as far as personal finance and investing,
[00:05:25.280 --> 00:05:27.240]   all of the same principles applied.
[00:05:27.240 --> 00:05:29.880]   Everything is still the same, personal finance-wise,
[00:05:29.880 --> 00:05:32.720]   even though it upended our lives
[00:05:32.720 --> 00:05:34.160]   in the most serious of ways.
[00:05:34.160 --> 00:05:35.720]   But the things that you go back to,
[00:05:35.720 --> 00:05:36.840]   okay, how do we respond?
[00:05:36.840 --> 00:05:37.680]   What do we do?
[00:05:37.680 --> 00:05:38.600]   How do we plan?
[00:05:38.600 --> 00:05:40.400]   It's the exact same thing it's always been.
[00:05:40.400 --> 00:05:43.600]   We still need the same types of insurance coverage.
[00:05:43.600 --> 00:05:45.800]   You need to make sure you have a level of spending
[00:05:45.800 --> 00:05:47.040]   that's appropriate.
[00:05:47.040 --> 00:05:49.700]   Asset allocations should match your risk tolerance.
[00:05:49.700 --> 00:05:53.420]   Nothing changes, even though, boy, the world changed.
[00:05:53.420 --> 00:05:58.960]   - I'm a pessimist by nature.
[00:05:58.960 --> 00:06:02.040]   But the pandemic is one of the few things
[00:06:02.040 --> 00:06:04.320]   that I was way too optimistic.
[00:06:04.320 --> 00:06:06.520]   I mean, it changed our lives.
[00:06:07.360 --> 00:06:12.320]   It reminded me that health is far more important than wealth.
[00:06:12.320 --> 00:06:17.320]   And it also, bringing it to the market, makes us humble.
[00:06:17.320 --> 00:06:20.960]   I mean, sure, the market is down this year.
[00:06:20.960 --> 00:06:22.520]   We're in a bear market.
[00:06:22.520 --> 00:06:26.280]   But if I had a partial crystal ball going into 2020,
[00:06:26.280 --> 00:06:28.120]   knew this pandemic was coming,
[00:06:28.120 --> 00:06:33.120]   Putin was gonna invade, complete political dysfunction,
[00:06:33.120 --> 00:06:35.380]   weather catastrophes,
[00:06:35.380 --> 00:06:37.400]   I would have thought the market would be way down.
[00:06:37.400 --> 00:06:39.740]   But the market is up since the pandemic.
[00:06:39.740 --> 00:06:44.540]   So think three years is short term.
[00:06:44.540 --> 00:06:47.060]   But certainly this year is incredibly short term.
[00:06:47.060 --> 00:06:51.700]   So think long term and yeah, be humble.
[00:06:51.700 --> 00:06:54.500]   - Thank you all.
[00:06:54.500 --> 00:06:57.260]   So this is an audience of people who care a lot
[00:06:57.260 --> 00:06:59.500]   about investing and personal finance,
[00:06:59.500 --> 00:07:02.540]   who think about those topics a lot,
[00:07:02.540 --> 00:07:06.120]   who are largely committed to Boglehead principles
[00:07:06.120 --> 00:07:11.120]   of diversification, simplification, low cost investing.
[00:07:11.120 --> 00:07:16.300]   So what might be some blind spots for this group of people,
[00:07:16.300 --> 00:07:22.180]   things that we could be doing better or in a smarter way?
[00:07:22.180 --> 00:07:25.580]   Oh, nothing.
[00:07:25.580 --> 00:07:29.000]   - That's why I was asking Nick earlier.
[00:07:29.000 --> 00:07:31.660]   Yeah, that's a trick question.
[00:07:31.660 --> 00:07:33.660]   - Well, Mike, you were just talking about
[00:07:33.660 --> 00:07:38.620]   some things that we don't talk about enough.
[00:07:38.620 --> 00:07:41.060]   - Okay, thank you for the prompt.
[00:07:41.060 --> 00:07:42.780]   Yeah, so we spend all of our time.
[00:07:42.780 --> 00:07:43.780]   Well, not all of our time,
[00:07:43.780 --> 00:07:46.580]   but a lot of time on the forum
[00:07:46.580 --> 00:07:49.120]   talking about small cap value tilting
[00:07:49.120 --> 00:07:52.500]   and exactly what's the right percent in international stocks
[00:07:52.500 --> 00:07:54.560]   and international bonds and should you own tips
[00:07:54.560 --> 00:07:58.660]   and all of these things that are not even in the top 100
[00:07:58.660 --> 00:08:01.160]   most important financial decisions you need to make.
[00:08:01.160 --> 00:08:03.540]   And that's because a lot of the most important
[00:08:03.540 --> 00:08:05.400]   financial decisions you need to make
[00:08:05.400 --> 00:08:08.620]   are kind of terrible topics to talk about.
[00:08:08.620 --> 00:08:12.420]   You know, it's you dying, you're becoming disabled,
[00:08:12.420 --> 00:08:14.380]   your spouse dying, your kids dying,
[00:08:14.380 --> 00:08:15.660]   all like horrible things, right?
[00:08:15.660 --> 00:08:17.500]   'Cause you were talking about insurance coverage,
[00:08:17.500 --> 00:08:18.900]   we're talking about estate planning
[00:08:18.900 --> 00:08:21.020]   and they're not happy topics,
[00:08:21.020 --> 00:08:22.420]   but they're so important
[00:08:22.420 --> 00:08:24.660]   to make sure you have those boxes checked off.
[00:08:24.660 --> 00:08:26.300]   And the other reason we don't talk about them very often
[00:08:26.300 --> 00:08:28.940]   is because there's not a whole lot to say.
[00:08:28.940 --> 00:08:31.240]   Like if someone came up and asked,
[00:08:31.240 --> 00:08:35.160]   I'm 36, I'm working, do I need disability insurance?
[00:08:35.160 --> 00:08:37.720]   Yes, I mean, that's the end of the discussion.
[00:08:37.720 --> 00:08:40.840]   And so there's just, whereas we can talk forever
[00:08:40.840 --> 00:08:44.120]   about whether you could, should small cap value tilt
[00:08:44.120 --> 00:08:46.160]   because it's not a clear answer.
[00:08:46.160 --> 00:08:48.260]   That's the reason we talk about it
[00:08:48.260 --> 00:08:50.520]   because there's really strong arguments on each side
[00:08:50.520 --> 00:08:51.640]   and it's not obvious at all.
[00:08:51.640 --> 00:08:54.600]   And that's why we can go around in circles for 15 years,
[00:08:54.600 --> 00:08:58.480]   whereas we don't do that about disability insurance.
[00:08:58.480 --> 00:09:00.840]   But disability insurance is more important.
[00:09:00.840 --> 00:09:04.980]   - I'll just hop in really quick
[00:09:04.980 --> 00:09:07.620]   if we're talking about hard things,
[00:09:07.620 --> 00:09:08.820]   the topic of hard things.
[00:09:08.820 --> 00:09:11.540]   One thing that came up at a Bogleheads conference
[00:09:11.540 --> 00:09:13.820]   probably three or four years ago
[00:09:13.820 --> 00:09:16.140]   was the topic of elder care,
[00:09:16.140 --> 00:09:19.140]   caring for older adults in your lives,
[00:09:19.140 --> 00:09:22.580]   parents thinking about your own self as an older adult
[00:09:22.580 --> 00:09:25.900]   and the various issues that might accompany that.
[00:09:25.900 --> 00:09:30.760]   So I would say that that's sort of the softer dimension
[00:09:30.760 --> 00:09:33.380]   of long-term care and elder care planning
[00:09:33.380 --> 00:09:35.900]   is probably something that we don't discuss enough
[00:09:35.900 --> 00:09:36.860]   as a community.
[00:09:36.860 --> 00:09:40.680]   And I think we need to discuss all of those dimensions.
[00:09:40.680 --> 00:09:43.540]   And I would give my family's experience
[00:09:43.540 --> 00:09:46.180]   as kind of a, I think a good reminder
[00:09:46.180 --> 00:09:48.380]   of why it's not just financial.
[00:09:48.380 --> 00:09:51.380]   So I think of my parents as in a lot of ways
[00:09:51.380 --> 00:09:53.820]   came into their later senior years,
[00:09:53.820 --> 00:09:56.300]   very well equipped financially.
[00:09:56.300 --> 00:10:00.060]   They could handle long-term care expenses
[00:10:00.060 --> 00:10:01.940]   out of their own coffers
[00:10:01.940 --> 00:10:05.100]   and were able to die with funds left
[00:10:05.100 --> 00:10:07.940]   besides those which they wanted.
[00:10:07.940 --> 00:10:11.540]   And they had adult children living close by
[00:10:11.540 --> 00:10:14.660]   to help ensure that the long-term care delivery
[00:10:14.660 --> 00:10:16.340]   happened as they had envisioned.
[00:10:16.340 --> 00:10:18.480]   So we had caregivers in the house.
[00:10:18.480 --> 00:10:21.300]   So a lot of that was pretty perfect.
[00:10:21.300 --> 00:10:23.780]   I lived about two and a half minutes away.
[00:10:23.780 --> 00:10:27.420]   And so what I would say is if that's your plan
[00:10:27.420 --> 00:10:30.220]   and if you're well-situated with long-term care,
[00:10:30.220 --> 00:10:35.220]   just think through sort of the side aspects
[00:10:35.220 --> 00:10:36.960]   of that long-term care.
[00:10:36.960 --> 00:10:38.580]   Don't just dwell on the financial.
[00:10:38.580 --> 00:10:42.980]   Think about the actual delivery of the long-term care.
[00:10:42.980 --> 00:10:46.100]   Because I would say from my own family situation,
[00:10:46.100 --> 00:10:49.980]   even though it all lined up on paper, it was awful.
[00:10:49.980 --> 00:10:53.100]   Those were the worst years of my life.
[00:10:53.100 --> 00:10:56.700]   And my parents went into it thinking
[00:10:56.700 --> 00:10:58.900]   that they had everything all lined up,
[00:10:58.900 --> 00:11:01.980]   but still super hard on the family.
[00:11:01.980 --> 00:11:05.460]   So whatever you can do to kind of think through
[00:11:05.460 --> 00:11:09.740]   all of the possible contingencies on that front
[00:11:09.740 --> 00:11:10.860]   I think will go a long way.
[00:11:10.860 --> 00:11:13.240]   And one resource I would throw out on this front
[00:11:13.240 --> 00:11:16.740]   is Carolyn McClanahan, who is an MD
[00:11:16.740 --> 00:11:18.580]   and also a financial planner.
[00:11:18.580 --> 00:11:21.580]   She talks about all of this stuff in her work,
[00:11:21.580 --> 00:11:23.500]   the things that you might never think of.
[00:11:23.500 --> 00:11:27.020]   So if the plan is for the children to be involved
[00:11:27.020 --> 00:11:30.780]   in managing the house that the parents wanna stay in,
[00:11:30.780 --> 00:11:32.880]   well, they need to sign a contract
[00:11:32.880 --> 00:11:35.840]   to ensure that they're actually committed,
[00:11:35.840 --> 00:11:38.440]   that the parents aren't just thinking they're committed.
[00:11:38.440 --> 00:11:41.140]   So all that stuff I would say is a blind spot
[00:11:41.140 --> 00:11:43.420]   for a lot of us, even if we feel like
[00:11:43.420 --> 00:11:45.580]   we have everything all lined up on paper.
[00:11:47.860 --> 00:11:49.540]   - I just wanna echo the same thing.
[00:11:49.540 --> 00:11:52.060]   The investing part is incredibly simple.
[00:11:52.060 --> 00:11:54.020]   The only complication, admittedly,
[00:11:54.020 --> 00:11:56.420]   it's a big complication, are taxes.
[00:11:56.420 --> 00:11:58.660]   Boy, do you make it simple.
[00:11:58.660 --> 00:12:01.860]   I don't like talking about estate planning, that's death.
[00:12:01.860 --> 00:12:05.500]   It's not fun, but it's incredibly important.
[00:12:05.500 --> 00:12:10.500]   Long-term care, very, very difficult.
[00:12:10.500 --> 00:12:13.820]   And the information out there, whenever I write about it,
[00:12:13.820 --> 00:12:16.680]   I get a lot of hate mail 'cause the data's all over the map
[00:12:16.680 --> 00:12:20.380]   on your probability of needing long-term care.
[00:12:20.380 --> 00:12:25.180]   And by the way, it's usually lopsided.
[00:12:25.180 --> 00:12:28.620]   Don't forget, if one spouse becomes the caregiver,
[00:12:28.620 --> 00:12:31.560]   the other spouse eventually needs long-term care,
[00:12:31.560 --> 00:12:32.820]   they no longer need a house.
[00:12:32.820 --> 00:12:34.740]   They're not traveling, they're not eating out.
[00:12:34.740 --> 00:12:37.940]   They're saving a lot of money elsewhere.
[00:12:37.940 --> 00:12:42.700]   So yes, financial planning is less about investments
[00:12:42.700 --> 00:12:47.700]   and more about planning for our lives.
[00:12:47.700 --> 00:12:49.560]   We will get older, we will die.
[00:12:49.560 --> 00:12:51.520]   Did I say I'm a pessimist by nature?
[00:12:51.520 --> 00:12:53.040]   (audience laughing)
[00:12:53.040 --> 00:12:58.040]   - Okay, so now that we've stepped into some
[00:12:58.040 --> 00:13:00.080]   of those really painful topics,
[00:13:00.080 --> 00:13:03.400]   let's take a step back into some of our safe space,
[00:13:03.400 --> 00:13:05.040]   talk about investing.
[00:13:05.040 --> 00:13:09.600]   At our investing panel yesterday,
[00:13:09.600 --> 00:13:12.900]   one of the topics that came up was ESG funds,
[00:13:12.900 --> 00:13:15.780]   which elicited some very strong,
[00:13:15.780 --> 00:13:18.780]   consistently negative reactions.
[00:13:18.780 --> 00:13:22.060]   So just a very quick question to the panel here.
[00:13:22.060 --> 00:13:25.900]   Anyone own ESG funds or wanna make a case
[00:13:25.900 --> 00:13:28.620]   for why that's something that people should consider?
[00:13:28.620 --> 00:13:32.820]   (audience laughing)
[00:13:32.820 --> 00:13:35.140]   - I do not own ESG investments.
[00:13:35.140 --> 00:13:37.980]   I will say Morningstar has made a huge investment
[00:13:37.980 --> 00:13:39.820]   in the ESG space.
[00:13:39.820 --> 00:13:41.860]   We acquired a company called Sustainalytics
[00:13:41.860 --> 00:13:44.180]   that does a lot of research in ESG matters
[00:13:44.180 --> 00:13:47.780]   and have some of our team focused on ESG matters.
[00:13:47.780 --> 00:13:50.900]   I do not own ESG.
[00:13:50.900 --> 00:13:55.020]   It's not that I don't think that there are valid ways
[00:13:55.020 --> 00:13:59.160]   to ESG, but I think that there might be better uses
[00:13:59.160 --> 00:14:04.160]   of my principles or better ways to deploy my principles.
[00:14:05.540 --> 00:14:09.340]   In terms of the landscape, I do find it terribly confusing.
[00:14:09.340 --> 00:14:13.020]   In fact, I was attempting to help do these portfolio
[00:14:13.020 --> 00:14:15.500]   makeovers every year, and I was attempting to help a woman
[00:14:15.500 --> 00:14:19.180]   who did want to have an ESG portfolio sort out
[00:14:19.180 --> 00:14:21.860]   her tangle of funds that she had assembled,
[00:14:21.860 --> 00:14:24.300]   and she had about 25 different holdings
[00:14:24.300 --> 00:14:26.420]   with a portfolio of about $100,000.
[00:14:26.420 --> 00:14:29.620]   So a terribly complicated portfolio.
[00:14:29.620 --> 00:14:33.260]   And I found it really difficult to sort among
[00:14:33.260 --> 00:14:35.700]   the various ESG options.
[00:14:35.700 --> 00:14:38.500]   I think that there's a need for transparency
[00:14:38.500 --> 00:14:40.940]   to help people ESG if they want to.
[00:14:40.940 --> 00:14:44.540]   The one thing that tantalizes me in the ESG space
[00:14:44.540 --> 00:14:45.820]   is behavioral.
[00:14:45.820 --> 00:14:49.020]   I have a feeling that if people have a portfolio
[00:14:49.020 --> 00:14:53.340]   that is aligned with their values,
[00:14:53.340 --> 00:14:56.340]   that potentially they might be more likely
[00:14:56.340 --> 00:14:59.300]   to stick with that plan, and that's not nothing.
[00:14:59.300 --> 00:15:03.340]   The idea that someone, we have seen all this data
[00:15:03.340 --> 00:15:04.780]   about dollar-weighted returns.
[00:15:04.780 --> 00:15:06.420]   We know that people, a lot of times,
[00:15:06.420 --> 00:15:09.260]   don't stick around when they buy something.
[00:15:09.260 --> 00:15:10.460]   So that's the one thing.
[00:15:10.460 --> 00:15:14.860]   I'll be intrigued to see how the data unfold on that front,
[00:15:14.860 --> 00:15:17.620]   because that's the one thing that really compels me
[00:15:17.620 --> 00:15:19.500]   in the ESG space.
[00:15:19.500 --> 00:15:22.340]   If someone has that alignment, are they more likely
[00:15:22.340 --> 00:15:23.780]   to stick with the program?
[00:15:23.780 --> 00:15:25.660]   I think that that's worth watching.
[00:15:28.320 --> 00:15:29.440]   I own a business.
[00:15:29.440 --> 00:15:31.080]   Alan owns a business.
[00:15:31.080 --> 00:15:34.520]   I have control over that business because I own it.
[00:15:34.520 --> 00:15:37.800]   Alan has control over his business because he owns it.
[00:15:37.800 --> 00:15:41.960]   To me, it has always seemed just on-its-face bananas
[00:15:41.960 --> 00:15:45.360]   that the way you could best influence a company
[00:15:45.360 --> 00:15:48.000]   is to choose to not be a shareholder.
[00:15:48.000 --> 00:15:52.080]   It's backwards.
[00:15:52.080 --> 00:15:53.400]   That's what it's always seemed to me.
[00:15:53.400 --> 00:15:54.880]   You're doing exactly the opposite
[00:15:54.880 --> 00:15:55.960]   of what you want to be doing.
[00:15:55.960 --> 00:16:00.020]   You're giving up a major potential source of influence
[00:16:00.020 --> 00:16:02.920]   over this company by excluding it from your portfolio.
[00:16:02.920 --> 00:16:07.920]   So it's always seemed not just unhelpful, but detrimental.
[00:16:07.920 --> 00:16:14.040]   What I do feel differently about is,
[00:16:14.040 --> 00:16:17.740]   and so I asked this yesterday to Ben from Morningstar,
[00:16:17.740 --> 00:16:23.720]   is engine number one or other similar companies
[00:16:23.720 --> 00:16:25.580]   that have a different approach to ESG.
[00:16:25.580 --> 00:16:26.940]   They say, "We're gonna own everything.
[00:16:26.940 --> 00:16:29.480]   "It's a low-cost indexed portfolio."
[00:16:29.480 --> 00:16:31.840]   So they're gonna get similar investment returns
[00:16:31.840 --> 00:16:32.840]   to what you would get.
[00:16:32.840 --> 00:16:36.880]   And they vote the shares in a particular way.
[00:16:36.880 --> 00:16:39.280]   And maybe that way is in keeping with your values,
[00:16:39.280 --> 00:16:42.220]   maybe it's not, but I like the idea of having options.
[00:16:42.220 --> 00:16:44.720]   This fund company is gonna vote their shares this way.
[00:16:44.720 --> 00:16:47.260]   That fund company is gonna vote their shares that way.
[00:16:47.260 --> 00:16:51.760]   And they're still boring, simple index portfolios,
[00:16:51.760 --> 00:16:55.020]   but they're actually exercising the source of control
[00:16:55.020 --> 00:16:56.600]   and influence that we have.
[00:16:56.600 --> 00:16:59.400]   And to me, I'm much more optimistic
[00:16:59.400 --> 00:17:01.920]   about that version of ESG.
[00:17:01.920 --> 00:17:05.340]   Whether it's gonna be super impactful, I don't know.
[00:17:05.340 --> 00:17:07.360]   Do I still think, just like Jim said yesterday,
[00:17:07.360 --> 00:17:09.840]   there are better and more impactful ways
[00:17:09.840 --> 00:17:11.720]   to change the world, yes.
[00:17:11.720 --> 00:17:14.920]   But I'm more optimistic about that
[00:17:14.920 --> 00:17:19.400]   than the traditional version of ESG by a huge margin.
[00:17:19.400 --> 00:17:20.240]   - Okay.
[00:17:20.240 --> 00:17:22.880]   Christine, when you were saying about the makeovers
[00:17:22.880 --> 00:17:26.100]   and someone who has 25 funds,
[00:17:26.100 --> 00:17:28.740]   and I will admit to there have been periods in my life
[00:17:28.740 --> 00:17:30.620]   when I have had more than 20 funds
[00:17:30.620 --> 00:17:32.380]   for no justifiable reason.
[00:17:32.380 --> 00:17:37.380]   So I wanted to ask you about simplicity, radical simplicity
[00:17:37.380 --> 00:17:40.460]   and complexity in portfolios.
[00:17:40.460 --> 00:17:43.320]   We had a question from the audience
[00:17:43.320 --> 00:17:47.340]   about a couple who had opted for a very simple approach
[00:17:47.340 --> 00:17:49.300]   with a three fund portfolio.
[00:17:49.300 --> 00:17:53.140]   And then more recently had augmented that with I-bonds
[00:17:53.140 --> 00:17:55.820]   and laddered CDs and tips.
[00:17:55.820 --> 00:17:57.700]   And so the question was,
[00:17:57.700 --> 00:18:02.300]   so we are drifting from what was once a simple
[00:18:02.300 --> 00:18:04.380]   and easy to manage portfolio
[00:18:04.380 --> 00:18:07.780]   into something that might be safer, but more complex.
[00:18:07.780 --> 00:18:10.900]   Is it a mistake to abandon our commitment
[00:18:10.900 --> 00:18:13.100]   to simplicity in this manner?
[00:18:13.100 --> 00:18:16.880]   And I just wonder just how much of a,
[00:18:16.880 --> 00:18:20.300]   how far do you feel people should go in simplicity?
[00:18:20.300 --> 00:18:21.780]   - Right, it's a great question.
[00:18:21.780 --> 00:18:24.740]   And I often evangelize about the value of simplicity,
[00:18:24.740 --> 00:18:28.540]   but I do think specifically what this couple has done
[00:18:28.540 --> 00:18:30.100]   makes a lot of sense to me.
[00:18:30.100 --> 00:18:31.580]   So in retirement,
[00:18:31.580 --> 00:18:34.340]   as you kind of think about a retirement portfolio,
[00:18:34.340 --> 00:18:37.740]   I just like the idea of stair-stepping it by risk level.
[00:18:37.740 --> 00:18:40.580]   So you've got your liquid reserves
[00:18:40.580 --> 00:18:42.900]   that you're drawing upon on an ongoing basis.
[00:18:42.900 --> 00:18:45.200]   You've got some short-term bonds,
[00:18:45.200 --> 00:18:48.860]   which you can't ask total bond market
[00:18:48.860 --> 00:18:51.260]   just to give you your short-term bond piece.
[00:18:51.260 --> 00:18:52.340]   If you need to take some money
[00:18:52.340 --> 00:18:55.700]   out of your in-retirement portfolio,
[00:18:55.700 --> 00:18:58.260]   I think it's wise to have some short-term bonds
[00:18:58.260 --> 00:19:00.840]   as kind of next line reserves
[00:19:00.840 --> 00:19:04.420]   in case the cash is depleted in a year like 2022,
[00:19:04.420 --> 00:19:06.900]   for example, and you still need additional funds.
[00:19:06.900 --> 00:19:10.460]   And then maybe moving into intermediate term bonds,
[00:19:10.460 --> 00:19:12.580]   and you'd also want to have I-bonds
[00:19:12.580 --> 00:19:15.080]   in that portion of the portfolio.
[00:19:15.080 --> 00:19:17.500]   The other thing I would say is to me,
[00:19:17.500 --> 00:19:21.620]   it's fine for accumulators to manage their portfolios
[00:19:21.620 --> 00:19:23.980]   as kind of a unified whole.
[00:19:23.980 --> 00:19:26.880]   So as long as if someone has
[00:19:26.880 --> 00:19:30.540]   the really great low-cost index fund in their 401k,
[00:19:30.540 --> 00:19:32.400]   they can put all their funds there,
[00:19:32.400 --> 00:19:35.380]   but in other parts of the portfolio,
[00:19:35.380 --> 00:19:37.480]   they may want to hold fixed income
[00:19:37.480 --> 00:19:40.860]   where perhaps they can obtain more favorable pricing.
[00:19:40.860 --> 00:19:43.300]   So I think it's fine to sort of use
[00:19:43.300 --> 00:19:47.500]   that unified portfolio model in the accumulation years.
[00:19:47.500 --> 00:19:49.320]   In the decumulation years,
