
[00:00:00.000 --> 00:00:06.000]   Welcome back everyone.
[00:03:18.880 --> 00:03:21.560]   Here's a chart summarizing their evidence for this.
[00:03:21.560 --> 00:03:26.760]   Along the x-axis, I have the generator size going up to 1024.
[00:03:26.760 --> 00:03:32.880]   And along the y-axis, we have GLU score, which will be our proxy for overall quality.
[00:03:32.880 --> 00:03:37.000]   The blue line up here is the discriminator at size 768.
[00:03:37.000 --> 00:03:39.720]   And we're tracking different generator sizes, as I said.
[00:03:39.720 --> 00:03:44.940]   And you see this characteristic reverse U-shape, where, for example, the best discriminator
[00:03:44.940 --> 00:03:50.320]   at size 768 corresponds to a generator of size 256.
[00:03:50.320 --> 00:03:55.800]   And indeed, as the generator gets larger and even gets larger than the discriminator, performance
[00:03:55.800 --> 00:03:57.220]   drops off.
[00:03:57.220 --> 00:04:02.000]   And that U-shape is repeated for all these different discriminator sizes, suggesting
[00:04:02.000 --> 00:04:04.000]   a real finding about the model.
[00:04:04.000 --> 00:04:08.680]   I think the intuition here is that it's kind of good to have a small and relatively weak
[00:04:08.680 --> 00:04:13.560]   generator so that the discriminator has a lot of interesting work to do, because after
[00:04:13.560 --> 00:04:18.160]   all, the discriminator is our focus.
[00:04:18.160 --> 00:04:20.880]   The paper also includes a lot of efficiency studies.
[00:04:20.880 --> 00:04:22.780]   And those, too, are really illuminating.
[00:04:22.780 --> 00:04:25.200]   This is a summary of some of their evidence.
[00:04:25.200 --> 00:04:30.000]   Along the x-axis, we have pre-trained flops, which you can think of as a raw amount of
[00:04:30.000 --> 00:04:32.880]   overall compute needed for training.
[00:04:32.880 --> 00:04:36.200]   And along the y-axis, again, we have the GLUE score.
[00:04:36.200 --> 00:04:39.040]   The blue line at the top here is the full Elektra model.
[00:04:39.040 --> 00:04:43.480]   And the core result here is that for any compute budget you have, that is any point along the
[00:04:43.480 --> 00:04:47.140]   x-axis, Elektra is the best model.
[00:04:47.140 --> 00:04:50.400]   It looks like in second place is adversarial Elektra.
[00:04:50.400 --> 00:04:55.000]   That's an intriguing variation of the model, where the generator is actually trained to
[00:04:55.000 --> 00:04:57.180]   try to fool the discriminator.
[00:04:57.180 --> 00:05:01.680]   That's a clear intuition that turns out to be slightly less good than the more cooperative
[00:05:01.680 --> 00:05:04.860]   objective that I presented before.
[00:05:04.860 --> 00:05:06.720]   And then the green lines are intriguing as well.
[00:05:06.720 --> 00:05:12.400]   So for the green lines, we begin by training just in a standard BERT fashion.
[00:05:12.400 --> 00:05:16.320]   And then at a certain point, we switch over to the full Elektra model.
[00:05:16.320 --> 00:05:21.720]   And what you see there is that in switching over to full Elektra, you get a gain in performance
[00:05:21.720 --> 00:05:26.880]   for any compute budget relative to the standard BERT training continuing as before, which
[00:05:26.880 --> 00:05:29.940]   is the lowest line in the chart.
[00:05:29.940 --> 00:05:35.220]   So a clear win for Elektra relative to these interesting competitors.
[00:05:35.220 --> 00:05:38.400]   And they did further efficiency analyses.
[00:05:38.400 --> 00:05:40.360]   Let me review some of what they found there.
[00:05:40.360 --> 00:05:44.340]   This is the full Elektra model as I presented it before.
[00:05:44.340 --> 00:05:47.440]   We could also think about Elektra 15%.
[00:05:47.440 --> 00:05:52.160]   And this is the case where for the discriminator, instead of having it make predictions about
[00:05:52.160 --> 00:05:58.240]   all of the input tokens, we just zoom in on the tokens that were part of this x corrupt
[00:05:58.240 --> 00:05:59.920]   sequence, ignoring all the rest.
[00:05:59.920 --> 00:06:04.360]   That's a very BERT-like intuition where the ones that matter were these ones that got
[00:06:04.360 --> 00:06:06.400]   masked down here.
[00:06:06.400 --> 00:06:10.360]   That makes fewer predictions for the discriminator.
[00:06:10.360 --> 00:06:16.040]   Replace MLM is where we use the generator with no discriminator.
[00:06:16.040 --> 00:06:18.160]   This is a kind of ablation of BERT.
[00:06:18.160 --> 00:06:23.360]   And then all tokens MLM is a kind of variant of BERT where instead of turning off the objective
[00:06:23.360 --> 00:06:27.840]   for some of the items, we make predictions about all of them.
[00:06:27.840 --> 00:06:31.680]   And here's a summary of the evidence that they found in favor of Elektra.
[00:06:31.680 --> 00:06:34.480]   That's at the top here, according to the Glue score.
[00:06:34.480 --> 00:06:39.360]   All tokens MLM and replace MLM, those BERT variants are just behind.
[00:06:39.360 --> 00:06:44.220]   And that's sort of intriguing because it shows that even if we stick to the BERT architecture,
[00:06:44.220 --> 00:06:51.560]   we could have done better simply by making more predictions than BERT was making initially.
[00:06:51.560 --> 00:06:53.820]   Behind those is Elektra 15%.
[00:06:53.820 --> 00:06:58.840]   And that shows that on the discriminator side, again, it pays to make more predictions.
[00:06:58.840 --> 00:07:03.740]   If we retreat to the more BERT-like mode where we predict only for the corrupted elements,
[00:07:03.740 --> 00:07:06.240]   we find that performance degrades.
[00:07:06.240 --> 00:07:11.600]   And then at the bottom of this list is the original BERT model showing a clear win overall
[00:07:11.600 --> 00:07:16.380]   for Elektra according to this Glue benchmark.
[00:07:16.380 --> 00:07:21.020]   The Elektra team released three models initially, small, base, and large.
[00:07:21.020 --> 00:07:24.100]   Base and large kind of correspond roughly to BERT releases.
[00:07:24.100 --> 00:07:29.300]   And small is a tiny one that they say is designed to be quickly trained on a single GPU.
[00:07:29.300 --> 00:07:35.560]   Again, another nod toward increasing emphasis on efficiency for compute as an important
[00:07:35.560 --> 00:07:37.720]   ingredient in research in this space.
[00:07:37.720 --> 00:07:38.720]   Thanks.
[00:07:38.720 --> 00:07:38.740]   [END OF TRANSCRIPT]
[00:07:38.740 --> 00:07:48.740]   [BLANK_AUDIO]

