
[00:00:00.000 --> 00:00:03.160]   (audience applauding)
[00:03:24.560 --> 00:03:26.200]   you know, what Michael Kitsa says
[00:03:26.200 --> 00:03:27.520]   in some of the research he's posted
[00:03:27.520 --> 00:03:29.160]   about spending in retirement,
[00:03:29.160 --> 00:03:31.400]   it does tend to decline over time.
[00:03:31.400 --> 00:03:33.840]   So I think on average, people can expect
[00:03:33.840 --> 00:03:36.040]   that their expenses will decline
[00:03:36.040 --> 00:03:38.880]   about 1% on a real basis every year,
[00:03:38.880 --> 00:03:40.160]   so about 10% per decade.
[00:03:40.160 --> 00:03:42.480]   And if you step back, and I think a lot of people
[00:03:42.480 --> 00:03:45.200]   are really, hey, I'm planning on having
[00:03:45.200 --> 00:03:48.640]   the same spending rate at 85 as I have at 60,
[00:03:48.640 --> 00:03:51.320]   and the reality is that for most people, that's not true.
[00:03:51.320 --> 00:03:53.440]   You're gonna be spending a lot less at 85.
[00:03:53.440 --> 00:03:55.000]   You're gonna be traveling, moving less.
[00:03:55.000 --> 00:03:56.960]   Typically, you know, you're gonna be,
[00:03:56.960 --> 00:03:59.640]   your costs will be generally lower.
[00:03:59.640 --> 00:04:03.000]   So you shouldn't necessarily over-save
[00:04:03.000 --> 00:04:06.640]   and over-optimize for, you know, long-time horizons,
[00:04:06.640 --> 00:04:09.680]   and think about using some of your, you know,
[00:04:09.680 --> 00:04:13.840]   spending more earlier to enjoy your human capital.
[00:04:13.840 --> 00:04:19.240]   - So David Blanchett did some research on this,
[00:04:19.240 --> 00:04:21.160]   the retirement spending smile,
[00:04:21.160 --> 00:04:22.320]   so folks can check that out,
[00:04:22.320 --> 00:04:24.120]   and talks about that phenomenon.
[00:04:24.120 --> 00:04:27.600]   Spending does decrease as you move through retirement.
[00:04:27.600 --> 00:04:29.440]   In those earlier years, those go-go years,
[00:04:29.440 --> 00:04:30.280]   you're gonna wanna travel,
[00:04:30.280 --> 00:04:32.200]   you're gonna go out to that fancy restaurant,
[00:04:32.200 --> 00:04:33.240]   but then as you get older,
[00:04:33.240 --> 00:04:34.560]   you're not gonna wanna do that stuff,
[00:04:34.560 --> 00:04:36.400]   and maybe it's just gonna be at the soup plantation
[00:04:36.400 --> 00:04:37.320]   for you at that point.
[00:04:37.320 --> 00:04:40.720]   So spending on a real basis
[00:04:40.720 --> 00:04:42.680]   does decline throughout retirement.
[00:04:42.680 --> 00:04:45.160]   Now, a related question I get from a lot of folks
[00:04:45.160 --> 00:04:46.400]   is can I retire?
[00:04:46.400 --> 00:04:48.120]   And then my question to them is gonna be,
[00:04:48.120 --> 00:04:49.920]   well, how much are you spending?
[00:04:49.920 --> 00:04:51.400]   And a lot of folks don't necessarily
[00:04:51.400 --> 00:04:52.840]   know the answer to this,
[00:04:52.840 --> 00:04:54.640]   and this is where I ask them to,
[00:04:54.640 --> 00:04:57.120]   all right, now you've gotta go out and do some homework.
[00:04:57.120 --> 00:04:58.720]   You've gotta track your spending,
[00:04:58.720 --> 00:05:00.400]   figure out what you actually are spending,
[00:05:00.400 --> 00:05:01.800]   what you're spending it on.
[00:05:01.800 --> 00:05:04.560]   Now, this doesn't have to be a hard or difficult process.
[00:05:04.560 --> 00:05:07.720]   There's a couple, or gosh, there's more than a couple.
[00:05:07.720 --> 00:05:10.520]   Great financial tools that can help you with this process.
[00:05:10.520 --> 00:05:12.480]   Mint.com is a free tool that can help you
[00:05:12.480 --> 00:05:14.880]   track your spending, it can categorize your spending.
[00:05:14.880 --> 00:05:17.840]   Youneedabudget.com is also a popular tool.
[00:05:17.840 --> 00:05:19.560]   It's not free, it's $12 a month
[00:05:19.560 --> 00:05:20.720]   or something nominal like that.
[00:05:20.720 --> 00:05:21.560]   And I mention those tools
[00:05:21.560 --> 00:05:22.560]   'cause those are a couple tools
[00:05:22.560 --> 00:05:23.720]   that the folks that I work with,
[00:05:23.720 --> 00:05:24.880]   a lot of do-it-yourself investors,
[00:05:24.880 --> 00:05:27.000]   a lot of bold heads seem to like a lot.
[00:05:27.000 --> 00:05:28.920]   So that's gonna be a big part
[00:05:28.920 --> 00:05:30.320]   of the early steps of retirement planning,
[00:05:30.320 --> 00:05:31.520]   figure out what you're spending
[00:05:31.520 --> 00:05:34.840]   and figure out what categories you're spending is in,
[00:05:34.840 --> 00:05:38.200]   and that's gonna help you with your retirement planning.
[00:05:38.200 --> 00:05:43.120]   - Okay, so another question on our list was Social Security.
[00:05:43.120 --> 00:05:45.680]   And my guess is that many, most of you
[00:05:45.680 --> 00:05:48.320]   were in Mike Piper's great session earlier
[00:05:48.320 --> 00:05:51.120]   where he talked about the various dimensions
[00:05:51.120 --> 00:05:54.000]   of developing a Social Security strategy.
[00:05:54.000 --> 00:05:55.520]   But one thing I wanted to pick up on,
[00:05:55.520 --> 00:05:56.760]   I was looking on the boards
[00:05:56.760 --> 00:05:58.440]   where we ask people for questions,
[00:05:58.440 --> 00:06:01.320]   so on the Bogleheads forum.
[00:06:01.320 --> 00:06:03.400]   And a great question came up is that
[00:06:03.400 --> 00:06:05.000]   I think a lot of people understand
[00:06:05.000 --> 00:06:07.480]   why they should delay Social Security.
[00:06:07.480 --> 00:06:10.880]   But the question is, how do you bridge those years
[00:06:10.880 --> 00:06:12.240]   from when you retire
[00:06:12.240 --> 00:06:15.280]   to when you eventually begin claiming benefits?
[00:06:15.280 --> 00:06:17.640]   Where do you go for those funds?
[00:06:17.640 --> 00:06:19.600]   I guess Mike somewhat addressed that,
[00:06:19.600 --> 00:06:21.320]   but maybe you all can talk about that.
[00:06:21.320 --> 00:06:24.520]   And also what those funds should be invested in
[00:06:24.520 --> 00:06:27.720]   in the years that you are drawing more heavily
[00:06:27.720 --> 00:06:29.880]   upon your portfolio than you might later on
[00:06:29.880 --> 00:06:31.800]   when Social Security comes online.
[00:06:31.800 --> 00:06:34.440]   Rob, maybe you wanna tackle that one?
[00:06:34.440 --> 00:06:37.120]   - Well, I'd take, I don't know if it's a controversial view,
[00:06:37.120 --> 00:06:38.200]   I don't feel that it is,
[00:06:38.200 --> 00:06:40.720]   but in terms of where you should invest your money,
[00:06:40.720 --> 00:06:41.960]   even as you're spending it,
[00:06:41.960 --> 00:06:45.160]   I kind of view you should have an asset allocation.
[00:06:45.160 --> 00:06:47.480]   I think for most retirees,
[00:06:47.480 --> 00:06:50.040]   it's in the 50 to 75% range for stocks,
[00:06:50.040 --> 00:06:51.720]   and that's a gross generalization
[00:06:51.720 --> 00:06:54.160]   that won't apply to countless situations.
[00:06:54.160 --> 00:06:56.720]   But when we think about safe withdrawal rates
[00:06:56.720 --> 00:06:57.560]   and that sort of thing,
[00:06:57.560 --> 00:06:58.800]   if you go back to Bill Bingen's work
[00:06:58.800 --> 00:07:01.600]   and Guyton Klinger and others,
[00:07:01.600 --> 00:07:04.040]   that's generally where they say
[00:07:04.040 --> 00:07:06.200]   your stock allocation should be.
[00:07:06.200 --> 00:07:09.520]   And I think that's true even if you're 60
[00:07:09.520 --> 00:07:11.200]   and you're taking out money
[00:07:11.200 --> 00:07:14.840]   before you take Social Security when you're 70.
[00:07:14.840 --> 00:07:17.080]   And I'm just a big believer in you pull the money out,
[00:07:17.080 --> 00:07:18.800]   maybe it's gonna come from dividends and interest
[00:07:18.800 --> 00:07:20.160]   in a taxable account first,
[00:07:20.160 --> 00:07:21.480]   and then maybe you're selling shares
[00:07:21.480 --> 00:07:24.120]   and whatever accounts make the most sense
[00:07:24.120 --> 00:07:26.280]   from a tax perspective,
[00:07:26.280 --> 00:07:28.600]   and then you're just rebalancing.
[00:07:28.600 --> 00:07:30.760]   Others might wanna hold more cash
[00:07:30.760 --> 00:07:32.720]   just to have some level of comfort.
[00:07:32.720 --> 00:07:36.200]   And that becomes, I think, just a personal decision,
[00:07:36.200 --> 00:07:38.120]   as long as it doesn't become too much cash,
[00:07:38.120 --> 00:07:40.840]   in which case, other than in 2022,
[00:07:40.840 --> 00:07:44.640]   might weigh on the portfolio a bit.
[00:07:44.640 --> 00:07:45.600]   But I think it comes down
[00:07:45.600 --> 00:07:47.800]   to a lot of personal preference at that point.
[00:07:47.800 --> 00:07:49.440]   - Okay, so I wanna follow up on that
[00:07:49.440 --> 00:07:51.480]   because there was another question on the boards
[00:07:51.480 --> 00:07:53.840]   about in-retirement asset allocation,
[00:07:53.840 --> 00:07:55.760]   what that should look like.
[00:07:55.760 --> 00:08:00.600]   And this question was starred an asterisk by several users,
[00:08:00.600 --> 00:08:02.200]   so I wanna make sure we get to it.
[00:08:02.200 --> 00:08:05.440]   The question is, if someone has, say,
[00:08:05.440 --> 00:08:07.240]   a pension and Social Security
[00:08:07.240 --> 00:08:10.560]   that is supplying much of their income needs,
[00:08:10.560 --> 00:08:12.760]   how should the portfolio be invested?
[00:08:12.760 --> 00:08:17.400]   And how do non-portfolio income sources
[00:08:17.400 --> 00:08:19.520]   like Social Security and pension
[00:08:19.520 --> 00:08:22.640]   affect what the asset allocation should look like?
[00:08:22.640 --> 00:08:23.480]   Anyone?
[00:08:23.480 --> 00:08:28.160]   - Yeah, I wanna just back up one second
[00:08:28.160 --> 00:08:31.080]   to talk about the Social Security timing questions.
[00:08:31.080 --> 00:08:32.440]   One thing a lot of our users talk about
[00:08:32.440 --> 00:08:34.160]   is using that window.
[00:08:34.160 --> 00:08:35.400]   So they're delaying Social Security
[00:08:35.400 --> 00:08:37.520]   to try to maximize their lifetime income,
[00:08:37.520 --> 00:08:40.000]   protect their spouses, right, all that good stuff.
[00:08:40.000 --> 00:08:41.880]   But they're also, it creates,
[00:08:41.880 --> 00:08:44.320]   many of them, if they have the opportunity,
[00:08:44.320 --> 00:08:47.200]   they can engineer their income levels over multiple years,
[00:08:47.200 --> 00:08:48.400]   and they're trying to create this window
[00:08:48.400 --> 00:08:49.680]   where they can do Roth conversions.
[00:08:49.680 --> 00:08:51.440]   And so in an ideal world,
[00:08:51.440 --> 00:08:53.920]   they walk into that environment with taxable,
[00:08:53.920 --> 00:08:56.800]   tax-deferred, and tax-exempt,
[00:08:56.800 --> 00:08:58.920]   and then they're essentially trying to move money
[00:08:58.920 --> 00:09:02.360]   between tax-deferred and tax-exempt
[00:09:02.360 --> 00:09:05.360]   and leverage their taxable account
[00:09:05.360 --> 00:09:08.200]   to pay the taxes and survive in that window.
[00:09:08.200 --> 00:09:10.960]   But if they're, I think the interesting perspective is,
[00:09:10.960 --> 00:09:12.640]   is that if you get to a certain level of assets,
[00:09:12.640 --> 00:09:13.840]   you can really,
[00:09:13.840 --> 00:09:15.720]   and you look across long enough time horizons,
[00:09:15.720 --> 00:09:18.280]   you can really start to engineer your tax situation
[00:09:18.280 --> 00:09:19.280]   in a much more meaningful way.
[00:09:19.280 --> 00:09:20.440]   So I just wanna touch on that point.
[00:09:20.440 --> 00:09:21.520]   - Okay.
[00:09:21.520 --> 00:09:23.800]   So in retirement asset allocation
[00:09:23.800 --> 00:09:27.680]   in the presence of non-portfolio income sources,
[00:09:27.680 --> 00:09:30.080]   how they affect, how they relate to one another?
[00:09:30.080 --> 00:09:32.360]   - I'm happy to try.
[00:09:32.360 --> 00:09:34.280]   So, you know, there's one theory that says
[00:09:34.280 --> 00:09:36.480]   you may maybe try to calculate the present value
[00:09:36.480 --> 00:09:38.000]   of these guaranteed incomes,
[00:09:38.000 --> 00:09:41.640]   and maybe that should be part of your fixed bond
[00:09:41.640 --> 00:09:42.880]   or fixed income portfolio.
[00:09:42.880 --> 00:09:44.000]   I think there's some merit to that.
[00:09:44.000 --> 00:09:46.600]   But for me, the starting point is fine,
[00:09:46.600 --> 00:09:48.680]   you've got whatever sources of guaranteed income
[00:09:48.680 --> 00:09:51.560]   that covers a certain amount of expenses, what's left?
[00:09:51.560 --> 00:09:54.040]   How much do you need to spend beyond that?
[00:09:54.040 --> 00:09:56.600]   And what percentage of your portfolio
[00:09:56.600 --> 00:09:59.080]   does that additional expense represent
[00:09:59.080 --> 00:10:00.880]   is how I like to think about it.
[00:10:00.880 --> 00:10:04.240]   Because if the answer to that is 4%,
[00:10:04.240 --> 00:10:05.680]   so even after the guaranteed income,
[00:10:05.680 --> 00:10:08.040]   I need to take, let's say 4% on my portfolio
[00:10:08.040 --> 00:10:09.360]   in the first year,
[00:10:09.360 --> 00:10:13.640]   then I'm still at that 50 to 75% stock range.
[00:10:13.640 --> 00:10:17.440]   Unless maybe, again, there's countless exceptions,
[00:10:17.440 --> 00:10:20.800]   maybe it's 4%, but a lot of that is for wants, not needs.
[00:10:20.800 --> 00:10:23.360]   And so maybe, you know, that maybe that's your fund money
[00:10:23.360 --> 00:10:26.680]   and your guaranteed sources of income pay the utility bills.
[00:10:26.680 --> 00:10:30.120]   So, you know, there could be a lot of variation there.
[00:10:30.120 --> 00:10:32.920]   But if you're gonna still need 4% from your portfolio,
[00:10:32.920 --> 00:10:34.680]   I think that really should, in my view,
[00:10:34.680 --> 00:10:38.040]   that should drive the asset allocation decision.
[00:10:38.040 --> 00:10:39.960]   And if the answer is, yeah, it's not that bad,
[00:10:39.960 --> 00:10:43.360]   I only need one and a half or 2% of my portfolio,
[00:10:43.360 --> 00:10:47.120]   then frankly, at least from a surviving retirement,
[00:10:47.120 --> 00:10:48.680]   the asset allocation at that level
[00:10:48.680 --> 00:10:50.160]   probably doesn't matter much.
[00:10:50.160 --> 00:10:54.360]   - Wanted to talk about annuities
[00:10:54.360 --> 00:10:56.640]   and we had a lively discussion about annuities
[00:10:56.640 --> 00:10:57.480]   at our lunch table.
[00:10:57.480 --> 00:11:00.640]   So I wanna recapture some of that magic.
[00:11:00.640 --> 00:11:03.520]   But annuities are starting to get more interesting,
[00:11:03.520 --> 00:11:07.760]   more interest, especially as yields are higher
[00:11:07.760 --> 00:11:12.280]   and that in turn helps enhance annuity payouts.
[00:11:12.280 --> 00:11:14.440]   So maybe as a starting point,
[00:11:14.440 --> 00:11:18.160]   we could talk about who is the best candidate
[00:11:18.160 --> 00:11:20.320]   for some sort of an annuity product.
[00:11:20.320 --> 00:11:23.120]   And then I'd also like to talk about when,
[00:11:23.120 --> 00:11:26.200]   how much and what types.
[00:11:26.200 --> 00:11:28.040]   - Well, first things first.
[00:11:28.040 --> 00:11:31.680]   So first, I know a lot of folks that hear the word annuity
[00:11:31.680 --> 00:11:33.640]   and they cringe or they get terrified
[00:11:33.640 --> 00:11:35.160]   and they wanna run screaming,
[00:11:35.160 --> 00:11:37.800]   but annuities themselves aren't the issue.
[00:11:37.800 --> 00:11:39.880]   The issue is high fees and complexity.
[00:11:39.880 --> 00:11:42.600]   So it's not necessarily that all annuities are bad,
[00:11:42.600 --> 00:11:45.640]   it's that those annuities that are high fee and complex,
[00:11:45.640 --> 00:11:46.480]   those are bad.
[00:11:46.480 --> 00:11:47.480]   Those are the ones that we generally
[00:11:47.480 --> 00:11:48.800]   wanna run screaming from.
[00:11:48.800 --> 00:11:51.080]   Same thing when it comes to mutual funds,
[00:11:51.080 --> 00:11:52.880]   high fee, complicated mutual funds,
[00:11:52.880 --> 00:11:56.160]   really fancy active management strategy with high fees.
[00:11:56.160 --> 00:11:57.760]   That's what we wanna run screaming from.
[00:11:57.760 --> 00:11:59.880]   That's not all mutual funds entirely.
[00:11:59.880 --> 00:12:01.520]   So when it comes to annuities,
[00:12:01.520 --> 00:12:05.520]   simple low cost annuities can be a reasonable approach
[00:12:05.520 --> 00:12:06.920]   for some retirees.
[00:12:06.920 --> 00:12:10.480]   So specifically a single premium immediate annuity,
[00:12:10.480 --> 00:12:11.840]   you're creating your own pension.
[00:12:11.840 --> 00:12:13.880]   You're gonna put in a lump sum once
[00:12:13.880 --> 00:12:17.560]   and then you're gonna get a monthly income payment for life.
[00:12:17.560 --> 00:12:19.080]   And depending upon your goals
[00:12:19.080 --> 00:12:20.120]   and what your preferences are,
[00:12:20.120 --> 00:12:21.960]   that could be reasonable for you.
[00:12:21.960 --> 00:12:24.320]   So if you don't like managing a portfolio,
[00:12:24.320 --> 00:12:28.000]   then a single premium immediate annuity can be reasonable.
[00:12:28.000 --> 00:12:31.040]   If you are very risk averse,
[00:12:31.040 --> 00:12:32.440]   if you don't like seeing the value
[00:12:32.440 --> 00:12:34.080]   of your investments decrease,
[00:12:34.080 --> 00:12:37.400]   then maybe a SPIA is right for you.
[00:12:37.400 --> 00:12:39.800]   So you wanna look at your personal goals,
[00:12:39.800 --> 00:12:42.040]   your personal preferences to figure out
[00:12:42.040 --> 00:12:45.320]   if a simple low cost annuity could be appropriate.
[00:12:45.320 --> 00:12:48.320]   One more consideration in buying a SPIA, that longevity.
[00:12:48.320 --> 00:12:50.640]   So if you're really concerned about outliving your money,
[00:12:50.640 --> 00:12:52.840]   SPIA can be a reasonable approach.
[00:12:52.840 --> 00:12:55.000]   - Yeah, I agree with that.
[00:12:55.000 --> 00:12:56.600]   Just to refund this a minute,
[00:12:56.600 --> 00:12:58.640]   I think you have to think about insurance.
[00:12:59.800 --> 00:13:03.120]   I mean, an annuity is an insurance product,
[00:13:03.120 --> 00:13:04.840]   it's not an investment product.
[00:13:04.840 --> 00:13:07.520]   And so if you're using it, think of it like insurance.
[00:13:07.520 --> 00:13:08.760]   So if you're buying a SPIA,
[00:13:08.760 --> 00:13:10.360]   you're essentially insuring
[00:13:10.360 --> 00:13:11.760]   I wanna have a certain quality of life.
[00:13:11.760 --> 00:13:13.000]   If you wanna layer that annuity
[00:13:13.000 --> 00:13:15.120]   on top of your social security,
[00:13:15.120 --> 00:13:18.080]   and if you wanna buy a deferred income annuity,
[00:13:18.080 --> 00:13:20.720]   some people call it longevity insurance.
[00:13:20.720 --> 00:13:22.360]   You're basically hedging out,
[00:13:22.360 --> 00:13:24.120]   hey, I might live a long time.
[00:13:24.120 --> 00:13:25.960]   One strategy some people are thinking about,
[00:13:25.960 --> 00:13:28.680]   but I think almost no one does is,
[00:13:28.680 --> 00:13:32.080]   okay, I could buy a deferred annuity at 60,
[00:13:32.080 --> 00:13:35.640]   have it kick in at 85 when I'm not expected to be alive,
[00:13:35.640 --> 00:13:37.160]   so you can actually get quite a lot of income
[00:13:37.160 --> 00:13:38.760]   for a pretty low cost.
[00:13:38.760 --> 00:13:40.680]   But it does constrain your planning window,
[00:13:40.680 --> 00:13:43.360]   'cause then you only have to plan for a set amount of time.
[00:13:43.360 --> 00:13:45.040]   So there's a purpose for an insurance.
[00:13:45.040 --> 00:13:47.280]   You're essentially leveraging your mortality credits,
[00:13:47.280 --> 00:13:49.000]   you're mutualizing your risk.
[00:13:49.000 --> 00:13:51.320]   It's very different than being an individual investor
[00:13:51.320 --> 00:13:53.920]   and trying to manage your portfolio
[00:13:53.920 --> 00:13:57.280]   for an unknown inflation and longevity horizon.
[00:13:58.280 --> 00:14:01.880]   - Yeah, I think it's important to understand
[00:14:01.880 --> 00:14:04.160]   why you want the annuity in the first place.
[00:14:04.160 --> 00:14:06.600]   So like you've mentioned, in some cases, it's longevity.
[00:14:06.600 --> 00:14:09.160]   You're afraid you'll live to 110.
[00:14:09.160 --> 00:14:12.600]   And that could dictate the type of annuity
[00:14:12.600 --> 00:14:15.760]   or the amount you put into an annuity.
[00:14:15.760 --> 00:14:17.280]   But for others, it's really just part
[00:14:17.280 --> 00:14:19.720]   of retirement planning from the very beginning.
[00:14:19.720 --> 00:14:21.640]   It's not so much a fear of longevity,
[00:14:21.640 --> 00:14:25.600]   but it's just a comfortable way to manage your portfolio.
[00:14:25.600 --> 00:14:27.440]   And so for me, for that kind of person,
[00:14:27.440 --> 00:14:29.360]   the ideal candidate is someone who,
[00:14:29.360 --> 00:14:32.320]   one, has not under-saved for retirement in the first place,
[00:14:32.320 --> 00:14:34.560]   'cause if you have an annuity, it won't save you.
[00:14:34.560 --> 00:14:37.040]   You haven't over-saved for retirement,
[00:14:37.040 --> 00:14:39.360]   'cause if you have, you don't need an annuity.
[00:14:39.360 --> 00:14:41.560]   But you're somewhere in the middle,
[00:14:41.560 --> 00:14:45.160]   and 2022 scares you to death,
[00:14:45.160 --> 00:14:47.160]   and you're not sleeping well at night.
[00:14:47.160 --> 00:14:48.800]   It may make really good sense
[00:14:48.800 --> 00:14:51.920]   to annuitize a part of your portfolio.
[00:14:51.920 --> 00:14:54.920]   On the other hand, maybe you're very comfortable in 2022,
[00:14:54.920 --> 00:14:56.240]   and you haven't lost any sleep,
[00:14:56.240 --> 00:14:57.840]   and you're gonna rebalance, and you're like,
[00:14:57.840 --> 00:15:00.280]   bring it, I got whatever you can bring me.
[00:15:00.280 --> 00:15:03.280]   I can take it, except for 8.2% inflation.
[00:15:03.280 --> 00:15:05.960]   But other than that, you can handle it.
[00:15:05.960 --> 00:15:08.200]   Then annuity might not make sense,
[00:15:08.200 --> 00:15:10.640]   particularly if you're thinking about bequests
[00:15:10.640 --> 00:15:13.320]   to family members or charities or that sort of thing.
[00:15:13.320 --> 00:15:15.320]   - Well, Rob, I wanna pick up on something you just said,
[00:15:15.320 --> 00:15:18.760]   which is inflation in relation to annuities,
[00:15:18.760 --> 00:15:21.920]   that if we continue to see fairly high inflation,
[00:15:21.920 --> 00:15:24.080]   it eats away at the purchasing power
[00:15:24.080 --> 00:15:26.560]   from that income stream that you're able to earn.
[00:15:26.560 --> 00:15:29.200]   So should that turn people off annuities?
[00:15:29.200 --> 00:15:31.320]   How should they think about that,
[00:15:31.320 --> 00:15:32.960]   protecting their purchasing power
[00:15:32.960 --> 00:15:35.520]   if that's the goal of the annuity?
[00:15:35.520 --> 00:15:38.480]   - Yeah, I don't think it disqualifies an annuity,
[00:15:38.480 --> 00:15:39.800]   and I'll just say right up front,
[00:15:39.800 --> 00:15:42.440]   I'm not an expert on annuity pricing.
[00:15:42.440 --> 00:15:45.840]   But the interest rate environment and inflation
[00:15:45.840 --> 00:15:48.000]   is obviously gonna affect the pricing of annuities.
[00:15:48.000 --> 00:15:52.440]   So it's really a question of evaluating the pricing
[00:15:52.440 --> 00:15:55.240]   under the economic circumstances that we have.
[00:15:55.240 --> 00:15:57.000]   If I were going to do that personally,
[00:15:57.000 --> 00:16:00.360]   I would hire someone to help me with that analysis.
[00:16:00.360 --> 00:16:02.160]   Obviously not someone who was gonna actually
[00:16:02.160 --> 00:16:04.200]   sell me the annuity.
[00:16:04.200 --> 00:16:07.160]   But yeah, I mean, I think it's a good question,
[00:16:07.160 --> 00:16:08.520]   but it's all gonna get factored
[00:16:08.520 --> 00:16:11.280]   into the pricing of annuities at some level.
[00:16:11.280 --> 00:16:15.800]   But whether any particular annuity is a smart purchase
[00:16:15.800 --> 00:16:19.000]   is just gonna depend on countless factors, I think.
[00:16:19.000 --> 00:16:22.640]   - One related topic on this is you can actually
[00:16:22.640 --> 00:16:24.400]   dollar cost average into annuities
[00:16:24.400 --> 00:16:26.840]   and hedge out the interest rate movements over time
[00:16:26.840 --> 00:16:27.840]   if you wanna do it.
