
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:08:16.080 --> 00:08:17.780]   So they're made like cinnamon rolls,
[00:08:17.780 --> 00:08:21.060]   but they're done with orange instead of cinnamon.
[00:08:21.060 --> 00:08:23.420]   And I made them and from then on the kids insisted
[00:08:23.420 --> 00:08:26.160]   that that was part of our Christmas tradition.
[00:08:26.160 --> 00:08:30.340]   - Right, anything they love and you do once becomes a,
[00:08:30.340 --> 00:08:31.800]   well, we always do that.
[00:08:31.800 --> 00:08:33.240]   - So I think a couple of years later,
[00:08:33.240 --> 00:08:34.880]   I mentioned maybe doing something different
[00:08:34.880 --> 00:08:37.100]   and they all protested that no,
[00:08:37.100 --> 00:08:39.680]   orange rolls have been part of our tradition
[00:08:39.680 --> 00:08:43.880]   from time immemorial, we must have these orange rolls.
[00:08:43.880 --> 00:08:47.280]   So it is funny how some of them were choices
[00:08:47.280 --> 00:08:49.760]   and others were happenstance,
[00:08:49.760 --> 00:08:51.660]   but have become beloved parts
[00:08:51.660 --> 00:08:54.020]   of our family tradition anyway.
[00:08:54.020 --> 00:08:55.860]   - I love that, I love that.
[00:08:56.560 --> 00:09:00.940]   I think that kids love repetition
[00:09:00.940 --> 00:09:03.960]   and we see that in the way we teach our children classically,
[00:09:03.960 --> 00:09:05.700]   but I think they love traditions.
[00:09:05.700 --> 00:09:08.800]   And I know there were things that my girls,
[00:09:08.800 --> 00:09:12.380]   if it happened once and they really liked it,
[00:09:12.380 --> 00:09:14.680]   that they act like, well, of course,
[00:09:14.680 --> 00:09:16.380]   we're always gonna do it that way.
[00:09:16.380 --> 00:09:20.820]   We still have the same Christmas night meal
[00:09:20.820 --> 00:09:25.160]   that we had happenstance one time when they were little
[00:09:25.160 --> 00:09:27.020]   because it was really cold
[00:09:27.020 --> 00:09:29.420]   and I had the makings of chicken and dumplings.
[00:09:29.420 --> 00:09:30.960]   And so it has become,
[00:09:30.960 --> 00:09:34.240]   and of course we're having that on Christmas night, so.
[00:09:34.240 --> 00:09:36.640]   - Well, it sounds like a delicious tradition.
[00:09:36.640 --> 00:09:38.960]   - It's a very fun one and I do like them.
[00:09:38.960 --> 00:09:42.480]   Do your kids love all your traditions
[00:09:42.480 --> 00:09:45.180]   or are there some that they just tolerate,
[00:09:45.180 --> 00:09:47.880]   especially as they grow into teenagers?
[00:09:47.880 --> 00:09:51.420]   - I think most of the traditions
[00:09:51.420 --> 00:09:54.180]   are ones that they're pretty okay with.
[00:09:54.180 --> 00:09:56.720]   I think we've tried to not impose too many
[00:09:56.720 --> 00:10:01.720]   that are onerous or too much of an investment
[00:10:01.720 --> 00:10:09.060]   so that they stay relatively fresh and content with those.
[00:10:09.060 --> 00:10:11.500]   I mean, there are some that some love more than others.
[00:10:11.500 --> 00:10:14.600]   I think many of them protest
[00:10:14.600 --> 00:10:17.440]   that we take down our Christmas tree around New Year's
[00:10:17.440 --> 00:10:19.780]   and they would love to see it stay up
[00:10:19.780 --> 00:10:23.240]   until it becomes a certain fire hazard
[00:10:23.240 --> 00:10:25.180]   instead of only a fire hazard.
[00:10:25.180 --> 00:10:31.680]   So yeah, we definitely have some that are less popular,
[00:10:31.680 --> 00:10:34.720]   but for the most part,
[00:10:34.720 --> 00:10:39.100]   we try to keep the ones that are meaningful
[00:10:39.100 --> 00:10:41.700]   and not just ones that are traditions for tradition's sake.
[00:10:41.700 --> 00:10:43.140]   - Yes, yes.
[00:10:43.140 --> 00:10:45.960]   And finding the meaning in each of those traditions
[00:10:45.960 --> 00:10:50.040]   can sometimes help a family member
[00:10:50.040 --> 00:10:52.900]   who's not as partial to a tradition
[00:10:52.900 --> 00:10:56.120]   if they just know why you love it so much.
[00:10:56.120 --> 00:11:00.180]   That sometimes will invest that tradition
[00:11:00.180 --> 00:11:02.480]   with a little more importance
[00:11:02.480 --> 00:11:05.120]   even for the one who didn't choose it.
[00:11:05.120 --> 00:11:09.600]   Okay, I know we're gonna talk about how to simplify advent
[00:11:09.600 --> 00:11:13.400]   and with one of those scribblers verbs, read together.
[00:11:13.400 --> 00:11:16.540]   And I know that you guys are a big
[00:11:16.540 --> 00:11:21.480]   read aloud together family all the times,
[00:11:21.480 --> 00:11:23.380]   not just during the holidays.
[00:11:23.380 --> 00:11:26.380]   So what is it, Tim, that makes you and Cynthia
[00:11:26.380 --> 00:11:30.280]   so dedicated to reading aloud together?
[00:11:30.280 --> 00:11:34.020]   - Oh, there are a lot of reasons.
[00:11:34.020 --> 00:11:36.760]   I think a few of the most important ones
[00:11:36.760 --> 00:11:40.960]   are sort of going from the most evident
[00:11:40.960 --> 00:11:43.900]   is that there's content in those books
[00:11:43.900 --> 00:11:46.420]   that's important that I want my children
[00:11:46.420 --> 00:11:50.460]   and my family to be aware of and to be reminded of.
[00:11:50.460 --> 00:11:55.140]   So that's sort of dictates some of what we read.
[00:11:55.140 --> 00:11:57.660]   There's a cultural context that comes about too.
[00:11:57.660 --> 00:12:00.840]   Like as we read books from different times and eras
[00:12:00.840 --> 00:12:02.500]   that talk about different things.
[00:12:02.500 --> 00:12:07.940]   But a lot of them are because they're good opportunities
[00:12:07.940 --> 00:12:12.060]   for conversation when you run into a conflict
[00:12:12.060 --> 00:12:15.820]   or you run into a feeling in a book
[00:12:15.820 --> 00:12:18.240]   that you want to talk about
[00:12:18.240 --> 00:12:22.500]   because children need to learn sometimes
[00:12:22.500 --> 00:12:24.380]   how to talk about their feelings
[00:12:24.380 --> 00:12:26.200]   or how to talk about their experiences
[00:12:26.200 --> 00:12:30.620]   and to do it in the context of a book
[00:12:30.620 --> 00:12:34.860]   instead of in their quote unquote real life
[00:12:34.860 --> 00:12:37.520]   is a safer place to do that.
[00:12:37.520 --> 00:12:41.020]   - Yep, yeah, it is a great way
[00:12:41.020 --> 00:12:43.820]   to develop a moral imagination
[00:12:43.820 --> 00:12:47.700]   and to deal with, as you said,
[00:12:47.700 --> 00:12:51.260]   subjects that maybe hopefully our children
[00:12:51.260 --> 00:12:54.680]   will never experience firsthand
[00:12:54.680 --> 00:12:57.560]   but that they need to know how to deal with
[00:12:57.560 --> 00:13:02.360]   or think about, contemplate, be prepared to address
[00:13:02.360 --> 00:13:04.020]   should it ever arise.
[00:13:04.020 --> 00:13:05.520]   Yeah, that's really good.
[00:13:05.520 --> 00:13:09.180]   - The last reason that I'll share
[00:13:09.180 --> 00:13:12.320]   is that we think it's really important
[00:13:12.320 --> 00:13:15.700]   that they understand the importance of reading good books
[00:13:15.700 --> 00:13:17.980]   and that we show that to them
[00:13:17.980 --> 00:13:20.500]   by not just telling them about it
[00:13:20.500 --> 00:13:22.580]   or letting them see us do it
[00:13:22.580 --> 00:13:25.140]   but by doing it together with them.
[00:13:25.140 --> 00:13:28.580]   - Yeah, it shows them that it's important enough
[00:13:28.580 --> 00:13:32.540]   for you guys to spend family time on.
[00:13:32.540 --> 00:13:35.100]   That's how important it is.
[00:13:35.100 --> 00:13:40.100]   Does reading together affect your family's mood?
[00:13:40.100 --> 00:13:41.300]   - It can.
[00:13:41.300 --> 00:13:43.100]   I don't think it's a panacea, right?
[00:13:43.100 --> 00:13:45.100]   It doesn't solve every problem.
[00:13:46.100 --> 00:13:50.820]   There are times when I just am totally invested
[00:13:50.820 --> 00:13:54.740]   and want to sit down and snuggle up and read with my kids
[00:13:54.740 --> 00:13:57.240]   and they're not feeling it.
[00:13:57.240 --> 00:14:02.240]   And that can create some conflict sometimes
[00:14:02.240 --> 00:14:05.540]   where we have to sort out what's going on
[00:14:05.540 --> 00:14:08.820]   and why aren't they interested in this right now.
[00:14:08.820 --> 00:14:11.380]   And sometimes it's a good check on my heart
[00:14:11.380 --> 00:14:15.020]   'cause I can get frustrated and feel like,
[00:14:15.020 --> 00:14:17.500]   hey, I've set aside this time out of my busy schedule,
[00:14:17.500 --> 00:14:19.920]   you can at least make some moments for me.
[00:14:19.920 --> 00:14:27.820]   But overall, I would say once we do get to it,
[00:14:27.820 --> 00:14:30.860]   it is such a good resetting.
[00:14:30.860 --> 00:14:33.060]   It's a good opportunity for us to all be quiet
[00:14:33.060 --> 00:14:37.940]   and to be together, to laugh together sometimes
[00:14:37.940 --> 00:14:42.940]   or to wrestle a little bit with a passage or an idea.
[00:14:42.940 --> 00:14:46.220]   And sometimes they're excited to keep reading
[00:14:46.220 --> 00:14:48.660]   and sometimes they're ready to be done.
[00:14:48.660 --> 00:14:53.660]   And I think gauging that mood as a parent is important.
[00:14:53.660 --> 00:14:55.820]   And it's a good practice for me,
[00:14:55.820 --> 00:14:58.140]   especially since I'm not the primary homeschooling parent,
[00:14:58.140 --> 00:14:59.220]   my wife is.
[00:14:59.220 --> 00:15:02.580]   And so for me to be engaged with my kids like that
[00:15:02.580 --> 00:15:06.940]   in at least a semi-academic setting helps me make sure
[00:15:06.940 --> 00:15:10.180]   that I keep a pulse on where they're at and where they're at.
[00:15:10.180 --> 00:15:13.460]   It helps me make sure that I keep a pulse on where they are
[00:15:13.460 --> 00:15:18.220]   and that I'm being attentive to their needs.
[00:15:18.220 --> 00:15:20.980]   - Right, and you get to see how they're growing
[00:15:20.980 --> 00:15:23.500]   and their ability to consider big questions
[00:15:23.500 --> 00:15:27.660]   or how they're processing or what's interesting to them.
[00:15:27.660 --> 00:15:30.140]   That's a really good, good point, Tim.
[00:15:30.140 --> 00:15:33.860]   It keeps families kind of on the same page,
[00:15:33.860 --> 00:15:35.820]   knowing each other.
[00:15:35.820 --> 00:15:39.700]   I know I'm very familiar with what you're describing
[00:15:39.700 --> 00:15:44.060]   that sometimes the kids are just not as interested
[00:15:44.060 --> 00:15:46.980]   in investing in that family read-aloud time
[00:15:46.980 --> 00:15:48.740]   as we are for whatever reason.
[00:15:48.740 --> 00:15:51.640]   I mean, who knows why sometimes.
[00:15:51.640 --> 00:15:55.420]   But I agree with you that it's a good reset time.
[00:15:55.420 --> 00:15:58.620]   And it does draw our hearts together.
[00:15:58.620 --> 00:16:03.620]   It does give us shared memories and a shared investment
[00:16:03.620 --> 00:16:09.340]   in a story or a hymn or a passage of scripture,
[00:16:09.520 --> 00:16:13.260]   whatever we're reading, we've got a shared investment
[00:16:13.260 --> 00:16:18.260]   in the group thoughts that developed as we read.
[00:16:18.260 --> 00:16:20.020]   Yeah, I like that.
[00:16:20.020 --> 00:16:24.440]   - You're right on that there's that sort of unifying thing
[00:16:24.440 --> 00:16:26.220]   that happens as we're all thinking
[00:16:26.220 --> 00:16:29.320]   some of the same thoughts after an author.
[00:16:29.320 --> 00:16:32.220]   And I love that idea of the fact that it doesn't have to be
[00:16:32.220 --> 00:16:37.220]   you're pulling out a novel or Russian history or something,
[00:16:37.740 --> 00:16:41.300]   that it can be a lovely little book of poems
[00:16:41.300 --> 00:16:46.300]   or a contemplation of scripture or hymns.
[00:16:46.300 --> 00:16:49.160]   - Yeah, yeah, I like that.
[00:16:49.160 --> 00:16:50.080]   I really like that.
[00:16:50.080 --> 00:16:53.700]   Is it hard for y'all to make time to read together
[00:16:53.700 --> 00:16:55.040]   during the holidays?
[00:16:55.040 --> 00:16:56.840]   Do you ever feel like you're just too busy
[00:16:56.840 --> 00:16:58.780]   to sit down and do that?
[00:16:58.780 --> 00:17:00.200]   - Not just the holidays.
[00:17:00.200 --> 00:17:01.040]   (laughing)
[00:17:01.040 --> 00:17:02.200]   - All the time.
[00:17:02.200 --> 00:17:03.340]   - Yeah, I mean, it is.
[00:17:03.340 --> 00:17:08.260]   It's always a struggle to find that set aside time.
[00:17:08.260 --> 00:17:13.260]   I tend to try to do it around a meal time in our family
[00:17:13.260 --> 00:17:17.620]   because we are together.
[00:17:17.620 --> 00:17:21.320]   It doesn't always work.
[00:17:21.320 --> 00:17:22.540]   Sometimes there's too much.
[00:17:22.540 --> 00:17:24.460]   Sometimes it's just bad timing.
[00:17:24.460 --> 00:17:27.400]   Sometimes they're not in a place to give it their attention
[00:17:27.400 --> 00:17:29.060]   and we have to find another time.
[00:17:31.120 --> 00:17:36.120]   But trying to find that regularity of this is a time
[00:17:36.120 --> 00:17:38.620]   when we do this sort of thing.
[00:17:38.620 --> 00:17:40.960]   And like we talked about earlier,
[00:17:40.960 --> 00:17:44.820]   kids like to know what the pattern is.
[00:17:44.820 --> 00:17:46.580]   And so if they know that the pattern is,
[00:17:46.580 --> 00:17:48.780]   we spend some read aloud time, maybe not every day,
[00:17:48.780 --> 00:17:52.780]   but our typical read aloud time is around the meal
[00:17:52.780 --> 00:17:54.780]   when we're all at the table anyway.
[00:17:54.780 --> 00:17:57.340]   - Right, you just expect to stay a little longer.
[00:17:57.340 --> 00:17:58.780]   - Yeah, yeah.
[00:17:58.780 --> 00:18:00.700]   - I know when our girls were really little,
[00:18:00.700 --> 00:18:05.660]   we had a read aloud time ranged around sleeping time.
[00:18:05.660 --> 00:18:09.700]   So like right before nap time and right before bedtime.
[00:18:09.700 --> 00:18:13.620]   And as they got older, there were no more nap times
[00:18:13.620 --> 00:18:16.200]   and everybody's bedtime was different.
[00:18:16.200 --> 00:18:19.440]   And so I know that we did some,
[00:18:19.440 --> 00:18:25.260]   we did some times where we would read on Sunday afternoons
[00:18:25.260 --> 00:18:27.340]   or Sunday evenings by default,
[00:18:27.340 --> 00:18:32.340]   kind of as a way to start head into the week together
[00:18:32.340 --> 00:18:34.340]   on the same page.
[00:18:34.340 --> 00:18:39.540]   So I think you just have to find what works for your family.
[00:18:39.540 --> 00:18:42.880]   - Our church has been meeting in the afternoons
[00:18:42.880 --> 00:18:45.100]   because of some facility issues.
[00:18:45.100 --> 00:18:49.100]   And so Sunday mornings are a really nice time
[00:18:49.100 --> 00:18:49.940]   for us to have some family time.
[00:18:49.940 --> 00:18:52.820]   - Oh, that's a sweet time, yeah, yeah.
[00:18:52.820 --> 00:18:56.140]   So how do you think, think with me a little bit about this
[00:18:56.140 --> 00:18:59.320]   'cause I've been trying to think of ways to help families
[00:18:59.320 --> 00:19:04.320]   simplify their Advent routines,
[00:19:04.320 --> 00:19:09.200]   but deepen their joyful expression of the holiday.
[00:19:09.200 --> 00:19:13.460]   So how might reading together simplify the celebration
[00:19:13.460 --> 00:19:18.320]   of Advent while deepening our joy?
[00:19:18.320 --> 00:19:23.300]   - Yeah, I mean, it's an easy time of year
[00:19:23.300 --> 00:19:27.300]   to have your attentions and even your affections
[00:19:27.300 --> 00:19:29.620]   drawn in so many different directions.
[00:19:29.620 --> 00:19:35.780]   Gift giving and shopping is a beautiful thing,
[00:19:35.780 --> 00:19:37.660]   but it can take over your life
[00:19:37.660 --> 00:19:39.200]   when you're spending all your hours,
[00:19:39.200 --> 00:19:43.260]   either at the store or cruising around the Amazon website.
[00:19:43.260 --> 00:19:49.660]   And the decorating of the house is also a good thing,
[00:19:50.400 --> 00:19:53.680]   but when it's, and now it's this window
[00:19:53.680 --> 00:19:56.800]   and now it's the Christmas tree and now it's the front yard
[00:19:56.800 --> 00:20:00.240]   and it can just all take over.
[00:20:00.240 --> 00:20:04.440]   And while there's parts that give joy,
[00:20:04.440 --> 00:20:07.200]   there's also things that can eventually steal joy.
[00:20:07.200 --> 00:20:13.140]   So I think having that time and being intentional
[00:20:13.140 --> 00:20:15.780]   about what are your readings,
[00:20:15.780 --> 00:20:18.000]   what are you gonna be doing together
[00:20:18.940 --> 00:20:23.420]   can help define that center again as a family
[00:20:23.420 --> 00:20:27.060]   to help you at least daily
[00:20:27.060 --> 00:20:28.980]   or as often as you're able to do it
[00:20:28.980 --> 00:20:31.620]   to come together around the thing that's the center
[00:20:31.620 --> 00:20:35.520]   and not all the other stuff that's good,
[00:20:35.520 --> 00:20:36.640]   but not the middle.
[00:20:36.640 --> 00:20:41.660]   Even those traditions we talked about earlier,
[00:20:41.660 --> 00:20:46.660]   they're good, but if you lose sight of Advent and Christmas
[00:20:47.660 --> 00:20:50.300]   because of all the family traditions,
[00:20:50.300 --> 00:20:55.100]   then they've sort of taken a bad place
[00:20:55.100 --> 00:20:56.700]   even if they're a good thing.
[00:20:56.700 --> 00:21:01.700]   - Yeah, yes, yes, that's exactly it, that's exactly it.
[00:21:01.700 --> 00:21:04.620]   So many of our traditions are fun
[00:21:04.620 --> 00:21:06.900]   and there's nothing wrong with them.
[00:21:06.900 --> 00:21:10.540]   But if we get so frenzied in the production
[00:21:10.540 --> 00:21:13.060]   that we don't enjoy the activity
[00:21:13.060 --> 00:21:14.500]   or don't enjoy the company,
[00:21:14.500 --> 00:21:17.940]   the people that we're doing it with,
[00:21:17.940 --> 00:21:22.380]   we've lost some of the reason for doing it
[00:21:22.380 --> 00:21:26.660]   and it's not helping us to celebrate anymore.
[00:21:26.660 --> 00:21:30.900]   So what kinds of things do you guys read together?
[00:21:30.900 --> 00:21:36.320]   And I mean, you can tell us generally,
[00:21:36.320 --> 00:21:38.720]   but also are there certain things
[00:21:38.720 --> 00:21:43.000]   that you read aloud every year together?
[00:21:43.360 --> 00:21:48.360]   - Mm-hmm, so I mean, I tend to read stories to my kids,
[00:21:48.360 --> 00:21:53.720]   whether they're in the form of a novel
[00:21:53.720 --> 00:21:57.860]   or short stories or children's books,
[00:21:57.860 --> 00:22:03.160]   that's where I focus a lot of my reading
[00:22:03.160 --> 00:22:04.680]   in the read aloud sense.
[00:22:04.680 --> 00:22:07.640]   Cynthia reads them different things,
