
[00:00:00.040 --> 00:00:05.820]   aut Ed
[00:16:42.120 --> 00:16:42.120]   It's going to get worse because she was so toxic that nobody would want to be around her.
[00:16:42.140 --> 00:17:12.140]   I got a bad one.
[00:17:12.140 --> 00:17:12.140]   I got a bad one.
[00:17:12.140 --> 00:17:12.140]   I got a bad one.
[00:17:12.140 --> 00:17:12.140]   I got a bad one.
[00:17:12.140 --> 00:17:12.140]   I got a bad one.
[00:17:12.140 --> 00:17:12.140]   I got a bad one.
[00:17:12.140 --> 00:17:12.140]   Well, an exercise that I've heard, I've done it,
[00:17:12.140 --> 00:17:12.140]   Well, an exercise that I've heard, I've done it,
[00:17:12.140 --> 00:17:12.140]   and I've heard other people talk about it as transformative, and I recommend it to you, even right here on Thanksgiving, going into Thanksgiving tomorrow.
[00:17:12.140 --> 00:17:12.140]   Get a journal, notebook, something, and start keeping a journal of things that you appreciate about your wife.
[00:17:12.140 --> 00:17:12.140]   Every day, write down something that you appreciate.
[00:17:12.140 --> 00:17:12.140]   I've heard stories of people who had very terrible experiences,
[00:17:12.140 --> 00:17:12.140]   and I've heard stories of people who had very terrible experiences,
[00:17:12.140 --> 00:17:12.140]   and I've heard stories of people who had very terrible experiences,
[00:17:12.140 --> 00:17:42.160]   and I've heard stories of people who had very terrible experiences,
[00:17:42.160 --> 00:17:42.160]   and I've heard stories of people who had very terrible experiences,
[00:17:42.160 --> 00:17:42.160]   and I've heard stories of people who had very terrible experiences,
[00:17:42.160 --> 00:17:42.160]   and I've heard stories of people who had very terrible experiences,
[00:17:42.180 --> 00:18:12.180]   and I've heard stories of people who had very terrible experiences,
[00:18:12.180 --> 00:18:12.180]   and I've heard stories of people who had very terrible experiences,
[00:18:12.180 --> 00:18:12.180]   and I've heard stories of people who had very terrible experiences,
[00:18:12.180 --> 00:18:12.180]   and I've heard stories of people who had very terrible experiences,
[00:18:12.180 --> 00:18:12.180]   and I've heard stories of people who had very terrible experiences,
[00:18:12.180 --> 00:18:12.180]   and I've heard stories of people who had very terrible experiences,
[00:18:12.180 --> 00:18:12.180]   and I've heard stories of people who had very terrible experiences,
[00:18:12.180 --> 00:18:12.180]   and I've heard stories of people who had very terrible experiences,
[00:18:12.180 --> 00:18:12.180]   and I've heard stories of people who had very terrible experiences,
[00:18:12.180 --> 00:18:12.180]   and I've heard stories of people who had very terrible experiences,
[00:18:12.180 --> 00:18:12.180]   and I've heard stories of people who had very terrible experiences,
[00:18:12.180 --> 00:18:12.180]   and I've heard stories of people who had very terrible experiences,
[00:18:12.180 --> 00:18:12.180]   and I've heard stories of people who had very terrible experiences, and I've heard stories of people who had very terrible experiences,
[00:18:12.220 --> 00:18:42.200]  , and I've heard stories of people who had very terrible experiences, and I've heard stories of people who had very terrible experiences,
[00:18:42.220 --> 00:19:12.220]   and I've heard stories of people who had very terrible experiences, and I've heard stories of people who had very terrible experiences,
[00:19:12.220 --> 00:19:12.220]   and I've heard stories of people who had very terrible experiences,
[00:19:12.220 --> 00:19:12.220]   and I've heard stories of people who had very terrible experiences,
[00:19:12.220 --> 00:19:12.220]   and I've heard stories of people who had very terrible experiences,
[00:19:12.220 --> 00:19:12.220]   and I've heard stories of people who had very terrible experiences,
[00:19:12.220 --> 00:19:12.220]   and I've heard stories of people who had very terrible experiences,
[00:19:12.220 --> 00:19:12.220]   and I've heard stories of people who had very terrible experiences,
[00:19:12.220 --> 00:19:12.220]   and I've heard stories of people who had very terrible experiences,
[00:19:12.220 --> 00:19:12.220]   and I've heard stories of people who had very terrible experiences,
[00:19:12.220 --> 00:19:12.220]   and I've heard stories of people who had very terrible experiences,
[00:19:12.220 --> 00:19:12.220]   and I've heard stories of people who had very terrible experiences,
[00:19:12.220 --> 00:19:12.220]   and I've heard stories of people who had very terrible experiences,
[00:19:12.220 --> 00:19:12.220]   and I've heard stories of people who had very terrible experiences,
[00:19:12.240 --> 00:19:42.240]  ,
[00:19:42.240 --> 00:19:42.240]   and I've heard stories of people who had very terrible experiences,
[00:19:42.240 --> 00:19:42.240]   and I've heard stories of people who had very terrible experiences,
[00:19:42.240 --> 00:19:42.240]   and I've heard stories of people who had very terrible experiences,
[00:19:42.240 --> 00:19:42.240]   and I've heard stories of people who had very terrible experiences,
[00:19:42.240 --> 00:19:42.240]   and I've heard stories of people who had very terrible experiences,
[00:19:42.240 --> 00:19:42.240]   and I've heard stories of people who had very terrible experiences,
[00:19:42.240 --> 00:19:42.240]   and I've heard stories of people who had very terrible experiences,
[00:19:42.240 --> 00:19:42.240]   and I've heard stories of people who had very terrible experiences,
[00:19:42.260 --> 00:20:12.260]   and I've heard stories of people who had very terrible experiences,
[00:20:12.260 --> 00:20:12.260]   and I've heard stories of people who had very terrible experiences,
[00:20:12.260 --> 00:20:12.260]   and I've heard stories of people who had very terrible experiences,
[00:20:12.260 --> 00:20:12.260]   and I've heard stories of people who had very terrible experiences,
