
[00:00:00.000 --> 00:00:06.880]   Welcome everyone.
[00:02:42.960 --> 00:02:48.480]   and some problems that we used to focus on feel kind of like they're less pressing.
[00:02:48.480 --> 00:02:54.480]   I won't say solved, but they feel like we've made a lot of progress on them as a result of models getting better.
[00:02:54.480 --> 00:03:01.640]   But all that means for me is that there are more exciting things in the future that we can tackle even more ambitious things.
[00:03:01.640 --> 00:03:09.440]   And you'll see that I've tried to overhaul the course to be ever more ambitious about the kind of problems that we might take on.
[00:03:09.440 --> 00:03:13.400]   But we do kind of live in a golden age for all of this stuff.
[00:03:13.400 --> 00:03:14.720]   And even in 2022,
[00:03:14.720 --> 00:03:18.000]   I'm not sure what I would have predicted to say nothing of 2012,
[00:03:18.000 --> 00:03:21.120]   that we would have these incredible models like DALI2,
[00:03:21.120 --> 00:03:24.720]   which can take you from text into these incredible images.
[00:03:24.720 --> 00:03:29.120]   Language models, which will more or less be the star of the quarter for us.
[00:03:29.120 --> 00:03:33.080]   But also models that can take you from natural language to code.
[00:03:33.080 --> 00:03:36.480]   And of course, we are all seeing right now as we speak,
[00:03:36.480 --> 00:03:43.600]   that the entire industry related to web search is being reshaped around NLU technologies.
[00:03:43.600 --> 00:03:50.920]   So whereas this felt like a kind of niche area of NLP when we started this course in 2012,
[00:03:50.920 --> 00:03:54.120]   now it feels like the entire field of NLP,
[00:03:54.120 --> 00:03:56.120]   certainly in some aspects,
[00:03:56.120 --> 00:04:00.320]   all of AI is focused on these questions of natural language understanding,
[00:04:00.320 --> 00:04:02.800]   which is exciting for us.
[00:04:02.800 --> 00:04:05.000]   One more moment of reflection here.
[00:04:05.000 --> 00:04:06.840]   You know, in this course,
[00:04:06.840 --> 00:04:12.600]   throughout the years, we have used simple examples to kind of highlight the weaknesses of current models.
[00:04:12.600 --> 00:04:16.320]   And so a classic one for us was simply this question,
[00:04:16.320 --> 00:04:19.440]   which US states border no US states?
[00:04:19.440 --> 00:04:22.400]   The idea here is that it's a simple question,
[00:04:22.400 --> 00:04:28.400]   but it can be hard for our language technologies because of that negation, the no there.
[00:04:28.400 --> 00:04:33.080]   In 1980, there was a famous system called CHAT80.
[00:04:33.080 --> 00:04:38.760]   It was a symbolic system representing the first major phase of research in NLP.
[00:04:38.760 --> 00:04:41.280]   You can see the fragment of the system here.
[00:04:41.280 --> 00:04:45.600]   And CHAT80 was an incredible system in that it could answer questions like,
[00:04:45.600 --> 00:04:49.040]   which country bordering the Mediterranean borders a country that is
[00:04:49.040 --> 00:04:52.680]   bordered by a country whose population exceeds the population of India?
[00:04:52.680 --> 00:04:54.760]   I've given you the answer here,
[00:04:54.760 --> 00:04:58.920]   Turkey, at least according to 1980s geography.
[00:04:58.920 --> 00:05:01.920]   But if you asked CHAT80 a simple question like,
[00:05:01.920 --> 00:05:04.000]   which US states border no US states?
[00:05:04.000 --> 00:05:06.680]   It would just say, I don't understand.
[00:05:06.680 --> 00:05:10.880]   It was an incredibly expressive system, but rigid.
[00:05:10.880 --> 00:05:13.200]   It could do some things very deeply,
[00:05:13.200 --> 00:05:14.880]   as you see from the first question,
[00:05:14.880 --> 00:05:17.440]   but things that fell outside of its capacity,
[00:05:17.440 --> 00:05:19.720]   it would just fall down flat.
[00:05:19.720 --> 00:05:21.520]   That was the 1980s.
[00:05:21.520 --> 00:05:22.440]   Let's fast forward.
[00:05:22.440 --> 00:05:25.040]   2009, around the time this course launched,
[00:05:25.040 --> 00:05:26.960]   Wolfram Alphra hit the scene.
[00:05:26.960 --> 00:05:30.880]   And this was meant to be a kind of revolutionary language technology.
[00:05:30.880 --> 00:05:32.320]   The website is still up,
[00:05:32.320 --> 00:05:34.000]   and to my amazement,
[00:05:34.000 --> 00:05:36.560]   it still gives the following behavior.
[00:05:36.560 --> 00:05:40.120]   If you search for which US states border no US states,
[00:05:40.120 --> 00:05:43.160]   it kind of just gives you a list of the US states.
[00:05:43.160 --> 00:05:45.120]   Revealing, I would say,
[00:05:45.120 --> 00:05:49.400]   that it has no capacity to understand the question posed.
[00:05:49.400 --> 00:05:50.960]   That was 2009.
[00:05:50.960 --> 00:05:54.000]   So we've gone from 1980 to 2009.
[00:05:54.000 --> 00:05:55.600]   Okay, let's go to 2020.
[00:05:55.600 --> 00:05:59.320]   This is the first of the OpenAI models, ADA.
[00:05:59.320 --> 00:06:02.120]   Which US states border no US states?
[00:06:02.120 --> 00:06:03.880]   The answer is no.
[00:06:03.880 --> 00:06:05.680]   And then it sort of starts to babble,
[00:06:05.680 --> 00:06:07.640]   the US border is not a state border.
[00:06:07.640 --> 00:06:10.400]   It did that for a very long time.
[00:06:10.400 --> 00:06:11.680]   What about Babbage?
[00:06:11.680 --> 00:06:13.880]   This is still 2020.
[00:06:13.880 --> 00:06:16.040]   The US states border no US states.
[00:06:16.040 --> 00:06:17.560]   What is the name of the US state?
[00:06:17.560 --> 00:06:19.880]   And then it really went off the deep end from there,
[00:06:19.880 --> 00:06:21.360]   again, for a very long time.
[00:06:21.360 --> 00:06:22.240]   That was Babbage.
[00:06:22.240 --> 00:06:24.600]   If you had seen this output,
[00:06:24.600 --> 00:06:25.640]   well, at least for me,
[00:06:25.720 --> 00:06:27.800]   it might have shaken my faith
[00:06:27.800 --> 00:06:30.600]   that this was a viable approach, right?
[00:06:30.600 --> 00:06:32.120]   But the team persisted, I guess.
[00:06:32.120 --> 00:06:34.280]   2021, this is the Curie model.
[00:06:34.280 --> 00:06:37.200]   Which US states border no US states?
[00:06:37.200 --> 00:06:39.520]   It had a problem that it started listing things,
[00:06:39.520 --> 00:06:42.840]   but it did say Alaska, Hawaii, and Puerto Rico,
[00:06:42.840 --> 00:06:45.880]   which is an interestingly more impressive answer
[00:06:45.880 --> 00:06:47.680]   than the first answer, right?
[00:06:47.680 --> 00:06:49.480]   It still has some problem understanding
[00:06:49.480 --> 00:06:50.640]   what it means to respond,
[00:06:50.640 --> 00:06:53.200]   but it's looking like we're seeing some signal.
[00:06:54.240 --> 00:06:56.840]   Da Vinci Instruct Beta, this is 2022.
[00:06:56.840 --> 00:06:58.080]   It's important, I think,
[00:06:58.080 --> 00:06:59.600]   that this is the first of the models
[00:06:59.600 --> 00:07:01.160]   that have Instruct in the name.
[00:07:01.160 --> 00:07:02.840]   We'll talk about that in a minute.
[00:07:02.840 --> 00:07:04.800]   Which US states border no US states?
[00:07:04.800 --> 00:07:06.760]   Alaska and Hawaii.
[00:07:06.760 --> 00:07:08.800]   From 2020 to 2022,
[00:07:08.800 --> 00:07:11.400]   we have seen this astounding leap forward,
[00:07:11.400 --> 00:07:14.680]   making everything before then sort of pale in comparison.
[00:07:14.680 --> 00:07:17.360]   And then finally, Text Da Vinci One,
[00:07:17.360 --> 00:07:19.400]   you know, one of the new best-in-class models,
[00:07:19.400 --> 00:07:21.160]   at least until two months ago.
[00:07:21.160 --> 00:07:23.200]   Which US states border no US states?
[00:07:23.200 --> 00:07:25.440]   Alaska and Hawaii are the only US states
[00:07:25.440 --> 00:07:26.920]   that border no other US states.
[00:07:26.920 --> 00:07:29.600]   A very impressive answer indeed.
[00:07:29.600 --> 00:07:32.840]   And if you just think about the little history I've given,
[00:07:32.840 --> 00:07:37.040]   a kind of microcosm of what is happening in the field,
[00:07:37.040 --> 00:07:40.560]   a lot of time without much progress,
[00:07:40.560 --> 00:07:42.160]   with some hype attached,
[00:07:42.160 --> 00:07:43.920]   and now in the last few years,
[00:07:43.920 --> 00:07:46.160]   this kind of rapid progress forward.
[00:07:46.160 --> 00:07:49.760]   And, you know, that's just one example,
[00:07:49.760 --> 00:07:52.400]   but these examples multiply, and we can quantify this.
[00:07:52.400 --> 00:07:54.080]   Here's another impressive case.
[00:07:54.080 --> 00:07:56.320]   I asked the Da Vinci Two model,
[00:07:56.320 --> 00:07:59.080]   in which year was Stanford University founded?
[00:07:59.080 --> 00:08:01.000]   When did it enroll its first students?
[00:08:01.000 --> 00:08:02.280]   Who is its current president,
[00:08:02.280 --> 00:08:03.760]   and what is its mascot?
[00:08:03.760 --> 00:08:05.800]   A complicated question indeed,
[00:08:05.800 --> 00:08:09.440]   and it gave a fluent and factually correct answer
[00:08:09.440 --> 00:08:10.800]   on all counts.
[00:08:10.800 --> 00:08:13.080]   This is the Da Vinci Three model,
[00:08:13.080 --> 00:08:16.200]   which was best-in-class until a few weeks ago,
[00:08:16.200 --> 00:08:18.440]   and it gave exactly the same answer.
[00:08:18.440 --> 00:08:19.720]   Very impressive.
[00:08:20.800 --> 00:08:22.760]   Now, in this course, and for-
[00:08:22.760 --> 00:08:23.800]   you'll see at the website,
[00:08:23.800 --> 00:08:25.560]   one of the readings we've suggested
[00:08:25.560 --> 00:08:27.000]   for the start of the course
[00:08:27.000 --> 00:08:29.320]   is this classic paper by Hector Levesque
[00:08:29.320 --> 00:08:31.400]   called "On Our Best Behavior."
[00:08:31.400 --> 00:08:33.120]   And the thrust of this article,
[00:08:33.120 --> 00:08:35.200]   essentially channeling Terry Winograd,
[00:08:35.200 --> 00:08:38.080]   and Terry Winograd's schema,
[00:08:38.080 --> 00:08:40.960]   the idea is that we should come up with examples
[00:08:40.960 --> 00:08:44.120]   that will test whether models deeply understand,
[00:08:44.120 --> 00:08:46.080]   and in particular, get past the kind of
[00:08:46.080 --> 00:08:49.040]   simple memorization of statistics and other things
[00:08:49.040 --> 00:08:50.640]   about the data they're trained on,
[00:08:50.640 --> 00:08:52.720]   and really probe to see whether they understand
[00:08:52.720 --> 00:08:54.200]   what the world is like.
[00:08:54.200 --> 00:08:57.680]   And Levesque and Winograd's technique for doing this
[00:08:57.680 --> 00:09:01.200]   is to pose very unlikely questions
[00:09:01.200 --> 00:09:03.520]   where humans have very natural answers,
[00:09:03.520 --> 00:09:05.640]   like one of the ones Levesque poses is,
[00:09:05.640 --> 00:09:09.040]   could a crocodile run the steeplechase?
[00:09:09.040 --> 00:09:11.400]   Maybe it's a question you've never thought about before,
[00:09:11.400 --> 00:09:13.920]   but you probably have a pretty consistent answer
[00:09:13.920 --> 00:09:15.000]   across this group.
[00:09:15.000 --> 00:09:17.560]   Could a crocodile run the steeplechase?
[00:09:17.560 --> 00:09:19.600]   Here, I asked another one of Levesque's questions.
[00:09:19.600 --> 00:09:21.800]   Are professional baseball players allowed
[00:09:21.800 --> 00:09:24.440]   to glue small wings onto their caps?
[00:09:24.440 --> 00:09:26.280]   You could think about that for a second.
[00:09:26.280 --> 00:09:28.080]   The Da Vinci 2 model said,
[00:09:28.080 --> 00:09:30.960]   "There is no rule against it, but it is not common."
[00:09:30.960 --> 00:09:35.120]   And that seemed like a very good answer to me at the time.
[00:09:35.120 --> 00:09:37.360]   When the Da Vinci 3 engine came out,
[00:09:37.360 --> 00:09:39.120]   though, this started to worry me.
[00:09:39.120 --> 00:09:41.760]   No, professional baseball players are not allowed
[00:09:41.760 --> 00:09:43.720]   to glue small wings onto their caps.
[00:09:43.720 --> 00:09:45.560]   Major League Baseball has strict rules
[00:09:45.560 --> 00:09:49.000]   about the appearance of players' uniforms and caps.
[00:09:49.000 --> 00:09:52.520]   And any modifications to the caps are not allowed.
[00:09:52.520 --> 00:09:55.200]   Okay, I thought I was feeling good about this,
[00:09:55.200 --> 00:09:58.240]   but now I don't even myself know what the answer is.
[00:09:58.240 --> 00:10:00.080]   Are professional baseball players allowed
[00:10:00.080 --> 00:10:01.520]   to glue small wings onto their caps?
[00:10:01.520 --> 00:10:05.640]   We have two confident answers that are contradictory
[00:10:05.640 --> 00:10:09.080]   across two models that are very closely related.
[00:10:09.080 --> 00:10:11.760]   It's starting to worry us a little bit, I hope.
[00:10:11.760 --> 00:10:14.200]   But still, it's impressive.
[00:10:14.200 --> 00:10:15.040]   What's that?
[00:10:15.040 --> 00:10:16.760]   - You want me to ask a part?
[00:10:16.760 --> 00:10:17.600]   - You could check.
[00:10:17.600 --> 00:10:19.200]   Yes, I have a few cases,
[00:10:19.200 --> 00:10:20.880]   and this is an interesting experiment
[00:10:20.880 --> 00:10:22.040]   for us to run for sure.
[00:10:22.040 --> 00:10:24.560]   Let me show you the responses I got a bit later.
[00:10:24.560 --> 00:10:27.800]   The point, though, I guess,
[00:10:27.800 --> 00:10:29.120]   if you've seen the movie "Blade Runner,"
[00:10:29.120 --> 00:10:31.760]   this is starting to feel like to figure out
[00:10:31.760 --> 00:10:36.120]   whether an agent we were interacting with was human or AI,
[00:10:36.120 --> 00:10:39.480]   we would need to get very sophisticated
[00:10:39.480 --> 00:10:41.200]   interview techniques indeed.
[00:10:41.200 --> 00:10:43.960]   The Turing test, long forgotten here,
[00:10:43.960 --> 00:10:46.680]   now we're into the mode of trying to figure out
[00:10:46.680 --> 00:10:49.520]   exactly what kind of agents we're interacting with
[00:10:49.520 --> 00:10:51.920]   by having to be extremely clever
[00:10:51.920 --> 00:10:54.400]   about the kinds of things that we do with them.
[00:10:54.400 --> 00:10:58.640]   Now, that's kind of anecdotal evidence,
[00:10:58.640 --> 00:11:00.760]   but I think that the picture of progress
[00:11:00.760 --> 00:11:03.920]   is also supported by what's happening in the field.
[00:11:03.920 --> 00:11:06.880]   Let me start this story with our benchmarks.
[00:11:06.880 --> 00:11:09.400]   And the headline here is that our benchmarks,
[00:11:09.400 --> 00:11:13.080]   the tasks, the datasets we use to probe our models
[00:11:13.080 --> 00:11:15.360]   are saturating faster than ever before.
[00:11:15.360 --> 00:11:17.880]   And I'll articulate what I mean by saturate.
[00:11:17.880 --> 00:11:19.840]   So we have a little framework.
[00:11:19.840 --> 00:11:22.080]   Along the x-axis, I have time
[00:11:22.080 --> 00:11:24.760]   stretching back into like the 1990s.
[00:11:24.760 --> 00:11:28.520]   And along the y-axis, I have a normalized measure
[00:11:28.520 --> 00:11:31.400]   of distance from what we call human performance.
[00:11:31.400 --> 00:11:34.000]   That's the red line set at zero.
[00:11:34.000 --> 00:11:37.080]   Each one of these benchmarks has, in its own particular way,
[00:11:37.080 --> 00:11:39.840]   set a so-called estimate of human performance.
[00:11:39.840 --> 00:11:41.880]   I think we should be cynical about that,
[00:11:41.880 --> 00:11:44.400]   but nonetheless, this'll be a kind of marker
[00:11:44.400 --> 00:11:45.720]   of progress for us.
[00:11:45.720 --> 00:11:48.640]   First dataset, MNIST.
[00:11:48.640 --> 00:11:51.600]   This is like digit recognition, famous task in AI.
[00:11:51.600 --> 00:11:53.400]   It was launched in the 1990s,
[00:11:53.400 --> 00:11:56.960]   and it took about 20 years for us to see a system
[00:11:56.960 --> 00:12:01.800]   that surpassed human performance in this very loose sense.
[00:12:01.800 --> 00:12:05.520]   The switchboard corpus, this is going from speech to text.
[00:12:05.520 --> 00:12:08.000]   It's a very similar story, launched in the '90s,
[00:12:08.000 --> 00:12:09.960]   and it took about 20 years
[00:12:09.960 --> 00:12:12.280]   for us to see a superhuman system.
[00:12:13.480 --> 00:12:17.120]   ImageNet, this was launched, I believe, in 2009,
[00:12:17.120 --> 00:12:20.320]   and it took less than 10 years for us to see a system
[00:12:20.320 --> 00:12:23.120]   that surpassed that red line.
[00:12:23.120 --> 00:12:25.280]   And now progress is gonna pick up really fast.
[00:12:25.280 --> 00:12:29.040]   SQUAD 1.1, the Stanford question-answering dataset,
[00:12:29.040 --> 00:12:32.440]   was launched in 2016, and it took about three years
[00:12:32.440 --> 00:12:35.240]   for it to be saturated in this sense.
[00:12:35.240 --> 00:12:38.480]   SQUAD 2.0 was the team's attempt
[00:12:38.480 --> 00:12:40.120]   to pose an even harder problem,
[00:12:40.120 --> 00:12:42.960]   one where there were unanswerable questions,
[00:12:42.960 --> 00:12:45.160]   but it took even less time for systems
[00:12:45.160 --> 00:12:47.000]   to get past that red line.
[00:12:47.000 --> 00:12:49.600]   Then we get the GLUE benchmark.
[00:12:49.600 --> 00:12:51.480]   This is a famous benchmark
[00:12:51.480 --> 00:12:55.200]   in natural language understanding, a multitask benchmark.
[00:12:55.200 --> 00:12:58.040]   When this was launched, a lot of us thought
[00:12:58.040 --> 00:13:01.520]   that GLUE would be too difficult for present-day systems.
[00:13:01.520 --> 00:13:03.200]   It looked like this might be a challenge
[00:13:03.200 --> 00:13:05.440]   that would stand for a very long time,
[00:13:05.440 --> 00:13:07.800]   but it took like less than a year
[00:13:07.800 --> 00:13:10.720]   for systems to pass human performance.
[00:13:10.720 --> 00:13:14.080]   The response was superGLUE, but it was saturated,
[00:13:14.080 --> 00:13:16.200]   if anything, even more quickly.
[00:13:16.200 --> 00:13:19.080]   Now, we can be as cynical as we want
[00:13:19.080 --> 00:13:20.880]   about this notion of human performance,
[00:13:20.880 --> 00:13:22.920]   and I think we should dwell on whether or not
[00:13:22.920 --> 00:13:26.440]   it's fair to call it that, but even setting that aside,
[00:13:26.440 --> 00:13:31.040]   this looks like undeniably a story of progress.
[00:13:31.040 --> 00:13:33.640]   The systems that we had in 2012
[00:13:33.640 --> 00:13:37.160]   would not even have been able to enter the GLUE benchmark
[00:13:37.160 --> 00:13:39.840]   to say nothing of achieving scores like this.
[00:13:39.840 --> 00:13:42.000]   So something meaningful has happened.
[00:13:42.000 --> 00:13:44.560]   Now, you might think by the standards of AI,
[00:13:44.560 --> 00:13:46.400]   these datasets are kind of old.
[00:13:46.400 --> 00:13:48.800]   Here's a post from Jason Wei where he evaluated
[00:13:48.800 --> 00:13:51.640]   our latest and greatest large language models
[00:13:51.640 --> 00:13:53.760]   on a bunch of mostly new tasks
[00:13:53.760 --> 00:13:56.480]   that were actually designed to stress test
[00:13:56.480 --> 00:13:59.920]   this new class of very large language models.
[00:13:59.920 --> 00:14:03.360]   Jason's observation is that we see emergent abilities
[00:14:03.360 --> 00:14:05.880]   across more than 100 tasks for these models,
[00:14:05.880 --> 00:14:08.320]   especially for our largest models.
[00:14:08.320 --> 00:14:10.040]   The point, though, is that we, again,
[00:14:10.040 --> 00:14:13.280]   thought these tasks would stand for a very long time,
[00:14:13.280 --> 00:14:16.120]   and what we're seeing instead is that one by one,
[00:14:16.120 --> 00:14:17.960]   systems are certainly getting traction,
[00:14:17.960 --> 00:14:20.880]   and in some cases, performing at the standard
[00:14:20.880 --> 00:14:22.880]   we had set for humans.
[00:14:22.880 --> 00:14:26.520]   Again, an incredible story of progress there.
[00:14:26.520 --> 00:14:31.960]   So I hope that is energizing, maybe a little intimidating,
[00:14:31.960 --> 00:14:34.800]   but I hope fundamentally energizing for you all.
[00:14:34.800 --> 00:14:38.280]   The next question that I wanna ask for you
[00:14:38.280 --> 00:14:40.320]   is just what is going on?
[00:14:40.320 --> 00:14:43.560]   What is driving all of this sudden progress?
[00:14:43.560 --> 00:14:46.120]   Let's get a feel for that, and that'll kind of serve
[00:14:46.120 --> 00:14:49.120]   as the foundation for the course itself.
[00:14:49.120 --> 00:14:52.960]   Before I do that, though, are there questions or comments,
[00:14:52.960 --> 00:14:55.080]   things I could resolve, or things I left out
[00:14:55.080 --> 00:14:56.520]   about the current moment?
[00:14:56.520 --> 00:15:02.960]   - Brandon on board, I think very well.
[00:15:02.960 --> 00:15:06.280]   - We should reflect, though, maybe as a group
[00:15:06.280 --> 00:15:08.240]   about what it means to do very well.
[00:15:08.240 --> 00:15:11.320]   My question for you, when you say it did well,
[00:15:11.320 --> 00:15:13.320]   what is the Major League Baseball rule
[00:15:13.320 --> 00:15:15.520]   about players gluing things onto their caps?
[00:15:15.520 --> 00:15:17.360]   - Rule 3.06.
[00:15:17.360 --> 00:15:18.760]   - You found the actual rule?
[00:15:18.760 --> 00:15:21.800]   - No, this is what Bard, well, I don't-
[00:15:21.800 --> 00:15:22.640]   - Did you find the rule?
[00:15:22.640 --> 00:15:23.480]   - I didn't find the rule.
[00:15:23.480 --> 00:15:24.960]   Bard found that rule and gave me that number.
[00:15:24.960 --> 00:15:26.360]   - Okay. - Is it accurate?
[00:15:26.360 --> 00:15:28.720]   - Yes, that is gonna be the question for us.
[00:15:28.720 --> 00:15:30.320]   I can get- - It's a direct quote, too,
[00:15:30.320 --> 00:15:32.560]   which is right for hallucination.
[00:15:32.560 --> 00:15:34.400]   - Well, I'm gonna show you the OpenAI models
[00:15:34.400 --> 00:15:37.320]   will offer me links, but the links go nowhere.
[00:15:37.320 --> 00:15:40.160]   (audience laughing)
[00:15:40.160 --> 00:15:41.760]   What you're pointing out, I think,
[00:15:41.760 --> 00:15:43.840]   is an increasing societal problem.
[00:15:43.840 --> 00:15:47.280]   These models are offering us what looks like evidence,
[00:15:47.280 --> 00:15:49.840]   but a lot of the evidence is just fabricated,
[00:15:49.840 --> 00:15:52.640]   and this is worse than offering no evidence at all.
[00:15:52.640 --> 00:15:54.480]   What I really need is someone who knows
[00:15:54.480 --> 00:15:56.240]   Major League Baseball to tell me,
[00:15:56.240 --> 00:15:59.920]   what is the rule about players and their caps?
[00:15:59.920 --> 00:16:01.560]   I want it from an expert human,
[00:16:01.560 --> 00:16:03.680]   not an expert language model.
[00:16:04.640 --> 00:16:06.480]   - Can we- - What's that?
[00:16:06.480 --> 00:16:08.000]   - Can we Google?
[00:16:08.000 --> 00:16:09.560]   - Be careful how you Google, though.
[00:16:09.560 --> 00:16:11.800]   I guess that's the lesson of 2023.
[00:16:11.800 --> 00:16:16.560]   All right, what's going on?
[00:16:16.560 --> 00:16:18.560]   Let's start to make some progress on this.
[00:16:18.560 --> 00:16:22.040]   Again, first, a little bit of historical context.
[00:16:22.040 --> 00:16:25.200]   I've got a timeline going back to the 1960s
[00:16:25.200 --> 00:16:26.200]   along the x-axis.
[00:16:26.200 --> 00:16:29.080]   This is more or less the start of the field itself.
[00:16:29.080 --> 00:16:31.120]   And in that early era,
[00:16:31.120 --> 00:16:33.800]   essentially all of the approaches
[00:16:33.800 --> 00:16:36.000]   were based in symbolic algorithms
[00:16:36.000 --> 00:16:37.840]   like the CHAT81 that I showed you.
[00:16:37.840 --> 00:16:40.800]   In fact, that was kind of pioneered here at Stanford
[00:16:40.800 --> 00:16:44.040]   by people who were pioneering the very field of AI.
[00:16:44.040 --> 00:16:47.760]   And that paradigm of essentially programming these systems
[00:16:47.760 --> 00:16:50.280]   lasted well into the 1980s.
[00:16:50.280 --> 00:16:54.840]   In the '90s, early 2000s,
[00:16:54.840 --> 00:16:57.120]   we get the statistical revolution
[00:16:57.120 --> 00:16:58.800]   throughout artificial intelligence,
[00:16:58.800 --> 00:17:01.600]   and then in turn in natural language processing.
[00:17:01.600 --> 00:17:03.520]   And the big change there is that
[00:17:03.520 --> 00:17:06.280]   instead of programming systems with all these rules,
[00:17:06.280 --> 00:17:08.240]   we're gonna design machine learning systems
[00:17:08.240 --> 00:17:10.400]   that are gonna try to learn from data.
[00:17:10.400 --> 00:17:11.240]   Under the hood,
[00:17:11.240 --> 00:17:13.200]   there was still a lot of programming involved
[00:17:13.200 --> 00:17:15.840]   because we would write a lot of feature functions
[00:17:15.840 --> 00:17:16.960]   that were little programs
[00:17:16.960 --> 00:17:19.360]   that would help us detect things about data.
[00:17:19.360 --> 00:17:21.360]   And we would hope that our machine learning systems
[00:17:21.360 --> 00:17:24.720]   could learn from the output of those feature functions.
[00:17:24.720 --> 00:17:25.880]   But in the end,
[00:17:25.880 --> 00:17:29.680]   this was the rise of the fully data-driven learning systems.
[00:17:29.680 --> 00:17:32.800]   And we just hope that some process of optimization
[00:17:32.800 --> 00:17:34.960]   leads us to new capabilities.
[00:17:34.960 --> 00:17:39.400]   The next big phase of this was the deep learning revolution.
[00:17:39.400 --> 00:17:42.480]   This happened starting around 2009, 2010.
[00:17:42.480 --> 00:17:46.360]   Again, Stanford was at the forefront of this to be sure.
[00:17:46.360 --> 00:17:48.240]   It felt like a big change at the time,
[00:17:48.240 --> 00:17:49.660]   but in retrospect,
[00:17:49.660 --> 00:17:52.280]   this is kind of not so different from this mode here.
[00:17:52.280 --> 00:17:56.280]   It's just that we now replace that simple model
[00:17:56.280 --> 00:17:58.280]   with really big models,
[00:17:58.280 --> 00:18:01.480]   really deep models that have a tremendous capacity
[00:18:01.480 --> 00:18:03.400]   to learn things from data.
[00:18:03.400 --> 00:18:07.100]   We started also to see a shift even further away
[00:18:07.100 --> 00:18:08.640]   from those feature functions,
[00:18:08.640 --> 00:18:10.320]   from writing little programs,
[00:18:10.320 --> 00:18:12.000]   and more toward a more mode
[00:18:12.000 --> 00:18:14.360]   where we would just hope that the data
[00:18:14.360 --> 00:18:17.980]   and the optimization process could do all the work for us.
[00:18:17.980 --> 00:18:21.560]   Then the next thing, big thing that happened,
[00:18:21.560 --> 00:18:25.280]   which could take us, I suppose, until about 2018,
[00:18:25.280 --> 00:18:26.120]   would be this mode
[00:18:26.120 --> 00:18:28.360]   where we have a lot of pre-trained parameters.
[00:18:28.360 --> 00:18:30.840]   These are pictures of maybe big language models
