
[00:00:00.000 --> 00:00:02.180]   (beeping)
[00:01:03.420 --> 00:01:04.480]   "It's a pretty big one.
[00:01:04.480 --> 00:01:06.260]   "Make sure this is legit."
[00:01:06.260 --> 00:01:08.580]   And I get probably one or two of those a week,
[00:01:08.580 --> 00:01:10.420]   and most of them are fine,
[00:01:10.420 --> 00:01:13.980]   but some of them could be like an erroneous transaction.
[00:01:13.980 --> 00:01:14.820]   It's kind of great,
[00:01:14.820 --> 00:01:16.900]   and it also talks about upcoming recurring payments.
[00:01:16.900 --> 00:01:20.060]   So I still, I like to feel like the '90s sometimes,
[00:01:20.060 --> 00:01:22.040]   like the pre- and post-internet era.
[00:01:22.040 --> 00:01:23.740]   I still get GQ Magazine.
[00:01:23.740 --> 00:01:26.160]   It said, "Hey, your GQ Magazine is coming up."
[00:01:26.160 --> 00:01:29.160]   I like the physical magazine,
[00:01:29.160 --> 00:01:31.400]   and it said, "Your GQ Magazine is coming up,"
[00:01:31.400 --> 00:01:33.240]   and the price is like $33 a year,
[00:01:33.240 --> 00:01:34.560]   and I'm like, "I can get it for like six."
[00:01:34.560 --> 00:01:36.940]   So I go in there, and Rocket Money helps me.
[00:01:36.940 --> 00:01:37.780]   It's great.
[00:01:37.780 --> 00:01:39.400]   They try to lower your bills.
[00:01:39.400 --> 00:01:42.000]   RocketMoney.com/ATC to learn more.
[00:01:42.000 --> 00:01:43.700]   It's a really great way to manage your money,
[00:01:43.700 --> 00:01:45.360]   and I think they're shutting down
[00:01:45.360 --> 00:01:46.440]   these other personal finance sites,
[00:01:46.440 --> 00:01:49.040]   so Rocket Money's like the last one standing.
[00:01:49.040 --> 00:01:49.880]   I like it.
[00:01:49.880 --> 00:01:51.560]   - I guess everyone else is giving up.
[00:01:51.560 --> 00:01:52.840]   They can't do it as well.
[00:01:52.840 --> 00:01:54.560]   - All right, let's do it.
[00:01:54.560 --> 00:01:55.740]   - All right.
[00:01:55.740 --> 00:01:58.080]   - Wait, so who's the NASCAR driver in your head?
[00:01:58.080 --> 00:02:00.400]   - So this is actually a Dale Jr. hat,
[00:02:00.400 --> 00:02:03.480]   so it was like a throwback to one of his dad's cars,
[00:02:03.480 --> 00:02:05.800]   a Dale Earnhardt car that had the SunDrop.
[00:02:05.800 --> 00:02:08.360]   SunDrop, which apparently is a North Carolina soda.
[00:02:08.360 --> 00:02:10.360]   I'd never even thought about that, but yeah.
[00:02:10.360 --> 00:02:11.680]   - In Michigan, we call it a pop.
[00:02:11.680 --> 00:02:13.640]   In North Carolina, you call it a soda.
[00:02:13.640 --> 00:02:14.920]   - Maybe.
[00:02:14.920 --> 00:02:16.240]   I think everyone calls it everything.
[00:02:16.240 --> 00:02:17.520]   A lot of people call it Coke,
[00:02:17.520 --> 00:02:19.000]   like any kind of soft drink.
[00:02:19.000 --> 00:02:20.040]   - That's a Southern thing,
[00:02:20.040 --> 00:02:22.840]   where you call any sort of soft drink a Coke.
[00:02:22.840 --> 00:02:25.360]   - Yeah, even though Pepsi's better, but you know.
[00:02:25.360 --> 00:02:26.200]   - All right.
[00:02:26.200 --> 00:02:27.020]   - Just kidding.
[00:02:27.020 --> 00:02:27.860]   - Agree to disagree.
[00:02:27.860 --> 00:02:29.200]   - Okay, okay.
[00:02:29.200 --> 00:02:31.320]   First up today, we have,
[00:02:31.320 --> 00:02:33.480]   "Can you please explain why financial media personnel
[00:02:33.480 --> 00:02:35.800]   "keep saying the 60/40 is dead,
[00:02:35.800 --> 00:02:38.880]   "but they are not saying target date funds are dead?"
[00:02:38.880 --> 00:02:40.520]   - This is a great, this is actually a really good question,
[00:02:40.520 --> 00:02:43.520]   because I've been kind of thinking about this lately.
[00:02:43.520 --> 00:02:45.240]   It seems like the financial media
[00:02:45.240 --> 00:02:47.040]   loves to pour dirt on the 60/40,
[00:02:47.040 --> 00:02:49.440]   and a lot of it is recency bias.
[00:02:49.440 --> 00:02:50.600]   Last year was one of the worst years ever
[00:02:50.600 --> 00:02:51.760]   for a 60/40 portfolio.
[00:02:51.760 --> 00:02:53.240]   John, do a chart on here.
[00:02:53.240 --> 00:02:55.440]   These are the 10 worst calendar year returns
[00:02:55.440 --> 00:02:58.400]   for a portfolio compromising the S&P 500,
[00:02:58.400 --> 00:03:00.640]   60% of which, and 40% in 10-year treasuries.
[00:03:00.640 --> 00:03:02.800]   60/40, rebalance every year.
[00:03:02.800 --> 00:03:05.600]   Going back to 1928, by my calculations,
[00:03:05.600 --> 00:03:07.760]   2022 was the third worst year ever.
[00:03:07.760 --> 00:03:10.240]   And the worst year ever was in the Great Depression in 1931.
[00:03:10.240 --> 00:03:12.560]   Second worst year ever was also in the '30s in 1937.
[00:03:12.560 --> 00:03:13.480]   So that's a pretty bad year.
[00:03:13.480 --> 00:03:16.600]   This was even worse than the worst downturn in the 1970s.
[00:03:16.600 --> 00:03:18.040]   Maybe it would be worse then on a real basis,
[00:03:18.040 --> 00:03:19.280]   but that's pretty bad.
[00:03:19.280 --> 00:03:21.440]   The third worst year in 95 years.
[00:03:21.440 --> 00:03:23.360]   But, I don't know, bad things happen
[00:03:23.360 --> 00:03:24.680]   in every asset class and strategy.
[00:03:24.680 --> 00:03:26.480]   They're called risk assets for a reason, right?
[00:03:26.480 --> 00:03:29.040]   I don't think one year is enough
[00:03:29.040 --> 00:03:30.200]   to throw a strategy out the window
[00:03:30.200 --> 00:03:31.960]   unless it completely blows up.
[00:03:31.960 --> 00:03:35.040]   So, I think a lot of people like to say,
[00:03:35.040 --> 00:03:38.040]   well, the 60/40 is broken 'cause bonds got killed,
[00:03:38.040 --> 00:03:39.200]   and it's not gonna work going forward,
[00:03:39.200 --> 00:03:40.640]   and correlations are higher.
[00:03:40.640 --> 00:03:42.400]   So ditch the simple and go with the complex.
[00:03:42.400 --> 00:03:43.720]   I do think that's part of it,
[00:03:43.720 --> 00:03:46.440]   is that the financial media complexity sells
[00:03:46.440 --> 00:03:49.040]   way better than simplicity, right?
[00:03:49.040 --> 00:03:51.400]   You get way more eyeballs by selling something
[00:03:51.400 --> 00:03:53.800]   that's complicated and saying the simple thing
[00:03:53.800 --> 00:03:57.160]   just doesn't work because, put this other one up, John.
[00:03:57.160 --> 00:03:58.280]   So the media's been planning a funeral
[00:03:58.280 --> 00:03:59.280]   for the 60/40 for years.
[00:03:59.280 --> 00:04:01.840]   I wrote this piece in like 2017
[00:04:01.840 --> 00:04:03.600]   and found all these stories going back to 2012
[00:04:03.600 --> 00:04:06.240]   about why balance portfolios aren't gonna work anymore,
[00:04:06.240 --> 00:04:09.240]   60/40 is dead, it's dead and buried.
[00:04:09.240 --> 00:04:13.200]   I even wrote a eulogy blog post for 60/40 back in 2019.
[00:04:13.200 --> 00:04:16.160]   So, it's something that I think,
[00:04:16.160 --> 00:04:19.120]   it's just a stand-in for a simple portfolio
[00:04:19.120 --> 00:04:20.960]   'cause there's just not much going on with it.
[00:04:20.960 --> 00:04:22.400]   It's very simple.
[00:04:22.400 --> 00:04:24.200]   It's also important to note that,
[00:04:24.200 --> 00:04:25.600]   I don't know if I've ever met anyone
[00:04:25.600 --> 00:04:27.760]   who actually has all of their money,
[00:04:27.760 --> 00:04:31.440]   60% stock and 40% bonds, and that's it, right?
[00:04:31.440 --> 00:04:32.280]   Most people probably--
[00:04:32.280 --> 00:04:35.240]   - That would become active trying to maintain that, right?
[00:04:35.240 --> 00:04:36.920]   Because it changes so much.
[00:04:36.920 --> 00:04:37.760]   - Yeah, it's hard.
[00:04:37.760 --> 00:04:39.080]   But I mean, most people have some cash.
[00:04:39.080 --> 00:04:40.600]   They probably own some real estate.
[00:04:40.600 --> 00:04:42.760]   They may have some REITs or foreign stocks
[00:04:42.760 --> 00:04:44.800]   or foreign bonds or high yield or corporate bonds
[00:04:44.800 --> 00:04:48.000]   or munis or value stocks or momentum stocks
[00:04:48.000 --> 00:04:50.200]   or quality or dividends, whatever it is.
[00:04:50.200 --> 00:04:51.280]   There's all these other strategies.
[00:04:51.280 --> 00:04:53.040]   And I think that's, in that sense,
[00:04:53.040 --> 00:04:54.920]   most regular portfolios are probably more
[00:04:54.920 --> 00:04:56.320]   like target date funds than anything else.
[00:04:56.320 --> 00:04:57.480]   And the other thing is, the difference is,
[00:04:57.480 --> 00:05:01.000]   target date funds actually change allocations over time.
[00:05:01.000 --> 00:05:02.680]   And so, I don't think they're as easy as a target
[00:05:02.680 --> 00:05:04.280]   'cause there is some activity going on there.
[00:05:04.280 --> 00:05:06.040]   So, I think that that's the thing.
[00:05:06.040 --> 00:05:08.880]   Activity and complexity sell better for financial media.
[00:05:08.880 --> 00:05:10.840]   So, it makes sense that the 60/40
[00:05:10.840 --> 00:05:12.720]   is like the straw man or whatever.
[00:05:12.720 --> 00:05:15.160]   I also think we live in a world where pundits
[00:05:15.160 --> 00:05:18.320]   become famous for predicting a top or a bottom.
[00:05:18.320 --> 00:05:19.520]   Like, this is the bear market.
[00:05:19.520 --> 00:05:20.520]   This is the bull market.
[00:05:20.520 --> 00:05:21.340]   This is the end.
[00:05:21.340 --> 00:05:22.180]   This is the beginning.
[00:05:22.180 --> 00:05:24.720]   It's gotta be a point in time, right?
[00:05:24.720 --> 00:05:25.960]   This thing is just getting over with.
[00:05:25.960 --> 00:05:26.800]   It's gonna fall off a cliff.
[00:05:26.800 --> 00:05:28.920]   This thing is just getting started.
[00:05:28.920 --> 00:05:30.720]   You're never gonna hear a headline about like,
[00:05:30.720 --> 00:05:33.920]   a boring diversified portfolio does well most of the time,
[00:05:33.920 --> 00:05:34.740]   but not all the time.
[00:05:34.740 --> 00:05:37.000]   That's not a very good headline, right?
[00:05:37.000 --> 00:05:39.440]   There's also this contingent of financial pundits
[00:05:39.440 --> 00:05:41.000]   who like to say that, listen,
[00:05:41.000 --> 00:05:43.760]   the only reason a 60/40 portfolio has worked so well
[00:05:43.760 --> 00:05:45.880]   over the past 40 plus years is because
[00:05:45.880 --> 00:05:47.080]   inflation has been falling
[00:05:47.080 --> 00:05:49.120]   and interest rates have been falling.
[00:05:49.120 --> 00:05:50.920]   And that certainly was a tailwind,
[00:05:50.920 --> 00:05:52.560]   especially the bond side of the portfolio,
[00:05:52.560 --> 00:05:54.040]   'cause you had such high starting yields.
[00:05:54.040 --> 00:05:59.040]   But I looked at the period of 41 years from 1981 to 2021,
[00:05:59.040 --> 00:06:01.800]   which is basically the top in rates.
[00:06:01.800 --> 00:06:03.180]   Rates were falling most of that time
[00:06:03.180 --> 00:06:04.120]   and inflation was falling.
[00:06:04.120 --> 00:06:05.840]   We were in a disinflationary environment.
[00:06:05.840 --> 00:06:07.480]   And then I looked at the previous 41 years
[00:06:07.480 --> 00:06:09.600]   from 1940 to through the end of 1980.
[00:06:09.600 --> 00:06:11.080]   So John filled this up for me.
[00:06:11.080 --> 00:06:13.800]   Returns were certainly better
[00:06:13.800 --> 00:06:15.720]   in the period from 1981 to 2021.
[00:06:15.720 --> 00:06:18.580]   10.5% per year for a 60/40 annually rebalanced,
[00:06:18.580 --> 00:06:20.280]   which is just an amazing return.
[00:06:20.280 --> 00:06:21.800]   It's basically like the historical long run
[00:06:21.800 --> 00:06:23.160]   for the stock market.
[00:06:23.160 --> 00:06:26.880]   But 1940 to 1980 had almost 8% annual returns.
[00:06:26.880 --> 00:06:29.360]   So it was worse, but it wasn't that much worse.
[00:06:29.360 --> 00:06:31.560]   And the biggest part was 10-year treasuries
[00:06:31.560 --> 00:06:36.240]   did almost 8% annually in the '81 to 2021 period.
[00:06:36.240 --> 00:06:40.320]   Bonds were only up 2.5% per year from 1940 to 1980.
[00:06:40.320 --> 00:06:43.760]   So if we look at the previous 95 years,
[00:06:43.760 --> 00:06:47.240]   Demoderan has this website I use all the time from NYU.
[00:06:47.240 --> 00:06:51.580]   From 1928 to 2022, a 60/40 portfolio was up 8.1% per year.
[00:06:51.580 --> 00:06:54.300]   So it's not like that environment pre-1980
[00:06:54.300 --> 00:06:55.140]   was that much worse.
[00:06:55.140 --> 00:06:56.780]   It was right around average, right?
[00:06:56.780 --> 00:06:59.060]   And the crazy thing about the 2022 period
[00:06:59.060 --> 00:07:01.340]   being the third worst year ever for 60/40,
[00:07:01.340 --> 00:07:03.780]   the 10 years ending in 2022.
[00:07:03.780 --> 00:07:05.860]   So add the nine years before 2022
[00:07:05.860 --> 00:07:08.820]   and average returns for a 60/40 were almost 8% per year.
[00:07:08.820 --> 00:07:10.740]   So even with one of the worst years ever,
[00:07:10.740 --> 00:07:12.160]   it still was pretty good.
[00:07:12.160 --> 00:07:15.220]   And I can't promise what those returns
[00:07:15.220 --> 00:07:16.300]   are gonna be going forward
[00:07:16.300 --> 00:07:17.780]   'cause I don't know what stock returns are gonna be.
[00:07:17.780 --> 00:07:19.700]   I don't know what interest rates are gonna be,
[00:07:19.700 --> 00:07:20.820]   but we're in a pretty good place now
[00:07:20.820 --> 00:07:23.940]   'cause you can get 4% to 6% in your bonds depending.
[00:07:23.940 --> 00:07:25.400]   Like we're gonna talk about that in a little bit here,
[00:07:25.400 --> 00:07:29.060]   but if bonds are yielding 5%
[00:07:29.060 --> 00:07:30.360]   and the historical equity risk premium
[00:07:30.360 --> 00:07:32.940]   is 3% to 4% above bonds or cash,
[00:07:32.940 --> 00:07:35.400]   we're talking, I don't know, 8% to 9% for stocks
[00:07:35.400 --> 00:07:36.780]   is not out of the realm of possibility.
[00:07:36.780 --> 00:07:41.420]   So that's 7% for a 60/40 portfolio almost, 6%.
[00:07:41.420 --> 00:07:44.480]   - Junk bonds, you can get even closer to like 9%, right?
[00:07:44.480 --> 00:07:46.320]   - Yeah, I mean, those are more equity-like,
[00:07:46.320 --> 00:07:47.600]   but so if you want it,
[00:07:47.600 --> 00:07:49.820]   that'd be more of an equity-like portfolio.
[00:07:49.820 --> 00:07:52.080]   I mean, you call it 60/40, but it's really 100.
[00:07:52.080 --> 00:07:52.920]   - Yeah.
[00:07:52.920 --> 00:07:55.860]   - So I just, I can't guarantee
[00:07:55.860 --> 00:07:56.700]   what these returns are gonna be,
[00:07:56.700 --> 00:07:57.540]   but you're in a better place now
[00:07:57.540 --> 00:07:59.960]   than you were before 2022 after you ripped the Band-Aid off.
[00:07:59.960 --> 00:08:02.080]   And so I just say, stop listening to the people
[00:08:02.080 --> 00:08:03.640]   who say 60/40 is dead.
[00:08:03.640 --> 00:08:04.560]   It's lazy analysis.
[00:08:04.560 --> 00:08:07.740]   Saying 60/40 is dead is like saying diversification is dead.
[00:08:07.740 --> 00:08:08.640]   And if that happens,
[00:08:08.640 --> 00:08:11.100]   then maybe just haul me out to and bury me
[00:08:11.100 --> 00:08:12.920]   because if diversification dies,
[00:08:12.920 --> 00:08:14.520]   I've got nothing to live for.
[00:08:14.520 --> 00:08:16.740]   - Oh my God, this got real.
[00:08:16.740 --> 00:08:17.580]   (laughs)
[00:08:17.580 --> 00:08:18.400]   - I'm just kidding.
[00:08:18.400 --> 00:08:20.720]   I just, saying it, it's just lazy analysis
[00:08:20.720 --> 00:08:22.160]   and it has no basis in reality.
[00:08:22.160 --> 00:08:25.160]   60/40 is alive and well, and it always will be.
[00:08:25.160 --> 00:08:28.720]   - Yeah, it makes me want to buy 60/40 more, you know?
[00:08:28.720 --> 00:08:32.320]   It makes me more bullish to hear everyone saying that's dead.
[00:08:32.320 --> 00:08:33.360]   - Yeah, I don't get it.
[00:08:33.360 --> 00:08:38.040]   I think it's a sort of a stand-in for simplicity
[00:08:38.040 --> 00:08:40.600]   and it's an easy, it's like easy whipping boy.
[00:08:40.600 --> 00:08:41.560]   All right, let's do another one.
[00:08:41.560 --> 00:08:43.240]   All right, that question was from Jacob, by the way.
[00:08:43.240 --> 00:08:45.340]   So up next, we have a question from Billy.
[00:08:45.340 --> 00:08:48.520]   "I know the running joke is that Ben
[00:08:48.520 --> 00:08:50.020]   "is Mr. Target Date Guy,
[00:08:50.020 --> 00:08:51.140]   "but in a recent episode,
[00:08:51.140 --> 00:08:52.460]   "he mentioned that he rebalanced
[00:08:52.460 --> 00:08:54.520]   "to pick up more small cap value.
[00:08:54.520 --> 00:08:56.860]   "Is he a Fama French guy instead?
[00:08:56.860 --> 00:08:59.420]   "I was wondering what Ben's portfolio for investing,
[00:08:59.420 --> 00:09:02.600]   "not trading, looks like from an asset class perspective.
[00:09:02.600 --> 00:09:05.480]   "Secondarily, how often does he rebalance it?"
[00:09:05.480 --> 00:09:07.520]   A little hurt they didn't ask about my portfolio, but.
[00:09:07.520 --> 00:09:09.840]   (laughs)
[00:09:09.840 --> 00:09:10.680]   - We already know what it is, Oatly.
[00:09:10.680 --> 00:09:12.880]   - Oatly reported earnings today.
[00:09:12.880 --> 00:09:16.380]   - 60% Oatly and 40% some EV stock.
[00:09:16.380 --> 00:09:19.360]   So two questions in a row about target date funds.
[00:09:19.360 --> 00:09:22.400]   So I guess I am, my reputation does precede me.
[00:09:22.400 --> 00:09:25.880]   My first ever investment was in a target date fund.
[00:09:25.880 --> 00:09:28.120]   So that's where I get this reputation from.
[00:09:28.120 --> 00:09:31.640]   My dad helped me open up an IRA when I got my first job.
[00:09:31.640 --> 00:09:33.600]   My first job didn't have a 401k.
[00:09:33.600 --> 00:09:34.960]   And so I had to open up my own IRA
[00:09:34.960 --> 00:09:37.320]   and I put money in like a T-Roll price target date fund.
[00:09:37.320 --> 00:09:38.760]   I think the only target date funds I own now
[00:09:38.760 --> 00:09:41.160]   are my kid's college funds for 529 plans.
[00:09:41.160 --> 00:09:44.200]   So based on the stage of life where I'm at now,
[00:09:44.200 --> 00:09:45.480]   I'm a barbell investor.
[00:09:45.480 --> 00:09:48.240]   That means on one side, on the safe side,
[00:09:48.240 --> 00:09:50.520]   and my barbell is safety and risk, right?
[00:09:50.520 --> 00:09:52.440]   So on the safe side, I have a slug of cash
[00:09:52.440 --> 00:09:54.760]   for vacations and emergencies
[00:09:54.760 --> 00:09:56.620]   and stuff that comes up with kids
[00:09:56.620 --> 00:09:59.480]   and other intermediate term goals that we may have.
[00:09:59.480 --> 00:10:01.600]   And the other side of that barbell is risk
[00:10:01.600 --> 00:10:03.320]   and that's stocks, basically.
[00:10:03.320 --> 00:10:05.260]   So I have a pretty high talents for risk.
[00:10:05.260 --> 00:10:08.080]   All my long-term capital is invested in the stock market.
[00:10:08.080 --> 00:10:09.760]   I'm not gonna touch most of it for decades.
[00:10:09.760 --> 00:10:11.800]   So that's 100% in the stock market.
[00:10:11.800 --> 00:10:14.620]   Now I am a bogel head at heart, right?
[00:10:14.620 --> 00:10:18.240]   My biggest holding in any of my accounts
[00:10:18.240 --> 00:10:22.360]   is a total US stock market index fund, right?
[00:10:22.360 --> 00:10:25.320]   Very cheap, market cap weighted.
[00:10:25.320 --> 00:10:29.520]   But I also like to diversify into other areas.
[00:10:29.520 --> 00:10:30.480]   So I do have a little fond of French.
[00:10:30.480 --> 00:10:32.800]   I have the small cap value piece.
[00:10:32.800 --> 00:10:34.240]   I have some momentum funds.
[00:10:34.240 --> 00:10:36.280]   I have some higher quality funds
[00:10:36.280 --> 00:10:37.600]   and I have international stocks.
[00:10:37.600 --> 00:10:40.640]   I diversify there too by some value stocks
[00:10:40.640 --> 00:10:41.560]   and small caps there.
[00:10:41.560 --> 00:10:43.720]   So I do have some diversification.
[00:10:43.720 --> 00:10:45.940]   The index funds are the biggest, like the building block.
[00:10:45.940 --> 00:10:50.200]   And then I have these satellites or diversification there.
[00:10:50.200 --> 00:10:52.160]   And I don't hold these kind of factor funds
[00:10:52.160 --> 00:10:54.280]   for outperformance or anything like that,
[00:10:54.280 --> 00:10:55.560]   which is kind of laughable to anyone
[00:10:55.560 --> 00:10:56.920]   who's looked at them in the last 10 or 12 years
[00:10:56.920 --> 00:11:00.400]   'cause none of those other strategies have outperformed.
[00:11:00.400 --> 00:11:03.600]   But I just don't think market weighted index funds
[00:11:03.600 --> 00:11:05.640]   are gonna outperform every single cycle.
[00:11:05.640 --> 00:11:06.680]   And so I have these other funds
[00:11:06.680 --> 00:11:09.120]   so I can rebalance into them and diversify
[00:11:09.120 --> 00:11:10.480]   and have these other parts of the portfolio
[00:11:10.480 --> 00:11:12.240]   that'll hopefully hold up well
[00:11:12.240 --> 00:11:14.880]   if and when the index funds don't do well.
[00:11:14.880 --> 00:11:19.480]   I did mention that I, on Recent Annual Spirits,
[00:11:19.480 --> 00:11:21.120]   that I over-rebalanced recently.
[00:11:21.120 --> 00:11:22.840]   I have three main rebalancing strategies.
[00:11:22.840 --> 00:11:25.200]   One, I said in the opener, I'm a set it and forget it guy.
[00:11:25.200 --> 00:11:28.240]   So when I 401k, that kind of account,
[00:11:28.240 --> 00:11:29.720]   I automatically rebalance.
[00:11:29.720 --> 00:11:32.860]   I have it set to do once a year on a certain date.
[00:11:32.860 --> 00:11:33.700]   I don't know when the date is.
[00:11:33.700 --> 00:11:35.920]   I set it and I forget about it.
[00:11:35.920 --> 00:11:40.360]   The other one is if asset weights get too far out of whack.
[00:11:40.360 --> 00:11:41.200]   And that's usually in a--
[00:11:41.200 --> 00:11:44.040]   - Wait, what's the best day of the year to rebalance?
[00:11:44.040 --> 00:11:44.880]   I'm just--
[00:11:44.880 --> 00:11:46.400]   - I'm sure someone has that data.
[00:11:46.400 --> 00:11:47.680]   I've seen people look at it.
[00:11:47.680 --> 00:11:50.720]   It's like it's in April, October for tax reasons.
[00:11:50.720 --> 00:11:51.560]   I don't know.
[00:11:51.560 --> 00:11:56.080]   I don't think that far into it.
[00:11:56.080 --> 00:11:57.720]   The other one is if asset class weights
[00:11:57.720 --> 00:11:58.960]   get too far from the target.
[00:11:58.960 --> 00:12:00.200]   If something really outperforms
[00:12:00.200 --> 00:12:01.460]   and something really underperforms,
[00:12:01.460 --> 00:12:02.300]   maybe I'll get in there.
[00:12:02.300 --> 00:12:04.360]   That'd happen in maybe like a bear market
[00:12:04.360 --> 00:12:07.040]   or like a rip-roaring bull market.
[00:12:07.040 --> 00:12:09.240]   And then another way is last week
[00:12:09.240 --> 00:12:13.000]   I made a pretty sizable contribution to my SEP IRA.
[00:12:13.000 --> 00:12:15.120]   Bill Sweet would be happy with me about that.
[00:12:15.120 --> 00:12:16.160]   It's gonna help my taxes.
[00:12:16.160 --> 00:12:18.680]   And I over-rebalanced into some areas
[00:12:18.680 --> 00:12:19.800]   that had underperformed.
[00:12:19.800 --> 00:12:22.480]   So I used contributions to rebalance as well.
[00:12:22.480 --> 00:12:24.140]   So I don't know.
[00:12:24.140 --> 00:12:26.280]   I don't know if that having these other areas
[00:12:26.280 --> 00:12:28.200]   of the market will help my returns over time.
[00:12:28.200 --> 00:12:31.240]   I do like the idea of making contributions to those areas.
[00:12:31.240 --> 00:12:32.860]   So I'm making more contributions to the places
[00:12:32.860 --> 00:12:35.720]   that have not run as high in recent years.
[00:12:35.720 --> 00:12:38.560]   But I don't see the point of having an asset allocation
[00:12:38.560 --> 00:12:39.760]   if you're not going to rebalance back
[00:12:39.760 --> 00:12:41.200]   to target weights eventually.
[00:12:41.200 --> 00:12:42.840]   I think that's the whole point.
[00:12:42.840 --> 00:12:45.000]   So I think a great litmus test for a lot of people
[00:12:45.000 --> 00:12:46.640]   for their investment strategy is,
[00:12:46.640 --> 00:12:48.900]   are you willing to double down and lean into the pain
[00:12:48.900 --> 00:12:50.180]   when it is underperforming?
[00:12:50.180 --> 00:12:51.380]   Otherwise, what's the point of investing
[00:12:51.380 --> 00:12:52.220]   in it in the first place?
[00:12:52.220 --> 00:12:53.660]   Especially if it's something like an asset class.
[00:12:53.660 --> 00:12:56.360]   If it's an individual stock,
[00:12:56.360 --> 00:12:57.980]   I'm not picking on your stock picks, Duncan,
[00:12:57.980 --> 00:12:59.740]   but if it is an individual stock like you
[00:12:59.740 --> 00:13:01.580]   and you're averaging all the way down,
[00:13:01.580 --> 00:13:03.260]   I don't have as much faith in that strategy
[00:13:03.260 --> 00:13:06.580]   as I do for an asset class or strategy
[00:13:06.580 --> 00:13:09.780]   that is more automatic and rules-based in nature.
[00:13:09.780 --> 00:13:11.540]   - Well, you know, I can't remember if it was you or Michael
[00:13:11.540 --> 00:13:12.900]   that recently said on Animal Spirits
[00:13:12.900 --> 00:13:15.500]   something about how holding individual stocks
[00:13:15.500 --> 00:13:18.500]   for the long run is actually almost certain
[00:13:18.500 --> 00:13:20.700]   to underperform for you as opposed to if you--
[00:13:20.700 --> 00:13:22.420]   - The probability goes against you.
[00:13:22.420 --> 00:13:25.580]   - Yeah, I have an IRA that I should show you.
[00:13:25.580 --> 00:13:26.840]   Definitely not sharing publicly,
[00:13:26.840 --> 00:13:30.240]   but I gotta show you that basically it's data
[00:13:30.240 --> 00:13:31.760]   that you can use to prove that.
[00:13:31.760 --> 00:13:33.600]   - Listen, I have a brokerage account at Robinhood
[00:13:33.600 --> 00:13:35.040]   and I have some stock picks.
[00:13:35.040 --> 00:13:36.200]   I basically stopped picking stocks.
[00:13:36.200 --> 00:13:38.440]   A few of them I've held onto
[00:13:38.440 --> 00:13:40.040]   and they've all done way worse
[00:13:40.040 --> 00:13:41.840]   than I would have just putting in index funds.
[00:13:41.840 --> 00:13:43.520]   It is probably a good reminder
[00:13:43.520 --> 00:13:45.520]   and I've sized it correctly.
[00:13:45.520 --> 00:13:46.640]   But yeah, that's the thing.
[00:13:46.640 --> 00:13:48.200]   The longer you're holding period
[00:13:48.200 --> 00:13:50.240]   in the stock market historically,
[00:13:50.240 --> 00:13:52.040]   the better your chance of seeing gains.
[00:13:52.040 --> 00:13:54.400]   The longer you're holding period for individual stocks,
[00:13:54.400 --> 00:13:56.800]   the worse the probability is that you will actually see gains
[00:13:56.800 --> 00:13:59.760]   which is kind of hard to reconcile in your brain.
[00:13:59.760 --> 00:14:01.520]   - I never knew that so many stocks
[00:14:01.520 --> 00:14:02.800]   could become penny stocks.
