
[00:00:00.000 --> 00:00:06.000]   Welcome back everyone.
[00:02:20.180 --> 00:02:22.300]   As before, item 2,
[00:02:22.300 --> 00:02:25.280]   no examples of the intended behavior were seen in training.
[00:02:25.280 --> 00:02:28.460]   Again, we're unlikely to be able to verify two,
[00:02:28.460 --> 00:02:31.620]   so we won't know whether this is truly zero shot,
[00:02:31.620 --> 00:02:34.020]   but the concept is clear.
[00:02:34.020 --> 00:02:36.460]   For item 1, this is more interesting.
[00:02:36.460 --> 00:02:38.220]   I'll say that formatting and
[00:02:38.220 --> 00:02:41.960]   other instructions that you include in the prompt are a gray area,
[00:02:41.960 --> 00:02:44.440]   but let's allow them in the zero shot category.
[00:02:44.440 --> 00:02:47.380]   What I mean by that is that as you give more elaborate instructions,
[00:02:47.380 --> 00:02:51.120]   you might in effect be demonstrating the intended behavior.
[00:02:51.120 --> 00:02:55.860]   But the other side of this is that instructions are conceptually very different kinds
[00:02:55.860 --> 00:03:01.100]   of things for machine learning in general than actual demonstrations.
[00:03:01.100 --> 00:03:04.460]   It's interesting to separate out the case where you demonstrate
[00:03:04.460 --> 00:03:08.780]   directly from the case where you just describe the intended behavior.
[00:03:08.780 --> 00:03:13.620]   We'll allow mere descriptions to still be zero shot.
[00:03:13.620 --> 00:03:19.900]   Another reminder is just how GPT and other models work.
[00:03:19.900 --> 00:03:24.440]   We covered this in the unit on contextual representation,
[00:03:24.440 --> 00:03:27.000]   and I thought I'd just remind us so that this is front of
[00:03:27.000 --> 00:03:30.420]   mind as we think about the in-context learning techniques.
[00:03:30.420 --> 00:03:32.060]   Here's a slide repeating
[00:03:32.060 --> 00:03:34.780]   the autoregressive loss function that these models use.
[00:03:34.780 --> 00:03:38.820]   Again, the essence of this is that scoring happens on the basis
[00:03:38.820 --> 00:03:41.020]   of the embedding representation for
[00:03:41.020 --> 00:03:44.100]   the token that we want to predict at time step t,
[00:03:44.100 --> 00:03:50.140]   and the hidden state that the model has created up until the time step preceding t.
[00:03:50.140 --> 00:03:53.460]   Those are the two crucial ingredients.
[00:03:53.460 --> 00:03:59.900]   Here's how that plays out for GPT style models in the context of training.
[00:03:59.900 --> 00:04:02.780]   Then I'll show you first training with teacher forcing.
[00:04:02.780 --> 00:04:06.940]   This slide is a repeat from one we had in the contextual representations unit,
[00:04:06.940 --> 00:04:09.900]   but again, I want to issue a reminder here.
[00:04:09.900 --> 00:04:13.700]   At the bottom, we have one-hot vectors
[00:04:13.700 --> 00:04:18.640]   representing the sequence of tokens in the sequence that we are using for training.
[00:04:18.640 --> 00:04:21.860]   Normally, we represent these as actual sequences of tokens,
[00:04:21.860 --> 00:04:23.620]   but I'm trying to remind us at
[00:04:23.620 --> 00:04:26.580]   a mechanical level of how these things actually operate.
[00:04:26.580 --> 00:04:31.340]   These are one-hot vectors and those are used to look up vectors in
[00:04:31.340 --> 00:04:36.700]   our embedding layer that's given in gray here and the result of that lookup is a vector.
[00:04:36.700 --> 00:04:38.940]   At this stage, I have given the names of
[00:04:38.940 --> 00:04:41.400]   the vectors according to our vocabulary.
[00:04:41.400 --> 00:04:46.060]   But again, what we really have here is a sequence of vectors.
[00:04:46.060 --> 00:04:48.620]   Those vectors are the input to
[00:04:48.620 --> 00:04:52.260]   the big transformer model that we're using for language modeling.
[00:04:52.260 --> 00:04:55.300]   I've shown a schematic of this and the one thing I've
[00:04:55.300 --> 00:04:58.380]   highlighted is the pattern of attention mechanisms.
[00:04:58.380 --> 00:05:01.140]   Recall that when we're doing autoregressive modeling,
[00:05:01.140 --> 00:05:03.340]   we can't look into the future with
[00:05:03.340 --> 00:05:06.900]   those dot product attention mechanisms only into the past.
[00:05:06.900 --> 00:05:11.260]   You see that characteristic pattern for the attention connections.
[00:05:11.260 --> 00:05:14.460]   We do all our processing with all of these transformer blocks.
[00:05:14.460 --> 00:05:15.700]   Then at the very top,
[00:05:15.700 --> 00:05:18.580]   we're going to use our embedding layer again.
[00:05:18.580 --> 00:05:21.320]   The labels, so to speak,
[00:05:21.320 --> 00:05:23.740]   are again our sequence offset by
[00:05:23.740 --> 00:05:26.820]   one from the sequence that we have at the bottom here.
[00:05:26.820 --> 00:05:28.980]   Like this was the start token,
[00:05:28.980 --> 00:05:31.300]   we use that to predict the,
[00:05:31.300 --> 00:05:32.780]   then at the next time step,
[00:05:32.780 --> 00:05:36.320]   the comes in down here and that is the basis for predicting rock.
[00:05:36.320 --> 00:05:38.220]   Rock comes in down here,
[00:05:38.220 --> 00:05:40.740]   predicts rules, rules down here,
[00:05:40.740 --> 00:05:43.220]   and then we finally predict the end of token sequence.
[00:05:43.220 --> 00:05:49.500]   We're offset by one using the previous context to predict the next token.
[00:05:49.500 --> 00:05:52.500]   Again, I've given these as one-hot vectors because
[00:05:52.500 --> 00:05:56.340]   those one-hot vectors are the actual learning signal.
[00:05:56.340 --> 00:05:59.540]   Those are compared for learning with the vector of
[00:05:59.540 --> 00:06:02.520]   scores that the model produces at each time step,
[00:06:02.520 --> 00:06:05.500]   scores over the entire vocabulary.
[00:06:05.500 --> 00:06:08.620]   It's the difference between the one-hot vector and
[00:06:08.620 --> 00:06:13.420]   the score vector that we use to get gradient updates to improve the model.
[00:06:13.420 --> 00:06:16.020]   Again, I'm emphasizing this because we tend to
[00:06:16.020 --> 00:06:18.540]   think that the model has predicted tokens.
[00:06:18.540 --> 00:06:21.740]   But in fact, predicting tokens is something that we make them do.
[00:06:21.740 --> 00:06:25.500]   What they actually do is predict score vectors.
[00:06:25.500 --> 00:06:29.300]   What's depicted on the slide here is teacher forcing.
[00:06:29.300 --> 00:06:32.500]   There's an interesting thing that happened at this time step where
[00:06:32.500 --> 00:06:36.780]   the score vector actually put the highest score on the final element here,
[00:06:36.780 --> 00:06:41.500]   which is different from the one-hot vector that we wanted to predict.
[00:06:41.500 --> 00:06:44.820]   In teacher forcing, I still use this one-hot vector
[00:06:44.820 --> 00:06:48.300]   down at the next time step to continue my predictions.
[00:06:48.300 --> 00:06:51.820]   There are versions of training where I would instead use
[00:06:51.820 --> 00:06:55.380]   the one-hot vector that had a one here at the next time step,
[00:06:55.380 --> 00:06:59.440]   and that can be useful for introducing some diversity into the mix.
[00:06:59.440 --> 00:07:03.420]   That is also a reminder that these models don't predict tokens,
[00:07:03.420 --> 00:07:04.760]   they predict score vectors.
[00:07:04.760 --> 00:07:07.340]   In principle, even in training,
[00:07:07.340 --> 00:07:11.160]   we could use their predicted score vectors in lots of different ways.
[00:07:11.160 --> 00:07:13.560]   We could do some beam search and use
[00:07:13.560 --> 00:07:15.800]   the entire prediction that they make over
[00:07:15.800 --> 00:07:18.740]   beam search to do training for future time steps.
[00:07:18.740 --> 00:07:21.440]   We could pick the lowest scoring item if we wanted.
[00:07:21.440 --> 00:07:24.340]   This is all up to us because fundamentally,
[00:07:24.340 --> 00:07:27.960]   what these models do is predict score vectors.
[00:07:27.960 --> 00:07:30.120]   That was for training.
[00:07:30.120 --> 00:07:33.520]   Our actual focus is on frozen language models for this unit,
[00:07:33.520 --> 00:07:36.600]   and so we're really going to be thinking about generation.
[00:07:36.600 --> 00:07:38.880]   Let's think about how that happens.
[00:07:38.880 --> 00:07:41.800]   Let's imagine that the model has been prompted with
[00:07:41.800 --> 00:07:44.480]   the beginning of sequence token and the,
[00:07:44.480 --> 00:07:46.960]   and it has produced the token rock.
[00:07:46.960 --> 00:07:51.720]   We use rock, the one-hot vector there as the input to the next time step.
[00:07:51.720 --> 00:07:55.140]   We process that and make another prediction.
[00:07:55.140 --> 00:07:58.640]   In this case, we could think of the prediction as rolls.
[00:07:58.640 --> 00:08:00.760]   Rolls comes in as a one-hot vector at
[00:08:00.760 --> 00:08:04.280]   the next time step and we continue our predictions.
[00:08:04.280 --> 00:08:06.280]   That's the generation process.
[00:08:06.280 --> 00:08:09.660]   Again, I want to emphasize that at each time step,
[00:08:09.660 --> 00:08:14.380]   the model is predicting score vectors over the vocabulary.
[00:08:14.380 --> 00:08:16.880]   We are using our own rule to
[00:08:16.880 --> 00:08:19.900]   decide what token that actually corresponds to.
[00:08:19.900 --> 00:08:23.520]   What I've depicted here is something that you might call greedy decoding,
[00:08:23.520 --> 00:08:29.600]   where the highest scoring token at each time step is used at the next time step.
[00:08:29.600 --> 00:08:32.720]   But again, that just reveals that there are lots of
[00:08:32.720 --> 00:08:37.220]   decision rules that I could use at this point to guide generation.
[00:08:37.220 --> 00:08:39.000]   I mentioned beam search before,
[00:08:39.000 --> 00:08:41.520]   that would be where we do a rollout and look at
[00:08:41.520 --> 00:08:44.640]   all the score distributions that we got for a few time steps,
[00:08:44.640 --> 00:08:48.460]   and pick one that seems to be the best scoring across that whole sequence,
[00:08:48.460 --> 00:08:51.280]   which could yield very different behaviors from
[00:08:51.280 --> 00:08:54.160]   the behavior that we get from greedy decoding.
[00:08:54.160 --> 00:08:58.480]   If you look at the APIs for our really large language models now,
[00:08:58.480 --> 00:09:01.760]   you'll see that they have a lot of different parameters that are
[00:09:01.760 --> 00:09:05.040]   essentially shaping how generation actually happens.
[00:09:05.040 --> 00:09:10.480]   That is again a reminder that generation is not really intrinsic to these models.
[00:09:10.480 --> 00:09:14.800]   What's intrinsic to them is predicting score vectors over the vocabulary,
[00:09:14.800 --> 00:09:19.740]   and the generation part is something that we make them do via a rule that we
[00:09:19.740 --> 00:09:23.960]   decide separately from their internal structure.
[00:09:23.960 --> 00:09:27.600]   That queues up a nice question that you could debate with
[00:09:27.600 --> 00:09:32.200]   your fellow researchers and friends and loved ones and people out in the world.
[00:09:32.200 --> 00:09:36.720]   Do autoregressive language models simply predict the next token?
[00:09:36.720 --> 00:09:38.840]   Well, your first answer might be yes,
[00:09:38.840 --> 00:09:41.740]   that's all they do, and that is a reasonable answer.
[00:09:41.740 --> 00:09:46.600]   However, we just saw that it's more precise to say that they
[00:09:46.600 --> 00:09:50.480]   predict scores over the entire vocabulary at each time step,
[00:09:50.480 --> 00:09:52.720]   and then we use those scores to
[00:09:52.720 --> 00:09:55.380]   compel them to predict some token or other.
[00:09:55.380 --> 00:09:59.240]   We compel them to speak in a particular way.
[00:09:59.240 --> 00:10:02.360]   That feels more correct at a technical level.
[00:10:02.360 --> 00:10:05.860]   You might reflect also that they actually represent
[00:10:05.860 --> 00:10:08.900]   data in their internal and output representations,
[00:10:08.900 --> 00:10:10.680]   and very often in NLP,
[00:10:10.680 --> 00:10:12.840]   it's those representations that we care about,
[00:10:12.840 --> 00:10:15.700]   not any particular generation process.
[00:10:15.700 --> 00:10:18.360]   That just points to the fact that autoregressive LMs do
[00:10:18.360 --> 00:10:22.080]   a lot more than just speak, so to speak.
[00:10:22.080 --> 00:10:26.580]   But on balance, I would say that it's saying they
[00:10:26.580 --> 00:10:29.000]   simply predict the next token might be the best
[00:10:29.000 --> 00:10:31.460]   in terms of science communication with the public.
[00:10:31.460 --> 00:10:33.400]   You can talk in nuanced ways with
[00:10:33.400 --> 00:10:35.380]   your fellow researchers about what they're actually
[00:10:35.380 --> 00:10:37.420]   doing and how they represent examples.
[00:10:37.420 --> 00:10:38.700]   But out in the world,
[00:10:38.700 --> 00:10:42.900]   it might give people the best mental model if you simply say that they predict
[00:10:42.900 --> 00:10:45.280]   the next token based on the tokens that they
[00:10:45.280 --> 00:10:47.820]   have already generated and the ones that you put in.
[00:10:47.820 --> 00:10:51.160]   It's an appropriately mechanistic explanation that I think might
[00:10:51.160 --> 00:10:55.280]   help people out in the world calibrate to what's actually happening.
[00:10:55.280 --> 00:10:58.780]   Because we should even remind ourselves as we see
[00:10:58.780 --> 00:11:01.400]   more impressive behaviors from these models that
[00:11:01.400 --> 00:11:04.580]   underlyingly the mechanism is uniform.
[00:11:04.580 --> 00:11:08.680]   If you prompt the model with better late than, and it says never,
[00:11:08.680 --> 00:11:12.260]   transparently we can see that that's just a high probability
[00:11:12.260 --> 00:11:14.940]   continuation of the prompt sequence.
[00:11:14.940 --> 00:11:17.300]   When you have every day I eat breakfast,
[00:11:17.300 --> 00:11:21.540]   lunch, and it will probably say dinner and you might immediately think,
[00:11:21.540 --> 00:11:24.620]   that reflects some world knowledge that the model has.
[00:11:24.620 --> 00:11:26.900]   But as far as we know,
[00:11:26.900 --> 00:11:28.180]   all that really is,
[00:11:28.180 --> 00:11:32.540]   is a continuation of the sequence with a high probability token.
[00:11:32.540 --> 00:11:35.700]   It's high probability because of regularities in the world.
[00:11:35.700 --> 00:11:37.140]   But for the language model,
[00:11:37.140 --> 00:11:40.580]   this is simply a high probability continuation.
[00:11:40.580 --> 00:11:44.060]   Again, when you prompt it with the president of the US is,
[00:11:44.060 --> 00:11:46.900]   and it gives you the name of a person as an answer,
[00:11:46.900 --> 00:11:50.100]   that might look like it has stored some knowledge about the world,
[00:11:50.100 --> 00:11:52.480]   and maybe there is a sense in which it has.
[00:11:52.480 --> 00:11:53.880]   But as far as we know,
[00:11:53.880 --> 00:11:56.660]   and mechanistically, that is simply offering
[00:11:56.660 --> 00:11:59.780]   a high probability continuation of the sequence.
[00:11:59.780 --> 00:12:03.220]   When you get to something like the key to happiness is,
[00:12:03.220 --> 00:12:06.260]   and it offers you an answer that seems insightful,
[00:12:06.260 --> 00:12:08.700]   you should again remind yourself that that is just
[00:12:08.700 --> 00:12:11.320]   a high probability continuation of
[00:12:11.320 --> 00:12:13.260]   the input sequence based on
[00:12:13.260 --> 00:12:16.740]   all the training experience that the model has had.
[00:12:16.740 --> 00:12:20.800]   We really have no ability to audit what those training sequences were like.
[00:12:20.800 --> 00:12:22.420]   The mechanism is uniform.
[00:12:22.420 --> 00:12:24.740]   There might be something interesting happening in terms of
[00:12:24.740 --> 00:12:27.660]   representation under the hood here.
[00:12:27.660 --> 00:12:30.200]   But we should remind ourselves that really it's just
[00:12:30.200 --> 00:12:34.160]   high probability continuations for all of these cases.
[00:12:34.160 --> 00:12:38.140]   The final core concept that I want to mention here,
[00:12:38.140 --> 00:12:39.980]   is that one that we're going to return to
[00:12:39.980 --> 00:12:42.260]   at various points throughout the series.
[00:12:42.260 --> 00:12:45.820]   This is this notion of instruction fine-tuning.
[00:12:45.820 --> 00:12:50.980]   This is from the blog post that announced chat GPT.
[00:12:50.980 --> 00:12:54.800]   It's a description of how they do instruct fine-tuning for that model.
[00:12:54.800 --> 00:12:56.580]   There are three steps here.
[00:12:56.580 --> 00:12:59.700]   I think the thing to highlight is that in step 1,
[00:12:59.700 --> 00:13:04.300]   we have what looks like fairly standard supervised learning,
[00:13:04.300 --> 00:13:05.980]   where at some level we have
[00:13:05.980 --> 00:13:09.500]   human curated examples of prompts with good outputs,
[00:13:09.500 --> 00:13:13.180]   and the model is trained on those instances.
[00:13:13.180 --> 00:13:18.440]   Then at step 2, we again have humans coming in now to look at
[00:13:18.440 --> 00:13:21.460]   model outputs that have been generated and rank
[00:13:21.460 --> 00:13:25.220]   them according to quality conditional on the prompt input.
[00:13:25.220 --> 00:13:30.160]   That's two stages at which people are playing a crucial role.
[00:13:30.160 --> 00:13:33.560]   We have left behind the very pure version of
[00:13:33.560 --> 00:13:36.020]   the distributional hypothesis that says,
[00:13:36.020 --> 00:13:40.540]   just doing language model training of the sort I described before,
[00:13:40.540 --> 00:13:43.280]   on entirely unstructured sequence symbols,
[00:13:43.280 --> 00:13:45.280]   gives us models that are powerful.
[00:13:45.280 --> 00:13:48.520]   We have now entered back into a mode where a lot of
[00:13:48.520 --> 00:13:51.980]   the most interesting behaviors are certainly happening because
[00:13:51.980 --> 00:13:54.180]   people are coming in to offer
[00:13:54.180 --> 00:13:58.300]   direct supervision about what's a good output given an input.
[00:13:58.300 --> 00:14:02.120]   It's not magic when these models seem to do very sophisticated things.
[00:14:02.120 --> 00:14:05.220]   It is largely because they have been instructed to do
[00:14:05.220 --> 00:14:08.960]   very sophisticated things by very sophisticated humans.
[00:14:08.960 --> 00:14:12.420]   That is important in terms of understanding why these models work,
[00:14:12.420 --> 00:14:15.500]   and I think it's also important for understanding how
[00:14:15.500 --> 00:14:20.040]   various in-context learning techniques behave because increasingly,
[00:14:20.040 --> 00:14:24.200]   we're seeing a feedback loop where the kinds of things that we want to do with
[00:14:24.200 --> 00:14:27.420]   our prompts are informing the kinds of things that happen in
[00:14:27.420 --> 00:14:31.000]   the supervised learning phase making them more powerful.
[00:14:31.000 --> 00:14:35.640]   Again, it's not a mysterious discovery about how large language models work,
[00:14:35.640 --> 00:14:38.460]   but rather just a reflection of the kinds of
[00:14:38.460 --> 00:14:42.740]   instruct fine-tuning that are very commonly happening now.
[00:14:42.740 --> 00:14:52.740]   [BLANK_AUDIO]

