
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[00:05:23.860 --> 00:05:28.860]   what are the responsibilities of Christian freedom?
[00:05:28.860 --> 00:05:32.300]   Like we just talked, I just read you that statement,
[00:05:32.300 --> 00:05:34.560]   classical education prepares us to accept
[00:05:34.560 --> 00:05:37.180]   the responsibilities of Christian freedom.
[00:05:37.180 --> 00:05:40.080]   So what are those responsibilities?
[00:05:41.020 --> 00:05:45.180]   - Well, the phrase itself I think is very counter-cultural.
[00:05:45.180 --> 00:05:46.020]   - Yeah.
[00:05:46.020 --> 00:05:48.900]   - The idea that freedom has responsibilities.
[00:05:48.900 --> 00:05:54.500]   When I was in public high school, ninth grade,
[00:05:54.500 --> 00:05:57.440]   I believe it was on the back of my English teacher's door,
[00:05:57.440 --> 00:05:59.540]   there was a poster and it said,
[00:05:59.540 --> 00:06:02.060]   freedom is not doing what you want,
[00:06:02.060 --> 00:06:03.740]   it's doing what you ought.
[00:06:03.740 --> 00:06:08.280]   And that just stuck with me over the years.
[00:06:08.280 --> 00:06:10.680]   And as I've gotten older,
[00:06:10.680 --> 00:06:13.780]   the idea of being able to discern
[00:06:13.780 --> 00:06:15.700]   what we ought to be doing,
[00:06:15.700 --> 00:06:18.140]   which as Christians, we have two goals,
[00:06:18.140 --> 00:06:20.360]   and that is to love God and love others,
[00:06:20.360 --> 00:06:25.020]   being able to hone in on that
[00:06:25.020 --> 00:06:28.380]   and focus in on how does that look in our daily lives,
[00:06:28.380 --> 00:06:30.460]   loving God and loving others,
[00:06:30.460 --> 00:06:34.140]   and in obedience to Him, we find freedom.
[00:06:34.140 --> 00:06:35.960]   We find the freedom to please the Lord.
[00:06:35.960 --> 00:06:39.100]   And that is such an exciting adventure for all of us.
[00:06:39.100 --> 00:06:44.300]   - I really love that.
[00:06:44.300 --> 00:06:47.800]   The whole idea of what we ought to do,
[00:06:47.800 --> 00:06:51.260]   and that as Christians, what we are called to do
[00:06:51.260 --> 00:06:53.900]   is to love God and to love others,
[00:06:53.900 --> 00:06:58.900]   and that freedom actually gives us permission
[00:06:58.900 --> 00:07:02.940]   to do what we ought to do,
[00:07:02.940 --> 00:07:07.700]   but it also calls us to do what we ought to do.
[00:07:07.700 --> 00:07:12.260]   That's really beautifully put, Charity.
[00:07:12.260 --> 00:07:18.280]   What kind of responsibilities do you think
[00:07:18.280 --> 00:07:21.940]   the Lord puts on us when we come to know Him
[00:07:21.940 --> 00:07:26.100]   and we give ourselves to Him as servants,
[00:07:26.100 --> 00:07:28.280]   acknowledging Him as our Master,
[00:07:28.280 --> 00:07:32.300]   not just as a great God who loves us?
[00:07:33.260 --> 00:07:35.460]   - Right, well, the first thing that comes to mind
[00:07:35.460 --> 00:07:38.820]   is Ephesians, the very famous passage
[00:07:38.820 --> 00:07:42.820]   on Ephesians 2, verses eight through 10.
[00:07:42.820 --> 00:07:45.500]   It says, "For by grace you have been saved through faith,
[00:07:45.500 --> 00:07:48.180]   "and this is not of your own doing, it is the gift of God."
[00:07:48.180 --> 00:07:53.180]   And so we always start there that our position in Christ,
[00:07:53.180 --> 00:07:57.420]   our freedom in Christ is a gift of grace,
[00:07:57.420 --> 00:08:00.020]   not a result of works that no one may boast.
[00:08:00.020 --> 00:08:02.780]   We absolutely can do nothing to save ourselves.
[00:08:02.780 --> 00:08:05.900]   It is all Him, but I love this next verse
[00:08:05.900 --> 00:08:09.300]   because it's often not linked onto the first two.
[00:08:09.300 --> 00:08:13.140]   "For we are His workmanship, created in Christ Jesus,"
[00:08:13.140 --> 00:08:16.420]   He did this thing in us, "for good works,
[00:08:16.420 --> 00:08:20.380]   "which God prepared beforehand that we should walk in them."
[00:08:20.380 --> 00:08:24.660]   And so our response to the grace of God that sets us free
[00:08:24.660 --> 00:08:28.200]   is to walk in the good works He has prepared for us,
[00:08:28.200 --> 00:08:30.900]   not as a means of salvation in any sense,
[00:08:30.900 --> 00:08:35.900]   but as an expression of love to Him.
[00:08:35.900 --> 00:08:40.340]   We often tell our children God's love language is obedience.
[00:08:40.340 --> 00:08:44.340]   And that is found, of course, in the passages
[00:08:44.340 --> 00:08:47.000]   in John 14 and 15, where Jesus says,
[00:08:47.000 --> 00:08:49.700]   "I am doing this thing, I am obeying the fathers,
[00:08:49.700 --> 00:08:52.460]   "that the world may see that I love the Father."
[00:08:52.460 --> 00:08:57.460]   And so that to me is how Christian freedom is expressed
[00:08:58.400 --> 00:09:03.200]   theologically, and our starting point for practical life.
[00:09:03.200 --> 00:09:07.400]   - I love that, obedience, yes, yes.
[00:09:07.400 --> 00:09:11.840]   So that's beautiful, and I suspect something
[00:09:11.840 --> 00:09:14.640]   that all of us, as we listen to this,
[00:09:14.640 --> 00:09:16.640]   all of our listeners are thinking,
[00:09:16.640 --> 00:09:21.640]   "Yes, that is what I want to pass on to my children."
[00:09:21.640 --> 00:09:24.520]   The grace that God has given us
[00:09:24.520 --> 00:09:26.920]   is what we've built our family on,
[00:09:26.920 --> 00:09:30.000]   and we want our children to learn
[00:09:30.000 --> 00:09:35.000]   that the proper response to grace in love is obedience,
[00:09:35.000 --> 00:09:41.580]   and is doing what He calls us to do in the world.
[00:09:41.580 --> 00:09:46.580]   So let me ask you this, how does classical education
[00:09:46.580 --> 00:09:51.240]   prepare us to do this thing?
[00:09:51.240 --> 00:09:54.400]   - I feel like classical education prepares us
[00:09:54.400 --> 00:09:59.180]   to walk in love of God and love of others really well.
[00:09:59.180 --> 00:10:06.360]   In a practical sense, loving someone means caring
[00:10:06.360 --> 00:10:07.560]   about what they care about.
[00:10:07.560 --> 00:10:09.320]   That's at least a part of what love is,
[00:10:09.320 --> 00:10:12.320]   and what God cares about more than anything
[00:10:12.320 --> 00:10:15.760]   is saving the world and making Himself known.
[00:10:15.760 --> 00:10:18.080]   I've just been recently reading through the Old Testament
[00:10:18.080 --> 00:10:20.660]   again with my family, and even in the times
[00:10:20.660 --> 00:10:23.720]   when he's pouring out his just wrath on the wicked,
[00:10:23.720 --> 00:10:26.300]   he keeps saying, "So the nations will know
[00:10:26.300 --> 00:10:27.480]   "that I am the Lord.
[00:10:27.480 --> 00:10:29.280]   "So the nations will know that I am the Lord."
[00:10:29.280 --> 00:10:32.640]   And his obsession from Genesis to Revelation
[00:10:32.640 --> 00:10:36.100]   is to reveal himself, to make himself known to the world,
[00:10:36.100 --> 00:10:38.200]   to rescue the lost.
[00:10:38.200 --> 00:10:42.520]   And a classical Christian education allows us
[00:10:42.520 --> 00:10:46.120]   to show our children, through great conversations
[00:10:46.120 --> 00:10:49.040]   and great books and through the study of Scripture,
[00:10:49.040 --> 00:10:50.580]   to show our children the truth.
[00:10:50.580 --> 00:10:53.820]   And the truth is, we start out lost.
[00:10:53.820 --> 00:10:57.200]   The world is lost, that there is a rescue plan,
[00:10:57.200 --> 00:10:59.740]   and the only reason a rescue plan is needed
[00:10:59.740 --> 00:11:01.300]   is if someone's in trouble.
[00:11:01.300 --> 00:11:06.580]   And so for me, to be able to classically educate
[00:11:06.580 --> 00:11:09.300]   my children at home means inculcating,
[00:11:09.300 --> 00:11:13.740]   putting into them the truth, the truth of lostness,
[00:11:13.740 --> 00:11:16.840]   the truth of God's great obsession with loving the lost
[00:11:16.840 --> 00:11:21.180]   and saving the lost, and how we can join in
[00:11:21.180 --> 00:11:25.420]   as we experience, even in education,
[00:11:25.420 --> 00:11:27.820]   as we experience these ideas and consider the decisions
[00:11:27.820 --> 00:11:32.820]   of others, we too can join in his great mission.
[00:11:32.820 --> 00:11:35.480]   And by doing so, express our love to him.
[00:11:35.480 --> 00:11:38.120]   And that is a great, great privilege.
[00:11:38.120 --> 00:11:41.080]   - And that is the great commission to go
[00:11:41.080 --> 00:11:42.280]   and to make disciples.
[00:11:42.280 --> 00:11:46.200]   I love the way you said that it's God's obsession
[00:11:46.200 --> 00:11:47.600]   that people come to him.
[00:11:47.600 --> 00:11:52.600]   He is obsessed with the idea of giving people the chance
[00:11:52.600 --> 00:11:57.600]   to know him and to turn from their own selfish desires
[00:11:57.600 --> 00:12:01.020]   to him.
[00:12:01.020 --> 00:12:02.300]   So it's God's obsession.
[00:12:02.300 --> 00:12:06.700]   And if we love him, and as we love him,
[00:12:06.700 --> 00:12:10.520]   his mission becomes our mission.
[00:12:10.520 --> 00:12:12.440]   We become his hands and feet.
[00:12:12.440 --> 00:12:13.640]   I really like that.
[00:12:13.640 --> 00:12:17.300]   And I think you're right, classical education prepares us
[00:12:17.300 --> 00:12:22.020]   to put ourselves in other's shoes,
[00:12:22.020 --> 00:12:26.040]   to think other people's thoughts.
[00:12:26.040 --> 00:12:31.040]   I'm not saying it opens us up to take on
[00:12:31.040 --> 00:12:32.760]   their thought patterns.
[00:12:32.760 --> 00:12:36.240]   We certainly don't want our children to join the thoughts
[00:12:36.240 --> 00:12:40.780]   of ungodly people or to follow bad leadership.
[00:12:40.780 --> 00:12:45.780]   But I think a classical education that shows you the past
[00:12:45.780 --> 00:12:53.420]   and the present and what peoples all over the world
[00:12:53.420 --> 00:12:57.120]   and cultures all over the world have struggled with
[00:12:57.120 --> 00:13:00.080]   and think about and how they express things,
[00:13:00.080 --> 00:13:05.080]   I think it does allow us and our children to understand
[00:13:05.080 --> 00:13:09.720]   quote unquote, where people are coming from,
[00:13:09.720 --> 00:13:12.860]   or to give us an intersection point.
[00:13:12.860 --> 00:13:17.700]   It's really hard to begin a conversation with somebody
[00:13:17.700 --> 00:13:20.240]   that you have nothing in common with.
[00:13:20.240 --> 00:13:25.180]   Or if you don't know how to ask good questions,
[00:13:25.180 --> 00:13:28.000]   to find your commonality.
[00:13:28.000 --> 00:13:29.840]   You don't know how to approach people
[00:13:29.840 --> 00:13:32.700]   and you don't know how to be approachable.
[00:13:32.700 --> 00:13:34.000]   And that makes it hard.
[00:13:34.000 --> 00:13:34.840]   I love it.
[00:13:34.840 --> 00:13:39.840]   In the catalog, this we believe statement
[00:13:39.840 --> 00:13:43.320]   is listed in the catalog and I absolutely love
[00:13:43.320 --> 00:13:48.320]   this paragraph because it sort of tells what the classical
[00:13:48.320 --> 00:13:54.920]   educator's mission is with regards to the responsibilities
[00:13:54.920 --> 00:13:57.320]   of Christian freedom.
[00:13:57.320 --> 00:14:02.320]   It says, we examine the words, thoughts, and actions
[00:14:02.880 --> 00:14:07.880]   of the past and present, of Christians and non-Christians,
[00:14:07.880 --> 00:14:11.460]   of neighboring and distant cultures,
[00:14:11.460 --> 00:14:16.180]   all in order to stand like Paul and be all things
[00:14:16.180 --> 00:14:21.180]   to all people with a ready answer for the hope within us.
[00:14:21.180 --> 00:14:28.780]   And so I think it is very, it's far seeing
[00:14:29.640 --> 00:14:33.420]   that the classical education is far seeing
[00:14:33.420 --> 00:14:38.420]   in that it knows we need a way to connect
[00:14:38.420 --> 00:14:41.340]   with people we want to influence.
[00:14:41.340 --> 00:14:45.200]   And so that's really cool.
[00:14:45.200 --> 00:14:50.200]   I know that for my girls, I loved the classical education
[00:14:50.200 --> 00:14:57.560]   we offered them, taught them how to speak well.
[00:14:58.760 --> 00:15:01.140]   And I was glad about that.
[00:15:01.140 --> 00:15:05.660]   It taught them how to make their points clearly
[00:15:05.660 --> 00:15:08.800]   and succinctly enough that people didn't lose interest
[00:15:08.800 --> 00:15:10.700]   before they got to the end.
[00:15:10.700 --> 00:15:15.560]   And it taught them how to shore up all of their arguments
[00:15:15.560 --> 00:15:19.600]   with good evidence and moving stories.
[00:15:19.600 --> 00:15:21.600]   And that was awesome.
[00:15:21.600 --> 00:15:25.720]   But the other thing it taught them was how to listen,
[00:15:25.720 --> 00:15:30.720]   how to truly listen to another's point
[00:15:30.720 --> 00:15:35.640]   instead of merely using your time
[00:15:35.640 --> 00:15:38.820]   to marshal your next answer.
[00:15:38.820 --> 00:15:43.680]   It taught them to listen carefully to somebody else,
[00:15:43.680 --> 00:15:48.680]   especially an idea that seemed opposing
[00:15:48.680 --> 00:15:50.920]   to their current belief.
[00:15:50.920 --> 00:15:55.120]   It taught them to listen and sift through the nuances
[00:15:55.120 --> 00:16:00.120]   and the fact and to examine it from all areas.
[00:16:00.120 --> 00:16:04.520]   And that to me is a priceless reason
[00:16:04.520 --> 00:16:07.500]   to pursue a classical education.
[00:16:07.500 --> 00:16:09.080]   - Right, I agree.
[00:16:09.080 --> 00:16:12.760]   I think a couple of things come to mind when you say that
[00:16:12.760 --> 00:16:14.760]   we don't expose them to these things
[00:16:14.760 --> 00:16:16.340]   so that our children are sponges
[00:16:16.340 --> 00:16:19.440]   and they soak up all the pagan ideas of the world.
[00:16:19.440 --> 00:16:22.660]   You know, G.K. Chesterton has a quote that I love
[00:16:22.660 --> 00:16:24.760]   and he says, "Don't be so open-minded.
[00:16:24.760 --> 00:16:25.920]   "Your brains fall out."
[00:16:25.920 --> 00:16:29.640]   I would use that on my children occasionally.
[00:16:29.640 --> 00:16:33.840]   But the idea of being able to approach people,
[00:16:33.840 --> 00:16:38.440]   cultures, ideas, past and present,
[00:16:38.440 --> 00:16:41.080]   and you can even predict, you know,
[00:16:41.080 --> 00:16:43.520]   our children love to write fantasy or sci-fi,
[00:16:43.520 --> 00:16:46.360]   predict the choices of the future.
[00:16:46.360 --> 00:16:48.440]   All of these things, you know,
[00:16:48.440 --> 00:16:52.000]   I think sometimes Christians have been afraid
[00:16:52.000 --> 00:16:54.280]   to filter other cultures
[00:16:54.280 --> 00:16:56.920]   because they're like, oh no, is that judging?
[00:16:56.920 --> 00:16:58.080]   Is that what judging means?
[00:16:58.080 --> 00:16:59.600]   Not, you know, don't judge.
[00:16:59.600 --> 00:17:03.800]   But the biblical, there is a biblical form of judging
[00:17:03.800 --> 00:17:07.840]   where we hold ideas up to the standard of scripture.
[00:17:07.840 --> 00:17:11.400]   And I know when the children and I,
[00:17:11.400 --> 00:17:12.440]   when they were very little,
[00:17:12.440 --> 00:17:14.600]   I would take them to various cultural events.
[00:17:14.600 --> 00:17:17.840]   We went to the Japanese Cherry Blossom Festival
[00:17:17.840 --> 00:17:18.840]   thingy in town.
[00:17:18.840 --> 00:17:21.440]   We went to the Indian Food Festival and Dance.
[00:17:21.440 --> 00:17:22.800]   We went to the,
[00:17:22.800 --> 00:17:25.360]   and we would have these really fascinating conversations
[00:17:25.360 --> 00:17:27.480]   where we would, on the way home, we would say,
[00:17:27.480 --> 00:17:30.480]   what did you see in this place?
[00:17:30.480 --> 00:17:35.480]   What did you hear that lines up with the values of scripture?
[00:17:35.480 --> 00:17:37.640]   And they would say things like, wow, you know,
[00:17:37.640 --> 00:17:40.160]   the Asian cultures, they really put an emphasis
[00:17:40.160 --> 00:17:43.960]   on honoring the older people and their families.
[00:17:43.960 --> 00:17:46.240]   And we would talk about how that was a reflection
[00:17:46.240 --> 00:17:49.040]   of the beauty that God had put in their culture.
[00:17:49.040 --> 00:17:50.080]   And then we would say,
[00:17:50.080 --> 00:17:52.960]   and what did you see that didn't line up
[00:17:52.960 --> 00:17:54.960]   with the truth of scripture?
[00:17:54.960 --> 00:17:57.840]   Well, these people maybe worshiped idols.
[00:17:57.840 --> 00:18:01.720]   Is that a search for God?
[00:18:01.720 --> 00:18:04.400]   Well, no, Romans tells us that is not a search for God.
[00:18:04.400 --> 00:18:07.320]   That is the light has been shown in Romans one,
[00:18:07.320 --> 00:18:10.480]   general revelation, and mankind has turned
[00:18:10.480 --> 00:18:13.040]   and made a substitute and we are wandering in the dark.
[00:18:13.040 --> 00:18:17.200]   And so to be able to put those things up and say,
[00:18:18.360 --> 00:18:22.840]   we have a standard against which we can view culture.
[00:18:22.840 --> 00:18:25.320]   And we have a standard against which we can view
[00:18:25.320 --> 00:18:30.320]   the decisions of people which all in mass make up a culture
[00:18:30.320 --> 00:18:32.920]   and hold them up to scripture and say,
[00:18:32.920 --> 00:18:35.200]   and how does this inform how we should live?
[00:18:35.200 --> 00:18:39.960]   I really feel like the exposure to different cultures
[00:18:39.960 --> 00:18:44.960]   and different ideas, if a parent can go at it
[00:18:44.960 --> 00:18:47.400]   with scripture under their arm
[00:18:47.400 --> 00:18:51.520]   and not with a sense of fear that if my child sees this,
[00:18:51.520 --> 00:18:55.600]   they may be drawn to this in careful discernment,
[00:18:55.600 --> 00:19:00.360]   it can be greatly used to bring your child closer to Christ.
[00:19:00.360 --> 00:19:04.320]   And we found that to be an invaluable exercise as a family.
[00:19:04.320 --> 00:19:09.320]   That is such a super practical way to begin
[00:19:09.320 --> 00:19:13.400]   these kinds of discussions, even with your,
[00:19:13.400 --> 00:19:15.320]   like you said, when your kids are little,
[00:19:15.320 --> 00:19:18.640]   we did things like the Greek festival
[00:19:18.640 --> 00:19:19.800]   with the food and the dancing.
[00:19:19.800 --> 00:19:20.800]   - All the great food.
[00:19:20.800 --> 00:19:22.160]   - Yes, all the great food.
[00:19:22.160 --> 00:19:26.280]   And we took them to other types of worship surfaces
[00:19:26.280 --> 00:19:30.680]   so that they could see how other cultures and other peoples,
[00:19:30.680 --> 00:19:32.760]   I love that, it's very practical.
[00:19:32.760 --> 00:19:36.920]   And I love your injunction that afterwards you ask,
[00:19:36.920 --> 00:19:39.320]   so you're asking really them to compare,
[00:19:39.320 --> 00:19:42.480]   how is this like what the Lord calls us to do?
[00:19:42.480 --> 00:19:45.880]   What was missing from this experience?
[00:19:45.880 --> 00:19:50.040]   But that allows them to both develop their own identity
[00:19:50.040 --> 00:19:55.040]   as God's own and see how other cultures are worshiping
[00:19:55.040 --> 00:20:01.880]   or are thinking or are forming their thoughts.
[00:20:01.880 --> 00:20:05.240]   And that's really important.
[00:20:05.240 --> 00:20:09.080]   And here's the thing, our children,
[00:20:09.080 --> 00:20:12.960]   God willing in the natural order, in his natural order,
[00:20:12.960 --> 00:20:17.160]   our children will leave our home and they will go,
[00:20:17.160 --> 00:20:19.280]   and they'll still be in our spheres,
[00:20:19.280 --> 00:20:21.880]   but not in our immediate orbits.
[00:20:21.880 --> 00:20:25.280]   And we need to prepare them for the world
[00:20:25.280 --> 00:20:27.840]   that is outside our home.
[00:20:27.840 --> 00:20:32.520]   I don't want it to be a rude awakening for my children.
[00:20:32.520 --> 00:20:36.560]   I don't want it to be the shock of a cold shower
[00:20:36.560 --> 00:20:37.800]   when they get out there.
[00:20:37.800 --> 00:20:41.440]   I want them to have experience and thought about
[00:20:41.440 --> 00:20:44.960]   and talked about some of these big differences
[00:20:44.960 --> 00:20:49.760]   between the world that God is calling us to
[00:20:49.760 --> 00:20:53.480]   and the world that they are surrounded by on a daily basis.
[00:20:53.480 --> 00:20:58.480]   I can remember when my oldest was in high school,
[00:20:58.480 --> 00:21:01.800]   I went to talk to a brand new
[00:21:01.800 --> 00:21:05.640]   or fairly new classical conversations community
[00:21:05.640 --> 00:21:07.800]   whose parents were up in arms
[00:21:07.800 --> 00:21:12.160]   that our young high school students, ninth graders,
[00:21:12.160 --> 00:21:17.160]   were being exposed to philosophy for the first time
[00:21:17.160 --> 00:21:21.560]   and some philosophies of godless,
[00:21:21.560 --> 00:21:27.880]   especially in some minds, godless thinkers of past ages.
[00:21:27.880 --> 00:21:32.400]   And so they were really worried about this
[00:21:32.400 --> 00:21:34.400]   and had a lot of pushback.
[00:21:34.400 --> 00:21:37.400]   And I had taken my daughter with me
[00:21:37.400 --> 00:21:39.840]   because I knew these were issues that were gonna come up.
[00:21:39.840 --> 00:21:42.780]   And I asked her to come up and she said,
[00:21:42.780 --> 00:21:44.680]   "I had a time, what do you want me to say?"
[00:21:44.680 --> 00:21:46.560]   And I said, "I'm not telling you what to say.
[00:21:46.560 --> 00:21:50.400]   "I want you to answer the questions that they give you
[00:21:50.400 --> 00:21:52.320]   "from your own experience.
[00:21:52.320 --> 00:21:53.660]   "And that's what I want you to say."
[00:21:53.660 --> 00:21:55.360]   And so when somebody said,
[00:21:55.360 --> 00:21:59.320]   "Didn't it make you worry about your faith?
[00:21:59.320 --> 00:22:00.680]   "And didn't it make you question
[00:22:00.680 --> 00:22:05.520]   "what you had always known about God and about God's plan
[00:22:05.520 --> 00:22:08.020]   "for man and about how things came to be
[00:22:08.020 --> 00:22:10.360]   "when you were faced with these other thoughts?"
[00:22:10.360 --> 00:22:12.760]   And she said, "No, not really."
[00:22:12.760 --> 00:22:13.640]   She was really thoughtful.
[00:22:13.640 --> 00:22:15.360]   I didn't tell her the questions ahead of time
[00:22:15.360 --> 00:22:16.440]   that I had been given.
[00:22:16.440 --> 00:22:22.420]   She said, "No, it made me realize that God wants me
[00:22:22.420 --> 00:22:29.040]   "to think big thoughts and that he is strong enough
[00:22:29.040 --> 00:22:32.280]   "to stand up under close scrutiny
[00:22:32.280 --> 00:22:34.360]   "and that everything I knew about God
[00:22:34.360 --> 00:22:37.720]   "and everything I saw of him in the scripture
[00:22:37.720 --> 00:22:41.840]   "is an answer for these other philosophies
[00:22:41.840 --> 00:22:43.120]   "and these other ways of thinking."
[00:22:43.120 --> 00:22:47.660]   And she said, "Those are dead men thinking
[00:22:47.660 --> 00:22:51.760]   "and I have a God who's alive who leads me."
[00:22:51.760 --> 00:22:55.120]   And at that point I thought, okay, that's the answer.
[00:22:55.120 --> 00:22:59.520]   That's the answer to why we talk about these things
[00:22:59.520 --> 00:23:02.520]   with our children while they're still at home with us.
[00:23:02.520 --> 00:23:07.520]   So if it is the ideal for us to raise our children
[00:23:07.520 --> 00:23:11.380]   to accept the responsibilities of Christian freedom,
[00:23:11.380 --> 00:23:15.360]   what should students be doing?
[00:23:15.360 --> 00:23:18.240]   What kinds of things are they supposed to ponder
[00:23:18.240 --> 00:23:22.000]   or practice, what would you say to that, Charity?
[00:23:22.000 --> 00:23:24.520]   - Well, I think what you just said actually leads me
[00:23:24.520 --> 00:23:27.880]   to my answer for that and that would be,
[00:23:27.880 --> 00:23:31.840]   I think that students benefit hugely
[00:23:31.840 --> 00:23:35.360]   from the introduction to logic that CC gives them
[00:23:35.360 --> 00:23:38.140]   prior to their introduction to a lot
[00:23:38.140 --> 00:23:39.380]   of the great philosophers.
[00:23:39.380 --> 00:23:42.480]   And the reason I say that is because the logic
