
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[00:02:37.340 --> 00:02:40.960]   and maybe what lies ahead if we press on.
[00:02:40.960 --> 00:02:43.080]   So thank you for sharing.
[00:02:43.080 --> 00:02:45.140]   Let me ask you this.
[00:02:45.140 --> 00:02:47.260]   I just wanna start off with this.
[00:02:47.260 --> 00:02:52.260]   Did you like learning back when you were a student?
[00:02:52.260 --> 00:02:56.060]   When you were formerly a student,
[00:02:56.060 --> 00:02:59.600]   when that was your main job, did you like to learn?
[00:02:59.600 --> 00:03:04.940]   - I don't know how to answer this question.
[00:03:04.940 --> 00:03:09.940]   So I was, back in my day, back in the olden times,
[00:03:09.940 --> 00:03:14.720]   we were split up in our classes
[00:03:14.720 --> 00:03:18.960]   by what the school gauged was our academic level.
[00:03:18.960 --> 00:03:22.300]   So I was always in the top level,
[00:03:22.300 --> 00:03:24.400]   the smart kids class, whatever.
[00:03:24.400 --> 00:03:29.400]   I read early, I was pretty quick, but I loved to read.
[00:03:29.400 --> 00:03:35.220]   I don't know that I loved to learn, but I loved to read,
[00:03:35.220 --> 00:03:38.620]   and I have a really strong memory.
[00:03:38.620 --> 00:03:43.620]   So I was able to coast through school
[00:03:44.080 --> 00:03:46.240]   all the way through elementary school,
[00:03:46.240 --> 00:03:48.720]   all the way through seventh grade,
[00:03:48.720 --> 00:03:50.540]   and then I got to eighth grade,
[00:03:50.540 --> 00:03:52.600]   and my science teacher expected me
[00:03:52.600 --> 00:03:54.420]   to actually know how to study.
[00:03:54.420 --> 00:03:58.160]   And the problem was that I was a smart kid
[00:03:58.160 --> 00:03:59.800]   with a good memory,
[00:03:59.800 --> 00:04:03.120]   and so I had never learned any kind of study skills.
[00:04:03.120 --> 00:04:05.800]   I had never learned how to summarize, review.
[00:04:05.800 --> 00:04:07.520]   No, I never had to.
[00:04:07.520 --> 00:04:12.520]   And so when Mr. Nickerson expected us to study our notes
[00:04:12.620 --> 00:04:16.920]   that we took in class and then pass quizzes and tests,
[00:04:16.920 --> 00:04:19.140]   I really, really struggled.
[00:04:19.140 --> 00:04:23.020]   And that was my wall, was eighth grade science.
[00:04:23.020 --> 00:04:26.300]   And after that, even though I was in honors classes,
[00:04:26.300 --> 00:04:30.640]   I did very, very well in my humanities classes,
[00:04:30.640 --> 00:04:34.580]   but no one even then stopped and said,
[00:04:34.580 --> 00:04:36.860]   "Okay, let's get you some study skills."
[00:04:36.860 --> 00:04:39.480]   My parents were both teachers,
[00:04:39.480 --> 00:04:42.860]   and neither of them noticed that I needed study skills.
[00:04:42.860 --> 00:04:47.860]   So I loved to read and I loved to learn,
[00:04:47.860 --> 00:04:51.780]   but I didn't like being a student.
[00:04:51.780 --> 00:04:53.600]   - Isn't that so interesting?
[00:04:53.600 --> 00:04:57.280]   Because I have done kind of an informal poll
[00:04:57.280 --> 00:05:00.280]   just of other homeschooling parents and friends
[00:05:00.280 --> 00:05:02.340]   that I have all over the country,
[00:05:02.340 --> 00:05:05.340]   and this comes up a lot, Heatherly.
[00:05:05.340 --> 00:05:08.520]   There were lots of us who loved to read
[00:05:08.520 --> 00:05:12.080]   and who found memorizing things really easy,
[00:05:12.080 --> 00:05:16.400]   but whose teachers, and I will be perfectly honest,
[00:05:16.400 --> 00:05:19.020]   it is possible that I had teachers
[00:05:19.020 --> 00:05:23.320]   that tried to teach me how to learn and how to study,
[00:05:23.320 --> 00:05:25.060]   and I just don't remember it.
[00:05:25.060 --> 00:05:29.820]   But I do, I also recall thinking,
[00:05:29.820 --> 00:05:33.060]   "Wait, what is this study for a test that you mentioned?"
[00:05:33.060 --> 00:05:35.500]   I've never, I don't know what that is.
[00:05:35.500 --> 00:05:38.180]   I can remember, I was in the fourth or fifth grade,
[00:05:38.180 --> 00:05:39.660]   and it had never occurred to me
[00:05:39.660 --> 00:05:43.180]   that there was a way to study for a test.
[00:05:43.180 --> 00:05:48.020]   I think it's interesting that your parents as teachers
[00:05:48.020 --> 00:05:50.140]   just kind of apparently thought
[00:05:50.140 --> 00:05:55.140]   that you would just grow naturally into these study skills.
[00:05:55.140 --> 00:05:58.100]   - Absolutely, and it's just a reminder to me
[00:05:58.100 --> 00:06:01.820]   that as I'm coming alongside my kiddos,
[00:06:01.820 --> 00:06:05.180]   that I, when I'm working shoulder to shoulder with them,
[00:06:05.180 --> 00:06:08.260]   that there is a lot of value in stopping
[00:06:08.260 --> 00:06:11.940]   and making sure that not only do they know
[00:06:11.940 --> 00:06:14.020]   what it is that we're talking about,
[00:06:14.020 --> 00:06:18.260]   but they also understand how I got to the answers I did,
[00:06:18.260 --> 00:06:20.380]   how to find an answer in the book, how to study.
[00:06:20.380 --> 00:06:24.980]   So I have, I didn't learn how to study
[00:06:24.980 --> 00:06:27.880]   until I was an education major in college,
[00:06:27.880 --> 00:06:32.420]   and when I had to learn how to teach kids study skills,
[00:06:32.420 --> 00:06:33.420]   that's when I learned.
[00:06:33.420 --> 00:06:37.180]   Now, obviously, the study skills that I learned
[00:06:37.180 --> 00:06:40.260]   in order to teach in a modern system
[00:06:40.260 --> 00:06:43.820]   are very different from the skills that I have gathered
[00:06:43.820 --> 00:06:46.660]   and added to my copiousness as a classical homeschooler
[00:06:46.660 --> 00:06:48.180]   and as a classical teacher.
[00:06:48.180 --> 00:06:53.060]   But that at least started me on the path.
[00:06:53.060 --> 00:06:54.860]   I was starting to regain some ground
[00:06:54.860 --> 00:06:58.780]   and realizing, oh, I can learn how to learn things.
[00:06:58.780 --> 00:07:00.820]   So I would say becoming a student
[00:07:00.820 --> 00:07:04.180]   didn't actually kick in as a pleasurable thing
[00:07:04.180 --> 00:07:06.460]   until I was a junior in college.
[00:07:06.460 --> 00:07:07.380]   - Isn't that interesting?
[00:07:07.380 --> 00:07:10.900]   And you know, it seems to me that maybe learning
[00:07:10.900 --> 00:07:13.460]   became more pleasurable for you
[00:07:13.460 --> 00:07:15.500]   when you had some of the skills
[00:07:15.500 --> 00:07:18.500]   that made it a pleasant thing.
[00:07:18.500 --> 00:07:20.140]   - That's absolutely true, yes.
[00:07:20.140 --> 00:07:21.320]   - Yeah, yeah.
[00:07:21.320 --> 00:07:24.260]   So just, this is kind of maybe an aside,
[00:07:24.260 --> 00:07:27.340]   but maybe this would be very helpful
[00:07:27.340 --> 00:07:31.140]   for us to delineate for our listeners.
[00:07:31.140 --> 00:07:36.140]   What would you say are some of the basic skills of studying
[00:07:36.140 --> 00:07:39.500]   or the basic tools of learning
[00:07:39.500 --> 00:07:44.400]   that we need to be sure that our children acquire?
[00:07:44.400 --> 00:07:49.820]   - So it'd be, the first one I would say
[00:07:49.820 --> 00:07:52.100]   is if we start when they're really little
[00:07:52.100 --> 00:07:54.420]   with the skill of narration,
[00:07:54.420 --> 00:07:58.940]   which is a classical skill and it can be done orally
[00:07:58.940 --> 00:08:02.640]   and it can be done written, in the written form.
[00:08:02.640 --> 00:08:05.880]   But if you just ask a student to tell you back
[00:08:05.880 --> 00:08:09.020]   what they just heard, that is one of the first skills,
[00:08:09.020 --> 00:08:10.420]   just being able to mimic back,
[00:08:10.420 --> 00:08:12.660]   making sure they're actually hearing you
[00:08:12.660 --> 00:08:14.420]   and that they're understanding what it is
[00:08:14.420 --> 00:08:16.260]   that they just read or what they just heard.
[00:08:16.260 --> 00:08:18.620]   So narration is an amazing skill.
[00:08:18.620 --> 00:08:23.260]   As adults, we can do this simply by writing
[00:08:23.260 --> 00:08:26.540]   a quick couple of sentences about what we just read
[00:08:26.540 --> 00:08:29.420]   or our sermon notes, writing down,
[00:08:29.420 --> 00:08:32.460]   like this is what I think the main idea of this sermon was
[00:08:32.460 --> 00:08:34.660]   or the main idea of this Bible passage were.
[00:08:34.660 --> 00:08:36.940]   - Or this paragraph that I just read.
[00:08:36.940 --> 00:08:40.260]   - Absolutely, so the second skill I would say
[00:08:40.260 --> 00:08:43.940]   is when we enter the Essentials Program,
[00:08:43.940 --> 00:08:46.660]   which is ages nine to 11 typically
[00:08:46.660 --> 00:08:50.980]   in classical conversations, you learn through the IEW
[00:08:50.980 --> 00:08:53.140]   or Institute for Excellence in Writing,
[00:08:53.140 --> 00:08:57.500]   you learn through that program how to create a K-W-O,
[00:08:57.500 --> 00:08:59.940]   which is how to take words and ideas
[00:08:59.940 --> 00:09:02.740]   and kind of minimize them
[00:09:02.740 --> 00:09:05.220]   and then expand them in your own words.
[00:09:05.220 --> 00:09:07.300]   That is an amazing study skill.
[00:09:07.300 --> 00:09:11.900]   And outlining, which you learn in IEW
[00:09:11.900 --> 00:09:13.020]   and then you learn again
[00:09:13.020 --> 00:09:15.300]   as you go through the challenge years.
[00:09:15.300 --> 00:09:18.460]   Summarizing, being able to take a lot of information
[00:09:18.460 --> 00:09:22.220]   and put it down to a small sentence
[00:09:22.220 --> 00:09:23.260]   or a small paragraph
[00:09:23.260 --> 00:09:28.260]   and then being able to memorize information.
[00:09:28.260 --> 00:09:32.500]   So whether you're memorizing vocabulary words or catechism,
[00:09:32.500 --> 00:09:34.940]   which is how we do our foundations memory work,
[00:09:34.940 --> 00:09:37.300]   where we ask a question and get an answer.
[00:09:37.300 --> 00:09:39.860]   All of those are amazing study skills
[00:09:39.860 --> 00:09:43.700]   and they're all things that our students have
[00:09:43.700 --> 00:09:46.460]   by the time that they're 12 years old.
[00:09:46.460 --> 00:09:50.220]   And many of us moms and dads are trying to recapture.
[00:09:50.220 --> 00:09:52.300]   - Yes, yes.
[00:09:52.300 --> 00:09:57.300]   I can remember when my older daughter went to college
[00:09:57.300 --> 00:10:02.060]   in one of the upper level political science classes
[00:10:02.060 --> 00:10:02.940]   she had to take.
[00:10:02.940 --> 00:10:04.380]   She came home for a break
[00:10:04.380 --> 00:10:06.740]   and was telling me all of this information
[00:10:06.740 --> 00:10:08.660]   that she had to remember.
[00:10:08.660 --> 00:10:12.260]   She was taking about the Middle East.
[00:10:12.260 --> 00:10:14.900]   It was about countries of the Middle East
[00:10:14.900 --> 00:10:17.380]   and she had to know the population
[00:10:17.380 --> 00:10:19.700]   and the gross national product
[00:10:19.700 --> 00:10:21.380]   and all of these different figures
[00:10:21.380 --> 00:10:23.900]   for about 10 or 12 different countries.
[00:10:23.900 --> 00:10:26.340]   And it was daunting to me.
[00:10:26.340 --> 00:10:30.940]   And I said, how are you able to do this?
[00:10:30.940 --> 00:10:33.500]   This was just one class she was taking one test.
[00:10:33.500 --> 00:10:36.380]   And she said, oh, it is so great
[00:10:36.380 --> 00:10:39.660]   because of all the memorizing that we did
[00:10:39.660 --> 00:10:42.020]   when we were little in foundations.
[00:10:42.020 --> 00:10:47.020]   She said, I have figured out what it takes my brain
[00:10:47.180 --> 00:10:52.020]   to memorize material quickly and hold on to it.
[00:10:52.020 --> 00:10:55.820]   And I thought, wow, what a gift we are giving our children
[00:10:55.820 --> 00:10:57.420]   when we teach them to memorize.
[00:10:57.420 --> 00:11:01.180]   - And it's wonderful because that's not a skill
[00:11:01.180 --> 00:11:02.660]   that ends in foundations.
[00:11:02.660 --> 00:11:04.620]   - Yes, you keep going.
[00:11:04.620 --> 00:11:05.460]   - All through challenge.
[00:11:05.460 --> 00:11:08.940]   In fact, I am this year tutoring challenge four
[00:11:08.940 --> 00:11:11.260]   which is our capstone year.
[00:11:11.260 --> 00:11:14.780]   And my students have a memorized exposition speech
[00:11:14.780 --> 00:11:17.420]   that they'll be presenting this coming week.
[00:11:17.420 --> 00:11:22.140]   So we continue to practice, like your daughter said,
[00:11:22.140 --> 00:11:25.540]   figuring out how do you memorize
[00:11:25.540 --> 00:11:28.740]   so that you can have that large amount of information
[00:11:28.740 --> 00:11:29.860]   at your fingertips.
[00:11:29.860 --> 00:11:30.940]   - Yeah, it's great.
[00:11:30.940 --> 00:11:33.020]   And that's just one of the skills
[00:11:33.020 --> 00:11:35.900]   that we will give our children as adults.
[00:11:35.900 --> 00:11:37.500]   'Cause that's what I wanted to ask you about.
[00:11:37.500 --> 00:11:42.500]   How do you feel now about learning as an adult?
[00:11:42.740 --> 00:11:45.180]   And does this seem like necessary?
[00:11:45.180 --> 00:11:47.500]   Does it seem necessary to you
[00:11:47.500 --> 00:11:49.740]   to keep on learning as a grownup?
[00:11:49.740 --> 00:11:53.740]   And what helps you to be a grownup learner?
[00:11:53.740 --> 00:11:58.460]   - I started reclaiming my education
[00:11:58.460 --> 00:12:02.740]   after I became a homeschooler.
[00:12:02.740 --> 00:12:07.260]   So by the time I became a classical homeschooler in 2014,
[00:12:07.260 --> 00:12:12.060]   I was just so hungry to know everything.
[00:12:12.060 --> 00:12:15.020]   And so the things that have...
[00:12:15.020 --> 00:12:17.500]   First of all, yes, I see it as necessary.
[00:12:17.500 --> 00:12:22.500]   It's not just my job as a challenge for a director
[00:12:22.500 --> 00:12:26.780]   to make sure that I am continuing to learn
[00:12:26.780 --> 00:12:28.180]   and that I'm helping the parents
[00:12:28.180 --> 00:12:30.260]   know how to teach their kiddos.
[00:12:30.260 --> 00:12:32.860]   But it's also my job.
[00:12:32.860 --> 00:12:37.180]   I started an organization with my friends, Tim and Sarah.
[00:12:37.180 --> 00:12:42.100]   And our whole purpose is to encourage and equip
[00:12:42.100 --> 00:12:43.580]   lifelong learners.
[00:12:43.580 --> 00:12:45.500]   So even when you're done homeschooling,
[00:12:45.500 --> 00:12:47.940]   or even if you aren't a homeschooler,
[00:12:47.940 --> 00:12:49.700]   how do you become a lifelong learner?
[00:12:49.700 --> 00:12:51.420]   So I see it as necessary.
[00:12:51.420 --> 00:12:53.100]   It's actually my passion.
[00:12:53.100 --> 00:12:55.100]   So how do I feel about it?
[00:12:55.100 --> 00:12:55.940]   I love it.
[00:12:55.940 --> 00:13:00.060]   It's my favorite thing in the world to learn new things,
[00:13:00.060 --> 00:13:05.260]   to talk about them with my friends, to have discussions,
[00:13:05.260 --> 00:13:09.380]   to be able to help somebody else learn something new.
[00:13:09.380 --> 00:13:13.180]   These are all things that I am just passionate about.
[00:13:13.180 --> 00:13:16.740]   I think that part of the reason I'm so passionate about it
[00:13:16.740 --> 00:13:20.420]   is because I left high school,
[00:13:20.420 --> 00:13:23.940]   having been told by my physics teacher
[00:13:23.940 --> 00:13:27.140]   that I was the dumb kid in the smart class.
[00:13:27.140 --> 00:13:31.300]   And then I really struggled my first few years of college.
[00:13:31.300 --> 00:13:34.140]   So I really feel like I'm making up ground.
[00:13:34.140 --> 00:13:37.300]   And I know lots of other homeschool moms and dads
[00:13:37.300 --> 00:13:38.300]   that feel the same way.
[00:13:38.300 --> 00:13:39.940]   We feel like we're making ground.
[00:13:39.940 --> 00:13:43.260]   So I do think it's necessary.
[00:13:43.260 --> 00:13:47.900]   The first homeschool mentor icon that I met
[00:13:47.900 --> 00:13:51.140]   was Charlotte Mason through her writings.
[00:13:51.140 --> 00:13:54.300]   And she talks about the mother culture
[00:13:54.300 --> 00:13:57.980]   and the idea that a part of the mother culture
[00:13:57.980 --> 00:14:02.540]   is always being a little bit ahead of your students
[00:14:02.540 --> 00:14:05.020]   so that you could teach them well.
[00:14:05.020 --> 00:14:07.660]   And I took that very seriously.
[00:14:07.660 --> 00:14:11.860]   And that lacking, that not knowing how to be
[00:14:11.860 --> 00:14:15.140]   a couple of steps ahead in certain areas
[00:14:15.140 --> 00:14:17.740]   is actually what directly led to me joining
[00:14:17.740 --> 00:14:20.100]   a classical conversations community.
[00:14:20.100 --> 00:14:22.260]   I was really struggling with helping my students
[00:14:22.260 --> 00:14:24.420]   to memorize because at that point,
[00:14:24.420 --> 00:14:27.220]   I hadn't learned how to memorize.
[00:14:27.220 --> 00:14:29.500]   I just knew, I just have such a good memory
[00:14:29.500 --> 00:14:31.260]   I didn't have to.
[00:14:31.260 --> 00:14:35.940]   So teaching my kids how to, that led to me joining CC,
[00:14:35.940 --> 00:14:40.380]   which led to me learning about the great books movement,
[00:14:40.380 --> 00:14:43.660]   which led to me learning about Plato and Socrates
[00:14:43.660 --> 00:14:47.700]   and Aristotle, which led to me learning about
[00:14:47.700 --> 00:14:50.180]   all of these different works of literature
[00:14:50.180 --> 00:14:53.540]   that even in my time as an English major
[00:14:53.540 --> 00:14:56.620]   and as a theater major, I had never encountered.
[00:14:56.620 --> 00:14:59.380]   So I had a passion for Shakespeare,
[00:14:59.380 --> 00:15:03.900]   but all of the other greats somehow missed.
[00:15:03.900 --> 00:15:07.980]   So I do think it's necessary.
[00:15:07.980 --> 00:15:12.340]   I don't think it's always necessary to do all the things,
[00:15:12.340 --> 00:15:14.740]   but I do think it's always necessary for us
[00:15:14.740 --> 00:15:17.220]   to have something that we're learning.
[00:15:17.220 --> 00:15:18.900]   And I don't think it necessarily
[00:15:18.900 --> 00:15:21.300]   has to be strictly academic.
[00:15:21.300 --> 00:15:26.300]   I think that those mamas that are learning to cook
[00:15:26.700 --> 00:15:31.180]   and really exploring baking, or if there's a dad
[00:15:31.180 --> 00:15:33.100]   that has a hobby that they're really spending
[00:15:33.100 --> 00:15:36.900]   a lot of time learning about and pouring their time into,
[00:15:36.900 --> 00:15:39.060]   I think that that is just as important
[00:15:39.060 --> 00:15:42.100]   as reading the greats.
[00:15:42.100 --> 00:15:43.340]   - Yep.
[00:15:43.340 --> 00:15:47.380]   Yes, I think it's necessary
[00:15:47.380 --> 00:15:52.260]   for everybody who's alive to learn.
[00:15:52.260 --> 00:15:57.260]   Because for me, it's a way to participate in life,
[00:15:57.260 --> 00:16:02.420]   to move through life and be curious and ask questions
[00:16:02.420 --> 00:16:06.580]   and not know the answer and figure out
[00:16:06.580 --> 00:16:08.580]   how to find the answer.
[00:16:08.580 --> 00:16:12.980]   And I love that you said it doesn't have
[00:16:12.980 --> 00:16:17.820]   to just be academics because some of the things
[00:16:17.820 --> 00:16:21.260]   that I'm learning now are not academic.
[00:16:21.260 --> 00:16:24.180]   I'm gonna tell you this, I have not told many people this.
[00:16:24.180 --> 00:16:28.380]   I am learning to play the drums.
[00:16:28.380 --> 00:16:29.700]   - Oh, that's so fun.
[00:16:29.700 --> 00:16:32.460]   - That is not the most hilarious thing you've ever heard.
[00:16:32.460 --> 00:16:34.540]   I can remember when I was in the fifth grade,
[00:16:34.540 --> 00:16:36.420]   I really wanted to learn to play the drums
[00:16:36.420 --> 00:16:39.220]   and my fifth grade band teacher said,
[00:16:39.220 --> 00:16:40.900]   I promise you he said this,
[00:16:40.900 --> 00:16:43.780]   "The drums are just for the boys."
[00:16:43.780 --> 00:16:46.340]   - I feel like your band teacher and my physics teacher
[00:16:46.340 --> 00:16:47.780]   need to go hang out.
[00:16:47.780 --> 00:16:49.940]   - I think they need to not be in education anymore.
[00:16:49.940 --> 00:16:52.100]   - Time out. (laughs)
[00:16:52.100 --> 00:16:55.100]   - And so I have started learning that.
[00:16:55.100 --> 00:16:59.700]   Now I will tell you at the ripe old age that I am,
[00:16:59.700 --> 00:17:02.060]   my muscles are gonna have to get a lot of memory
[00:17:02.060 --> 00:17:04.020]   before I can be good at this.
[00:17:04.020 --> 00:17:09.020]   But I'm curious and I am eager and I'm determined
[00:17:09.020 --> 00:17:11.260]   and I'm interested.
[00:17:11.260 --> 00:17:16.260]   And so those are all the things that are necessary
[00:17:16.260 --> 00:17:17.660]   to be a learner.
[00:17:17.660 --> 00:17:20.020]   You just have to be curious.
[00:17:20.020 --> 00:17:21.660]   You just have to ask a question
[00:17:21.660 --> 00:17:25.300]   and you have to be willing to be really bad at it
[00:17:25.300 --> 00:17:27.540]   before you can be good at it.
[00:17:27.540 --> 00:17:31.020]   So I feel like learning is necessary for grownups
[00:17:31.020 --> 00:17:33.580]   because that's how you know you're alive.
[00:17:33.580 --> 00:17:35.660]   You're still asking questions.
[00:17:35.660 --> 00:17:38.660]   - We talk about in the challenge program
[00:17:38.660 --> 00:17:42.740]   that everything that we're doing is pointing towards virtue.
[00:17:42.740 --> 00:17:47.740]   It's pointing towards becoming a more complete Imago Dei.
[00:17:47.740 --> 00:17:53.300]   So if we want to become more like the God that we love
[00:17:53.300 --> 00:17:56.300]   and are knowing and making known,
[00:17:56.300 --> 00:17:58.620]   we need to be curious about his creation.
[00:17:58.620 --> 00:18:02.420]   And his creation is not just the trees and the birds.
[00:18:02.420 --> 00:18:06.300]   His creation is also rhythm and order
[00:18:06.300 --> 00:18:09.980]   and the science of baking and cooking
[00:18:09.980 --> 00:18:13.460]   and just all of the things that make us
[00:18:13.460 --> 00:18:17.580]   a more complete human being in the image of God.
[00:18:17.580 --> 00:18:19.900]   And I think that there's,
[00:18:19.900 --> 00:18:23.700]   we just, especially in classical circles,
[00:18:23.700 --> 00:18:26.420]   I think that when people are new to it,
[00:18:26.420 --> 00:18:28.820]   they are intimidated because they think,
[00:18:28.820 --> 00:18:30.420]   oh, I could never read Shakespeare.
[00:18:30.420 --> 00:18:31.260]   I hate Shakespeare.
[00:18:31.260 --> 00:18:32.660]   I could never read Plato.
[00:18:32.660 --> 00:18:35.620]   I'm too intimidated by these things.
[00:18:35.620 --> 00:18:39.660]   And that that's not what we're talking about necessarily
[00:18:39.660 --> 00:18:41.900]   when we're talking about becoming a lifelong learner.
[00:18:41.900 --> 00:18:44.580]   We're talking about baby steps.
[00:18:44.580 --> 00:18:47.940]   We're talking about just being curious about something
[00:18:47.940 --> 00:18:50.580]   and learning about it and allowing that
[00:18:50.580 --> 00:18:53.580]   to make you a more complete human being.
[00:18:53.580 --> 00:18:56.980]   And I tell my challenge students all the time,
[00:18:56.980 --> 00:19:01.220]   I don't just want you to be bright.
[00:19:01.220 --> 00:19:05.380]   I want you to be wise and I want you to be interesting.
[00:19:06.940 --> 00:19:09.740]   So I think it's really important
[00:19:09.740 --> 00:19:12.940]   that we all just stay on that journey.
[00:19:12.940 --> 00:19:14.260]   We stay on that path.
[00:19:14.260 --> 00:19:16.900]   And we get to do that as homeschoolers.
[00:19:16.900 --> 00:19:19.300]   We have that opportunity built in, right?
[00:19:19.300 --> 00:19:22.380]   Because we're sitting shoulder to shoulder.
[00:19:22.380 --> 00:19:26.420]   I was sharing that I'm reading "The Scarlet Letter"
[00:19:26.420 --> 00:19:29.300]   right now with my daughter who's in challenge one.
[00:19:29.300 --> 00:19:32.500]   And we're reading it aloud together.
[00:19:32.500 --> 00:19:34.580]   We're reading three chapters a day
[00:19:34.580 --> 00:19:36.500]   and we're just sitting next to each other
[00:19:36.500 --> 00:19:38.900]   and reading the book and discussing it
[00:19:38.900 --> 00:19:42.460]   and thinking about it and kind of laughing a little bit
[00:19:42.460 --> 00:19:45.140]   because it's a very funny book
[00:19:45.140 --> 00:19:48.540]   if you actually take the time to read the language.
[00:19:48.540 --> 00:19:51.140]   And thank you, Stephanie, for those lovely footnotes
[00:19:51.140 --> 00:19:53.180]   that are helpful to reading it.
[00:19:53.180 --> 00:19:56.900]   But I had never read "The Scarlet Letter"
[00:19:56.900 --> 00:19:59.900]   until I started homeschooling my kids
[00:19:59.900 --> 00:20:02.900]   and needed to read it in order to teach them.
[00:20:02.900 --> 00:20:05.900]   So what a beautiful way to fill in the things
[00:20:05.900 --> 00:20:08.420]   that I see as gaps in my education.
[00:20:08.420 --> 00:20:09.460]   - I think that's so good.
[00:20:09.460 --> 00:20:12.300]   And I was gonna say, talk a little bit
[00:20:12.300 --> 00:20:15.860]   about the benefits of learning alongside our children.
[00:20:15.860 --> 00:20:16.980]   And you've just mentioned it.
[00:20:16.980 --> 00:20:21.620]   We do get to fill in the gaps of things that we missed
[00:20:21.620 --> 00:20:26.620]   or we skipped over or we skirted around in many cases.
[00:20:26.620 --> 00:20:30.580]   We get to revisit those or be introduced to it
[00:20:30.580 --> 00:20:32.980]   when we learn with our kids.
[00:20:32.980 --> 00:20:35.740]   - I got to sit with my son this morning
[00:20:35.740 --> 00:20:40.620]   who is 17 and if he was in the school,
[00:20:40.620 --> 00:20:42.220]   we would call him a senior in high school.
[00:20:42.220 --> 00:20:47.220]   And we're reading a book about the ancients
[00:20:47.220 --> 00:20:50.940]   because we're about to start studying the Iliad.
[00:20:50.940 --> 00:20:54.620]   And he had an absolutely earth-shattering,
[00:20:54.620 --> 00:20:58.100]   paradigm-shifting moment when we were reading today
[00:20:58.100 --> 00:20:59.900]   where he had to stop and put down the book
[00:20:59.900 --> 00:21:04.900]   and he just silently had to think.
[00:21:04.980 --> 00:21:07.740]   And I could just see the wheels turning
[00:21:07.740 --> 00:21:12.540]   and I started laughing and I said, "Buddy, are you okay?"
[00:21:12.540 --> 00:21:17.180]   And he's like, "I have so many thoughts right now."
[00:21:17.180 --> 00:21:18.860]   - Don't you love that?
[00:21:18.860 --> 00:21:19.860]   - It was amazing.
[00:21:19.860 --> 00:21:23.860]   And if I had just, and please don't misunderstand me,
