
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[00:02:57.340 --> 00:03:01.520]   - Yes, I am a big reader.
[00:03:01.520 --> 00:03:04.420]   But not everyone in my family is a big reader
[00:03:04.420 --> 00:03:09.420]   and there definitely been lots of areas of learning
[00:03:09.420 --> 00:03:11.560]   that I did not enjoy reading.
[00:03:11.560 --> 00:03:13.720]   Some I'm learning to enjoy.
[00:03:13.720 --> 00:03:15.980]   - Yeah, you mean like there are lots of different things
[00:03:15.980 --> 00:03:18.000]   to read and some of them you like to read
[00:03:18.000 --> 00:03:20.420]   and some of them not so much, huh?
[00:03:20.420 --> 00:03:21.800]   - Yes, yes.
[00:03:21.800 --> 00:03:26.060]   I think homeschooling's helped me become broader
[00:03:26.060 --> 00:03:31.060]   in my interests because I want to help my kids
[00:03:31.060 --> 00:03:35.560]   to be able to pursue those natural loves
[00:03:35.560 --> 00:03:37.280]   that are different than mine.
[00:03:37.280 --> 00:03:39.440]   - Oh, that's really good.
[00:03:39.440 --> 00:03:41.700]   Now you know what, that's a great point.
[00:03:41.700 --> 00:03:43.940]   That's a way that we can love our kids well
[00:03:43.940 --> 00:03:47.540]   if we are willing to read things
[00:03:47.540 --> 00:03:52.540]   that aren't particularly winsome or interesting to us
[00:03:52.540 --> 00:03:56.800]   because one of our children is bent in that direction.
[00:03:56.800 --> 00:03:59.320]   That's really good, that's really good.
[00:03:59.320 --> 00:04:02.440]   Were you always a big reader?
[00:04:02.440 --> 00:04:06.540]   Why did you like to read or why do you like to read?
[00:04:06.540 --> 00:04:10.520]   - I think when I was little my parents were great
[00:04:10.520 --> 00:04:11.840]   about taking me to the library
[00:04:11.840 --> 00:04:13.880]   and we actually belonged to a church
[00:04:13.880 --> 00:04:16.880]   that just had a fantastic kids section
[00:04:16.880 --> 00:04:19.380]   and I was really drawn to the fairy tales
[00:04:19.380 --> 00:04:21.720]   and the myths and the old stories
[00:04:21.720 --> 00:04:24.620]   and my parents were great about reading those things to me
[00:04:24.620 --> 00:04:27.840]   and encouraging us to pick up good books
[00:04:27.840 --> 00:04:32.500]   and so that did nourish my mind and encourage me to read.
[00:04:32.500 --> 00:04:35.520]   I think in spite of my education,
[00:04:35.520 --> 00:04:39.760]   which sort of tended to feel like dry
[00:04:39.760 --> 00:04:43.260]   and I was just a public school kid.
[00:04:43.260 --> 00:04:45.060]   Sometimes I would have a good teacher
[00:04:45.060 --> 00:04:47.820]   who would want us to read Charlotte's Web together
[00:04:47.820 --> 00:04:50.820]   and then other times we would be handed
[00:04:50.820 --> 00:04:53.300]   pretty dry canned reading comprehension things
[00:04:53.300 --> 00:04:55.880]   that I just wanted to fly through it
[00:04:55.880 --> 00:04:57.820]   so I could go to the library
[00:04:57.820 --> 00:05:00.520]   and find something worth reading, you know what I mean?
[00:05:00.520 --> 00:05:02.580]   - I so know what you mean.
[00:05:02.580 --> 00:05:03.900]   I had those same teachers.
[00:05:03.900 --> 00:05:07.080]   I had a teacher in the fifth grade who,
[00:05:07.080 --> 00:05:10.900]   and a lot of teachers I think believed
[00:05:10.900 --> 00:05:12.580]   that once you were in the fifth grade
[00:05:12.580 --> 00:05:15.340]   you were too old to be read aloud to.
[00:05:15.340 --> 00:05:18.820]   I blessedly had a teacher who did not believe that
[00:05:18.820 --> 00:05:21.220]   and when we came back from lunch every day
[00:05:21.220 --> 00:05:24.460]   she read us a chapter of Caddy Woodlawn
[00:05:24.460 --> 00:05:26.740]   and we had a double classroom
[00:05:26.740 --> 00:05:31.740]   and so she held Spellbound between 50 and 60 fifth graders
[00:05:31.740 --> 00:05:36.380]   just with her voice reading us that book
[00:05:36.380 --> 00:05:39.480]   and I absolutely loved it.
[00:05:39.480 --> 00:05:44.020]   It was great and I was lucky to have, like you,
[00:05:44.020 --> 00:05:45.920]   a parent who took me to the library.
[00:05:45.920 --> 00:05:49.800]   I can remember my mom taking us downtown to Charlotte
[00:05:49.800 --> 00:05:53.320]   on the city bus to go to the big library
[00:05:53.320 --> 00:05:55.640]   and I loved checking out books there
[00:05:55.640 --> 00:05:58.720]   and at our church library so that's really cool.
[00:05:58.720 --> 00:06:01.820]   So I can see how that growing up
[00:06:01.820 --> 00:06:04.820]   might have made you a reader.
[00:06:04.820 --> 00:06:08.140]   Why do you like to read now?
[00:06:08.140 --> 00:06:10.140]   Now I like to read.
[00:06:10.140 --> 00:06:13.120]   I think the longer I have homeschooled
[00:06:13.120 --> 00:06:15.520]   I just get hungry myself
[00:06:15.520 --> 00:06:19.280]   and so as I'm teaching my students,
[00:06:19.280 --> 00:06:20.700]   I'm a challenge tutor right now
[00:06:20.700 --> 00:06:24.180]   or as I'm just wrestling through something
[00:06:24.180 --> 00:06:27.080]   with my youngest who I'm still homeschooling right now,
[00:06:27.080 --> 00:06:30.600]   I sometimes just feel like dry in my spirit
[00:06:30.600 --> 00:06:34.260]   and I read for pleasure to kind of fill that up
[00:06:34.260 --> 00:06:37.160]   or I pursue something I know I need to learn
[00:06:37.520 --> 00:06:40.160]   and picking up a book on a subject
[00:06:40.160 --> 00:06:41.640]   that I don't particularly love yet
[00:06:41.640 --> 00:06:44.720]   but the person who wrote the book loves it
[00:06:44.720 --> 00:06:48.560]   and sees all the beauty so just being able to see the world
[00:06:48.560 --> 00:06:52.120]   or a subject through their eyes helps me to love it too
[00:06:52.120 --> 00:06:54.760]   and be able to pass on that excitement
[00:06:54.760 --> 00:06:59.460]   of learning something new to my students or my kids.
[00:06:59.460 --> 00:07:00.560]   I like that.
[00:07:00.560 --> 00:07:05.560]   I was gonna ask you what is so great about reading
[00:07:06.760 --> 00:07:09.560]   and I love what you just said
[00:07:09.560 --> 00:07:14.560]   that you can almost catch the excitement from somebody else.
[00:07:14.560 --> 00:07:20.760]   If you are reading about a passion that's not yours
[00:07:20.760 --> 00:07:24.200]   but you can tap into the author's excitement
[00:07:24.200 --> 00:07:26.720]   or understanding or zeal,
[00:07:26.720 --> 00:07:28.920]   then you can catch a breath of that.
[00:07:28.920 --> 00:07:31.540]   That's cool.
[00:07:31.540 --> 00:07:32.380]   That's true.
[00:07:32.380 --> 00:07:34.080]   That's a good reason to read.
[00:07:34.080 --> 00:07:34.920]   What else?
[00:07:34.920 --> 00:07:36.640]   What else is so great about reading?
[00:07:36.640 --> 00:07:40.400]   What does reading do for us or teach us?
[00:07:40.400 --> 00:07:43.240]   I think it helps us.
[00:07:43.240 --> 00:07:45.200]   I mean, aside from, of course,
[00:07:45.200 --> 00:07:48.040]   reading the book of all books, the Bible,
[00:07:48.040 --> 00:07:51.040]   which is a living word.
[00:07:51.040 --> 00:07:54.040]   That is, I'm just assuming that we all agree that
[00:07:54.040 --> 00:07:58.540]   that's worth our time, spending that for ourselves
[00:07:58.540 --> 00:08:02.360]   and with our kids and then also just reading old books
[00:08:02.360 --> 00:08:07.360]   and new books helps us participate in that great conversation
[00:08:07.360 --> 00:08:11.880]   that's been going on between human beings for all time
[00:08:11.880 --> 00:08:13.720]   because the Lord created us.
[00:08:13.720 --> 00:08:14.560]   We're Christians.
[00:08:14.560 --> 00:08:17.560]   We are supposed to be people of the word
[00:08:17.560 --> 00:08:19.640]   and to be about words and learning.
[00:08:19.640 --> 00:08:22.520]   And so I think the more we read,
[00:08:22.520 --> 00:08:24.680]   the more we learn about his world
[00:08:24.680 --> 00:08:28.740]   and the better we're able to read his word too.
[00:08:28.740 --> 00:08:32.640]   And also to kind of govern our own words
[00:08:32.640 --> 00:08:35.860]   as we learn from others.
[00:08:35.860 --> 00:08:37.760]   Yeah, that's really good.
[00:08:37.760 --> 00:08:40.020]   There's a lot to think about there.
[00:08:40.020 --> 00:08:44.880]   And what you said, I appreciate that.
[00:08:44.880 --> 00:08:49.880]   You shared with me one time an Isaac Watts quote
[00:08:49.880 --> 00:08:52.340]   that reminds me about this.
[00:08:52.340 --> 00:08:54.460]   Will you share it again?
[00:08:54.460 --> 00:08:55.300]   Sure, yes.
[00:08:55.300 --> 00:08:56.860]   I've been researching him.
[00:08:57.840 --> 00:09:00.880]   He was a great hymn writer and pastor, Isaac Watts.
[00:09:00.880 --> 00:09:03.820]   And he also wrote a logic book
[00:09:03.820 --> 00:09:07.200]   and was the authority for lots of Ivy League schools
[00:09:07.200 --> 00:09:11.180]   and schools across the Atlantic too for many years.
[00:09:11.180 --> 00:09:12.060]   So that's interesting.
[00:09:12.060 --> 00:09:13.380]   I didn't know that about him.
[00:09:13.380 --> 00:09:16.240]   But he wrote a book called "The Improvement of the Mind"
[00:09:16.240 --> 00:09:20.280]   and in it, he was just expressing some general rules
[00:09:20.280 --> 00:09:21.600]   for the improvement of knowledge.
[00:09:21.600 --> 00:09:23.480]   And this book actually influenced
[00:09:23.480 --> 00:09:25.100]   the great scientist Michael Faraday
[00:09:25.100 --> 00:09:27.540]   and his development of the scientific method.
[00:09:27.540 --> 00:09:28.860]   Isn't that wonderful?
[00:09:28.860 --> 00:09:29.700]   That's cool.
[00:09:29.700 --> 00:09:32.240]   Who would have thought that a scientist
[00:09:32.240 --> 00:09:35.260]   and a hymnist would be connected
[00:09:35.260 --> 00:09:37.720]   in what they think about learning and reading?
[00:09:37.720 --> 00:09:41.000]   Right, and he begins his rules
[00:09:41.000 --> 00:09:42.920]   for the improvement of knowledge with this quote.
[00:09:42.920 --> 00:09:44.060]   So I'll read it to you.
[00:09:44.060 --> 00:09:44.900]   Yeah.
[00:09:44.900 --> 00:09:49.080]   He says, "No man is obliged to learn and know everything.
[00:09:49.080 --> 00:09:51.320]   This can neither be sought nor required
[00:09:51.320 --> 00:09:53.280]   for it's utterly impossible.
[00:09:53.280 --> 00:09:55.500]   Yet all persons are under some obligation
[00:09:55.500 --> 00:09:57.820]   to improve their own understanding.
[00:09:57.820 --> 00:10:00.640]   Otherwise it will be a barren desert
[00:10:00.640 --> 00:10:04.460]   or a forest overgrown with weeds and brambles.
[00:10:04.460 --> 00:10:06.280]   Universal ignorance or infinite errors
[00:10:06.280 --> 00:10:08.540]   will overspread the mind, which is utterly neglected
[00:10:08.540 --> 00:10:11.340]   and lies without any cultivation."
[00:10:11.340 --> 00:10:14.100]   So that image of that metaphor that he says,
[00:10:14.100 --> 00:10:16.440]   if we don't continue to learn that our minds
[00:10:16.440 --> 00:10:18.760]   can become a barren desert
[00:10:18.760 --> 00:10:21.800]   or a forest overgrown with weeds and brambles,
[00:10:21.800 --> 00:10:24.340]   I thought, wow, that sounds really biblical.
[00:10:24.340 --> 00:10:26.460]   I think I need to keep reading.
[00:10:26.460 --> 00:10:27.900]   That's been an encouraging thing
[00:10:27.900 --> 00:10:32.900]   to learn from someone in the past like Isaac Watts.
[00:10:32.900 --> 00:10:35.420]   I've actually been sharing like one of his,
[00:10:35.420 --> 00:10:37.300]   I think it's 12 rules.
[00:10:37.300 --> 00:10:38.860]   And so I've been sharing one rule a week
[00:10:38.860 --> 00:10:40.820]   with my challenge students right now
[00:10:40.820 --> 00:10:43.780]   as we've been thinking about just being humble
[00:10:43.780 --> 00:10:45.020]   before the things we're learning
[00:10:45.020 --> 00:10:48.180]   and continuing to read and to learn.
[00:10:48.180 --> 00:10:49.500]   That's a great idea.
[00:10:49.500 --> 00:10:51.000]   I bet your challenge students,
[00:10:51.000 --> 00:10:54.060]   that gives them something good to chew on,
[00:10:54.060 --> 00:10:55.100]   too.
[00:10:55.100 --> 00:10:58.740]   I like that because it helps us.
[00:10:58.740 --> 00:11:01.100]   You know, Brittany, as homeschooling parents,
[00:11:01.100 --> 00:11:03.180]   when our kids are little,
[00:11:03.180 --> 00:11:07.580]   reading is all about giving them that skill
[00:11:07.580 --> 00:11:10.620]   of decoding these letters and these sounds
[00:11:10.620 --> 00:11:13.100]   so that they can read.
[00:11:13.100 --> 00:11:15.340]   And as home educators,
[00:11:15.340 --> 00:11:19.180]   we feel like reading is kind of the gateway skill
[00:11:19.180 --> 00:11:24.180]   that makes everything else approachable and open to you.
[00:11:24.180 --> 00:11:29.640]   But the whole idea that reading stays important,
[00:11:29.640 --> 00:11:35.100]   even after you learn how to do it, right,
[00:11:35.100 --> 00:11:40.100]   that it stays important because it's how your mind
[00:11:40.100 --> 00:11:46.280]   grows and flourishes and adds new ideas.
[00:11:48.460 --> 00:11:53.460]   I love the whole image of books tickling your mind.
[00:11:53.460 --> 00:11:58.980]   You know, when I was, you know,
[00:11:58.980 --> 00:12:01.220]   when children are ticklish, you know,
[00:12:01.220 --> 00:12:03.520]   you can just tickle them and it stimulates them
[00:12:03.520 --> 00:12:07.260]   and it makes them move and jerk and giggle or shriek
[00:12:07.260 --> 00:12:09.740]   or run or cuddle or whatever.
[00:12:09.740 --> 00:12:10.800]   It provokes you.
[00:12:10.800 --> 00:12:13.700]   And I think that that's why reading is like
[00:12:13.700 --> 00:12:14.660]   tickling my mind.
[00:12:14.660 --> 00:12:17.780]   It provokes my mind in new directions.
[00:12:17.780 --> 00:12:22.700]   It either provokes me to reject something
[00:12:22.700 --> 00:12:25.900]   or to grab a hold of it or to look at it
[00:12:25.900 --> 00:12:29.460]   or to laugh at it or to argue with it.
[00:12:29.460 --> 00:12:33.440]   I just, the Isaac Watt quote of the whole idea
[00:12:33.440 --> 00:12:37.000]   that your mind might become a barren desert
[00:12:37.000 --> 00:12:42.000]   without taking in new ideas is really cool to me.
[00:12:42.000 --> 00:12:43.060]   - It is.
[00:12:43.060 --> 00:12:45.260]   I was struck recently by one of my students
[00:12:46.820 --> 00:12:48.860]   said, what do you have to do to a garden
[00:12:48.860 --> 00:12:50.620]   to get it full of weeds?
[00:12:50.620 --> 00:12:51.780]   Nothing.
[00:12:51.780 --> 00:12:56.780]   And I went, oh yes, yes, that is right.
[00:12:56.780 --> 00:12:58.500]   That is right.
[00:12:58.500 --> 00:13:01.620]   - Oh wow, that's very profound.
[00:13:01.620 --> 00:13:03.660]   That's very profound.
[00:13:03.660 --> 00:13:06.280]   So listeners, you don't want to do nothing
[00:13:06.280 --> 00:13:11.280]   and let your precious gardens be ruled by weeds.
[00:13:11.280 --> 00:13:16.280]   And so don't just teach your children to read though.
[00:13:17.200 --> 00:13:21.200]   Read with them, read good things with them.
[00:13:21.200 --> 00:13:25.120]   Like Brittany said, old books as well.
[00:13:25.120 --> 00:13:27.120]   Think of the great conversations
[00:13:27.120 --> 00:13:30.480]   that have already happened in the world.
[00:13:30.480 --> 00:13:31.960]   I don't want to be left out of some
[00:13:31.960 --> 00:13:33.520]   of those great conversations.
[00:13:33.520 --> 00:13:37.080]   And the only way to get in on it at this point
[00:13:37.080 --> 00:13:39.040]   is to read those old books.
[00:13:39.040 --> 00:13:41.400]   That's cool.
[00:13:41.400 --> 00:13:42.600]   - That's right.
[00:13:42.600 --> 00:13:46.320]   So how do we get kids interested in reading?
[00:13:46.320 --> 00:13:48.060]   So we've taught them how to read
[00:13:48.060 --> 00:13:51.520]   and they become proficient readers.
[00:13:51.520 --> 00:13:54.300]   And some kids I think are like we were
[00:13:54.300 --> 00:13:55.500]   as little girls, Brittany.
[00:13:55.500 --> 00:13:59.160]   We were just into, I used reading and fairy tales
[00:13:59.160 --> 00:14:04.160]   and mystery stories and legends as escape literature
[00:14:04.160 --> 00:14:08.680]   and just the world of the mind.
[00:14:08.680 --> 00:14:10.320]   I lived in my imagination.
[00:14:10.320 --> 00:14:15.320]   I went on a thousand trips as a child just from reading.
[00:14:15.320 --> 00:14:19.520]   But how do we get kids who maybe are just learning
[00:14:19.520 --> 00:14:23.560]   how to read well enough that they could enjoy
[00:14:23.560 --> 00:14:28.040]   pleasure reading on their own or any kind of reading?
[00:14:28.040 --> 00:14:30.640]   How do we get kids interested in reading?
[00:14:30.640 --> 00:14:32.880]   What's been your experience?
[00:14:32.880 --> 00:14:36.400]   - Well, my experience has been rocky actually.
[00:14:36.400 --> 00:14:38.660]   I mean, like it's been difficult at times
[00:14:39.760 --> 00:14:42.240]   because two of my three kids are dyslexic.
[00:14:42.240 --> 00:14:44.160]   So reading didn't come as naturally
[00:14:44.160 --> 00:14:46.440]   as it did to one of my kids.
[00:14:46.440 --> 00:14:48.680]   And so it was extra challenging.
[00:14:48.680 --> 00:14:52.080]   And, but I also think it was,
[00:14:52.080 --> 00:14:55.400]   I'm so grateful for all of those extra days
[00:14:55.400 --> 00:14:58.960]   and hours of reading together side by side
[00:14:58.960 --> 00:15:00.160]   of me reading to them.
[00:15:00.160 --> 00:15:02.840]   And then for a much longer time period,
[00:15:02.840 --> 00:15:05.540]   way past the fifth grade, having them read to me.
[00:15:05.540 --> 00:15:08.560]   Even now, I mean, I love listening to my daughter
[00:15:08.560 --> 00:15:10.880]   who's in challenge three read out loud.
[00:15:10.880 --> 00:15:12.820]   And we do that regularly in seminar
[00:15:12.820 --> 00:15:14.840]   where we are reading something together
[00:15:14.840 --> 00:15:17.320]   and to listen to it out loud together
[00:15:17.320 --> 00:15:19.120]   and to practice reading together.
[00:15:19.120 --> 00:15:22.880]   I've found even with adults in book clubs,
[00:15:22.880 --> 00:15:24.820]   it's good to practice.
[00:15:24.820 --> 00:15:27.620]   It helps us get better as we read aloud together.
[00:15:27.620 --> 00:15:32.620]   But I think trying to set aside time each day
[00:15:32.620 --> 00:15:35.680]   where we give our students, our children at home,
[00:15:35.680 --> 00:15:38.700]   the best stories, sitting side by side,
[00:15:38.700 --> 00:15:41.980]   doing what we can to make it enjoyable.
[00:15:41.980 --> 00:15:47.120]   I know I did things in my house, like we did a morning time,
[00:15:47.120 --> 00:15:49.880]   which I know that a lot of our CC families
[00:15:49.880 --> 00:15:52.480]   are familiar with and Scribblers in particular
[00:15:52.480 --> 00:15:56.200]   does such a wonderful job of encouraging
[00:15:56.200 --> 00:15:58.880]   a morning time of reading.
[00:15:58.880 --> 00:16:01.720]   That was really foundational to my kids
[00:16:01.720 --> 00:16:05.600]   to help them love reading and love stories.
[00:16:05.600 --> 00:16:07.580]   And even though for some of my children,
[00:16:07.580 --> 00:16:09.960]   it was harder for them to,
[00:16:09.960 --> 00:16:14.320]   they could really struggle against just anxiety over reading
[00:16:14.320 --> 00:16:18.880]   or frustration or even humble feelings
[00:16:18.880 --> 00:16:22.120]   of I'm not smart enough to do this kind of a fear,
[00:16:22.120 --> 00:16:24.680]   which wasn't true, but something they had to battle.
[00:16:24.680 --> 00:16:29.400]   In spite of all of that, my kids would say
[00:16:29.400 --> 00:16:32.000]   that they don't regret any of it,
[00:16:32.000 --> 00:16:33.600]   that they're really grateful.
[00:16:33.600 --> 00:16:36.680]   They still love to read, but they went through times
[00:16:36.680 --> 00:16:38.120]   where they didn't want to read.
[00:16:38.120 --> 00:16:41.840]   And I worried about it, that they weren't naturally drawn
[00:16:41.840 --> 00:16:45.960]   to when they had time not studying to go read a book.
[00:16:45.960 --> 00:16:47.200]   I really worried about that,
[00:16:47.200 --> 00:16:49.700]   but I think their souls were just full.
[00:16:49.700 --> 00:16:54.940]   - Maybe it was time just to think about what they had read
[00:16:54.940 --> 00:16:56.680]   or what you had read together.
[00:16:56.680 --> 00:16:58.660]   - Yeah, or go play.
[00:16:58.660 --> 00:17:02.320]   I mean, just the mind continues to work on those things.
[00:17:02.320 --> 00:17:03.760]   - That is so true.
[00:17:03.760 --> 00:17:06.280]   That's really, that's good.
[00:17:06.280 --> 00:17:07.720]   That's very good.
[00:17:07.720 --> 00:17:12.720]   I know that I had one daughter who loved to read
[00:17:12.720 --> 00:17:16.400]   and she immersed herself in stories,
[00:17:16.400 --> 00:17:21.160]   and one who loved to read as a family.
[00:17:21.160 --> 00:17:24.720]   She loved reading aloud time and story time.
[00:17:24.720 --> 00:17:28.840]   And like you, we continued to do it well into high school.
[00:17:29.920 --> 00:17:32.300]   So we read aloud as a family.
[00:17:32.300 --> 00:17:36.000]   We still, actually we still read aloud as a family
[00:17:36.000 --> 00:17:38.360]   and my girls are grown and married
[00:17:38.360 --> 00:17:40.040]   with families of their own.
[00:17:40.040 --> 00:17:42.640]   But when they come home for holidays,
[00:17:42.640 --> 00:17:44.200]   we still read aloud together.
[00:17:44.200 --> 00:17:47.260]   So even my daughter who did not love reading
[00:17:47.260 --> 00:17:52.260]   as much as her sister found a lot of warm fellowship
[00:17:52.260 --> 00:17:58.100]   in reading together and it drew our family together.
[00:17:58.100 --> 00:18:03.100]   And I know that she and I read a lot of the challenge,
[00:18:03.100 --> 00:18:08.140]   upper challenge literature together
[00:18:08.140 --> 00:18:10.060]   because I had not done as much of that
[00:18:10.060 --> 00:18:11.220]   with my older daughter.
[00:18:11.220 --> 00:18:13.380]   And I felt like I had missed something.
[00:18:13.380 --> 00:18:15.500]   And so she was gracious enough
[00:18:15.500 --> 00:18:18.220]   to share the read aloud time with me.
[00:18:18.220 --> 00:18:23.220]   And it was a real bonding experience for us.
[00:18:23.780 --> 00:18:28.780]   I felt like I got to know her as I saw her reactions
[00:18:28.780 --> 00:18:32.100]   to things that we were reading together.
[00:18:32.100 --> 00:18:34.360]   And I wouldn't trade anything for that.
[00:18:34.360 --> 00:18:38.880]   - I agree, that has been our experience too.
[00:18:38.880 --> 00:18:42.760]   And I think it creates like a shared culture.
[00:18:42.760 --> 00:18:47.980]   There's jokes my kids say to one another
[00:18:47.980 --> 00:18:50.560]   because of stories we've read
[00:18:50.560 --> 00:18:55.520]   or audio books we've listened to or dramatized things
[00:18:55.520 --> 00:18:57.780]   that we've listened to and enjoyed together
[00:18:57.780 --> 00:18:59.960]   that just creates a whole family culture
[00:18:59.960 --> 00:19:01.560]   and those close relationships
[00:19:01.560 --> 00:19:03.760]   because you spent that time listening
[00:19:03.760 --> 00:19:05.720]   and imagining together.
[00:19:05.720 --> 00:19:07.800]   - Yes, yes.
[00:19:07.800 --> 00:19:09.940]   And asking the what if questions
[00:19:09.940 --> 00:19:12.960]   and why did this have to happen questions
[00:19:12.960 --> 00:19:14.840]   and why did that character do that
[00:19:14.840 --> 00:19:17.600]   and what else could have been said or done.
[00:19:18.600 --> 00:19:23.600]   - Yeah, I think that is one of the benefits,
[00:19:23.600 --> 00:19:28.200]   I think of reading together
[00:19:28.200 --> 00:19:33.200]   is that you get somebody to go back and forth with.
[00:19:33.200 --> 00:19:38.880]   And another big benefit to me of reading together
[00:19:38.880 --> 00:19:43.640]   is that you get the benefit of somebody else's point of view.
[00:19:43.640 --> 00:19:47.760]   I know sometimes I read something
[00:19:47.760 --> 00:19:50.280]   and it hits me a certain way
[00:19:50.280 --> 00:19:54.700]   and I will say out loud what I got from that
[00:19:54.700 --> 00:19:58.040]   or how that character seemed to me
[00:19:58.040 --> 00:20:02.080]   or what that argument either was persuasive or wasn't.
[00:20:02.080 --> 00:20:04.880]   And I'm always for some reason shocked to find
[00:20:04.880 --> 00:20:07.840]   that somebody else thought differently.
[00:20:07.840 --> 00:20:12.680]   Somebody else got a different message from that story
[00:20:12.680 --> 00:20:17.440]   or had a different problem with the logic used
[00:20:17.440 --> 00:20:19.840]   in an argument than I did.
[00:20:19.840 --> 00:20:21.600]   And so one of the benefits
[00:20:21.600 --> 00:20:23.680]   is just getting somebody else's perspective.
[00:20:23.680 --> 00:20:25.920]   Does that ever happen to y'all, Brittany?
[00:20:25.920 --> 00:20:29.800]   Do you like all the same things that your kids like?
[00:20:29.800 --> 00:20:31.700]   - No, I don't love all of the same thing.
[00:20:31.700 --> 00:20:33.960]   We're, interestingly enough,
[00:20:33.960 --> 00:20:35.520]   the Lord just really gives us children
[00:20:35.520 --> 00:20:36.840]   that are very different from us.
[00:20:36.840 --> 00:20:39.220]   And that's been such a gift. - Isn't it funny?
[00:20:39.220 --> 00:20:42.620]   - Yeah, yes, it has been a good thing.
[00:20:42.620 --> 00:20:47.620]   I have enjoyed learning about rockets
[00:20:47.620 --> 00:20:50.780]   and historical battles
[00:20:50.780 --> 00:20:54.900]   and things that I wasn't naturally drawn to with my son.
[00:20:54.900 --> 00:20:59.980]   I've enjoyed trying to become more of a lover
[00:20:59.980 --> 00:21:02.800]   of the natural world and science with my second born,
[00:21:02.800 --> 00:21:05.180]   my daughter who is going to nursing school.
[00:21:05.180 --> 00:21:08.340]   And I've enjoyed learning about all kinds
[00:21:08.340 --> 00:21:13.340]   of hands-on type arts and cooking and baking
[00:21:13.340 --> 00:21:17.800]   and things that maybe I was drawn to too,
