
[00:00:00.000 --> 00:00:04.680]   - Big segments of the public feel like they caught us
[00:05:49.640 --> 00:05:52.640]   But your job security wasn't threatened in a direct sense.
[00:05:52.640 --> 00:05:53.640]   No, that's not true.
[00:05:53.640 --> 00:05:56.640]   Like no one came along and said, hey, like quiet down or else you're going to lose your job.
[00:05:56.640 --> 00:05:58.640]   So in that sense, you had academic freedom from the top.
[00:05:58.640 --> 00:05:59.640]   That's not true.
[00:05:59.640 --> 00:06:02.640]   So I was asked to stop going on the press in 2020.
[00:06:02.640 --> 00:06:06.640]   I was, I was, I was by, by the dean of the university, the dean of the medical school.
[00:06:06.640 --> 00:06:07.640]   Right.
[00:06:07.640 --> 00:06:10.640]   I was, my, my academic freedom was pretty directly threatened.
[00:06:10.640 --> 00:06:16.640]   There were like, I, I, I wrote and published a study on, on measuring antibodies in the population.
[00:06:16.640 --> 00:06:21.640]   A study that now replicated does, was replicated dozens of times in all around the world.
[00:06:21.640 --> 00:06:26.640]   And I was, I was essentially ordered to redo that study.
[00:06:26.640 --> 00:06:31.640]   They, they interfered even before I had put, sent the paper in for publication.
[00:06:31.640 --> 00:06:37.640]   The, the, the, when I say they, I mean the, the, the, the, um, the administration of the medical school.
[00:06:37.640 --> 00:06:40.640]   Uh, I mean, my, my academic freedom was pretty directly attacked.
[00:06:40.640 --> 00:06:44.640]   Um, and, and I wrote a piece with, uh, uh, how Stanford failed the academic freedom test.
[00:06:44.640 --> 00:06:47.640]   You can go read about, read, read it to folks who want to read about it.
[00:06:47.640 --> 00:06:49.640]   I don't, I don't want to relitigate the pastor.
[00:06:49.640 --> 00:06:52.640]   No, I ask, I listen, I'm not trying to dig for dirt.
[00:06:52.640 --> 00:06:56.640]   I ask because, um, well, I, I never saw a petition cross my email path.
[00:06:56.640 --> 00:07:09.640]   I did see a petition pass my email path about Scott Atlas, who is, um, was in our department of radiology as a physician, as you know, and, um, was appointed Trump's coronavirus task force head of Trump's coronavirus task force.
[00:07:09.640 --> 00:07:14.640]   And then there was a petition basically asking him what to take away his job.
[00:07:14.640 --> 00:07:18.640]   I don't know what it was, but that, that passed through, but I see a lot of petitions passed through my email.
[00:07:18.640 --> 00:07:22.640]   And as everybody knows, and the press has pointed out, I'm not great at email and communications.
[00:07:22.640 --> 00:07:28.640]   Um, but, but I guess the reason I ask is, um, academic freedom means many things.
[00:07:28.640 --> 00:07:31.640]   Um, like, can you tweet what you want to tweet?
[00:07:31.640 --> 00:07:33.640]   I guess I don't call them tweets anymore at the time.
[00:07:33.640 --> 00:07:34.640]   Could you tweet what you wanted to tweet?
[00:07:34.640 --> 00:07:38.640]   Could you, um, continue to do the science that you were doing?
[00:07:38.640 --> 00:07:41.640]   Could you, um, did you continue to collect a salary?
[00:07:41.640 --> 00:07:46.640]   It sounds like you were able to keep your job, but there was some pressure to not communicate your ideas.
[00:07:46.640 --> 00:07:47.640]   Is that about right?
[00:07:47.640 --> 00:07:49.640]   Yeah. I mean, or there's a threat to my job as well.
[00:07:49.640 --> 00:07:53.640]   I think that the, the, the issue here is one of like, uh, okay.
[00:07:53.640 --> 00:07:57.640]   Imagine what a universe, there's a sense of like positive and negative academic freedom.
[00:07:57.640 --> 00:08:03.640]   A negative academic freedom means, um, there's no active attack on me and my capacity to do work.
[00:08:03.640 --> 00:08:05.640]   I think Stanford failed that as well.
[00:08:05.640 --> 00:08:07.640]   Like there was an active attack on me.
[00:08:07.640 --> 00:08:11.640]   For instance, there was a, a poster campaign all around campus with my face on it.
[00:08:11.640 --> 00:08:20.640]   Like essentially accusing me of killing people in Florida for advising president to say, uh, Governor DeSantis that there was no evidence that masking children benefited anybody.
[00:08:20.640 --> 00:08:22.640]   Right.
[00:08:22.640 --> 00:08:28.640]   Uh, and essentially as a threat, it's like, I, I, I, at the same time I was getting death threats from people.
[00:08:28.640 --> 00:08:38.640]   Uh, the former head of the NIH wrote an email to Frank, Tony Fauci four days after we wrote the Great Branch Declaration, calling for a devastating takedown of the premises of the Declaration.
[00:08:38.640 --> 00:08:54.640]   And, uh, and, uh, and, and then that resulted in essentially press propaganda pieces, the New York Times and elsewhere, uh, essentially, uh, mischaracterizing what the Great Branch Declaration said, which is, was to protect older people better and open schools.
[00:08:54.640 --> 00:08:56.640]   Let kids, let kids, let kids, let kids go to school.
[00:08:56.640 --> 00:09:01.640]   Um, essentially mischaracterize, mischaracterizing is in a propagandist way.
[00:09:01.640 --> 00:09:05.640]   We're saying we want to let the virus rip and that led to death threats against me.
[00:09:05.640 --> 00:09:08.640]   Same time, there's this poster campaign all around campus.
[00:09:08.640 --> 00:09:10.640]   I called the, the campus police.
[00:09:10.640 --> 00:09:15.640]   I told the department of, uh, uh, the, the, the folks in the department of the medical school that this was happening.
[00:09:15.640 --> 00:09:20.640]   And they result, they, their response was to send me to a counselor to reduce my online presence.
[00:09:20.640 --> 00:09:25.640]   Um, so Stanford absolutely failed during the pandemic.
[00:09:25.640 --> 00:09:43.640]   It, uh, in 2020, um, the former president, uh, the, um, John Hennessy approached me wanting to look, organize a, a, a, a discussion, like a, some, some sort of like panel where different perspectives on how to manage the pandemic, the lockdowns elsewhere, uh, could, could be had.
[00:09:43.640 --> 00:09:45.640]   And even he couldn't get this organized.
[00:09:45.640 --> 00:09:46.640]   Hennessy couldn't?
[00:09:46.640 --> 00:09:47.640]   No.
[00:09:47.640 --> 00:09:49.640]   Hennessy is one of the most, um, beloved presidents of Stanford.
[00:09:49.640 --> 00:09:54.640]   I have tremendous admiration for him, but the, the pressure was absolutely enormous.
[00:09:54.640 --> 00:09:57.640]   Like he, the fact that he approached me at all was actually a credit to him.
[00:09:57.640 --> 00:10:05.640]   He's the, one of the few officials at Stanford who approached me during the pandemic to try to like get, allow me to have, I mean, you know, I might've been right or wrong.
[00:10:05.640 --> 00:10:11.640]   It turns out I was right, but I, in principle that they, you know, that with Stanford should have had those debates in 2020.
[00:10:11.640 --> 00:10:19.640]   We had prominent faculty, people like Johnny and Edie, Scott Atlas, uh, and, and others, Michael Levitt, who were opposed to the lockdowns.
[00:10:19.640 --> 00:10:21.640]   And yet we couldn't get a hearing.
[00:10:21.640 --> 00:10:21.640]   Yeah.
[00:10:21.640 --> 00:10:22.640]   Yeah.
[00:10:22.640 --> 00:10:23.640]   Leavitt reached out to me at one point.
[00:10:23.640 --> 00:10:35.640]   I, I, you know, as I've been criticized for, uh, before, you know, with this podcast, I mainly focused at that time on, we launched in 2021 on ways to deal with anxiety, circadian rhythm, sleep, because people were dealing with those issues.
[00:10:35.640 --> 00:10:39.640]   I'm not a, I'm not a virologist, so I couldn't talk about virology or epidemiology, but I.
[00:10:39.640 --> 00:10:43.640]   Andrew, it wasn't on you to like, uh, put us, uh, on a platform.
[00:10:43.640 --> 00:10:51.640]   There was on the Stanford university, um, uh, administration to organize discussions and debates on the top, on the most important topics of the day.
[00:10:51.640 --> 00:10:56.640]   And that included in 2020 were school closures, the right approach.
[00:10:56.640 --> 00:11:13.640]   I read comments enough and, and get calls and emails that I do read enough to know that when people hear this, their minds will go to, um, questions about like, what is the incentive financial or otherwise for Stanford to not allow you to have these discussions or let's broaden the discussion for any university for that matter.
[00:11:13.640 --> 00:11:22.640]   Right. I mean, Stanford's not the only university on the planet, um, for, uh, you know, a panel, a discussion about these issues to, to be, um, to be held.
[00:11:22.640 --> 00:11:29.640]   Well, we have a health policy department. What, what's the purpose of it? If not to like, uh, and panel the most important debates about health policy of the day.
[00:11:29.640 --> 00:11:36.640]   So, so what do you think was going on? I mean, the vac, the, the vaccine technology was developed at multiple sites, right?
[00:11:36.640 --> 00:11:42.640]   I think Stanford had something to do with the development of the technology. Um, there were other universities that were involved in the development.
[00:11:42.640 --> 00:11:54.640]   that were involved in the development of the technology as well. Right. And I think in the back of this conversation, I know what's buzzing, but let's just be direct here. You and I were, it was, there was a vaccine mandate at everyone that.
[00:11:54.640 --> 00:11:55.640]   This is 2020.
[00:11:55.640 --> 00:12:10.640]   2020 a bit, right. But eventually there was a vaccine mandate. If you wanted to keep your job, unless you had a religious or other, what was a medical reason, religious or medical reason, you were told you had to take the vaccine. People did what they did. Some people did. Some people, I know colleagues that falsified cards.
[00:12:10.640 --> 00:12:21.640]   I know, uh, colleagues that got nine vaccines, I, I, everything in between. Right. Um, but there, there was a, there were mandates. So to be clear, you were opposed to the lockdowns.
[00:12:21.640 --> 00:12:27.520]   Yes. Um, and you were opposed to vaccine mandates. Were you also vocal about that?
[00:12:27.520 --> 00:12:29.640]   Yes. Cause that's even, I mean, that's even touchier.
[00:12:29.640 --> 00:12:47.640]   I was an expert witness in, uh, a number of cases on the vaccine mandates, including one that, uh, reached the Supreme Court and overturned the OSHA vaccine mandate. Um, so yeah, I mean, I was, I was locally opposed to the vaccine mandates. I was vocally opposed to the mask mandates. On the lockdowns, I am, I was vocally opposed to the school closures.
[00:12:47.640 --> 00:13:15.640]   I emphasized the harm that the lockdowns did to the world's poor, right? So in April of 2020, there was a UN report, uh, that's, uh, that calculated that a hundred million people would, would be subject to starvation as a consequence of the economic dislocation caused by the lockdowns. I was opposed to that. Uh, I think the idea, um, idea that, uh, that the lockdowns were the right strategy. Well, they're, they're unique in world history of having lockdowns at the scale.
[00:13:15.640 --> 00:13:43.640]   We had, um, and there were no part of previous pandemic plans where these such a lockdown of such a length of such a, uh, you know, at, at, at, of such a scale were no part of any previous pandemic plan or any, any previous pandemic management, uh, experience. Um, and it was very clear to me with my background in, uh, in, um, health policy that we were going to harm the poor. We were going to harm children and we're going to harm the working class at scale.
[00:13:43.640 --> 00:14:00.440]   So the lockdowns were a luxury of the laptop class. Uh, and that's what I was advocating at the time. Um, the university wasn't just Stanford, you're right. But the, the, uh, in fact, there were almost no universities that, uh, that impaneled these kinds of, uh, discussions into 2022.
[00:14:00.640 --> 00:14:28.940]   So what do you think happened? Do you think that, uh, that there was a fear? I'm not, I'm not ceding the question, leading the witness, whatever, but do you think that there was a fear among the academic and science community that if anyone, if, if it were allowed for people to, uh, to speak out or consider different aspects, uh, positive or negative about lockdowns or vaccine mandates, that somehow their existence would be at risk.
[00:14:28.940 --> 00:14:41.820]   Like that this got to an issue bigger than the lockdowns, um, and bigger than vaccines. Because I do, I think that this whole issue was really a question of whether or not we consider scientists experts.
[00:14:41.820 --> 00:15:00.420]   The word expert has become a very touchy thing. Like who gets to be called an expert, um, who, who designates which experts are really the experts. I mean, it's all, you know, all you have to do is accuse someone of misinformation and suddenly their expert card is taken away, even if they, uh, hold a position in a given area that they've.
[00:15:00.420 --> 00:15:20.300]   I've been a tenured faculty member at Stanford School of Medicine for, uh, for decades, right? I've been a full professor, uh, with a long scientific back, like history of, of published papers in some of the top medical journals, the top, like statistics journals and the health policy journals and so on, economics journals. Um, and that wasn't enough, right?
[00:15:20.300 --> 00:15:30.140]   Uh, the, the problem is like you have, okay, let me just say one, one version of this that you can, you can go, uh, there are other, other, other aspects of play for, uh, like for instance,
[00:15:30.140 --> 00:15:40.380]   I think people were genuinely scared. Scientists were genuinely scared for their own mortality, especially in the early days of the pandemic. And that, that clouded the way they thought about.
[00:15:40.380 --> 00:15:44.880]   Especially since there are a lot of older scientists. I'm not trying to pick on older, but there are a lot of them.
[00:15:44.880 --> 00:15:45.380]   Yeah.
[00:15:45.380 --> 00:15:47.540]   Yeah. And older people were dying more, correct?
[00:15:47.540 --> 00:15:59.160]   Yeah. I mean, there's a, I mean, that was actually the most important epidemiological fact about COVID was that it was this very steep age gradient in the mortality profile. Young people, very low, low mortality risk.
[00:15:59.580 --> 00:16:01.120]   Older people, much higher mortality risk.
[00:16:01.120 --> 00:16:05.680]   What was the rate of mortality among people, like 70 to 85 years old, roughly?
[00:16:05.680 --> 00:16:07.620]   Five to 7%, somewhere in there.
[00:16:07.620 --> 00:16:09.080]   Okay. So not a trivial number.
[00:16:09.080 --> 00:16:13.160]   No, it's huge. Like one in 20 to one in, you know, one in 18 or whatever, 14.
[00:16:13.160 --> 00:16:18.440]   And that was due directly from COVID itself, not, not some, some confounding variable.
[00:16:18.440 --> 00:16:19.060]   Yeah. Especially early in the pandemic, right?
[00:16:19.060 --> 00:16:19.380]   Okay.
[00:16:19.380 --> 00:16:28.600]   So, so, so, okay. So, um, but I want to leave aside the personal fear, although I do think that played a tremendously important role in the, in the thinking about,
[00:16:29.020 --> 00:16:33.940]   of, of scientists, especially since scientists as a class tend to be part of the laptop class, right?
[00:16:33.940 --> 00:16:44.700]   People who have the, the economic resources to shield themselves from, for, for, for extended periods of time without any threat to their, their livelihood.
[00:16:44.700 --> 00:16:54.620]   So let's leave that aside and let's just focus on, on the, on the, what I think was, was a core dynamic, right?
[00:16:54.680 --> 00:16:59.820]   So, um, there's two norms, two ethical norms in science.
[00:16:59.820 --> 00:17:02.920]   It, it, and, and they were, they were, they competed with each other.
[00:17:02.920 --> 00:17:07.040]   In science, free speech is an absolute must.
[00:17:07.040 --> 00:17:12.240]   If you have an idea that's different from mine, you should be able to express it.
[00:17:12.700 --> 00:17:16.200]   And then we can, you know, we, we can test each other's ideas out.
[00:17:16.200 --> 00:17:23.500]   We can maybe devise an experiment to, to, to decide between us and whatever the experiment says, we'll say, okay, you're right and I'm wrong and, you know, I'll buy you dinner or something, right?
[00:17:24.000 --> 00:17:25.640]   Um, that's good.
[00:17:25.640 --> 00:17:27.000]   That's, that's, that's how science advances.
[00:17:27.000 --> 00:17:40.320]   Like through this kind of like, uh, this process of people talking to each other and having free speech, the ability to like come up with ideas and, and articulate them, uh, defend them is absolutely fundamental to the progress of science.
[00:17:40.320 --> 00:17:43.020]   Public health has a different ethical norm.
[00:17:43.020 --> 00:17:46.760]   Public health has an ethical norm of unanimity of messaging.
[00:17:49.300 --> 00:18:04.280]   The, the, the, the, the, this, this ethical norm has as its moral basis that the, that the communications that public health puts out are grounded in consensus science, right?
[00:18:04.280 --> 00:18:12.960]   So for instance, if I were, as I was a former professor at Stanford, I mean, emeritus professor at Stanford, I go out and say, oh, and the head director of the NIH, I go out and say, smoking is good for you.
[00:18:12.960 --> 00:18:15.860]   Well, I've committed an ethical sin, right?
[00:18:15.860 --> 00:18:17.200]   I've done something really deeply wrong.
[00:18:17.200 --> 00:18:23.920]   Because the scientific basis for the idea that smoking is a terrible thing for you, it really harms your health in, in, in, in concrete ways.
[00:18:23.920 --> 00:18:28.720]   Um, that's, I mean, that's like rock solid in science.
[00:18:28.720 --> 00:18:40.340]   So the, the, the idea that I, as a person who works in public health, shouldn't go out and say smoking is good for you, that has a good ethical basis rooted in science.
[00:18:42.740 --> 00:19:00.060]   The idea that, uh, that, uh, that the, the, the, the vaccine will protect you from getting in and spreading COVID forever.
[00:19:00.060 --> 00:19:02.220]   None of that was rooted in science.
[00:19:02.220 --> 00:19:11.200]   And yet the public health authorities of this country decided that they were going to enforce the same kind of ethical approach.
[00:19:11.200 --> 00:19:16.760]   They have sort of ethical constrictions about that on those topics as they do to smoking.
[00:19:16.760 --> 00:19:22.520]   When you say none of it was rooted in science, are you saying the science was mixed or there was literally no evidence?
[00:19:22.520 --> 00:19:23.080]   No, there's literally no science.
[00:19:23.080 --> 00:19:28.640]   So for instance, the idea that cloth masks prevent you from getting and spreading respiratory diseases.
[00:19:28.640 --> 00:19:33.500]   There were a dozen randomized trials on flu before the pandemic.
[00:19:33.920 --> 00:19:42.140]   And none of the, there was a Cochran report looking at the literature, the random, on, on, on masking and influenza.
[00:19:42.140 --> 00:19:53.440]   And they, and they concluded that the evidence was weak at best, that these kinds of cloth masking at, at, in population settings actually prevent anyone, the spread of influenza.
[00:19:54.000 --> 00:19:57.120]   I heard a number of people say like, what's the big deal about wearing a mask?
[00:19:57.120 --> 00:19:58.320]   There were, there was also that argument.
[00:19:58.320 --> 00:19:59.620]   It's not the same thing as a vaccine.
[00:19:59.620 --> 00:20:00.760]   It's like, it's a mask.
[00:20:00.760 --> 00:20:04.420]   Well, you could argue over inhaling excess carbon dioxide.
[00:20:04.420 --> 00:20:06.860]   You're not, you know, you're not getting smiles.
[00:20:06.860 --> 00:20:07.700]   You're not social interaction.
[00:20:07.700 --> 00:20:10.800]   Listen, I'm, I'm just opening this up for sake of, of consideration.
[00:20:10.800 --> 00:20:14.220]   Like, like, why did the masks become such an issue?
[00:20:14.220 --> 00:20:15.620]   Was it because it was a mandate?
[00:20:15.620 --> 00:20:17.040]   Is that what it's really about?
[00:20:17.040 --> 00:20:17.780]   That mandate mattered.
[00:20:17.780 --> 00:20:24.320]   But I'll say there were, there were, there were harms, some of which were recognized, some of which were not.
[00:20:24.320 --> 00:20:35.860]   So like, for instance, I heard from parents of autistic kids that the wear, that the, or I'm sorry, hearing impaired kids, that the, that the mask wearing impaired the ability of the kids to learn to lip read, right?
[00:20:35.860 --> 00:20:37.120]   So it seems illogical.
[00:20:37.120 --> 00:20:37.440]   Yeah.
[00:20:37.440 --> 00:20:54.240]   Um, I heard, um, but he, but it's also true that you adopt, if you adopt and embrace public health messaging, that's self-evidently not rooted in science, you're going to undermine the public trust in science and in public health.
[00:20:54.240 --> 00:20:59.880]   I will say, based on these voices that I hear from a lot, that's what they're asking for.
[00:20:59.880 --> 00:21:05.920]   They're asking for the exact message that you're delivering now, which is, um, I, I'll, uh, state it differently.
[00:21:05.920 --> 00:21:09.160]   They want to hear the scientific community say, we messed up.
[00:21:09.160 --> 00:21:09.520]   Yeah.
[00:21:09.520 --> 00:21:11.580]   And we should, we should absolutely say that.
[00:21:11.580 --> 00:21:11.760]   Right.
[00:21:11.760 --> 00:21:23.160]   So for instance, uh, you wear a mask while you walk into the restaurant, you sit down to eat and you take your mask off and that protects you, protects you from getting and spreading COVID.
[00:21:23.160 --> 00:21:23.420]   How?
[00:21:23.420 --> 00:21:25.260]   Like everyone could see that.
[00:21:25.260 --> 00:21:26.720]   You don't need to be a scientist to see that.
[00:21:26.720 --> 00:21:31.000]   That was obviously, uh, ridiculous public health messaging.
[00:21:31.000 --> 00:21:32.580]   It was a weird time.
[00:21:32.900 --> 00:21:37.600]   And, and let's just say, is it, you asked, is, could, could this public health messaging be dangerous?
[00:21:37.600 --> 00:21:38.040]   Well, yeah.
[00:21:38.040 --> 00:21:41.180]   Imagine someone who's like 80 years old.
[00:21:41.180 --> 00:21:44.240]   They're not, they're, they're, they're, they have a lot of chronic conditions.
[00:21:44.240 --> 00:21:48.480]   It's the height of the pandemic at like July, 2020 or something, or June, June, 2020.
[00:21:49.040 --> 00:21:51.800]   And they're told if you wear a cloth mask, you're safe.
[00:21:51.800 --> 00:22:00.440]   They go out in public and take risks that they otherwise would not have taken on the idea that they're safe wearing a cloth mask and they get COVID.
[00:22:01.400 --> 00:22:08.380]   The recommendation not rooted in science actually could end up killing people and probably did, right?
[00:22:08.380 --> 00:22:12.680]   So it's not, none of these things are just basically, well, it's low cost.
[00:22:12.680 --> 00:22:24.480]   I mean, it may be low cost to, to, to, to, to, to somebody who's like, you know, uh, uh, who's, who's, who's not particularly, uh, I mean, particularly bothered by mask wearing, but they can still nevertheless end up causing harm.
[00:22:24.960 --> 00:22:26.220]   And I think it kind of did.
[00:22:26.220 --> 00:22:34.480]   Thank you.

