
[00:00:00.000 --> 00:00:02.400]   [silence]
[00:03:00.720 --> 00:03:03.920]   is that you do want to reduce your fluid intake at night,
[00:03:03.920 --> 00:03:07.640]   provided you hydrated sufficiently throughout the day.
[00:03:07.640 --> 00:03:09.360]   And believe it or not,
[00:03:09.360 --> 00:03:12.760]   the rate at which fluid moves from your gut
[00:03:12.760 --> 00:03:14.760]   and into the cells and tissues of your body,
[00:03:14.760 --> 00:03:17.460]   and then from your bladder into urine,
[00:03:17.460 --> 00:03:20.820]   is determined not just by the volume of fluid you ingest,
[00:03:20.820 --> 00:03:24.000]   but also the rate at which you ingest that fluid.
[00:03:24.000 --> 00:03:25.680]   And you might be thinking, that's crazy.
[00:03:25.680 --> 00:03:27.200]   That makes no sense at all, right?
[00:03:27.200 --> 00:03:28.960]   If I drink a ton of fluid slowly,
[00:03:28.960 --> 00:03:31.840]   doesn't it still mean that I'm going to urinate a ton?
[00:03:31.840 --> 00:03:33.080]   Yes and no.
[00:03:33.080 --> 00:03:36.160]   It also stands to reason that you might ask,
[00:03:36.160 --> 00:03:39.800]   if I ingest very little fluid, but I do it very fast,
[00:03:39.800 --> 00:03:40.760]   is it going to be the case
[00:03:40.760 --> 00:03:42.560]   that I'm going to urinate it out very quickly?
[00:03:42.560 --> 00:03:43.960]   Well, yes and no.
[00:03:43.960 --> 00:03:47.920]   The point is that the fluid filtration systems of your body
[00:03:47.920 --> 00:03:49.600]   that range from the gut to the bladder
[00:03:49.600 --> 00:03:51.300]   and include the kidney, of course,
[00:03:51.300 --> 00:03:53.660]   depend not just on the volume,
[00:03:53.660 --> 00:03:56.860]   but on the rate of fluid that you ingest.
[00:03:56.860 --> 00:04:00.020]   Because of those mechanosensors that we talked about earlier,
[00:04:00.020 --> 00:04:02.500]   if you gulp down a bunch of fluids,
[00:04:02.500 --> 00:04:04.660]   you are going to excrete those fluids more quickly
[00:04:04.660 --> 00:04:06.620]   than if you sip them slowly.
[00:04:06.620 --> 00:04:08.620]   Excuse me, sip them slowly.
[00:04:08.620 --> 00:04:09.980]   So here's what I recommend.
[00:04:09.980 --> 00:04:11.180]   Throughout the day when you're trying
[00:04:11.180 --> 00:04:16.060]   to get your adequate yield of water or other beverages,
[00:04:16.060 --> 00:04:19.880]   feel free to gulp that fluid or sip it.
[00:04:19.880 --> 00:04:22.680]   I'm a gulper, not a sipper,
[00:04:22.680 --> 00:04:25.520]   but many of you are going to be sippers, not gulpers.
[00:04:25.520 --> 00:04:27.880]   Consume fluid at the rate that feels right to you,
[00:04:27.880 --> 00:04:29.540]   but feel comfortable gulping that fluid.
[00:04:29.540 --> 00:04:31.520]   However, in the evening,
[00:04:31.520 --> 00:04:33.000]   if you are somebody who has challenges
[00:04:33.000 --> 00:04:35.300]   with waking up excessively in the middle of the night,
[00:04:35.300 --> 00:04:36.640]   reduce your fluid intake,
[00:04:36.640 --> 00:04:39.120]   provided you've hydrated properly throughout the day.
[00:04:39.120 --> 00:04:42.280]   And I suggest consuming no more than five,
[00:04:42.280 --> 00:04:44.560]   maybe eight ounces of fluid
[00:04:44.560 --> 00:04:46.940]   between the time of 10 hours after waking
[00:04:46.940 --> 00:04:48.260]   and when you go to sleep.
[00:04:48.260 --> 00:04:50.460]   Again, if you're very thirsty or you under hydrate
[00:04:50.460 --> 00:04:54.380]   or it's very hot, feel free to ingest more fluid, please.
[00:04:54.380 --> 00:04:55.460]   But most people will find
[00:04:55.460 --> 00:04:56.940]   that if they reduce their fluid intake
[00:04:56.940 --> 00:04:59.500]   to about five ounces or less of fluid
[00:04:59.500 --> 00:05:01.260]   in that later part of the day,
[00:05:01.260 --> 00:05:05.580]   after 10 hours of having woken up and before sleep,
[00:05:05.580 --> 00:05:08.880]   and they sip those beverages as opposed to gulping them,
[00:05:08.880 --> 00:05:11.380]   that they will have fewer bouts
[00:05:11.380 --> 00:05:12.580]   of waking up in the middle of the night
[00:05:12.580 --> 00:05:15.380]   to go to the restroom and ideally zero.
[00:05:15.380 --> 00:05:17.960]   [upbeat music]
[00:05:17.960 --> 00:05:20.540]   [upbeat music]
[00:05:20.540 --> 00:05:23.120]   (upbeat music)

