
[00:00:00.000 --> 00:00:04.720]   [MUSIC]
[00:01:58.680 --> 00:02:01.960]   it talks about how you need to have a way of capturing
[00:02:01.960 --> 00:02:04.120]   the things you need to do.
[00:02:04.120 --> 00:02:06.680]   You need a way of making sense of the things on your plate,
[00:02:06.680 --> 00:02:09.160]   and you need to control your time.
[00:02:09.160 --> 00:02:12.400]   So have some control over when do I actually want to do this work.
[00:02:12.400 --> 00:02:17.400]   And those types of ideas roughly fall under organization.
[00:02:17.400 --> 00:02:21.240]   I mean, you might argue that capture maybe overlaps a little bit
[00:02:21.240 --> 00:02:25.280]   with activity selection, but it's really just a David Allen inspired idea
[00:02:25.280 --> 00:02:26.800]   that no open loops.
[00:02:26.800 --> 00:02:31.280]   Configure, that's what is your system for actually tracking
[00:02:31.280 --> 00:02:32.200]   and keeping track of these things.
[00:02:32.200 --> 00:02:36.320]   And control is you should actually be doing something like time block planning,
[00:02:36.320 --> 00:02:39.840]   figuring out here's my time available, and here's what I want to do.
[00:02:39.840 --> 00:02:42.240]   So I think the right way to think about capture, configure, control
[00:02:42.240 --> 00:02:47.360]   is that zoom in on the organizational level of the productivity funnel.
[00:02:47.360 --> 00:02:53.080]   And once you're there, this is one way you might start to implement that funnel.
[00:02:53.080 --> 00:02:56.040]   Where this actually gets confusing is that capture, configure, control
[00:02:56.040 --> 00:02:59.000]   is itself also somewhat general.
[00:02:59.000 --> 00:03:02.040]   So I don't say specifically how to configure or specifically
[00:03:02.040 --> 00:03:03.600]   how to control your time.
[00:03:03.600 --> 00:03:06.640]   So it's a more refined framework for what
[00:03:06.640 --> 00:03:09.680]   you might find in that middle layer of the productivity funnel.
[00:03:09.680 --> 00:03:12.360]   You would then go in and actually implement those things
[00:03:12.360 --> 00:03:14.000]   with real systems.
[00:03:14.000 --> 00:03:16.320]   I'm going to use a Trello board for configure.
[00:03:16.320 --> 00:03:20.040]   I'm going to use a time block planner for control.
[00:03:20.040 --> 00:03:22.080]   Now, this sounds really recursive and complicated.
[00:03:22.080 --> 00:03:24.680]   That's because these aren't really supposed to nest, Gary.
[00:03:24.680 --> 00:03:28.120]   These are just two alternative ways of talking about productivity.
[00:03:28.120 --> 00:03:29.920]   So I wouldn't try to nest these two.
[00:03:29.920 --> 00:03:33.520]   I would say, look, you can think about I want a capture, configure,
[00:03:33.520 --> 00:03:35.280]   and control system.
[00:03:35.280 --> 00:03:37.520]   Or you can think about I want to implement the three
[00:03:37.520 --> 00:03:40.240]   layers of the productivity funnel and think about it.
[00:03:40.240 --> 00:03:41.960]   And they inform each other.
[00:03:41.960 --> 00:03:44.480]   But they're both kind of trying to do the same thing.
[00:03:44.480 --> 00:03:46.400]   And so maybe think of the productivity funnel
[00:03:46.400 --> 00:03:51.360]   as my second attempt at having a general framework
[00:03:51.360 --> 00:03:53.520]   for professional productivity.
[00:03:53.520 --> 00:03:55.520]   Because I realize that execution is important.
[00:03:55.520 --> 00:03:57.560]   And how we even select what should be on our plate
[00:03:57.560 --> 00:03:59.040]   or how much work we should be doing is important.
[00:03:59.040 --> 00:04:01.160]   So maybe you could think of the productivity funnel
[00:04:01.160 --> 00:04:05.120]   as being a more general swing at what I was trying to do
[00:04:05.120 --> 00:04:06.680]   with capture, configure, control.
[00:04:06.680 --> 00:04:08.640]   But if you like one better than the other,
[00:04:08.640 --> 00:04:10.240]   you're perfectly fine sticking with it.
[00:04:10.280 --> 00:04:13.320]   [MUSIC PLAYING]
[00:04:13.320 --> 00:04:15.900]   (upbeat music)
[00:04:15.900 --> 00:04:17.240]   (upbeat music)

